source_id,image_use_id,fileId_short,region,subregion,coverage_status,decision_is_final,audit_result,review_notes
S-133,IU-133,4951060a03,CTXDB05,CTXDB05A,processed-in-ctxdb05-v001,yes-for-ctxdb05-v001-boundary,ok-processed,Included in CTXDB05 v001 after NEXT03 visual/semantic transcript pass.
S-134,IU-134,60f8848931,CTXDB04,CTXDB04A,processed-in-ctxdb04-v001,yes-for-ctxdb04-v001-boundary,ok-processed,Included in CTXDB04 v001 after NEXT03 visual/semantic transcript pass.
S-135,IU-135,339392b7c2,CTXDB05,CTXDB05A,processed-in-ctxdb05-v001,yes-for-ctxdb05-v001-boundary,ok-processed,Included in CTXDB05 v001 after NEXT03 visual/semantic transcript pass.
S-136,IU-136,e82cbae5ca,CTXDB04,CTXDB04A,processed-in-ctxdb04-v001,yes-for-ctxdb04-v001-boundary,ok-processed,Included in CTXDB04 v001 after NEXT03 visual/semantic transcript pass.
S-137,IU-137,422cb847c0,CTXDB04,CTXDB04B,processed-in-ctxdb04-v001,yes-for-ctxdb04-v001-boundary,ok-processed,Included in CTXDB04 v001 after NEXT03 visual/semantic transcript pass.
S-138,IU-138,79beee5e39,CTXDB03,CTXDB03B,processed-in-ctxdb03-v001,yes-for-ctxdb03-v001-boundary,ok-processed,Included in CTXDB03 v001 after NEXT02 visual/semantic transcript pass.
S-139,IU-139,ddf4f1f535,CTXDB03,CTXDB03B,processed-in-ctxdb03-v001,yes-for-ctxdb03-v001-boundary,ok-processed,Included in CTXDB03 v001 after NEXT02 visual/semantic transcript pass.
S-140,IU-140,b501185d7e,CTXDB06,CTXDB06A,processed-in-ctxdb06-v001,yes-for-ctxdb06-v001-boundary,ok-processed,Included in CTXDB06 v001 after NEXT04 visual/semantic transcript pass.
S-141,IU-141,bd359e5968,CTXDB03,CTXDB03B,processed-in-ctxdb03-v001,yes-for-ctxdb03-v001-boundary,ok-processed,Included in CTXDB03 v001 after NEXT02 visual/semantic transcript pass.
S-142,IU-142,c8b6600ab0,CTXDB05,CTXDB05A,processed-in-ctxdb05-v001,yes-for-ctxdb05-v001-boundary,ok-processed,Included in CTXDB05 v001 after NEXT03 visual/semantic transcript pass.
S-143,IU-143,8eea8882c1,CTXDB04,CTXDB04B,processed-in-ctxdb04-v001,yes-for-ctxdb04-v001-boundary,ok-processed,Included in CTXDB04 v001 after NEXT03 visual/semantic transcript pass.
S-144,IU-144,9f449a4c24,CTXDB06,CTXDB06A,processed-in-ctxdb06-v001,yes-for-ctxdb06-v001-boundary,ok-processed,Included in CTXDB06 v001 after NEXT04 visual/semantic transcript pass.
S-145,IU-145,c4ba620925,CTXDB03,CTXDB03B,processed-in-ctxdb03-v001,yes-for-ctxdb03-v001-boundary,ok-processed,Included in CTXDB03 v001 after NEXT02 visual/semantic transcript pass.
S-146,IU-146,5e10d75d77,CTXDB03,CTXDB03B,processed-in-ctxdb03-v001,yes-for-ctxdb03-v001-boundary,ok-processed,Included in CTXDB03 v001 after NEXT02 visual/semantic transcript pass.
S-147,IU-147,148fd6ba95,CTXDB03,CTXDB03B,processed-in-ctxdb03-v001,yes-for-ctxdb03-v001-boundary,ok-processed,Included in CTXDB03 v001 after NEXT02 visual/semantic transcript pass.
S-148,IU-148,a98a4b08dc,CTXDB06,CTXDB06A,processed-in-ctxdb06-v001,yes-for-ctxdb06-v001-boundary,ok-processed,Included in CTXDB06 v001 after NEXT04 visual/semantic transcript pass.
S-149,IU-149,0236c82fbe,CTXDB04,CTXDB04B,processed-in-ctxdb04-v001,yes-for-ctxdb04-v001-boundary,ok-processed,Included in CTXDB04 v001 after NEXT03 visual/semantic transcript pass.
S-150,IU-150,eb68b77535,CTXDB03,CTXDB03B,processed-in-ctxdb03-v001,yes-for-ctxdb03-v001-boundary,ok-processed,Included in CTXDB03 v001 after NEXT02 visual/semantic transcript pass.
S-151,IU-151,086a4b5542,CTXDB06,CTXDB06A,processed-in-ctxdb06-v001,yes-for-ctxdb06-v001-boundary,ok-processed,Included in CTXDB06 v001 after NEXT04 visual/semantic transcript pass.
S-152,IU-152,dbc42432e5,CTXDB06,CTXDB06A,processed-in-ctxdb06-v001,yes-for-ctxdb06-v001-boundary,ok-processed,Included in CTXDB06 v001 after NEXT04 visual/semantic transcript pass.
S-153,IU-153,968a41478d,CTXDB03,CTXDB03B,processed-in-ctxdb03-v001,yes-for-ctxdb03-v001-boundary,ok-processed,Included in CTXDB03 v001 after NEXT02 visual/semantic transcript pass.
S-154,IU-154,2590739a98,CTXDB06,CTXDB06A,processed-in-ctxdb06-v001,yes-for-ctxdb06-v001-boundary,ok-processed,Included in CTXDB06 v001 after NEXT04 visual/semantic transcript pass.
S-155,IU-155,2faed444c0,CTXDB06,CTXDB06A,processed-in-ctxdb06-v001,yes-for-ctxdb06-v001-boundary,ok-processed,Included in CTXDB06 v001 after NEXT04 visual/semantic transcript pass.
S-156,IU-156,d6bbe168ff,CTXDB03,CTXDB03B,processed-in-ctxdb03-v001,yes-for-ctxdb03-v001-boundary,ok-processed,Included in CTXDB03 v001 after NEXT02 visual/semantic transcript pass.
S-157,IU-157,29dfa26ee9,CTXDB06,CTXDB06A,processed-in-ctxdb06-v001,yes-for-ctxdb06-v001-boundary,ok-processed,Included in CTXDB06 v001 after NEXT04 visual/semantic transcript pass.
S-158,IU-158,98ed383ecd,CTXDB05,CTXDB05B,processed-in-ctxdb05-v001,yes-for-ctxdb05-v001-boundary,ok-processed,Included in CTXDB05 v001 after NEXT03 visual/semantic transcript pass.
S-159,IU-159,83581480f8,CTXDB06,CTXDB06A,processed-in-ctxdb06-v001,yes-for-ctxdb06-v001-boundary,ok-processed,Included in CTXDB06 v001 after NEXT04 visual/semantic transcript pass.
S-160,IU-160,25af95ba7d,CTXDB06,CTXDB06A,processed-in-ctxdb06-v001,yes-for-ctxdb06-v001-boundary,ok-processed,Included in CTXDB06 v001 after NEXT04 visual/semantic transcript pass.
S-161,IU-161,f863692ee8,CTXDB05,CTXDB05B,processed-in-ctxdb05-v001,yes-for-ctxdb05-v001-boundary,ok-processed,Included in CTXDB05 v001 after NEXT03 visual/semantic transcript pass.
S-162,IU-162,9a6d3e9e7f,CTXDB05,CTXDB05B,processed-in-ctxdb05-v001,yes-for-ctxdb05-v001-boundary,ok-processed,Included in CTXDB05 v001 after NEXT03 visual/semantic transcript pass.
S-163,IU-163,5291502f68,CTXDB06,CTXDB06B,processed-in-ctxdb06-v001,yes-for-ctxdb06-v001-boundary,ok-processed,Included in CTXDB06 v001 after NEXT04 visual/semantic transcript pass.
S-164,IU-164,506795edd6,CTXDB05,CTXDB05B,processed-in-ctxdb05-v001,yes-for-ctxdb05-v001-boundary,ok-processed,Included in CTXDB05 v001 after NEXT03 visual/semantic transcript pass.
S-165,IU-165,112fc8a86d,CTXDB05,CTXDB05B,processed-in-ctxdb05-v001,yes-for-ctxdb05-v001-boundary,ok-processed,Included in CTXDB05 v001 after NEXT03 visual/semantic transcript pass.
S-166,IU-166,75c84d25a3,CTXDB05,CTXDB05B,processed-in-ctxdb05-v001,yes-for-ctxdb05-v001-boundary,ok-processed,Included in CTXDB05 v001 after NEXT03 visual/semantic transcript pass.
S-167,IU-167,19b5875c0f,CTXDB05,CTXDB05B,processed-in-ctxdb05-v001,yes-for-ctxdb05-v001-boundary,ok-processed,Included in CTXDB05 v001 after NEXT03 visual/semantic transcript pass.
S-168,IU-168,62ae25435a,CTXDB05,CTXDB05B,processed-in-ctxdb05-v001,yes-for-ctxdb05-v001-boundary,ok-processed,Included in CTXDB05 v001 after NEXT03 visual/semantic transcript pass.
S-169,IU-169,27bc1442bd,CTXDB06,CTXDB06B,processed-in-ctxdb06-v001,yes-for-ctxdb06-v001-boundary,ok-processed,Included in CTXDB06 v001 after NEXT04 visual/semantic transcript pass.
S-170,IU-170,3d293ea582,CTXDB05,CTXDB05B,processed-in-ctxdb05-v001,yes-for-ctxdb05-v001-boundary,ok-processed,Included in CTXDB05 v001 after NEXT03 visual/semantic transcript pass.
S-171,IU-171,7791077b16,CTXDB05,CTXDB05B,processed-in-ctxdb05-v001,yes-for-ctxdb05-v001-boundary,ok-processed,Included in CTXDB05 v001 after NEXT03 visual/semantic transcript pass.
S-172,IU-172,c0b37c5af1,CTXDB05,CTXDB05B,processed-in-ctxdb05-v001,yes-for-ctxdb05-v001-boundary,ok-processed,Included in CTXDB05 v001 after NEXT03 visual/semantic transcript pass.
S-173,IU-173,70feb20ef7,CTXDB05,CTXDB05B,processed-in-ctxdb05-v001,yes-for-ctxdb05-v001-boundary,ok-processed,Included in CTXDB05 v001 after NEXT03 visual/semantic transcript pass.
S-174,IU-174,f20a9fac6e,CTXDB05,CTXDB05B,processed-in-ctxdb05-v001,yes-for-ctxdb05-v001-boundary,ok-processed,Included in CTXDB05 v001 after NEXT03 visual/semantic transcript pass.
S-175,IU-175,2c66216e55,CTXDB05,CTXDB05B,processed-in-ctxdb05-v001,yes-for-ctxdb05-v001-boundary,ok-processed,Included in CTXDB05 v001 after NEXT03 visual/semantic transcript pass.
S-176,IU-176,8e2d0524db,CTXDB06,CTXDB06B,processed-in-ctxdb06-v001,yes-for-ctxdb06-v001-boundary,ok-processed,Included in CTXDB06 v001 after NEXT04 visual/semantic transcript pass.
S-177,IU-177,e57e40183a,CTXDB05,CTXDB05B,processed-in-ctxdb05-v001,yes-for-ctxdb05-v001-boundary,ok-processed,Included in CTXDB05 v001 after NEXT03 visual/semantic transcript pass.
S-178,IU-178,1e971378bc,CTXDB06,CTXDB06B,processed-in-ctxdb06-v001,yes-for-ctxdb06-v001-boundary,ok-processed,Included in CTXDB06 v001 after NEXT04 visual/semantic transcript pass.
S-179,IU-179,e652c97551,CTXDB05,CTXDB05B,processed-in-ctxdb05-v001,yes-for-ctxdb05-v001-boundary,ok-processed,Included in CTXDB05 v001 after NEXT03 visual/semantic transcript pass.
S-180,IU-180,cade5d0708,CTXDB05,CTXDB05B,processed-in-ctxdb05-v001,yes-for-ctxdb05-v001-boundary,ok-processed,Included in CTXDB05 v001 after NEXT03 visual/semantic transcript pass.
S-181,IU-181,395e02e536,CTXDB05,CTXDB05B,processed-in-ctxdb05-v001,yes-for-ctxdb05-v001-boundary,ok-processed,Included in CTXDB05 v001 after NEXT03 visual/semantic transcript pass.
S-182,IU-182,e42350e029,CTXDB06,CTXDB06B,processed-in-ctxdb06-v001,yes-for-ctxdb06-v001-boundary,ok-processed,Included in CTXDB06 v001 after NEXT04 visual/semantic transcript pass.
S-183,IU-183,7897ee189d,CTXDB05,CTXDB05B,processed-in-ctxdb05-v001,yes-for-ctxdb05-v001-boundary,ok-processed,Included in CTXDB05 v001 after NEXT03 visual/semantic transcript pass.
S-184,IU-184,658019a4c0,CTXDB05,CTXDB05B,processed-in-ctxdb05-v001,yes-for-ctxdb05-v001-boundary,ok-processed,Included in CTXDB05 v001 after NEXT03 visual/semantic transcript pass.
S-185,IU-185,0ed0c9eeca,CTXDB06,CTXDB06B,processed-in-ctxdb06-v001,yes-for-ctxdb06-v001-boundary,ok-processed,Included in CTXDB06 v001 after NEXT04 visual/semantic transcript pass.
S-186,IU-186,58660c904f,CTXDB07,CTXDB07A,processed-in-ctxdb07-v001,yes-for-ctxdb07-v001-boundary,ok-processed,Included in CTXDB07 v001 after NEXT04 visual/semantic transcript pass.
S-187,IU-187,84e8af0629,CTXDB07,CTXDB07B,processed-in-ctxdb07-v001,yes-for-ctxdb07-v001-boundary,ok-processed,Included in CTXDB07 v001 after NEXT04 visual/semantic transcript pass.
S-188,IU-188,7cd52f3a1a,CTXDB07,CTXDB07A,processed-in-ctxdb07-v001,yes-for-ctxdb07-v001-boundary,ok-processed,Included in CTXDB07 v001 after NEXT04 visual/semantic transcript pass.
S-189,IU-189,3e2b73547a,CTXDB06,CTXDB06B,processed-in-ctxdb06-v001,yes-for-ctxdb06-v001-boundary,ok-processed,Included in CTXDB06 v001 after NEXT04 visual/semantic transcript pass.
S-190,IU-190,7eb73976ad,CTXDB07,CTXDB07B,processed-in-ctxdb07-v001,yes-for-ctxdb07-v001-boundary,ok-processed,Included in CTXDB07 v001 after NEXT04 visual/semantic transcript pass.
S-191,IU-191,f66773d49e,CTXDB06,CTXDB06B,processed-in-ctxdb06-v001,yes-for-ctxdb06-v001-boundary,ok-processed,Included in CTXDB06 v001 after NEXT04 visual/semantic transcript pass.
S-192,IU-192,c396e2a6d4,CTXDB07,CTXDB07A,processed-in-ctxdb07-v001,yes-for-ctxdb07-v001-boundary,ok-processed,Included in CTXDB07 v001 after NEXT04 visual/semantic transcript pass.
S-193,IU-193,00d43687f0,CTXDB07,CTXDB07B,processed-in-ctxdb07-v001,yes-for-ctxdb07-v001-boundary,ok-processed,Included in CTXDB07 v001 after NEXT04 visual/semantic transcript pass.
S-194,IU-194,0c9d2bb402,CTXDB07,CTXDB07B,processed-in-ctxdb07-v001,yes-for-ctxdb07-v001-boundary,ok-processed,Included in CTXDB07 v001 after NEXT04 visual/semantic transcript pass.
S-195,IU-195,f4d4168e3f,CTXDB07,CTXDB07A,processed-in-ctxdb07-v001,yes-for-ctxdb07-v001-boundary,ok-processed,Included in CTXDB07 v001 after NEXT04 visual/semantic transcript pass.
S-196,IU-196,9c09af292e,CTXDB07,CTXDB07B,processed-in-ctxdb07-v001,yes-for-ctxdb07-v001-boundary,ok-processed,Included in CTXDB07 v001 after NEXT04 visual/semantic transcript pass.
S-197,IU-197,fb3512089c,CTXDB07,CTXDB07A,processed-in-ctxdb07-v001,yes-for-ctxdb07-v001-boundary,ok-processed,Included in CTXDB07 v001 after NEXT04 visual/semantic transcript pass.
S-198,IU-198,dd6709ae56,CTXDB07,CTXDB07B,processed-in-ctxdb07-v001,yes-for-ctxdb07-v001-boundary,ok-processed,Included in CTXDB07 v001 after NEXT04 visual/semantic transcript pass.
