region_source_id,source_id,image_use_id,fileId_short,region,x,y,width,height,status,readability,confidence,topic,summary,nearest_labels,notes
R04-S025,S-104,IU-104,6d19a4b27b,R04,5487.54754173818,17027.621513490427,939.0,182.0,processed-in-r03r04r05-final-v001,medium-high,high for boundary; medium-high for exact code punctuation,Credentialed CORS failure and browser network-error behavior,"Explains what happens when credentialed CORS is misconfigured: the browser may send or skip the actual request depending on preflight, but JavaScript commonly sees a generic network/CORS failure rather than a normal application error.",no info whether browser will store cookies from response that has no allow credentials header (in simple request scenari | no request when server sends response on preflight without allow credentials and no ability to read for simple request c,Verified from extracted SVG source image/contact sheet; source PNG preserved for exact correction.
R05-S001,S-014,IU-014,4a2cc6fdb4,R05,12158.811970405346,9798.50976821679,513.0,320.0,processed-in-r03r04r05-final-v001,medium-high,high for boundary; medium-high for exact code punctuation,Middleware/preflight mechanics and header names,"Visual notes and screenshots around how CORS middleware recognizes preflight requests and emits Access-Control-* response headers such as Allow-Origin, Allow-Headers, Allow-Methods, Allow-Credentials, Expose-Headers, and Max-Age.",How works | Preflight requests give information to server about requests about to happen,Verified from extracted SVG source image/contact sheet; source PNG preserved for exact correction.
R05-S002,S-015,IU-015,7259ecb67e,R05,12179.979572907903,10149.956940901891,487.0,274.0,processed-in-r03r04r05-final-v001,medium-high,high for boundary; medium-high for exact code punctuation,Middleware/preflight mechanics and header names,"Visual notes and screenshots around how CORS middleware recognizes preflight requests and emits Access-Control-* response headers such as Allow-Origin, Allow-Headers, Allow-Methods, Allow-Credentials, Expose-Headers, and Max-Age.",Preflight requests give information to server about requests about to happen | How works,Verified from extracted SVG source image/contact sheet; source PNG preserved for exact correction.
R05-S003,S-017,IU-017,18db3dde62,R05,11619.582993150869,10211.85281958856,334.0,62.0,processed-in-r03r04r05-final-v001,medium-high,high for boundary; medium-high for exact code punctuation,Middleware/preflight mechanics and header names,"Visual notes and screenshots around how CORS middleware recognizes preflight requests and emits Access-Control-* response headers such as Allow-Origin, Allow-Headers, Allow-Methods, Allow-Credentials, Expose-Headers, and Max-Age.",https://developer.mozilla.org/en- US/docs/Web/HTTP/Headers/Access-Control-Allow-Credentials | How works | Preflight requests give information to server about requests about to happen,Verified from extracted SVG source image/contact sheet; source PNG preserved for exact correction.
R05-S004,S-013,IU-013,7ad10a04a1,R05,12113.121019721762,10515.081972115684,877.0,81.0,processed-in-r03r04r05-final-v001,medium-high,high for boundary; medium-high for exact code punctuation,Middleware/preflight mechanics and header names,"Visual notes and screenshots around how CORS middleware recognizes preflight requests and emits Access-Control-* response headers such as Allow-Origin, Allow-Headers, Allow-Methods, Allow-Credentials, Expose-Headers, and Max-Age.",Preflight requests give information to server about requests about to happen,Verified from extracted SVG source image/contact sheet; source PNG preserved for exact correction.
R05-S005,S-010,IU-010,af2426983c,R05,11047.469205882797,10567.71977164831,289.0,159.0,processed-in-r03r04r05-final-v001,medium-high,high for boundary; medium-high for exact code punctuation,Middleware/preflight mechanics and header names,"Visual notes and screenshots around how CORS middleware recognizes preflight requests and emits Access-Control-* response headers such as Allow-Origin, Allow-Headers, Allow-Methods, Allow-Credentials, Expose-Headers, and Max-Age.",https://developer.mozilla.org/en- US/docs/Web/HTTP/Headers/Access-Control-Allow-Credentials | Preflight requests give information to server about requests about to happen | How works,Verified from extracted SVG source image/contact sheet; source PNG preserved for exact correction.
R05-S006,S-012,IU-012,6e93d4a528,R05,11064.088485954146,10759.869766926073,273.0,79.0,processed-in-r03r04r05-final-v001,medium-high,high for boundary; medium-high for exact code punctuation,Middleware/preflight mechanics and header names,"Visual notes and screenshots around how CORS middleware recognizes preflight requests and emits Access-Control-* response headers such as Allow-Origin, Allow-Headers, Allow-Methods, Allow-Credentials, Expose-Headers, and Max-Age.",Preflight requests give information to server about requests about to happen | https://developer.mozilla.org/en- US/docs/Web/HTTP/Headers/Access-Control-Allow-Credentials | How works,Verified from extracted SVG source image/contact sheet; source PNG preserved for exact correction.
R05-S007,S-011,IU-011,c5d23e659e,R05,11062.182428696744,10881.815116447298,264.0,70.0,processed-in-r03r04r05-final-v001,medium-high,high for boundary; medium-high for exact code punctuation,Middleware/preflight mechanics and header names,"Visual notes and screenshots around how CORS middleware recognizes preflight requests and emits Access-Control-* response headers such as Allow-Origin, Allow-Headers, Allow-Methods, Allow-Credentials, Expose-Headers, and Max-Age.",Preflight requests give information to server about requests about to happen | https://developer.mozilla.org/en- US/docs/Web/HTTP/Headers/Access-Control-Allow-Credentials,Verified from extracted SVG source image/contact sheet; source PNG preserved for exact correction.
R05-S008,S-016,IU-016,b91264e275,R05,11963.352986522284,10972.748401117356,1369.0,258.0,processed-in-r03r04r05-final-v001,medium-high,high for boundary; medium-high for exact code punctuation,Middleware/preflight mechanics and header names,"Visual notes and screenshots around how CORS middleware recognizes preflight requests and emits Access-Control-* response headers such as Allow-Origin, Allow-Headers, Allow-Methods, Allow-Credentials, Expose-Headers, and Max-Age.",Preflight requests give information to server about requests about to happen,Verified from extracted SVG source image/contact sheet; source PNG preserved for exact correction.
R05-S009,S-018,IU-018,d71011b0e0,R05,11403.111805586022,11027.152626352095,436.0,80.0,processed-in-r03r04r05-final-v001,medium-high,high for boundary; medium-high for exact code punctuation,Middleware/preflight mechanics and header names,"Visual notes and screenshots around how CORS middleware recognizes preflight requests and emits Access-Control-* response headers such as Allow-Origin, Allow-Headers, Allow-Methods, Allow-Credentials, Expose-Headers, and Max-Age.",Preflight requests give information to server about requests about to happen | https://developer.mozilla.org/en- US/docs/Web/HTTP/Headers/Access-Control-Allow-Credentials | How cors middleware works,Verified from extracted SVG source image/contact sheet; source PNG preserved for exact correction.
R05-S010,S-120,IU-120,871430e44e,R05,8990.588267651394,11094.044735016696,1025.0,353.0,processed-in-r03r04r05-final-v001,medium-high,high for boundary; medium-high for exact code punctuation,Multiple allowed origins and cache correctness,"Explains what can go wrong when multiple origins are allowed: the server should echo the matched specific origin or omit Access-Control-Allow-Origin, and Vary: Origin is needed to avoid cache poisoning/cross-origin cache leakage.",Vary:Origin | what can go wrong? | https://developer.mozilla.org/en- US/docs/Web/HTTP/Headers/Access-Control-Allow-Credentials,Verified from extracted SVG source image/contact sheet; source PNG preserved for exact correction.
R05-S011,S-121,IU-121,27cb6dd32a,R05,9019.254771557644,11465.711360993258,949.0,463.0,processed-in-r03r04r05-final-v001,medium-high,high for boundary; medium-high for exact code punctuation,Multiple allowed origins and cache correctness,"Explains what can go wrong when multiple origins are allowed: the server should echo the matched specific origin or omit Access-Control-Allow-Origin, and Vary: Origin is needed to avoid cache poisoning/cross-origin cache leakage.",what can go wrong? | Vary:Origin,Verified from extracted SVG source image/contact sheet; source PNG preserved for exact correction.
R05-S012,S-019,IU-019,b9c3194564,R05,11659.724087855717,11551.91633724984,864.0,285.0,processed-in-r03r04r05-final-v001,medium-high,high for boundary; medium-high for exact code punctuation,How CORS middleware constructs preflight responses,"Shows middleware-like logic: inspect Origin, Access-Control-Request-Method, and Access-Control-Request-Headers, then return allowed methods/headers/origin for preflight or pass through to the next middleware for real requests.","Preflight requests give information to server about requests about to happen | How cors middleware works | if request is preflight, you specify what are allowed in responce on that request",Verified from extracted SVG source image/contact sheet; source PNG preserved for exact correction.
R05-S013,S-020,IU-020,597075c5fe,R05,11594.148410582537,11875.876174715664,1102.0,320.0,processed-in-r03r04r05-final-v001,medium-high,high for boundary; medium-high for exact code punctuation,How CORS middleware constructs preflight responses,"Shows middleware-like logic: inspect Origin, Access-Control-Request-Method, and Access-Control-Request-Headers, then return allowed methods/headers/origin for preflight or pass through to the next middleware for real requests.","How cors middleware works | Preflight requests give information to server about requests about to happen | if request is preflight, you specify what are allowed in responce on that request",Verified from extracted SVG source image/contact sheet; source PNG preserved for exact correction.
R05-S014,S-122,IU-122,8c787399d5,R05,8991.0878404053,12174.211711945409,994.0,320.0,processed-in-r03r04r05-final-v001,medium-high,high for boundary; medium-high for exact code punctuation,Multiple allowed origins and cache correctness,"Explains what can go wrong when multiple origins are allowed: the server should echo the matched specific origin or omit Access-Control-Allow-Origin, and Vary: Origin is needed to avoid cache poisoning/cross-origin cache leakage.",what can go wrong? | what does server trturn in case of multiple allowed origins,Verified from extracted SVG source image/contact sheet; source PNG preserved for exact correction.
R05-S015,S-123,IU-123,95d2084a3c,R05,8982.921122876003,12508.711635651463,947.0,361.0,processed-in-r03r04r05-final-v001,medium-high,high for boundary; medium-high for exact code punctuation,Multiple allowed origins and cache correctness,"Explains what can go wrong when multiple origins are allowed: the server should echo the matched specific origin or omit Access-Control-Allow-Origin, and Vary: Origin is needed to avoid cache poisoning/cross-origin cache leakage.",what can go wrong? | what does server trturn in case of multiple allowed origins,Verified from extracted SVG source image/contact sheet; source PNG preserved for exact correction.
R05-S016,S-021,IU-021,53a9d9563b,R05,11653.20455260513,12686.189886691853,975.0,431.0,processed-in-r03r04r05-final-v001,medium-high,high for boundary; medium-high for exact code punctuation,How CORS middleware constructs preflight responses,"Shows middleware-like logic: inspect Origin, Access-Control-Request-Method, and Access-Control-Request-Headers, then return allowed methods/headers/origin for preflight or pass through to the next middleware for real requests.","if request is preflight, you specify what are allowed in responce on that request | How cors middleware works | Preflight requests give information to server about requests about to happen",Verified from extracted SVG source image/contact sheet; source PNG preserved for exact correction.
R05-S017,S-124,IU-124,d86cd41d4c,R05,8964.615333338592,12893.055538239354,980.0,482.0,processed-in-r03r04r05-final-v001,medium-high,high for boundary; medium-high for exact code punctuation,Multiple allowed origins and cache correctness,"Explains what can go wrong when multiple origins are allowed: the server should echo the matched specific origin or omit Access-Control-Allow-Origin, and Vary: Origin is needed to avoid cache poisoning/cross-origin cache leakage.",what does server trturn in case of multiple allowed origins | what can go wrong?,Verified from extracted SVG source image/contact sheet; source PNG preserved for exact correction.
R05-S018,S-125,IU-125,a9a8415cd6,R05,9225.181864572218,14092.589713883926,903.0,448.0,processed-in-r03r04r05-final-v001,medium-high,high for boundary; medium-high for exact code punctuation,Multiple allowed origins and cache correctness,"Explains what can go wrong when multiple origins are allowed: the server should echo the matched specific origin or omit Access-Control-Allow-Origin, and Vary: Origin is needed to avoid cache poisoning/cross-origin cache leakage.",what does server trturn in case of multiple allowed origins,Verified from extracted SVG source image/contact sheet; source PNG preserved for exact correction.
R05-S019,S-126,IU-126,5e52ee4d06,R05,9233.015116525345,14576.923087907364,834.0,210.0,processed-in-r03r04r05-final-v001,medium-high,high for boundary; medium-high for exact code punctuation,Multiple allowed origins and cache correctness,"Explains what can go wrong when multiple origins are allowed: the server should echo the matched specific origin or omit Access-Control-Allow-Origin, and Vary: Origin is needed to avoid cache poisoning/cross-origin cache leakage.",what does server trturn in case of multiple allowed origins,Verified from extracted SVG source image/contact sheet; source PNG preserved for exact correction.
