source_id,image_use_id,fileId_short,symbol_id,x,y,width,height,rotation,opacity,candidate_region,nearest_labels
S-108,IU-108,795519824c,image-795519824c1a3fe9e2c1aa94f60083bddd655c65,9095.483279972392,6807.152962892933,747.0,482.0,0.0,1.0,R01,simple request but cant read because cred not allowed | no info whether browser would store cookies from server response or not | !!! credentials preflight rejected cred not allowed
S-109,IU-109,67b024d995,image-67b024d99531a6fefc61df055a0db5bfe1e34372,9081.33728359558,7317.364836265331,949.0,333.0,0.0,1.0,R01,no info whether browser would store cookies from server response or not | simple request but cant read because cred not allowed
S-110,IU-110,a4bbe46e33,image-a4bbe46e336ebab93bb5dd4354e93cd09cf9f563,9098.980155270618,7674.26955457355,948.0,303.0,0.0,1.0,R01,no info whether browser would store cookies from server response or not | simple request but cant read because cred not allowed
S-111,IU-111,967e4aa04b,image-967e4aa04b2bd1019bae0ce146edd2ec0e84314d,9089.70234358442,7995.102887906882,951.0,408.0,0.0,1.0,R01,no info whether browser would store cookies from server response or not
S-112,IU-112,4d45a5586a,image-4d45a5586aa23e070005172ab9d1188f377437b5,7746.388558499333,6809.22496064141,985.0,382.0,0.0,1.0,R01,"!!! credentials preflight rejected cred not allowed | simple request but cant read because cred not allowed | must be exact value, just presence of the header is not enough"
S-113,IU-113,d8dec9b761,image-d8dec9b761a559714c7c70831de726d53bfb4933,7774.2220952831885,7208.780584013808,916.0,254.0,0.0,1.0,R01,"!!! credentials preflight rejected cred not allowed | must be exact value, just presence of the header is not enough | simple request but cant read because cred not allowed | no info whether browser would store cookies from server response or not"
S-114,IU-114,bd7b9bfb73,image-bd7b9bfb7337720d4af8a8e7315f32067fe3c5ff,7759.2775152050635,7504.614019072402,937.0,409.0,0.0,1.0,R01,"must be exact value, just presence of the header is not enough | no info whether browser would store cookies from server response or not | !!! credentials preflight rejected cred not allowed | simple request but cant read because cred not allowed"
S-115,IU-115,94d80ed8b5,image-94d80ed8b5cd7251577988cc5665386f8426d7de,5066.866746116315,1394.2722230665513,761.0,431.0,0.0,1.0,R01,"1 For not simple requests Patch,Put,Delete - Browser sends ACCESS-CONTROL-REQUEST headers 2 Server checks that headers a | about csrf - so if the request is simple enough cors may not help against csrf, but we usually deal with json which is n | what is origin for cors configuration scheme + host + port defaults may be dropped | if preflight is successful - js will read respoinse because we have checked for everything at preflight"
S-116,IU-116,478561539e,image-478561539e5603855289ce61a5297b59fd1ae55c,6897.582372666418,15648.037840725938,964.0,391.0,0.0,1.0,R04,network error from no allowed credentials catch it?
S-117,IU-117,b1b2d1f63f,image-b1b2d1f63f711ea50086fa21f7a784029dc957d0,6900.176222826674,16053.507924891854,953.0,251.0,0.0,1.0,R04,network error from no allowed credentials catch it?
S-118,IU-118,30ade3389f,image-30ade3389fa8d17f8a29fa2106f8e1b678d2af11,6939.78745939894,16325.952469366137,954.0,441.0,0.0,1.0,R04,network error from no allowed credentials catch it?
S-119,IU-119,277d6496eb,image-277d6496ebb5a6946bb66cd28856c9bb2d47d3d9,6929.454024340346,16761.119034307543,938.0,414.0,0.0,1.0,R04,network error from no allowed credentials catch it?
S-120,IU-120,871430e44e,image-871430e44ef8f956891a2f395d0f99b3e6bd3dbb,8990.588267651394,11094.044735016696,1025.0,353.0,0.0,1.0,R05,Vary:Origin | what can go wrong? | https://developer.mozilla.org/en- US/docs/Web/HTTP/Headers/Access-Control-Allow-Credentials
S-121,IU-121,27cb6dd32a,image-27cb6dd32aa1c2af17e243447ec080cbc04ef99f,9019.254771557644,11465.711360993258,949.0,463.0,0.0,1.0,R05,what can go wrong? | Vary:Origin
S-122,IU-122,8c787399d5,image-8c787399d5bc906d2cedb2a86106d5074d1dbbbe,8991.0878404053,12174.211711945409,994.0,320.0,0.0,1.0,R05,what can go wrong? | what does server trturn in case of multiple allowed origins
S-123,IU-123,95d2084a3c,image-95d2084a3c79aee15bfd3f4711315f8620041fe7,8982.921122876003,12508.711635651463,947.0,361.0,0.0,1.0,R05,what can go wrong? | what does server trturn in case of multiple allowed origins
S-124,IU-124,d86cd41d4c,image-d86cd41d4cc49800a4ee8d1cfde44e377f20aef6,8964.615333338592,12893.055538239354,980.0,482.0,0.0,1.0,R05,what does server trturn in case of multiple allowed origins | what can go wrong?
S-125,IU-125,a9a8415cd6,image-a9a8415cd62d3b22a57baed8a39e5bed188a1730,9225.181864572218,14092.589713883926,903.0,448.0,0.0,1.0,R05,what does server trturn in case of multiple allowed origins
S-126,IU-126,5e52ee4d06,image-5e52ee4d061167104276595b62ab6374c6baa58d,9233.015116525343,14576.923087907364,834.0,210.0,0.0,1.0,R05,what does server trturn in case of multiple allowed origins
