image_use_id,region,semantic_topic,recovery_status,semantic_review_status,sha256,sha256_12,symbol_id,x,y,display_width,display_height,source_width,source_height,asset_path
S-066,R02,"CookieContainer behavior, HttpClientFactory pooling, credential cache and endpoint-specific auth",recovered_missing,processed,d4f27bd77238e4b219c3447ee21e64a2f8e86d1b419b1d70bbe81083e59130b0,d4f27bd77238,image-297aa0d279da9be094d13e5a9cf634e46a6edd18,11023.022063128388,5987.616776349874,925.0,482.0,982,512,source/images/d4f27bd77238e4b219c3447ee21e64a2f8e86d1b419b1d70bbe81083e59130b0.png
S-067,R03,"Basic, NTLM, Kerberos, Negotiate, DefaultCredentials, JWT distinction and proxy behavior",recovered_missing,processed,9f9228320a17346d60b728baba9b0960162f2bd189fe5854e6acefe9c4c6516d,9f9228320a17,image-0772d8fb38824d7cc533e22ca55baa962ac217da,1194.8945270773347,6051.799823208901,898.0,463.0,1066,550,source/images/9f9228320a17346d60b728baba9b0960162f2bd189fe5854e6acefe9c4c6516d.png
S-068,R03,"Basic, NTLM, Kerberos, Negotiate, DefaultCredentials, JWT distinction and proxy behavior",recovered_missing,processed,c781ae0cf133125955838aa1471d8ad8c607963fbb460944a559b084601fc678,c781ae0cf133,image-9caabf52a090e6976263865c8c348086136be3b0,8136.045835777637,6231.654794539558,876.0,482.0,1071,590,source/images/c781ae0cf133125955838aa1471d8ad8c607963fbb460944a559b084601fc678.png
S-069,R03,"Basic, NTLM, Kerberos, Negotiate, DefaultCredentials, JWT distinction and proxy behavior",recovered_missing,processed,0b2a8abd5e5b8f7445796161fbbca35357b8cab328b98d204e53da546943c093,0b2a8abd5e5b,image-6660144bf2eb72006819d4c598a95498b4b83b8d,13292.631644419289,6245.199519808812,1051.0,401.0,1051,401,source/images/0b2a8abd5e5b8f7445796161fbbca35357b8cab328b98d204e53da546943c093.png
S-070,R03,"Basic, NTLM, Kerberos, Negotiate, DefaultCredentials, JWT distinction and proxy behavior",recovered_missing,processed,8db31969da726d8af9522aa4d6e21ecf15736cf2049da088f47e9702795db47b,8db31969da72,image-900d22e39cd606a7df2a694027665c5f546bfa68,3615.2295920123997,6251.459029725054,994.0,382.0,994,382,source/images/8db31969da726d8af9522aa4d6e21ecf15736cf2049da088f47e9702795db47b.png
S-071,R03,"Basic, NTLM, Kerberos, Negotiate, DefaultCredentials, JWT distinction and proxy behavior",recovered_missing,processed,0259b29a1250c04226dddc52d58bb0cd1bdf7a630ee7891571a8bb10e144f5c2,0259b29a1250,image-2b88e110f6fe7762aaf7c7fe11b571618f382ec3,9182.168066712953,6275.229697734045,1008.0,380.0,1008,380,source/images/0259b29a1250c04226dddc52d58bb0cd1bdf7a630ee7891571a8bb10e144f5c2.png
S-072,R03,"Basic, NTLM, Kerberos, Negotiate, DefaultCredentials, JWT distinction and proxy behavior",recovered_missing,processed,f0209e41337f01666f715e2c321a8f4dc4ac16f41733895b4367b58d40b0993c,f0209e41337f,image-d23a4d7b72dc43d1e6f2771de243fd594e8ddc33,6114.389249264352,6428.912147853451,1050.0,454.0,1050,454,source/images/f0209e41337f01666f715e2c321a8f4dc4ac16f41733895b4367b58d40b0993c.png
S-073,R03,"Basic, NTLM, Kerberos, Negotiate, DefaultCredentials, JWT distinction and proxy behavior",recovered_missing,processed,2c913a9b9683792f342652ba12e06b19589b6a64d0b4ec442e73782ff1eaf979,2c913a9b9683,image-822fdaad0bf3dc0de6140aa68e0bb2ccec9e7620,10984.075965890665,6549.630169207019,1022.0,364.0,1022,364,source/images/2c913a9b9683792f342652ba12e06b19589b6a64d0b4ec442e73782ff1eaf979.png
S-074,R03,"Basic, NTLM, Kerberos, Negotiate, DefaultCredentials, JWT distinction and proxy behavior",recovered_missing,processed,f1e803950f050f9801e86609a08090cbe2107e4b872bf6ee1534dfe2d8695125,f1e803950f05,image-db57ebc3585d28742e8901dcd83a60c15dd2f3d1,3623.74247512538,6643.112875878898,938.0,411.0,938,411,source/images/f1e803950f050f9801e86609a08090cbe2107e4b872bf6ee1534dfe2d8695125.png
S-075,R03,"Basic, NTLM, Kerberos, Negotiate, DefaultCredentials, JWT distinction and proxy behavior",recovered_missing,processed,a49b882cdd44dcac7a618a186496342411e61df718c87832d37015c03bfbb5d8,a49b882cdd44,image-5e4b7a54074ad7f04bbb27f945576263f1428511,13341.330159811776,6675.802599468414,1019.0,313.0,1019,313,source/images/a49b882cdd44dcac7a618a186496342411e61df718c87832d37015c03bfbb5d8.png
S-076,R03,"Basic, NTLM, Kerberos, Negotiate, DefaultCredentials, JWT distinction and proxy behavior",recovered_missing,processed,79910312e05499f377a339ed831f9887a91c2e25bfdbcc0753db81308904fbdd,79910312e054,image-e7462a9fb8fb4d7373cf053cc24fb8c3328631a5,9212.725469532841,6708.331621245932,1019.0,153.0,1019,153,source/images/79910312e05499f377a339ed831f9887a91c2e25bfdbcc0753db81308904fbdd.png
S-077,R03,"Basic, NTLM, Kerberos, Negotiate, DefaultCredentials, JWT distinction and proxy behavior",recovered_missing,processed,81c8f52d5331c0fac549119f89e97ce3fa266231c86f2bb5493e25add16f444a,81c8f52d5331,image-fdc98f960f38d0b085aaf2c09e29537ac6bc0e32,8099.370472630628,6748.006748962158,1101.0,345.0,1101,345,source/images/81c8f52d5331c0fac549119f89e97ce3fa266231c86f2bb5493e25add16f444a.png
S-078,R03,"Basic, NTLM, Kerberos, Negotiate, DefaultCredentials, JWT distinction and proxy behavior",recovered_missing,processed,05ba14d2512e62e8c2a55719fdb8a389db4e5573169f214d1a1fe884d9c531a0,05ba14d2512e,image-27bce1d898e9fb4f04d5f104741680e04d3e5506,11036.00995504659,6943.807310669072,891.0,482.0,987,534,source/images/05ba14d2512e62e8c2a55719fdb8a389db4e5573169f214d1a1fe884d9c531a0.png
S-079,R03,"Basic, NTLM, Kerberos, Negotiate, DefaultCredentials, JWT distinction and proxy behavior",recovered_missing,processed,7e5216b38210a7cbdb0436bbde2f283240cbef16d111cbafa57b4ffe2a3eb1fe,7e5216b38210,image-8b365fcafdd97ffb78173d1391ae1b4fe70af975,13345.996907858651,7005.135912456695,1095.0,361.0,1095,361,source/images/7e5216b38210a7cbdb0436bbde2f283240cbef16d111cbafa57b4ffe2a3eb1fe.png
S-080,R03,"Basic, NTLM, Kerberos, Negotiate, DefaultCredentials, JWT distinction and proxy behavior",recovered_missing,processed,3dd2744114d1ccc54e7340da271c7f69b15b3d0a3845903fbf80473df06d060f,3dd2744114d1,image-48b34ec0dda078c146a0344da2088f3f17ad7064,3616.229685912638,7065.382059698008,992.0,428.0,992,428,source/images/3dd2744114d1ccc54e7340da271c7f69b15b3d0a3845903fbf80473df06d060f.png
S-081,R03,"Basic, NTLM, Kerberos, Negotiate, DefaultCredentials, JWT distinction and proxy behavior",recovered_missing,processed,6f93c01106c76e6f5c403fbabde33a77436e1dce1e0c3faf5741287c2fdafb22,6f93c01106c7,image-b90df49437ce1d3c04a3c678981d91d4c6bc9d11,8109.53860633767,7129.4842147847085,972.0,334.0,972,334,source/images/6f93c01106c76e6f5c403fbabde33a77436e1dce1e0c3faf5741287c2fdafb22.png
S-082,R03,"Basic, NTLM, Kerberos, Negotiate, DefaultCredentials, JWT distinction and proxy behavior",recovered_missing,processed,0ccc4fdcb58faf511334bf690848b9da3bfe524a55c07bc9274df775793147e4,0ccc4fdcb58f,image-d9fbc3717362eae9cf087c91e5d1e5391b22bd59,6075.2384401125655,7139.086786874097,1013.0,400.0,1013,400,source/images/0ccc4fdcb58faf511334bf690848b9da3bfe524a55c07bc9274df775793147e4.png
S-083,R03,"Basic, NTLM, Kerberos, Negotiate, DefaultCredentials, JWT distinction and proxy behavior",recovered_missing,processed,7e8430fe567494ab09368e69de7f70efbb769055477508bf4d46627ae3425408,7e8430fe5674,image-2491b34aae36e28545f2088376b8080712147808,13366.546842231435,7403.146288433258,945.0,482.0,1036,529,source/images/7e8430fe567494ab09368e69de7f70efbb769055477508bf4d46627ae3425408.png
S-084,R03,"Basic, NTLM, Kerberos, Negotiate, DefaultCredentials, JWT distinction and proxy behavior",recovered_missing,processed,79cfabbf7a1c22bc9cfa0e82ba6999603326a3819e81d969e833d41bc86949b3,79cfabbf7a1c,image-208b892c40fdb0536324a71392e377ac856dbbb2,11064.08586210251,7456.188379307467,953.0,482.0,1020,516,source/images/79cfabbf7a1c22bc9cfa0e82ba6999603326a3819e81d969e833d41bc86949b3.png
S-085,R03,"Basic, NTLM, Kerberos, Negotiate, DefaultCredentials, JWT distinction and proxy behavior",recovered_missing,processed,9b5a667b06d4e48e86a08fafb2fdc978654f088c1dbf375583eae105fd01206e,9b5a667b06d4,image-b1d9628cf247bd21bcf34f1de817247026c4b609,8119.018624650563,7460.41296481296,1040.0,375.0,1040,375,source/images/9b5a667b06d4e48e86a08fafb2fdc978654f088c1dbf375583eae105fd01206e.png
S-086,R03,"Basic, NTLM, Kerberos, Negotiate, DefaultCredentials, JWT distinction and proxy behavior",recovered_missing,processed,5359330ebe89ee184d2a5b3817e0fbf6c0a6af5af21968c98b6727de24cb6206,5359330ebe89,image-bb20b8b1407ac4e49b3ede1630e37c33fc4e6f60,3613.2552643381205,7493.57441434043,1000.0,347.0,1000,347,source/images/5359330ebe89ee184d2a5b3817e0fbf6c0a6af5af21968c98b6727de24cb6206.png
S-087,R03,"Basic, NTLM, Kerberos, Negotiate, DefaultCredentials, JWT distinction and proxy behavior",recovered_missing,processed,230ae9718742e6939c2404c02112d80038481b0b74abf1fc605518bd0d2161a0,230ae9718742,image-e7b192b325b8e7b45ebb1830fa1ce21995b9b316,6116.008450924508,7854.983624381071,994.0,419.0,994,419,source/images/230ae9718742e6939c2404c02112d80038481b0b74abf1fc605518bd0d2161a0.png
S-088,R03,"Basic, NTLM, Kerberos, Negotiate, DefaultCredentials, JWT distinction and proxy behavior",recovered_missing,processed,7e847f196723bdc47372204d3ce2055b35a44e8369fde33b86accac5c78e3c53,7e847f196723,image-a4cdaa07d0367558a33c2a6e06395ce7a1ef53ac,13408.082450787944,7905.813036480133,843.0,482.0,1038,594,source/images/7e847f196723bdc47372204d3ce2055b35a44e8369fde33b86accac5c78e3c53.png
S-089,R03,"Basic, NTLM, Kerberos, Negotiate, DefaultCredentials, JWT distinction and proxy behavior",recovered_missing,processed,a074c5d34e07a98537374d7838076e276c4402e3d3dd841a4e67d69b4b36da96,a074c5d34e07,image-d2cc92e676a086493e38583d6314bdb3b7c5faca,6147.46099173087,8531.483798767236,1053.0,446.0,1053,446,source/images/a074c5d34e07a98537374d7838076e276c4402e3d3dd841a4e67d69b4b36da96.png
S-090,R04,"ConnectTimeout, pool lifetime/idle timeout, MaxConnectionsPerServer and concurrency boundaries",recovered_missing,processed,60776a6b73caa53c52f1d4005c21d88c78d99b4cf8eb74ddb5a1adfa0879b8d9,60776a6b73ca,image-05ec11d1a41e3327d14c07de77515087878b65eb,6061.008477082432,9247.412217607918,996.0,401.0,996,401,source/images/60776a6b73caa53c52f1d4005c21d88c78d99b4cf8eb74ddb5a1adfa0879b8d9.png
S-091,R04,"ConnectTimeout, pool lifetime/idle timeout, MaxConnectionsPerServer and concurrency boundaries",recovered_missing,processed,acf9509fdfe61e710322fd69334c0191a9da9937038ba149122596add4bceeb7,acf9509fdfe6,image-32772d6c22478103257932fbd1f12dd6a9081d4d,4280.366266907591,9698.74686930814,834.0,122.0,834,122,source/images/acf9509fdfe61e710322fd69334c0191a9da9937038ba149122596add4bceeb7.png
S-092,R04,"ConnectTimeout, pool lifetime/idle timeout, MaxConnectionsPerServer and concurrency boundaries",recovered_missing,processed,9800c5c390e9874b5bfa0b67ba3a766cbd74e44c98ca0a3413bd6e76fdc7e2fa,9800c5c390e9,image-72e7ef39f528ef7a72517f9d03c58cf222695649,4266.251595442694,9831.923978072788,919.0,482.0,1065,559,source/images/9800c5c390e9874b5bfa0b67ba3a766cbd74e44c98ca0a3413bd6e76fdc7e2fa.png
S-093,R04,"ConnectTimeout, pool lifetime/idle timeout, MaxConnectionsPerServer and concurrency boundaries",recovered_missing,processed,a04d99c76251585ba5bb6f84412ce6a9e4f4d191cfebed10428ed3c38cb183dc,a04d99c76251,image-0a29d66251963c52ce7394460e8bc23bf85dc609,6077.270653596104,9931.840919826114,991.0,401.0,991,401,source/images/a04d99c76251585ba5bb6f84412ce6a9e4f4d191cfebed10428ed3c38cb183dc.png
S-094,R04,"ConnectTimeout, pool lifetime/idle timeout, MaxConnectionsPerServer and concurrency boundaries",recovered_missing,processed,133ec5e9e67dee913200a566cfbe84980a51d43e0024029379b3a631e347c0be,133ec5e9e67d,image-eb97a48d00fa9efbb8b0ea3b02df9e8b18bbf9e9,4212.199549378294,10338.91351054349,1037.0,255.0,1037,255,source/images/133ec5e9e67dee913200a566cfbe84980a51d43e0024029379b3a631e347c0be.png
S-095,R04,"ConnectTimeout, pool lifetime/idle timeout, MaxConnectionsPerServer and concurrency boundaries",recovered_missing,processed,e2ed5fe3c718568fbca67de55e6e2e544a5e7e97e9db3e24728d947271558baa,e2ed5fe3c718,image-019bf8bc4b9c210f6df66d20629e2ffd519d6e5e,8419.07809012329,10476.284191680319,818.0,454.0,818,454,source/images/e2ed5fe3c718568fbca67de55e6e2e544a5e7e97e9db3e24728d947271558baa.png
S-096,R04,"ConnectTimeout, pool lifetime/idle timeout, MaxConnectionsPerServer and concurrency boundaries",recovered_missing,processed,c9c3c610b87019a86abd803c7f0fdf86a5876a69e1c9b8cb1290fc828139b7ed,c9c3c610b870,image-7f9fb8c77fa32a89ce241e9f6c4a5978449b1236,6121.682932997612,10554.253584330389,1009.0,423.0,1009,423,source/images/c9c3c610b87019a86abd803c7f0fdf86a5876a69e1c9b8cb1290fc828139b7ed.png
S-097,R04,"ConnectTimeout, pool lifetime/idle timeout, MaxConnectionsPerServer and concurrency boundaries",recovered_missing,processed,42f2f9333a00754a7cbe9697ca38c33c8fff818a27ad3df988e6c6fc0f6e1611,42f2f9333a00,image-446ecd369ab4aa165d9c33eff1b4a36b2b548857,4219.699549378294,10613.74686930814,1052.0,272.0,1052,272,source/images/42f2f9333a00754a7cbe9697ca38c33c8fff818a27ad3df988e6c6fc0f6e1611.png
S-098,R04,"ConnectTimeout, pool lifetime/idle timeout, MaxConnectionsPerServer and concurrency boundaries",recovered_missing,processed,8131ffe9f52479b56e5ddfcece30b79fbe0f6c66f12d66cd13c7cf0d4196f184,8131ffe9f524,image-f165882c963647ab3048a1e1ed844f49018eafde,4201.199549378294,10901.74686930814,1009.0,436.0,1009,436,source/images/8131ffe9f52479b56e5ddfcece30b79fbe0f6c66f12d66cd13c7cf0d4196f184.png
S-099,R04,"ConnectTimeout, pool lifetime/idle timeout, MaxConnectionsPerServer and concurrency boundaries",recovered_missing,processed,3dc5aa5051a5c234e2947c81f8e823308a6494740fba03b128018846169162d6,3dc5aa5051a5,image-711130f5c99fe5e650e8d3b7f0ddc8b51292af24,8432.952932098287,10953.28917893123,916.0,482.0,986,519,source/images/3dc5aa5051a5c234e2947c81f8e823308a6494740fba03b128018846169162d6.png
S-100,R04,"ConnectTimeout, pool lifetime/idle timeout, MaxConnectionsPerServer and concurrency boundaries",recovered_missing,processed,6050f4c0a209e6e338cba4315b88e38851bda11b0088b266154dad343d94f456,6050f4c0a209,image-e8efd6e206344b473156028c225c5f6ad5f66527,6121.582040378944,11132.428033463886,810.0,482.0,982,585,source/images/6050f4c0a209e6e338cba4315b88e38851bda11b0088b266154dad343d94f456.png
S-101,R05,"Expect: 100-continue, Expect100ContinueTimeout, SslOptions, HttpClientHandler compatibility and browser WebSocket limits",recovered_missing,processed,a204ef08fef20315af89cc7022da6daf09d46e8e1455a5d2f3243c890f68723b,a204ef08fef2,image-adbbdcdb4edaa74f071bdc099b0038bf5a0195bf,4227.866266907591,11337.746945602084,939.0,414.0,939,414,source/images/a204ef08fef20315af89cc7022da6daf09d46e8e1455a5d2f3243c890f68723b.png
S-102,R05,"Expect: 100-continue, Expect100ContinueTimeout, SslOptions, HttpClientHandler compatibility and browser WebSocket limits",recovered_missing,processed,0d3172468a1dd63efec01709b5a6360a77a6ab82ba9f758468519e1b1b469af3,0d3172468a1d,image-fdb92ebcc001d4eba5158e1b25228ee6a53aa477,8460.548299313428,11483.569455418532,944.0,482.0,1037,530,source/images/0d3172468a1dd63efec01709b5a6360a77a6ab82ba9f758468519e1b1b469af3.png
S-103,R05,"Expect: 100-continue, Expect100ContinueTimeout, SslOptions, HttpClientHandler compatibility and browser WebSocket limits",recovered_missing,processed,b157094821d65a6abe50ad5b111334543d608b05f471e14c8bb31b836bf6e185,b157094821d6,image-a69a8bc9ab5102f3585360ae656a09fc5ea52d6f,6086.339024112442,11752.491720742997,1029.0,477.0,1029,477,source/images/b157094821d65a6abe50ad5b111334543d608b05f471e14c8bb31b836bf6e185.png
S-104,R05,"Expect: 100-continue, Expect100ContinueTimeout, SslOptions, HttpClientHandler compatibility and browser WebSocket limits",recovered_missing,processed,df0f092f129412d86ad0b541f312c25000f04248623d04e0432f880b18cab54a,df0f092f1294,image-64ee1047baddd61bbe11fc6ef55e920969dc971d,4193.699549378294,11767.413586837436,1044.0,218.0,1044,218,source/images/df0f092f129412d86ad0b541f312c25000f04248623d04e0432f880b18cab54a.png
S-105,R05,"Expect: 100-continue, Expect100ContinueTimeout, SslOptions, HttpClientHandler compatibility and browser WebSocket limits",recovered_missing,processed,b9ebff566bca10aed286013166e7f1877d83fcf317f5d2a8b1dc41e3cc341471,b9ebff566bca,image-bae4b616d5e61c9cd6c9a8a58993a6e7ea468fed,8393.103540509244,12030.555076376488,996.0,262.0,996,262,source/images/b9ebff566bca10aed286013166e7f1877d83fcf317f5d2a8b1dc41e3cc341471.png
S-106,R05,"Expect: 100-continue, Expect100ContinueTimeout, SslOptions, HttpClientHandler compatibility and browser WebSocket limits",recovered_missing,processed,2d171f32ac0308b185b41156a7630b11b76e7af47a218c4e0e9db28c448e8f2e,2d171f32ac03,image-7c4491b0356ae1b034c5999afa60cd159f7b2c13,8417.549233464822,12320.066909885856,1021.0,348.0,1021,348,source/images/2d171f32ac0308b185b41156a7630b11b76e7af47a218c4e0e9db28c448e8f2e.png
S-107,R05,"Expect: 100-continue, Expect100ContinueTimeout, SslOptions, HttpClientHandler compatibility and browser WebSocket limits",recovered_missing,processed,fecc4f78552ce7206141b43efc1f3db65c2e822a3bd217182ccc162253746598,fecc4f78552c,image-db7d8216ced1d0f51a89114d048a050ad1328cf4,8418.247308579499,12699.430449560914,984.0,376.0,984,376,source/images/fecc4f78552ce7206141b43efc1f3db65c2e822a3bd217182ccc162253746598.png
S-108,R05,"Expect: 100-continue, Expect100ContinueTimeout, SslOptions, HttpClientHandler compatibility and browser WebSocket limits",recovered_missing,processed,49cd7f1d62a4d4cd7b5a099738b1c3ab2a2035742c3fb6cc0fb4c2f4128628eb,49cd7f1d62a4,image-53ac480416d1a530739568730754903b45fd0f77,6041.326612883686,13831.962810925106,1003.0,199.0,1003,199,source/images/49cd7f1d62a4d4cd7b5a099738b1c3ab2a2035742c3fb6cc0fb4c2f4128628eb.png
