source_id,fileId,fileId_short,x,y,width,height,initial_subregion,initial_region,combined_pass,region_decision,coverage_status,nearest_labels_for_search_only,review_note
S-110,a56a81d70b5843e28eeab250e8d8b2d9c9bec6a1,a56a81d70b,17704.932,19635.835,668.0,482.0,R03A-jwt-handler-pipeline-events,R03,P03-R03A-jwt-handler-pipeline,R03A,processed-in-r03a-v001,"L-071: HandleAuthentiicateflow | L-069: Set token manually | L-070: OnMessageReceived | L-068: Stop auth early, set result | L-067: Auth Header lookup",Included in R03A during Stage3 large combined JWT/OIDC pass after local boundary review.
S-195,09efbd4d713ddb680934986681b10070e53b9d0c,09efbd4d71,22162.866,23607.446,906.0,356.0,R03A-jwt-handler-pipeline-events,R03,P03-R03A-jwt-handler-pipeline,R03A,processed-in-r03a-v001,L-077: tokenValidatedctx | L-082: OnTokenValidated | L-078: AuthFailedContext | L-083: OnAuthenticationFailed | L-072: !!!!,Included in R03A during Stage3 large combined JWT/OIDC pass after local boundary review.
S-196,e59d1bff23d41e02bb73dba0799a7bd5c7bb839a,e59d1bff23,22153.021,25111.64,807.0,482.0,R03A-jwt-handler-pipeline-events,R03,P03-R03A-jwt-handler-pipeline,R03A,processed-in-r03a-v001,L-078: AuthFailedContext | L-072: !!!! | L-083: OnAuthenticationFailed | L-079: ChallengeContext | L-084: OnChallenge,Included in R03A during Stage3 large combined JWT/OIDC pass after local boundary review.
S-197,31980a49e20c7a863b73d50bfd9ea6bb248e1e4f,31980a49e2,21998.852,26446.183,586.0,292.0,R03A-jwt-handler-pipeline-events,R03,P03-R03A-jwt-handler-pipeline,R03A,processed-in-r03a-v001,L-079: ChallengeContext | L-080: ForbiddenCOntext | L-084: OnChallenge | L-072: !!!! | L-078: AuthFailedContext,Included in R03A during Stage3 large combined JWT/OIDC pass after local boundary review.
S-198,3fb56eed63623f366d45aad7214a723762b60221,3fb56eed63,22034.447,27826.445,511.0,301.0,R03A-jwt-handler-pipeline-events,R03,P03-R03A-jwt-handler-pipeline,R03A,processed-in-r03a-v001,L-080: ForbiddenCOntext | L-073: !!! | L-085: OnForbidden | L-079: ChallengeContext | L-084: OnChallenge,Included in R03A during Stage3 large combined JWT/OIDC pass after local boundary review.
S-199,47527e58ba66067b7a8316482ad6e17914a50ff9,47527e58ba,24453.535,27092.699,720.0,271.0,R03A-jwt-handler-pipeline-events,R03,P03-R03A-jwt-handler-pipeline,R03A,processed-in-r03a-v001,L-085: OnForbidden | L-084: OnChallenge | L-073: !!! | L-072: !!!! | L-083: OnAuthenticationFailed,Included in R03A during Stage3 large combined JWT/OIDC pass after local boundary review.
S-200,2a00df36edaef26da5221648fad52d853f591314,2a00df36ed,22007.66,28159.903,944.0,315.0,R03A-jwt-handler-pipeline-events,R03,P03-R03A-jwt-handler-pipeline,R03A,processed-in-r03a-v001,L-080: ForbiddenCOntext | L-073: !!! | L-085: OnForbidden | L-079: ChallengeContext | L-084: OnChallenge,Included in R03A during Stage3 large combined JWT/OIDC pass after local boundary review.
S-201,4a0f3665e37f64e108daf2f3706c9b6ed0cb362e,4a0f3665e3,21978.773,26763.862,1019.0,369.0,R03A-jwt-handler-pipeline-events,R03,P03-R03A-jwt-handler-pipeline,R03A,processed-in-r03a-v001,L-080: ForbiddenCOntext | L-079: ChallengeContext | L-084: OnChallenge | L-073: !!! | L-085: OnForbidden,Included in R03A during Stage3 large combined JWT/OIDC pass after local boundary review.
S-202,c55c37517bd853e165ec6ac5c0017c7ee5675e7a,c55c37517b,21955.094,27176.432,979.0,292.0,R03A-jwt-handler-pipeline-events,R03,P03-R03A-jwt-handler-pipeline,R03A,processed-in-r03a-v001,L-080: ForbiddenCOntext | L-073: !!! | L-085: OnForbidden | L-079: ChallengeContext | L-084: OnChallenge,Included in R03A during Stage3 large combined JWT/OIDC pass after local boundary review.
S-304,00cab1ef2917967cd9019f2281c489cfbbb950b0,00cab1ef29,16617.773,16800.474,894.0,482.0,R02A-cookie-core-ticketstore-refresh-signinout,R02,P02-R02-cookie-core-and-events,R03A,processed-in-r03a-v001,L-014: jwt shit | L-070: OnMessageReceived | L-071: HandleAuthentiicateflow | L-069: Set token manually | L-048: HandleAuthenticatefire messagereceived to give opportunity to set token to context,Included in R03A during Stage3 large combined JWT/OIDC pass after local boundary review.
S-305,d35795fd22e790cae3031dca146b949bf1eb07b4,d35795fd22,16604.839,17268.556,896.0,198.0,R02A-cookie-core-ticketstore-refresh-signinout,R02,P02-R02-cookie-core-and-events,R03A,processed-in-r03a-v001,L-070: OnMessageReceived | L-071: HandleAuthentiicateflow | L-014: jwt shit | L-069: Set token manually | L-048: HandleAuthenticatefire messagereceived to give opportunity to set token to context,Included in R03A during Stage3 large combined JWT/OIDC pass after local boundary review.
S-306,7d730ca8703378fccfeb967e1d937364c2b8549f,7d730ca870,16646.342,17462.696,742.0,482.0,R02A-cookie-core-ticketstore-refresh-signinout,R02,P02-R02-cookie-core-and-events,R03A,processed-in-r03a-v001,L-070: OnMessageReceived | L-071: HandleAuthentiicateflow | L-069: Set token manually | L-014: jwt shit | L-048: HandleAuthenticatefire messagereceived to give opportunity to set token to context,Included in R03A during Stage3 large combined JWT/OIDC pass after local boundary review.
S-307,cfebe9bec0104c5f5a86950aac5fe0c07da007e1,cfebe9bec0,16630.689,17943.534,781.0,357.0,R02A-cookie-core-ticketstore-refresh-signinout,R02,P02-R02-cookie-core-and-events,R03A,processed-in-r03a-v001,L-070: OnMessageReceived | L-071: HandleAuthentiicateflow | L-069: Set token manually | L-014: jwt shit | L-048: HandleAuthenticatefire messagereceived to give opportunity to set token to context,Included in R03A during Stage3 large combined JWT/OIDC pass after local boundary review.
S-308,3b8e74ae021ba6a794a6d2c8250c22a70f55acb8,3b8e74ae02,16624.154,18282.594,862.0,237.0,R03A-jwt-handler-pipeline-events,R03,P03-R03A-jwt-handler-pipeline,R03A,processed-in-r03a-v001,"L-070: OnMessageReceived | L-071: HandleAuthentiicateflow | L-069: Set token manually | L-048: HandleAuthenticatefire messagereceived to give opportunity to set token to context | L-068: Stop auth early, set result",Included in R03A during Stage3 large combined JWT/OIDC pass after local boundary review.
S-310,2893827ffd5c3562c00f213ecb32f54ca999d1f7,2893827ffd,14387.599,19131.112,1151.0,97.0,R03A-jwt-handler-pipeline-events,R03,P03-R03A-jwt-handler-pipeline,R03A,processed-in-r03a-v001,L-048: HandleAuthenticatefire messagereceived to give opportunity to set token to context | L-047: if app didnt set token in event - parse header | L-070: OnMessageReceived | L-046: setup validation params(possible signing key fetches) | L-069: Set token manually,Included in R03A during Stage3 large combined JWT/OIDC pass after local boundary review.
S-092,bf90b85d46485b9a8eb3296421393da483c6d256,bf90b85d46,18948.687,37399.738,941.0,460.0,R03B-jwt-outcomes-failure-challenge-forbid,R03,P04-R03B-R04-oidc-and-outcomes-tail,R03B,processed-in-r03b-v001,L-058: Challenge | L-063: Valid token | L-059: distinguish Challengefrom auth failure | L-060: Forbid | L-062: Invalid token,Included in R03B during Stage3 large combined JWT/OIDC pass after local boundary review.
S-093,ee6cdebfd82cff02ddad3cdf3d6c1acf13523d1d,ee6cdebfd8,18939.854,37877.572,902.0,401.0,R03B-jwt-outcomes-failure-challenge-forbid,R03,P04-R03B-R04-oidc-and-outcomes-tail,R03B,processed-in-r03b-v001,L-058: Challenge | L-060: Forbid | L-063: Valid token | L-059: distinguish Challengefrom auth failure | L-111: !!!,Included in R03B during Stage3 large combined JWT/OIDC pass after local boundary review.
S-094,6990b98636141053f6d8fc22043b8a10c55cb120,6990b98636,18931.187,38295.405,996.0,452.0,R03B-jwt-outcomes-failure-challenge-forbid,R03,P04-R03B-R04-oidc-and-outcomes-tail,R03B,processed-in-r03b-v001,L-058: Challenge | L-060: Forbid | L-111: !!! | L-059: distinguish Challengefrom auth failure | L-063: Valid token,Included in R03B during Stage3 large combined JWT/OIDC pass after local boundary review.
S-095,ff5142b08eed2060325e4fe6c6957b11479e0047,ff5142b08e,18967.853,38920.249,1013.0,482.0,R03B-jwt-outcomes-failure-challenge-forbid,R03,P04-R03B-R04-oidc-and-outcomes-tail,R03B,processed-in-r03b-v001,L-060: Forbid | L-058: Challenge | L-111: !!! | L-059: distinguish Challengefrom auth failure | L-063: Valid token,Included in R03B during Stage3 large combined JWT/OIDC pass after local boundary review.
S-096,43e80ec8080d307a4565e1dc4bfacc908adcfd8e,43e80ec808,18953.687,39438.738,1031.0,332.0,R03B-jwt-outcomes-failure-challenge-forbid,R03,P04-R03B-R04-oidc-and-outcomes-tail,R03B,processed-in-r03b-v001,L-060: Forbid | L-058: Challenge | L-111: !!! | L-059: distinguish Challengefrom auth failure | L-063: Valid token,Included in R03B during Stage3 large combined JWT/OIDC pass after local boundary review.
S-097,458f844a606485dee454de17d00902bc22e70ac5,458f844a60,18099.354,37365.238,513.0,79.0,R03B-jwt-outcomes-failure-challenge-forbid,R03,P04-R03B-R04-oidc-and-outcomes-tail,R03B,processed-in-r03b-v001,L-058: Challenge | L-059: distinguish Challengefrom auth failure | L-057: Key rollover logic | L-111: !!! | L-063: Valid token,Included in R03B during Stage3 large combined JWT/OIDC pass after local boundary review.
S-098,58179930a83ab908a5b3ed239cecff7354627c4f,58179930a8,17876.376,37473.582,876.0,596.0,R03B-jwt-outcomes-failure-challenge-forbid,R03,P04-R03B-R04-oidc-and-outcomes-tail,R03B,processed-in-r03b-v001,L-058: Challenge | L-059: distinguish Challengefrom auth failure | L-111: !!! | L-057: Key rollover logic | L-060: Forbid,Included in R03B during Stage3 large combined JWT/OIDC pass after local boundary review.
S-099,70882727e4885cc3ace28092325bd57ea0254417,70882727e4,17890.912,38147.749,792.0,482.0,R03B-jwt-outcomes-failure-challenge-forbid,R03,P04-R03B-R04-oidc-and-outcomes-tail,R03B,processed-in-r03b-v001,L-058: Challenge | L-111: !!! | L-059: distinguish Challengefrom auth failure | L-060: Forbid | L-057: Key rollover logic,Included in R03B during Stage3 large combined JWT/OIDC pass after local boundary review.
S-100,b0d16ee4734da408b3bf0613fcb4e79bda3fe2f7,b0d16ee473,17917.455,38644.113,760.0,376.0,R03B-jwt-outcomes-failure-challenge-forbid,R03,P04-R03B-R04-oidc-and-outcomes-tail,R03B,processed-in-r03b-v001,L-058: Challenge | L-060: Forbid | L-111: !!! | L-059: distinguish Challengefrom auth failure | L-057: Key rollover logic,Included in R03B during Stage3 large combined JWT/OIDC pass after local boundary review.
S-101,698d61650ca312c56cc499e359a4e8a3101b1591,698d61650c,17804.673,39045.462,976.0,461.0,R03B-jwt-outcomes-failure-challenge-forbid,R03,P04-R03B-R04-oidc-and-outcomes-tail,R03B,processed-in-r03b-v001,L-060: Forbid | L-111: !!! | L-058: Challenge | L-059: distinguish Challengefrom auth failure | L-057: Key rollover logic,Included in R03B during Stage3 large combined JWT/OIDC pass after local boundary review.
S-102,5fd99a87b0771bc8886880bf6baffc220c7fc635,5fd99a87b0,17809.523,39515.527,929.0,309.0,R03B-jwt-outcomes-failure-challenge-forbid,R03,P04-R03B-R04-oidc-and-outcomes-tail,R03B,processed-in-r03b-v001,L-060: Forbid | L-111: !!! | L-058: Challenge | L-059: distinguish Challengefrom auth failure | L-057: Key rollover logic,Included in R03B during Stage3 large combined JWT/OIDC pass after local boundary review.
S-103,8fb08319498fd57cc16b7824cd94387ebe7dc2f0,8fb0831949,19095.374,40983.371,972.0,231.0,R03B-jwt-outcomes-failure-challenge-forbid,R03,P04-R03B-R04-oidc-and-outcomes-tail,R03B,processed-in-r03b-v001,L-060: Forbid | L-058: Challenge | L-111: !!! | L-059: distinguish Challengefrom auth failure | L-063: Valid token,Included in R03B during Stage3 large combined JWT/OIDC pass after local boundary review.
S-104,58b3d9fb0c9a05d9fe4449941075cab48d8232f8,58b3d9fb0c,19110.26,41241.698,814.0,482.0,R03B-jwt-outcomes-failure-challenge-forbid,R03,P04-R03B-R04-oidc-and-outcomes-tail,R03B,processed-in-r03b-v001,L-060: Forbid | L-111: !!! | L-058: Challenge | L-059: distinguish Challengefrom auth failure | L-063: Valid token,Included in R03B during Stage3 large combined JWT/OIDC pass after local boundary review.
S-105,9480027f073174cb62e8c2c0e1568a0836d368d4,9480027f07,19096.961,41702.483,977.0,237.0,R03B-jwt-outcomes-failure-challenge-forbid,R03,P04-R03B-R04-oidc-and-outcomes-tail,R03B,processed-in-r03b-v001,L-060: Forbid | L-111: !!! | L-058: Challenge | L-059: distinguish Challengefrom auth failure | L-063: Valid token,Included in R03B during Stage3 large combined JWT/OIDC pass after local boundary review.
S-106,06e933bd1e964373ce230296bc5e27fb4d7f10bf,06e933bd1e,18052.152,40983.76,941.0,457.0,R03B-jwt-outcomes-failure-challenge-forbid,R03,P04-R03B-R04-oidc-and-outcomes-tail,R03B,processed-in-r03b-v001,L-060: Forbid | L-111: !!! | L-058: Challenge | L-059: distinguish Challengefrom auth failure | L-063: Valid token,Included in R03B during Stage3 large combined JWT/OIDC pass after local boundary review.
S-107,158d2428fde5efb434ef7af38f9ce2e6119f79b1,158d2428fd,17957.875,41445.393,1007.0,404.0,R03B-jwt-outcomes-failure-challenge-forbid,R03,P04-R03B-R04-oidc-and-outcomes-tail,R03B,processed-in-r03b-v001,L-060: Forbid | L-111: !!! | L-058: Challenge | L-059: distinguish Challengefrom auth failure | L-063: Valid token,Included in R03B during Stage3 large combined JWT/OIDC pass after local boundary review.
S-108,b692cf3630d3136385d24088e048e30a54a7df15,b692cf3630,17943.75,41885.777,1032.0,472.0,R03B-jwt-outcomes-failure-challenge-forbid,R03,P04-R03B-R04-oidc-and-outcomes-tail,R03B,processed-in-r03b-v001,L-060: Forbid | L-111: !!! | L-058: Challenge | L-059: distinguish Challengefrom auth failure | L-063: Valid token,Included in R03B during Stage3 large combined JWT/OIDC pass after local boundary review.
S-109,fdf10e463d16bb1dcf19929d341adc05c0ad70ac,fdf10e463d,17915.135,42390.916,1008.0,365.0,R03B-jwt-outcomes-failure-challenge-forbid,R03,P04-R03B-R04-oidc-and-outcomes-tail,R03B,processed-in-r03b-v001,L-060: Forbid | L-111: !!! | L-058: Challenge | L-059: distinguish Challengefrom auth failure | L-063: Valid token,Included in R03B during Stage3 large combined JWT/OIDC pass after local boundary review.
S-134,1ad00343473d5e123a7c689ff3b46ff52be233c0,1ad0034347,16896.104,29088.128,946.0,428.0,R03B-jwt-outcomes-failure-challenge-forbid,R03,P04-R03B-R04-oidc-and-outcomes-tail,R03B,processed-in-r03b-v001,L-051: Add claims | L-052: store request local values | L-050: reject disabled | L-055: SaveToken | L-049: ontokenValidated/Succes path,Included in R03B during Stage3 large combined JWT/OIDC pass after local boundary review.
S-135,1f0e3b18a2ba07f1f1dc6803b06a6891d2ec5b76,1f0e3b18a2,16905.522,29540.971,832.0,482.0,R03B-jwt-outcomes-failure-challenge-forbid,R03,P04-R03B-R04-oidc-and-outcomes-tail,R03B,processed-in-r03b-v001,L-052: store request local values | L-051: Add claims | L-055: SaveToken | L-050: reject disabled | L-056: OnAuthenticationFailed/FailurePath,Included in R03B during Stage3 large combined JWT/OIDC pass after local boundary review.
S-136,89d54def1b925eee147d06294106b59e4db5a2d5,89d54def1b,16893.27,30186.183,925.0,463.0,R03B-jwt-outcomes-failure-challenge-forbid,R03,P04-R03B-R04-oidc-and-outcomes-tail,R03B,processed-in-r03b-v001,L-052: store request local values | L-055: SaveToken | L-051: Add claims | L-056: OnAuthenticationFailed/FailurePath | L-050: reject disabled,Included in R03B during Stage3 large combined JWT/OIDC pass after local boundary review.
S-137,e396ac21df35ec3a3c5cc0cc97e77d25a9553448,e396ac21df,16904.9,30670.924,961.0,415.0,R03B-jwt-outcomes-failure-challenge-forbid,R03,P04-R03B-R04-oidc-and-outcomes-tail,R03B,processed-in-r03b-v001,L-055: SaveToken | L-052: store request local values | L-056: OnAuthenticationFailed/FailurePath | L-051: Add claims | L-053: custom failure result,Included in R03B during Stage3 large combined JWT/OIDC pass after local boundary review.
S-138,81aac2db3379699632c831f5ec3201a92d30e49d,81aac2db33,17976.848,31324.675,793.0,482.0,R03B-jwt-outcomes-failure-challenge-forbid,R03,P04-R03B-R04-oidc-and-outcomes-tail,R03B,processed-in-r03b-v001,L-055: SaveToken | L-056: OnAuthenticationFailed/FailurePath | L-052: store request local values | L-053: custom failure result | L-054: suppress failure,Included in R03B during Stage3 large combined JWT/OIDC pass after local boundary review.
S-139,ff904c3cbf7490d9c67b9f2299003932d6f9cce1,ff904c3cbf,17966.696,31852.628,950.0,473.0,R03B-jwt-outcomes-failure-challenge-forbid,R03,P04-R03B-R04-oidc-and-outcomes-tail,R03B,processed-in-r03b-v001,L-056: OnAuthenticationFailed/FailurePath | L-055: SaveToken | L-053: custom failure result | L-052: store request local values | L-054: suppress failure,Included in R03B during Stage3 large combined JWT/OIDC pass after local boundary review.
S-140,ca8e7059c522921c7277fb9d661d78d4a3e4052a,ca8e7059c5,18000.993,32547.063,826.0,482.0,R03B-jwt-outcomes-failure-challenge-forbid,R03,P04-R03B-R04-oidc-and-outcomes-tail,R03B,processed-in-r03b-v001,L-056: OnAuthenticationFailed/FailurePath | L-053: custom failure result | L-055: SaveToken | L-054: suppress failure | L-064: Possible result outcomes,Included in R03B during Stage3 large combined JWT/OIDC pass after local boundary review.
S-141,cc9145fac907f6746d146996d08405132e41b9ae,cc9145fac9,18009.359,33043.285,899.0,293.0,R03B-jwt-outcomes-failure-challenge-forbid,R03,P04-R03B-R04-oidc-and-outcomes-tail,R03B,processed-in-r03b-v001,L-056: OnAuthenticationFailed/FailurePath | L-053: custom failure result | L-054: suppress failure | L-057: Key rollover logic | L-064: Possible result outcomes,Included in R03B during Stage3 large combined JWT/OIDC pass after local boundary review.
S-142,745d055bed388e36da9decdd21920bf4cea335d0,745d055bed,16862.39,32592.856,983.0,416.0,R03B-jwt-outcomes-failure-challenge-forbid,R03,P04-R03B-R04-oidc-and-outcomes-tail,R03B,processed-in-r03b-v001,L-056: OnAuthenticationFailed/FailurePath | L-053: custom failure result | L-054: suppress failure | L-055: SaveToken | L-057: Key rollover logic,Included in R03B during Stage3 large combined JWT/OIDC pass after local boundary review.
S-143,067e40557c12b4a912aa36e6b0b196add11a5e7e,067e40557c,16875.188,33018.957,841.0,336.0,R03B-jwt-outcomes-failure-challenge-forbid,R03,P04-R03B-R04-oidc-and-outcomes-tail,R03B,processed-in-r03b-v001,L-053: custom failure result | L-056: OnAuthenticationFailed/FailurePath | L-054: suppress failure | L-057: Key rollover logic | L-055: SaveToken,Included in R03B during Stage3 large combined JWT/OIDC pass after local boundary review.
S-144,8c44e7012df2c522acbfe4538598e863ea223375,8c44e7012d,16851.259,33477.163,916.0,480.0,R03B-jwt-outcomes-failure-challenge-forbid,R03,P04-R03B-R04-oidc-and-outcomes-tail,R03B,processed-in-r03b-v001,L-054: suppress failure | L-053: custom failure result | L-057: Key rollover logic | L-056: OnAuthenticationFailed/FailurePath | L-055: SaveToken,Included in R03B during Stage3 large combined JWT/OIDC pass after local boundary review.
S-145,48cfc75e30d907f8eff7544b0329d4d07925f941,48cfc75e30,16815.759,34138.274,867.0,400.0,R03B-jwt-outcomes-failure-challenge-forbid,R03,P04-R03B-R04-oidc-and-outcomes-tail,R03B,processed-in-r03b-v001,L-054: suppress failure | L-057: Key rollover logic | L-053: custom failure result | L-056: OnAuthenticationFailed/FailurePath | L-059: distinguish Challengefrom auth failure,Included in R03B during Stage3 large combined JWT/OIDC pass after local boundary review.
S-146,dc295a6604cddf39a95b0044d687ad78da98f05e,dc295a6604,16806.592,34557.83,932.0,312.0,R03B-jwt-outcomes-failure-challenge-forbid,R03,P04-R03B-R04-oidc-and-outcomes-tail,R03B,processed-in-r03b-v001,L-057: Key rollover logic | L-054: suppress failure | L-053: custom failure result | L-056: OnAuthenticationFailed/FailurePath | L-059: distinguish Challengefrom auth failure,Included in R03B during Stage3 large combined JWT/OIDC pass after local boundary review.
S-147,092d3571e652a33fed0ff336b48031f7175913ea,092d3571e6,17855.473,35112.205,959.0,384.0,R03B-jwt-outcomes-failure-challenge-forbid,R03,P04-R03B-R04-oidc-and-outcomes-tail,R03B,processed-in-r03b-v001,L-057: Key rollover logic | L-058: Challenge | L-054: suppress failure | L-063: Valid token | L-062: Invalid token,Included in R03B during Stage3 large combined JWT/OIDC pass after local boundary review.
S-148,1a06c33b4dfad8748794f1d8f6cd3d49b3eeab4c,1a06c33b4d,17856.357,35512.467,829.0,482.0,R03B-jwt-outcomes-failure-challenge-forbid,R03,P04-R03B-R04-oidc-and-outcomes-tail,R03B,processed-in-r03b-v001,L-057: Key rollover logic | L-058: Challenge | L-054: suppress failure | L-063: Valid token | L-059: distinguish Challengefrom auth failure,Included in R03B during Stage3 large combined JWT/OIDC pass after local boundary review.
S-149,26173c43664c3663a853ce049ab35ad5b44c86e0,26173c4366,20573.892,33966.678,651.0,77.0,R03B-jwt-outcomes-failure-challenge-forbid,R03,P04-R03B-R04-oidc-and-outcomes-tail,R03B,processed-in-r03b-v001,L-061: No token | L-064: Possible result outcomes | L-062: Invalid token | L-063: Valid token | L-057: Key rollover logic,Included in R03B during Stage3 large combined JWT/OIDC pass after local boundary review.
S-150,13164a4fd277469b6954e8dca87ad614b6cfd0a5,13164a4fd2,20433.058,34203.512,998.0,438.0,R03B-jwt-outcomes-failure-challenge-forbid,R03,P04-R03B-R04-oidc-and-outcomes-tail,R03B,processed-in-r03b-v001,L-062: Invalid token | L-061: No token | L-064: Possible result outcomes | L-063: Valid token | L-057: Key rollover logic,Included in R03B during Stage3 large combined JWT/OIDC pass after local boundary review.
S-151,ffe40c8ed62f4c43683b9f01e4b233504ea8f282,ffe40c8ed6,20425.836,34805.178,908.0,408.0,R03B-jwt-outcomes-failure-challenge-forbid,R03,P04-R03B-R04-oidc-and-outcomes-tail,R03B,processed-in-r03b-v001,L-063: Valid token | L-062: Invalid token | L-061: No token | L-064: Possible result outcomes | L-058: Challenge,Included in R03B during Stage3 large combined JWT/OIDC pass after local boundary review.
S-152,9172afb932372177bf11b17eae3d8d6de594f886,9172afb932,20418.781,35354.512,911.0,476.0,R03B-jwt-outcomes-failure-challenge-forbid,R03,P04-R03B-R04-oidc-and-outcomes-tail,R03B,processed-in-r03b-v001,L-063: Valid token | L-062: Invalid token | L-061: No token | L-064: Possible result outcomes | L-058: Challenge,Included in R03B during Stage3 large combined JWT/OIDC pass after local boundary review.
S-153,9096c0116ea534136beb4c15d66ed4992f1da048,9096c0116e,16380.309,37389.286,802.0,482.0,R03B-jwt-outcomes-failure-challenge-forbid,R03,P04-R03B-R04-oidc-and-outcomes-tail,R03B,processed-in-r03b-v001,L-059: distinguish Challengefrom auth failure | L-111: !!! | L-058: Challenge | L-057: Key rollover logic | L-054: suppress failure,Included in R03B during Stage3 large combined JWT/OIDC pass after local boundary review.
S-154,481c7d537b32c9a70c3557e017098b10c9316655,481c7d537b,16350.077,37904.639,830.0,482.0,R03B-jwt-outcomes-failure-challenge-forbid,R03,P04-R03B-R04-oidc-and-outcomes-tail,R03B,processed-in-r03b-v001,L-111: !!! | L-059: distinguish Challengefrom auth failure | L-058: Challenge | L-057: Key rollover logic | L-060: Forbid,Included in R03B during Stage3 large combined JWT/OIDC pass after local boundary review.
S-155,8fe821203a2859918a6563c6a5b773b90f23a6ed,8fe821203a,16317.125,38399.917,983.0,236.0,R03B-jwt-outcomes-failure-challenge-forbid,R03,P04-R03B-R04-oidc-and-outcomes-tail,R03B,processed-in-r03b-v001,L-111: !!! | L-059: distinguish Challengefrom auth failure | L-058: Challenge | L-060: Forbid | L-057: Key rollover logic,Included in R03B during Stage3 large combined JWT/OIDC pass after local boundary review.
S-156,f83e1c5cc13e64957bf101a594e1b6cfdb37cf79,f83e1c5cc1,16312.502,38738.787,850.0,482.0,R03B-jwt-outcomes-failure-challenge-forbid,R03,P04-R03B-R04-oidc-and-outcomes-tail,R03B,processed-in-r03b-v001,L-111: !!! | L-059: distinguish Challengefrom auth failure | L-058: Challenge | L-060: Forbid | L-057: Key rollover logic,Included in R03B during Stage3 large combined JWT/OIDC pass after local boundary review.
S-157,7d30dbb80faea45957375a834b06e5b32c9dc0d8,7d30dbb80f,16290.53,39222.777,1012.0,261.0,R03B-jwt-outcomes-failure-challenge-forbid,R03,P04-R03B-R04-oidc-and-outcomes-tail,R03B,processed-in-r03b-v001,L-111: !!! | L-059: distinguish Challengefrom auth failure | L-060: Forbid | L-058: Challenge | L-057: Key rollover logic,Included in R03B during Stage3 large combined JWT/OIDC pass after local boundary review.
S-189,860e8d4a10ccb443f90790e164c74081992f5727,860e8d4a10,23604.058,28606.08,677.0,335.0,R03B-jwt-outcomes-failure-challenge-forbid,R03,P04-R03B-R04-oidc-and-outcomes-tail,R03B,processed-in-r03b-v001,L-073: !!! | L-085: OnForbidden | L-080: ForbiddenCOntext | L-084: OnChallenge | L-072: !!!!,Included in R03B during Stage3 large combined JWT/OIDC pass after local boundary review.
S-077,dcbb9c9d0ae9ec516a2abd5605a3cc7cb3089fc6,dcbb9c9d0a,6101.311,18301.034,996.0,357.0,R04-oidc-flow-pkce-signin-challenge,R04,P04-R03B-R04-oidc-and-outcomes-tail,R04,processed-in-r04-v001,L-025: sign out | L-023: session handlingsign in/out AuthneitcationHandler | L-008: they impliauthenticationsign in/out handler | L-026: sign in | L-024: forbid,Included in R04 during Stage3 large combined JWT/OIDC pass after local boundary review.
S-078,075bb93c1e8123b1e3163c42fdc0f3e572854df7,075bb93c1e,5489.737,19670.738,951.0,345.0,R04-oidc-flow-pkce-signin-challenge,R04,P04-R03B-R04-oidc-and-outcomes-tail,R04,processed-in-r04-v001,L-026: sign in | L-008: they impliauthenticationsign in/out handler | L-025: sign out | L-023: session handlingsign in/out AuthneitcationHandler | L-024: forbid,Included in R04 during Stage3 large combined JWT/OIDC pass after local boundary review.
S-079,0a0f66784a74bfe2e9f596ad80121c541ac23b95,0a0f66784a,5514.913,20019.848,915.0,482.0,R04-oidc-flow-pkce-signin-challenge,R04,P04-R03B-R04-oidc-and-outcomes-tail,R04,processed-in-r04-v001,L-026: sign in | L-025: sign out | L-008: they impliauthenticationsign in/out handler | L-023: session handlingsign in/out AuthneitcationHandler | L-012: oidc shit,Included in R04 during Stage3 large combined JWT/OIDC pass after local boundary review.
S-080,6cd9a6b2b362074bbc0ce7605f7761df8bd2e1cb,6cd9a6b2b3,5541.941,20534.848,821.0,482.0,R04-oidc-flow-pkce-signin-challenge,R04,P04-R03B-R04-oidc-and-outcomes-tail,R04,processed-in-r04-v001,L-026: sign in | L-025: sign out | L-008: they impliauthenticationsign in/out handler | L-023: session handlingsign in/out AuthneitcationHandler | L-012: oidc shit,Included in R04 during Stage3 large combined JWT/OIDC pass after local boundary review.
S-081,d2741d4082274b6b5655c08162cfd6a7602c3daf,d2741d4082,5533.678,21040.005,964.0,382.0,R04-oidc-flow-pkce-signin-challenge,R04,P04-R03B-R04-oidc-and-outcomes-tail,R04,processed-in-r04-v001,L-026: sign in | L-025: sign out | L-008: they impliauthenticationsign in/out handler | L-012: oidc shit | L-023: session handlingsign in/out AuthneitcationHandler,Included in R04 during Stage3 large combined JWT/OIDC pass after local boundary review.
S-082,d651c3f7a8fb788d5a3a74652f558e5b9eba8531,d651c3f7a8,5504.845,21466.838,955.0,275.0,R04-oidc-flow-pkce-signin-challenge,R04,P04-R03B-R04-oidc-and-outcomes-tail,R04,processed-in-r04-v001,L-012: oidc shit | L-026: sign in | L-025: sign out | L-008: they impliauthenticationsign in/out handler | L-137: compact one,Included in R04 during Stage3 large combined JWT/OIDC pass after local boundary review.
