source_id,fileId_short,x,y,width,height,initial_subregion,initial_region,combined_pass,nearest_labels_for_search_only,decision,target_region
S-203,266b142cb6,25739.329,1222.026,946.0,357.0,R02B-cookie-events-sliding-redirects,R02,P02-R02-cookie-core-and-events,L-096: OnsigningIn | L-110: Cookie | L-109: summary | L-097: OnSignedIn | L-108: signingInContext,included-in-r02-v001,R02
S-285,58ae5dfa11,15623.227,5299.012,759.0,482.0,R02A-cookie-core-ticketstore-refresh-signinout,R02,P02-R02-cookie-core-and-events,L-113: signin with iticketstore | L-114: authenticate with iticketstore | L-117: iticketstore | L-112: authenticatecheck who is the user | L-115: refresh with iticketstore,included-in-r02-v001,R02
S-286,14831ca1f5,15609.974,5801.187,910.0,235.0,R02A-cookie-core-ticketstore-refresh-signinout,R02,P02-R02-cookie-core-and-events,L-114: authenticate with iticketstore | L-113: signin with iticketstore | L-115: refresh with iticketstore | L-117: iticketstore | L-112: authenticatecheck who is the user,included-in-r02-v001,R02
S-287,f1040e9ac5,15605.079,6232.578,852.0,316.0,R02A-cookie-core-ticketstore-refresh-signinout,R02,P02-R02-cookie-core-and-events,L-114: authenticate with iticketstore | L-115: refresh with iticketstore | L-113: signin with iticketstore | L-116: signout with iticketstore | L-117: iticketstore,included-in-r02-v001,R02
S-288,91a1f66f1f,15606.6,6570.235,957.0,391.0,R02A-cookie-core-ticketstore-refresh-signinout,R02,P02-R02-cookie-core-and-events,L-115: refresh with iticketstore | L-114: authenticate with iticketstore | L-116: signout with iticketstore | L-113: signin with iticketstore | L-118: sign inwe have trusted userwe need to write auth ticketto cookie or ticket  id and store authticket in iticketstore,included-in-r02-v001,R02
S-289,47e4752e3f,15615.611,7147.18,947.0,449.0,R02A-cookie-core-ticketstore-refresh-signinout,R02,P02-R02-cookie-core-and-events,L-116: signout with iticketstore | L-115: refresh with iticketstore | L-114: authenticate with iticketstore | L-118: sign inwe have trusted userwe need to write auth ticketto cookie or ticket  id and store authticket in iticketstore | L-113: signin with iticketstore,included-in-r02-v001,R02
S-290,6f2bdcd7b5,15616.985,7630.787,942.0,203.0,R02A-cookie-core-ticketstore-refresh-signinout,R02,P02-R02-cookie-core-and-events,L-116: signout with iticketstore | L-115: refresh with iticketstore | L-114: authenticate with iticketstore | L-118: sign inwe have trusted userwe need to write auth ticketto cookie or ticket  id and store authticket in iticketstore | L-113: signin with iticketstore,included-in-r02-v001,R02
S-291,219984a385,15660.878,8073.785,790.0,401.0,R02A-cookie-core-ticketstore-refresh-signinout,R02,P02-R02-cookie-core-and-events,L-116: signout with iticketstore | L-115: refresh with iticketstore | L-118: sign inwe have trusted userwe need to write auth ticketto cookie or ticket  id and store authticket in iticketstore | L-114: authenticate with iticketstore | L-126: handlesigninasync,included-in-r02-v001,R02
S-292,b50494d3ed,18801.016,6506.95,836.0,482.0,R02A-cookie-core-ticketstore-refresh-signinout,R02,P02-R02-cookie-core-and-events,L-129: FinishResponseAsync | L-119: sign outwe have trusted userwe need to remove auth ticketfrom cookie or ticketid and removeauthticket from iticketstore | L-118: sign inwe have trusted userwe need to write auth ticketto cookie or ticket  id and store authticket in iticketstore | L-120: challengeneed to do something with the user that isntauthenticated | L-121: forbidneed to do something with the user that isntallowed,included-in-r02-v001,R02
S-293,d844ecda15,18792.647,7006.903,959.0,440.0,R02A-cookie-core-ticketstore-refresh-signinout,R02,P02-R02-cookie-core-and-events,L-119: sign outwe have trusted userwe need to remove auth ticketfrom cookie or ticketid and removeauthticket from iticketstore | L-129: FinishResponseAsync | L-118: sign inwe have trusted userwe need to write auth ticketto cookie or ticket  id and store authticket in iticketstore | L-120: challengeneed to do something with the user that isntauthenticated | L-121: forbidneed to do something with the user that isntallowed,included-in-r02-v001,R02
S-294,3001d0f30f,18803.647,7458.855,1017.0,448.0,R02A-cookie-core-ticketstore-refresh-signinout,R02,P02-R02-cookie-core-and-events,L-119: sign outwe have trusted userwe need to remove auth ticketfrom cookie or ticketid and removeauthticket from iticketstore | L-118: sign inwe have trusted userwe need to write auth ticketto cookie or ticket  id and store authticket in iticketstore | L-129: FinishResponseAsync | L-120: challengeneed to do something with the user that isntauthenticated | L-121: forbidneed to do something with the user that isntallowed,included-in-r02-v001,R02
S-295,6aec44241e,12241.565,4179.601,914.0,198.0,R02A-cookie-core-ticketstore-refresh-signinout,R02,P02-R02-cookie-core-and-events,L-132: initializehandlerasyncset event with finishresponseasync | L-122: check for refresh | L-131: (decide whether we should renew ticketif not returnbecause of the sliding expiration or some explicit callsif have some ticketstore call to renewappendresponsecookie with renewed cookie) | L-130: finishresponseAsync | L-123: handleauthenticate,included-in-r02-v001,R02
S-296,5af36dc2d0,13560.16,4044.53,1013.0,231.0,R02A-cookie-core-ticketstore-refresh-signinout,R02,P02-R02-cookie-core-and-events,L-131: (decide whether we should renew ticketif not returnbecause of the sliding expiration or some explicit callsif have some ticketstore call to renewappendresponsecookie with renewed cookie) | L-130: finishresponseAsync | L-123: handleauthenticate | L-117: iticketstore | L-113: signin with iticketstore,included-in-r02-v001,R02
S-297,a2218a862d,13575.123,4306.651,948.0,482.0,R02A-cookie-core-ticketstore-refresh-signinout,R02,P02-R02-cookie-core-and-events,L-131: (decide whether we should renew ticketif not returnbecause of the sliding expiration or some explicit callsif have some ticketstore call to renewappendresponsecookie with renewed cookie) | L-123: handleauthenticate | L-130: finishresponseAsync | L-113: signin with iticketstore | L-124: ensurecookieticket(read the ticket once),included-in-r02-v001,R02
S-298,ac3b35e41a,13574.387,4797.559,1241.0,446.0,R02A-cookie-core-ticketstore-refresh-signinout,R02,P02-R02-cookie-core-and-events,L-123: handleauthenticate | L-131: (decide whether we should renew ticketif not returnbecause of the sliding expiration or some explicit callsif have some ticketstore call to renewappendresponsecookie with renewed cookie) | L-124: ensurecookieticket(read the ticket once) | L-113: signin with iticketstore | L-130: finishresponseAsync,included-in-r02-v001,R02
S-301,96648c8cc9,15335.763,1784.308,901.0,482.0,R02A-cookie-core-ticketstore-refresh-signinout,R02,P02-R02-cookie-core-and-events,L-117: iticketstore | L-013: cookie shit | L-130: finishresponseAsync | L-131: (decide whether we should renew ticketif not returnbecause of the sliding expiration or some explicit callsif have some ticketstore call to renewappendresponsecookie with renewed cookie) | L-113: signin with iticketstore,included-in-r02-v001,R02
S-302,5ed7eb83fa,15333.988,2260.496,1014.0,442.0,R02A-cookie-core-ticketstore-refresh-signinout,R02,P02-R02-cookie-core-and-events,L-117: iticketstore | L-130: finishresponseAsync | L-131: (decide whether we should renew ticketif not returnbecause of the sliding expiration or some explicit callsif have some ticketstore call to renewappendresponsecookie with renewed cookie) | L-113: signin with iticketstore | L-112: authenticatecheck who is the user,included-in-r02-v001,R02
S-303,7349b2c65e,15345.917,2710.496,741.0,214.0,R02A-cookie-core-ticketstore-refresh-signinout,R02,P02-R02-cookie-core-and-events,L-117: iticketstore | L-130: finishresponseAsync | L-131: (decide whether we should renew ticketif not returnbecause of the sliding expiration or some explicit callsif have some ticketstore call to renewappendresponsecookie with renewed cookie) | L-113: signin with iticketstore | L-112: authenticatecheck who is the user,included-in-r02-v001,R02
S-309,0f089a0249,13348.572,3367.516,1572.0,89.0,R02A-cookie-core-ticketstore-refresh-signinout,R02,P02-R02-cookie-core-and-events,L-130: finishresponseAsync | L-131: (decide whether we should renew ticketif not returnbecause of the sliding expiration or some explicit callsif have some ticketstore call to renewappendresponsecookie with renewed cookie) | L-132: initializehandlerasyncset event with finishresponseasync | L-117: iticketstore | L-123: handleauthenticate,included-in-r02-v001,R02
