source_id,fileId,fileId_short,x,y,width,height,initial_subregion,initial_region,combined_pass,nearest_labels_for_search_only,coverage_status,current_region_decision,decision_is_final,must_recheck_before_region_close,decision_basis,review_notes
S-001,66dd53e7f8673b6d6f12253f7d5253dadfef5fb8,66dd53e7f8,6000.816,3184.357,982.0,432.0,R01A-base-middleware-auth-service-handlers,R01,P01-R01-base-auth-and-forwarding,L-009: useAuthenticationAuthenticationMiddleware | L-016: context.AuthenticateAsync andAuthentication Service | L-037: special handlers | L-038: HandleRequestAsync | L-017: Auth Scheme Provider,processed-in-r01-v001,R01,yes-for-r01-v001-boundary,no-for-r01-v001,Included in R01 v001 after local visual/semantic boundary review.,Included in R01 v001 after local visual/semantic boundary review.
S-084,831c21e7790421fa2dd8f76d233d2e88abd07e8d,831c21e779,6660.904,20184.848,903.0,482.0,R04-oidc-flow-pkce-signin-challenge,R04,P04-R03B-R04-oidc-and-outcomes-tail,L-025: sign out | L-026: sign in | L-008: they impliauthenticationsign in/out handler | L-023: session handlingsign in/out AuthneitcationHandler | L-012: oidc shit,checked-not-r01-reserved-for-later-pass,R04,yes-for-r01-exclusion-only,yes-for-later-pass,"Checked during R01 boundary review; not R01-owned, reserved for later OIDC/JWT outcomes pass.","Checked during R01 boundary review; not R01-owned, reserved for later OIDC/JWT outcomes pass."
S-085,5d4e81cec5c33742c9299109808a0094fa475fe9,5d4e81cec5,6636.178,20690.671,1009.0,364.0,R04-oidc-flow-pkce-signin-challenge,R04,P04-R03B-R04-oidc-and-outcomes-tail,L-025: sign out | L-026: sign in | L-008: they impliauthenticationsign in/out handler | L-023: session handlingsign in/out AuthneitcationHandler | L-012: oidc shit,checked-not-r01-reserved-for-later-pass,R04,yes-for-r01-exclusion-only,yes-for-later-pass,"Checked during R01 boundary review; not R01-owned, reserved for later OIDC/JWT outcomes pass.","Checked during R01 boundary review; not R01-owned, reserved for later OIDC/JWT outcomes pass."
S-086,32140d5d9332062314464f811953fae41108d650,32140d5d93,6650.345,21082.338,954.0,244.0,R04-oidc-flow-pkce-signin-challenge,R04,P04-R03B-R04-oidc-and-outcomes-tail,L-025: sign out | L-026: sign in | L-008: they impliauthenticationsign in/out handler | L-012: oidc shit | L-023: session handlingsign in/out AuthneitcationHandler,checked-not-r01-reserved-for-later-pass,R04,yes-for-r01-exclusion-only,yes-for-later-pass,"Checked during R01 boundary review; not R01-owned, reserved for later OIDC/JWT outcomes pass.","Checked during R01 boundary review; not R01-owned, reserved for later OIDC/JWT outcomes pass."
S-087,36fea9c9cffe710a7044ff185ca0b4f43326e18a,36fea9c9cf,6056.49,19139.03,988.0,350.0,R04-oidc-flow-pkce-signin-challenge,R04,P04-R03B-R04-oidc-and-outcomes-tail,L-025: sign out | L-026: sign in | L-008: they impliauthenticationsign in/out handler | L-023: session handlingsign in/out AuthneitcationHandler | L-024: forbid,checked-not-r01-reserved-for-later-pass,R04,yes-for-r01-exclusion-only,yes-for-later-pass,"Checked during R01 boundary review; not R01-owned, reserved for later OIDC/JWT outcomes pass.","Checked during R01 boundary review; not R01-owned, reserved for later OIDC/JWT outcomes pass."
S-088,03eff36184ca3cba77f317d2aae500ce9c0e4ea6,03eff36184,4162.258,16655.41,960.0,304.0,R01B-forwarding-challenge-forbid-basics,R01,P01-R01-base-auth-and-forwarding,L-027: defaultforbid schemeabout forbid not being thepart of authenticate | L-024: forbid | L-034: forward default | L-023: session handlingsign in/out AuthneitcationHandler | L-008: they impliauthenticationsign in/out handler,processed-in-r01-v001,R01,yes-for-r01-v001-boundary,no-for-r01-v001,Included in R01 v001 after local visual/semantic boundary review.,Included in R01 v001 after local visual/semantic boundary review.
S-089,92c830f8b15e1c8ff15286b5efeac2efe3380dfe,92c830f8b1,4190.836,16983.587,983.0,482.0,R01B-forwarding-challenge-forbid-basics,R01,P01-R01-base-auth-and-forwarding,L-027: defaultforbid schemeabout forbid not being thepart of authenticate | L-024: forbid | L-023: session handlingsign in/out AuthneitcationHandler | L-034: forward default | L-008: they impliauthenticationsign in/out handler,processed-in-r01-v001,R01,yes-for-r01-v001-boundary,no-for-r01-v001,Included in R01 v001 after local visual/semantic boundary review.,Included in R01 v001 after local visual/semantic boundary review.
S-090,5dbfd3f21cb9206f48ab219702368cee5afc68a0,5dbfd3f21c,4196.391,17507.587,785.0,482.0,R01B-forwarding-challenge-forbid-basics,R01,P01-R01-base-auth-and-forwarding,L-023: session handlingsign in/out AuthneitcationHandler | L-027: defaultforbid schemeabout forbid not being thepart of authenticate | L-008: they impliauthenticationsign in/out handler | L-026: sign in | L-024: forbid,processed-in-r01-v001,R01,yes-for-r01-v001-boundary,no-for-r01-v001,Included in R01 v001 after local visual/semantic boundary review.,Included in R01 v001 after local visual/semantic boundary review.
S-091,88f9a48ba227cdbdbd2383d08605322d9d805845,88f9a48ba2,4103.258,18090.41,886.0,178.0,R04-oidc-flow-pkce-signin-challenge,R04,P04-R03B-R04-oidc-and-outcomes-tail,L-023: session handlingsign in/out AuthneitcationHandler | L-008: they impliauthenticationsign in/out handler | L-026: sign in | L-027: defaultforbid schemeabout forbid not being thepart of authenticate | L-024: forbid,checked-not-r01-reserved-for-later-pass,R04,yes-for-r01-exclusion-only,yes-for-later-pass,"Checked during R01 boundary review; not R01-owned, reserved for later OIDC/JWT outcomes pass.","Checked during R01 boundary review; not R01-owned, reserved for later OIDC/JWT outcomes pass."
S-092,bf90b85d46485b9a8eb3296421393da483c6d256,bf90b85d46,18948.687,37399.738,941.0,460.0,R03B-jwt-outcomes-failure-challenge-forbid,R03,P04-R03B-R04-oidc-and-outcomes-tail,L-058: Challenge | L-063: Valid token | L-059: distinguish Challengefrom auth failure | L-060: Forbid | L-062: Invalid token,checked-not-r01-reserved-for-later-pass,R03,yes-for-r01-exclusion-only,yes-for-later-pass,"Checked during R01 boundary review; not R01-owned, reserved for later OIDC/JWT outcomes pass.","Checked during R01 boundary review; not R01-owned, reserved for later OIDC/JWT outcomes pass."
S-093,ee6cdebfd82cff02ddad3cdf3d6c1acf13523d1d,ee6cdebfd8,18939.854,37877.572,902.0,401.0,R03B-jwt-outcomes-failure-challenge-forbid,R03,P04-R03B-R04-oidc-and-outcomes-tail,L-058: Challenge | L-060: Forbid | L-063: Valid token | L-059: distinguish Challengefrom auth failure | L-111: !!!,checked-not-r01-reserved-for-later-pass,R03,yes-for-r01-exclusion-only,yes-for-later-pass,"Checked during R01 boundary review; not R01-owned, reserved for later OIDC/JWT outcomes pass.","Checked during R01 boundary review; not R01-owned, reserved for later OIDC/JWT outcomes pass."
S-094,6990b98636141053f6d8fc22043b8a10c55cb120,6990b98636,18931.187,38295.405,996.0,452.0,R03B-jwt-outcomes-failure-challenge-forbid,R03,P04-R03B-R04-oidc-and-outcomes-tail,L-058: Challenge | L-060: Forbid | L-111: !!! | L-059: distinguish Challengefrom auth failure | L-063: Valid token,checked-not-r01-reserved-for-later-pass,R03,yes-for-r01-exclusion-only,yes-for-later-pass,"Checked during R01 boundary review; not R01-owned, reserved for later OIDC/JWT outcomes pass.","Checked during R01 boundary review; not R01-owned, reserved for later OIDC/JWT outcomes pass."
S-095,ff5142b08eed2060325e4fe6c6957b11479e0047,ff5142b08e,18967.853,38920.249,1013.0,482.0,R03B-jwt-outcomes-failure-challenge-forbid,R03,P04-R03B-R04-oidc-and-outcomes-tail,L-060: Forbid | L-058: Challenge | L-111: !!! | L-059: distinguish Challengefrom auth failure | L-063: Valid token,checked-not-r01-reserved-for-later-pass,R03,yes-for-r01-exclusion-only,yes-for-later-pass,"Checked during R01 boundary review; not R01-owned, reserved for later OIDC/JWT outcomes pass.","Checked during R01 boundary review; not R01-owned, reserved for later OIDC/JWT outcomes pass."
S-096,43e80ec8080d307a4565e1dc4bfacc908adcfd8e,43e80ec808,18953.687,39438.738,1031.0,332.0,R03B-jwt-outcomes-failure-challenge-forbid,R03,P04-R03B-R04-oidc-and-outcomes-tail,L-060: Forbid | L-058: Challenge | L-111: !!! | L-059: distinguish Challengefrom auth failure | L-063: Valid token,checked-not-r01-reserved-for-later-pass,R03,yes-for-r01-exclusion-only,yes-for-later-pass,"Checked during R01 boundary review; not R01-owned, reserved for later OIDC/JWT outcomes pass.","Checked during R01 boundary review; not R01-owned, reserved for later OIDC/JWT outcomes pass."
S-097,458f844a606485dee454de17d00902bc22e70ac5,458f844a60,18099.354,37365.238,513.0,79.0,R03B-jwt-outcomes-failure-challenge-forbid,R03,P04-R03B-R04-oidc-and-outcomes-tail,L-058: Challenge | L-059: distinguish Challengefrom auth failure | L-057: Key rollover logic | L-111: !!! | L-063: Valid token,checked-not-r01-reserved-for-later-pass,R03,yes-for-r01-exclusion-only,yes-for-later-pass,"Checked during R01 boundary review; not R01-owned, reserved for later OIDC/JWT outcomes pass.","Checked during R01 boundary review; not R01-owned, reserved for later OIDC/JWT outcomes pass."
S-098,58179930a83ab908a5b3ed239cecff7354627c4f,58179930a8,17876.376,37473.582,876.0,596.0,R03B-jwt-outcomes-failure-challenge-forbid,R03,P04-R03B-R04-oidc-and-outcomes-tail,L-058: Challenge | L-059: distinguish Challengefrom auth failure | L-111: !!! | L-057: Key rollover logic | L-060: Forbid,checked-not-r01-reserved-for-later-pass,R03,yes-for-r01-exclusion-only,yes-for-later-pass,"Checked during R01 boundary review; not R01-owned, reserved for later OIDC/JWT outcomes pass.","Checked during R01 boundary review; not R01-owned, reserved for later OIDC/JWT outcomes pass."
S-099,70882727e4885cc3ace28092325bd57ea0254417,70882727e4,17890.912,38147.749,792.0,482.0,R03B-jwt-outcomes-failure-challenge-forbid,R03,P04-R03B-R04-oidc-and-outcomes-tail,L-058: Challenge | L-111: !!! | L-059: distinguish Challengefrom auth failure | L-060: Forbid | L-057: Key rollover logic,checked-not-r01-reserved-for-later-pass,R03,yes-for-r01-exclusion-only,yes-for-later-pass,"Checked during R01 boundary review; not R01-owned, reserved for later OIDC/JWT outcomes pass.","Checked during R01 boundary review; not R01-owned, reserved for later OIDC/JWT outcomes pass."
S-100,b0d16ee4734da408b3bf0613fcb4e79bda3fe2f7,b0d16ee473,17917.455,38644.113,760.0,376.0,R03B-jwt-outcomes-failure-challenge-forbid,R03,P04-R03B-R04-oidc-and-outcomes-tail,L-058: Challenge | L-060: Forbid | L-111: !!! | L-059: distinguish Challengefrom auth failure | L-057: Key rollover logic,checked-not-r01-reserved-for-later-pass,R03,yes-for-r01-exclusion-only,yes-for-later-pass,"Checked during R01 boundary review; not R01-owned, reserved for later OIDC/JWT outcomes pass.","Checked during R01 boundary review; not R01-owned, reserved for later OIDC/JWT outcomes pass."
S-101,698d61650ca312c56cc499e359a4e8a3101b1591,698d61650c,17804.673,39045.462,976.0,461.0,R03B-jwt-outcomes-failure-challenge-forbid,R03,P04-R03B-R04-oidc-and-outcomes-tail,L-060: Forbid | L-111: !!! | L-058: Challenge | L-059: distinguish Challengefrom auth failure | L-057: Key rollover logic,candidate-needs-boundary-review,,no,yes,Coordinate candidate only; must be visually/semantically checked before transcript.,Coordinate candidate only; must be visually/semantically checked before transcript.
S-102,5fd99a87b0771bc8886880bf6baffc220c7fc635,5fd99a87b0,17809.523,39515.527,929.0,309.0,R03B-jwt-outcomes-failure-challenge-forbid,R03,P04-R03B-R04-oidc-and-outcomes-tail,L-060: Forbid | L-111: !!! | L-058: Challenge | L-059: distinguish Challengefrom auth failure | L-057: Key rollover logic,candidate-needs-boundary-review,,no,yes,Coordinate candidate only; must be visually/semantically checked before transcript.,Coordinate candidate only; must be visually/semantically checked before transcript.
S-103,8fb08319498fd57cc16b7824cd94387ebe7dc2f0,8fb0831949,19095.374,40983.371,972.0,231.0,R03B-jwt-outcomes-failure-challenge-forbid,R03,P04-R03B-R04-oidc-and-outcomes-tail,L-060: Forbid | L-058: Challenge | L-111: !!! | L-059: distinguish Challengefrom auth failure | L-063: Valid token,candidate-needs-boundary-review,,no,yes,Coordinate candidate only; must be visually/semantically checked before transcript.,Coordinate candidate only; must be visually/semantically checked before transcript.
S-104,58b3d9fb0c9a05d9fe4449941075cab48d8232f8,58b3d9fb0c,19110.26,41241.698,814.0,482.0,R03B-jwt-outcomes-failure-challenge-forbid,R03,P04-R03B-R04-oidc-and-outcomes-tail,L-060: Forbid | L-111: !!! | L-058: Challenge | L-059: distinguish Challengefrom auth failure | L-063: Valid token,candidate-needs-boundary-review,,no,yes,Coordinate candidate only; must be visually/semantically checked before transcript.,Coordinate candidate only; must be visually/semantically checked before transcript.
S-105,9480027f073174cb62e8c2c0e1568a0836d368d4,9480027f07,19096.961,41702.483,977.0,237.0,R03B-jwt-outcomes-failure-challenge-forbid,R03,P04-R03B-R04-oidc-and-outcomes-tail,L-060: Forbid | L-111: !!! | L-058: Challenge | L-059: distinguish Challengefrom auth failure | L-063: Valid token,candidate-needs-boundary-review,,no,yes,Coordinate candidate only; must be visually/semantically checked before transcript.,Coordinate candidate only; must be visually/semantically checked before transcript.
S-106,06e933bd1e964373ce230296bc5e27fb4d7f10bf,06e933bd1e,18052.152,40983.76,941.0,457.0,R03B-jwt-outcomes-failure-challenge-forbid,R03,P04-R03B-R04-oidc-and-outcomes-tail,L-060: Forbid | L-111: !!! | L-058: Challenge | L-059: distinguish Challengefrom auth failure | L-063: Valid token,candidate-needs-boundary-review,,no,yes,Coordinate candidate only; must be visually/semantically checked before transcript.,Coordinate candidate only; must be visually/semantically checked before transcript.
S-107,158d2428fde5efb434ef7af38f9ce2e6119f79b1,158d2428fd,17957.875,41445.393,1007.0,404.0,R03B-jwt-outcomes-failure-challenge-forbid,R03,P04-R03B-R04-oidc-and-outcomes-tail,L-060: Forbid | L-111: !!! | L-058: Challenge | L-059: distinguish Challengefrom auth failure | L-063: Valid token,candidate-needs-boundary-review,,no,yes,Coordinate candidate only; must be visually/semantically checked before transcript.,Coordinate candidate only; must be visually/semantically checked before transcript.
S-108,b692cf3630d3136385d24088e048e30a54a7df15,b692cf3630,17943.75,41885.777,1032.0,472.0,R03B-jwt-outcomes-failure-challenge-forbid,R03,P04-R03B-R04-oidc-and-outcomes-tail,L-060: Forbid | L-111: !!! | L-058: Challenge | L-059: distinguish Challengefrom auth failure | L-063: Valid token,candidate-needs-boundary-review,,no,yes,Coordinate candidate only; must be visually/semantically checked before transcript.,Coordinate candidate only; must be visually/semantically checked before transcript.
S-109,fdf10e463d16bb1dcf19929d341adc05c0ad70ac,fdf10e463d,17915.135,42390.916,1008.0,365.0,R03B-jwt-outcomes-failure-challenge-forbid,R03,P04-R03B-R04-oidc-and-outcomes-tail,L-060: Forbid | L-111: !!! | L-058: Challenge | L-059: distinguish Challengefrom auth failure | L-063: Valid token,candidate-needs-boundary-review,,no,yes,Coordinate candidate only; must be visually/semantically checked before transcript.,Coordinate candidate only; must be visually/semantically checked before transcript.
S-110,a56a81d70b5843e28eeab250e8d8b2d9c9bec6a1,a56a81d70b,17704.932,19635.835,668.0,482.0,R03A-jwt-handler-pipeline-events,R03,P03-R03A-jwt-handler-pipeline,"L-071: HandleAuthentiicateflow | L-069: Set token manually | L-070: OnMessageReceived | L-068: Stop auth early, set result | L-067: Auth Header lookup",candidate-needs-boundary-review,,no,yes,Coordinate candidate only; must be visually/semantically checked before transcript.,Coordinate candidate only; must be visually/semantically checked before transcript.
S-111,fe6aabb78f4dc465239ef8e408d1356cfb5a85a7,fe6aabb78f,17700.056,20126.735,664.0,463.0,R03A-jwt-handler-pipeline-events,R03,P03-R03A-jwt-handler-pipeline,"L-071: HandleAuthentiicateflow | L-069: Set token manually | L-068: Stop auth early, set result | L-070: OnMessageReceived | L-067: Auth Header lookup",candidate-needs-boundary-review,,no,yes,Coordinate candidate only; must be visually/semantically checked before transcript.,Coordinate candidate only; must be visually/semantically checked before transcript.
S-112,e6cf9ef69786c3292059169c8c0f4cf0bfd11984,e6cf9ef697,17688.612,20598.53,859.0,463.0,R03A-jwt-handler-pipeline-events,R03,P03-R03A-jwt-handler-pipeline,"L-067: Auth Header lookup | L-068: Stop auth early, set result | L-071: HandleAuthentiicateflow | L-069: Set token manually | L-070: OnMessageReceived",candidate-needs-boundary-review,,no,yes,Coordinate candidate only; must be visually/semantically checked before transcript.,Coordinate candidate only; must be visually/semantically checked before transcript.
S-113,8401273c668bf05b26924838966d5499eec46d1b,8401273c66,16875.66,19549.393,663.0,463.0,R03A-jwt-handler-pipeline-events,R03,P03-R03A-jwt-handler-pipeline,"L-069: Set token manually | L-070: OnMessageReceived | L-071: HandleAuthentiicateflow | L-068: Stop auth early, set result | L-067: Auth Header lookup",candidate-needs-boundary-review,,no,yes,Coordinate candidate only; must be visually/semantically checked before transcript.,Coordinate candidate only; must be visually/semantically checked before transcript.
S-114,b87e0d84c2042a21714cb87d399af91e311c1549,b87e0d84c2,16735.183,20165.114,774.0,477.0,R03A-jwt-handler-pipeline-events,R03,P03-R03A-jwt-handler-pipeline,"L-069: Set token manually | L-068: Stop auth early, set result | L-070: OnMessageReceived | L-071: HandleAuthentiicateflow | L-067: Auth Header lookup",candidate-needs-boundary-review,,no,yes,Coordinate candidate only; must be visually/semantically checked before transcript.,Coordinate candidate only; must be visually/semantically checked before transcript.
S-115,038f76aba4324a3ec805b430665a0516b47a61af,038f76aba4,16680.578,20668.815,942.0,467.0,R03A-jwt-handler-pipeline-events,R03,P03-R03A-jwt-handler-pipeline,"L-068: Stop auth early, set result | L-069: Set token manually | L-067: Auth Header lookup | L-070: OnMessageReceived | L-071: HandleAuthentiicateflow",candidate-needs-boundary-review,,no,yes,Coordinate candidate only; must be visually/semantically checked before transcript.,Coordinate candidate only; must be visually/semantically checked before transcript.
S-116,95ffb850a55493b2ff683301fd8e8567cb7bd8a9,95ffb850a5,16705.317,21288.57,867.0,429.0,R03A-jwt-handler-pipeline-events,R03,P03-R03A-jwt-handler-pipeline,"L-068: Stop auth early, set result | L-067: Auth Header lookup | L-069: Set token manually | L-070: OnMessageReceived | L-071: HandleAuthentiicateflow",candidate-needs-boundary-review,,no,yes,Coordinate candidate only; must be visually/semantically checked before transcript.,Coordinate candidate only; must be visually/semantically checked before transcript.
S-117,bf9c31f696e7dece2bbe8ca678ad609e4283aec1,bf9c31f696,16680.666,21728.013,944.0,442.0,R03A-jwt-handler-pipeline-events,R03,P03-R03A-jwt-handler-pipeline,"L-067: Auth Header lookup | L-068: Stop auth early, set result | L-066: Setup Token Validation params | L-069: Set token manually | L-070: OnMessageReceived",candidate-needs-boundary-review,,no,yes,Coordinate candidate only; must be visually/semantically checked before transcript.,Coordinate candidate only; must be visually/semantically checked before transcript.
S-118,fdea00b57d332b20180f1b1f2b4d6ebc15c469ed,fdea00b57d,17851.729,22351.085,756.0,482.0,R03A-jwt-handler-pipeline-events,R03,P03-R03A-jwt-handler-pipeline,"L-067: Auth Header lookup | L-066: Setup Token Validation params | L-068: Stop auth early, set result | L-065: Token Validation | L-069: Set token manually",candidate-needs-boundary-review,,no,yes,Coordinate candidate only; must be visually/semantically checked before transcript.,Coordinate candidate only; must be visually/semantically checked before transcript.
S-119,ff883332c0d338b0697c896f146e6d657c1fbb0b,ff883332c0,17863.041,22835.014,866.0,254.0,R03A-jwt-handler-pipeline-events,R03,P03-R03A-jwt-handler-pipeline,"L-066: Setup Token Validation params | L-067: Auth Header lookup | L-068: Stop auth early, set result | L-065: Token Validation | L-069: Set token manually",candidate-needs-boundary-review,,no,yes,Coordinate candidate only; must be visually/semantically checked before transcript.,Coordinate candidate only; must be visually/semantically checked before transcript.
S-120,25a2576633164faf096a2eeede17407b56dc32a4,25a2576633,17892.66,23164.916,673.0,482.0,R03A-jwt-handler-pipeline-events,R03,P03-R03A-jwt-handler-pipeline,"L-066: Setup Token Validation params | L-067: Auth Header lookup | L-065: Token Validation | L-068: Stop auth early, set result | L-049: ontokenValidated/Succes path",candidate-needs-boundary-review,,no,yes,Coordinate candidate only; must be visually/semantically checked before transcript.,Coordinate candidate only; must be visually/semantically checked before transcript.
S-121,1b46d16cd4664746fd8f63d05312b8c12a92c2fa,1b46d16cd4,17892.014,23822.654,912.0,408.0,R03A-jwt-handler-pipeline-events,R03,P03-R03A-jwt-handler-pipeline,"L-066: Setup Token Validation params | L-065: Token Validation | L-067: Auth Header lookup | L-049: ontokenValidated/Succes path | L-068: Stop auth early, set result",candidate-needs-boundary-review,,no,yes,Coordinate candidate only; must be visually/semantically checked before transcript.,Coordinate candidate only; must be visually/semantically checked before transcript.
S-122,ebe66fe470d22603d7391ca2896c13d756aa4529,ebe66fe470,17886.959,24252.154,931.0,409.0,R03A-jwt-handler-pipeline-events,R03,P03-R03A-jwt-handler-pipeline,L-066: Setup Token Validation params | L-065: Token Validation | L-067: Auth Header lookup | L-049: ontokenValidated/Succes path | L-074: a possible place for someproblem details returningwith pd service and all configred defaults for this shit,candidate-needs-boundary-review,,no,yes,Coordinate candidate only; must be visually/semantically checked before transcript.,Coordinate candidate only; must be visually/semantically checked before transcript.
S-123,0e49aff091dc1436c164bf27915aea8fb9f56813,0e49aff091,17897.847,24712.932,947.0,303.0,R03A-jwt-handler-pipeline-events,R03,P03-R03A-jwt-handler-pipeline,L-065: Token Validation | L-066: Setup Token Validation params | L-049: ontokenValidated/Succes path | L-067: Auth Header lookup | L-074: a possible place for someproblem details returningwith pd service and all configred defaults for this shit,candidate-needs-boundary-review,,no,yes,Coordinate candidate only; must be visually/semantically checked before transcript.,Coordinate candidate only; must be visually/semantically checked before transcript.
S-124,9c225078b7598416beb3ddfd882dd928dc6c98e3,9c225078b7,17890.181,25010.543,969.0,390.0,R03A-jwt-handler-pipeline-events,R03,P03-R03A-jwt-handler-pipeline,L-065: Token Validation | L-066: Setup Token Validation params | L-049: ontokenValidated/Succes path | L-074: a possible place for someproblem details returningwith pd service and all configred defaults for this shit | L-050: reject disabled,candidate-needs-boundary-review,,no,yes,Coordinate candidate only; must be visually/semantically checked before transcript.,Coordinate candidate only; must be visually/semantically checked before transcript.
S-125,6bc326be1e0666b8b4380e9b06a2efa81ff8bee2,6bc326be1e,17908.863,25590.447,813.0,482.0,R03A-jwt-handler-pipeline-events,R03,P03-R03A-jwt-handler-pipeline,L-065: Token Validation | L-049: ontokenValidated/Succes path | L-066: Setup Token Validation params | L-074: a possible place for someproblem details returningwith pd service and all configred defaults for this shit | L-050: reject disabled,candidate-needs-boundary-review,,no,yes,Coordinate candidate only; must be visually/semantically checked before transcript.,Coordinate candidate only; must be visually/semantically checked before transcript.
S-126,872d4590c1f46501640f729fad17d1f0233b1ee7,872d4590c1,17915.893,26049.952,1000.0,293.0,R03A-jwt-handler-pipeline-events,R03,P03-R03A-jwt-handler-pipeline,L-065: Token Validation | L-049: ontokenValidated/Succes path | L-074: a possible place for someproblem details returningwith pd service and all configred defaults for this shit | L-050: reject disabled | L-066: Setup Token Validation params,candidate-needs-boundary-review,,no,yes,Coordinate candidate only; must be visually/semantically checked before transcript.,Coordinate candidate only; must be visually/semantically checked before transcript.
S-127,aeaf2c1cf9309c8c586900754574415d519b018d,aeaf2c1cf9,17912.461,26348.023,974.0,633.0,R03A-jwt-handler-pipeline-events,R03,P03-R03A-jwt-handler-pipeline,L-049: ontokenValidated/Succes path | L-065: Token Validation | L-050: reject disabled | L-074: a possible place for someproblem details returningwith pd service and all configred defaults for this shit | L-051: Add claims,candidate-needs-boundary-review,,no,yes,Coordinate candidate only; must be visually/semantically checked before transcript.,Coordinate candidate only; must be visually/semantically checked before transcript.
S-128,6dcec10acab3836f162365d926cd3f215897fe40,6dcec10aca,17930.948,27165.733,780.0,482.0,R03A-jwt-handler-pipeline-events,R03,P03-R03A-jwt-handler-pipeline,L-049: ontokenValidated/Succes path | L-050: reject disabled | L-074: a possible place for someproblem details returningwith pd service and all configred defaults for this shit | L-065: Token Validation | L-051: Add claims,candidate-needs-boundary-review,,no,yes,Coordinate candidate only; must be visually/semantically checked before transcript.,Coordinate candidate only; must be visually/semantically checked before transcript.
S-129,1a26a3cf7ed5f557c6a3e6ef1ec33facd576e05c,1a26a3cf7e,17933.841,27656.355,828.0,374.0,R03A-jwt-handler-pipeline-events,R03,P03-R03A-jwt-handler-pipeline,L-049: ontokenValidated/Succes path | L-050: reject disabled | L-051: Add claims | L-074: a possible place for someproblem details returningwith pd service and all configred defaults for this shit | L-065: Token Validation,candidate-needs-boundary-review,,no,yes,Coordinate candidate only; must be visually/semantically checked before transcript.,Coordinate candidate only; must be visually/semantically checked before transcript.
S-130,baa919c96b86858b562c46fce8645c4ca14ce017,baa919c96b,16940.667,27350.847,723.0,482.0,R03A-jwt-handler-pipeline-events,R03,P03-R03A-jwt-handler-pipeline,L-050: reject disabled | L-049: ontokenValidated/Succes path | L-051: Add claims | L-065: Token Validation | L-052: store request local values,candidate-needs-boundary-review,,no,yes,Coordinate candidate only; must be visually/semantically checked before transcript.,Coordinate candidate only; must be visually/semantically checked before transcript.
S-131,c92a941ae11182f393cbc671d88cd12e9cad3832,c92a941ae1,16967.638,27240.935,446.0,59.0,R03A-jwt-handler-pipeline-events,R03,P03-R03A-jwt-handler-pipeline,L-050: reject disabled | L-049: ontokenValidated/Succes path | L-051: Add claims | L-065: Token Validation | L-052: store request local values,candidate-needs-boundary-review,,no,yes,Coordinate candidate only; must be visually/semantically checked before transcript.,Coordinate candidate only; must be visually/semantically checked before transcript.
S-132,638ed42d41c52753ce41ecf92912e13f802f270d,638ed42d41,16936.304,27914.305,670.0,482.0,R03A-jwt-handler-pipeline-events,R03,P03-R03A-jwt-handler-pipeline,L-050: reject disabled | L-051: Add claims | L-049: ontokenValidated/Succes path | L-052: store request local values | L-065: Token Validation,candidate-needs-boundary-review,,no,yes,Coordinate candidate only; must be visually/semantically checked before transcript.,Coordinate candidate only; must be visually/semantically checked before transcript.
S-133,8a161515a89b2af33ca9f2c960dceeec61642380,8a161515a8,16890.252,28486.961,934.0,457.0,R03A-jwt-handler-pipeline-events,R03,P03-R03A-jwt-handler-pipeline,L-051: Add claims | L-050: reject disabled | L-052: store request local values | L-049: ontokenValidated/Succes path | L-055: SaveToken,candidate-needs-boundary-review,,no,yes,Coordinate candidate only; must be visually/semantically checked before transcript.,Coordinate candidate only; must be visually/semantically checked before transcript.
S-134,1ad00343473d5e123a7c689ff3b46ff52be233c0,1ad0034347,16896.104,29088.128,946.0,428.0,R03B-jwt-outcomes-failure-challenge-forbid,R03,P04-R03B-R04-oidc-and-outcomes-tail,L-051: Add claims | L-052: store request local values | L-050: reject disabled | L-055: SaveToken | L-049: ontokenValidated/Succes path,candidate-needs-boundary-review,,no,yes,Coordinate candidate only; must be visually/semantically checked before transcript.,Coordinate candidate only; must be visually/semantically checked before transcript.
S-135,1f0e3b18a2ba07f1f1dc6803b06a6891d2ec5b76,1f0e3b18a2,16905.522,29540.971,832.0,482.0,R03B-jwt-outcomes-failure-challenge-forbid,R03,P04-R03B-R04-oidc-and-outcomes-tail,L-052: store request local values | L-051: Add claims | L-055: SaveToken | L-050: reject disabled | L-056: OnAuthenticationFailed/FailurePath,candidate-needs-boundary-review,,no,yes,Coordinate candidate only; must be visually/semantically checked before transcript.,Coordinate candidate only; must be visually/semantically checked before transcript.
S-136,89d54def1b925eee147d06294106b59e4db5a2d5,89d54def1b,16893.27,30186.183,925.0,463.0,R03B-jwt-outcomes-failure-challenge-forbid,R03,P04-R03B-R04-oidc-and-outcomes-tail,L-052: store request local values | L-055: SaveToken | L-051: Add claims | L-056: OnAuthenticationFailed/FailurePath | L-050: reject disabled,candidate-needs-boundary-review,,no,yes,Coordinate candidate only; must be visually/semantically checked before transcript.,Coordinate candidate only; must be visually/semantically checked before transcript.
