source_id,fileId,fileId_short,x,y,width,height,initial_subregion,initial_region,combined_pass,region_decision,coverage_status,nearest_labels_for_search_only,review_note
S-110,a56a81d70b5843e28eeab250e8d8b2d9c9bec6a1,a56a81d70b,17704.932,19635.835,668.0,482.0,R03A-jwt-handler-pipeline-events,R03,P03-R03A-jwt-handler-pipeline,R03A,processed-in-r03a-v001,"L-071: HandleAuthentiicateflow | L-069: Set token manually | L-070: OnMessageReceived | L-068: Stop auth early, set result | L-067: Auth Header lookup",Included in R03A during Stage3 large combined JWT/OIDC pass after local boundary review.
S-195,09efbd4d713ddb680934986681b10070e53b9d0c,09efbd4d71,22162.866,23607.446,906.0,356.0,R03A-jwt-handler-pipeline-events,R03,P03-R03A-jwt-handler-pipeline,R03A,processed-in-r03a-v001,L-077: tokenValidatedctx | L-082: OnTokenValidated | L-078: AuthFailedContext | L-083: OnAuthenticationFailed | L-072: !!!!,Included in R03A during Stage3 large combined JWT/OIDC pass after local boundary review.
S-196,e59d1bff23d41e02bb73dba0799a7bd5c7bb839a,e59d1bff23,22153.021,25111.64,807.0,482.0,R03A-jwt-handler-pipeline-events,R03,P03-R03A-jwt-handler-pipeline,R03A,processed-in-r03a-v001,L-078: AuthFailedContext | L-072: !!!! | L-083: OnAuthenticationFailed | L-079: ChallengeContext | L-084: OnChallenge,Included in R03A during Stage3 large combined JWT/OIDC pass after local boundary review.
S-197,31980a49e20c7a863b73d50bfd9ea6bb248e1e4f,31980a49e2,21998.852,26446.183,586.0,292.0,R03A-jwt-handler-pipeline-events,R03,P03-R03A-jwt-handler-pipeline,R03A,processed-in-r03a-v001,L-079: ChallengeContext | L-080: ForbiddenCOntext | L-084: OnChallenge | L-072: !!!! | L-078: AuthFailedContext,Included in R03A during Stage3 large combined JWT/OIDC pass after local boundary review.
S-198,3fb56eed63623f366d45aad7214a723762b60221,3fb56eed63,22034.447,27826.445,511.0,301.0,R03A-jwt-handler-pipeline-events,R03,P03-R03A-jwt-handler-pipeline,R03A,processed-in-r03a-v001,L-080: ForbiddenCOntext | L-073: !!! | L-085: OnForbidden | L-079: ChallengeContext | L-084: OnChallenge,Included in R03A during Stage3 large combined JWT/OIDC pass after local boundary review.
S-199,47527e58ba66067b7a8316482ad6e17914a50ff9,47527e58ba,24453.535,27092.699,720.0,271.0,R03A-jwt-handler-pipeline-events,R03,P03-R03A-jwt-handler-pipeline,R03A,processed-in-r03a-v001,L-085: OnForbidden | L-084: OnChallenge | L-073: !!! | L-072: !!!! | L-083: OnAuthenticationFailed,Included in R03A during Stage3 large combined JWT/OIDC pass after local boundary review.
S-200,2a00df36edaef26da5221648fad52d853f591314,2a00df36ed,22007.66,28159.903,944.0,315.0,R03A-jwt-handler-pipeline-events,R03,P03-R03A-jwt-handler-pipeline,R03A,processed-in-r03a-v001,L-080: ForbiddenCOntext | L-073: !!! | L-085: OnForbidden | L-079: ChallengeContext | L-084: OnChallenge,Included in R03A during Stage3 large combined JWT/OIDC pass after local boundary review.
S-201,4a0f3665e37f64e108daf2f3706c9b6ed0cb362e,4a0f3665e3,21978.773,26763.862,1019.0,369.0,R03A-jwt-handler-pipeline-events,R03,P03-R03A-jwt-handler-pipeline,R03A,processed-in-r03a-v001,L-080: ForbiddenCOntext | L-079: ChallengeContext | L-084: OnChallenge | L-073: !!! | L-085: OnForbidden,Included in R03A during Stage3 large combined JWT/OIDC pass after local boundary review.
S-202,c55c37517bd853e165ec6ac5c0017c7ee5675e7a,c55c37517b,21955.094,27176.432,979.0,292.0,R03A-jwt-handler-pipeline-events,R03,P03-R03A-jwt-handler-pipeline,R03A,processed-in-r03a-v001,L-080: ForbiddenCOntext | L-073: !!! | L-085: OnForbidden | L-079: ChallengeContext | L-084: OnChallenge,Included in R03A during Stage3 large combined JWT/OIDC pass after local boundary review.
S-304,00cab1ef2917967cd9019f2281c489cfbbb950b0,00cab1ef29,16617.773,16800.474,894.0,482.0,R02A-cookie-core-ticketstore-refresh-signinout,R02,P02-R02-cookie-core-and-events,R03A,processed-in-r03a-v001,L-014: jwt shit | L-070: OnMessageReceived | L-071: HandleAuthentiicateflow | L-069: Set token manually | L-048: HandleAuthenticatefire messagereceived to give opportunity to set token to context,Included in R03A during Stage3 large combined JWT/OIDC pass after local boundary review.
S-305,d35795fd22e790cae3031dca146b949bf1eb07b4,d35795fd22,16604.839,17268.556,896.0,198.0,R02A-cookie-core-ticketstore-refresh-signinout,R02,P02-R02-cookie-core-and-events,R03A,processed-in-r03a-v001,L-070: OnMessageReceived | L-071: HandleAuthentiicateflow | L-014: jwt shit | L-069: Set token manually | L-048: HandleAuthenticatefire messagereceived to give opportunity to set token to context,Included in R03A during Stage3 large combined JWT/OIDC pass after local boundary review.
S-306,7d730ca8703378fccfeb967e1d937364c2b8549f,7d730ca870,16646.342,17462.696,742.0,482.0,R02A-cookie-core-ticketstore-refresh-signinout,R02,P02-R02-cookie-core-and-events,R03A,processed-in-r03a-v001,L-070: OnMessageReceived | L-071: HandleAuthentiicateflow | L-069: Set token manually | L-014: jwt shit | L-048: HandleAuthenticatefire messagereceived to give opportunity to set token to context,Included in R03A during Stage3 large combined JWT/OIDC pass after local boundary review.
S-307,cfebe9bec0104c5f5a86950aac5fe0c07da007e1,cfebe9bec0,16630.689,17943.534,781.0,357.0,R02A-cookie-core-ticketstore-refresh-signinout,R02,P02-R02-cookie-core-and-events,R03A,processed-in-r03a-v001,L-070: OnMessageReceived | L-071: HandleAuthentiicateflow | L-069: Set token manually | L-014: jwt shit | L-048: HandleAuthenticatefire messagereceived to give opportunity to set token to context,Included in R03A during Stage3 large combined JWT/OIDC pass after local boundary review.
S-308,3b8e74ae021ba6a794a6d2c8250c22a70f55acb8,3b8e74ae02,16624.154,18282.594,862.0,237.0,R03A-jwt-handler-pipeline-events,R03,P03-R03A-jwt-handler-pipeline,R03A,processed-in-r03a-v001,"L-070: OnMessageReceived | L-071: HandleAuthentiicateflow | L-069: Set token manually | L-048: HandleAuthenticatefire messagereceived to give opportunity to set token to context | L-068: Stop auth early, set result",Included in R03A during Stage3 large combined JWT/OIDC pass after local boundary review.
S-310,2893827ffd5c3562c00f213ecb32f54ca999d1f7,2893827ffd,14387.599,19131.112,1151.0,97.0,R03A-jwt-handler-pipeline-events,R03,P03-R03A-jwt-handler-pipeline,R03A,processed-in-r03a-v001,L-048: HandleAuthenticatefire messagereceived to give opportunity to set token to context | L-047: if app didnt set token in event - parse header | L-070: OnMessageReceived | L-046: setup validation params(possible signing key fetches) | L-069: Set token manually,Included in R03A during Stage3 large combined JWT/OIDC pass after local boundary review.
