source_id,image_use_id,fileId,fileId_short,x,y,x_center,y_center,width,height,nearest_labels_for_search_only,coverage_status,current_region_decision,decision_is_final,must_recheck_before_region_close,decision_basis,review_notes
S-119,IU-119,2ced60a702324c4a7d28a57a39a77cd9ff29737f,2ced60a702,1414.865,10877.397,1766.865,10937.897,704,121,L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES,unreviewed-needs-visual-boundary-review,,no,yes,Coordinates retained only. Must be reviewed visually/semantically before region assignment.,Coordinates retained only. Must be reviewed visually/semantically before region assignment.
S-120,IU-120,77905ae043ec69700fc3b16f6a5b4ec492e7e300,77905ae043,9445.497,10938.856,9850.997,11140.856,811,404,"L-051: init data caveats | L-048: PREFETCH STALETIME AND REFETCHING ON MOUNT ISSUE EVEN WITH PREFETCH QUERY | L-038: PREFETCHING/ INITIALDATA /PLACEHOLDRDATA, USEQUERYCLIENT",processed-in-r07-v004,R07,yes-for-r07-v004-boundary,no-for-r07-v004,Confirmed in R07 v004 boundary correction.,Confirmed in R07 v004 boundary correction.
S-121,IU-121,70259fd00dac47caaf1dee15cda4acf36a905e87,70259fd00d,3127.73,11026.709,3503.73,11267.709,752,482,L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES,unreviewed-needs-visual-boundary-review,,no,yes,Coordinates retained only. Must be reviewed visually/semantically before region assignment.,Coordinates retained only. Must be reviewed visually/semantically before region assignment.
S-122,IU-122,c74a0b5ca9807854bf772a5f5b4a8989039e4680,c74a0b5ca9,1395.502,11047.217,1810.502,11288.217,830,482,L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES,unreviewed-needs-visual-boundary-review,,no,yes,Coordinates retained only. Must be reviewed visually/semantically before region assignment.,Coordinates retained only. Must be reviewed visually/semantically before region assignment.
S-123,IU-123,89aca4f37a278a813e0eb7686b564e8ae54550a2,89aca4f37a,11718.502,11147.546,12048.002,11362.046,659,429,L-043: QUERY FILTERS | L-044: METHODS OF QC | L-041: QUERYCLIENT,processed-in-r08a-v001,R08A,yes-for-r08a-v001-boundary,no-for-r08a-v001,Included in R08A v001 after local boundary review: QueryClient / QueryFilters / core methods.,Included in R08A v001 after local boundary review: QueryClient / QueryFilters / core methods.
S-124,IU-124,4f1b873c4979ca54503a086b4046ba261ef50225,4f1b873c49,10541.653,11173.512,11031.653,11366.512,980,386,L-041: QUERYCLIENT | L-043: QUERY FILTERS | L-044: METHODS OF QC,processed-in-r08a-v001,R08A,yes-for-r08a-v001-boundary,no-for-r08a-v001,Included in R08A v001 after local boundary review: QueryClient / QueryFilters / core methods.,Included in R08A v001 after local boundary review: QueryClient / QueryFilters / core methods.
S-125,IU-125,730d9b1236636fa508be450b3c1019b5e8eee74c,730d9b1236,12525.751,11211.192,12960.751,11308.692,870,195,L-044: METHODS OF QC | L-046: get queries | L-043: QUERY FILTERS,processed-in-r08a-v001,R08A,yes-for-r08a-v001-boundary,no-for-r08a-v001,Included in R08A v001 after local boundary review: QueryClient / QueryFilters / core methods.,Included in R08A v001 after local boundary review: QueryClient / QueryFilters / core methods.
S-126,IU-126,68f33d5ec1c54be39e79037ff436bb7ef2b00708,68f33d5ec1,4644.592,11213.333,5110.092,11417.333,931,408,"L-045: COMBINE | L-039: use queries dependant queries | L-049: SERIAL EXECUTION, GETTING DATA FOR ONE QUERY THEN FOR ANOTHER",processed-in-r06-v002,R06,yes-for-r06-v002-boundary,no-for-r06-v002,Confirmed in R06 v002 boundary correction.,Confirmed in R06 v002 boundary correction.
S-127,IU-127,78a5bec30e53c01bb96164eb9e0f0db396469148,78a5bec30e,15928.037,11216.646,16375.537,11435.146,895,437,L-042: QC OUTSIDE REACT | L-040: setqueriesdata olddatashape | L-050: may try to design some abstractions that will ensure that some keys have some specific form,processed-in-r08c-v001,R08C,yes-for-r08c-v001-boundary,no-for-r08c-v001,Included in R08C v001 after local boundary review: QueryClient outside React / setQueriesData shape discipline.,Included in R08C v001 after local boundary review: QueryClient outside React / setQueriesData shape discipline.
S-128,IU-128,664984d1b2c79866c5225a3ff0a4f1ecb1cc2de3,664984d1b2,6002.83,11264.057,6346.83,11505.057,688,482,"L-049: SERIAL EXECUTION, GETTING DATA FOR ONE QUERY THEN FOR ANOTHER | L-047: NOT PARALLEL | L-039: use queries dependant queries",processed-in-r06-v002,R06,yes-for-r06-v002-boundary,no-for-r06-v002,Confirmed in R06 v002 boundary correction.,Confirmed in R06 v002 boundary correction.
S-129,IU-129,fc2d174df67e1b579d29fa9243bc9f89ecdc3b25,fc2d174df6,13887.652,11356.605,14315.652,11565.105,856,417,L-046: get queries | L-053: refetch type VS filters type of invalidate queries | L-042: QC OUTSIDE REACT,processed-in-r08b-v001,R08B,yes-for-r08b-v001-boundary,no-for-r08b-v001,Included in R08B v001 after local boundary review: refetch / cancel options / cache helpers.,Included in R08B v001 after local boundary review: refetch / cancel options / cache helpers.
S-130,IU-130,d4b221fae1a1d6947f91e8b790375c4f718266bf,d4b221fae1,7023.862,11381.835,7455.862,11622.835,864,482,"L-049: SERIAL EXECUTION, GETTING DATA FOR ONE QUERY THEN FOR ANOTHER | L-047: NOT PARALLEL | L-054: PROMISE.ALL, SHARE LIFECTCLE FETCHING , REFETCHING AND ERRORING",processed-in-r06-v002,R06,yes-for-r06-v002-boundary,no-for-r06-v002,Confirmed in R06 v002 boundary correction.,Confirmed in R06 v002 boundary correction.
S-131,IU-131,436c717cfb34564f8161400b86c6cd70df948e55,436c717cfb,9451.257,11399.925,9814.257,11640.925,726,482,L-051: init data caveats | L-048: PREFETCH STALETIME AND REFETCHING ON MOUNT ISSUE EVEN WITH PREFETCH QUERY | L-055: !!! can prefetch and then fetch again because of default stale time,processed-in-r07-v004,R07,yes-for-r07-v004-boundary,no-for-r07-v004,Confirmed in R07 v004 boundary correction.,Confirmed in R07 v004 boundary correction.
S-132,IU-132,3d2af35386f5a1702b6e11ea1683581f82b05961,3d2af35386,8200.893,11404.628,8677.893,11625.628,954,442,L-048: PREFETCH STALETIME AND REFETCHING ON MOUNT ISSUE EVEN WITH PREFETCH QUERY | L-051: init data caveats | L-052: DOES PREFETCH STALETIME BELONGS TO BOTH PREFETCH AND NORMAL QUEY?,processed-in-r07-v004,R07,yes-for-r07-v004-boundary,no-for-r07-v004,Already R07 prefetch/fetchQuery road; explicitly checked and excluded from R06.,Already R07 prefetch/fetchQuery road; explicitly checked and excluded from R06.
S-133,IU-133,0a41cac8a593c33ae6b78778a1f71f604fa2e754,0a41cac8a5,18670.584,11427.712,19143.084,11650.212,945,445,L-050: may try to design some abstractions that will ensure that some keys have some specific form | L-040: setqueriesdata olddatashape | L-042: QC OUTSIDE REACT,processed-in-r08c-v001,R08C,yes-for-r08c-v001-boundary,no-for-r08c-v001,Included in R08C v001 after local boundary review: QueryClient outside React / setQueriesData shape discipline.,Included in R08C v001 after local boundary review: QueryClient outside React / setQueriesData shape discipline.
S-134,IU-134,30bdec469536a1c510c677d2182c6f9661def337,30bdec4695,12517.628,11435.105,12983.628,11667.105,932,464,L-044: METHODS OF QC | L-046: get queries | L-053: refetch type VS filters type of invalidate queries,processed-in-r08b-v001,R08B,yes-for-r08b-v001-boundary,no-for-r08b-v001,Included in R08B v001 after local boundary review: refetch / cancel options / cache helpers.,Included in R08B v001 after local boundary review: refetch / cancel options / cache helpers.
S-135,IU-135,471c964d3b7c3d8ea35d5cc96d9bf177d00e3148,471c964d3b,17930.932,11464.957,18261.932,11696.457,662,463,L-050: may try to design some abstractions that will ensure that some keys have some specific form | L-040: setqueriesdata olddatashape | L-042: QC OUTSIDE REACT,processed-in-r08c-v001,R08C,yes-for-r08c-v001-boundary,no-for-r08c-v001,Included in R08C v001 after local boundary review: QueryClient outside React / setQueriesData shape discipline.,Included in R08C v001 after local boundary review: QueryClient outside React / setQueriesData shape discipline.
S-136,IU-136,90f673f1e852e151765e4686ac1250ca82fbb7cb,90f673f1e8,1372.484,11483.302,1814.484,11699.802,884,433,L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES,unreviewed-needs-visual-boundary-review,,no,yes,Coordinates retained only. Must be reviewed visually/semantically before region assignment.,Coordinates retained only. Must be reviewed visually/semantically before region assignment.
S-137,IU-137,cf6de009a383a3e090c6d53917a88f728123285c,cf6de009a3,3147.849,11541.365,3543.849,11727.865,792,373,L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES,unreviewed-needs-visual-boundary-review,,no,yes,Coordinates retained only. Must be reviewed visually/semantically before region assignment.,Coordinates retained only. Must be reviewed visually/semantically before region assignment.
S-138,IU-138,01111ee2eb6983f9c642f1dabc37362759a76a4a,01111ee2eb,10535.335,11581.588,10969.835,11684.088,869,205,L-041: QUERYCLIENT | L-043: QUERY FILTERS | L-044: METHODS OF QC,processed-in-r08a-v001,R08A,yes-for-r08a-v001-boundary,no-for-r08a-v001,Included in R08A v001 after local boundary review: QueryClient / QueryFilters / core methods.,Included in R08A v001 after local boundary review: QueryClient / QueryFilters / core methods.
S-139,IU-139,c3f45a9f792f10ca1d8a925a917dd5c7d259f5f9,c3f45a9f79,11644.558,11591.343,12043.558,11818.343,798,454,L-043: QUERY FILTERS | L-044: METHODS OF QC | L-041: QUERYCLIENT,processed-in-r08a-v001,R08A,yes-for-r08a-v001-boundary,no-for-r08a-v001,Included in R08A v001 after local boundary review: QueryClient / QueryFilters / core methods.,Included in R08A v001 after local boundary review: QueryClient / QueryFilters / core methods.
S-140,IU-140,52ce7625acb50ad6840d6a9b2f41595f00a46554,52ce7625ac,4717.282,11646.951,5106.282,11784.951,778,276,"L-045: COMBINE | L-039: use queries dependant queries | L-049: SERIAL EXECUTION, GETTING DATA FOR ONE QUERY THEN FOR ANOTHER",processed-in-r06-v002,R06,yes-for-r06-v002-boundary,no-for-r06-v002,Confirmed in R06 v002 boundary correction.,Confirmed in R06 v002 boundary correction.
S-141,IU-141,d9130874341bb277d6adf65e5d6066f76b62ff81,d913087434,15940.512,11685.769,16307.512,11926.769,734,482,L-042: QC OUTSIDE REACT | L-050: may try to design some abstractions that will ensure that some keys have some specific form | L-040: setqueriesdata olddatashape,processed-in-r08c-v001,R08C,yes-for-r08c-v001-boundary,no-for-r08c-v001,Included in R08C v001 after local boundary review: QueryClient outside React / setQueriesData shape discipline.,Included in R08C v001 after local boundary review: QueryClient outside React / setQueriesData shape discipline.
S-142,IU-142,6c191bae1e413859073e73e8089098e4c32bbce0,6c191bae1e,5998.287,11750.872,6395.287,11991.872,794,482,"L-049: SERIAL EXECUTION, GETTING DATA FOR ONE QUERY THEN FOR ANOTHER | L-047: NOT PARALLEL | L-054: PROMISE.ALL, SHARE LIFECTCLE FETCHING , REFETCHING AND ERRORING",processed-in-r06-v002,R06,yes-for-r06-v002-boundary,no-for-r06-v002,Confirmed in R06 v002 boundary correction.,Confirmed in R06 v002 boundary correction.
S-143,IU-143,81cc0883baca9123aefb45c4cb1deff7c94b8f3f,81cc0883ba,13895.652,11804.938,14315.652,11946.438,840,283,L-053: refetch type VS filters type of invalidate queries | L-046: get queries | L-042: QC OUTSIDE REACT,processed-in-r08b-v001,R08B,yes-for-r08b-v001-boundary,no-for-r08b-v001,Included in R08B v001 after local boundary review: refetch / cancel options / cache helpers.,Included in R08B v001 after local boundary review: refetch / cancel options / cache helpers.
S-144,IU-144,a6832a1bc1a498b8a99d68ff735027388e2ed063,a6832a1bc1,10541.486,11811.118,11004.986,11987.118,927,352,L-041: QUERYCLIENT | L-043: QUERY FILTERS | L-044: METHODS OF QC,processed-in-r08a-v001,R08A,yes-for-r08a-v001-boundary,no-for-r08a-v001,Included in R08A v001 after local boundary review: QueryClient / QueryFilters / core methods.,Included in R08A v001 after local boundary review: QueryClient / QueryFilters / core methods.
S-145,IU-145,bfef41b217b695abef8abf400f15d935d4a71874,bfef41b217,7024.954,11878.324,7411.954,12020.324,774,284,"L-049: SERIAL EXECUTION, GETTING DATA FOR ONE QUERY THEN FOR ANOTHER | L-047: NOT PARALLEL | L-054: PROMISE.ALL, SHARE LIFECTCLE FETCHING , REFETCHING AND ERRORING",processed-in-r06-v002,R06,yes-for-r06-v002-boundary,no-for-r06-v002,Confirmed in R06 v002 boundary correction.,Confirmed in R06 v002 boundary correction.
S-146,IU-146,5ee57573106cb4ddaf5d43e12b943cfb0982dee2,5ee5757310,8190.965,11887.63,8671.965,11989.63,962,204,L-052: DOES PREFETCH STALETIME BELONGS TO BOTH PREFETCH AND NORMAL QUEY? | L-051: init data caveats | L-048: PREFETCH STALETIME AND REFETCHING ON MOUNT ISSUE EVEN WITH PREFETCH QUERY,processed-in-r07-v004,R07,yes-for-r07-v004-boundary,no-for-r07-v004,Already R07 prefetch/fetchQuery road; explicitly checked and excluded from R06.,Already R07 prefetch/fetchQuery road; explicitly checked and excluded from R06.
S-147,IU-147,8578a757ff7f438004efb1bf27b02bdc9a15bd5f,8578a757ff,12515.539,11908.917,12960.539,12149.917,890,482,L-053: refetch type VS filters type of invalidate queries | L-044: METHODS OF QC | L-046: get queries,processed-in-r08b-v001,R08B,yes-for-r08b-v001-boundary,no-for-r08b-v001,Included in R08B v001 after local boundary review: refetch / cancel options / cache helpers.,Included in R08B v001 after local boundary review: refetch / cancel options / cache helpers.
S-148,IU-148,ade73b8922709b3bfcd2f5ce0f49ff8f3a2ab1e0,ade73b8922,1367.103,11952.04,1782.103,12075.04,830,246,L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES,unreviewed-needs-visual-boundary-review,,no,yes,Coordinates retained only. Must be reviewed visually/semantically before region assignment.,Coordinates retained only. Must be reviewed visually/semantically before region assignment.
S-149,IU-149,8c5f325354d41e4998f90b1b93ed59179f3b0312,8c5f325354,17949.093,11959.316,18217.093,12190.816,536,463,L-050: may try to design some abstractions that will ensure that some keys have some specific form | L-040: setqueriesdata olddatashape | L-042: QC OUTSIDE REACT,processed-in-r08c-v001,R08C,yes-for-r08c-v001-boundary,no-for-r08c-v001,Included in R08C v001 after local boundary review: QueryClient outside React / setQueriesData shape discipline.,Included in R08C v001 after local boundary review: QueryClient outside React / setQueriesData shape discipline.
S-150,IU-150,3071e8a02cc04934de4b77ca2a0bf98d8f57cf94,3071e8a02c,4712.545,11966.652,5127.045,12207.652,829,482,"L-045: COMBINE | L-039: use queries dependant queries | L-054: PROMISE.ALL, SHARE LIFECTCLE FETCHING , REFETCHING AND ERRORING",processed-in-r06-v002,R06,yes-for-r06-v002-boundary,no-for-r06-v002,Confirmed in R06 v002 boundary correction.,Confirmed in R06 v002 boundary correction.
S-151,IU-151,3b50c6200c393709ce4a1fe6fb2b68a6b5280bb7,3b50c6200c,11624.18,12055.705,12006.68,12296.705,765,482,L-043: QUERY FILTERS | L-044: METHODS OF QC | L-053: refetch type VS filters type of invalidate queries,processed-in-r08a-v001,R08A,yes-for-r08a-v001-boundary,no-for-r08a-v001,Included in R08A v001 after local boundary review: QueryClient / QueryFilters / core methods.,Included in R08A v001 after local boundary review: QueryClient / QueryFilters / core methods.
S-152,IU-152,b67831fde6547da53dc9ec4b894607f6db24c9ce,b67831fde6,9446.917,12092.188,9866.417,12305.188,839,426,L-051: init data caveats | L-055: !!! can prefetch and then fetch again because of default stale time | L-056: fetchquery ensurequerydata,processed-in-r07-v004,R07,yes-for-r07-v004-boundary,no-for-r07-v004,Confirmed in R07 v004 boundary correction.,Confirmed in R07 v004 boundary correction.
S-153,IU-153,b9490025be1b8ce5b9a83f1694bb57a961c0d982,b9490025be,13878.286,12111.949,14248.786,12352.949,741,482,L-053: refetch type VS filters type of invalidate queries | L-046: get queries | L-057: CANCELQUERIES IN OPTIMISTIC UPDATES PATTERN,processed-in-r08b-v001,R08B,yes-for-r08b-v001-boundary,no-for-r08b-v001,Included in R08B v001 after local boundary review: refetch / cancel options / cache helpers.,Included in R08B v001 after local boundary review: refetch / cancel options / cache helpers.
S-154,IU-154,32c48060b899984deade83d96a6b61ae6b805ee2,32c48060b8,10534.517,12168.527,10988.017,12398.027,907,459,L-041: QUERYCLIENT | L-043: QUERY FILTERS | L-044: METHODS OF QC,processed-in-r08a-v001,R08A,yes-for-r08a-v001-boundary,no-for-r08a-v001,Included in R08A v001 after local boundary review: QueryClient / QueryFilters / core methods.,Included in R08A v001 after local boundary review: QueryClient / QueryFilters / core methods.
S-155,IU-155,7580b14f8cd07d35d9cad283aa0a24148fee84e1,7580b14f8c,15926.153,12176.61,16372.653,12408.61,893,464,L-042: QC OUTSIDE REACT | L-050: may try to design some abstractions that will ensure that some keys have some specific form | L-040: setqueriesdata olddatashape,processed-in-r08c-v001,R08C,yes-for-r08c-v001-boundary,no-for-r08c-v001,Included in R08C v001 after local boundary review: QueryClient outside React / setQueriesData shape discipline.,Included in R08C v001 after local boundary review: QueryClient outside React / setQueriesData shape discipline.
S-156,IU-156,8f1063ec18d5640fe8c562cdb06912034d706890,8f1063ec18,1365.522,12209.121,1725.022,12450.121,719,482,L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES,unreviewed-needs-visual-boundary-review,,no,yes,Coordinates retained only. Must be reviewed visually/semantically before region assignment.,Coordinates retained only. Must be reviewed visually/semantically before region assignment.
S-157,IU-157,7897e4ffa916eaecdba32af9ca264279e5b3ece9,7897e4ffa9,7048.454,12266.991,7515.954,12482.991,935,432,"L-054: PROMISE.ALL, SHARE LIFECTCLE FETCHING , REFETCHING AND ERRORING | L-049: SERIAL EXECUTION, GETTING DATA FOR ONE QUERY THEN FOR ANOTHER | L-047: NOT PARALLEL",processed-in-r06-v002,R06,yes-for-r06-v002-boundary,no-for-r06-v002,Confirmed in R06 v002 boundary correction.,Confirmed in R06 v002 boundary correction.
S-158,IU-158,d4dd4f4a1eee29834162e04dcd7865db04c2121d,d4dd4f4a1e,12480.873,12408.745,12937.873,12584.745,914,352,L-053: refetch type VS filters type of invalidate queries | L-058: CANCELOPTIONS | L-044: METHODS OF QC,processed-in-r08a-v001,R08A,yes-for-r08a-v001-boundary,no-for-r08a-v001,Included in R08A v001 after local boundary review: QueryClient / QueryFilters / core methods.,Included in R08A v001 after local boundary review: QueryClient / QueryFilters / core methods.
S-159,IU-159,36f2dd3bd7b35340bc3977aa219643a0a276bb35,36f2dd3bd7,4717.568,12420.332,5140.568,12617.332,846,394,"L-045: COMBINE | L-054: PROMISE.ALL, SHARE LIFECTCLE FETCHING , REFETCHING AND ERRORING | L-039: use queries dependant queries",processed-in-r06-v002,R06,yes-for-r06-v002-boundary,no-for-r06-v002,Confirmed in R06 v002 boundary correction.,Confirmed in R06 v002 boundary correction.
S-160,IU-160,57e5d6a5304085082db78780025d60fb0a2d18f1,57e5d6a530,17913.838,12447.521,18265.338,12679.021,703,463,L-050: may try to design some abstractions that will ensure that some keys have some specific form | L-040: setqueriesdata olddatashape | L-042: QC OUTSIDE REACT,processed-in-r08c-v001,R08C,yes-for-r08c-v001-boundary,no-for-r08c-v001,Included in R08C v001 after local boundary review: QueryClient outside React / setQueriesData shape discipline.,Included in R08C v001 after local boundary review: QueryClient outside React / setQueriesData shape discipline.
S-161,IU-161,53f93b6919ebfd508639918d202ea0cd45c7f1fc,53f93b6919,11623.094,12532.713,12009.594,12658.713,773,252,L-043: QUERY FILTERS | L-044: METHODS OF QC | L-053: refetch type VS filters type of invalidate queries,processed-in-r08a-v001,R08A,yes-for-r08a-v001-boundary,no-for-r08a-v001,Included in R08A v001 after local boundary review: QueryClient / QueryFilters / core methods.,Included in R08A v001 after local boundary review: QueryClient / QueryFilters / core methods.
S-162,IU-162,7ad643e9477079f1ab69fc034fc26521c89b85e2,7ad643e947,8207.877,12549.893,8674.877,12747.393,934,395,L-055: !!! can prefetch and then fetch again because of default stale time | L-052: DOES PREFETCH STALETIME BELONGS TO BOTH PREFETCH AND NORMAL QUEY? | L-056: fetchquery ensurequerydata,processed-in-r07-v004,R07,yes-for-r07-v004-boundary,no-for-r07-v004,Already R07 prefetch/fetchQuery road; explicitly checked and excluded from R06.,Already R07 prefetch/fetchQuery road; explicitly checked and excluded from R06.
S-163,IU-163,df3c1dacf60abb6757f8ade1b3eed1a047a06738,df3c1dacf6,9455.155,12591.934,9881.655,12716.934,853,250,L-051: init data caveats | L-056: fetchquery ensurequerydata | L-055: !!! can prefetch and then fetch again because of default stale time,processed-in-r07-v004,R07,yes-for-r07-v004-boundary,no-for-r07-v004,Confirmed in R07 v004 boundary correction.,Confirmed in R07 v004 boundary correction.
S-164,IU-164,f514209027bfcbd52229038cc8eeb98f2c5b54f1,f514209027,10523.619,12647.224,11001.619,12887.724,956,481,L-041: QUERYCLIENT | L-043: QUERY FILTERS | L-044: METHODS OF QC,processed-in-r08a-v001,R08A,yes-for-r08a-v001-boundary,no-for-r08a-v001,Included in R08A v001 after local boundary review: QueryClient / QueryFilters / core methods.,Included in R08A v001 after local boundary review: QueryClient / QueryFilters / core methods.
S-165,IU-165,58affaa7df3b32bcb0cb8c32c26cd89d53fb81ec,58affaa7df,7040.287,12716.658,7477.287,12845.658,874,258,"L-054: PROMISE.ALL, SHARE LIFECTCLE FETCHING , REFETCHING AND ERRORING | L-049: SERIAL EXECUTION, GETTING DATA FOR ONE QUERY THEN FOR ANOTHER | L-047: NOT PARALLEL",processed-in-r06-v002,R06,yes-for-r06-v002-boundary,no-for-r06-v002,Confirmed in R06 v002 boundary correction.,Confirmed in R06 v002 boundary correction.
S-166,IU-166,9b8c6d0493f1395a6c4c782219e394372cf263ec,9b8c6d0493,1338.746,12720.278,1799.246,12930.278,921,420,L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES,unreviewed-needs-visual-boundary-review,,no,yes,Coordinates retained only. Must be reviewed visually/semantically before region assignment.,Coordinates retained only. Must be reviewed visually/semantically before region assignment.
S-167,IU-167,4fc2178dcab23866de774968ceb7a49f11fc7c8d,4fc2178dca,12503.705,12749.741,12927.705,12936.741,848,374,L-053: refetch type VS filters type of invalidate queries | L-058: CANCELOPTIONS | L-061: JUST SET SILENT ABD REVERT TRUE ALWAYS,processed-in-r08b-v001,R08B,yes-for-r08b-v001-boundary,no-for-r08b-v001,Included in R08B v001 after local boundary review: refetch / cancel options / cache helpers.,Included in R08B v001 after local boundary review: refetch / cancel options / cache helpers.
S-168,IU-168,2702832cda871ceecbc4a503bdaff8a90501496d,2702832cda,11609.743,12815.509,11973.243,12997.009,727,363,L-053: refetch type VS filters type of invalidate queries | L-043: QUERY FILTERS | L-058: CANCELOPTIONS,processed-in-r08a-v001,R08A,yes-for-r08a-v001-boundary,no-for-r08a-v001,Included in R08A v001 after local boundary review: QueryClient / QueryFilters / core methods.,Included in R08A v001 after local boundary review: QueryClient / QueryFilters / core methods.
S-169,IU-169,4a083521f34e4026319c6c792ff7c061311acff8,4a083521f3,13834.559,12852.76,14213.559,13093.76,758,482,L-053: refetch type VS filters type of invalidate queries | L-057: CANCELQUERIES IN OPTIMISTIC UPDATES PATTERN | L-058: CANCELOPTIONS,processed-in-r08b-v001,R08B,yes-for-r08b-v001-boundary,no-for-r08b-v001,Included in R08B v001 after local boundary review: refetch / cancel options / cache helpers.,Included in R08B v001 after local boundary review: refetch / cancel options / cache helpers.
S-170,IU-170,eb754a7f2d791caf87107a113f28c1d52107e01d,eb754a7f2d,17833.842,12931.662,18249.842,13123.162,832,383,L-050: may try to design some abstractions that will ensure that some keys have some specific form | L-040: setqueriesdata olddatashape | L-042: QC OUTSIDE REACT,processed-in-r08c-v001,R08C,yes-for-r08c-v001-boundary,no-for-r08c-v001,Included in R08C v001 after local boundary review: QueryClient outside React / setQueriesData shape discipline.,Included in R08C v001 after local boundary review: QueryClient outside React / setQueriesData shape discipline.
S-171,IU-171,54c1e18a5f6656e5ea310132a2f26206a12effae,54c1e18a5f,8207.927,12967.165,8663.927,13168.165,912,402,L-055: !!! can prefetch and then fetch again because of default stale time | L-056: fetchquery ensurequerydata | L-052: DOES PREFETCH STALETIME BELONGS TO BOTH PREFETCH AND NORMAL QUEY?,processed-in-r07-v004,R07,yes-for-r07-v004-boundary,no-for-r07-v004,Already R07 prefetch/fetchQuery road; explicitly checked and excluded from R06.,Already R07 prefetch/fetchQuery road; explicitly checked and excluded from R06.
S-172,IU-172,4014246e26977a9a3e070c78a6ec96050a023fec,4014246e26,9386.146,12978.824,9813.646,13219.824,855,482,L-056: fetchquery ensurequerydata | L-055: !!! can prefetch and then fetch again because of default stale time | L-051: init data caveats,processed-in-r07-v004,R07,yes-for-r07-v004-boundary,no-for-r07-v004,Confirmed in R07 v004 boundary correction.,Confirmed in R07 v004 boundary correction.
S-173,IU-173,8840240941d4a6daf52ee77f1487ebee261bb661,8840240941,10528.271,13142.572,10950.771,13383.572,845,482,L-067: RESUMEPAUSED MUTATIONS | L-041: QUERYCLIENT | L-043: QUERY FILTERS,processed-in-r08a-v001,R08A,yes-for-r08a-v001-boundary,no-for-r08a-v001,Included in R08A v001 after local boundary review: QueryClient / QueryFilters / core methods.,Included in R08A v001 after local boundary review: QueryClient / QueryFilters / core methods.
S-174,IU-174,cc89bc8d714872bf50bbf8f15b24446bab02cc1a,cc89bc8d71,1326.269,13143.659,1672.769,13270.659,693,254,L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES,unreviewed-needs-visual-boundary-review,,no,yes,Coordinates retained only. Must be reviewed visually/semantically before region assignment.,Coordinates retained only. Must be reviewed visually/semantically before region assignment.
S-175,IU-175,71e000a8c4950c8cd015b6d4501b337e4f6c31f2,71e000a8c4,12488.038,13188.659,12917.538,13337.159,859,297,L-058: CANCELOPTIONS | L-053: refetch type VS filters type of invalidate queries | L-061: JUST SET SILENT ABD REVERT TRUE ALWAYS,processed-in-r08b-v001,R08B,yes-for-r08b-v001-boundary,no-for-r08b-v001,Included in R08B v001 after local boundary review: refetch / cancel options / cache helpers.,Included in R08B v001 after local boundary review: refetch / cancel options / cache helpers.
S-176,IU-176,f7fe899443759e8117d9900daa8a1e62c397bc0e,f7fe899443,7071.399,13210.528,7397.399,13418.028,652,415,L-065: REMOVEQUERIES RESETQUERIES | L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE,processed-in-r06-v002,R06,yes-for-r06-v002-boundary,no-for-r06-v002,Included in R06 v002 after combined correction; Promise.all query composition continuation.,Included in R06 v002 after combined correction; Promise.all query composition continuation.
