source_id,image_use_id,region_id,region_name,fileId,fileId_short,x,y,x_pct,y_pct,width,height,rotation,nearest_label_ids,nearest_labels,transcription_status,opened_read,confidence,suggested_region_file
S-102,IU-102,R04,Staleness / refetch / cache lifetime / rerenders,03697f7b6d9df924a993630f8885a198d0c6f59f,03697f7b6d,8999.614080390675,9120.858723250809,45.86,19.14,919.0,449.0,0.0,"L-027,L-035,L-032",L-027: so if staletime has passed or if we marked as stale with invalidate queries or if we didnt set staletime - by default... | L-035: refetch interval | L-032: removing cache that is not being used not active queries gctime,not-transcribed,no,high,regions/R04-staleness-refetch-cache-lifetime-rerenders.md
S-103,IU-103,R04,Staleness / refetch / cache lifetime / rerenders,4e59a80541ebcb31b6cdd367894655b463887d04,4e59a80541,11374.338532892656,9202.640184511052,57.96,19.31,930.0,437.0,0.0,"L-033,L-026,L-029",L-033: when refetch can happen with STATIC refetchontrigger: always vs staletime:static | L-026: when a query can become stale stale time vs invalidat queires staletime STATIC | L-029: so no error thrown bu without auto retry on mount,not-transcribed,no,high,regions/R04-staleness-refetch-cache-lifetime-rerenders.md
S-104,IU-104,R04,Staleness / refetch / cache lifetime / rerenders,50eadf70dfbe892da6b9f6790fac1d87500a5a51,50eadf70df,12777.960235397186,9232.895034923058,65.11,19.37,689.0,482.0,0.0,"L-033,L-029,L-026",L-033: when refetch can happen with STATIC refetchontrigger: always vs staletime:static | L-029: so no error thrown bu without auto retry on mount | L-026: when a query can become stale stale time vs invalidat queires staletime STATIC,not-transcribed,no,high,regions/R04-staleness-refetch-cache-lifetime-rerenders.md
S-105,IU-105,R04,Staleness / refetch / cache lifetime / rerenders,dc0361e5335279269e83c947761041f175b74bd7,dc0361e533,5136.731519670015,9236.380582771104,26.17,19.38,913.0,228.0,0.0,"L-030,L-035,L-024","L-030: structural  sharing, use from query only the data that will cause rerender on change  acts just like a store | L-035: refetch interval | L-024: if after some manipulations the data that is used by so,e component from query has changed - then observer notifies r...",not-transcribed,no,high,regions/R04-staleness-refetch-cache-lifetime-rerenders.md
S-106,IU-106,R05,Pagination / InfiniteQuery / keepPreviousData side area,fc61dcb8e634d87341a07d92980e63b5ce8407ac,fc61dcb8e6,3042.126488381129,9384.198251799457,15.5,19.69,927.0,298.0,0.0,"L-036,L-028,L-034",L-036: INFINITEQUERY | L-028: PAGINATION | L-034: INFINITESCROLL OPTIONS  WHAT DOES USEINFINITEQUERY RETURNS  HOW GETNEXTPAGEPARAM WORKS  HOW DOES IT COMPUTES HASNEXTPAGE,not-transcribed,no,high,regions/R05-pagination-infinitequery-keeppreviousdata-side-area.md
S-107,IU-107,R04,Staleness / refetch / cache lifetime / rerenders,180be1e245c61db85a4cb14a789da9fce4aaa0a1,180be1e245,7489.484506629204,9417.34292095821,38.16,19.76,910.0,390.0,0.0,"L-035,L-032,L-025",L-035: refetch interval | L-032: removing cache that is not being used not active queries gctime | L-025: Refetch triggers,not-transcribed,no,high,regions/R04-staleness-refetch-cache-lifetime-rerenders.md
S-108,IU-108,R05,Pagination / InfiniteQuery / keepPreviousData side area,728900c57352441348a30ead3d6933a7e3457822,728900c573,137.8754891505887,9420.949427053834,0.7,19.76,858.0,412.0,0.0,"L-037,L-034,L-031",L-037: !!! | L-034: INFINITESCROLL OPTIONS  WHAT DOES USEINFINITEQUERY RETURNS  HOW GETNEXTPAGEPARAM WORKS  HOW DOES IT COMPUTES HASNEXTPAGE | L-031: usetransition vs placeholderdata:keeppreviousdata,not-transcribed,no,high,regions/R05-pagination-infinitequery-keeppreviousdata-side-area.md
S-109,IU-109,UNASSIGNED,Unassigned / outside current Stage 1 regions,39e62ae511efa47ffbce53be931d4fde2f068004,39e62ae511,9033.526686766234,9580.73181662878,46.03,20.1,408.0,201.0,0.0,"L-065,L-074",L-065: REMOVEQUERIES RESETQUERIES | L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE,not-transcribed,no,medium,
S-110,IU-110,UNASSIGNED,Unassigned / outside current Stage 1 regions,96bd41a4854238b5dfdbc214a99f187a94b2de31,96bd41a485,11373.687054732143,9617.882516275968,57.95,20.18,941.0,375.0,0.0,"L-065,L-074",L-065: REMOVEQUERIES RESETQUERIES | L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE,not-transcribed,no,medium,
S-111,IU-111,R05,Pagination / InfiniteQuery / keepPreviousData side area,b643ae1bee759a5d7a5ce82de29b059fc564ba00,b643ae1bee,1479.959827527333,9650.015839515676,7.54,20.25,762.0,311.0,0.0,"L-034,L-036,L-037",L-034: INFINITESCROLL OPTIONS  WHAT DOES USEINFINITEQUERY RETURNS  HOW GETNEXTPAGEPARAM WORKS  HOW DOES IT COMPUTES HASNEXTPAGE | L-036: INFINITEQUERY | L-037: !!!,not-transcribed,no,high,regions/R05-pagination-infinitequery-keeppreviousdata-side-area.md
S-112,IU-112,R05,Pagination / InfiniteQuery / keepPreviousData side area,41cc77d4c328de94133c00f92b8cf617bf3dc8ac,41cc77d4c3,3069.9924394269965,9707.59742172133,15.64,20.37,840.0,482.0,0.0,"L-036,L-034,L-028",L-036: INFINITEQUERY | L-034: INFINITESCROLL OPTIONS  WHAT DOES USEINFINITEQUERY RETURNS  HOW GETNEXTPAGEPARAM WORKS  HOW DOES IT COMPUTES HASNEXTPAGE | L-028: PAGINATION,not-transcribed,no,high,regions/R05-pagination-infinitequery-keeppreviousdata-side-area.md
S-113,IU-113,UNASSIGNED,Unassigned / outside current Stage 1 regions,2bc6c3c45878e7462b8a01153fb78c96f670394f,2bc6c3c458,7487.484506629204,9843.954167703008,38.15,20.65,954.0,479.0,0.0,"L-065,L-074",L-065: REMOVEQUERIES RESETQUERIES | L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE,not-transcribed,no,medium,
S-114,IU-114,UNASSIGNED,Unassigned / outside current Stage 1 regions,38adfee5552c65bb099bf1088cd87a6e0bd6eb80,38adfee555,1455.0551818800104,10032.20632587868,7.41,21.05,936.0,299.0,0.0,"L-074,L-065",L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES,not-transcribed,no,medium,
S-115,IU-115,UNASSIGNED,Unassigned / outside current Stage 1 regions,1f0e98522eef50495c27ab667ea57244a51097f3,1f0e98522e,3068.4044831727933,10263.364735360645,15.63,21.53,902.0,329.0,0.0,"L-074,L-065",L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES,not-transcribed,no,medium,
S-116,IU-116,UNASSIGNED,Unassigned / outside current Stage 1 regions,69bfa97f82e20f5bb984dfd9035d3b44ec64960e,69bfa97f82,1422.7694675942969,10366.396685811713,7.25,21.75,932.0,423.0,0.0,"L-074,L-065",L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES,not-transcribed,no,medium,
S-117,IU-117,R07,Prefetch / initialData / placeholderData / useQueryClient,8160273b4d08df708bd978e863a8449b3ccbaaaa,8160273b4d,9433.330568893727,10598.507116696876,48.07,22.24,911.0,301.0,0.0,"L-051,L-038,L-048","L-051: init data caveats | L-038: PREFETCHING/ INITIALDATA /PLACEHOLDRDATA, USEQUERYCLIENT | L-048: PREFETCH STALETIME AND REFETCHING ON MOUNT ISSUE EVEN WITH PREFETCH QUERY",not-transcribed,no,high,regions/R07-prefetch-initialdata-placeholderdata-usequeryclient.md
S-118,IU-118,UNASSIGNED,Unassigned / outside current Stage 1 regions,5230e3ed40dfc62b44191e77a332b91fa484eaea,5230e3ed40,3059.9044831727933,10604.8648370859,15.59,22.25,919.0,406.0,0.0,"L-074,L-065",L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES,not-transcribed,no,medium,
S-119,IU-119,UNASSIGNED,Unassigned / outside current Stage 1 regions,2ced60a702324c4a7d28a57a39a77cd9ff29737f,2ced60a702,1414.8648219469742,10877.396773004795,7.21,22.82,704.0,121.0,0.0,"L-074,L-065",L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES,not-transcribed,no,medium,
S-120,IU-120,R07,Prefetch / initialData / placeholderData / useQueryClient,77905ae043ec69700fc3b16f6a5b4ec492e7e300,77905ae043,9445.4969049533,10938.85639510148,48.13,22.95,811.0,404.0,0.0,"L-051,L-048,L-038","L-051: init data caveats | L-048: PREFETCH STALETIME AND REFETCHING ON MOUNT ISSUE EVEN WITH PREFETCH QUERY | L-038: PREFETCHING/ INITIALDATA /PLACEHOLDRDATA, USEQUERYCLIENT",not-transcribed,no,high,regions/R07-prefetch-initialdata-placeholderdata-usequeryclient.md
S-121,IU-121,UNASSIGNED,Unassigned / outside current Stage 1 regions,70259fd00dac47caaf1dee15cda4acf36a905e87,70259fd00d,3127.7297260284668,11026.7085870859,15.94,23.13,752.0,482.0,0.0,"L-074,L-065",L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES,not-transcribed,no,medium,
S-122,IU-122,UNASSIGNED,Unassigned / outside current Stage 1 regions,c74a0b5ca9807854bf772a5f5b4a8989039e4680,c74a0b5ca9,1395.5017055711633,11047.216684416628,7.11,23.18,830.0,482.0,0.0,"L-074,L-065",L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES,not-transcribed,no,medium,
S-123,IU-123,R08,QueryClient methods / filters / cache control,89aca4f37a278a813e0eb7686b564e8ae54550a2,89aca4f37a,11718.50182353757,11147.546194142,59.71,23.39,659.0,429.0,0.0,"L-043,L-044,L-041",L-043: QUERY FILTERS | L-044: METHODS OF QC | L-041: QUERYCLIENT,not-transcribed,no,high,regions/R08-queryclient-methods-filters-cache-control.md
S-124,IU-124,R08,QueryClient methods / filters / cache control,4f1b873c4979ca54503a086b4046ba261ef50225,4f1b873c49,10541.653055563827,11173.512243063116,53.71,23.44,980.0,386.0,0.0,"L-041,L-043,L-044",L-041: QUERYCLIENT | L-043: QUERY FILTERS | L-044: METHODS OF QC,not-transcribed,no,high,regions/R08-queryclient-methods-filters-cache-control.md
S-125,IU-125,R08,QueryClient methods / filters / cache control,730d9b1236636fa508be450b3c1019b5e8eee74c,730d9b1236,12525.750502953026,11211.1919396503,63.82,23.52,870.0,195.0,0.0,"L-044,L-046,L-043",L-044: METHODS OF QC | L-046: get queries | L-043: QUERY FILTERS,not-transcribed,no,high,regions/R08-queryclient-methods-filters-cache-control.md
S-126,IU-126,R06,Query composition: useQueries / dependent / combine,68f33d5ec1c54be39e79037ff436bb7ef2b00708,68f33d5ec1,4644.591577176087,11213.332540089636,23.67,23.53,931.0,408.0,0.0,"L-045,L-039,L-049","L-045: COMBINE | L-039: use queries dependant queries | L-049: SERIAL EXECUTION, GETTING DATA FOR ONE QUERY THEN FOR ANOTHER",not-transcribed,no,high,regions/R06-query-composition-usequeries-dependent-combine.md
S-127,IU-127,R08,QueryClient methods / filters / cache control,78a5bec30e53c01bb96164eb9e0f0db396469148,78a5bec30e,15928.037386398615,11216.646138071352,81.16,23.53,895.0,437.0,0.0,"L-042,L-040,L-050",L-042: QC OUTSIDE REACT | L-040: setqueriesdata olddatashape | L-050: may try to design some abstractions that will ensure that some keys have some specific form,not-transcribed,no,high,regions/R08-queryclient-methods-filters-cache-control.md
S-128,IU-128,R06,Query composition: useQueries / dependent / combine,664984d1b2c79866c5225a3ff0a4f1ecb1cc2de3,664984d1b2,6002.829784796375,11264.057086249652,30.59,23.63,688.0,482.0,0.0,"L-049,L-047,L-039","L-049: SERIAL EXECUTION, GETTING DATA FOR ONE QUERY THEN FOR ANOTHER | L-047: NOT PARALLEL | L-039: use queries dependant queries",not-transcribed,no,high,regions/R06-query-composition-usequeries-dependent-combine.md
S-129,IU-129,R08,QueryClient methods / filters / cache control,fc2d174df67e1b579d29fa9243bc9f89ecdc3b25,fc2d174df6,13887.652099620667,11356.605048028934,70.76,23.83,856.0,417.0,0.0,"L-046,L-053,L-042",L-046: get queries | L-053: refetch type VS filters type of invalidate queries | L-042: QC OUTSIDE REACT,not-transcribed,no,high,regions/R08-queryclient-methods-filters-cache-control.md
S-130,IU-130,R06,Query composition: useQueries / dependent / combine,d4b221fae1a1d6947f91e8b790375c4f718266bf,d4b221fae1,7023.861702461656,11381.834775865544,35.79,23.88,864.0,482.0,0.0,"L-049,L-047,L-054","L-049: SERIAL EXECUTION, GETTING DATA FOR ONE QUERY THEN FOR ANOTHER | L-047: NOT PARALLEL | L-054: PROMISE.ALL, SHARE LIFECTCLE FETCHING , REFETCHING AND ERRORING",not-transcribed,no,high,regions/R06-query-composition-usequeries-dependent-combine.md
S-131,IU-131,R07,Prefetch / initialData / placeholderData / useQueryClient,436c717cfb34564f8161400b86c6cd70df948e55,436c717cfb,9451.2573799643,11399.92489677074,48.16,23.92,726.0,482.0,0.0,"L-051,L-048,L-055",L-051: init data caveats | L-048: PREFETCH STALETIME AND REFETCHING ON MOUNT ISSUE EVEN WITH PREFETCH QUERY | L-055: !!! can prefetch and then fetch again because of default stale time,not-transcribed,no,high,regions/R07-prefetch-initialdata-placeholderdata-usequeryclient.md
S-132,IU-132,R07,Prefetch / initialData / placeholderData / useQueryClient,3d2af35386f5a1702b6e11ea1683581f82b05961,3d2af35386,8200.893423180742,11404.627618201914,41.79,23.93,954.0,442.0,0.0,"L-048,L-051,L-052",L-048: PREFETCH STALETIME AND REFETCHING ON MOUNT ISSUE EVEN WITH PREFETCH QUERY | L-051: init data caveats | L-052: DOES PREFETCH STALETIME BELONGS TO BOTH PREFETCH AND NORMAL QUEY?,not-transcribed,no,high,regions/R07-prefetch-initialdata-placeholderdata-usequeryclient.md
S-133,IU-133,R08,QueryClient methods / filters / cache control,0a41cac8a593c33ae6b78778a1f71f604fa2e754,0a41cac8a5,18670.584358777203,11427.711597336283,95.13,23.98,945.0,445.0,0.0,"L-050,L-040,L-042",L-050: may try to design some abstractions that will ensure that some keys have some specific form | L-040: setqueriesdata olddatashape | L-042: QC OUTSIDE REACT,not-transcribed,no,high,regions/R08-queryclient-methods-filters-cache-control.md
S-134,IU-134,R08,QueryClient methods / filters / cache control,30bdec469536a1c510c677d2182c6f9661def337,30bdec4695,12517.627952269944,11435.105312282009,63.78,23.99,932.0,464.0,0.0,"L-044,L-046,L-053",L-044: METHODS OF QC | L-046: get queries | L-053: refetch type VS filters type of invalidate queries,not-transcribed,no,high,regions/R08-queryclient-methods-filters-cache-control.md
S-135,IU-135,R08,QueryClient methods / filters / cache control,471c964d3b7c3d8ea35d5cc96d9bf177d00e3148,471c964d3b,17930.9318303352,11464.957300304442,91.37,24.05,662.0,463.0,0.0,"L-050,L-040,L-042",L-050: may try to design some abstractions that will ensure that some keys have some specific form | L-040: setqueriesdata olddatashape | L-042: QC OUTSIDE REACT,not-transcribed,no,high,regions/R08-queryclient-methods-filters-cache-control.md
S-136,IU-136,UNASSIGNED,Unassigned / outside current Stage 1 regions,90f673f1e852e151765e4686ac1250ca82fbb7cb,90f673f1e8,1372.483753308583,11483.3015058452,6.99,24.09,884.0,433.0,0.0,"L-074,L-065",L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES,not-transcribed,no,medium,
S-137,IU-137,UNASSIGNED,Unassigned / outside current Stage 1 regions,cf6de009a383a3e090c6d53917a88f728123285c,cf6de009a3,3147.849266701438,11541.364837085908,16.04,24.21,792.0,373.0,0.0,"L-074,L-065",L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES,not-transcribed,no,medium,
S-138,IU-138,R08,QueryClient methods / filters / cache control,01111ee2eb6983f9c642f1dabc37362759a76a4a,01111ee2eb,10535.334873745644,11581.58803762988,53.68,24.3,869.0,205.0,0.0,"L-041,L-043,L-044",L-041: QUERYCLIENT | L-043: QUERY FILTERS | L-044: METHODS OF QC,not-transcribed,no,high,regions/R08-queryclient-methods-filters-cache-control.md
S-139,IU-139,R08,QueryClient methods / filters / cache control,c3f45a9f792f10ca1d8a925a917dd5c7d259f5f9,c3f45a9f79,11644.557514726806,11591.342513043906,59.33,24.32,798.0,454.0,0.0,"L-043,L-044,L-041",L-043: QUERY FILTERS | L-044: METHODS OF QC | L-041: QUERYCLIENT,not-transcribed,no,high,regions/R08-queryclient-methods-filters-cache-control.md
S-140,IU-140,R06,Query composition: useQueries / dependent / combine,52ce7625acb50ad6840d6a9b2f41595f00a46554,52ce7625ac,4717.282111495284,11646.95147145124,24.04,24.44,778.0,276.0,0.0,"L-045,L-039,L-049","L-045: COMBINE | L-039: use queries dependant queries | L-049: SERIAL EXECUTION, GETTING DATA FOR ONE QUERY THEN FOR ANOTHER",not-transcribed,no,high,regions/R06-query-composition-usequeries-dependent-combine.md
S-141,IU-141,R08,QueryClient methods / filters / cache control,d9130874341bb277d6adf65e5d6066f76b62ff81,d913087434,15940.512382903731,11685.76919203608,81.22,24.52,734.0,482.0,0.0,"L-042,L-050,L-040",L-042: QC OUTSIDE REACT | L-050: may try to design some abstractions that will ensure that some keys have some specific form | L-040: setqueriesdata olddatashape,not-transcribed,no,high,regions/R08-queryclient-methods-filters-cache-control.md
S-142,IU-142,R06,Query composition: useQueries / dependent / combine,6c191bae1e413859073e73e8089098e4c32bbce0,6c191bae1e,5998.287038476274,11750.871786906117,30.56,24.65,794.0,482.0,0.0,"L-049,L-047,L-054","L-049: SERIAL EXECUTION, GETTING DATA FOR ONE QUERY THEN FOR ANOTHER | L-047: NOT PARALLEL | L-054: PROMISE.ALL, SHARE LIFECTCLE FETCHING , REFETCHING AND ERRORING",not-transcribed,no,high,regions/R06-query-composition-usequeries-dependent-combine.md
S-143,IU-143,R08,QueryClient methods / filters / cache control,81cc0883baca9123aefb45c4cb1deff7c94b8f3f,81cc0883ba,13895.652099620667,11804.938361017215,70.8,24.77,840.0,283.0,0.0,"L-053,L-046,L-042",L-053: refetch type VS filters type of invalidate queries | L-046: get queries | L-042: QC OUTSIDE REACT,not-transcribed,no,high,regions/R08-queryclient-methods-filters-cache-control.md
S-144,IU-144,R08,QueryClient methods / filters / cache control,a6832a1bc1a498b8a99d68ff735027388e2ed063,a6832a1bc1,10541.486351906158,11811.118322164672,53.71,24.78,927.0,352.0,0.0,"L-041,L-043,L-044",L-041: QUERYCLIENT | L-043: QUERY FILTERS | L-044: METHODS OF QC,not-transcribed,no,high,regions/R08-queryclient-methods-filters-cache-control.md
S-145,IU-145,R06,Query composition: useQueries / dependent / combine,bfef41b217b695abef8abf400f15d935d4a71874,bfef41b217,7024.953912865571,11878.324277818669,35.79,24.92,774.0,284.0,0.0,"L-049,L-047,L-054","L-049: SERIAL EXECUTION, GETTING DATA FOR ONE QUERY THEN FOR ANOTHER | L-047: NOT PARALLEL | L-054: PROMISE.ALL, SHARE LIFECTCLE FETCHING , REFETCHING AND ERRORING",not-transcribed,no,high,regions/R06-query-composition-usequeries-dependent-combine.md
S-146,IU-146,R07,Prefetch / initialData / placeholderData / useQueryClient,5ee57573106cb4ddaf5d43e12b943cfb0982dee2,5ee5757310,8190.964969219478,11887.630229940003,41.74,24.94,962.0,204.0,0.0,"L-052,L-051,L-048",L-052: DOES PREFETCH STALETIME BELONGS TO BOTH PREFETCH AND NORMAL QUEY? | L-051: init data caveats | L-048: PREFETCH STALETIME AND REFETCHING ON MOUNT ISSUE EVEN WITH PREFETCH QUERY,not-transcribed,no,high,regions/R07-prefetch-initialdata-placeholderdata-usequeryclient.md
S-147,IU-147,R08,QueryClient methods / filters / cache control,8578a757ff7f438004efb1bf27b02bdc9a15bd5f,8578a757ff,12515.539197212936,11908.917397963363,63.77,24.98,890.0,482.0,0.0,"L-053,L-044,L-046",L-053: refetch type VS filters type of invalidate queries | L-044: METHODS OF QC | L-046: get queries,not-transcribed,no,high,regions/R08-queryclient-methods-filters-cache-control.md
S-148,IU-148,UNASSIGNED,Unassigned / outside current Stage 1 regions,ade73b8922709b3bfcd2f5ce0f49ff8f3a2ab1e0,ade73b8922,1367.1028590563492,11952.039630147658,6.97,25.08,830.0,246.0,0.0,"L-074,L-065",L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES,not-transcribed,no,medium,
S-149,IU-149,R08,QueryClient methods / filters / cache control,8c5f325354d41e4998f90b1b93ed59179f3b0312,8c5f325354,17949.093120506564,11959.316243363335,91.46,25.09,536.0,463.0,0.0,"L-050,L-040,L-042",L-050: may try to design some abstractions that will ensure that some keys have some specific form | L-040: setqueriesdata olddatashape | L-042: QC OUTSIDE REACT,not-transcribed,no,high,regions/R08-queryclient-methods-filters-cache-control.md
S-150,IU-150,R06,Query composition: useQueries / dependent / combine,3071e8a02cc04934de4b77ca2a0bf98d8f57cf94,3071e8a02c,4712.545130195233,11966.652364308386,24.01,25.11,829.0,482.0,0.0,"L-045,L-039,L-054","L-045: COMBINE | L-039: use queries dependant queries | L-054: PROMISE.ALL, SHARE LIFECTCLE FETCHING , REFETCHING AND ERRORING",not-transcribed,no,high,regions/R06-query-composition-usequeries-dependent-combine.md
S-151,IU-151,R08,QueryClient methods / filters / cache control,3b50c6200c393709ce4a1fe6fb2b68a6b5280bb7,3b50c6200c,11624.179779195134,12055.704736351205,59.23,25.29,765.0,482.0,0.0,"L-043,L-044,L-053",L-043: QUERY FILTERS | L-044: METHODS OF QC | L-053: refetch type VS filters type of invalidate queries,not-transcribed,no,high,regions/R08-queryclient-methods-filters-cache-control.md
S-152,IU-152,R07,Prefetch / initialData / placeholderData / useQueryClient,b67831fde6547da53dc9ec4b894607f6db24c9ce,b67831fde6,9446.917125247974,12092.188240052696,48.14,25.37,839.0,426.0,0.0,"L-051,L-055,L-056",L-051: init data caveats | L-055: !!! can prefetch and then fetch again because of default stale time | L-056: fetchquery ensurequerydata,not-transcribed,no,high,regions/R07-prefetch-initialdata-placeholderdata-usequeryclient.md
S-153,IU-153,R08,QueryClient methods / filters / cache control,b9490025be1b8ce5b9a83f1694bb57a961c0d982,b9490025be,13878.28618228723,12111.94885906409,70.72,25.41,741.0,482.0,0.0,"L-053,L-046,L-057",L-053: refetch type VS filters type of invalidate queries | L-046: get queries | L-057: CANCELQUERIES IN OPTIMISTIC UPDATES PATTERN,not-transcribed,no,high,regions/R08-queryclient-methods-filters-cache-control.md
S-154,IU-154,R08,QueryClient methods / filters / cache control,32c48060b899984deade83d96a6b61ae6b805ee2,32c48060b8,10534.516580954454,12168.52746856027,53.68,25.53,907.0,459.0,0.0,"L-041,L-043,L-044",L-041: QUERYCLIENT | L-043: QUERY FILTERS | L-044: METHODS OF QC,not-transcribed,no,high,regions/R08-queryclient-methods-filters-cache-control.md
S-155,IU-155,R08,QueryClient methods / filters / cache control,7580b14f8cd07d35d9cad283aa0a24148fee84e1,7580b14f8c,15926.1529624111,12176.609724164962,81.15,25.55,893.0,464.0,0.0,"L-042,L-050,L-040",L-042: QC OUTSIDE REACT | L-050: may try to design some abstractions that will ensure that some keys have some specific form | L-040: setqueriesdata olddatashape,not-transcribed,no,high,regions/R08-queryclient-methods-filters-cache-control.md
S-156,IU-156,UNASSIGNED,Unassigned / outside current Stage 1 regions,8f1063ec18d5640fe8c562cdb06912034d706890,8f1063ec18,1365.5223531039685,12209.121417257033,6.96,25.61,719.0,482.0,0.0,"L-074,L-065",L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES,not-transcribed,no,medium,
S-157,IU-157,R06,Query composition: useQueries / dependent / combine,7897e4ffa916eaecdba32af9ca264279e5b3ece9,7897e4ffa9,7048.454157006196,12266.990964830387,35.91,25.74,935.0,432.0,0.0,"L-054,L-049,L-047","L-054: PROMISE.ALL, SHARE LIFECTCLE FETCHING , REFETCHING AND ERRORING | L-049: SERIAL EXECUTION, GETTING DATA FOR ONE QUERY THEN FOR ANOTHER | L-047: NOT PARALLEL",not-transcribed,no,high,regions/R06-query-composition-usequeries-dependent-combine.md
S-158,IU-158,R08,QueryClient methods / filters / cache control,d4dd4f4a1eee29834162e04dcd7865db04c2121d,d4dd4f4a1e,12480.87282091466,12408.745184984791,63.59,26.03,914.0,352.0,0.0,"L-053,L-058,L-044",L-053: refetch type VS filters type of invalidate queries | L-058: CANCELOPTIONS | L-044: METHODS OF QC,not-transcribed,no,high,regions/R08-queryclient-methods-filters-cache-control.md
S-159,IU-159,R06,Query composition: useQueries / dependent / combine,36f2dd3bd7b35340bc3977aa219643a0a276bb35,36f2dd3bd7,4717.567825780998,12420.332452896551,24.04,26.06,846.0,394.0,0.0,"L-045,L-054,L-039","L-045: COMBINE | L-054: PROMISE.ALL, SHARE LIFECTCLE FETCHING , REFETCHING AND ERRORING | L-039: use queries dependant queries",not-transcribed,no,high,regions/R06-query-composition-usequeries-dependent-combine.md
S-160,IU-160,R08,QueryClient methods / filters / cache control,57e5d6a5304085082db78780025d60fb0a2d18f1,57e5d6a530,17913.837967344876,12447.521387218503,91.28,26.11,703.0,463.0,0.0,"L-050,L-040,L-042",L-050: may try to design some abstractions that will ensure that some keys have some specific form | L-040: setqueriesdata olddatashape | L-042: QC OUTSIDE REACT,not-transcribed,no,high,regions/R08-queryclient-methods-filters-cache-control.md
S-161,IU-161,R08,QueryClient methods / filters / cache control,53f93b6919ebfd508639918d202ea0cd45c7f1fc,53f93b6919,11623.09446134139,12532.712860808671,59.22,26.29,773.0,252.0,0.0,"L-043,L-044,L-053",L-043: QUERY FILTERS | L-044: METHODS OF QC | L-053: refetch type VS filters type of invalidate queries,not-transcribed,no,high,regions/R08-queryclient-methods-filters-cache-control.md
S-162,IU-162,R07,Prefetch / initialData / placeholderData / useQueryClient,7ad643e9477079f1ab69fc034fc26521c89b85e2,7ad643e947,8207.877377038118,12549.892518630317,41.82,26.33,934.0,395.0,0.0,"L-055,L-052,L-056",L-055: !!! can prefetch and then fetch again because of default stale time | L-052: DOES PREFETCH STALETIME BELONGS TO BOTH PREFETCH AND NORMAL QUEY? | L-056: fetchquery ensurequerydata,not-transcribed,no,high,regions/R07-prefetch-initialdata-placeholderdata-usequeryclient.md
