image_use_id,region_id,fileId,x,y,x_pct,y_pct,width,height,rotation
IU-192,UNASSIGNED,fc6e30d16496ad1b16681b1414e08fe4126293cf,1338.6864904314843,14021.502459737501,6.82,29.42,881.0,482.0,0.0
IU-193,R08,9625ff3c1f1ded3b190a2fb7ad35adabb789c350,13437.573654392385,14051.746699860523,68.47,29.48,1070.0,482.0,0.0
IU-194,R08,6401d2ad9e9ccd6d161f3b1fc08327bf55a5348e,10550.423540723537,14157.810635420872,53.76,29.7,873.0,482.0,0.0
IU-195,UNASSIGNED,4330f070b7f3f2001ba799b61c63fe8718fb8cdc,9348.942657748277,14194.963973004851,47.64,29.78,788.0,482.0,0.0
IU-196,R09,5e844a74b1eb03de0fbecb9fb80211766b375070,5044.941669529393,14234.133102993736,25.71,29.86,956.0,213.0,0.0
IU-197,R08,75a0c9e06fe12df09de38c70408c2468c4f62e87,12468.56309776295,14353.707449248504,63.53,30.11,847.0,254.0,0.0
IU-198,R08,f128bccab609bf76456a2477f30f835e7c60be09,14597.7254975195,14424.24121485684,74.38,30.26,740.0,308.0,0.0
IU-199,R09,bf62b2d61c3d92d0e45830c02569ef0f875bf353,6369.062191200985,14445.418043246933,32.45,30.31,913.0,369.0,0.0
IU-200,R08,6ce7aeccdc7eaa977749246594e468e804b1a037,13441.25907736332,14563.355218188506,68.49,30.55,956.0,411.0,0.0
IU-201,R09,c9417e839ce7980fc63b1b513605b11df9abdb84,7760.061756881887,14565.585840744163,39.54,30.56,525.0,230.0,0.0
IU-202,R09,c078f2032fbcc3d9808319c296e52d46c81d47a1,3926.3607551045297,14602.921021286958,20.01,30.64,881.0,146.0,0.0
IU-203,UNASSIGNED,17f9a3bf928c49a7a3b85204e2a47422bdbca4c2,2934.8382016417763,14616.23656075848,14.95,30.66,911.0,482.0,0.0
IU-204,R08,a00c2c49ffb66ed287d021742b2b38121af0c544,12459.89259129442,14618.53032607941,63.49,30.67,630.0,423.0,0.0
IU-205,R09,c6a05bb126be4ebc513e581cc3c0c89822565e87,5155.089769640612,14631.429171821044,26.27,30.7,732.0,471.0,0.0
IU-206,R08,8ef8d853c6dbfefa2c5e4e9acc553da504839c09,10552.235137544347,14647.46676335056,53.77,30.73,693.0,287.0,0.0
IU-207,R08,55a51e51f437dec3ab46facc5bf4c15fa89fb739,14587.950190808524,14757.52692914255,74.33,30.96,659.0,430.0,0.0
IU-208,R09,635b0dd4d8ed1eb3b1caa4e858163f4746ba1a82,3915.6659980937566,14771.90758483328,19.95,30.99,788.0,482.0,0.0
IU-209,R09,1c40ea87458f7210e3250fe996147a838bd33870,7739.339548223032,14831.085922124374,39.43,31.12,830.0,443.0,0.0
IU-210,R09,dfc5091fca11c387a287830ca57e898181fa358d,6344.811087724111,14841.582087581708,32.33,31.14,918.0,387.0,0.0
IU-211,UNASSIGNED,ed216f6b30e619fbc7efac54c2d243e7f2e106d2,9302.852212806232,14990.626990509001,47.4,31.45,885.0,97.0,0.0
IU-212,R08,13b08c1aea3d8f81cf61fbd0a71d383a8bcbb051,12460.419661350148,15057.886668582796,63.49,31.59,809.0,317.0,0.0
IU-213,UNASSIGNED,66a439f157f2a105c8da420f2c00f5e8abc76b69,9301.670283651403,15111.051251428747,47.4,31.7,931.0,421.0,0.0
IU-214,R09,d894c9608c370205e60280e79ae86c3ae4165d28,5170.789739878708,15119.847154134415,26.35,31.72,594.0,482.0,0.0
IU-215,R09,810e074c35d6e27553a0b385f8d2d962c94108b3,6375.811087724111,15253.248754248372,32.49,32.0,896.0,137.0,0.0
IU-216,R08,97e37315a639fa7241a16310a6ecd9a685bcb96e,13507.598786187618,15259.31135562135,68.83,32.01,805.0,391.0,0.0
IU-217,R09,73d84c25d2954d3a94ebdc76be847159f8fbb2d1,3893.4809883759517,15280.479013404707,19.84,32.06,749.0,482.0,0.0
IU-218,R09,213fe9db030ee580e485723e3c4d95dfea26a8ff,7747.228504928762,15286.641342046249,39.48,32.07,672.0,283.0,0.0
IU-219,R08,850109ec0ce563f2015d94bebaa2b7b09c66fc5d,14604.497149349929,15302.04588547715,74.42,32.1,940.0,376.0,0.0
IU-220,R09,819762c97437d3fec4e8bbdd25c6b9bba12b9f0f,6367.477754390777,15404.470840836915,32.44,32.32,926.0,319.0,0.0
IU-221,R08,e79f52ad2295b7bc5ecdb27759367281ac5b31fe,11484.459858362297,15438.65510562135,58.52,32.39,815.0,482.0,0.0
IU-222,R09,805253d94bd6caa28ede19ea25d0d573a5a80e9d,5147.954099321349,15628.90953549898,26.23,32.79,917.0,434.0,0.0
IU-223,UNASSIGNED,4f209f372836f00feecd221b609e2fabc0f132ec,13491.32386450351,15650.321746856702,68.74,32.83,931.0,482.0,0.0
IU-224,UNASSIGNED,37ac0e6a45c069165843492d622f0fb91fb5875b,14628.830523373366,15696.379137430275,74.54,32.93,790.0,302.0,0.0
IU-225,R09,af413353f266b8cadf38e405b3a5e28ffd11d28f,3854.860929490691,15765.49249345493,19.64,33.08,944.0,438.0,0.0
IU-226,UNASSIGNED,2d9e66f8f96f83466c99f817a61a505f533cab98,11484.098786187618,15948.977996856702,58.52,33.46,942.0,405.0,0.0
IU-227,R09,79a4777b2f37d0fe49e1713961fcca8182321392,6351.105990819062,15995.099249415642,32.36,33.56,929.0,348.0,0.0
IU-228,UNASSIGNED,33ec33e3f63de1e34a259963357789fb8f1d7102,5150.620603227599,16088.742909522418,26.24,33.75,837.0,341.0,0.0
IU-229,UNASSIGNED,20e12516b13c99be949ce3d79f644a6390e9e375,13497.43191607043,16165.644638092053,68.77,33.92,892.0,395.0,0.0
IU-230,UNASSIGNED,80e917c63d9b23f1841f138508aecd92134f58fc,3847.7895881123422,16219.730617757385,19.61,34.03,901.0,280.0,0.0
IU-231,UNASSIGNED,ad15f92387c0fd5c37cc62b21ae26200578a164e,3094.3954135613076,16238.332283303756,15.77,34.07,689.0,426.0,0.0
IU-232,UNASSIGNED,921a92e2c63ff66e10fb3ed863558abd73cea6d2,3852.337003709441,16520.325797723905,19.63,34.66,770.0,315.0,0.0
IU-233,UNASSIGNED,7ace83dc395aeb7ebd39431c1bcb4bbbd8c01923,13494.307260107129,16600.321823150647,68.76,34.83,798.0,482.0,0.0
IU-234,UNASSIGNED,8fb60bf0f8807155901dae6e76fae8105e71c684,3833.6703951714935,16845.63535059779,19.53,35.34,914.0,312.0,0.0
IU-235,UNASSIGNED,40b7d5950d3994d6ab9479b8c152fd7be583c2b6,2815.3954135613076,16862.802026512207,14.35,35.38,1007.0,331.0,0.0
IU-236,R10,488e3dbdf9a6cb4c4e1fc7b19f59f3f0f2d0d9d1,8854.085802345482,16878.507886705953,45.12,35.41,919.0,385.0,0.0
IU-237,R10,55a51e51f437dec3ab46facc5bf4c15fa89fb739,7986.61580278099,16935.841492996446,40.69,35.53,659.0,430.0,0.0
IU-238,R10,5bec075fe3a00d87161356e7a274af579f00ec7d,6916.566107463917,16946.731954640047,35.24,35.55,730.0,430.0,0.0
IU-239,R10,73b5e8fd6633fa9ba78bafbcccd16fe04b9bbff9,10593.16445683154,17012.91577644281,53.98,35.69,895.0,449.0,0.0
IU-240,UNASSIGNED,d5efd6d4699ef3ce21a5836029d26590842b9277,13496.40881426379,17145.3217468567,68.77,35.97,887.0,482.0,0.0
IU-241,UNASSIGNED,8fdcc18b67f59a74a7b6877ee5852c8176ad9ef9,2820.6984808553443,17218.301998768955,14.37,36.12,897.0,260.0,0.0
IU-242,R10,f128bccab609bf76456a2477f30f835e7c60be09,6910.122285020871,17378.39833647599,35.21,36.46,740.0,308.0,0.0
IU-243,R10,7de4e030ee7931b275819747d155a5b5e1961264,7933.8614494751255,17379.455151515096,40.43,36.46,826.0,341.0,0.0
IU-244,R10,a7ac382dd02a306fb445523ca92904a1b2f9e6db,10585.537580727096,17476.156658468637,53.94,36.66,898.0,354.0,0.0
IU-245,R10,8641ca8bc2b715e8fdb5f2b7714d1d00fff5a680,9089.586359062072,17497.9868759713,46.31,36.71,994.0,572.0,0.0
IU-246,R10,55a51e51f437dec3ab46facc5bf4c15fa89fb739,6900.3469783098935,17711.6840507617,35.16,37.16,659.0,430.0,0.0
IU-247,R10,e7fe1b2b605cb9ef250315cf99077da63100fc4c,10603.074527341678,17839.138117344504,54.03,37.43,617.0,191.0,0.0
IU-248,R10,7ec1a778b82a222a4b5a879656a7e1db95de67da,10596.148420570846,18036.69367290006,53.99,37.84,939.0,347.0,0.0
IU-249,R10,69bab5a10b41a429c4d05912a32d719dddae5607,7938.990308307535,18092.674713495577,40.45,37.96,737.0,210.0,0.0
IU-250,R10,c11c8e7392a16dfe9650c4859d74978f346283fc,9157.00645818007,18123.07169739987,46.66,38.02,841.0,375.0,0.0
IU-251,R10,850109ec0ce563f2015d94bebaa2b7b09c66fc5d,6916.893936851298,18256.2030070963,35.24,38.3,940.0,376.0,0.0
IU-252,R10,4b9ba54f9363123130b43988de90f457a8b0501a,10581.315222871192,18401.175131775926,53.92,38.61,942.0,421.0,0.0
IU-253,R10,9373bdbda331e44dbf1e1dd03ab677490344bf1b,7946.0490442493265,18422.66978831618,40.49,38.65,843.0,482.0,0.0
IU-254,R10,37ac0e6a45c069165843492d622f0fb91fb5875b,6941.227310874736,18650.536259049426,35.37,39.13,790.0,302.0,0.0
IU-255,R10,6759acc16ac9d1c9e9643f165f293b982d356572,7936.025292854238,18909.003092585153,40.44,39.67,1004.0,336.0,0.0
IU-256,R10,a6d0648cd669343f1a06607df83a8407b38adfac,9133.50407860164,18910.200323134755,46.54,39.67,927.0,448.0,0.0
IU-257,R10,ae6ed651d2fafd20851ddc27d65471f4b1f69294,7945.453864282808,19276.26505547578,40.49,40.44,928.0,451.0,0.0
IU-258,R10,db2d4aae55318da2f061cb924b2e5bf1d91a8967,10596.20411176008,19288.76770176291,53.99,40.47,930.0,151.0,0.0
IU-259,R10,e2bb07761c02d9b03025b9670d1e3a4c723eb7b9,10602.583169889718,19465.333673985133,54.02,40.84,772.0,482.0,0.0
IU-260,UNASSIGNED,507dbfa56965f0e98942e4b42575034d21ee4d44,7953.607766437466,19741.960427781287,40.53,41.42,857.0,463.0,0.0
IU-261,UNASSIGNED,35935e7b35cd81bb3047e857ac816caa55558d60,10614.537309459733,19965.37881287402,54.09,41.89,840.0,220.0,0.0
IU-262,UNASSIGNED,c8aefd2cea781b6a36ab404248956983e8d799d7,10596.333696178484,20190.915895122285,53.99,42.36,909.0,403.0,0.0
IU-263,UNASSIGNED,5f990bee015201e3a8e4b35463383773c26a580c,7952.966801053071,20209.769893462093,40.52,42.4,954.0,372.0,0.0
IU-264,UNASSIGNED,ed4ef609cc83f60820980d312bc38051e67e680a,7950.823595137892,20621.936589193116,40.51,43.26,924.0,401.0,0.0
IU-265,UNASSIGNED,9d4d2d9cfa24ca8b14168654cccf289bc9e3143d,10585.518971786123,20626.61957622038,53.94,43.27,981.0,219.0,0.0
IU-266,UNASSIGNED,57a7aa95eda70dfee4f83a61e7ba7f2cab767d88,7980.918949490571,21043.531856352714,40.67,44.15,940.0,354.0,0.0
IU-267,UNASSIGNED,27b93b199a39a29cd5245df63f4f1de7ce8b08b8,7983.475201858384,21406.042302083744,40.68,44.91,855.0,482.0,0.0
IU-268,UNASSIGNED,c35292d43ded1e4e324197d93d3605f6464e9b06,7986.038055238339,21900.888999209863,40.69,45.95,865.0,285.0,0.0
IU-269,UNASSIGNED,56c5c8888e1b5ef1ef447f9143f4ebb1757dda9d,7997.869390119333,22236.51855068865,40.75,46.65,685.0,482.0,0.0
IU-270,UNASSIGNED,82af270795bea0a0e46be35a8566ca9ba7e9d2b0,7951.700949351061,22745.08997926008,40.52,47.72,835.0,482.0,0.0
IU-271,UNASSIGNED,c7dccde3bca171f94c0b3ee14c9e73b36cbf56a4,7941.300005094039,23240.328190755616,40.46,48.76,726.0,482.0,0.0
IU-272,UNASSIGNED,1cb0706b7f7881f428df532769350fa83c6880d8,7960.355447040403,23737.471047898474,40.56,49.8,692.0,482.0,0.0
IU-273,UNASSIGNED,af1044b3cf04b62dfed615aa0b91888dada5e06f,7941.49089504121,24242.23292359602,40.46,50.86,726.0,482.0,0.0
IU-274,R11,93a0d0d3e41b7fad3220699fb88be949d2da18fa,4612.057443384785,25233.43827417812,23.5,52.94,874.0,431.0,0.0
IU-275,R12,5e844a74b1eb03de0fbecb9fb80211766b375070,10318.274494236424,25547.46653805233,52.58,53.6,956.0,213.0,0.0
IU-276,R11,4f53d979bc0327f0092cf0b3159e7af2056e309b,2711.8799814689883,25576.18235625575,13.82,53.66,746.0,393.0,0.0
IU-277,R11,c56ec7fd551940c71e978c7856cc4d6a9e0b0ac5,5818.609511924562,25613.550565103782,29.65,53.74,928.0,348.0,0.0
IU-278,R11,a865458f888876c57d6adef1d95c9280f881b098,4616.520496770201,25675.882786439404,23.52,53.87,871.0,435.0,0.0
IU-279,UNASSIGNED,6ea27df25b4c44483b5067e55bdf45bc82ff7e1a,6998.546363304926,25792.348493951064,35.66,54.11,938.0,318.0,0.0
IU-280,R12,c078f2032fbcc3d9808319c296e52d46c81d47a1,9199.693579811561,25916.254456345552,46.88,54.37,881.0,146.0,0.0
IU-281,R12,17f9a3bf928c49a7a3b85204e2a47422bdbca4c2,8208.171026348808,25929.569995817074,41.82,54.4,911.0,482.0,0.0
IU-282,R12,c6a05bb126be4ebc513e581cc3c0c89822565e87,10428.422594347643,25944.762606879638,53.14,54.43,732.0,471.0,0.0
IU-283,R11,b8fa03d9e293cb28c818bff38e68709513bdfab0,5828.516683417747,25957.822930128896,29.7,54.46,482.0,482.0,0.0
IU-284,R12,bf62b2d61c3d92d0e45830c02569ef0f875bf353,11869.061580849422,25992.08460818834,60.48,54.53,913.0,369.0,0.0
IU-285,R11,789db879bc0b78162a69302d96ff1388880861cb,2681.7129892814883,26046.515608208876,13.66,54.64,913.0,471.0,0.0
IU-286,R12,635b0dd4d8ed1eb3b1caa4e858163f4746ba1a82,9188.998822800788,26085.241019891873,46.82,54.73,788.0,482.0,0.0
IU-287,R11,4f7fbb99573df5941c53ea5dc13225c44fb7f00b,4633.075781058396,26133.512438674647,23.61,54.83,829.0,299.0,0.0
IU-288,UNASSIGNED,a08d07bb82ae1f19ca406fd68ee2d8ca517c6dca,6953.183059211358,26152.85899199794,35.43,54.87,869.0,482.0,0.0
IU-289,R12,c4797efb7269095c9bac1bccbcb61230e676ec18,13144.062826622017,26357.977116880287,66.97,55.3,894.0,347.0,0.0
IU-290,R12,dfc5091fca11c387a287830ca57e898181fa358d,11844.810477372548,26388.248652523114,60.35,55.36,918.0,387.0,0.0
IU-291,R12,d894c9608c370205e60280e79ae86c3ae4165d28,10444.12256458574,26433.18058919301,53.22,55.46,594.0,482.0,0.0
IU-292,R11,676060fc010e4332dad70d67014136eefbc837f0,5808.728443286169,26484.2886458097,29.6,55.56,563.0,317.0,0.0
IU-293,R11,d4e1e182d3217683b81bed7a58b5b97d84483c34,2704.7129892814883,26517.848982232314,13.78,55.63,915.0,371.0,0.0
IU-294,R12,73d84c25d2954d3a94ebdc76be847159f8fbb2d1,9166.813813082983,26593.8124484633,46.71,55.79,749.0,482.0,0.0
IU-295,UNASSIGNED,4052f751bbbb74ffedb94b95c8c65ca1d1e17fbf,6934.046363304926,26682.848493951064,35.33,55.98,907.0,185.0,0.0
IU-296,R12,810e074c35d6e27553a0b385f8d2d962c94108b3,11875.810477372548,26799.91531918978,60.51,56.23,896.0,137.0,0.0
IU-297,R12,6a8d99b81ad0e8064b03605aa6a9a0e78628abd3,13165.062216270455,26820.310475644936,67.08,56.27,912.0,379.0,0.0
IU-298,R11,094d84e79b2c9e8fd65a32896c74c90706c396a1,5822.832992365606,26828.29913513727,29.67,56.29,481.0,482.0,0.0
IU-299,R11,50585b9627657f44c32abd7b75319bd13b20fc15,2717.9766324340617,26894.192854302626,13.85,56.42,851.0,482.0,0.0
IU-300,UNASSIGNED,8f000918798d1753238580704120a1b38aff6481,6939.046363304926,26896.1818679745,35.36,56.43,945.0,377.0,0.0
IU-301,R12,805253d94bd6caa28ede19ea25d0d573a5a80e9d,10421.28692402838,26942.242970557574,53.1,56.52,917.0,434.0,0.0
IU-302,R12,819762c97437d3fec4e8bbdd25c6b9bba12b9f0f,11867.477144039214,26951.13740577832,60.47,56.54,926.0,319.0,0.0
IU-303,R12,af413353f266b8cadf38e405b3a5e28ffd11d28f,9128.193754197722,27078.825928513525,46.51,56.81,944.0,438.0,0.0
IU-304,R12,0c3b1184a0436d89330a9ca99d3801a1d7f7c1b7,15541.774050582113,27160.189311303802,79.19,56.98,1029.0,393.0,0.0
IU-305,R12,8f675d5a4b40a1cb8500dad394322c0d3b2f3845,16839.572045383346,27185.50284111795,85.8,57.03,772.0,482.0,0.0
IU-306,R12,5d27ffc66e3521b85aa79dd4dfa0f7bf69a4cec3,13149.228933799752,27219.81051379191,67.0,57.11,927.0,300.0,0.0
IU-307,R12,2ec84b4c142ab66af72a1db41f2bb7380d9eb9a9,14517.40123416784,27238.654225644936,73.97,57.15,811.0,482.0,0.0
IU-308,R11,3076481cd77bc204b73762eddb6a99f6db77d37d,5800.561660362062,27335.026813708697,29.56,57.35,606.0,406.0,0.0
IU-309,R12,33ec33e3f63de1e34a259963357789fb8f1d7102,10423.95342793463,27402.07634458101,53.11,57.49,837.0,341.0,0.0
IU-310,R12,72bf95274c482815082812bfb69b0d56b59d1fd7,13169.728933799752,27530.31055193888,67.1,57.76,906.0,259.0,0.0
IU-311,R12,80e917c63d9b23f1841f138508aecd92134f58fc,9121.122412819373,27533.06405281598,46.48,57.76,901.0,280.0,0.0
IU-312,R12,79a4777b2f37d0fe49e1713961fcca8182321392,11851.1053804675,27541.765814357044,60.39,57.78,929.0,348.0,0.0
IU-313,R11,38abff4a0ef7bc68fc994a880735d13885de8178,2771.0464345126074,27551.015570061903,14.12,57.8,531.0,364.0,0.0
IU-314,R12,ad15f92387c0fd5c37cc62b21ae26200578a164e,8367.728238268339,27551.66571836235,42.64,57.8,689.0,426.0,0.0
IU-315,R12,46562dcbf35c16a7ad3efeaba3d0c3b64d4d1982,15553.860123038925,27573.866381921478,79.25,57.85,875.0,482.0,0.0
IU-316,R12,0d63534428aaded3409e212f9d5b24e156de761e,16847.768718328916,27687.058076238933,85.85,58.09,924.0,357.0,0.0
IU-317,R12,96dab1df5e08f6f39c747e62cc7fcb870824b2f0,14525.299040413556,27726.987584409584,74.01,58.17,798.0,482.0,0.0
IU-318,R11,57fab47856e35492a63b7bb02b6b08b9e5ef7df6,5781.371300429026,27748.40779515401,29.46,58.22,892.0,364.0,0.0
IU-319,R12,3dfb2e84740124172e651c3f2eb2b8be9da15952,13163.062216270455,27793.643834409584,67.07,58.31,876.0,279.0,0.0
IU-320,R12,921a92e2c63ff66e10fb3ed863558abd73cea6d2,9125.669828416472,27833.6592327825,46.5,58.39,770.0,315.0,0.0
IU-321,R11,05e742e80806dac47685e7192fa7cae040ec101a,2767.2131520419043,27915.015608208876,14.1,58.56,572.0,256.0,0.0
IU-322,R12,764ec95080eb9f47edf484be01e4e91bddc7c024,16867.436571182974,28059.40178809196,85.95,58.87,745.0,482.0,0.0
IU-323,R12,d360a7d007afd71aee593e96a2cb92b4e25cd118,15651.94076811141,28073.02267006845,79.75,58.9,632.0,64.0,0.0
IU-324,R12,1fd1c39efcd86c10e2260f1aada350ab07331c34,13173.228933799752,28105.977193174233,67.12,58.97,899.0,201.0,0.0
IU-325,R12,733425f1daaee1c69c957d13d5e40910569dcab9,15662.750955640484,28141.977554915455,79.81,59.04,866.0,482.0,0.0
IU-326,R12,8fb60bf0f8807155901dae6e76fae8105e71c684,9107.003219878525,28158.968785656383,46.4,59.08,914.0,312.0,0.0
IU-327,R12,40b7d5950d3994d6ab9479b8c152fd7be583c2b6,8088.728238268339,28176.1354615708,41.22,59.11,1007.0,331.0,0.0
IU-328,R11,f6f7e865e57f4d4a5a4dd2e004ffc5427c166766,2784.879869571201,28204.682173150282,14.19,59.17,530.0,250.0,0.0
IU-329,R11,74ba77c71124c87e7609fbbfa36c1eaae87396d2,5778.6570147147395,28210.931677338718,29.44,59.19,886.0,418.0,0.0
IU-330,R12,cfb7f31c32b94f93c8114a7ae6ae9f2b09e36ac0,14539.2924402188,28215.321019468178,74.08,59.2,784.0,482.0,0.0
IU-331,R12,679e04b8999dde921cb83ed8a1639f320c870a73,11958.535391895086,28230.320943174233,60.93,59.23,792.0,482.0,0.0
IU-332,R12,690055da26dcee4aee30305b9b7bb739b8723b07,13172.728933799752,28311.477269468178,67.12,59.4,940.0,290.0,0.0
IU-333,R11,98945a566a37853b037b2ec7055602722ca86c29,2774.879869571201,28486.682249444228,14.14,59.76,700.0,296.0,0.0
IU-334,R12,8fdcc18b67f59a74a7b6877ee5852c8176ad9ef9,8094.031305562376,28531.63543382755,41.24,59.86,897.0,260.0,0.0
IU-335,R12,702382414de3eb4cddf35729b1a330a64ce982de,16855.1023059754,28589.39139685661,85.88,59.98,896.0,309.0,0.0
IU-336,R12,3089a183596b9802b2e678bff606c7b18e598010,13175.117819297799,28610.087908404537,67.13,60.02,911.0,293.0,0.0
IU-337,R12,ea74e9dd7284aff882a41d9841cc1c18df891b42,10577.102108747635,28679.95948129643,53.89,60.17,926.0,325.0,0.0
IU-338,R12,9061540009d95c92032573a7ddf10c571dfac0ae,15666.629012026917,28693.866595544525,79.83,60.2,713.0,482.0,0.0
IU-339,R12,a23fad7b1ea767168741ed6f089c7102a0599461,14542.328871667334,28703.654225644936,74.1,60.22,807.0,482.0,0.0
IU-340,R11,752c806f657d92b9845ff9ef7771a5a459031a81,5766.062009134383,28723.193596632802,29.38,60.26,915.0,403.0,0.0
IU-341,R12,86f6c97ef9f9e9e6947d09346872c0bae0a97d60,11887.562521446236,28725.310475644936,60.57,60.26,917.0,309.0,0.0
IU-342,R12,2256dc1fa326c613d18d137e3074edc0d7d95f27,13211.951071250924,28962.42122139282,67.32,60.76,896.0,351.0,0.0
IU-343,R12,1bd326b2cab84f4a4fdc1ed52b3e248ec20d4449,10596.435604841385,29011.95948129643,53.99,60.87,818.0,397.0,0.0
IU-344,R12,d3a05c5900d3d6b8eb8b6a1f49b097c58703903d,11881.729162681588,29061.977116880287,60.54,60.97,982.0,389.0,0.0
IU-345,R11,180dcf4b32bc026f10202d404b9245fe81220415,5765.728617672328,29144.050739489947,29.38,61.14,729.0,327.0,0.0
IU-346,R12,9ebc794e08dfe6b8716c10219e0af7c3d4740a73,14532.728933799752,29190.477193174233,74.05,61.24,970.0,422.0,0.0
IU-347,R12,90d6081ffbce9623910c40e8321055a69848ec65,13215.451315391549,29338.468916007772,67.34,61.55,857.0,445.0,0.0
IU-348,R12,fadc3b95063bcfab2516bc74c3e28431f69b3198,10581.935604841385,29420.62647348393,53.92,61.72,943.0,369.0,0.0
IU-349,R12,8d02dc146245cd281a605ad52eab8d758a9fd70c,11888.39580391694,29445.31055193888,60.58,61.78,712.0,329.0,0.0
IU-350,R11,c68e2a8d43dd237074d00fd4bc6b8ee49594e4c7,5757.323797638846,29488.217435220977,29.34,61.87,822.0,332.0,0.0
IU-351,R12,68590cce0cbebd14df54067e55caabf6b2129421,14521.89580391694,29618.477193174233,73.99,62.14,955.0,276.0,0.0
IU-352,R12,9421dfc6507a79e4ac84cf732d249cacd139f595,11861.562368858346,29781.143834409584,60.44,62.48,899.0,214.0,0.0
IU-353,R12,bfdd0bf48edc4041dabfaf97778f28ebb3046995,13227.951071250924,29795.421282427975,67.4,62.51,864.0,477.0,0.0
IU-354,R11,0a82c038b6d411f9143aca0a965976c0354b90d4,5761.162481909481,29832.108731607696,29.36,62.59,765.0,482.0,0.0
IU-355,R12,263a9816d7ec57c2e77df932143b21459a8b57c0,11859.618002403267,29994.477193174233,60.43,62.93,948.0,384.0,0.0
IU-356,R12,fbc855013884b79fcc4a33634ba5c8dec7835360,10494.32323786286,30036.414315280806,53.47,63.02,886.0,482.0,0.0
IU-357,R12,95626c5870a85028a43b0cfb4f482b91265301e3,13256.117819297799,30307.254778521725,67.55,63.58,941.0,200.0,0.0
IU-358,R11,e1ac560b26f8417fb08842d23aa1c3f900b211c6,5745.252369067417,30338.765025204237,29.27,63.65,789.0,349.0,0.0
IU-359,R12,56684bf11564f999d149adf587ff4b51aa4d42c4,11843.89580391694,30388.64391070353,60.35,63.75,881.0,459.0,0.0
IU-360,R12,7c337054a4a7eabbf5661f156ec8bccf087f4e35,10461.083623680197,30528.41445769617,53.3,64.05,854.0,482.0,0.0
IU-361,R12,3071354b39fee7d7aa50289a1962b1c018f691d5,11845.857909338773,30850.320943174233,60.36,64.72,790.0,482.0,0.0
IU-362,R12,e22d38f4707497d7b0685419f4f5b09920190a51,13291.532848092924,30862.664657559384,67.73,64.75,820.0,331.0,0.0
IU-363,R11,283c1bb2a3d7afa1c4e1e6cc860688b258752bd6,5700.704691891078,30897.884043758924,29.05,64.82,920.0,366.0,0.0
IU-364,R12,bca292ecfa608479ed7ee044ef7a2823ce230a49,10432.213355492426,31018.422480428373,53.16,65.08,934.0,406.0,0.0
IU-365,R12,e6b95e6f80e9f8c05d82aec626d4b3e7ad6b0714,13271.39648445656,31196.664768532395,67.62,65.45,853.0,303.0,0.0
IU-366,R11,c74ee8553b15998c2da0cc020da6baf0057d55fe,5713.776120462508,31273.55065229687,29.11,65.61,871.0,308.0,0.0
IU-367,R12,ac35ac2f4966cda433cd3ee4ea18a5fe65b1a1a5,11804.468120712829,31403.810616364877,60.15,65.88,923.0,462.0,0.0
IU-368,R12,1ce1907fd2f0bbf27a0611a64740eea317a05fbc,10406.602210472895,31440.68175099044,53.03,65.96,923.0,320.0,0.0
IU-369,R12,ea0f7aeaeab65708d1b9d778286e0d7bb6cf0ca0,13313.967103981891,31534.684887939355,67.84,66.16,534.0,367.0,0.0
IU-370,R11,d3572dccdb7b03bacfff2e910e823e8a55e879a9,5712.58117911264,31594.838979468557,29.11,66.29,909.0,482.0,0.0
IU-371,R12,66852e288e18ac231c376fc44bd2df2e35a57847,10381.491065453363,31887.459562676635,52.9,66.9,991.0,422.0,0.0
IU-372,R12,9593d49fdad4c5236633c221f0383aa5fb969b41,11758.559029803737,31889.098458161745,59.91,66.9,913.0,369.0,0.0
IU-373,R11,7f5fd03cdae1f3aee571d569359aadc79cc0e17f,5724.196885203952,32090.23331017447,29.17,67.32,912.0,322.0,0.0
IU-374,UNASSIGNED,5cdaec07b59a055905bf821117648b3b7865b541,10377.880022159092,32319.626127618038,52.88,67.81,976.0,451.0,0.0
IU-375,R11,a5b18d2c3bb275066bb1a14e3c6ee5f0a70eaa18,5717.458848094577,32437.447595888756,29.13,68.05,735.0,359.0,0.0
IU-376,R13,2e53933f4dabba1b436e8e032dfbacbfb8b986cb,7224.842547027215,33102.811302679664,36.81,69.45,785.0,467.0,0.0
IU-377,UNASSIGNED,5f7ffd16a18668fad3915462b16acb3d2bffd4ce,5771.9711933277185,33208.17237093061,29.41,69.67,618.0,631.0,0.0
IU-378,R13,ff1f13ba3a256d5cef189ddb08aaec213308c614,7232.418306906186,33552.134789061725,36.85,70.39,668.0,482.0,0.0
IU-379,R13,3183b42852b4d93389693f6b069cde3e98476ec3,9648.744498468113,33744.99787378419,49.16,70.8,831.0,482.0,0.0
IU-380,UNASSIGNED,11664458c2f84f65a023b5552d5081bd00074094,5745.323617439816,33847.28098735081,29.27,71.01,598.0,446.0,0.0
IU-381,R13,a0ea9f6a342980180c14bc7c40d17e4e615216f4,7209.055242265054,34050.71067605206,36.73,71.44,674.0,482.0,0.0
IU-382,UNASSIGNED,9b1e04f8ba43db74facaa8776eaff119dc353d9b,5743.037903154102,34307.35237232571,29.26,71.98,534.0,463.0,0.0
