use_id,image_id,filename,region_id,x,y,width,height,opacity,transform,duplicate_of_use_id,nearest_text_ids,nearest_captions,status
IU-067,image-4c2743e85e8a499fcec12a413811954a3e690511,image-4c2743e85e8a499fcec12a413811954a3e690511.png,R02,3012.84093352916,13315.587304691462,838.0,482.0,1,translate(3012.84093352916 13315.587304691462) rotate(0 418.92558053359676 241.15625),,"[""T-099"", ""T-098"", ""T-097""]","[""JUST GOT WITH REFRESH"", ""IS VALID OR THAT WE "", ""THE ACCESS TOKEN THAT ""]",pending_supplemental_transcript
IU-068,image-5113c0afde722592e3c55ab475a143c16d823f5e,image-5113c0afde722592e3c55ab475a143c16d823f5e.png,R02,3009.3818194427986,12828.920587162165,836.0,482.0,1,translate(3009.3818194427986 12828.920587162165) rotate(0 417.9401145418326 241.15625),,"[""T-099"", ""T-098"", ""T-097""]","[""JUST GOT WITH REFRESH"", ""IS VALID OR THAT WE "", ""THE ACCESS TOKEN THAT ""]",pending_supplemental_transcript
IU-069,image-d4a0089d38bb835dc1f07268f76fd6a60f422fa2,image-d4a0089d38bb835dc1f07268f76fd6a60f422fa2.png,R02,2967.4329772789024,12417.5212646524,902.0,394.0,1,translate(2967.4329772789024 12417.5212646524) rotate(0 451 197),,"[""T-097"", ""T-098"", ""T-099""]","[""THE ACCESS TOKEN THAT "", ""IS VALID OR THAT WE "", ""JUST GOT WITH REFRESH""]",pending_supplemental_transcript
IU-070,image-32ac46f90bc0588477b21c388cd2e4818d504d48,image-32ac46f90bc0588477b21c388cd2e4818d504d48.png,R02,2958.7681930262224,11920.031630456437,777.0,482.0,1,translate(2958.7681930262224 11920.031630456437) rotate(0 388.55374095840875 241.15625),,"[""T-011"", ""T-010"", ""T-097""]","[""wrapper with autorefresh accessing tokens from ticket"", ""implementation of apicaller service"", ""THE ACCESS TOKEN THAT ""]",pending_supplemental_transcript
IU-071,image-f67f7b8928a50a68402296be994f1c5ee673b9fb,image-f67f7b8928a50a68402296be994f1c5ee673b9fb.png,R02,2932.9329772789006,11490.181288659562,851.0,416.0,1,translate(2932.9329772789006 11490.181288659562) rotate(0 425.5 208),,"[""T-010"", ""T-011"", ""T-258""]","[""implementation of apicaller service"", ""wrapper with autorefresh accessing tokens from ticket"", ""identity model package""]",pending_supplemental_transcript
IU-072,image-5d7ac6a848994d120e8cc5571084a08bb66d88da,image-5d7ac6a848994d120e8cc5571084a08bb66d88da.png,R02,2942.2108906903613,11087.632307946671,828.0,396.0,1,translate(2942.2108906903613 11087.632307946671) rotate(0 414 198),,"[""T-010"", ""T-011"", ""T-258""]","[""implementation of apicaller service"", ""wrapper with autorefresh accessing tokens from ticket"", ""identity model package""]",pending_supplemental_transcript
IU-073,image-5d0a5167b01d80cb862ad25d2373982f23f2218b,image-5d0a5167b01d80cb862ad25d2373982f23f2218b.png,R02,2883.2108906903613,10668.319520974357,946.0,411.0,1,translate(2883.2108906903613 10668.319520974357) rotate(0 473 205.5),,"[""T-020"", ""T-009"", ""T-010""]","[""!!!"", ""why"", ""implementation of apicaller service""]",pending_supplemental_transcript
IU-074,image-9853b95717052d384c4bb3692a807bb8e062be0e,image-9853b95717052d384c4bb3692a807bb8e062be0e.png,R02,4337.650872854464,11011.228890647963,937.0,331.0,1,translate(4337.650872854464 11011.228890647963) rotate(0 468.5 165.5),,"[""T-009"", ""T-010"", ""T-011""]","[""why"", ""implementation of apicaller service"", ""wrapper with autorefresh accessing tokens from ticket""]",pending_supplemental_transcript
IU-075,image-28328b03a5df3063841abd82854638ed6c349bb0,image-28328b03a5df3063841abd82854638ed6c349bb0.png,R02,4344.832802009293,11348.759175182762,959.0,422.0,1,translate(4344.832802009293 11348.759175182762) rotate(0 479.5 211),,"[""T-010"", ""T-011"", ""T-009""]","[""implementation of apicaller service"", ""wrapper with autorefresh accessing tokens from ticket"", ""why""]",pending_supplemental_transcript
IU-076,image-ae782e6e6d717e0d2dfc0349ca0e48926a852295,image-ae782e6e6d717e0d2dfc0349ca0e48926a852295.png,R02,5382.908485603043,10998.865254284325,958.0,123.0,1,translate(5382.908485603043 10998.865254284325) rotate(0 479 61.5),,"[""T-009"", ""T-010"", ""T-011""]","[""why"", ""implementation of apicaller service"", ""wrapper with autorefresh accessing tokens from ticket""]",pending_supplemental_transcript
IU-077,image-91b4f5ac5d6b06f61854f727822197fac9c215c4,image-91b4f5ac5d6b06f61854f727822197fac9c215c4.png,R02,4888.3066139639395,16356.863269474768,859.0,197.0,1,translate(4888.3066139639395 16356.863269474768) rotate(0 429.5 98.5),,"[""T-245"", ""T-096"", ""T-095""]","[""accessing tokens from token store"", ""OR WE JUST FETCHED A NEW ONE "", ""ACCESS TOKEN EXISTS, ITS NOT EXPIRED ""]",pending_supplemental_transcript
IU-078,image-4dcd0e20202b15e7274b6d5cc2c36d47bbb7b3cf,image-4dcd0e20202b15e7274b6d5cc2c36d47bbb7b3cf.png,R02,4912.454651073314,15864.873645451331,731.0,482.0,1,translate(4912.454651073314 15864.873645451331) rotate(0 365.3517187499999 241.15625),,"[""T-096"", ""T-095"", ""T-245""]","[""OR WE JUST FETCHED A NEW ONE "", ""ACCESS TOKEN EXISTS, ITS NOT EXPIRED "", ""accessing tokens from token store""]",pending_supplemental_transcript
IU-079,image-66d17be922384a92134d4239072b3e1ab0da0390,image-66d17be922384a92134d4239072b3e1ab0da0390.png,R02,4830.3063698233145,15492.529895451331,927.0,347.0,1,translate(4830.3063698233145 15492.529895451331) rotate(0 463.5 173.5),,"[""T-096"", ""T-095"", ""T-245""]","[""OR WE JUST FETCHED A NEW ONE "", ""ACCESS TOKEN EXISTS, ITS NOT EXPIRED "", ""accessing tokens from token store""]",pending_supplemental_transcript
IU-080,image-fbe985fce09d006042229b6ff5769c9da9a9446f,image-fbe985fce09d006042229b6ff5769c9da9a9446f.png,R02,4782.3063698233145,15143.196643498206,847.0,299.0,1,translate(4782.3063698233145 15143.196643498206) rotate(0 423.5 149.5),,"[""T-095"", ""T-096"", ""T-245""]","[""ACCESS TOKEN EXISTS, ITS NOT EXPIRED "", ""OR WE JUST FETCHED A NEW ONE "", ""accessing tokens from token store""]",pending_supplemental_transcript
IU-081,image-2e90c1b17866f88f8893047a142d76bde447b6e4,image-2e90c1b17866f88f8893047a142d76bde447b6e4.png,R02,4793.833519391968,14659.540271427893,803.0,482.0,1,translate(4793.833519391968 14659.540271427893) rotate(0 401.3063465250965 241.15625),,"[""T-095"", ""T-096"", ""T-099""]","[""ACCESS TOKEN EXISTS, ITS NOT EXPIRED "", ""OR WE JUST FETCHED A NEW ONE "", ""JUST GOT WITH REFRESH""]",pending_supplemental_transcript
IU-082,image-725dc0a10a45ad7c37410ea3945c25d997e4e3cc,image-725dc0a10a45ad7c37410ea3945c25d997e4e3cc.png,R02,4814.558385871156,14176.873645451331,718.0,482.0,1,translate(4814.558385871156 14176.873645451331) rotate(0 359.2482280927835 241.15625),,"[""T-095"", ""T-096"", ""T-099""]","[""ACCESS TOKEN EXISTS, ITS NOT EXPIRED "", ""OR WE JUST FETCHED A NEW ONE "", ""JUST GOT WITH REFRESH""]",pending_supplemental_transcript
IU-083,image-666b3f707dcead9d4e2b9df8b0029835ff49f9fb,image-666b3f707dcead9d4e2b9df8b0029835ff49f9fb.png,R02,4776.3066139639395,13990.696521427895,763.0,188.0,1,translate(4776.3066139639395 13990.696521427895) rotate(0 381.5 94),,"[""T-099"", ""T-098"", ""T-097""]","[""JUST GOT WITH REFRESH"", ""IS VALID OR THAT WE "", ""THE ACCESS TOKEN THAT ""]",pending_supplemental_transcript
IU-084,image-38ec11ee4d3cce6783331a85062d331ec640aadd,image-38ec11ee4d3cce6783331a85062d331ec640aadd.png,R02,4778.602599002265,13504.873645451333,812.0,482.0,1,translate(4778.602599002265 13504.873645451333) rotate(0 405.8705188679246 241.15625),,"[""T-099"", ""T-098"", ""T-097""]","[""JUST GOT WITH REFRESH"", ""IS VALID OR THAT WE "", ""THE ACCESS TOKEN THAT ""]",pending_supplemental_transcript
IU-085,image-5c82ca013ff5a6f81a16ce838cb63006ee8b75c8,image-5c82ca013ff5a6f81a16ce838cb63006ee8b75c8.png,R02,4725.095761585767,12992.873584416177,833.0,482.0,1,translate(4725.095761585767 12992.873584416177) rotate(0 416.71060823754783 241.15625),,"[""T-099"", ""T-098"", ""T-097""]","[""JUST GOT WITH REFRESH"", ""IS VALID OR THAT WE "", ""THE ACCESS TOKEN THAT ""]",pending_supplemental_transcript
IU-086,image-ca60202c95c9deed1436c8f6fe18cc5eb4c7e73f,image-ca60202c95c9deed1436c8f6fe18cc5eb4c7e73f.png,R02,4748.083690321826,12494.206958439614,798.0,482.0,1,translate(4748.083690321826 12494.206958439614) rotate(0 399.0561755952381 241.15625),,"[""T-244"", ""T-243"", ""T-097""]","[""lower"", ""accessing tokens from token store"", ""THE ACCESS TOKEN THAT ""]",pending_supplemental_transcript
IU-087,image-77a1f7c825392cde656a44c94c838a5467f9f62b,image-77a1f7c825392cde656a44c94c838a5467f9f62b.png,R02,4748.3063698233145,12172.363147404458,787.0,294.0,1,translate(4748.3063698233145 12172.363147404458) rotate(0 393.5 147),,"[""T-243"", ""T-244"", ""T-011""]","[""accessing tokens from token store"", ""lower"", ""wrapper with autorefresh accessing tokens from ticket""]",pending_supplemental_transcript
IU-088,image-be4ed43de2000ed7e31722ffa117f9ac0ebffb99,image-be4ed43de2000ed7e31722ffa117f9ac0ebffb99.png,R01,1735.3859732304318,12758.289150512406,919.0,430.0,1,translate(1735.3859732304318 12758.289150512406) rotate(0 459.5 215),,"[""T-017"", ""T-018"", ""T-012""]","[""auth ticket, authhandlers methods"", ""authenticateasync"", ""so authenticateasync its the auth handlers method that ""]",pending_supplemental_transcript
IU-089,image-055340aa44e4a5ac5d2581d1874d5d158e68ecc3,image-055340aa44e4a5ac5d2581d1874d5d158e68ecc3.png,R01,1750.6003461377986,12509.50343622669,900.0,219.0,1,translate(1750.6003461377986 12509.50343622669) rotate(0 450 109.5),,"[""T-017"", ""T-258"", ""T-018""]","[""auth ticket, authhandlers methods"", ""identity model package"", ""authenticateasync""]",pending_supplemental_transcript
IU-090,image-79e5a3cb99101c4318d0679337ffbee5f6aeb85e,image-79e5a3cb99101c4318d0679337ffbee5f6aeb85e.png,R01,1889.1170951657823,11783.561384747898,768.0,482.0,1,translate(1889.1170951657823 11783.561384747898) rotate(0 383.8644939965693 241.15625),,"[""T-258"", ""T-011"", ""T-010""]","[""identity model package"", ""wrapper with autorefresh accessing tokens from ticket"", ""implementation of apicaller service""]",pending_supplemental_transcript
IU-091,image-f46db3d75c194268582993f02178fa59932b3428,image-f46db3d75c194268582993f02178fa59932b3428.png,R01,1795.1745895818985,14217.847186226692,773.0,482.0,1,translate(1795.1745895818985 14217.847186226692) rotate(0 386.3780793795622 241.15625),,"[""T-016"", ""T-015"", ""T-014""]","[""that is has set and encrypted on signinasync call"", ""claimsprincipal, auth properties and scheme name"", ""auth it returns auth result with decrypted authticket values""]",pending_supplemental_transcript
IU-092,image-b35db26cde7fd4cacafecf81228ca28aba410254,image-b35db26cde7fd4cacafecf81228ca28aba410254.png,R01,1808.1465787945308,13730.228254865086,796.0,482.0,1,translate(1808.1465787945308 13730.228254865086) rotate(0 398.16805305755406 241.15625),,"[""T-016"", ""T-015"", ""T-014""]","[""that is has set and encrypted on signinasync call"", ""claimsprincipal, auth properties and scheme name"", ""auth it returns auth result with decrypted authticket values""]",pending_supplemental_transcript
IU-093,image-a7ad528e1de798887172cea5d9172554c532e5d8,image-a7ad528e1de798887172cea5d9172554c532e5d8.png,R01,880.7298457851484,13812.778532575046,519.0,327.0,1,translate(880.7298457851484 13812.778532575046) rotate(0 259.5 163.5),,"[""T-016"", ""T-015"", ""T-014""]","[""that is has set and encrypted on signinasync call"", ""claimsprincipal, auth properties and scheme name"", ""auth it returns auth result with decrypted authticket values""]",pending_supplemental_transcript
IU-094,image-15d4f87494e08666ce0d4681581f39f0889e2e78,image-15d4f87494e08666ce0d4681581f39f0889e2e78.png,R01,757.6745614969568,14162.000788705689,854.0,473.0,1,translate(757.6745614969568 14162.000788705689) rotate(0 427 236.5),,"[""T-016"", ""T-015"", ""T-014""]","[""that is has set and encrypted on signinasync call"", ""claimsprincipal, auth properties and scheme name"", ""auth it returns auth result with decrypted authticket values""]",pending_supplemental_transcript
IU-095,image-cdbcc328b5732ffc324ead81bb37ef2ae60ef687,image-cdbcc328b5732ffc324ead81bb37ef2ae60ef687.png,R01,771.3967837191776,14660.871068653605,631.0,456.0,1,translate(771.3967837191776 14660.871068653605) rotate(0 315.5 228),,"[""T-016"", ""T-015"", ""T-014""]","[""that is has set and encrypted on signinasync call"", ""claimsprincipal, auth properties and scheme name"", ""auth it returns auth result with decrypted authticket values""]",pending_supplemental_transcript
IU-096,image-486585cbd74cf72d714627e4cfed56564be4ae51,image-486585cbd74cf72d714627e4cfed56564be4ae51.png,R01,751.7316346350435,15136.603775359334,730.0,482.0,1,translate(751.7316346350435 15136.603775359334) rotate(0 364.7947335025383 241.15625),,"[""T-016"", ""T-015"", ""T-014""]","[""that is has set and encrypted on signinasync call"", ""claimsprincipal, auth properties and scheme name"", ""auth it returns auth result with decrypted authticket values""]",pending_supplemental_transcript
IU-097,image-011037136c32abc5206be1d2ca954e30a772d41a,image-011037136c32abc5206be1d2ca954e30a772d41a.png,R01,720.1002613667479,15638.81558091489,781.0,269.0,1,translate(720.1002613667479 15638.81558091489) rotate(0 390.5 134.5),,"[""T-245"", ""T-016"", ""T-015""]","[""accessing tokens from token store"", ""that is has set and encrypted on signinasync call"", ""claimsprincipal, auth properties and scheme name""]",pending_supplemental_transcript
IU-098,image-ad62acea825fb8e4f33a6bac7bd03766e253a7a1,image-ad62acea825fb8e4f33a6bac7bd03766e253a7a1.png,R01,707.2299814188318,15912.093358692668,866.0,478.0,1,translate(707.2299814188318 15912.093358692668) rotate(0 433 239),,"[""T-245"", ""T-096"", ""T-095""]","[""accessing tokens from token store"", ""OR WE JUST FETCHED A NEW ONE "", ""ACCESS TOKEN EXISTS, ITS NOT EXPIRED ""]",pending_supplemental_transcript
IU-099,image-f647afdf4a0ba056fe3c1c544cd497398da80b4c,image-f647afdf4a0ba056fe3c1c544cd497398da80b4c.png,R01,697.0817880594568,16417.260025359334,910.0,481.0,1,translate(697.0817880594568 16417.260025359334) rotate(0 455 240.5),,"[""T-245"", ""T-178"", ""T-179""]","[""accessing tokens from token store"", ""using Microsoft.AspNetCore.Authentication.OpenIdConnect;"", ""using System.Security.Claims;""]",pending_supplemental_transcript
IU-100,image-385fd42a2dbe29165fce96bb0a46e81f457773a8,image-385fd42a2dbe29165fce96bb0a46e81f457773a8.png,R02,2670.7770122677703,10254.617298709429,720.0,215.0,1,translate(2670.7770122677703 10254.617298709429) rotate(0 360 107.5),,"[""T-020"", ""T-019"", ""T-009""]","[""!!!"", ""sign out"", ""why""]",pending_supplemental_transcript
IU-101,image-19f72cbb84076ddec207571c20f868247af0a905,image-19f72cbb84076ddec207571c20f868247af0a905.png,R02,2561.110447326364,9765.28393994478,866.0,477.0,1,translate(2561.110447326364 9765.28393994478) rotate(0 433 238.5),,"[""T-020"", ""T-019"", ""T-007""]","[""!!!"", ""sign out"", ""code and tokens""]",pending_supplemental_transcript
IU-102,image-c9a05fd358a6a838378a578a72e7a8d9880b21f5,image-c9a05fd358a6a838378a578a72e7a8d9880b21f5.png,R02,2574.469225014629,9275.960972415483,823.0,482.0,1,translate(2574.469225014629 9275.960972415483) rotate(0 411.3077872531419 241.15625),,"[""T-019"", ""T-020"", ""T-007""]","[""sign out"", ""!!!"", ""code and tokens""]",pending_supplemental_transcript
IU-103,image-a34666d212ead70791f4ccd35f3142291fd037f7,image-a34666d212ead70791f4ccd35f3142291fd037f7.png,R02,2751.7085038850637,3254.843282203112,665.0,327.0,1,translate(2751.7085038850637 3254.843282203112) rotate(0 332.5 163.5),,"[""T-021"", ""T-023"", ""T-022""]","[""jwt api/idp asymmetric keys"", ""what to do for prod"", ""how api gets key fro idp endpoint, what is automatic""]",pending_supplemental_transcript
IU-104,image-d140a7f8e0b371aa57336704c32c99c8ec54e777,image-d140a7f8e0b371aa57336704c32c99c8ec54e777.png,R02,2666.973899947334,3606.0758871835806,741.0,482.0,1,translate(2666.973899947334 3606.0758871835806) rotate(0 370.5679372710624 241.15625),,"[""T-021"", ""T-023"", ""T-022""]","[""jwt api/idp asymmetric keys"", ""what to do for prod"", ""how api gets key fro idp endpoint, what is automatic""]",pending_supplemental_transcript
IU-105,image-e0c754e27bb6ca513a7041b87f5cbae77c51682f,image-e0c754e27bb6ca513a7041b87f5cbae77c51682f.png,R02,2633.597664041312,4106.454325497381,759.0,366.0,1,translate(2633.597664041312 4106.454325497381) rotate(0 379.5 183),,"[""T-021"", ""T-024"", ""T-023""]","[""jwt api/idp asymmetric keys"", ""not storing access tokens in browsers cookie auth properties"", ""what to do for prod""]",pending_supplemental_transcript
IU-106,image-f81b77de8f383b116af9bdf7cf6f0a6da48f6bcc,image-f81b77de8f383b116af9bdf7cf6f0a6da48f6bcc.png,R02,2635.208707335585,4501.454172909491,858.0,296.0,1,translate(2635.208707335585 4501.454172909491) rotate(0 429 148),,"[""T-024"", ""T-021"", ""T-023""]","[""not storing access tokens in browsers cookie auth properties"", ""jwt api/idp asymmetric keys"", ""what to do for prod""]",pending_supplemental_transcript
IU-107,image-e21bc02b8845bb4e89f86ef2a8f8a0b9469d8f66,image-e21bc02b8845bb4e89f86ef2a8f8a0b9469d8f66.png,R02,2577.5418372183976,4868.176513811182,920.0,447.0,1,translate(2577.5418372183976 4868.176513811182) rotate(0 460 223.5),,"[""T-024"", ""T-006"", ""T-004""]","[""not storing access tokens in browsers cookie auth properties"", ""def challenge scheme how works"", ""edpoint names + min flow""]",pending_supplemental_transcript
IU-108,image-2adc4146aec3d5b2da51bfcc8e8b4f9d8236df11,image-2adc4146aec3d5b2da51bfcc8e8b4f9d8236df11.png,R01,1231.4774579721761,5023.558437053553,748.0,482.0,1,translate(1231.4774579721761 5023.558437053553) rotate(0 373.9386386639676 241.15625),,"[""T-024"", ""T-004"", ""T-006""]","[""not storing access tokens in browsers cookie auth properties"", ""edpoint names + min flow"", ""def challenge scheme how works""]",pending_supplemental_transcript
IU-109,image-4e80dc122e56e7d0aceca39ec88e70161f781f3b,image-4e80dc122e56e7d0aceca39ec88e70161f781f3b.png,R01,1224.9159745658308,5494.714666708498,673.0,380.0,1,translate(1224.9159745658308 5494.714666708498) rotate(0 336.5 190),,"[""T-024"", ""T-004"", ""T-006""]","[""not storing access tokens in browsers cookie auth properties"", ""edpoint names + min flow"", ""def challenge scheme how works""]",pending_supplemental_transcript
IU-110,image-6660fbabf8e8dc66ec5d08afcb51bbe2cf65d732,image-6660fbabf8e8dc66ec5d08afcb51bbe2cf65d732.png,R01,1129.1224739380395,5924.2914639516475,907.0,444.0,1,translate(1129.1224739380395 5924.2914639516475) rotate(0 453.5 222),,"[""T-004"", ""T-024"", ""T-006""]","[""edpoint names + min flow"", ""not storing access tokens in browsers cookie auth properties"", ""def challenge scheme how works""]",pending_supplemental_transcript
IU-111,image-70fdd639356458cf3265ba6da8e8ce3f9ad846d8,image-70fdd639356458cf3265ba6da8e8ce3f9ad846d8.png,R01,1250.51143064377,3192.6245938344564,882.0,334.0,1,translate(1250.51143064377 3192.6245938344564) rotate(0 441 167),,"[""T-023"", ""T-022"", ""T-021""]","[""what to do for prod"", ""how api gets key fro idp endpoint, what is automatic"", ""jwt api/idp asymmetric keys""]",pending_supplemental_transcript
IU-112,image-c6ef3d7a7d786ed170a2bbcdce1b65e872fd4d12,image-c6ef3d7a7d786ed170a2bbcdce1b65e872fd4d12.png,R01,1268.8992718639347,3534.023967206851,690.0,482.0,1,translate(1268.8992718639347 3534.023967206851) rotate(0 344.8344488188977 241.15625),,"[""T-023"", ""T-022"", ""T-021""]","[""what to do for prod"", ""how api gets key fro idp endpoint, what is automatic"", ""jwt api/idp asymmetric keys""]",pending_supplemental_transcript
IU-113,image-620a88a52641b872c0ad51c4606e6d497c8a91d6,image-620a88a52641b872c0ad51c4606e6d497c8a91d6.png,R01,1214.622677388561,4023.2912605011243,856.0,246.0,1,translate(1214.622677388561 4023.2912605011243) rotate(0 428 123),,"[""T-023"", ""T-022"", ""T-021""]","[""what to do for prod"", ""how api gets key fro idp endpoint, what is automatic"", ""jwt api/idp asymmetric keys""]",pending_supplemental_transcript
IU-114,image-8c1ba3688f2bc2ffeba1f5333bd810358a1540ce,image-8c1ba3688f2bc2ffeba1f5333bd810358a1540ce.png,R01,1222.51143064377,4248.624644697089,738.0,422.0,1,translate(1222.51143064377 4248.624644697089) rotate(0 369 211),,"[""T-024"", ""T-023"", ""T-022""]","[""not storing access tokens in browsers cookie auth properties"", ""what to do for prod"", ""how api gets key fro idp endpoint, what is automatic""]",pending_supplemental_transcript
IU-115,image-4f13da58bb3194ccf5a27f9036161ebe6b5017a0,image-4f13da58bb3194ccf5a27f9036161ebe6b5017a0.png,R01,1191.5670540161645,4689.569173912585,871.0,269.0,1,translate(1191.5670540161645 4689.569173912585) rotate(0 435.5 134.5),,"[""T-024"", ""T-023"", ""T-022""]","[""not storing access tokens in browsers cookie auth properties"", ""what to do for prod"", ""how api gets key fro idp endpoint, what is automatic""]",pending_supplemental_transcript
IU-116,image-a682089dab7ad6fa0c472859393e7bbee1261563,image-a682089dab7ad6fa0c472859393e7bbee1261563.png,R02,2530.069536596926,7468.709417200649,911.0,318.0,1,translate(2530.069536596926 7468.709417200649) rotate(0 455.5 159),,"[""T-005"", ""T-007"", ""T-004""]","[""default schemes values that are possible"", ""code and tokens"", ""edpoint names + min flow""]",pending_supplemental_transcript
IU-117,image-6a1d83ce0d8fac5f003162e1c4f71a459a05b506,image-6a1d83ce0d8fac5f003162e1c4f71a459a05b506.png,R02,2544.014116675051,7039.7462281815515,892.0,370.0,1,translate(2544.014116675051 7039.7462281815515) rotate(0 446 185),,"[""T-006"", ""T-004"", ""T-005""]","[""def challenge scheme how works"", ""edpoint names + min flow"", ""default schemes values that are possible""]",pending_supplemental_transcript
IU-118,image-9676bf120f0ea77c0ae2e93f984c626964fb7d44,image-9676bf120f0ea77c0ae2e93f984c626964fb7d44.png,R02,2556.643836727135,6763.801817645528,926.0,273.0,1,translate(2556.643836727135 6763.801817645528) rotate(0 463 136.5),,"[""T-006"", ""T-004"", ""T-005""]","[""def challenge scheme how works"", ""edpoint names + min flow"", ""default schemes values that are possible""]",pending_supplemental_transcript
IU-119,image-bac94a89580d2874c50af378af1efcc665642de8,image-bac94a89580d2874c50af378af1efcc665642de8.png,R02,2582.823987639111,6255.637628231156,811.0,482.0,1,translate(2582.823987639111 6255.637628231156) rotate(0 405.47576775431867 241.15625),,"[""T-006"", ""T-004"", ""T-024""]","[""def challenge scheme how works"", ""edpoint names + min flow"", ""not storing access tokens in browsers cookie auth properties""]",pending_supplemental_transcript
IU-120,image-9d65c08ad59bf120604bb996c4fb7d35edbaf44d,image-9d65c08ad59bf120604bb996c4fb7d35edbaf44d.png,R02,2551.5555035578236,5627.489651885671,895.0,482.0,1,translate(2551.5555035578236 5627.489651885671) rotate(0 447.72807655038764 241.15625),,"[""T-024"", ""T-006"", ""T-004""]","[""not storing access tokens in browsers cookie auth properties"", ""def challenge scheme how works"", ""edpoint names + min flow""]",pending_supplemental_transcript
IU-121,image-99fccf1d7fe6a519e8312e7cd04c9f2a98d66eb5,image-99fccf1d7fe6a519e8312e7cd04c9f2a98d66eb5.png,R01,1121.2774218174454,6360.432265424477,746.0,318.0,1,translate(1121.2774218174454 6360.432265424477) rotate(0 373 159),,"[""T-004"", ""T-024"", ""T-006""]","[""edpoint names + min flow"", ""not storing access tokens in browsers cookie auth properties"", ""def challenge scheme how works""]",pending_supplemental_transcript
IU-122,image-cde42f618593c3784c67ab50831aa4f7d398b703,image-cde42f618593c3784c67ab50831aa4f7d398b703.png,R04,9436.36391550477,3082.656100170543,766.0,482.0,1,translate(9436.36391550477 3082.656100170543) rotate(0 383.1528577302631 241.15625),,"[""T-035"", ""T-025"", ""T-026""]","[""idp config"", ""so identity resources is what client app "", ""gets in id token and what is being populated into ""]",pending_supplemental_transcript
IU-123,image-f99e75fb513cf2bc92980269845766316461b370,image-f99e75fb513cf2bc92980269845766316461b370.png,R04,9420.961078654955,3582.9076376751927,812.0,470.0,1,translate(9420.961078654955 3582.9076376751927) rotate(0 406 235),,"[""T-025"", ""T-035"", ""T-026""]","[""so identity resources is what client app "", ""idp config"", ""gets in id token and what is being populated into ""]",pending_supplemental_transcript
IU-124,image-70f6e12ba8cdf7079b1c21b7516603a86175832f,image-70f6e12ba8cdf7079b1c21b7516603a86175832f.png,R04,9459.08212801575,4167.210627288123,896.0,482.0,1,translate(9459.08212801575 4167.210627288123) rotate(0 448 241),,"[""T-028"", ""T-027"", ""T-026""]","[""for api to decide whether this user is allowed to request it(in addition to scopes)"", ""claimsprincipal by middleware, userclaims in apiresources are needed "", ""gets in id token and what is being populated into ""]",pending_supplemental_transcript
IU-125,image-c97d6efe961a72dc4e9abf71990fd6241bb9cb46,image-c97d6efe961a72dc4e9abf71990fd6241bb9cb46.png,R04,9457.627582561205,4651.907637675193,808.0,468.0,1,translate(9457.627582561205 4651.907637675193) rotate(0 404 234),,"[""T-028"", ""T-027"", ""T-026""]","[""for api to decide whether this user is allowed to request it(in addition to scopes)"", ""claimsprincipal by middleware, userclaims in apiresources are needed "", ""gets in id token and what is being populated into ""]",pending_supplemental_transcript
IU-126,image-cf96a51a1591d6a3a5b3e4dfd4dd7bdf68fad77f,image-cf96a51a1591d6a3a5b3e4dfd4dd7bdf68fad77f.png,R04,9449.694361840484,5127.418013651755,784.0,482.0,1,translate(9449.694361840484 5127.418013651755) rotate(0 391.9332207207208 241.15625),,"[""T-030"", ""T-032"", ""T-028""]","[""confidential/public clients/pkce flow/both lients types flow,bff"", ""what is conf/pub clients and why bff is good"", ""for api to decide whether this user is allowed to request it(in addition to scopes)""]",pending_supplemental_transcript
IU-127,image-40b5b54824b140212fb73f4da291f23dc957a7e4,image-40b5b54824b140212fb73f4da291f23dc957a7e4.png,R04,9434.713828594906,5588.7513266400365,796.0,482.0,1,translate(9434.713828594906 5588.7513266400365) rotate(0 398.0248786407767 241.15625),,"[""T-030"", ""T-032"", ""T-031""]","[""confidential/public clients/pkce flow/both lients types flow,bff"", ""what is conf/pub clients and why bff is good"", ""pkce public client spa""]",pending_supplemental_transcript
IU-128,image-69b0414f2f8293ef864f15327af35e743a9905c7,image-69b0414f2f8293ef864f15327af35e743a9905c7.png,R04,9427.29433060808,6061.574202616601,874.0,462.0,1,translate(9427.29433060808 6061.574202616601) rotate(0 437 231),,"[""T-030"", ""T-032"", ""T-031""]","[""confidential/public clients/pkce flow/both lients types flow,bff"", ""what is conf/pub clients and why bff is good"", ""pkce public client spa""]",pending_supplemental_transcript
IU-129,image-4b565d6614596aa3d39c5a201e4ec401bef13ebd,image-4b565d6614596aa3d39c5a201e4ec401bef13ebd.png,R04,9423.96083451433,6529.574202616601,838.0,382.0,1,translate(9423.96083451433 6529.574202616601) rotate(0 419 191),,"[""T-030"", ""T-032"", ""T-031""]","[""confidential/public clients/pkce flow/both lients types flow,bff"", ""what is conf/pub clients and why bff is good"", ""pkce public client spa""]",pending_supplemental_transcript
