source_id,fileId,fileId_short,x,y,width,height,rotation,opacity,initial_subregion,combined_pass,initial_meaning,nearest_labels_for_search_only,coverage_status,decision_is_final,review_notes,current_region_decision,must_recheck_before_region_close
S-001,cb1b53c07193a5e388653690e4791c57f904da11,cb1b53c071,5415.411,10434.367,806.0,352.0,0.0,1,R04-timezones-converting-date-math-dst,P03-R04-timezones-conversion-json-model-binding-dst,"TimeZoneInfo, UTC/local conversion, JSON/model binding, date math pitfalls, user local time, DST.",L-031: converting | L-036: time zones | L-020: when need to show user his local time | L-021: findsystemtimezonebyid | L-016: convert datetime to utc,processed-in-r04-v001,yes-for-r04-v001-boundary,R04 processed after local boundary review.,R04,no-for-r04-v001
S-053,7a183a0a75f7efbdca744583067bd51e335a27cc,7a183a0a75,8139.426,11766.5,845.0,482.0,0.0,1,R04-timezones-converting-date-math-dst,P03-R04-timezones-conversion-json-model-binding-dst,"TimeZoneInfo, UTC/local conversion, JSON/model binding, date math pitfalls, user local time, DST.",L-019: timezoneinfo | L-002: !!! daylightsavingtime | L-003: can be important for displaying | L-021: findsystemtimezonebyid | L-020: when need to show user his local time,processed-in-r04-v001,yes-for-r04-v001-boundary,R04 processed after local boundary review.,R04,no-for-r04-v001
S-054,8c4ebce02dcad9f13c5f673a8b2a7f2ce92e511d,8c4ebce02d,8142.432,12246.823,839.0,315.0,0.0,1,R04-timezones-converting-date-math-dst,P03-R04-timezones-conversion-json-model-binding-dst,"TimeZoneInfo, UTC/local conversion, JSON/model binding, date math pitfalls, user local time, DST.",L-019: timezoneinfo | L-002: !!! daylightsavingtime | L-003: can be important for displaying | L-021: findsystemtimezonebyid | L-020: when need to show user his local time,processed-in-r04-v001,yes-for-r04-v001-boundary,R04 processed after local boundary review.,R04,no-for-r04-v001
S-055,3af0ebaeca882419cd0f7da8094cf8cbdd71ee04,3af0ebaeca,8176.449,12589.834,654.0,482.0,0.0,1,R04-timezones-converting-date-math-dst,P03-R04-timezones-conversion-json-model-binding-dst,"TimeZoneInfo, UTC/local conversion, JSON/model binding, date math pitfalls, user local time, DST.",L-002: !!! daylightsavingtime | L-003: can be important for displaying | L-019: timezoneinfo | L-021: findsystemtimezonebyid | L-020: when need to show user his local time,processed-in-r04-v001,yes-for-r04-v001-boundary,R04 processed after local boundary review.,R04,no-for-r04-v001
S-056,8ac7967330c20c3e9ed97bd524320ed4864b6364,8ac7967330,8199.451,13091.5,742.0,482.0,0.0,1,R04-timezones-converting-date-math-dst,P03-R04-timezones-conversion-json-model-binding-dst,"TimeZoneInfo, UTC/local conversion, JSON/model binding, date math pitfalls, user local time, DST.",L-002: !!! daylightsavingtime | L-003: can be important for displaying | L-019: timezoneinfo | L-021: findsystemtimezonebyid | L-020: when need to show user his local time,processed-in-r04-v001,yes-for-r04-v001-boundary,R04 processed after local boundary review.,R04,no-for-r04-v001
S-057,9e1cf3612490b073f2a4d5e2025841cf681a145e,9e1cf36124,8214.952,13599.834,714.0,482.0,0.0,1,R04-timezones-converting-date-math-dst,P03-R04-timezones-conversion-json-model-binding-dst,"TimeZoneInfo, UTC/local conversion, JSON/model binding, date math pitfalls, user local time, DST.",L-003: can be important for displaying | L-002: !!! daylightsavingtime | L-005: better to just recreate datetime object copying | L-006: values | L-019: timezoneinfo,processed-in-r04-v001,yes-for-r04-v001-boundary,R04 processed after local boundary review.,R04,no-for-r04-v001
S-058,a60ec7431bd30c84c9b64bfaa1da93264d12c28f,a60ec7431b,8224.082,14096.5,709.0,482.0,0.0,1,R04-timezones-converting-date-math-dst,P03-R04-timezones-conversion-json-model-binding-dst,"TimeZoneInfo, UTC/local conversion, JSON/model binding, date math pitfalls, user local time, DST.",L-003: can be important for displaying | L-002: !!! daylightsavingtime | L-005: better to just recreate datetime object copying | L-006: values | L-007: (dont really understand how example below works),processed-in-r04-v001,yes-for-r04-v001-boundary,R04 processed after local boundary review.,R04,no-for-r04-v001
S-059,6afd822c0c1fe525217f599f3b0a43bd0fb7bc44,6afd822c0c,4480.184,1604.897,716.0,430.0,0.0,1,R01-core-types-offset-ticks-unix-js,P01-R01-core-types-offset-ticks-unix-js,"Core DateTime/DateTimeOffset choices, Kind/offset basics, comparing, ticks, Unix time, JS local formatting.",L-008: datetime.specifykind | L-034: what to use when | L-033: coretypes | L-032: basics | L-009: what is the offset,processed-in-r01-v001,yes-for-r01-v001-boundary,R01 processed after local boundary review.,R01,no-for-r01-v001
S-060,81f403bd202103538686c8389359893632052129,81f403bd20,3840.358,6014.071,718.0,98.0,0.0,1,R01-core-types-offset-ticks-unix-js,P01-R01-core-types-offset-ticks-unix-js,"Core DateTime/DateTimeOffset choices, Kind/offset basics, comparing, ticks, Unix time, JS local formatting.",L-010: ticks vs unix seconds | L-028: unix time | L-027: ticks | L-014: when to use unix time | L-011: what do ticks represent,processed-in-r01-v001,yes-for-r01-v001-boundary,R01 processed after local boundary review.,R01,no-for-r01-v001
S-061,4155a5c6827b38b614272b640779c88c61d95d65,4155a5c682,3850.834,6108.582,699.0,482.0,0.0,1,R01-core-types-offset-ticks-unix-js,P01-R01-core-types-offset-ticks-unix-js,"Core DateTime/DateTimeOffset choices, Kind/offset basics, comparing, ticks, Unix time, JS local formatting.",L-010: ticks vs unix seconds | L-014: when to use unix time | L-028: unix time | L-011: what do ticks represent | L-027: ticks,processed-in-r01-v001,yes-for-r01-v001-boundary,R01 processed after local boundary review.,R01,no-for-r01-v001
S-062,94118058e6ebbb92cf98528746b35129bd13c2de,94118058e6,3822.473,6589.693,789.0,482.0,0.0,1,R01-core-types-offset-ticks-unix-js,P01-R01-core-types-offset-ticks-unix-js,"Core DateTime/DateTimeOffset choices, Kind/offset basics, comparing, ticks, Unix time, JS local formatting.",L-014: when to use unix time | L-010: ticks vs unix seconds | L-028: unix time | L-011: what do ticks represent | L-012: unix when you need to integrate,processed-in-r01-v001,yes-for-r01-v001-boundary,R01 processed after local boundary review.,R01,no-for-r01-v001
S-063,df0bc019482e9b0f23d1b77063c41d799381edb1,df0bc01948,4269.136,10938.627,826.0,470.0,0.0,1,R04-timezones-converting-date-math-dst,P03-R04-timezones-conversion-json-model-binding-dst,"TimeZoneInfo, UTC/local conversion, JSON/model binding, date math pitfalls, user local time, DST.",L-018: specified | L-017: if there is no offset | L-016: convert datetime to utc | L-015: how its possible to | L-036: time zones,processed-in-r01-v001,yes-for-r01-v001-boundary,R01 processed after local boundary review.,R01,no-for-r01-v001
S-064,296c85f168c4fa344b0aeb3c784c6e118f0dd11c,296c85f168,4282.747,11443.461,831.0,417.0,0.0,1,R04-timezones-converting-date-math-dst,P03-R04-timezones-conversion-json-model-binding-dst,"TimeZoneInfo, UTC/local conversion, JSON/model binding, date math pitfalls, user local time, DST.",L-036: time zones | L-018: specified | L-017: if there is no offset | L-016: convert datetime to utc | L-015: how its possible to,processed-in-r01-v001,yes-for-r01-v001-boundary,R01 processed after local boundary review.,R01,no-for-r01-v001
S-065,f495f06a668f555b31ecdb3aa179cc387ad50fed,f495f06a66,4296.3,11890.804,724.0,482.0,0.0,1,R04-timezones-converting-date-math-dst,P03-R04-timezones-conversion-json-model-binding-dst,"TimeZoneInfo, UTC/local conversion, JSON/model binding, date math pitfalls, user local time, DST.",L-036: time zones | L-037: json | L-018: specified | L-017: if there is no offset | L-016: convert datetime to utc,processed-in-r01-v001,yes-for-r01-v001-boundary,R01 processed after local boundary review.,R01,no-for-r01-v001
S-066,e18a7989d86759b62bdde2f835d2c9290bf09258,e18a7989d8,4269.21,12382.516,874.0,378.0,0.0,1,R04-timezones-converting-date-math-dst,P03-R04-timezones-conversion-json-model-binding-dst,"TimeZoneInfo, UTC/local conversion, JSON/model binding, date math pitfalls, user local time, DST.",L-037: json | L-036: time zones | L-038: model binding | L-018: specified | L-004: stopwatch,processed-in-r01-v001,yes-for-r01-v001-boundary,R01 processed after local boundary review.,R01,no-for-r01-v001
S-067,e1c679548ecfa54102c72e923866c521c6c9686b,e1c679548e,7071.352,14684.804,730.0,482.0,0.0,1,R04-timezones-converting-date-math-dst,P03-R04-timezones-conversion-json-model-binding-dst,"TimeZoneInfo, UTC/local conversion, JSON/model binding, date math pitfalls, user local time, DST.",L-005: better to just recreate datetime object copying | L-006: values | L-007: (dont really understand how example below works) | L-003: can be important for displaying | L-082: why converting,processed-in-r01-v001,yes-for-r01-v001-boundary,R01 processed after local boundary review.,R01,no-for-r01-v001
S-068,3422343b153b9605704cf0fff8f7fb615d851907,3422343b15,9142.789,13914.429,797.0,251.0,0.0,1,R03-parsing-formatting-cheat-sheets,P02-R03-parsing-formatting-cheat-sheets,"Parsing/ParseExact/TryParse, standard/custom formats, ISO/RFC/Unix/string formatting cheat sheets.",L-003: can be important for displaying | L-002: !!! daylightsavingtime | L-077: when working with users local time | L-082: why converting | L-099: need current users clock time,processed-in-r04-v001,yes-for-r04-v001-boundary,R04 processed after local boundary review.,R04,no-for-r04-v001
S-069,9923d36fcb88c937ce03cba29160dd314357e033,9923d36fcb,9164.055,14170.17,640.0,482.0,0.0,1,R03-parsing-formatting-cheat-sheets,P02-R03-parsing-formatting-cheat-sheets,"Parsing/ParseExact/TryParse, standard/custom formats, ISO/RFC/Unix/string formatting cheat sheets.",L-003: can be important for displaying | L-002: !!! daylightsavingtime | L-077: when working with users local time | L-082: why converting | L-099: need current users clock time,processed-in-r04-v001,yes-for-r04-v001-boundary,R04 processed after local boundary review.,R04,no-for-r04-v001
S-070,bef82f383f009b635c9db280a102c55bb52c96b5,bef82f383f,4332.394,14582.339,819.0,463.0,0.0,1,R04-timezones-converting-date-math-dst,P03-R04-timezones-conversion-json-model-binding-dst,"TimeZoneInfo, UTC/local conversion, JSON/model binding, date math pitfalls, user local time, DST.",L-004: stopwatch | L-040: date math pitfalls | L-038: model binding | L-037: json | L-005: better to just recreate datetime object copying,processed-in-r04-v001,yes-for-r04-v001-boundary,R04 processed after local boundary review.,R04,no-for-r04-v001
S-071,9e23ec9cdf296951ee04b6975890eccc270d5e9a,9e23ec9cdf,4331.394,15066.089,777.0,482.0,0.0,1,R04-timezones-converting-date-math-dst,P03-R04-timezones-conversion-json-model-binding-dst,"TimeZoneInfo, UTC/local conversion, JSON/model binding, date math pitfalls, user local time, DST.",L-040: date math pitfalls | L-004: stopwatch | L-038: model binding | L-005: better to just recreate datetime object copying | L-006: values,processed-in-r04-v001,yes-for-r04-v001-boundary,R04 processed after local boundary review.,R04,no-for-r04-v001
S-072,aa2a99f6ea9534ca9afefe557edd74ace3547b16,aa2a99f6ea,4314.21,15562.078,682.0,361.0,0.0,1,R04-timezones-converting-date-math-dst,P03-R04-timezones-conversion-json-model-binding-dst,"TimeZoneInfo, UTC/local conversion, JSON/model binding, date math pitfalls, user local time, DST.",L-040: date math pitfalls | L-004: stopwatch | L-038: model binding | L-005: better to just recreate datetime object copying | L-006: values,processed-in-r04-v001,yes-for-r04-v001-boundary,R04 processed after local boundary review.,R04,no-for-r04-v001
S-073,6720f98bfffe90344bcf91aaab1c1402b1f068cf,6720f98bff,4224.313,7868.507,677.0,463.0,0.0,1,R01-core-types-offset-ticks-unix-js,P01-R01-core-types-offset-ticks-unix-js,"Core DateTime/DateTimeOffset choices, Kind/offset basics, comparing, ticks, Unix time, JS local formatting.",L-014: when to use unix time | L-028: unix time | L-010: ticks vs unix seconds | L-031: converting | L-013: js frontend,processed-in-r01-v001,yes-for-r01-v001-boundary,R01 processed after local boundary review.,R01,no-for-r01-v001
S-074,69d674b41e7599f28a980098934b916ecd1390f1,69d674b41e,4192.646,8349.173,751.0,427.0,0.0,1,R01-core-types-offset-ticks-unix-js,P01-R01-core-types-offset-ticks-unix-js,"Core DateTime/DateTimeOffset choices, Kind/offset basics, comparing, ticks, Unix time, JS local formatting.",L-014: when to use unix time | L-031: converting | L-015: how its possible to | L-016: convert datetime to utc | L-017: if there is no offset,processed-in-r01-v001,yes-for-r01-v001-boundary,R01 processed after local boundary review.,R01,no-for-r01-v001
S-075,98f57da49357ec0fe045b829d268d6f2f4687508,98f57da493,4223.674,8809.517,684.0,482.0,0.0,1,R01-core-types-offset-ticks-unix-js,P01-R01-core-types-offset-ticks-unix-js,"Core DateTime/DateTimeOffset choices, Kind/offset basics, comparing, ticks, Unix time, JS local formatting.",L-014: when to use unix time | L-031: converting | L-015: how its possible to | L-016: convert datetime to utc | L-017: if there is no offset,processed-in-r01-v001,yes-for-r01-v001-boundary,R01 processed after local boundary review.,R01,no-for-r01-v001
S-076,71622f896c3c356c18cc3590aafd02ff39e0583c,71622f896c,4181.48,9309.84,728.0,239.0,0.0,1,R01-core-types-offset-ticks-unix-js,P01-R01-core-types-offset-ticks-unix-js,"Core DateTime/DateTimeOffset choices, Kind/offset basics, comparing, ticks, Unix time, JS local formatting.",L-015: how its possible to | L-031: converting | L-016: convert datetime to utc | L-017: if there is no offset | L-018: specified,processed-in-r01-v001,yes-for-r01-v001-boundary,R01 processed after local boundary review.,R01,no-for-r01-v001
S-077,d4c93ced164200900f4affe05cfab25dec50c120,d4c93ced16,4136.98,9590.507,857.0,459.0,0.0,1,R01-core-types-offset-ticks-unix-js,P01-R01-core-types-offset-ticks-unix-js,"Core DateTime/DateTimeOffset choices, Kind/offset basics, comparing, ticks, Unix time, JS local formatting.",L-015: how its possible to | L-016: convert datetime to utc | L-031: converting | L-017: if there is no offset | L-018: specified,processed-in-r01-v001,yes-for-r01-v001-boundary,R01 processed after local boundary review.,R01,no-for-r01-v001
S-078,cd99fc14589b0d4920c41361e556effa73da48be,cd99fc1458,2729.813,6477.84,842.0,391.0,0.0,1,R01-core-types-offset-ticks-unix-js,P01-R01-core-types-offset-ticks-unix-js,"Core DateTime/DateTimeOffset choices, Kind/offset basics, comparing, ticks, Unix time, JS local formatting.",L-011: what do ticks represent | L-010: ticks vs unix seconds | L-012: unix when you need to integrate | L-013: js frontend | L-014: when to use unix time,processed-in-r01-v001,yes-for-r01-v001-boundary,R01 processed after local boundary review.,R01,no-for-r01-v001
S-079,f95742b6e2635040467213796032b94e695272bc,f95742b6e2,2736.262,5958.85,877.0,482.0,0.0,1,R01-core-types-offset-ticks-unix-js,P01-R01-core-types-offset-ticks-unix-js,"Core DateTime/DateTimeOffset choices, Kind/offset basics, comparing, ticks, Unix time, JS local formatting.",L-011: what do ticks represent | L-010: ticks vs unix seconds | L-012: unix when you need to integrate | L-013: js frontend | L-027: ticks,processed-in-r01-v001,yes-for-r01-v001-boundary,R01 processed after local boundary review.,R01,no-for-r01-v001
S-080,533e36ee49e8a12bf4503bd4f277d9b7dfaa06cf,533e36ee49,2661.42,7827.681,823.0,312.0,0.0,1,R01-core-types-offset-ticks-unix-js,P01-R01-core-types-offset-ticks-unix-js,"Core DateTime/DateTimeOffset choices, Kind/offset basics, comparing, ticks, Unix time, JS local formatting.",L-013: js frontend | L-012: unix when you need to integrate | L-014: when to use unix time | L-011: what do ticks represent | L-010: ticks vs unix seconds,processed-in-r01-v001,yes-for-r01-v001-boundary,R01 processed after local boundary review.,R01,no-for-r01-v001
S-081,0b4cc714488532ed55fea36f7874a1b91394b4a9,0b4cc71448,2680.266,8161.572,724.0,482.0,0.0,1,R01-core-types-offset-ticks-unix-js,P01-R01-core-types-offset-ticks-unix-js,"Core DateTime/DateTimeOffset choices, Kind/offset basics, comparing, ticks, Unix time, JS local formatting.",L-013: js frontend | L-012: unix when you need to integrate | L-014: when to use unix time | L-015: how its possible to | L-016: convert datetime to utc,processed-in-r01-v001,yes-for-r01-v001-boundary,R01 processed after local boundary review.,R01,no-for-r01-v001
S-082,47990c36c240f80075179d0a031ec22a95d3fdbb,47990c36c2,2642.944,8674.348,799.0,352.0,0.0,1,R01-core-types-offset-ticks-unix-js,P01-R01-core-types-offset-ticks-unix-js,"Core DateTime/DateTimeOffset choices, Kind/offset basics, comparing, ticks, Unix time, JS local formatting.",L-013: js frontend | L-012: unix when you need to integrate | L-014: when to use unix time | L-015: how its possible to | L-016: convert datetime to utc,processed-in-r01-v001,yes-for-r01-v001-boundary,R01 processed after local boundary review.,R01,no-for-r01-v001
S-083,3b0cb8847cbe7c97429aee4287713392660e3e3a,3b0cb8847c,2655.039,9064.43,744.0,482.0,0.0,1,R01-core-types-offset-ticks-unix-js,P01-R01-core-types-offset-ticks-unix-js,"Core DateTime/DateTimeOffset choices, Kind/offset basics, comparing, ticks, Unix time, JS local formatting.",L-013: js frontend | L-015: how its possible to | L-016: convert datetime to utc | L-012: unix when you need to integrate | L-017: if there is no offset,processed-in-r01-v001,yes-for-r01-v001-boundary,R01 processed after local boundary review.,R01,no-for-r01-v001
S-084,a1ca7c7677fc4f7a05e09a70acf3ebe0dfaef059,a1ca7c7677,2641.392,9553.953,791.0,482.0,0.0,1,R01-core-types-offset-ticks-unix-js,P01-R01-core-types-offset-ticks-unix-js,"Core DateTime/DateTimeOffset choices, Kind/offset basics, comparing, ticks, Unix time, JS local formatting.",L-015: how its possible to | L-016: convert datetime to utc | L-017: if there is no offset | L-018: specified | L-026: tolocalestring,processed-in-r01-v001,yes-for-r01-v001-boundary,R01 processed after local boundary review.,R01,no-for-r01-v001
S-085,b19f6fefe6b026dc315a7742d56b19d3d08a75ac,b19f6fefe6,2629.396,10036.419,868.0,405.0,0.0,1,R01-core-types-offset-ticks-unix-js,P01-R01-core-types-offset-ticks-unix-js,"Core DateTime/DateTimeOffset choices, Kind/offset basics, comparing, ticks, Unix time, JS local formatting.",L-015: how its possible to | L-016: convert datetime to utc | L-017: if there is no offset | L-018: specified | L-026: tolocalestring,processed-in-r01-v001,yes-for-r01-v001-boundary,R01 processed after local boundary review.,R01,no-for-r01-v001
S-086,405b4a0dd561dc7f8e526f778b732135649c3d61,405b4a0dd5,2662.522,10456.81,687.0,482.0,0.0,1,R01-core-types-offset-ticks-unix-js,P01-R01-core-types-offset-ticks-unix-js,"Core DateTime/DateTimeOffset choices, Kind/offset basics, comparing, ticks, Unix time, JS local formatting.",L-017: if there is no offset | L-016: convert datetime to utc | L-018: specified | L-015: how its possible to | L-026: tolocalestring,processed-in-r01-v001,yes-for-r01-v001-boundary,R01 processed after local boundary review.,R01,no-for-r01-v001
S-087,46f25bdc1794a1d2aaa96e089503031adb3611a1,46f25bdc17,2667.444,10981.3,750.0,420.0,0.0,1,R01-core-types-offset-ticks-unix-js,P01-R01-core-types-offset-ticks-unix-js,"Core DateTime/DateTimeOffset choices, Kind/offset basics, comparing, ticks, Unix time, JS local formatting.",L-018: specified | L-017: if there is no offset | L-016: convert datetime to utc | L-015: how its possible to | L-026: tolocalestring,processed-in-r01-v001,yes-for-r01-v001-boundary,R01 processed after local boundary review.,R01,no-for-r01-v001
S-088,21a058a5a4df73ef8ccb12ee7540fcbeb47984f6,21a058a5a4,7101.716,16035.156,917.0,210.0,0.0,1,R04-timezones-converting-date-math-dst,P03-R04-timezones-conversion-json-model-binding-dst,"TimeZoneInfo, UTC/local conversion, JSON/model binding, date math pitfalls, user local time, DST.",L-007: (dont really understand how example below works) | L-006: values | L-005: better to just recreate datetime object copying | L-082: why converting | L-099: need current users clock time,processed-in-r04-v001,yes-for-r04-v001-boundary,R04 processed after local boundary review.,R04,no-for-r04-v001
S-089,405b9cbcfd602447295a28b5c83d73e14502fea1,405b9cbcfd,7118.973,16260.481,811.0,482.0,0.0,1,R04-timezones-converting-date-math-dst,P03-R04-timezones-conversion-json-model-binding-dst,"TimeZoneInfo, UTC/local conversion, JSON/model binding, date math pitfalls, user local time, DST.",L-007: (dont really understand how example below works) | L-006: values | L-005: better to just recreate datetime object copying | L-082: why converting | L-099: need current users clock time,processed-in-r04-v001,yes-for-r04-v001-boundary,R04 processed after local boundary review.,R04,no-for-r04-v001
S-090,e062b8c71914fe6bb0754a02e725f39a26f4bebe,e062b8c719,7143.105,16747.889,671.0,482.0,0.0,1,R04-timezones-converting-date-math-dst,P03-R04-timezones-conversion-json-model-binding-dst,"TimeZoneInfo, UTC/local conversion, JSON/model binding, date math pitfalls, user local time, DST.",L-007: (dont really understand how example below works) | L-006: values | L-083: converting the time on clock | L-005: better to just recreate datetime object copying | L-084: that we need to utc using users,processed-in-r04-v001,yes-for-r04-v001-boundary,R04 processed after local boundary review.,R04,no-for-r04-v001
S-091,0ea4560865d8e697a213c3dd7903362a0acaecbb,0ea4560865,7151.753,17243.471,731.0,463.0,0.0,1,R04-timezones-converting-date-math-dst,P03-R04-timezones-conversion-json-model-binding-dst,"TimeZoneInfo, UTC/local conversion, JSON/model binding, date math pitfalls, user local time, DST.","L-085: timezone, so we can store it | L-084: that we need to utc using users | L-083: converting the time on clock | L-076: what if i pass with specified kind? | L-082: why converting",processed-in-r04-v001,yes-for-r04-v001-boundary,R04 processed after local boundary review.,R04,no-for-r04-v001
S-092,49213a0b0e890cc41775a90101a77b5d7ac4722e,49213a0b0e,7163.938,17710.323,677.0,433.0,0.0,1,R04-timezones-converting-date-math-dst,P03-R04-timezones-conversion-json-model-binding-dst,"TimeZoneInfo, UTC/local conversion, JSON/model binding, date math pitfalls, user local time, DST.","L-076: what if i pass with specified kind? | L-085: timezone, so we can store it | L-084: that we need to utc using users | L-083: converting the time on clock | L-082: why converting",processed-in-r04-v001,yes-for-r04-v001-boundary,R04 processed after local boundary review.,R04,no-for-r04-v001
S-093,3f21c4cd27c922878aca198920432039dd0ecd0e,3f21c4cd27,7147.105,18151.619,844.0,303.0,0.0,1,R04-timezones-converting-date-math-dst,P03-R04-timezones-conversion-json-model-binding-dst,"TimeZoneInfo, UTC/local conversion, JSON/model binding, date math pitfalls, user local time, DST.","L-076: what if i pass with specified kind? | L-085: timezone, so we can store it | L-084: that we need to utc using users | L-083: converting the time on clock | L-101: can get basd sit at edgecases lik start/end of month",processed-in-r04-v001,yes-for-r04-v001-boundary,R04 processed after local boundary review.,R04,no-for-r04-v001
S-094,09c6c345b999c5745eac5473e3d8539fd951389e,09c6c345b9,7144.994,18464.156,786.0,472.0,0.0,1,R04-timezones-converting-date-math-dst,P03-R04-timezones-conversion-json-model-binding-dst,"TimeZoneInfo, UTC/local conversion, JSON/model binding, date math pitfalls, user local time, DST.","L-076: what if i pass with specified kind? | L-085: timezone, so we can store it | L-084: that we need to utc using users | L-083: converting the time on clock | L-101: can get basd sit at edgecases lik start/end of month",processed-in-r04-v001,yes-for-r04-v001-boundary,R04 processed after local boundary review.,R04,no-for-r04-v001
S-095,bb29cbe8a5a0a1498bc02bb1c1a9f2a2d0bbd501,bb29cbe8a5,7161.661,18948.008,886.0,408.0,0.0,1,R05-invalid-ambiguous-time-policies,P04-R05-invalid-ambiguous-time-policies,"Invalid/ambiguous local times, DST gaps/folds, timezone policy helpers.","L-076: what if i pass with specified kind? | L-092: example of invalid/ambiguous time | L-093: policies | L-085: timezone, so we can store it | L-084: that we need to utc using users",processed-in-r05-v001,yes-for-r05-v001-boundary,R05 processed after local boundary review.,R05,no-for-r05-v001
S-096,e7f7487dfd870da230033400f98d1cae1504d59e,e7f7487dfd,1650.02,12185.937,543.0,376.0,0.0,1,R01-core-types-offset-ticks-unix-js,P01-R01-core-types-offset-ticks-unix-js,"Core DateTime/DateTimeOffset choices, Kind/offset basics, comparing, ticks, Unix time, JS local formatting.",L-026: tolocalestring | L-025: tolocaledatestring | L-024: tolocaletimestring | L-023: tolocalestring | L-022: js date formatting methods,processed-in-r01-v001,yes-for-r01-v001-boundary,R01 processed after local boundary review.,R01,no-for-r01-v001
S-097,5f0cf54695c352eb3deeb88a8eb7846df94f18a7,5f0cf54695,1634.414,11691.608,675.0,482.0,0.0,1,R01-core-types-offset-ticks-unix-js,P01-R01-core-types-offset-ticks-unix-js,"Core DateTime/DateTimeOffset choices, Kind/offset basics, comparing, ticks, Unix time, JS local formatting.",L-026: tolocalestring | L-025: tolocaledatestring | L-024: tolocaletimestring | L-023: tolocalestring | L-022: js date formatting methods,processed-in-r01-v001,yes-for-r01-v001-boundary,R01 processed after local boundary review.,R01,no-for-r01-v001
S-098,1922ddaa10b990a28a12d04c8dbf7d0ebd598e00,1922ddaa10,1650.983,11330.895,558.0,347.0,0.0,1,R01-core-types-offset-ticks-unix-js,P01-R01-core-types-offset-ticks-unix-js,"Core DateTime/DateTimeOffset choices, Kind/offset basics, comparing, ticks, Unix time, JS local formatting.",L-026: tolocalestring | L-025: tolocaledatestring | L-024: tolocaletimestring | L-023: tolocalestring | L-022: js date formatting methods,processed-in-r01-v001,yes-for-r01-v001-boundary,R01 processed after local boundary review.,R01,no-for-r01-v001
S-099,96da4e9e646a7bf8f867e590f0355231c21ab02c,96da4e9e64,1479.892,10896.047,842.0,407.0,0.0,1,R01-core-types-offset-ticks-unix-js,P01-R01-core-types-offset-ticks-unix-js,"Core DateTime/DateTimeOffset choices, Kind/offset basics, comparing, ticks, Unix time, JS local formatting.",L-026: tolocalestring | L-025: tolocaledatestring | L-024: tolocaletimestring | L-023: tolocalestring | L-022: js date formatting methods,processed-in-r01-v001,yes-for-r01-v001-boundary,R01 processed after local boundary review.,R01,no-for-r01-v001
S-100,eb06a97845786311ad9633aeedae301dddc73eea,eb06a97845,10.0,11887.936,896.0,482.0,0.0,1,R01-core-types-offset-ticks-unix-js,P01-R01-core-types-offset-ticks-unix-js,"Core DateTime/DateTimeOffset choices, Kind/offset basics, comparing, ticks, Unix time, JS local formatting.",L-025: tolocaledatestring | L-024: tolocaletimestring | L-023: tolocalestring | L-022: js date formatting methods | L-026: tolocalestring,processed-in-r01-v001,yes-for-r01-v001-boundary,R01 processed after local boundary review.,R01,no-for-r01-v001
S-101,aabb1c152a5b56bd268fd6c0ed8f9fa76063ffb8,aabb1c152a,32.376,11391.269,864.0,482.0,0.0,1,R01-core-types-offset-ticks-unix-js,P01-R01-core-types-offset-ticks-unix-js,"Core DateTime/DateTimeOffset choices, Kind/offset basics, comparing, ticks, Unix time, JS local formatting.",L-025: tolocaledatestring | L-024: tolocaletimestring | L-023: tolocalestring | L-022: js date formatting methods | L-026: tolocalestring,processed-in-r01-v001,yes-for-r01-v001-boundary,R01 processed after local boundary review.,R01,no-for-r01-v001
S-102,e4c7a9c15c71f333729b313f0ac597884ea4259e,e4c7a9c15c,13.601,10882.936,842.0,482.0,0.0,1,R01-core-types-offset-ticks-unix-js,P01-R01-core-types-offset-ticks-unix-js,"Core DateTime/DateTimeOffset choices, Kind/offset basics, comparing, ticks, Unix time, JS local formatting.",L-025: tolocaledatestring | L-024: tolocaletimestring | L-023: tolocalestring | L-022: js date formatting methods | L-026: tolocalestring,processed-in-r01-v001,yes-for-r01-v001-boundary,R01 processed after local boundary review.,R01,no-for-r01-v001
S-103,6ac9d4e1797c424e5bc3417b1732554148813821,6ac9d4e179,8664.693,3226.243,693.0,482.0,0.0,1,R01-core-types-offset-ticks-unix-js,P01-R01-core-types-offset-ticks-unix-js,"Core DateTime/DateTimeOffset choices, Kind/offset basics, comparing, ticks, Unix time, JS local formatting.",L-039: expiratjion patterns | L-030: comparing times | L-049: custom formats for parse exact | L-001: datetimeoffset.localdatetime | L-029: adding and substructing,processed-in-r01-v001,yes-for-r01-v001-boundary,R01 processed after local boundary review.,R01,no-for-r01-v001
S-104,62adeaee71ffd571f1912752213f0b5f9e7d8d85,62adeaee71,13036.99,3296.845,869.0,306.0,0.0,1,R03-parsing-formatting-cheat-sheets,P02-R03-parsing-formatting-cheat-sheets,"Parsing/ParseExact/TryParse, standard/custom formats, ISO/RFC/Unix/string formatting cheat sheets.",L-043: into datetimeoffset/datetime | L-042: what we can tryto parse | L-046: what datetime can parse | L-050: what datetimeoffset can parse | L-045: parseexact/tryparseexact,processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
