source_id,fileId,fileId_short,x,y,width,height,rotation,opacity,initial_subregion,combined_pass,initial_meaning,nearest_labels_for_search_only,coverage_status,decision_is_final,review_notes,r01_boundary_decision,r01_boundary_note
S-005,410ac85eef99a9c7c3617bcaee5b38fb8f34fc6f,410ac85eef,7001.76,248.471,586.0,313.0,0.0,1,R01-core-types-offset-ticks-unix-js,P01-R01-core-types-offset-ticks-unix-js,"Core DateTime/DateTimeOffset choices, Kind/offset basics, comparing, ticks, Unix time, JS local formatting.",L-035: common choices | L-029: adding and substructing | L-009: what is the offset | L-032: basics | L-033: coretypes,candidate-needs-boundary-review,no,Coordinate candidate only; must be visually/semantically checked before transcript.,include-r01,Belongs to R01 core time types / Kind / offset / ticks / Unix / JS local display road.
S-085,b19f6fefe6b026dc315a7742d56b19d3d08a75ac,b19f6fefe6,2629.396,10036.419,868.0,405.0,0.0,1,R01-core-types-offset-ticks-unix-js,P01-R01-core-types-offset-ticks-unix-js,"Core DateTime/DateTimeOffset choices, Kind/offset basics, comparing, ticks, Unix time, JS local formatting.",L-015: how its possible to | L-016: convert datetime to utc | L-017: if there is no offset | L-018: specified | L-026: tolocalestring,candidate-needs-boundary-review,no,Coordinate candidate only; must be visually/semantically checked before transcript.,include-r01,Belongs to R01 core time types / Kind / offset / ticks / Unix / JS local display road.
S-086,405b4a0dd561dc7f8e526f778b732135649c3d61,405b4a0dd5,2662.522,10456.81,687.0,482.0,0.0,1,R01-core-types-offset-ticks-unix-js,P01-R01-core-types-offset-ticks-unix-js,"Core DateTime/DateTimeOffset choices, Kind/offset basics, comparing, ticks, Unix time, JS local formatting.",L-017: if there is no offset | L-016: convert datetime to utc | L-018: specified | L-015: how its possible to | L-026: tolocalestring,candidate-needs-boundary-review,no,Coordinate candidate only; must be visually/semantically checked before transcript.,include-r01,Belongs to R01 core time types / Kind / offset / ticks / Unix / JS local display road.
S-087,46f25bdc1794a1d2aaa96e089503031adb3611a1,46f25bdc17,2667.444,10981.3,750.0,420.0,0.0,1,R01-core-types-offset-ticks-unix-js,P01-R01-core-types-offset-ticks-unix-js,"Core DateTime/DateTimeOffset choices, Kind/offset basics, comparing, ticks, Unix time, JS local formatting.",L-018: specified | L-017: if there is no offset | L-016: convert datetime to utc | L-015: how its possible to | L-026: tolocalestring,candidate-needs-boundary-review,no,Coordinate candidate only; must be visually/semantically checked before transcript.,include-r01,Belongs to R01 core time types / Kind / offset / ticks / Unix / JS local display road.
S-096,e7f7487dfd870da230033400f98d1cae1504d59e,e7f7487dfd,1650.02,12185.937,543.0,376.0,0.0,1,R01-core-types-offset-ticks-unix-js,P01-R01-core-types-offset-ticks-unix-js,"Core DateTime/DateTimeOffset choices, Kind/offset basics, comparing, ticks, Unix time, JS local formatting.",L-026: tolocalestring | L-025: tolocaledatestring | L-024: tolocaletimestring | L-023: tolocalestring | L-022: js date formatting methods,candidate-needs-boundary-review,no,Coordinate candidate only; must be visually/semantically checked before transcript.,include-r01,Belongs to R01 core time types / Kind / offset / ticks / Unix / JS local display road.
S-097,5f0cf54695c352eb3deeb88a8eb7846df94f18a7,5f0cf54695,1634.414,11691.608,675.0,482.0,0.0,1,R01-core-types-offset-ticks-unix-js,P01-R01-core-types-offset-ticks-unix-js,"Core DateTime/DateTimeOffset choices, Kind/offset basics, comparing, ticks, Unix time, JS local formatting.",L-026: tolocalestring | L-025: tolocaledatestring | L-024: tolocaletimestring | L-023: tolocalestring | L-022: js date formatting methods,candidate-needs-boundary-review,no,Coordinate candidate only; must be visually/semantically checked before transcript.,include-r01,Belongs to R01 core time types / Kind / offset / ticks / Unix / JS local display road.
S-098,1922ddaa10b990a28a12d04c8dbf7d0ebd598e00,1922ddaa10,1650.983,11330.895,558.0,347.0,0.0,1,R01-core-types-offset-ticks-unix-js,P01-R01-core-types-offset-ticks-unix-js,"Core DateTime/DateTimeOffset choices, Kind/offset basics, comparing, ticks, Unix time, JS local formatting.",L-026: tolocalestring | L-025: tolocaledatestring | L-024: tolocaletimestring | L-023: tolocalestring | L-022: js date formatting methods,candidate-needs-boundary-review,no,Coordinate candidate only; must be visually/semantically checked before transcript.,include-r01,Belongs to R01 core time types / Kind / offset / ticks / Unix / JS local display road.
S-099,96da4e9e646a7bf8f867e590f0355231c21ab02c,96da4e9e64,1479.892,10896.047,842.0,407.0,0.0,1,R01-core-types-offset-ticks-unix-js,P01-R01-core-types-offset-ticks-unix-js,"Core DateTime/DateTimeOffset choices, Kind/offset basics, comparing, ticks, Unix time, JS local formatting.",L-026: tolocalestring | L-025: tolocaledatestring | L-024: tolocaletimestring | L-023: tolocalestring | L-022: js date formatting methods,candidate-needs-boundary-review,no,Coordinate candidate only; must be visually/semantically checked before transcript.,include-r01,Belongs to R01 core time types / Kind / offset / ticks / Unix / JS local display road.
S-100,eb06a97845786311ad9633aeedae301dddc73eea,eb06a97845,10.0,11887.936,896.0,482.0,0.0,1,R01-core-types-offset-ticks-unix-js,P01-R01-core-types-offset-ticks-unix-js,"Core DateTime/DateTimeOffset choices, Kind/offset basics, comparing, ticks, Unix time, JS local formatting.",L-025: tolocaledatestring | L-024: tolocaletimestring | L-023: tolocalestring | L-022: js date formatting methods | L-026: tolocalestring,candidate-needs-boundary-review,no,Coordinate candidate only; must be visually/semantically checked before transcript.,include-r01,Belongs to R01 core time types / Kind / offset / ticks / Unix / JS local display road.
S-101,aabb1c152a5b56bd268fd6c0ed8f9fa76063ffb8,aabb1c152a,32.376,11391.269,864.0,482.0,0.0,1,R01-core-types-offset-ticks-unix-js,P01-R01-core-types-offset-ticks-unix-js,"Core DateTime/DateTimeOffset choices, Kind/offset basics, comparing, ticks, Unix time, JS local formatting.",L-025: tolocaledatestring | L-024: tolocaletimestring | L-023: tolocalestring | L-022: js date formatting methods | L-026: tolocalestring,candidate-needs-boundary-review,no,Coordinate candidate only; must be visually/semantically checked before transcript.,include-r01,Belongs to R01 core time types / Kind / offset / ticks / Unix / JS local display road.
S-102,e4c7a9c15c71f333729b313f0ac597884ea4259e,e4c7a9c15c,13.601,10882.936,842.0,482.0,0.0,1,R01-core-types-offset-ticks-unix-js,P01-R01-core-types-offset-ticks-unix-js,"Core DateTime/DateTimeOffset choices, Kind/offset basics, comparing, ticks, Unix time, JS local formatting.",L-025: tolocaledatestring | L-024: tolocaletimestring | L-023: tolocalestring | L-022: js date formatting methods | L-026: tolocalestring,candidate-needs-boundary-review,no,Coordinate candidate only; must be visually/semantically checked before transcript.,include-r01,Belongs to R01 core time types / Kind / offset / ticks / Unix / JS local display road.
S-103,6ac9d4e1797c424e5bc3417b1732554148813821,6ac9d4e179,8664.693,3226.243,693.0,482.0,0.0,1,R01-core-types-offset-ticks-unix-js,P01-R01-core-types-offset-ticks-unix-js,"Core DateTime/DateTimeOffset choices, Kind/offset basics, comparing, ticks, Unix time, JS local formatting.",L-039: expiratjion patterns | L-030: comparing times | L-049: custom formats for parse exact | L-001: datetimeoffset.localdatetime | L-029: adding and substructing,candidate-needs-boundary-review,no,Coordinate candidate only; must be visually/semantically checked before transcript.,include-r01,Belongs to R01 core time types / Kind / offset / ticks / Unix / JS local display road.
S-201,0f299aa8acd50d50512aa0e577d3407f942bd276,0f299aa8ac,8704.932,7750.468,897.0,121.0,0.0,1,R01-core-types-offset-ticks-unix-js,P01-R01-core-types-offset-ticks-unix-js,"Core DateTime/DateTimeOffset choices, Kind/offset basics, comparing, ticks, Unix time, JS local formatting.",L-105: iso 8601 | L-106: rfc 1123 | L-057: what just tostring does with | L-058: datetimeoffset | L-107: unix,candidate-needs-boundary-review,no,Coordinate candidate only; must be visually/semantically checked before transcript.,checked-not-r01-reserve-p02-r03,This is ISO 8601 / RFC 1123 / general format selection material; reserve for parsing/formatting pass.
S-202,420d627df1a655a63381891278f7069014df7558,420d627df1,8703.27,8026.256,741.0,482.0,0.0,1,R01-core-types-offset-ticks-unix-js,P01-R01-core-types-offset-ticks-unix-js,"Core DateTime/DateTimeOffset choices, Kind/offset basics, comparing, ticks, Unix time, JS local formatting.",L-105: iso 8601 | L-106: rfc 1123 | L-107: unix | L-058: datetimeoffset | L-057: what just tostring does with,candidate-needs-boundary-review,no,Coordinate candidate only; must be visually/semantically checked before transcript.,checked-not-r01-reserve-p02-r03,This is ISO 8601 / RFC 1123 / general format selection material; reserve for parsing/formatting pass.
S-203,01665246b6d207110a68940b8e5e1f9e55b7ff29,01665246b6,8697.083,8605.811,724.0,482.0,0.0,1,R01-core-types-offset-ticks-unix-js,P01-R01-core-types-offset-ticks-unix-js,"Core DateTime/DateTimeOffset choices, Kind/offset basics, comparing, ticks, Unix time, JS local formatting.",L-106: rfc 1123 | L-107: unix | L-105: iso 8601 | L-058: datetimeoffset | L-057: what just tostring does with,candidate-needs-boundary-review,no,Coordinate candidate only; must be visually/semantically checked before transcript.,checked-not-r01-reserve-p02-r03,This is ISO 8601 / RFC 1123 / general format selection material; reserve for parsing/formatting pass.
S-204,adb5e1c64a0a5a89a9d9fae1537db970f02570fc,adb5e1c64a,8708.159,9160.478,582.0,482.0,0.0,1,R01-core-types-offset-ticks-unix-js,P01-R01-core-types-offset-ticks-unix-js,"Core DateTime/DateTimeOffset choices, Kind/offset basics, comparing, ticks, Unix time, JS local formatting.",L-107: unix | L-106: rfc 1123 | L-105: iso 8601 | L-058: datetimeoffset | L-057: what just tostring does with,candidate-needs-boundary-review,no,Coordinate candidate only; must be visually/semantically checked before transcript.,checked-not-r01-reserve-p02-r03,This is ISO 8601 / RFC 1123 / general format selection material; reserve for parsing/formatting pass.
S-205,9565df86f3f064a91ee5e4323b61b18a139ee164,9565df86f3,7589.488,9157.811,939.0,482.0,0.0,1,R01-core-types-offset-ticks-unix-js,P01-R01-core-types-offset-ticks-unix-js,"Core DateTime/DateTimeOffset choices, Kind/offset basics, comparing, ticks, Unix time, JS local formatting.",L-107: unix | L-106: rfc 1123 | L-105: iso 8601 | L-104: what format | L-019: timezoneinfo,candidate-needs-boundary-review,no,Coordinate candidate only; must be visually/semantically checked before transcript.,checked-not-r01-reserve-p02-r03,This is ISO 8601 / RFC 1123 / general format selection material; reserve for parsing/formatting pass.
S-206,d79010fd37a2c601f4196ce9ec642e0d01c522d2,d79010fd37,7623.043,9696.134,779.0,163.0,0.0,1,R01-core-types-offset-ticks-unix-js,P01-R01-core-types-offset-ticks-unix-js,"Core DateTime/DateTimeOffset choices, Kind/offset basics, comparing, ticks, Unix time, JS local formatting.",L-107: unix | L-106: rfc 1123 | L-019: timezoneinfo | L-105: iso 8601 | L-020: when need to show user his local time,candidate-needs-boundary-review,no,Coordinate candidate only; must be visually/semantically checked before transcript.,checked-not-r01-reserve-p02-r03,This is ISO 8601 / RFC 1123 / general format selection material; reserve for parsing/formatting pass.
S-068,3422343b153b9605704cf0fff8f7fb615d851907,3422343b15,9142.789,13914.429,797.0,251.0,0.0,1,R03-parsing-formatting-cheat-sheets,P02-R03-parsing-formatting-cheat-sheets,"Parsing/ParseExact/TryParse, standard/custom formats, ISO/RFC/Unix/string formatting cheat sheets.",L-003: can be important for displaying | L-002: !!! daylightsavingtime | L-077: when working with users local time | L-082: why converting | L-099: need current users clock time,candidate-needs-boundary-review,no,Coordinate candidate only; must be visually/semantically checked before transcript.,checked-not-r01-reserve-r04,This starts DST/date-math/time-zone policy material; reserve for timezone/DST pass.
S-069,9923d36fcb88c937ce03cba29160dd314357e033,9923d36fcb,9164.055,14170.17,640.0,482.0,0.0,1,R03-parsing-formatting-cheat-sheets,P02-R03-parsing-formatting-cheat-sheets,"Parsing/ParseExact/TryParse, standard/custom formats, ISO/RFC/Unix/string formatting cheat sheets.",L-003: can be important for displaying | L-002: !!! daylightsavingtime | L-077: when working with users local time | L-082: why converting | L-099: need current users clock time,candidate-needs-boundary-review,no,Coordinate candidate only; must be visually/semantically checked before transcript.,checked-not-r01-reserve-r04,This starts DST/date-math/time-zone policy material; reserve for timezone/DST pass.
S-070,bef82f383f009b635c9db280a102c55bb52c96b5,bef82f383f,4332.394,14582.339,819.0,463.0,0.0,1,R04-timezones-converting-date-math-dst,P03-R04-timezones-conversion-json-model-binding-dst,"TimeZoneInfo, UTC/local conversion, JSON/model binding, date math pitfalls, user local time, DST.",L-004: stopwatch | L-040: date math pitfalls | L-038: model binding | L-037: json | L-005: better to just recreate datetime object copying,candidate-needs-boundary-review,no,Coordinate candidate only; must be visually/semantically checked before transcript.,checked-not-r01-reserve-r04,This starts DST/date-math/time-zone policy material; reserve for timezone/DST pass.
S-071,9e23ec9cdf296951ee04b6975890eccc270d5e9a,9e23ec9cdf,4331.394,15066.089,777.0,482.0,0.0,1,R04-timezones-converting-date-math-dst,P03-R04-timezones-conversion-json-model-binding-dst,"TimeZoneInfo, UTC/local conversion, JSON/model binding, date math pitfalls, user local time, DST.",L-040: date math pitfalls | L-004: stopwatch | L-038: model binding | L-005: better to just recreate datetime object copying | L-006: values,candidate-needs-boundary-review,no,Coordinate candidate only; must be visually/semantically checked before transcript.,checked-not-r01-reserve-r04,This starts DST/date-math/time-zone policy material; reserve for timezone/DST pass.
S-072,aa2a99f6ea9534ca9afefe557edd74ace3547b16,aa2a99f6ea,4314.21,15562.078,682.0,361.0,0.0,1,R04-timezones-converting-date-math-dst,P03-R04-timezones-conversion-json-model-binding-dst,"TimeZoneInfo, UTC/local conversion, JSON/model binding, date math pitfalls, user local time, DST.",L-040: date math pitfalls | L-004: stopwatch | L-038: model binding | L-005: better to just recreate datetime object copying | L-006: values,candidate-needs-boundary-review,no,Coordinate candidate only; must be visually/semantically checked before transcript.,checked-not-r01-reserve-r04,This starts DST/date-math/time-zone policy material; reserve for timezone/DST pass.
