use_id,image_id,filename,sha256_12,region_id,x,y,width,height,opacity,duplicate_of_use_id,nearest_text_ids,nearest_captions,status
IU-0001,image-02f6f0e70276e974257c4d127fd49fbc136899f5,54edfdf5ae21.png,54edfdf5ae21,R01,1832.2109592788056,7619.068155416982,655.0,482.0,1.0,,T-0163|T-0162|T-0164,Large file on disk:|(avoids big UTF-16 JSON string)|- Prefer FileStream + StreamContent,pending_transcript
IU-0096,image-18cb24802ffe01c6a3f6a85fecb67afcff6390dc,94b06e224819.png,94b06e224819,R02,7622.465783347467,7108.590096016982,999.0,276.0,1.0,,T-0226|T-0216|T-0221,!!!|request with transfer-encoding: chunked|crlf,pending_transcript
IU-0097,image-ba357a4fe1ebc9f4d088a5dcf3d23ff3a2fdd4cd,5c7291ec303c.png,5c7291ec303c,R02,5198.259583338166,7878.060933322446,875.0,326.0,1.0,,T-0217|T-0219|T-0220,memorystream fits content-length|so what is the practical difference|are there difference in bodystream usage?,pending_transcript
IU-0098,image-529dda103e5fa8146e0cd7f447129b2766029142,2acd3f33b6f8.png,2acd3f33b6f8,R02,6920.280372106147,8111.794048382442,993.0,357.0,1.0,,T-0226|T-0218|T-0216,!!!|compression and 2 flows|request with transfer-encoding: chunked,pending_transcript
IU-0099,image-36f647bb34a5bee80bd5daab0f8be490153dd7cb,5eeb6a4f48ee.png,5eeb6a4f48ee,R02,7662.1951002545175,7472.100302060204,949.0,152.0,1.0,,T-0226|T-0216|T-0218,!!!|request with transfer-encoding: chunked|compression and 2 flows,pending_transcript
IU-0100,image-bdd74279027b48178450d82ccbba01307177c152,a3b704fec7aa.png,a3b704fec7aa,R04,5696.280168655627,8949.53491345406,1081.0,403.0,1.0,,T-0220|T-0219|T-0218,are there difference in bodystream usage?|so what is the practical difference|compression and 2 flows,pending_transcript
IU-0101,image-1637e3ae40c350adfbc64e622db70a804541c1d3,fcf4e0998db9.png,fcf4e0998db9,R04,5685.298641962918,9393.016372329927,940.0,319.0,1.0,,T-0220|T-0219|T-0218,are there difference in bodystream usage?|so what is the practical difference|compression and 2 flows,pending_transcript
IU-0102,image-f0f9f33b1e2742423e98bebe397142277f2bfec9,c263b9bef403.png,c263b9bef403,R02,9044.063709137177,6359.156375140621,1019.0,361.0,1.0,,T-0221|T-0198|T-0195,crlf|using delegate handler to fix streaming issues + retries|Stream Reader vs readasstring,pending_transcript
IU-0103,image-af923f93883c2383c21462e88ea422bcef1430e2,93487a239715.png,93487a239715,R02,9042.485058281138,6745.523076768899,1037.0,288.0,1.0,,T-0221|T-0198|T-0216,crlf|using delegate handler to fix streaming issues + retries|request with transfer-encoding: chunked,pending_transcript
IU-0104,image-6bc52fc2987ad27a23576dc4719060eead9b4f93,eb07ff6b1662.png,eb07ff6b1662,R02,9054.90795884019,7000.489919737844,622.0,270.0,1.0,,T-0221|T-0226|T-0198,crlf|!!!|using delegate handler to fix streaming issues + retries,pending_transcript
IU-0105,image-89d73f6ae92b751a7db196da17f2a902c1307483,754283e7bfc6.png,754283e7bfc6,R02,9057.966738823363,7232.040398330206,1023.0,337.0,1.0,,T-0221|T-0198|T-0226,crlf|using delegate handler to fix streaming issues + retries|!!!,pending_transcript
IU-0106,image-c90e8681c388af112c2b7cc46547a58daaa34199,d2f19ad0fdce.png,d2f19ad0fdce,R07,19828.7966822597,12010.194689717533,969.0,127.0,1.0,,T-0240|T-0244|T-0239,typed model|body/stream|reading,pending_transcript
IU-0107,image-8683712a0a398ea6d1eb531377ebfeb358acbe58,c13c817f9ba1.png,c13c817f9ba1,R07,19827.130117318295,12351.528124776127,879.0,461.0,1.0,,T-0240|T-0244|T-0241,typed model|body/stream|pipereader,pending_transcript
IU-0108,image-b75739bb0192b5444e17a53e1485d4eef8369e71,3fd5c7a8ab99.png,3fd5c7a8ab99,R07,19857.01907402402,12970.694842305424,807.0,436.0,1.0,,T-0244|T-0241|T-0242,body/stream|pipereader|custom delimiter/protocol,pending_transcript
IU-0109,image-2ed833cfb0bfec3fe9ceba5e3fb0a4a0f1a8e7a6,088ab25ee3fc.png,088ab25ee3fc,R07,19911.23005184347,14001.982994364344,815.0,482.0,1.0,,T-0243|T-0242|T-0241,cursor api|custom delimiter/protocol|pipereader,pending_transcript
IU-0110,image-2e92d3136d0d5c0e50ad1c5200821fe1867d6cc7,bffff3407603.png,bffff3407603,R07,19920.10094270375,14464.20515724683,694.0,482.0,1.0,,T-0317|T-0243|T-0242,stream reader|cursor api|custom delimiter/protocol,pending_transcript
IU-0111,image-b24a73e786917189c8c17629f9391a717eebfd5d,397f62929abe.png,397f62929abe,R07,23897.7418595696,11193.058608742318,1009.0,356.0,1.0,,T-0232|T-0231|T-0230,write|about using stream for normal json read|does it make sense to think,pending_transcript
IU-0112,image-443db7a69f7f2b1d80f0e92d952d28b822610123,c1b8f3e94aff.png,c1b8f3e94aff,R07,23883.383088661147,11575.1056922791,1009.0,419.0,1.0,,T-0232|T-0231|T-0230,write|about using stream for normal json read|does it make sense to think,pending_transcript
IU-0113,image-f9c1facc95aa8d6941816060b8bfb7b2a4ca5879,f16390d53631.png,f16390d53631,R07,23877.94902272708,12018.70824073162,934.0,463.0,1.0,,T-0232|T-0231|T-0230,write|about using stream for normal json read|does it make sense to think,pending_transcript
IU-0114,image-ab514addd3ef82183b25c605bbdf8a9e76aefb82,f3a8d51e81b2.png,f3a8d51e81b2,R07,23864.242078670162,12528.105645328975,996.0,193.0,1.0,,T-0232|T-0231|T-0230,write|about using stream for normal json read|does it make sense to think,pending_transcript
IU-0115,image-aef55283ae0f5bd5f21bbd683d153d755ec4b770,e4d2ffdf8b98.png,e4d2ffdf8b98,R07,22443.69079974889,12472.387702871034,841.0,327.0,1.0,,T-0232|T-0231|T-0230,write|about using stream for normal json read|does it make sense to think,pending_transcript
IU-0116,image-b2ffe5238b7b2735bdca2f07a4dc667489e81dbd,d9a6232ceb20.png,d9a6232ceb20,R07,22469.18553104499,12895.631261314542,901.0,463.0,1.0,,T-0232|T-0231|T-0229,write|about using stream for normal json read|about new .net overload,pending_transcript
IU-0117,image-c597ea7c64878218be98efdb92bf118656679fcf,cd633a13d8ac.png,cd633a13d8ac,R07,22453.447260085428,13447.938887892062,1002.0,316.0,1.0,,T-0229|T-0232|T-0231,about new .net overload|write|about using stream for normal json read,pending_transcript
IU-0118,image-734ac5e24be72d9efcb27d9097c899317d55dbcb,b1437c71417a.png,b1437c71417a,R07,22419.652338210428,13822.951789785086,1006.0,311.0,1.0,,T-0229|T-0232|T-0243,about new .net overload|write|cursor api,pending_transcript
IU-0119,image-7d0d5d416e31a88902c5683a4b113503b9679901,4d16f749ec58.png,4d16f749ec58,R07,22437.36664794248,14153.067174400465,923.0,463.0,1.0,,T-0229|T-0243|T-0242,about new .net overload|cursor api|custom delimiter/protocol,pending_transcript
IU-0120,image-b0e1bed6b6576036f207dae71d1a3f05433791d7,3f1bbdaf5bcf.png,3f1bbdaf5bcf,R07,22410.52421133242,14639.272271305512,1014.0,424.0,1.0,,T-0229|T-0315|T-0317,about new .net overload|pipereader|stream reader,pending_transcript
IU-0121,image-41c856b909a8628ad78ae2693d459f284c4a8af5,52644e50241f.png,52644e50241f,R07,22428.998604736866,15133.528600181711,975.0,192.0,1.0,,T-0229|T-0315|T-0317,about new .net overload|pipereader|stream reader,pending_transcript
IU-0122,image-e60b95e6c5fbc56e94b535517b871d2b96652053,9cca66a129f8.png,9cca66a129f8,R07,22368.75886132598,15482.244702865639,962.0,249.0,1.0,,T-0229|T-0315|T-0386,about new .net overload|pipereader|custom protocols,pending_transcript
IU-0123,image-76cc8bec82af74db7e3a4a90f82ab5ba344f9989,59529722f20a.png,59529722f20a,R07,22355.72937396764,15735.29787790106,1060.0,330.0,1.0,,T-0229|T-0315|T-0386,about new .net overload|pipereader|custom protocols,pending_transcript
IU-0124,image-d9b18326c688ecd92ae4af4b964f2b92bc6b4504,15cb33928080.png,15cb33928080,R07,19917.46335293627,11593.944215702559,637.0,178.0,1.0,,T-0239|T-0240|T-0244,reading|typed model|body/stream,pending_transcript
IU-0125,image-8feef4f1ea6075a6ce4b258b25fd2558dd7787a8,226da49c3484.png,226da49c3484,R11,20380.309295972875,17490.043568309095,926.0,396.0,1.0,,T-0283|T-0284|T-0303,readresult|readonlysequence|sequenceposition,pending_transcript
IU-0126,image-def15adf6372c557269b121d730c37544c4ba623,6d907be4ed63.png,6d907be4ed63,R11,20381.52358168716,18023.829282594805,935.0,357.0,1.0,,T-0283|T-0284|T-0303,readresult|readonlysequence|sequenceposition,pending_transcript
IU-0127,image-decc7f67113ccd0389b9efc3c74c139ceb755eca,ad3e5b94bab9.png,ad3e5b94bab9,R11,20384.404650325556,18510.234015435217,674.0,268.0,1.0,,T-0283|T-0284|T-0303,readresult|readonlysequence|sequenceposition,pending_transcript
IU-0128,image-9952f0c6d7652b77cd613f1220dcab929664c235,1c1c7ebd3b8a.png,1c1c7ebd3b8a,R11,20372.547350520865,18960.519799475387,924.0,196.0,1.0,,T-0284|T-0303|T-0283,readonlysequence|sequenceposition|readresult,pending_transcript
IU-0129,image-966a9ad4e957700b11474fcbed757044714acb24,ac16834e5d2d.png,ac16834e5d2d,R11,20411.54749293623,19281.908552730598,706.0,175.0,1.0,,T-0303|T-0302|T-0304,sequenceposition|readasync|-----------methods--------------,pending_transcript
IU-0130,image-4206c797d0607fad960ace303a689656cfc034d0,f3e1b2b427ac.png,f3e1b2b427ac,R11,20382.71409856774,19710.68642545195,933.0,365.0,1.0,,T-0302|T-0300|T-0304,readasync|tryread|-----------methods--------------,pending_transcript
IU-0131,image-529cc1eb44bea8502fb9dd09e414a8546f8e2716,28ca0ea39f23.png,28ca0ea39f23,R11,20384.047472591177,20246.68642545195,909.0,437.0,1.0,,T-0300|T-0291|T-0302,tryread|advanceto(consumed)|readasync,pending_transcript
IU-0132,image-945edff57b3f42a707ad94f997d799158bf32a3e,790186ff94ab.png,790186ff94ab,R11,20363.71409856774,20854.686364416793,939.0,445.0,1.0,,T-0291|T-0292|T-0300,"advanceto(consumed)|advanceto(consumed,examined)|tryread",pending_transcript
IU-0133,image-caef960d87561c7e0640001d8749c4ca2c03c720,a970f0c1a3b9.png,a970f0c1a3b9,R11,20355.380724544302,21489.85311246367,881.0,356.0,1.0,,T-0292|T-0293|T-0291,"advanceto(consumed,examined)|complete|advanceto(consumed)",pending_transcript
IU-0134,image-03065d29d3a111b912670e4787eea02d0a02c873,e3c2c2cf06d9.png,e3c2c2cf06d9,R11,20366.713976497427,21847.18642545195,933.0,420.0,1.0,,T-0293|T-0292|T-0294,"complete|advanceto(consumed,examined)|cancelpendingread",pending_transcript
IU-0135,image-8dd201262e02b9f6f97a8456d6b67e6a89569845,2e79ad1145bf.png,2e79ad1145bf,R11,20357.380724544302,22464.853051428512,925.0,414.0,1.0,,T-0293|T-0294|T-0296,complete|cancelpendingread|copyto,pending_transcript
IU-0136,image-e472108048ddcd4a251160e1ed053cd756db911e,c63cf3451529.png,c63cf3451529,R11,20358.71409856774,23041.019799475387,949.0,171.0,1.0,,T-0294|T-0296|T-0293,cancelpendingread|copyto|complete,pending_transcript
IU-0137,image-ca62013e974a1765bc685a780b532151f7f9e6b4,f24a772bec0b.png,f24a772bec0b,R12,20361.380724544302,23385.68642545195,957.0,359.0,1.0,,T-0296|T-0297|T-0294,copyto|consumed vs examined|cancelpendingread,pending_transcript
IU-0138,image-6ea88dc338da877cb5aa5d14500a3cb1750c5f89,2daf1d298a7e.png,2daf1d298a7e,R12,20357.44813452794,23916.03017545195,709.0,482.0,1.0,,T-0297|T-0298|T-0296,consumed vs examined|newline-delimited text|copyto,pending_transcript
IU-0139,image-6fa4735171a16b3ab1ba1dba3e6fe3e79805a3c0,44f2525ceb10.png,44f2525ceb10,R12,20327.38060247399,24393.519799475387,977.0,330.0,1.0,,T-0298|T-0299|T-0297,newline-delimited text|example|consumed vs examined,pending_transcript
IU-0140,image-b71cc9279c2efbf13ffaa6ce18f446c978c69981,f2b795d55b7b.png,f2b795d55b7b,R12,20333.8879331387,24966.696801428512,727.0,482.0,1.0,,T-0299|T-0298|T-0306,example|newline-delimited text|toarray,pending_transcript
IU-0141,image-3a747ba3e8b57216d5506a42d9bc0fd7e2146399,b4a80ef9d218.png,b4a80ef9d218,R12,20322.595309388667,25425.36352913034,834.0,482.0,1.0,,T-0299|T-0298|T-0378,example|newline-delimited text|can have overloads with pos,pending_transcript
IU-0142,image-e6c83c8ee941dfcbd402fb88b1095ea3cd2d598c,f777fa0ed14d.png,f777fa0ed14d,R12,20292.727207420692,25961.808765994403,912.0,299.0,1.0,,T-0378|T-0379|T-0380,can have overloads with pos|of count of bytes form start|or some sequenceposition,pending_transcript
IU-0143,image-914b80956bfea44d06fbe763c5bf15b41d599a7d,08de323589d0.png,08de323589d0,R12,20290.93225737562,26467.090832926497,932.0,351.0,1.0,,T-0378|T-0379|T-0380,can have overloads with pos|of count of bytes form start|or some sequenceposition,pending_transcript
IU-0144,image-bdf8560be99ed3bc484b96f1289bc0aef7d3cdbe,b705ad545dc2.png,b705ad545dc2,R12,20302.892623414726,26814.12924751484,824.0,463.0,1.0,,T-0380|T-0379|T-0378,or some sequenceposition|of count of bytes form start|can have overloads with pos,pending_transcript
IU-0145,image-4dc77b37daec38487e861fbd3f2b2fd1bb00e522,050e8325a2e6.png,050e8325a2e6,R12,20308.316966660477,27288.026699062317,928.0,344.0,1.0,,T-0312|T-0311|T-0310,and end|and we pass its start|buffer for next iteration,pending_transcript
IU-0146,image-97b02b497c86d33e3a1f7b8a95718d5d4e9d1a1b,8e9688dcc6cc.png,8e9688dcc6cc,R12,20301.316966660477,27641.501167586957,942.0,275.0,1.0,,T-0312|T-0311|T-0310,and end|and we pass its start|buffer for next iteration,pending_transcript
IU-0147,image-8889650d35245fcad9a29086a302991c5d17fac9,298f49a3ae7e.png,298f49a3ae7e,R12,20274.423135637986,28115.8893967894,970.0,363.0,1.0,,T-0312|T-0311|T-0310,and end|and we pass its start|buffer for next iteration,pending_transcript
IU-0148,image-33c09d265018edb65b66c6aa6732cdca38bafd5f,c7ca704537e6.png,c7ca704537e6,R12,20282.13922155402,28493.2942302372,949.0,332.0,1.0,,T-0312|T-0383|T-0311,and end|multisegment sequence|and we pass its start,pending_transcript
IU-0149,image-775add8f7684a0c761b71b9beadc4a251e9892ba,c6f3a6927dad.png,c6f3a6927dad,R12,20273.305655705808,28879.960751582064,940.0,412.0,1.0,,T-0383|T-0382|T-0381,multisegment sequence|or something to get string from|dont need sequencereader,pending_transcript
IU-0150,image-ab021a035b4f60835c09036d6c7ed469dd7c62e2,b6adc640d351.png,b6adc640d351,R12,21925.76000942923,24946.218359423645,881.0,414.0,1.0,,T-0306|T-0305|T-0307,toarray|issinglesegment|ways to avoid toarray,pending_transcript
IU-0151,image-4049201e90433c7b0847f01cc80a9cf4cec004fb,9aa6b77238ec.png,9aa6b77238ec,R12,21924.245984794008,25377.988012743957,721.0,482.0,1.0,,T-0306|T-0305|T-0307,toarray|issinglesegment|ways to avoid toarray,pending_transcript
IU-0152,image-620cb89b86b6d2f6552f8258dd73bed1447c0cdc,bb786352a681.png,bb786352a681,R12,21879.628520420312,25939.469471619832,1006.0,522.0,1.0,,T-0307|T-0378|T-0379,ways to avoid toarray|can have overloads with pos|of count of bytes form start,pending_transcript
IU-0153,image-26222440d07daabe058d08169d4cee4afa37b949,ea8797891e2a.png,ea8797891e2a,R12,21883.75997552081,26521.55169275698,805.0,370.0,1.0,,T-0378|T-0379|T-0380,can have overloads with pos|of count of bytes form start|or some sequenceposition,pending_transcript
IU-0154,image-9a35b98b0b137a23cb5418e3928c99503f6eb070,e894f56f8e9b.png,e894f56f8e9b,R12,21850.741502213517,26964.236900547778,954.0,255.0,1.0,,T-0380|T-0379|T-0378,or some sequenceposition|of count of bytes form start|can have overloads with pos,pending_transcript
IU-0155,image-4c7021c2c239f1ab85b1945bcfba2f69efb85f6f,0aaab62b1ec0.png,0aaab62b1ec0,R12,21882.820860167427,27311.321346077293,884.0,482.0,1.0,,T-0380|T-0379|T-0378,or some sequenceposition|of count of bytes form start|can have overloads with pos,pending_transcript
IU-0156,image-360b3d275f423b301a681669d1f37bdeb7c812ff,6d44808d45f5.png,6d44808d45f5,R12,21891.794690654904,27751.321346077293,659.0,482.0,1.0,,T-0380|T-0379|T-0378,or some sequenceposition|of count of bytes form start|can have overloads with pos,pending_transcript
IU-0157,image-c64746fc4975c6e1aadaa743c618b10ddc9aaf6d,aff32b39a630.png,aff32b39a630,R12,21881.741502213517,28221.71842724049,892.0,463.0,1.0,,T-0308|T-0380|T-0379,sequencereader|or some sequenceposition|of count of bytes form start,pending_transcript
IU-0158,image-2a537c094ae8762a84aebb0a46199853ad27bec5,867e9d9c8411.png,867e9d9c8411,R12,21875.16747335067,28774.570166064277,917.0,421.0,1.0,,T-0308|T-0380|T-0379,sequencereader|or some sequenceposition|of count of bytes form start,pending_transcript
IU-0159,image-f48a86e9c743bf572a4f3a6f94c903477b0fdf41,8575507c5b85.png,8575507c5b85,R12,21871.534249955508,29194.284263829035,681.0,482.0,1.0,,T-0308|T-0380|T-0379,sequencereader|or some sequenceposition|of count of bytes form start,pending_transcript
IU-0160,image-45b26813d2011c559d42a7d29caf4a3a2fc6bf33,6674af3fbe81.png,6674af3fbe81,R12,21871.611917795115,29702.996137201433,933.0,416.0,1.0,,T-0308|T-0380|T-0379,sequencereader|or some sequenceposition|of count of bytes form start,pending_transcript
IU-0161,image-cb68ec31c54f9f25365748da09198f8ab58e35a3,50eecc56aea3.png,50eecc56aea3,R11,18864.004667690482,17666.353120931195,879.0,482.0,1.0,,T-0285|T-0286|T-0283,readonlysequence|readresult|readresult,pending_transcript
IU-0162,image-2b504d1722ec5a49568f821aaff0831cf73cf35b,89b75e7a9b1b.png,89b75e7a9b1b,R11,18892.15137217957,18267.85054873533,921.0,139.0,1.0,,T-0285|T-0287|T-0286,readonlysequence|positionof|readresult,pending_transcript
IU-0163,image-d8df058707b15005be6b92683fee0bfdd58302d1,d6bcd0c67584.png,d6bcd0c67584,R11,19186.67529796082,17513.041083054533,511.0,121.0,1.0,,T-0286|T-0285|T-0283,readresult|readonlysequence|readresult,pending_transcript
IU-0164,image-de66bcae8405003c5e49af24be255a70cb494b6c,1439d0ff3a84.png,1439d0ff3a84,R11,18877.508631294153,18411.541112118884,956.0,164.0,1.0,,T-0285|T-0287|T-0283,readonlysequence|positionof|readresult,pending_transcript
IU-0165,image-aa035d08cad176028b0b7b3f212ced177404b6cb,f2b1f78de1fd.png,f2b1f78de1fd,R11,18882.45174894876,18577.146708752076,803.0,482.0,1.0,,T-0287|T-0285|T-0288,positionof|readonlysequence|slice,pending_transcript
IU-0166,image-3fa8aefa070aa79905896e79d2a9c8b011a0bdc7,71619b92e31f.png,71619b92e31f,R11,18868.667235507324,19181.612453497237,954.0,281.0,1.0,,T-0287|T-0288|T-0304,positionof|slice|-----------methods--------------,pending_transcript
IU-0167,image-8dfb2b958381e292bece9e6b1a99072b53cb40e2,fe1b6562b332.png,fe1b6562b332,R11,18839.27056512042,19613.5649216427,962.0,419.0,1.0,,T-0288|T-0289|T-0287,"slice|getposition, toarray|positionof",pending_transcript
IU-0168,image-e31a214ff5153881ea7ad0a90c2fcc30bef44507,d1433e8f2b7e.png,d1433e8f2b7e,R11,18847.143658498393,20141.564950707067,938.0,363.0,1.0,,T-0289|T-0290|T-0288,"getposition, toarray|sequenceposition|slice",pending_transcript
IU-0169,image-c7f4ac4fc2db6c329352a3c129e9e4e13e59ad31,8b70eff591c8.png,8b70eff591c8,R11,18813.96895844259,20849.68394019739,918.0,442.0,1.0,,T-0290|T-0292|T-0289,"sequenceposition|advanceto(consumed,examined)|getposition, toarray",pending_transcript
IU-0170,image-1253874f2db7e9f43d9671b4fb2b401a0732fae5,e56683ddae86.png,e56683ddae86,R12,18970.853853059067,26483.12083215776,885.0,482.0,1.0,,T-0309|T-0310|T-0311,so we get unprocessed|buffer for next iteration|and we pass its start,pending_transcript
IU-0171,image-fa45a28b269d71d97940cbb8ff14e99fb2d4dabd,5ae8fe94c760.png,5ae8fe94c760,R12,18957.06424013437,27008.721484216683,928.0,280.0,1.0,,T-0309|T-0310|T-0311,so we get unprocessed|buffer for next iteration|and we pass its start,pending_transcript
IU-0172,image-27b340d57a5b466e3ab2e2de91044757be689362,fbd184ef8620.png,fbd184ef8620,R12,18953.230906801036,27314.999346765504,989.0,123.0,1.0,,T-0381|T-0382|T-0383,dont need sequencereader|or something to get string from|multisegment sequence,pending_transcript
IU-0173,image-d335be818bc406cacfc9c341ff575ddf6a23d5db,ec57e9823fc2.png,ec57e9823fc2,R11,22338.35303475785,22773.035263960355,851.0,182.0,1.0,,T-0295|T-0305|T-0306,cancelpendingread|issinglesegment|toarray,pending_transcript
IU-0174,image-2dbbe73e12529e99e9bdb5a38d9f37a461e7baed,edd164717dcd.png,edd164717dcd,R12,23720.786708566953,26173.64470880314,687.0,482.0,1.0,,T-0307|T-0308|T-0306,ways to avoid toarray|sequencereader|toarray,pending_transcript
IU-0175,image-d3f160114b94feb740b19531f1c8e0e616e716fd,43eae02b43a9.png,43eae02b43a9,R12,23689.08495315887,26727.13424127384,797.0,282.0,1.0,,T-0308|T-0307|T-0380,sequencereader|ways to avoid toarray|or some sequenceposition,pending_transcript
IU-0176,image-2df804526d7de02cc533a121d09c534f832e3a71,479c68a23c6c.png,479c68a23c6c,R12,23725.247848016457,27400.31150262638,751.0,482.0,1.0,,T-0308|T-0307|T-0380,sequencereader|ways to avoid toarray|or some sequenceposition,pending_transcript
IU-0177,image-92ab0c8bdc261d27ab098cac03031b897087f869,26098b66e103.png,26098b66e103,R12,23714.58495315887,27850.467676332435,976.0,382.0,1.0,,T-0308|T-0307|T-0380,sequencereader|ways to avoid toarray|or some sequenceposition,pending_transcript
IU-0178,image-8b022e437de884c84326cd2cff21b35c15f8d79a,46efe274ebac.png,46efe274ebac,R12,23706.418388217462,28241.80095880314,979.0,316.0,1.0,,T-0308|T-0307|T-0380,sequencereader|ways to avoid toarray|or some sequenceposition,pending_transcript
IU-0179,image-c01dc5955b29bd2c37d2d2b9282b3ef109cb659b,a5a12f7919a8.png,a5a12f7919a8,R12,23671.918388217462,28701.134393861732,668.0,184.0,1.0,,T-0308|T-0307|T-0380,sequencereader|ways to avoid toarray|or some sequenceposition,pending_transcript
IU-0180,image-6ff6700c32dda1f8098947c083f3ed545fbfbfb0,fa7dfe153681.png,fa7dfe153681,R12,23664.746008442893,28888.644785097084,752.0,482.0,1.0,,T-0308|T-0307|T-0380,sequencereader|ways to avoid toarray|or some sequenceposition,pending_transcript
IU-0181,image-dfb9aec31f6fe13535c6954c4b598a0a9ab2211b,16f260be5bd5.png,16f260be5bd5,R12,23661.091463575536,29490.311426332435,623.0,482.0,1.0,,T-0308|T-0307|T-0380,sequencereader|ways to avoid toarray|or some sequenceposition,pending_transcript
IU-0182,image-f8f57b34caa522ce9789fc61809067e0665737f5,2389a3cd44e5.png,2389a3cd44e5,R12,23645.418388217462,29978.134393861732,931.0,300.0,1.0,,T-0308|T-0307|T-0380,sequencereader|ways to avoid toarray|or some sequenceposition,pending_transcript
IU-0183,image-4cb47ec7ebca65f79ffe6c92a6458b6cad02dd0e,5d924348cf50.png,5d924348cf50,R11,22128.002533987732,19879.115776229974,910.0,382.0,1.0,,T-0301|T-0387|T-0386,tryread|with big endian|custom protocols,pending_transcript
IU-0184,image-3701f8a6878b1690689dccfa44db538be94e1a42,6bfe918ce726.png,6bfe918ce726,R11,22132.71681970202,20255.99684486837,672.0,253.0,1.0,,T-0301|T-0300|T-0291,tryread|tryread|advanceto(consumed),pending_transcript
IU-0185,image-c3850c59dce7ab2219dbb4dbe064d8307bd4d9d9,a78549df219e.png,a78549df219e,R11,22105.050385550232,20600.9730062802,914.0,424.0,1.0,,T-0301|T-0295|T-0300,tryread|cancelpendingread|tryread,pending_transcript
IU-0186,image-8583045a56fe4c94326777e811d15dd3a00fe4f8,b6e13505f3c0.png,b6e13505f3c0,R11,22109.455031197554,21049.568360632886,989.0,403.0,1.0,,T-0295|T-0301|T-0291,cancelpendingread|tryread|advanceto(consumed),pending_transcript
IU-0187,image-ccd58136f4a39d71d41d4335724f7012434934f5,fa3738f057f3.png,fa3738f057f3,R11,22310.652624633305,23219.400322722864,928.0,261.0,1.0,,T-0295|T-0305|T-0306,cancelpendingread|issinglesegment|toarray,pending_transcript
IU-0188,image-6dc9eb03a90b57debf9a2688baaecc1de2cd50da,da71ef8d797f.png,da71ef8d797f,R11,22330.956792850073,23019.09337982853,873.0,185.0,1.0,,T-0295|T-0305|T-0306,cancelpendingread|issinglesegment|toarray,pending_transcript
IU-0189,image-10abcc5dbbe03e63ea3df4b4cbd7bf1035ff81d0,62990316871c.png,62990316871c,R12,22319.900623770507,23995.114538693128,967.0,219.0,1.0,,T-0305|T-0306|T-0295,issinglesegment|toarray|cancelpendingread,pending_transcript
IU-0190,image-6c550b3edd7a46a33557a660a0538688867532fe,33847a124f40.png,33847a124f40,R12,22324.62918541489,23494.56946762108,744.0,482.0,1.0,,T-0295|T-0305|T-0306,cancelpendingread|issinglesegment|toarray,pending_transcript
IU-0191,image-94cc23a6ea44c520de4776d3832fa2acca509dcb,f041d8d39af3.png,f041d8d39af3,R11,18149.61716170848,22575.78496457054,811.0,377.0,1.0,,T-0314|T-0313|T-0294,when pipereader|when stream|cancelpendingread,pending_transcript
IU-0192,image-aa40c87120bb3d3d48eff03b541900fa0abe3c95,6004c6143101.png,6004c6143101,R11,18173.741351077053,23073.077927771894,955.0,285.0,1.0,,T-0314|T-0313|T-0296,when pipereader|when stream|copyto,pending_transcript
IU-0193,image-6584af4ff8731e3f4f6800336b00656016fe8d81,dac3d3f84a85.png,dac3d3f84a85,R12,18190.407977053615,23397.077927771894,975.0,341.0,1.0,,T-0314|T-0313|T-0297,when pipereader|when stream|consumed vs examined,pending_transcript
IU-0194,image-4a37a63d5ae250267194c3e25dcadf4d5760709a,077bfe699394.png,077bfe699394,R12,18199.407977053615,23788.244614783613,949.0,460.0,1.0,,T-0314|T-0297|T-0313,when pipereader|consumed vs examined|when stream,pending_transcript
IU-0195,image-d82f4ae814be8a1d556841a3966c67d8d072f03a,3e28603f5849.png,3e28603f5849,R12,18218.07472510049,24298.911240760175,973.0,444.0,1.0,,T-0298|T-0299|T-0297,newline-delimited text|example|consumed vs examined,pending_transcript
IU-0196,image-aa78ebb553c7e18f05b0c86fdbb158c0d96379ac,b9c571ca7821.png,b9c571ca7821,R12,18217.99608081726,25147.606850443266,1019.0,185.0,1.0,,T-0299|T-0298|T-0297,example|newline-delimited text|consumed vs examined,pending_transcript
IU-0197,image-6d5448ae899b31bf7711f47c6f3028bbc43fef52,d43c7d9cb57c.png,d43c7d9cb57c,R12,18309.35810265569,25435.459301079656,956.0,125.0,1.0,,T-0299|T-0298|T-0309,example|newline-delimited text|so we get unprocessed,pending_transcript
IU-0198,image-dd9bf518404a0a42f7d683069553e7d2a2186df8,5ced9199dbc5.png,5ced9199dbc5,R12,18244.143991327568,24753.19725099595,995.0,400.0,1.0,,T-0299|T-0298|T-0297,example|newline-delimited text|consumed vs examined,pending_transcript
IU-0199,image-6231eec4ed75847d9004afbc7a1620c6a30648d4,c1b0baca46de.png,c1b0baca46de,R10,10568.623898969705,23159.47504899286,910.0,318.0,1.0,,T-0364|T-0363|T-0356,with different approaches|just plain text writes|when you ve advanced and call,pending_transcript
IU-0200,image-6231eec4ed75847d9004afbc7a1620c6a30648d4,c1b0baca46de.png,c1b0baca46de,R06,15155.29015873533,12606.141613934265,910.0,318.0,1.0,IU-0199,T-0366|T-0365|T-0252,with different approaches|just plain text writes|ndjson sse,pending_transcript
