source_id,image_use,symbol_id,x,y,width,height,asset_sha,asset_file,pixel_width,pixel_height,region,canonical_file,status,review,transcript_file
S-061,U-061,image-39d06cc4e759db2d0e5d6cbce1bbe80d498c7640,14968.473120459757,1713.2183445116243,767.0,458.0,7378c939fcd1dc61f7ecba9963b4955663e1b3f9,image-39d06cc4e759db2d0e5d6cbce1bbe80d498c7640__7378c939fc.png,767,458,R04,source/images/S-061__image-39d06cc4e759db2d0e5d6cbce1bbe80d498c7640__7378c939fc.png,closed,visual and semantic review completed from extracted screenshot,regions/R04-cookie-options-domain-path-prefixes-and-format.md
S-062,U-062,image-e5dc5e405a319c707e460ea38fec006c7811ab47,12492.404970790169,1751.062374400979,821.0,416.0,fb8af31be0487785699926a3976a1a35005634e6,image-e5dc5e405a319c707e460ea38fec006c7811ab47__fb8af31be0.png,980,496,R04,source/images/S-062__image-e5dc5e405a319c707e460ea38fec006c7811ab47__fb8af31be0.png,closed,visual and semantic review completed from extracted screenshot,regions/R04-cookie-options-domain-path-prefixes-and-format.md
S-063,U-063,image-fb2164dde25c74e5c8183596ac4f2a865be2022c,11385.930718203628,2048.2185117766057,964.0,208.0,e850a162b646fc2fcda1931edbd39130e8bb4f1f,image-fb2164dde25c74e5c8183596ac4f2a865be2022c__e850a162b6.png,964,208,R04,source/images/S-063__image-fb2164dde25c74e5c8183596ac4f2a865be2022c__e850a162b6.png,closed,visual and semantic review completed from extracted screenshot,regions/R04-cookie-options-domain-path-prefixes-and-format.md
S-064,U-064,image-404fd242c28a7cb593590c7d1b79dc531d1e06ed,13783.109325367806,2061.722781802513,972.0,482.0,392bd42db481711b3c2834a5e12d1b840320e1e2,image-404fd242c28a7cb593590c7d1b79dc531d1e06ed__392bd42db4.png,1006,499,R04,source/images/S-064__image-404fd242c28a7cb593590c7d1b79dc531d1e06ed__392bd42db4.png,closed,visual and semantic review completed from extracted screenshot,regions/R04-cookie-options-domain-path-prefixes-and-format.md
S-065,U-065,image-85546a02318305393b825e463ce2b164483a28fb,14969.973044165812,2273.3850238939485,769.0,166.0,bb901d74310cacde6003189e8989b6ed150c4cf9,image-85546a02318305393b825e463ce2b164483a28fb__bb901d7431.png,769,166,R04,source/images/S-065__image-85546a02318305393b825e463ce2b164483a28fb__bb901d7431.png,closed,visual and semantic review completed from extracted screenshot,regions/R04-cookie-options-domain-path-prefixes-and-format.md
S-066,U-066,image-0484ad0ad9b0322f0b1d8432a7567d59a044e6d7,12462.549732398662,2355.052059459573,930.0,365.0,77c803d11ba62728df7d6c0b9ee014c360c05f69,image-0484ad0ad9b0322f0b1d8432a7567d59a044e6d7__77c803d11b.png,930,365,R04,source/images/S-066__image-0484ad0ad9b0322f0b1d8432a7567d59a044e6d7__77c803d11b.png,closed,visual and semantic review completed from extracted screenshot,regions/R04-cookie-options-domain-path-prefixes-and-format.md
S-067,U-067,image-38f2c633394643d99a80ed42affdde925df215ce,14999.130230524155,2418.259985746976,642.0,435.0,5ad747530072d4af909bee70eb8e89f9068b2e35,image-38f2c633394643d99a80ed42affdde925df215ce__5ad7475300.png,694,471,R04,source/images/S-067__image-38f2c633394643d99a80ed42affdde925df215ce__5ad7475300.png,closed,visual and semantic review completed from extracted screenshot,regions/R04-cookie-options-domain-path-prefixes-and-format.md
S-068,U-068,image-96e5ee2a91de96a147e4f00640a648d88e4cd993,12458.8831064221,2790.885311412698,948.0,424.0,1bd46e8c6e1e1eb0d583063d80070daa74f86eb3,image-96e5ee2a91de96a147e4f00640a648d88e4cd993__1bd46e8c6e.png,948,424,R04,source/images/S-068__image-96e5ee2a91de96a147e4f00640a648d88e4cd993__1bd46e8c6e.png,closed,visual and semantic review completed from extracted screenshot,regions/R04-cookie-options-domain-path-prefixes-and-format.md
S-069,U-069,image-eed40cba6792049cf4c01240278a1c72243a487d,15008.824952531697,2941.5516269823274,795.0,303.0,f90bb0d0792760abb8ef13ebce82acac9177119f,image-eed40cba6792049cf4c01240278a1c72243a487d__f90bb0d079.png,795,303,R04,source/images/S-069__image-eed40cba6792049cf4c01240278a1c72243a487d__f90bb0d079.png,closed,visual and semantic review completed from extracted screenshot,regions/R04-cookie-options-domain-path-prefixes-and-format.md
S-070,U-070,image-e9ef3cd5af62eeab36ce04f2e99d05708b5d335b,13807.216129984652,3107.595573939485,968.0,360.0,241aea7caac7c07ebed235ba657e6c5526752eb7,image-e9ef3cd5af62eeab36ce04f2e99d05708b5d335b__241aea7caa.png,968,360,R04,source/images/S-070__image-e9ef3cd5af62eeab36ce04f2e99d05708b5d335b__241aea7caa.png,closed,visual and semantic review completed from extracted screenshot,regions/R04-cookie-options-domain-path-prefixes-and-format.md
S-071,U-071,image-0fc2096ee73ec14fad7179759db0755af04aee9f,15017.840542824639,3285.3833533831785,729.0,165.0,c09af5a48579fbc52b52d6de6277538c3a5ae196,image-0fc2096ee73ec14fad7179759db0755af04aee9f__c09af5a485.png,729,165,R04,source/images/S-071__image-0fc2096ee73ec14fad7179759db0755af04aee9f__c09af5a485.png,closed,visual and semantic review completed from extracted screenshot,regions/R04-cookie-options-domain-path-prefixes-and-format.md
S-072,U-072,image-675f032a38025cdaf8a8c9e5a6643ff101634978,12423.049732398662,3309.385311412698,1065.0,363.0,3a41cad4ac39d35ea55862774135f6217a1efd95,image-675f032a38025cdaf8a8c9e5a6643ff101634978__3a41cad4ac.png,1065,363,R04,source/images/S-072__image-675f032a38025cdaf8a8c9e5a6643ff101634978__3a41cad4ac.png,closed,visual and semantic review completed from extracted screenshot,regions/R04-cookie-options-domain-path-prefixes-and-format.md
S-073,U-073,image-6a6b071a481cd423d7c824fb3fb55ee2fb330016,16188.884059423008,3374.752786395664,961.0,456.0,0b386bcb3063df19cd094e37b106ace8301350b6,image-6a6b071a481cd423d7c824fb3fb55ee2fb330016__0b386bcb30.png,961,456,R04,source/images/S-073__image-6a6b071a481cd423d7c824fb3fb55ee2fb330016__0b386bcb30.png,closed,visual and semantic review completed from extracted screenshot,regions/R04-cookie-options-domain-path-prefixes-and-format.md
S-074,U-074,image-42cd61a90cdd241f9c94ccc8061233e772a571d5,17407.02814374028,3380.1362276546715,719.0,482.0,dbbdabed881a1606913c90a48635a1f271b89d4d,image-42cd61a90cdd241f9c94ccc8061233e772a571d5__dbbdabed88.png,921,618,R04,source/images/S-074__image-42cd61a90cdd241f9c94ccc8061233e772a571d5__dbbdabed88.png,closed,visual and semantic review completed from extracted screenshot,regions/R04-cookie-options-domain-path-prefixes-and-format.md
S-075,U-075,image-cb90087bab0537206d7fe25995e2f72975330e92,18327.462256119026,3409.469540642953,891.0,482.0,73bbdd15afdc6963a4ffd91dab7482bba8028a22,image-cb90087bab0537206d7fe25995e2f72975330e92__73bbdd15af.png,911,493,R04,source/images/S-075__image-cb90087bab0537206d7fe25995e2f72975330e92__73bbdd15af.png,closed,visual and semantic review completed from extracted screenshot,regions/R04-cookie-options-domain-path-prefixes-and-format.md
S-076,U-076,image-0bb30e7322ea8344a735099e67c8fbc77d441675,15001.978419661522,3532.976379634725,791.0,172.0,0c6d96ec6e597a5f65712e80eb32178f6530481b,image-0bb30e7322ea8344a735099e67c8fbc77d441675__0c6d96ec6e.png,791,172,R04,source/images/S-076__image-0bb30e7322ea8344a735099e67c8fbc77d441675__0c6d96ec6e.png,closed,visual and semantic review completed from extracted screenshot,regions/R04-cookie-options-domain-path-prefixes-and-format.md
S-077,U-077,image-a5931d9013ba094249e98c55b75b5265b83f6375,13799.549442972933,3556.7385596921376,918.0,304.0,7043ec9a70f6e1e19b1f531aa21d13ab2d9161cd,image-a5931d9013ba094249e98c55b75b5265b83f6375__7043ec9a70.png,918,304,R04,source/images/S-077__image-a5931d9013ba094249e98c55b75b5265b83f6375__7043ec9a70.png,closed,visual and semantic review completed from extracted screenshot,regions/R04-cookie-options-domain-path-prefixes-and-format.md
S-078,U-078,image-f307ba4d3cae21f41e7c15bae33d31f039cb23e8,15005.349084755931,3816.3291693866777,880.0,243.0,46b9962709b56cd1daeb153acea7bdc1d2d9942a,image-f307ba4d3cae21f41e7c15bae33d31f039cb23e8__46b9962709.png,880,243,R04,source/images/S-078__image-f307ba4d3cae21f41e7c15bae33d31f039cb23e8__46b9962709.png,closed,visual and semantic review completed from extracted screenshot,regions/R04-cookie-options-domain-path-prefixes-and-format.md
S-079,U-079,image-408046ea81c700158d6433068b85a24582735ec1,16203.087821901307,3886.2924776546715,940.0,334.0,3e8fd3589d504c8695ddb0ad4b2e6d4c4ad69544,image-408046ea81c700158d6433068b85a24582735ec1__3e8fd3589d.png,940,334,R04,source/images/S-079__image-408046ea81c700158d6433068b85a24582735ec1__3e8fd3589d.png,closed,visual and semantic review completed from extracted screenshot,regions/R04-cookie-options-domain-path-prefixes-and-format.md
S-080,U-080,image-f44c9f572cc4d0974de7d9fa3bd3caecff9415df,13799.54944299547,3892.0462224162184,941.0,398.0,97eff601b891a737537cb4c744a6a1b53ff77ca1,image-f44c9f572cc4d0974de7d9fa3bd3caecff9415df__97eff601b8.png,941,398,R04,source/images/S-080__image-f44c9f572cc4d0974de7d9fa3bd3caecff9415df__97eff601b8.png,closed,visual and semantic review completed from extracted screenshot,regions/R04-cookie-options-domain-path-prefixes-and-format.md
S-081,U-081,image-d07c448d7a121ba1c00dd490e847e7bffa87a7d8,14985.166409439711,4159.495603538497,801.0,50.0,19574793ce6858680a2ffd2356d467d3624eb29c,image-d07c448d7a121ba1c00dd490e847e7bffa87a7d8__19574793ce.png,801,50,R04,source/images/S-081__image-d07c448d7a121ba1c00dd490e847e7bffa87a7d8__19574793ce.png,closed,visual and semantic review completed from extracted screenshot,regions/R04-cookie-options-domain-path-prefixes-and-format.md
S-082,U-082,image-21205d9f3f3fb2f940ed48ec2134bbb1d1559554,13812.749263355188,4351.458209960692,919.0,295.0,f1267be9337e4daec3583505f8e1808cae36a1e3,image-21205d9f3f3fb2f940ed48ec2134bbb1d1559554__f1267be933.png,919,295,R04,source/images/S-082__image-21205d9f3f3fb2f940ed48ec2134bbb1d1559554__f1267be933.png,closed,visual and semantic review completed from extracted screenshot,regions/R04-cookie-options-domain-path-prefixes-and-format.md
S-083,U-083,image-dcd6c27c458a820a6e75233d295b62b51e75214c,13892.188212396464,4921.3736428452785,780.0,482.0,bf4b20a888830c3a93658a564b266c2600e4790d,image-dcd6c27c458a820a6e75233d295b62b51e75214c__bf4b20a888.png,925,572,R04,source/images/S-083__image-dcd6c27c458a820a6e75233d295b62b51e75214c__bf4b20a888.png,closed,visual and semantic review completed from extracted screenshot,regions/R04-cookie-options-domain-path-prefixes-and-format.md
S-084,U-084,image-2629fe23fac1b14eac1b7b68fecc59cd31a7d5b6,15127.18370067961,5668.584046939752,950.0,470.0,72c349d9b0a0c05aca39a8a1a5ccdbc2d822f53a,image-2629fe23fac1b14eac1b7b68fecc59cd31a7d5b6__72c349d9b0.png,950,470,R04,source/images/S-084__image-2629fe23fac1b14eac1b7b68fecc59cd31a7d5b6__72c349d9b0.png,closed,visual and semantic review completed from extracted screenshot,regions/R04-cookie-options-domain-path-prefixes-and-format.md
S-085,U-085,image-f4d95f07ee78a3918a5b4f6dae5b12ad9924da77,13905.07245393482,5672.287795854683,812.0,110.0,76dc4ac7940c3afb721867895b83a7dc6f758a58,image-f4d95f07ee78a3918a5b4f6dae5b12ad9924da77__76dc4ac794.png,812,110,R04,source/images/S-085__image-f4d95f07ee78a3918a5b4f6dae5b12ad9924da77__76dc4ac794.png,closed,visual and semantic review completed from extracted screenshot,regions/R04-cookie-options-domain-path-prefixes-and-format.md
S-086,U-086,image-672cb66aa6a6c231cc28a64cd7d153baf35645ad,13903.298313022773,5815.0203669267285,845.0,482.0,eef451b46ceab608207b9a5bdd3ecf045c8ae5cf,image-672cb66aa6a6c231cc28a64cd7d153baf35645ad__eef451b46c.png,934,533,R04,source/images/S-086__image-672cb66aa6a6c231cc28a64cd7d153baf35645ad__eef451b46c.png,closed,visual and semantic review completed from extracted screenshot,regions/R04-cookie-options-domain-path-prefixes-and-format.md
S-087,U-087,image-3c5bb41a8e55a9abde9a47b6f9c9b8f7952ab63b,15125.757729542456,6190.25064578958,941.0,280.0,c8e798fa547b96621be69047965aa22ab8fe7322,image-3c5bb41a8e55a9abde9a47b6f9c9b8f7952ab63b__c8e798fa54.png,941,280,R04,source/images/S-087__image-3c5bb41a8e55a9abde9a47b6f9c9b8f7952ab63b__c8e798fa54.png,closed,visual and semantic review completed from extracted screenshot,regions/R04-cookie-options-domain-path-prefixes-and-format.md
S-088,U-088,image-241666e407fa1492ddad40793651a524095c1956,13898.087033191116,6388.353700260064,897.0,482.0,ca53e095ebae9ee73a6954247c39a0555bda583a,image-241666e407fa1492ddad40793651a524095c1956__ca53e095eb.png,943,507,R04,source/images/S-088__image-241666e407fa1492ddad40793651a524095c1956__ca53e095eb.png,closed,visual and semantic review completed from extracted screenshot,regions/R04-cookie-options-domain-path-prefixes-and-format.md
S-089,U-089,image-0073d4222065b3d402584da41a31af4b8839ef5b,12560.193382022655,7149.157818362938,786.0,463.0,011430aba1c45635d164a5061668e82e67f59ef9,image-0073d4222065b3d402584da41a31af4b8839ef5b__011430aba1.png,910,536,R04,source/images/S-089__image-0073d4222065b3d402584da41a31af4b8839ef5b__011430aba1.png,closed,visual and semantic review completed from extracted screenshot,regions/R04-cookie-options-domain-path-prefixes-and-format.md
S-090,U-090,image-28dea7d8ab98eeb6fdfe36bb3dac4e46a43a4c7c,12559.751935409564,7617.273202978314,904.0,413.0,c29c7a1e18132f297746aad1207f39f442161bab,image-28dea7d8ab98eeb6fdfe36bb3dac4e46a43a4c7c__c29c7a1e18.png,904,413,R04,source/images/S-090__image-28dea7d8ab98eeb6fdfe36bb3dac4e46a43a4c7c__c29c7a1e18.png,closed,visual and semantic review completed from extracted screenshot,regions/R04-cookie-options-domain-path-prefixes-and-format.md
S-091,U-091,image-cf71fbce392cf3ae5fa64606d3cdf9fb71b277e6,20470.051606302775,3041.7111539381513,855.0,456.0,c2a70a6f095f3ebd15d3fa5656308bc1fec1f49a,image-cf71fbce392cf3ae5fa64606d3cdf9fb71b277e6__c2a70a6f09.png,855,456,R05,source/images/S-091__image-cf71fbce392cf3ae5fa64606d3cdf9fb71b277e6__c2a70a6f09.png,closed,visual and semantic review completed from extracted screenshot,regions/R05-ticket-store-principal-validation-and-claims-renewal.md
S-092,U-092,image-75ed11e2ccd0e7b04c9ab67d158042a7d5263ce0,20510.105960568177,3830.7771939772283,615.0,482.0,776bad5de1d0f20c573d025ad46fd53e12592bbd,image-75ed11e2ccd0e7b04c9ab67d158042a7d5263ce0__776bad5de1.png,807,633,R05,source/images/S-092__image-75ed11e2ccd0e7b04c9ab67d158042a7d5263ce0__776bad5de1.png,closed,visual and semantic review completed from extracted screenshot,regions/R05-ticket-store-principal-validation-and-claims-renewal.md
S-093,U-093,image-bcadc3ffeb4bf30103eda1829bf0f23154c0ea6e,21920.965827405533,3851.3037789710797,880.0,429.0,e32919c7c2c786e4314f0dd22a2c5608d19a6f21,image-bcadc3ffeb4bf30103eda1829bf0f23154c0ea6e__e32919c7c2.png,880,429,R05,source/images/S-093__image-bcadc3ffeb4bf30103eda1829bf0f23154c0ea6e__e32919c7c2.png,closed,visual and semantic review completed from extracted screenshot,regions/R05-ticket-store-principal-validation-and-claims-renewal.md
S-094,U-094,image-96fc74b8fa46cbbc9ff8cc2beba5192d265f49be,21895.275293086335,4296.922971911932,859.0,273.0,ac024ecad4bfe806df41edd953e78de483f41f60,image-96fc74b8fa46cbbc9ff8cc2beba5192d265f49be__ac024ecad4.png,859,273,R05,source/images/S-094__image-96fc74b8fa46cbbc9ff8cc2beba5192d265f49be__ac024ecad4.png,closed,visual and semantic review completed from extracted screenshot,regions/R05-ticket-store-principal-validation-and-claims-renewal.md
S-095,U-095,image-c86f80cf1d1aee8e714f00a1b61dff07e0c644f0,20495.329519714232,4324.433342251956,840.0,415.0,4987a385a869134f35d2e297b41ece3926d0ba53,image-c86f80cf1d1aee8e714f00a1b61dff07e0c644f0__4987a385a8.png,840,415,R05,source/images/S-095__image-c86f80cf1d1aee8e714f00a1b61dff07e0c644f0__4987a385a8.png,closed,visual and semantic review completed from extracted screenshot,regions/R05-ticket-store-principal-validation-and-claims-renewal.md
S-096,U-096,image-a12e7475d09abbbd8528c940f05155a5a1076ab9,21886.846896043928,4582.970474702117,853.0,459.0,04ea914ffc626cdcc36bf5ea062209e2ef3c56eb,image-a12e7475d09abbbd8528c940f05155a5a1076ab9__04ea914ffc.png,853,459,R05,source/images/S-096__image-a12e7475d09abbbd8528c940f05155a5a1076ab9__04ea914ffc.png,closed,visual and semantic review completed from extracted screenshot,regions/R05-ticket-store-principal-validation-and-claims-renewal.md
S-097,U-097,image-bb1e41537af1050ad03266bec3c5d3fd49fa7060,20517.829519714232,4757.988863899103,755.0,339.0,7da50c16541b67d99f43fa6ce2f3d4e2d70e2d17,image-bb1e41537af1050ad03266bec3c5d3fd49fa7060__7da50c1654.png,755,339,R05,source/images/S-097__image-bb1e41537af1050ad03266bec3c5d3fd49fa7060__7da50c1654.png,closed,visual and semantic review completed from extracted screenshot,regions/R05-ticket-store-principal-validation-and-claims-renewal.md
S-098,U-098,image-318762ec541a65b63f3edd3de09936b12564f68d,20536.732746880713,5092.999280565768,766.0,482.0,bfd5e7a60751940523c1570e064ce09dc1c32ae6,image-318762ec541a65b63f3edd3de09936b12564f68d__bfd5e7a607.png,791,498,R05,source/images/S-098__image-318762ec541a65b63f3edd3de09936b12564f68d__bfd5e7a607.png,closed,visual and semantic review completed from extracted screenshot,regions/R05-ticket-store-principal-validation-and-claims-renewal.md
S-099,U-099,image-a3258159bb373acedc5615890993830e49453e2a,20592.927708701944,5590.777092251969,685.0,482.0,4af83145547f9833318dbbfcc619d8f12bc1ba4d,image-a3258159bb373acedc5615890993830e49453e2a__4af8314554.png,859,605,R05,source/images/S-099__image-a3258159bb373acedc5615890993830e49453e2a__4af8314554.png,closed,visual and semantic review completed from extracted screenshot,regions/R05-ticket-store-principal-validation-and-claims-renewal.md
S-100,U-100,image-dd80de5c46d9604110350ac63e5059b9d3b36f34,16760.462825840805,7318.043714299056,909.0,463.0,7484d01be95c4399b55cd8d4bea069a27529035e,image-dd80de5c46d9604110350ac63e5059b9d3b36f34__7484d01be9.png,909,463,R05,source/images/S-100__image-dd80de5c46d9604110350ac63e5059b9d3b36f34__7484d01be9.png,closed,visual and semantic review completed from extracted screenshot,regions/R05-ticket-store-principal-validation-and-claims-renewal.md
S-101,U-101,image-3a94a17441e85fef0c9caaaaf14e5b981474ca1f,21052.68335794105,7497.436598682572,874.0,407.0,acb889801ee8dfc2def68f85e1dbac37f8e72aa6,image-3a94a17441e85fef0c9caaaaf14e5b981474ca1f__acb889801e.png,874,407,R05,source/images/S-101__image-3a94a17441e85fef0c9caaaaf14e5b981474ca1f__acb889801e.png,closed,visual and semantic review completed from extracted screenshot,regions/R05-ticket-store-principal-validation-and-claims-renewal.md
S-102,U-102,image-2861b57bd2dc9baa091d12385f3ec0567aead997,18181.62713036766,7595.279019534748,835.0,302.0,1a5936c056a22396e56cee73de104b02415424c5,image-2861b57bd2dc9baa091d12385f3ec0567aead997__1a5936c056.png,835,302,R05,source/images/S-102__image-2861b57bd2dc9baa091d12385f3ec0567aead997__1a5936c056.png,closed,visual and semantic review completed from extracted screenshot,regions/R05-ticket-store-principal-validation-and-claims-renewal.md
S-103,U-103,image-de720d05046003c51bde910f0894fd07ca89dfa6,19399.127304753816,7598.77910672783,800.0,455.0,094b2e7b8f5643f7f58b5cb976d6e961a364c2da,image-de720d05046003c51bde910f0894fd07ca89dfa6__094b2e7b8f.png,800,455,R05,source/images/S-103__image-de720d05046003c51bde910f0894fd07ca89dfa6__094b2e7b8f.png,closed,visual and semantic review completed from extracted screenshot,regions/R05-ticket-store-principal-validation-and-claims-renewal.md
S-104,U-104,image-f96b47969a3a69b24562bbf15b4343186a2f44ed,16787.962825840805,7811.043714299056,742.0,341.0,bd7d52eab3bb52da9433edcfd43788a5ea7d36dd,image-f96b47969a3a69b24562bbf15b4343186a2f44ed__bd7d52eab3.png,742,341,R05,source/images/S-104__image-f96b47969a3a69b24562bbf15b4343186a2f44ed__bd7d52eab3.png,closed,visual and semantic review completed from extracted screenshot,regions/R05-ticket-store-principal-validation-and-claims-renewal.md
S-105,U-105,image-6644b09cd4e997fca59c7ebe68a6b5cc0f767524,18182.389093258284,7912.517231030288,803.0,418.0,e56494bd3da5551591e4f02a2d6bcc7f1c29eb08,image-6644b09cd4e997fca59c7ebe68a6b5cc0f767524__e56494bd3d.png,803,418,R05,source/images/S-105__image-6644b09cd4e997fca59c7ebe68a6b5cc0f767524__e56494bd3d.png,closed,visual and semantic review completed from extracted screenshot,regions/R05-ticket-store-principal-validation-and-claims-renewal.md
S-106,U-106,image-ed9377c046212a4fb56aaa5755c796b3132d2f10,21046.397695971184,7917.174766581564,826.0,358.0,4a9ca4e4397a3c10967f417068d57affe6c96870,image-ed9377c046212a4fb56aaa5755c796b3132d2f10__4a9ca4e439.png,826,358,R05,source/images/S-106__image-ed9377c046212a4fb56aaa5755c796b3132d2f10__4a9ca4e439.png,closed,visual and semantic review completed from extracted screenshot,regions/R05-ticket-store-principal-validation-and-claims-renewal.md
S-107,U-107,image-3a57f82d7cd3e7367d7249d60f6391924656134c,19504.53195040114,8062.279106727845,753.0,248.0,63d7b54dca4438b4bc281fb5d4d705c74c8b0b27,image-3a57f82d7cd3e7367d7249d60f6391924656134c__63d7b54dca.png,753,248,R05,source/images/S-107__image-3a57f82d7cd3e7367d7249d60f6391924656134c__63d7b54dca.png,closed,visual and semantic review completed from extracted screenshot,regions/R05-ticket-store-principal-validation-and-claims-renewal.md
S-108,U-108,image-4949a3e6665b4b567c26866542491795ff73f64b,21041.897695971184,8284.174766581564,843.0,456.0,43cb5c5e7ca4a17784b53125e919b1e68bf2f0bb,image-4949a3e6665b4b567c26866542491795ff73f64b__43cb5c5e7c.png,843,456,R05,source/images/S-108__image-4949a3e6665b4b567c26866542491795ff73f64b__43cb5c5e7c.png,closed,visual and semantic review completed from extracted screenshot,regions/R05-ticket-store-principal-validation-and-claims-renewal.md
S-109,U-109,image-b70d8487d86fa0354155a869040c0413f5abb2e6,19432.698558939086,8317.850535299265,710.0,434.0,361e6c724c50f2061ddf5aad644b3166b45599f3,image-b70d8487d86fa0354155a869040c0413f5abb2e6__361e6c724c.png,710,434,R05,source/images/S-109__image-b70d8487d86fa0354155a869040c0413f5abb2e6__361e6c724c.png,closed,visual and semantic review completed from extracted screenshot,regions/R05-ticket-store-principal-validation-and-claims-renewal.md
S-110,U-110,image-cbd1835217b555e9fa2a9c82e2781fcb4415a959,16769.46266308039,8320.98814178929,807.0,434.0,53b624fd3c835ac171f6f373c4f9c11865482dbc,image-cbd1835217b555e9fa2a9c82e2781fcb4415a959__53b624fd3c.png,807,434,R05,source/images/S-110__image-cbd1835217b555e9fa2a9c82e2781fcb4415a959__53b624fd3c.png,closed,visual and semantic review completed from extracted screenshot,regions/R05-ticket-store-principal-validation-and-claims-renewal.md
S-111,U-111,image-058eac95e90127f4e525d7454a91fbe896c84399,18180.913019039534,8368.136249584975,665.0,402.0,537fb29ce16bc298db27e9a7fd9d803e9b828bcc,image-058eac95e90127f4e525d7454a91fbe896c84399__537fb29ce1.png,665,402,R05,source/images/S-111__image-058eac95e90127f4e525d7454a91fbe896c84399__537fb29ce1.png,closed,visual and semantic review completed from extracted screenshot,regions/R05-ticket-store-principal-validation-and-claims-renewal.md
S-112,U-112,image-e4c098c22f310ec774257f2bc0358cde4545c3be,19361.38909325828,8785.56482101354,845.0,310.0,19f06dee8049741b3b24feaa734018354cfa6ede,image-e4c098c22f310ec774257f2bc0358cde4545c3be__19f06dee80.png,845,310,R05,source/images/S-112__image-e4c098c22f310ec774257f2bc0358cde4545c3be__19f06dee80.png,closed,visual and semantic review completed from extracted screenshot,regions/R05-ticket-store-principal-validation-and-claims-renewal.md
S-113,U-113,image-cdc9ff08fad682ee3952e80b528a96b31936324e,18155.50819900605,8788.374373887418,792.0,472.0,a797fddcda939e16720c74e328d1756e0b49b4e5,image-cdc9ff08fad682ee3952e80b528a96b31936324e__a797fddcda.png,792,472,R05,source/images/S-113__image-cdc9ff08fad682ee3952e80b528a96b31936324e__a797fddcda.png,closed,visual and semantic review completed from extracted screenshot,regions/R05-ticket-store-principal-validation-and-claims-renewal.md
S-114,U-114,image-c5ff271be11afe4302eb70b03762e063524beb1b,16712.9930474909,8803.124474908065,914.0,477.0,b340fa85a4e1560e0452c8062266b9cf18d906d0,image-c5ff271be11afe4302eb70b03762e063524beb1b__b340fa85a4.png,914,477,R05,source/images/S-114__image-c5ff271be11afe4302eb70b03762e063524beb1b__b340fa85a4.png,closed,visual and semantic review completed from extracted screenshot,regions/R05-ticket-store-principal-validation-and-claims-renewal.md
S-115,U-115,image-bb49216a32d7efbe4c342a462639ecdab980bf1d,19351.901285940854,9118.456248189876,818.0,482.0,0b05c6bb689bb9c01e6b5c2395d59ef21772b9aa,image-bb49216a32d7efbe4c342a462639ecdab980bf1d__0b05c6bb68.png,833,491,R05,source/images/S-115__image-bb49216a32d7efbe4c342a462639ecdab980bf1d__0b05c6bb68.png,closed,visual and semantic review completed from extracted screenshot,regions/R05-ticket-store-principal-validation-and-claims-renewal.md
S-116,U-116,image-863110fa8838e3ee15433327e76e80db22f74492,18154.729549716416,9282.26571387067,782.0,482.0,aaf3b9b9ede7628bc3e33f203dc49e1ec5b53463,image-863110fa8838e3ee15433327e76e80db22f74492__aaf3b9b9ed.png,840,518,R05,source/images/S-116__image-863110fa8838e3ee15433327e76e80db22f74492__aaf3b9b9ed.png,closed,visual and semantic review completed from extracted screenshot,regions/R05-ticket-store-principal-validation-and-claims-renewal.md
S-117,U-117,image-ad0f04d48ce888c9d319fdf7753286f7bce7adb4,20820.671257146445,9317.550408957395,980.0,237.0,94b2fb3d70d4da2d25a438742ef250eb907e182b,image-ad0f04d48ce888c9d319fdf7753286f7bce7adb4__94b2fb3d70.png,980,237,R05,source/images/S-117__image-ad0f04d48ce888c9d319fdf7753286f7bce7adb4__94b2fb3d70.png,closed,visual and semantic review completed from extracted screenshot,regions/R05-ticket-store-principal-validation-and-claims-renewal.md
S-118,U-118,image-e7248cc5a99b6ec21e7e62134e2049fe04f01628,20801.408190725124,9582.857144525973,774.0,482.0,c5ab94b28ecd32d53a6209c8246ff4205fe4d742,image-e7248cc5a99b6ec21e7e62134e2049fe04f01628__c5ab94b28e.png,1040,648,R05,source/images/S-118__image-e7248cc5a99b6ec21e7e62134e2049fe04f01628__c5ab94b28e.png,closed,visual and semantic review completed from extracted screenshot,regions/R05-ticket-store-principal-validation-and-claims-renewal.md
S-119,U-119,image-c0125113ad42149985200c30b89e16ee7eb51cae,19348.77142685879,9583.218036694336,863.0,482.0,e986e41047a43c15dc66a0ebf8def0b9b85fc415,image-c0125113ad42149985200c30b89e16ee7eb51cae__e986e41047.png,871,487,R05,source/images/S-119__image-c0125113ad42149985200c30b89e16ee7eb51cae__e986e41047.png,closed,visual and semantic review completed from extracted screenshot,regions/R05-ticket-store-principal-validation-and-claims-renewal.md
S-120,U-120,image-14faf60e9b54f387c6819d890db88670c613d388,20791.408190786853,9991.18005078478,963.0,458.0,fa543483905b964b9c55243acbf17ec1a1bdd8ff,image-14faf60e9b54f387c6819d890db88670c613d388__fa54348390.png,963,458,R05,source/images/S-120__image-14faf60e9b54f387c6819d890db88670c613d388__fa54348390.png,closed,visual and semantic review completed from extracted screenshot,regions/R05-ticket-store-principal-validation-and-claims-renewal.md
