image_use_id,region,semantic_section,topic,source_status,semantic_review_status,sha256_12,asset_path,x,y
S-157,R03,R03-A,"serialized send queues, browser buffers, acknowledgements and multiple subprotocols",already_present,processed,88297a627567,source/images/88297a627567.png,6803.089903831671,12013.066633760991
S-158,R03,R03-A,"serialized send queues, browser buffers, acknowledgements and multiple subprotocols",recovered_new,processed,10ea5250f320,source/images/10ea5250f320.png,9415.08366946518,12161.048970149976
S-159,R03,R03-A,"serialized send queues, browser buffers, acknowledgements and multiple subprotocols",recovered_new,processed,790e7deed25d,source/images/790e7deed25d.png,12652.780466754917,12182.397792459233
S-160,R03,R03-A,"serialized send queues, browser buffers, acknowledgements and multiple subprotocols",recovered_new,processed,aced916bfe1f,source/images/aced916bfe1f.png,19364.881049197218,12301.625429783564
S-161,R03,R03-A,"serialized send queues, browser buffers, acknowledgements and multiple subprotocols",recovered_new,processed,e8f4f6df1379,source/images/e8f4f6df1379.png,17716.496504169736,12312.597685250263
S-162,R03,R03-A,"serialized send queues, browser buffers, acknowledgements and multiple subprotocols",already_present,processed,028553302476,source/images/028553302476.png,6772.160477370919,12518.31806372751
S-163,R03,R03-A,"serialized send queues, browser buffers, acknowledgements and multiple subprotocols",recovered_new,processed,4e0d935739bc,source/images/4e0d935739bc.png,19360.825629275343,12614.958864842158
S-164,R03,R03-A,"serialized send queues, browser buffers, acknowledgements and multiple subprotocols",recovered_new,processed,a23976eb3b63,source/images/a23976eb3b63.png,12651.88248335648,12673.146612446202
S-165,R03,R03-A,"serialized send queues, browser buffers, acknowledgements and multiple subprotocols",recovered_new,processed,f51109cfca0a,source/images/f51109cfca0a.png,9422.92155674273,12674.538533138257
S-166,R03,R03-A,"serialized send queues, browser buffers, acknowledgements and multiple subprotocols",already_present,processed,f7a59e19158d,source/images/f7a59e19158d.png,6761.041371623152,12826.056100836886
S-167,R03,R03-A,"serialized send queues, browser buffers, acknowledgements and multiple subprotocols",recovered_new,processed,e2aec9c57c63,source/images/e2aec9c57c63.png,12659.798127528262,12983.879251335093
S-168,R03,R03-A,"serialized send queues, browser buffers, acknowledgements and multiple subprotocols",recovered_new,processed,f71a4721427c,source/images/f71a4721427c.png,9424.588304789606,12984.371846126538
S-169,R03,R03-A,"serialized send queues, browser buffers, acknowledgements and multiple subprotocols",already_present,processed,4d96524a3761,source/images/4d96524a3761.png,6751.398688866455,13131.818063727513
S-170,R03,R03-A,"serialized send queues, browser buffers, acknowledgements and multiple subprotocols",recovered_new,processed,f1f51fe6e46f,source/images/f1f51fe6e46f.png,12658.623314519677,13507.294839714014
S-171,R03,R03-A,"serialized send queues, browser buffers, acknowledgements and multiple subprotocols",already_present,processed,e06e336b60ea,source/images/e06e336b60ea.png,6742.963389852317,13559.73324229894
S-172,R03,R03-A,"serialized send queues, browser buffers, acknowledgements and multiple subprotocols",recovered_new,processed,0538d38a8d12,source/images/0538d38a8d12.png,18265.365888220906,13785.217672222316
S-173,R03,R03-B,"close/receive coordination, authentication metadata, credentials and Origin",recovered_new,processed,2b17eb096309,source/images/2b17eb096309.png,18273.1993232795,14003.384237163722
S-174,R03,R03-B,"close/receive coordination, authentication metadata, credentials and Origin",already_present,processed,7490d60891cc,source/images/7490d60891cc.png,6726.422440261544,14064.151367996486
S-175,R03,R03-B,"close/receive coordination, authentication metadata, credentials and Origin",recovered_new,processed,5b4248193cba,source/images/5b4248193cba.png,18273.78788128891,14314.06134592837
S-176,R03,R03-B,"close/receive coordination, authentication metadata, credentials and Origin",already_present,processed,6a291c130cad,source/images/6a291c130cad.png,6726.16065175708,14508.651367996486
S-177,R03,R03-B,"close/receive coordination, authentication metadata, credentials and Origin",recovered_new,processed,b30f6438c8f1,source/images/b30f6438c8f1.png,18264.865888220906,14801.884160869777
S-178,R03,R03-B,"close/receive coordination, authentication metadata, credentials and Origin",recovered_new,processed,88bd90857c0d,source/images/88bd90857c0d.png,12147.846284837367,14996.216207301528
S-179,R03,R03-B,"close/receive coordination, authentication metadata, credentials and Origin",recovered_new,processed,f5508ac7d34b,source/images/f5508ac7d34b.png,18296.032758338093,15029.384237163722
S-180,R03,R03-B,"close/receive coordination, authentication metadata, credentials and Origin",already_present,processed,20ca4c654d04,source/images/20ca4c654d04.png,9067.39160415719,15556.751590676933
S-181,R03,R03-B,"close/receive coordination, authentication metadata, credentials and Origin",recovered_new,processed,78a0d5c1e358,source/images/78a0d5c1e358.png,12131.898968612328,15676.285270176893
S-182,R03,R03-B,"close/receive coordination, authentication metadata, credentials and Origin",already_present,processed,3c1b20e7018c,source/images/3c1b20e7018c.png,9065.363041045497,15842.291809938462
S-183,R03,R03-B,"close/receive coordination, authentication metadata, credentials and Origin",recovered_new,processed,a0a55dca833b,source/images/a0a55dca833b.png,12119.311409723936,15975.16602477734
S-184,R03,R03-B,"close/receive coordination, authentication metadata, credentials and Origin",already_present,processed,d20621f89503,source/images/d20621f89503.png,9072.813624942806,16213.083277532896
S-185,R03,R03-C,"cookie/JWT authentication, Identity integration, endpoint wiring and origin validation",recovered_new,processed,a5d1a0fda910,source/images/a5d1a0fda910.png,12191.311409723936,16382.332955929684
S-186,R03,R03-C,"cookie/JWT authentication, Identity integration, endpoint wiring and origin validation",recovered_new,processed,f829ca74159e,source/images/f829ca74159e.png,11047.330005218728,16825.40419155208
S-187,R03,R03-C,"cookie/JWT authentication, Identity integration, endpoint wiring and origin validation",recovered_new,processed,4c113352d988,source/images/4c113352d988.png,13180.91550187402,16825.404191741392
S-188,R03,R03-C,"cookie/JWT authentication, Identity integration, endpoint wiring and origin validation",recovered_new,processed,04fec9f9f10f,source/images/04fec9f9f10f.png,13185.613238040496,17064.141940320937
S-189,R03,R03-C,"cookie/JWT authentication, Identity integration, endpoint wiring and origin validation",recovered_new,processed,e9f71841e979,source/images/e9f71841e979.png,11050.230402250203,17123.981058288853
S-190,R03,R03-C,"cookie/JWT authentication, Identity integration, endpoint wiring and origin validation",recovered_new,processed,0638d16ca6a6,source/images/0638d16ca6a6.png,13183.309389480553,17531.889077217238
S-191,R03,R03-C,"cookie/JWT authentication, Identity integration, endpoint wiring and origin validation",recovered_new,processed,fc76f25b5688,source/images/fc76f25b5688.png,11024.210283194741,17587.96826907612
S-192,R03,R03-C,"cookie/JWT authentication, Identity integration, endpoint wiring and origin validation",recovered_new,processed,6fe1c4a04876,source/images/6fe1c4a04876.png,13246.900298571461,17982.601179933852
S-193,R03,R03-C,"cookie/JWT authentication, Identity integration, endpoint wiring and origin validation",recovered_new,processed,20e1cc2e2575,source/images/20e1cc2e2575.png,11043.095526667628,18021.41697137479
S-194,R03,R03-C,"cookie/JWT authentication, Identity integration, endpoint wiring and origin validation",recovered_new,processed,72d76f63fa9f,source/images/72d76f63fa9f.png,13242.975974238569,18192.075158348012
S-195,R03,R03-C,"cookie/JWT authentication, Identity integration, endpoint wiring and origin validation",recovered_new,processed,452713b2ede7,source/images/452713b2ede7.png,12143.029964535419,18381.57657475117
S-196,R03,R03-C,"cookie/JWT authentication, Identity integration, endpoint wiring and origin validation",recovered_new,processed,f5728ea248ff,source/images/f5728ea248ff.png,11018.915474000027,18485.006683664447
S-197,R03,R03-C,"cookie/JWT authentication, Identity integration, endpoint wiring and origin validation",recovered_new,processed,eec40ddad650,source/images/eec40ddad650.png,13250.057009820825,18624.000502443618
S-198,R03,R03-C,"cookie/JWT authentication, Identity integration, endpoint wiring and origin validation",recovered_new,processed,38f032af595f,source/images/38f032af595f.png,12119.33889437511,18927.439127938946
S-199,R03,R03-C,"cookie/JWT authentication, Identity integration, endpoint wiring and origin validation",recovered_new,processed,9e8f4c2fc512,source/images/9e8f4c2fc512.png,11048.825761710366,18958.3015867594
S-200,R03,R03-C,"cookie/JWT authentication, Identity integration, endpoint wiring and origin validation",recovered_new,processed,19dde0eacee4,source/images/19dde0eacee4.png,13255.577060083062,19120.656752443618
S-201,R03,R03-C,"cookie/JWT authentication, Identity integration, endpoint wiring and origin validation",recovered_new,processed,29e19ea9fa2a,source/images/29e19ea9fa2a.png,11031.518069402671,19391.583653691494
S-202,R03,R03-C,"cookie/JWT authentication, Identity integration, endpoint wiring and origin validation",recovered_new,processed,b0f9633e5177,source/images/b0f9633e5177.png,13333.804269620756,19623.019234379673
S-203,R03,R03-C,"cookie/JWT authentication, Identity integration, endpoint wiring and origin validation",recovered_new,processed,80da890cd5df,source/images/80da890cd5df.png,11057.648631905795,19915.51350101499
S-204,R03,R03-C,"cookie/JWT authentication, Identity integration, endpoint wiring and origin validation",recovered_new,processed,6fdaf7bd459a,source/images/6fdaf7bd459a.png,13233.928517822642,20039.407542509805
S-205,R03,R03-C,"cookie/JWT authentication, Identity integration, endpoint wiring and origin validation",recovered_new,processed,77a7d9992ee3,source/images/77a7d9992ee3.png,13326.1884692834,20418.788435793227
S-206,R03,R03-C,"cookie/JWT authentication, Identity integration, endpoint wiring and origin validation",recovered_new,processed,6004cd6c75ef,source/images/6004cd6c75ef.png,10988.088094822673,20426.051029709444
S-207,R03,R03-C,"cookie/JWT authentication, Identity integration, endpoint wiring and origin validation",recovered_new,processed,7ff3efeb2ed4,source/images/7ff3efeb2ed4.png,13329.92022320656,20907.68722840686
