image_use_id,region_candidate,recovery_status,sha256_12,symbol_id,x,y,display_width,display_height,source_width,source_height,asset_path
S-148,R02,recovered_new,a4125b054399,image-5f1b277b8a9942814867a8cd50bbab0073d1d043,12661.24886342695,11222.397792459247,707.0,482.0,802,547,source/images/a4125b054399.png
S-149,R02,already_present,f433fa2d48d6,image-0825c5df59f55b6b0f8dd09ab4d386d330b4351a,6755.49369444681,11353.436995089116,878.0,133.0,878,133,source/images/f433fa2d48d6.png
S-150,R02,recovered_new,6180b72f761d,image-2a1a2b734b697ddaa3415036229a2796bae25e5e,17750.568018413753,11472.59768525026,976.0,482.0,1000,494,source/images/6180b72f761d.png
S-151,R02,already_present,2b37b94cf460,image-0a7d6111dd0d1681e8f5c1833dfd029c89191e2d,6800.876375909014,11525.447440820142,642.0,482.0,702,527,source/images/2b37b94cf460.png
S-152,R02,recovered_new,ca376038f991,image-8ad682a2883b2b48f31b7aaf29ba804c27c00481,9401.183583448332,11646.382344173413,996.0,482.0,1043,505,source/images/ca376038f991.png
S-153,R02,recovered_new,93cd567e7fa1,image-4fb44bd8e3cf2551db152ac7f0ae4acee5ed98df,19367.047715863882,11652.903241469761,684.0,322.0,684,322,source/images/93cd567e7fa1.png
S-154,R02,recovered_new,8fc4e8968898,image-0211cd2c5126bc25fdc10fc7e7d2a3858ab3059d,12655.38255117332,11712.035501335107,870.0,466.0,870,466,source/images/8fc4e8968898.png
S-155,R02,recovered_new,eccf5a2d30f6,image-be87298a8b2fc03fc4e4f791ae707b81dfab259b,19337.381252647738,11999.292096450228,810.0,287.0,810,287,source/images/eccf5a2d30f6.png
S-156,R02,recovered_new,5556deed44ce,image-2760497d664efb28a30283ff4f7407181afe2fea,17689.182941600062,12004.087472034118,908.0,286.0,908,286,source/images/5556deed44ce.png
S-157,R03,already_present,88297a627567,image-60a13b4dc224f0b37250231b9925113bb5b4d976,6803.089903831671,12013.066633760991,726.0,482.0,826,549,source/images/88297a627567.png
S-158,R03,recovered_new,10ea5250f320,image-2ce034a25662ed98a06cc9e669374b3091ff40ea,9415.08366946518,12161.048970149976,835.0,482.0,947,547,source/images/10ea5250f320.png
S-159,R03,recovered_new,790e7deed25d,image-c3a5fd98f8e6ddfeaaea3d06ef7dbc55610737bc,12652.780466754917,12182.397792459233,656.0,482.0,816,600,source/images/790e7deed25d.png
S-160,R03,recovered_new,aced916bfe1f,image-22c5cffceac47ebd01fcf30dab5f018f6e313a4d,19364.881049197218,12301.625429783564,995.0,309.0,995,309,source/images/aced916bfe1f.png
S-161,R03,recovered_new,e8f4f6df1379,image-99dab5a053e01c7463adeb775e879435e3c7156f,17716.496504169736,12312.597685250263,827.0,482.0,1025,598,source/images/e8f4f6df1379.png
S-162,R03,already_present,028553302476,image-dc939f42cac724ce45e4be127fb9ef4bf0922252,6772.160477370919,12518.31806372751,818.0,268.0,818,268,source/images/028553302476.png
S-163,R03,recovered_new,4e0d935739bc,image-fd87f6356b412c90df066ff8217c4968dd0bbea3,19360.825629275343,12614.958864842158,772.0,389.0,772,389,source/images/4e0d935739bc.png
S-164,R03,recovered_new,a23976eb3b63,image-b94fe699292a922d2078e7659887492ee3ec6b7e,12651.88248335648,12673.146612446202,877.0,286.0,877,286,source/images/a23976eb3b63.png
S-165,R03,recovered_new,f51109cfca0a,image-bf33457e628839ffe2c615dcf1d7bc7a776637c3,9422.92155674273,12674.538533138257,966.0,274.0,966,274,source/images/f51109cfca0a.png
S-166,R03,already_present,f7a59e19158d,image-5ad6ff4b1951a465ee9241b8c6e1df0b3f7cfee1,6761.041371623152,12826.056100836886,825.0,323.0,825,323,source/images/f7a59e19158d.png
S-167,R03,recovered_new,e2aec9c57c63,image-d8261d8fc888ab0f16734320ba0dcbccf06a8943,12659.798127528262,12983.879251335093,781.0,482.0,792,489,source/images/e2aec9c57c63.png
S-168,R03,recovered_new,f71a4721427c,image-44f1c95a6ccbbc8f0a6bcbc1ec2c59a299546bf4,9424.588304789606,12984.371846126538,968.0,273.0,968,273,source/images/f71a4721427c.png
S-169,R03,already_present,4d96524a3761,image-f3833152997dcd90ca787aa8314793d661cfde11,6751.398688866455,13131.818063727513,810.0,401.0,810,401,source/images/4d96524a3761.png
S-170,R03,recovered_new,f1f51fe6e46f,image-d005665a8e6e33477168524467bdd910a38936fc,12658.623314519677,13507.294839714014,825.0,354.0,825,354,source/images/f1f51fe6e46f.png
S-171,R03,already_present,e06e336b60ea,image-20194dc00c9eaa6635c5134a443e036f295410b9,6742.963389852317,13559.73324229894,774.0,482.0,842,525,source/images/e06e336b60ea.png
S-172,R03,recovered_new,0538d38a8d12,image-abb024235e60e99b090ccb1021e0f8615ce188d0,18265.365888220906,13785.217672222316,960.0,200.0,960,200,source/images/0538d38a8d12.png
S-173,R03,recovered_new,2b17eb096309,image-3403475162c38b0c4c9180a20258296fc82084b2,18273.1993232795,14003.384237163722,991.0,297.0,991,297,source/images/2b17eb096309.png
S-174,R03,already_present,7490d60891cc,image-bb0b055743e2c17ad6f91198752ad9edbe9b4f68,6726.422440261544,14064.151367996486,799.0,403.0,799,403,source/images/7490d60891cc.png
S-175,R03,recovered_new,5b4248193cba,image-abad3cb89ae687dc983692eea6ee97eb7e08d70d,18273.78788128891,14314.06134592837,806.0,482.0,816,488,source/images/5b4248193cba.png
S-176,R03,already_present,6a291c130cad,image-91d9e4a9364c4a214c5553f76b5cd9023d5d9530,6726.16065175708,14508.651367996486,750.0,394.0,750,394,source/images/6a291c130cad.png
S-177,R03,recovered_new,b30f6438c8f1,image-1248d3d25bf151eedd7249c34692c99cd4ed454a,18264.865888220906,14801.884160869777,821.0,190.0,821,190,source/images/b30f6438c8f1.png
S-178,R03,recovered_new,88bd90857c0d,image-cb0cbe1d643c722dd3be57363d50667caae8736e,12147.846284837367,14996.216207301528,705.0,482.0,939,642,source/images/88bd90857c0d.png
S-179,R03,recovered_new,f5508ac7d34b,image-74f37b3934100e2cab4e8fd2727c8c5b42e0db67,18296.032758338093,15029.384237163722,812.0,185.0,812,185,source/images/f5508ac7d34b.png
S-180,R03,already_present,20ca4c654d04,image-65db871d0c57cf7b76d2a2c13998121e513a15a5,9067.39160415719,15556.751590676933,916.0,282.0,916,282,source/images/20ca4c654d04.png
S-181,R03,recovered_new,78a0d5c1e358,image-6824c4fa3aebeacd6402ebf247cf02e4d35ba355,12131.898968612328,15676.285270176893,852.0,279.0,852,279,source/images/78a0d5c1e358.png
S-182,R03,already_present,3c1b20e7018c,image-1910d2d388d0fb896db2ea135cdaa87ff6dbed86,9065.363041045497,15842.291809938462,973.0,337.0,973,337,source/images/3c1b20e7018c.png
S-183,R03,recovered_new,a0a55dca833b,image-10ee17a4f447e3c74c5aa2e5b13dd31cb50ce287,12119.311409723936,15975.16602477734,922.0,378.0,922,378,source/images/a0a55dca833b.png
S-184,R03,already_present,d20621f89503,image-885a2b4bc703caeb01b8bcee9d634b8061be8d57,9072.813624942806,16213.083277532896,805.0,463.0,909,523,source/images/d20621f89503.png
S-185,R03,recovered_new,a5d1a0fda910,image-281fe1cfd0cfc9fbc37942a5de0e3476f32bef28,12191.311409723936,16382.332955929684,882.0,129.0,882,129,source/images/a5d1a0fda910.png
S-186,R03,recovered_new,f829ca74159e,image-56b0863689171a7343997554708ba5c9d716b137,11047.330005218728,16825.40419155208,767.0,275.0,767,275,source/images/f829ca74159e.png
S-187,R03,recovered_new,4c113352d988,image-c09d2dbd30cd3059635a25707ad930b6374158e8,13180.91550187402,16825.404191741392,920.0,233.0,920,233,source/images/4c113352d988.png
S-188,R03,recovered_new,04fec9f9f10f,image-6eae70de7850b0f0b2ef202747a73a32849dc333,13185.613238040496,17064.141940320937,795.0,482.0,920,558,source/images/04fec9f9f10f.png
S-189,R03,recovered_new,e9f71841e979,image-e43edcd52c61802e085b7d3cb90ee20a47edcd32,11050.230402250203,17123.981058288853,812.0,463.0,984,561,source/images/e9f71841e979.png
S-190,R03,recovered_new,0638d16ca6a6,image-0371eb05b4856b197ee8730d57cae98b775aad83,13183.309389480553,17531.889077217238,858.0,453.0,858,453,source/images/0638d16ca6a6.png
S-191,R03,recovered_new,fc76f25b5688,image-b48fdce4df29108c931d7570de7a0a6b720a2350,11024.210283194741,17587.96826907612,973.0,411.0,973,411,source/images/fc76f25b5688.png
S-192,R03,recovered_new,6fe1c4a04876,image-b0a91c45262f1aeac6055522762d66347b6952fd,13246.900298571461,17982.601179933852,949.0,194.0,949,194,source/images/6fe1c4a04876.png
S-193,R03,recovered_new,20e1cc2e2575,image-5ab6b183d56344b393a9e77e29f9aab1d29e11d0,11043.095526667628,18021.41697137479,744.0,463.0,926,576,source/images/20e1cc2e2575.png
S-194,R03,recovered_new,72d76f63fa9f,image-c8ee659398a2104dd61e1620afa7e52839d8ac5b,13242.975974238569,18192.075158348012,912.0,347.0,912,347,source/images/72d76f63fa9f.png
S-195,R03,recovered_new,452713b2ede7,image-69d36c0c2049fe7f1ac107d46baeef3bce900db8,12143.029964535419,18381.57657475117,852.0,482.0,933,528,source/images/452713b2ede7.png
S-196,R03,recovered_new,f5728ea248ff,image-88fe6dd4e6fb30cea6886268438f0faf69c46f15,11018.915474000027,18485.006683664447,926.0,463.0,980,490,source/images/f5728ea248ff.png
S-197,R03,recovered_new,eec40ddad650,image-61ce96cb8e35a78af4f0334b399ddafa2d4b6317,13250.057009820825,18624.000502443618,758.0,482.0,899,572,source/images/eec40ddad650.png
S-198,R03,recovered_new,38f032af595f,image-e9ec4e7f9a2b45ab63bce401eb7cc5186e7c2867,12119.33889437511,18927.439127938946,900.0,279.0,900,279,source/images/38f032af595f.png
S-199,R03,recovered_new,9e8f4c2fc512,image-2b175e37e5d0eee24ab099fb782c66c69a5884bb,11048.825761710366,18958.3015867594,893.0,417.0,893,417,source/images/9e8f4c2fc512.png
S-200,R03,recovered_new,19dde0eacee4,image-9633b3f1401ad7c5136439718873b6dcb47af097,13255.577060083062,19120.656752443618,1087.0,469.0,1087,469,source/images/19dde0eacee4.png
S-201,R03,recovered_new,29e19ea9fa2a,image-8ea7c7f034a9957e4f5e0bb9cd93456bb6c66561,11031.518069402671,19391.583653691494,983.0,373.0,983,373,source/images/29e19ea9fa2a.png
S-202,R03,recovered_new,b0f9633e5177,image-3a6d5f7b4b5d5b2832b2eb1b2f6d881c4317bc30,13333.804269620756,19623.019234379673,796.0,408.0,796,408,source/images/b0f9633e5177.png
S-203,R03,recovered_new,80da890cd5df,image-434c29acbd23478b834440f6a396d18011d71f8f,11057.648631905795,19915.51350101499,780.0,482.0,945,584,source/images/80da890cd5df.png
S-204,R03,recovered_new,6fdaf7bd459a,image-6dc1ddace73d13a3b8e7ac50e09004e3c50304ed,13233.928517822642,20039.407542509805,961.0,271.0,961,271,source/images/6fdaf7bd459a.png
S-205,R03,recovered_new,77a7d9992ee3,image-2c00f368abc971a16313c32ae49abd96f340f1df,13326.1884692834,20418.788435793227,759.0,482.0,969,616,source/images/77a7d9992ee3.png
S-206,R03,recovered_new,6004cd6c75ef,image-da90b5af0154e5b117b0425a4eb01b015794169b,10988.088094822673,20426.051029709444,963.0,286.0,963,286,source/images/6004cd6c75ef.png
S-207,R03,recovered_new,7ff3efeb2ed4,image-9666fb28b11838f4c21881e832eaba8147fd9bc3,13329.92022320656,20907.68722840686,926.0,321.0,926,321,source/images/7ff3efeb2ed4.png
