use_id,generation,image_id,fileId,x,y,width,height,asset_path,final_region,transcript_file,coverage_status,duplicate_of_use_id,semantic_role
NU-013,recovered-complete-svg-set,NIMG-008,0fb94e67d26d805b17cb414b783b58a021cdc8ed,22134.68769301875,8486.553723842964,964.0,425.0,assets/source-images-added-v002/NIMG-008__0fb94e67d2.png,FR04,transcripts/fr04-transactions-retries-rawsql-v002.md,verified-semantic-transcript-final-v002,,Shows how mutating an already-tracked entity can apply the same increment on every retry.
NU-014,recovered-complete-svg-set,NIMG-109,931e9dbc593f52b100ed575a4ca580761dca02e4,20840.227141631978,6729.280022900314,853.0,202.0,assets/source-images-added-v002/NIMG-109__931e9dbc59.png,FR04,transcripts/fr04-transactions-retries-rawsql-v002.md,verified-semantic-transcript-final-v002,,When a plain explicit BeginTransaction pattern is appropriate and what lifecycle the application owns.
NU-015,recovered-complete-svg-set,NIMG-034,348a9ce611afb7ef5891271295ef2db92af3507f,20846.004800730283,6952.446638704353,887.0,459.0,assets/source-images-added-v002/NIMG-034__348a9ce611.png,FR04,transcripts/fr04-transactions-retries-rawsql-v002.md,verified-semantic-transcript-final-v002,,Repository/service transaction example: begin transaction and perform the first write.
NU-016,recovered-complete-svg-set,NIMG-090,7eb8d340a090b9af9f503af2e1be6e230aedc12f,20867.338235788877,7415.7799974690015,751.0,289.0,assets/source-images-added-v002/NIMG-090__7eb8d340a0.png,FR04,transcripts/fr04-transactions-retries-rawsql-v002.md,verified-semantic-transcript-final-v002,,Continuation of the explicit transaction example with SaveChanges and domain work.
NU-017,recovered-complete-svg-set,NIMG-192,ff7e8e9193daf574380ea265ef9628049f83c9ec,20817.504800730283,7713.279921175056,904.0,464.0,assets/source-images-added-v002/NIMG-192__ff7e8e9193.png,FR04,transcripts/fr04-transactions-retries-rawsql-v002.md,verified-semantic-transcript-final-v002,,"Completes the explicit transaction pattern with audit write, commit and catch/rollback."
NU-018,recovered-complete-svg-set,NIMG-155,c71d585f1cb0b6a3192e6b0f06d74ab5d2f0ee07,20758.838083200986,8190.11335623365,968.0,197.0,assets/source-images-added-v002/NIMG-155__c71d585f1c.png,FR04,transcripts/fr04-transactions-retries-rawsql-v002.md,verified-semantic-transcript-final-v002,,Notes that SaveChanges sends SQL inside the current transaction; atomicity comes from the surrounding transaction.
NU-019,recovered-complete-svg-set,NIMG-082,6ed006ed5230961f402c030fb2d40379a2ce465a,23683.83346879217,6707.933609664981,979.0,347.0,assets/source-images-added-v002/NIMG-082__6ed006ed52.png,FR04,transcripts/fr04-transactions-retries-rawsql-v002.md,verified-semantic-transcript-final-v002,,Explains why the transaction must be created inside ExecuteAsync when the entire unit must be retried.
NU-020,recovered-complete-svg-set,NIMG-121,a44192fc9c50c9153cd49cf9f56712039bfe0e14,23724.167056438655,7076.100174606388,895.0,454.0,assets/source-images-added-v002/NIMG-121__a44192fc9c.png,FR04,transcripts/fr04-transactions-retries-rawsql-v002.md,verified-semantic-transcript-final-v002,,Factory/new-context-per-attempt setup that avoids stale ChangeTracker state.
NU-021,recovered-complete-svg-set,NIMG-170,d9734d27aa74a06e820c034bf5f22b9aff86375c,23753.667056438655,7542.76696842963,816.0,274.0,assets/source-images-added-v002/NIMG-170__d9734d27aa.png,FR04,transcripts/fr04-transactions-retries-rawsql-v002.md,verified-semantic-transcript-final-v002,,New-context retry code: begin transaction and create the first entity.
NU-022,recovered-complete-svg-set,NIMG-062,537f6d09ce654a79764ee0fc9e0e211a9f0f51c4,23753.33346879217,7816.933685958927,840.0,429.0,assets/source-images-added-v002/NIMG-062__537f6d09ce.png,FR04,transcripts/fr04-transactions-retries-rawsql-v002.md,verified-semantic-transcript-final-v002,,"New-context retry code: save, add audit data, save again, and commit."
NU-023,recovered-complete-svg-set,NIMG-070,61128fcc375b1750a8f5dbe4ebacc1ff40bb9ae5,23757.50049149725,8252.76696842963,955.0,134.0,assets/source-images-added-v002/NIMG-070__61128fcc37.png,FR04,transcripts/fr04-transactions-retries-rawsql-v002.md,verified-semantic-transcript-final-v002,,Explains SaveChanges(false): retain state for commit verification rather than accepting changes too early.
NU-024,recovered-complete-svg-set,NIMG-014,1c28ee08dd405e859b092cfe7b3089274ed7babd,26255.45486051243,6349.087387030503,965.0,245.0,assets/source-images-added-v002/NIMG-014__1c28ee08dd.png,FR04,transcripts/fr04-transactions-retries-rawsql-v002.md,verified-semantic-transcript-final-v002,,ExecuteInTransactionAsync overview: strategy-owned retries plus transaction and commit verification.
NU-025,recovered-complete-svg-set,NIMG-060,52983015a0c68b1f228be0fa43acc6f9e68b1040,26262.62136441868,6614.920638983628,780.0,348.0,assets/source-images-added-v002/NIMG-060__52983015a0.png,FR04,transcripts/fr04-transactions-retries-rawsql-v002.md,verified-semantic-transcript-final-v002,,Setup code for a retriable create operation with an execution strategy.
NU-026,recovered-complete-svg-set,NIMG-154,c615edd7e496b935a5b1764b9ac2e8d7d7d14984,26259.78786832493,6964.494742445,839.0,381.0,assets/source-images-added-v002/NIMG-154__c615edd7e4.png,FR04,transcripts/fr04-transactions-retries-rawsql-v002.md,verified-semantic-transcript-final-v002,,"ExecuteInTransactionAsync operation and verifySucceeded delegates, including SaveChanges(false)."
NU-027,recovered-complete-svg-set,NIMG-080,6d8a2eabcb60d4c24d13d055afd578f8c003fc6f,26259.12136441868,7376.754068955964,947.0,273.0,assets/source-images-added-v002/NIMG-080__6d8a2eabcb.png,FR04,transcripts/fr04-transactions-retries-rawsql-v002.md,verified-semantic-transcript-final-v002,,Explains operation and verifySucceeded roles and why AcceptAllChanges is deferred.
NU-028,recovered-complete-svg-set,NIMG-157,c9a33930dc60eebe73f5e1f75a6bf65a6c5a99c1,19377.653257034217,7434.306828798307,965.0,390.0,assets/source-images-added-v002/NIMG-157__c9a33930dc.png,FR04,transcripts/fr04-transactions-retries-rawsql-v002.md,verified-semantic-transcript-final-v002,,ExecuteAsync without an explicit transaction for one logical retry block whose operation can be safely replayed.
NU-029,recovered-complete-svg-set,NIMG-189,fd3966a0287969575952edde5015848654c78835,19373.254973549767,7899.002238945085,880.0,482.0,assets/source-images-added-v002/NIMG-189__fd3966a028.png,FR04,transcripts/fr04-transactions-retries-rawsql-v002.md,verified-semantic-transcript-final-v002,,Why manual rollback can still be useful: explicitness and immediate cleanup before further catch logic.
NU-030,recovered-complete-svg-set,NIMG-144,bad6c7925d615c11a373c37d523aa6d4fcc06900,19381.420293105424,8367.395437940617,903.0,166.0,assets/source-images-added-v002/NIMG-144__bad6c7925d.png,FR04,transcripts/fr04-transactions-retries-rawsql-v002.md,verified-semantic-transcript-final-v002,,Clarifies commit versus rollback semantics on successful and failed disposal paths.
NU-031,recovered-complete-svg-set,NIMG-004,04a6014d7ef5b407ba1c4182d148514ec315537f,19394.1060004557,8549.546871516384,757.0,482.0,assets/source-images-added-v002/NIMG-004__04a6014d7e.png,FR04,transcripts/fr04-transactions-retries-rawsql-v002.md,verified-semantic-transcript-final-v002,,Explicit rollback example inside try/catch before rethrow.
NU-032,recovered-complete-svg-set,NIMG-130,a986417d9ce80d2710290c2608e97f2b1d5d23ae,19380.381742656205,9037.612101057082,662.0,261.0,assets/source-images-added-v002/NIMG-130__a986417d9c.png,FR04,transcripts/fr04-transactions-retries-rawsql-v002.md,verified-semantic-transcript-final-v002,,"Custom post-rollback behavior: rollback, log, compensate, or return a domain result."
NU-033,recovered-complete-svg-set,NIMG-019,22dbb748f8b8579bf7dea394d8d385440bc9cd45,26259.52219986704,7772.6684048908455,524.0,197.0,assets/source-images-added-v002/NIMG-019__22dbb748f8.png,FR04,transcripts/fr04-transactions-retries-rawsql-v002.md,verified-semantic-transcript-final-v002,,States that the helper owns begin/commit/rollback of the transaction lifecycle.
NU-034,recovered-complete-svg-set,NIMG-092,81e06c3726ff52dca6e8c9957be26b126fd843a4,24788.89519608794,6702.009731238827,957.0,375.0,assets/source-images-added-v002/NIMG-092__81e06c3726.png,FR04,transcripts/fr04-transactions-retries-rawsql-v002.md,verified-semantic-transcript-final-v002,,Retry hazard example: incrementing tracked state twice when the same DbContext is replayed.
NU-035,recovered-complete-svg-set,NIMG-023,2a8eabcdc070e60b22d5b2b0d17ef3e42fdf4560,24817.550074533698,7104.353481238827,878.0,482.0,assets/source-images-added-v002/NIMG-023__2a8eabcdc0.png,FR04,transcripts/fr04-transactions-retries-rawsql-v002.md,verified-semantic-transcript-final-v002,,Retry hazard example: appending the same child twice when a delegate is replayed.
NU-036,recovered-complete-svg-set,NIMG-162,cfc56d6d5fe530c9ffd13f7e3251d9f05b59b58a,24824.395440228564,7615.509731238827,934.0,308.0,assets/source-images-added-v002/NIMG-162__cfc56d6d5f.png,FR04,transcripts/fr04-transactions-retries-rawsql-v002.md,verified-semantic-transcript-final-v002,,Retry hazard example: adding an entity again on the same context after a failed attempt.
NU-037,recovered-complete-svg-set,NIMG-094,8434b9c8e69db98975660828962aaa3776e6c92d,19337.204977666934,9679.400742519963,748.0,482.0,assets/source-images-added-v002/NIMG-094__8434b9c8e6.png,FR04,transcripts/fr04-transactions-retries-rawsql-v002.md,verified-semantic-transcript-final-v002,,"Execution strategy itself is not an IDisposable resource; dispose contexts, connections and transactions instead."
NU-038,recovered-complete-svg-set,NIMG-164,d223cab8c7771558dacd9836231ea17d341cc0e6,19316.77411575814,10177.279180833764,920.0,371.0,assets/source-images-added-v002/NIMG-164__d223cab8c7.png,FR04,transcripts/fr04-transactions-retries-rawsql-v002.md,verified-semantic-transcript-final-v002,,"Resource-ownership mental model: strategy is policy/helper; context, transaction and connection hold resources."
NU-039,recovered-complete-svg-set,NIMG-181,f2b09cfc37478b6c85fba6c622e7e796aecfb590,22456.720370366056,3712.0894008087216,571.0,401.0,assets/source-images-added-v002/NIMG-181__f2b09cfc37.png,FR01,transcripts/fr01-tracking-query-materialization-v002.md,verified-semantic-transcript-final-v002,,Same-transaction example showing that later queries normally see earlier writes before commit.
NU-040,recovered-complete-svg-set,NIMG-137,b032ff969a896252785444a85adf5aa6e1c6c3d6,22435.282673862625,3334.367192149877,847.0,355.0,assets/source-images-added-v002/NIMG-137__b032ff969a.png,FR01,transcripts/fr01-tracking-query-materialization-v002.md,verified-semantic-transcript-final-v002,,Separates reading your own uncommitted writes from reading another transaction’s uncommitted writes.
NU-041,recovered-complete-svg-set,NIMG-106,8efec378b42830e1f70b871bbf904f7397fe26b0,8599.936887803313,23850.519541646347,1287.0,408.0,assets/source-images-added-v002/NIMG-106__8efec378b4.png,FR07,transcripts/fr07-query-shape-row-count-v002.md,verified-semantic-transcript-final-v002,,Example SQL-like joined rows for a parent with nested and sibling collections.
NU-042,recovered-complete-svg-set,NIMG-126,a875e1cb09ca7aa9390973adfc32df337cdcf4ae,10131.39048124244,23771.975838264516,940.0,363.0,assets/source-images-added-v002/NIMG-126__a875e1cb09.png,FR07,transcripts/fr07-query-shape-row-count-v002.md,verified-semantic-transcript-final-v002,,General row-count rule: nested branch uses max/branch contribution while sibling collection branches multiply.
NU-043,recovered-complete-svg-set,NIMG-118,9fd89ce950fa9217d3c8ac8a2af70b7e2653df09,10170.88611829446,25042.383173818365,807.0,482.0,assets/source-images-added-v002/NIMG-118__9fd89ce950.png,FR07,transcripts/fr07-query-shape-row-count-v002.md,verified-semantic-transcript-final-v002,,Concrete joined-row table showing repeated parent and child values.
NU-044,recovered-complete-svg-set,NIMG-165,d2a985b66b9bc2051e4ef406201f7e9af1526755,10136.092403374263,24775.14535726785,944.0,278.0,assets/source-images-added-v002/NIMG-165__d2a985b66b.png,FR07,transcripts/fr07-query-shape-row-count-v002.md,verified-semantic-transcript-final-v002,,Compute one sibling branch and multiply it by another branch to obtain joined row count.
NU-045,recovered-complete-svg-set,NIMG-129,a9718d5f9e22112d0fd7b4abcf471189c32eb916,10147.410662873554,24270.721128252844,945.0,472.0,assets/source-images-added-v002/NIMG-129__a9718d5f9e.png,FR07,transcripts/fr07-query-shape-row-count-v002.md,verified-semantic-transcript-final-v002,,Step-by-step branch-count calculation for the example graph.
NU-046,recovered-complete-svg-set,NIMG-005,0799677a32a0967ba47e077f42d7b528f6041d8a,2320.5827652175976,2088.0757283565927,991.0,257.0,assets/source-images-added-v002/NIMG-005__0799677a32.png,FR01,transcripts/fr01-tracking-query-materialization-v002.md,verified-semantic-transcript-final-v002,,"Change-tracking heap-memory overhead: identity map, original values, relationship fix-up and snapshots."
NU-047,recovered-complete-svg-set,NIMG-131,a98e9278ac8e50d3f5c5902ddf9179ce5bebdaf5,2321.7494522293164,2335.5756673214364,986.0,410.0,assets/source-images-added-v002/NIMG-131__a98e9278ac.png,FR01,transcripts/fr01-tracking-query-materialization-v002.md,verified-semantic-transcript-final-v002,,"CPU overhead during materialization and SaveChanges: key extraction, identity lookup, fix-up and change detection."
NU-048,recovered-complete-svg-set,NIMG-073,66caf78b735692c0b9a9bdb7ea0671bf76d65255,2309.916078205879,2738.7422322628427,999.0,297.0,assets/source-images-added-v002/NIMG-073__66caf78b73.png,FR01,transcripts/fr01-tracking-query-materialization-v002.md,verified-semantic-transcript-final-v002,,Clarifies what tracking overhead is not: not stack memory and not inherently an extra database round-trip.
NU-049,recovered-complete-svg-set,NIMG-112,93da91318994692ad5c0b347a53e3ab58a4eb5e9,2312.4162002761914,3052.57560628628,946.0,160.0,assets/source-images-added-v002/NIMG-112__93da913189.png,FR01,transcripts/fr01-tracking-query-materialization-v002.md,verified-semantic-transcript-final-v002,,Rule of thumb: AsNoTracking for read-only work; tracking when loaded entities will be modified and saved.
NU-050,recovered-complete-svg-set,NIMG-044,405ad969feea89655bce939e1c55683ce69661fe,2249.816540361133,3993.1813647210133,948.0,236.0,assets/source-images-added-v002/NIMG-044__405ad969fe.png,FR01,transcripts/fr01-tracking-query-materialization-v002.md,verified-semantic-transcript-final-v002,,"AsNoTrackingWithIdentityResolution trade-off: fewer duplicate instances than plain no-tracking, but extra client CPU."
NU-051,recovered-complete-svg-set,NIMG-098,869534ad717d35cb3cb9cbd2c46e758ca5efe080,2264.0827041824414,4248.1947730692045,920.0,264.0,assets/source-images-added-v002/NIMG-098__869534ad71.png,FR01,transcripts/fr01-tracking-query-materialization-v002.md,verified-semantic-transcript-final-v002,,"Identity-resolution work: key lookups, a temporary instance cache and relationship fix-up during materialization."
NU-052,recovered-complete-svg-set,NIMG-178,ec5b64ce1905c9fdfc7f7aaafdcf7fb33e3a4fba,2267.749574299629,4525.028147092642,926.0,369.0,assets/source-images-added-v002/NIMG-178__ec5b64ce19.png,FR01,transcripts/fr01-tracking-query-materialization-v002.md,verified-semantic-transcript-final-v002,,Temporary identity-map memory profile and why it is usually lighter than full tracking but heavier than plain no-tracking.
NU-053,recovered-complete-svg-set,NIMG-168,d553a7c9e7a77205cf5b2bd1ddda20fc0b0da3a0,7194.96519967323,12057.169722992987,876.0,324.0,assets/source-images-added-v002/NIMG-168__d553a7c9e7.png,FR05,transcripts/fr05-invariants-constraints-triggers-v002.md,verified-semantic-transcript-final-v002,,"Recommended hierarchy: constraints, optimistic concurrency, integrity-error mapping, and transaction rollback."
NU-054,recovered-complete-svg-set,NIMG-021,258a97a7b80868eca93b967be3beaac53c65f983,2609.1903301650855,12006.969415138165,582.0,353.0,assets/source-images-added-v002/NIMG-021__258a97a7b8.png,FR05,transcripts/fr05-invariants-constraints-triggers-v002.md,verified-semantic-transcript-final-v002,,Serializable isolation only protects an invariant when all relevant transactions express the invariant through DB reads/writes.
NU-055,recovered-complete-svg-set,NIMG-022,29b6d919c667115de7edfb84c4ffcd144c5be0bf,2417.0668381126998,12425.898930153819,905.0,289.0,assets/source-images-added-v002/NIMG-022__29b6d919c6.png,FR05,transcripts/fr05-invariants-constraints-triggers-v002.md,verified-semantic-transcript-final-v002,,How serializable helps set/range invariants by preventing phantoms when the predicate can be locked.
NU-056,recovered-complete-svg-set,NIMG-029,311adeeccb0495c6f8e43fb25302bb5f33e1c5d2,2263.1604150479216,13110.441588862219,723.0,482.0,assets/source-images-added-v002/NIMG-029__311adeeccb.png,FR05,transcripts/fr05-invariants-constraints-triggers-v002.md,verified-semantic-transcript-final-v002,,Unsafe phantom example: check for no active booking and then insert.
NU-057,recovered-complete-svg-set,NIMG-103,8abf6e47abe267cc571895bfd9ed6f231366db70,2224.872413657995,13628.30682153754,967.0,343.0,assets/source-images-added-v002/NIMG-103__8abf6e47ab.png,FR05,transcripts/fr05-invariants-constraints-triggers-v002.md,verified-semantic-transcript-final-v002,,"Concurrent transaction performs the same check and insert, violating a cross-row invariant."
NU-058,recovered-complete-svg-set,NIMG-158,cb1d7ba6c5b2979bf76a99f4c4b649cfad6a53e7,2203.074463207591,13994.012546123677,923.0,190.0,assets/source-images-added-v002/NIMG-158__cb1d7ba6c5.png,FR05,transcripts/fr05-invariants-constraints-triggers-v002.md,verified-semantic-transcript-final-v002,,Safer serializable behavior: one transaction waits or fails instead of both committing overlapping rows.
NU-059,recovered-complete-svg-set,NIMG-139,b5c7eccce43a73df5d4b01d31694da7f95783c97,5634.679370859976,12487.64085411808,918.0,241.0,assets/source-images-added-v002/NIMG-139__b5c7eccce4.png,FR05,transcripts/fr05-invariants-constraints-triggers-v002.md,verified-semantic-transcript-final-v002,,"Overview of primary key, unique, foreign key, NOT NULL and CHECK protections."
NU-060,recovered-complete-svg-set,NIMG-177,ea94868227f781a7bf2bd0855a93cab1f6894469,5650.017493125499,12936.734308604233,920.0,265.0,assets/source-images-added-v002/NIMG-177__ea94868227.png,FR05,transcripts/fr05-invariants-constraints-triggers-v002.md,verified-semantic-transcript-final-v002,,Primary-key mapping for row identity and uniqueness.
NU-061,recovered-complete-svg-set,NIMG-180,ed165b54366b9f7b6cffc1d8b9a3464b8e9a2b06,5661.355282994449,13421.67967045848,930.0,348.0,assets/source-images-added-v002/NIMG-180__ed165b5436.png,FR05,transcripts/fr05-invariants-constraints-triggers-v002.md,verified-semantic-transcript-final-v002,,Unique index for duplicate prevention without alternate-key semantics.
NU-062,recovered-complete-svg-set,NIMG-072,66b9657a8d525c5f361ea3dfbf5d0fcf1204bbcf,5668.333316875916,13960.88223321715,912.0,316.0,assets/source-images-added-v002/NIMG-072__66b9657a8d.png,FR05,transcripts/fr05-invariants-constraints-triggers-v002.md,verified-semantic-transcript-final-v002,,Alternate key when the unique value must be a foreign-key target.
NU-063,recovered-complete-svg-set,NIMG-149,bd571a53a567f195912e5aa63968d84ada5f30ac,5648.690459733061,14433.263040276304,917.0,316.0,assets/source-images-added-v002/NIMG-149__bd571a53a5.png,FR05,transcripts/fr05-invariants-constraints-triggers-v002.md,verified-semantic-transcript-final-v002,,Foreign-key mapping for parent-existence and referential integrity.
NU-064,recovered-complete-svg-set,NIMG-084,6f47651fc3439846d05c7770a15e4f4cbad31efb,5620.047602590203,14942.239288881212,940.0,319.0,assets/source-images-added-v002/NIMG-084__6f47651fc3.png,FR05,transcripts/fr05-invariants-constraints-triggers-v002.md,verified-semantic-transcript-final-v002,,NOT NULL and CHECK constraints for required values and row-level predicates.
NU-065,recovered-complete-svg-set,NIMG-093,83f3ab625d3825a3dee0f658b0a77d3a360961ba,5642.737962523239,15445.834468847732,887.0,188.0,assets/source-images-added-v002/NIMG-093__83f3ab625d.png,FR05,transcripts/fr05-invariants-constraints-triggers-v002.md,verified-semantic-transcript-final-v002,,Check constraints express row-local SQL predicates.
NU-066,recovered-complete-svg-set,NIMG-012,18161063f2c49a1327df5a18985c4f552f9c2b88,5648.56265614017,15649.154467452647,864.0,482.0,assets/source-images-added-v002/NIMG-012__18161063f2.png,FR05,transcripts/fr05-invariants-constraints-triggers-v002.md,verified-semantic-transcript-final-v002,,"EF Core HasCheckConstraint examples for totals, enum/status values, and date ordering."
NU-067,recovered-complete-svg-set,NIMG-047,4524185a34e7042611adc8f06333b2f1d905d43d,5648.357068271009,16156.19169889796,891.0,413.0,assets/source-images-added-v002/NIMG-047__4524185a34.png,FR05,transcripts/fr05-invariants-constraints-triggers-v002.md,verified-semantic-transcript-final-v002,,"Capabilities and limits of check constraints: row-local rules yes, cross-row/table rules no."
NU-068,recovered-complete-svg-set,NIMG-095,84ace0cfa581370e336b63118319d89bf6bd7fd0,5625.32792253068,16598.977287238107,976.0,156.0,assets/source-images-added-v002/NIMG-095__84ace0cfa5.png,FR05,transcripts/fr05-invariants-constraints-triggers-v002.md,verified-semantic-transcript-final-v002,,"When check constraints are insufficient and a unique index, schema redesign, or transaction logic is required."
NU-069,recovered-complete-svg-set,NIMG-140,b69e3c968959b27b2ea3ad82c2fcb54e47a13294,3795.613575408621,15289.907962274296,940.0,196.0,assets/source-images-added-v002/NIMG-140__b69e3c9689.png,FR06,transcripts/fr06-concurrency-provider-errors-v002.md,verified-semantic-transcript-final-v002,,SQL Server error 547 plus the constraint name can identify which check constraint failed.
NU-070,recovered-complete-svg-set,NIMG-057,5101fe19f06164d1a3fae074ceb8648e4ab98d2b,3760.7328337442777,15484.88423267747,965.0,417.0,assets/source-images-added-v002/NIMG-057__5101fe19f0.png,FR06,transcripts/fr06-concurrency-provider-errors-v002.md,verified-semantic-transcript-final-v002,,Naming unique indexes and check constraints to support stable application error mapping.
NU-071,recovered-complete-svg-set,NIMG-013,1a115239dde9096ccfce7f4eb21847636e7bed46,3777.1853745506414,15927.455726643713,914.0,428.0,assets/source-images-added-v002/NIMG-013__1a115239dd.png,FR06,transcripts/fr06-concurrency-provider-errors-v002.md,verified-semantic-transcript-final-v002,,"Catch DbUpdateException, inspect SqlException, and classify 2601/2627/547 by code and constraint name."
NU-072,recovered-complete-svg-set,NIMG-143,b912609b7be7294297e108a7a55b5484ff34b7ed,3760.185221962751,16366.455726643713,958.0,480.0,assets/source-images-added-v002/NIMG-143__b912609b7b.png,FR06,transcripts/fr06-concurrency-provider-errors-v002.md,verified-semantic-transcript-final-v002,,Concrete mapping from named check/unique violations to domain validation results.
NU-073,recovered-complete-svg-set,NIMG-128,a95c74020e610e2958ee1d6c3959b1647f8a61e9,3744.5898676100733,16843.00322943389,1033.0,126.0,assets/source-images-added-v002/NIMG-128__a95c74020e.png,FR06,transcripts/fr06-concurrency-provider-errors-v002.md,verified-semantic-transcript-final-v002,,Constraint-name mapping is reliable because SQL Server includes the violated object name in the error text.
NU-074,recovered-complete-svg-set,NIMG-026,2e0968ea95999d7523638a7b4c3ea330087c3fd8,7181.06389641342,12433.289206655247,652.0,85.0,assets/source-images-added-v002/NIMG-026__2e0968ea95.png,FR05,transcripts/fr05-invariants-constraints-triggers-v002.md,verified-semantic-transcript-final-v002,,Introduces database-level last-line-of-defense options.
NU-075,recovered-complete-svg-set,NIMG-151,c00ab039d3dece29b26717557e821185eddc3a6f,7179.730587015441,12519.867626060122,868.0,304.0,assets/source-images-added-v002/NIMG-151__c00ab039d3.png,FR05,transcripts/fr05-invariants-constraints-triggers-v002.md,verified-semantic-transcript-final-v002,,Native declarative constraints should be preferred where they can express the rule directly.
NU-076,recovered-complete-svg-set,NIMG-188,fc9c52224cbfef64e7e81244076a92ec849b7aed,7142.637744254187,13009.902474439436,885.0,324.0,assets/source-images-added-v002/NIMG-188__fc9c52224c.png,FR05,transcripts/fr05-invariants-constraints-triggers-v002.md,verified-semantic-transcript-final-v002,,Unique index on a deterministic computed column for transformed-value uniqueness.
NU-077,recovered-complete-svg-set,NIMG-117,9fd2c489b8911ef80cd9dd7cf651d5adffb439d4,7162.908512148671,13486.891209445743,931.0,299.0,assets/source-images-added-v002/NIMG-117__9fd2c489b8.png,FR05,transcripts/fr05-invariants-constraints-triggers-v002.md,verified-semantic-transcript-final-v002,,"Filtered unique index for conditional uniqueness, such as one active row for a key."
NU-078,recovered-complete-svg-set,NIMG-116,9eabad13a0de46355cfd1dc5456aa73b61cfda91,7160.288105616317,13902.84987626361,919.0,190.0,assets/source-images-added-v002/NIMG-116__9eabad13a0.png,FR05,transcripts/fr05-invariants-constraints-triggers-v002.md,verified-semantic-transcript-final-v002,,Trigger as a database-level option for complex cross-row logic.
NU-079,recovered-complete-svg-set,NIMG-055,4f69727662373cf6cc879b235a5dc44992ebb609,7167.069071060654,14104.76379099428,701.0,482.0,assets/source-images-added-v002/NIMG-055__4f69727662.png,FR05,transcripts/fr05-invariants-constraints-triggers-v002.md,verified-semantic-transcript-final-v002,,Set-based trigger shape for INSERT/UPDATE/DELETE and overlap detection.
NU-080,recovered-complete-svg-set,NIMG-088,767d2cf3e805c865228e7e8ca541bb435f47873b,7131.467239444064,14759.190022044038,918.0,204.0,assets/source-images-added-v002/NIMG-088__767d2cf3e8.png,FR05,transcripts/fr05-invariants-constraints-triggers-v002.md,verified-semantic-transcript-final-v002,,Advanced options around indexed views and custom database errors.
NU-081,recovered-complete-svg-set,NIMG-066,5a5dba24a6a2f31800c4d4b465e818cfbd7db6aa,7113.274931751757,15198.459252813258,899.0,187.0,assets/source-images-added-v002/NIMG-066__5a5dba24a6.png,FR05,transcripts/fr05-invariants-constraints-triggers-v002.md,verified-semantic-transcript-final-v002,,Indexed views are primarily performance objects but can enforce special aggregate-style uniqueness when schema-bound and uniquely indexed.
NU-082,recovered-complete-svg-set,NIMG-187,fb54d4b88ab8b7ce7889c7cca7140c8bf4107b29,8572.168042288367,14732.13763735333,903.0,179.0,assets/source-images-added-v002/NIMG-187__fb54d4b88a.png,FR05,transcripts/fr05-invariants-constraints-triggers-v002.md,verified-semantic-transcript-final-v002,,Stored procedure as a write boundary that validates and throws a custom SQL error.
NU-083,recovered-complete-svg-set,NIMG-081,6da431e11bc4f7516d645fb1d089d86b8d324ef3,8604.583167885676,14928.629512895868,832.0,482.0,assets/source-images-added-v002/NIMG-081__6da431e11b.png,FR05,transcripts/fr05-invariants-constraints-triggers-v002.md,verified-semantic-transcript-final-v002,,End-to-end stored-procedure error flow from SQL condition to application error mapping.
NU-084,recovered-complete-svg-set,NIMG-086,70c159cac9b6a504887a34c5add43ed9d039a621,8577.757268085947,15420.481319536493,927.0,482.0,assets/source-images-added-v002/NIMG-086__70c159cac9.png,FR05,transcripts/fr05-invariants-constraints-triggers-v002.md,verified-semantic-transcript-final-v002,,Stored procedure write boundary that throws a stable custom SQL error for an overlap invariant.
NU-085,recovered-complete-svg-set,NIMG-108,91dffdc834d7adca6f0e80c498287744994c872c,8576.945820066145,15921.267221771728,929.0,420.0,assets/source-images-added-v002/NIMG-108__91dffdc834.png,FR05,transcripts/fr05-invariants-constraints-triggers-v002.md,verified-semantic-transcript-final-v002,,Application catches a custom SqlException number from ExecuteSqlRaw and maps it to a domain result.
NU-086,recovered-complete-svg-set,NIMG-027,2e16d8e83a732b42045a59f9624975b51e55061e,8583.075445174652,16530.063540673647,1024.0,379.0,assets/source-images-added-v002/NIMG-027__2e16d8e83a.png,FR05,transcripts/fr05-invariants-constraints-triggers-v002.md,verified-semantic-transcript-final-v002,,"Custom SQL errors can be raised from batches, procedures, triggers, or TRY/CATCH; they are not procedure-only."
NU-087,recovered-complete-svg-set,NIMG-071,62ca23d639d5d3c6d5af7cc55174b4af8b5bb7e2,8562.001253551389,16931.044999549507,998.0,388.0,assets/source-images-added-v002/NIMG-071__62ca23d639.png,FR05,transcripts/fr05-invariants-constraints-triggers-v002.md,verified-semantic-transcript-final-v002,,Simplest custom SQL error in a plain batch using THROW.
NU-088,recovered-complete-svg-set,NIMG-105,8e0d1bab52aa1e5f2dbbaec1fda76d8838138e77,8535.186474905555,17335.63756953649,990.0,372.0,assets/source-images-added-v002/NIMG-105__8e0d1bab52.png,FR05,transcripts/fr05-invariants-constraints-triggers-v002.md,verified-semantic-transcript-final-v002,,Stored procedure example that validates and throws a custom business-rule error.
