new_use_id,new_image_id,fileId,x,y,x_center,y_center,width,height,asset_path,nearest_label_ids,nearest_labels_for_search_only,repair_batch,status
NU-038,NIMG-164,d223cab8c7771558dacd9836231ea17d341cc0e6,19316.77411575814,10177.279180833764,19776.77411575814,10362.779180833764,920.0,371.0,assets/source-images-added-v002/NIMG-164__d223cab8c7.png,L2-067 | L2-109 | L2-090 | L2-091 | L2-058,"L2-067: DO I NEED TO DISPOSE | EXECUTION STRATEGY? | L2-109: different sql server error codes, what can do with each | L2-090: about code of sqlserver that are retryable by | default or not | L2-091: there are a lot of transient error codes and | if you want someting specific- you should i this | L2-058: IF THERE IS NO LOGIC | AFTER WE CATCH AND ROLLBACK | SO WE DONT STRICTLY NEED | MANUAL ROLLBACK | BECAUSE WITH USING | THERE WILL BE A ROLLBACK | ON DISPOSAL",RB03-middle,pending-verified-transcript-after-source-repair
NU-039,NIMG-181,f2b09cfc37478b6c85fba6c622e7e796aecfb590,22456.720370366056,3712.0894008087216,22742.220370366056,3912.5894008087216,571.0,401.0,assets/source-images-added-v002/NIMG-181__f2b09cfc37.png,L2-069 | L2-041 | L2-061 | L2-055 | L2-033,L2-069: reading your own uncommited changes | L2-041: transaction patterns | L2-061: EXECUTEASYNC | WITH NEW CONTEXT | PER RETRY PATTERN | L2-055: Executeasync | L2-033: concurrency in db  commands | isrowversion isconcurrencytoken,RB01-upper,pending-verified-transcript-after-source-repair
NU-040,NIMG-137,b032ff969a896252785444a85adf5aa6e1c6c3d6,22435.282673862625,3334.367192149877,22858.782673862625,3511.867192149877,847.0,355.0,assets/source-images-added-v002/NIMG-137__b032ff969a.png,L2-069 | L2-041 | L2-033 | L2-061 | L2-055,L2-069: reading your own uncommited changes | L2-041: transaction patterns | L2-033: concurrency in db  commands | isrowversion isconcurrencytoken | L2-061: EXECUTEASYNC | WITH NEW CONTEXT | PER RETRY PATTERN | L2-055: Executeasync,RB01-upper,pending-verified-transcript-after-source-repair
NU-041,NIMG-106,8efec378b42830e1f70b871bbf904f7397fe26b0,8599.936887803313,23850.519541646347,9243.436887803313,24054.519541646347,1287.0,408.0,assets/source-images-added-v002/NIMG-106__8efec378b4.png,L2-071 | L2-073 | L2-072 | L2-070 | L2-087,"L2-071: when we have grandchild of only one collection of parent | we will get rows like this, so there wont be null because | another child doesnt have collection, | L2-073: formula to compute | rows count | L2-072: how row looks like when some | collection items have their own collection | L2-070: db/sql shit | L2-087: can know which constraint has failed",RB05-lower,pending-verified-transcript-after-source-repair
NU-042,NIMG-126,a875e1cb09ca7aa9390973adfc32df337cdcf4ae,10131.39048124244,23771.975838264516,10601.39048124244,23953.475838264516,940.0,363.0,assets/source-images-added-v002/NIMG-126__a875e1cb09.png,L2-073 | L2-071 | L2-070 | L2-072 | L2-123,"L2-073: formula to compute | rows count | L2-071: when we have grandchild of only one collection of parent | we will get rows like this, so there wont be null because | another child doesnt have collection, | L2-070: db/sql shit | L2-072: how row looks like when some | collection items have their own collection | L2-123: view/indexed view",RB05-lower,pending-verified-transcript-after-source-repair
NU-043,NIMG-118,9fd89ce950fa9217d3c8ac8a2af70b7e2653df09,10170.88611829446,25042.383173818365,10574.38611829446,25283.383173818365,807.0,482.0,assets/source-images-added-v002/NIMG-118__9fd89ce950.png,L2-073 | L2-071 | L2-072 | L2-070 | L2-123,"L2-073: formula to compute | rows count | L2-071: when we have grandchild of only one collection of parent | we will get rows like this, so there wont be null because | another child doesnt have collection, | L2-072: how row looks like when some | collection items have their own collection | L2-070: db/sql shit | L2-123: view/indexed view",RB05-lower,pending-verified-transcript-after-source-repair
NU-044,NIMG-165,d2a985b66b9bc2051e4ef406201f7e9af1526755,10136.092403374263,24775.14535726785,10608.092403374263,24914.14535726785,944.0,278.0,assets/source-images-added-v002/NIMG-165__d2a985b66b.png,L2-073 | L2-071 | L2-070 | L2-072 | L2-123,"L2-073: formula to compute | rows count | L2-071: when we have grandchild of only one collection of parent | we will get rows like this, so there wont be null because | another child doesnt have collection, | L2-070: db/sql shit | L2-072: how row looks like when some | collection items have their own collection | L2-123: view/indexed view",RB05-lower,pending-verified-transcript-after-source-repair
NU-045,NIMG-129,a9718d5f9e22112d0fd7b4abcf471189c32eb916,10147.410662873554,24270.721128252844,10619.910662873554,24506.721128252844,945.0,472.0,assets/source-images-added-v002/NIMG-129__a9718d5f9e.png,L2-073 | L2-071 | L2-070 | L2-072 | L2-123,"L2-073: formula to compute | rows count | L2-071: when we have grandchild of only one collection of parent | we will get rows like this, so there wont be null because | another child doesnt have collection, | L2-070: db/sql shit | L2-072: how row looks like when some | collection items have their own collection | L2-123: view/indexed view",RB05-lower,pending-verified-transcript-after-source-repair
NU-046,NIMG-005,0799677a32a0967ba47e077f42d7b528f6041d8a,2320.5827652175976,2088.0757283565927,2816.0827652175976,2216.5757283565927,991.0,257.0,assets/source-images-added-v002/NIMG-005__0799677a32.png,L2-074 | L2-007 | L2-075 | L2-044 | L2-076,L2-074: ABOUT CPU/MEMORY USAGE | FROM TRAKING | L2-007: reduce cpu and everything for reads | L2-075: MEMORY OVERHEAD WITH IDENTITY RESOL | COMPARED WITH ASNOTRACKING AND TRACKING | L2-044: asnotrackkingwithidentityresolution | L2-076: FULL ORIG VALUES SAVING | VS JUST IDENTITY,RB01-upper,pending-verified-transcript-after-source-repair
NU-047,NIMG-131,a98e9278ac8e50d3f5c5902ddf9179ce5bebdaf5,2321.7494522293164,2335.5756673214364,2814.7494522293164,2540.5756673214364,986.0,410.0,assets/source-images-added-v002/NIMG-131__a98e9278ac.png,L2-074 | L2-007 | L2-075 | L2-044 | L2-076,L2-074: ABOUT CPU/MEMORY USAGE | FROM TRAKING | L2-007: reduce cpu and everything for reads | L2-075: MEMORY OVERHEAD WITH IDENTITY RESOL | COMPARED WITH ASNOTRACKING AND TRACKING | L2-044: asnotrackkingwithidentityresolution | L2-076: FULL ORIG VALUES SAVING | VS JUST IDENTITY,RB01-upper,pending-verified-transcript-after-source-repair
NU-048,NIMG-073,66caf78b735692c0b9a9bdb7ea0671bf76d65255,2309.916078205879,2738.7422322628427,2809.416078205879,2887.2422322628427,999.0,297.0,assets/source-images-added-v002/NIMG-073__66caf78b73.png,L2-075 | L2-044 | L2-074 | L2-007 | L2-076,L2-075: MEMORY OVERHEAD WITH IDENTITY RESOL | COMPARED WITH ASNOTRACKING AND TRACKING | L2-044: asnotrackkingwithidentityresolution | L2-074: ABOUT CPU/MEMORY USAGE | FROM TRAKING | L2-007: reduce cpu and everything for reads | L2-076: FULL ORIG VALUES SAVING | VS JUST IDENTITY,RB01-upper,pending-verified-transcript-after-source-repair
NU-049,NIMG-112,93da91318994692ad5c0b347a53e3ab58a4eb5e9,2312.4162002761914,3052.57560628628,2785.4162002761914,3132.57560628628,946.0,160.0,assets/source-images-added-v002/NIMG-112__93da913189.png,L2-075 | L2-044 | L2-074 | L2-007 | L2-076,L2-075: MEMORY OVERHEAD WITH IDENTITY RESOL | COMPARED WITH ASNOTRACKING AND TRACKING | L2-044: asnotrackkingwithidentityresolution | L2-074: ABOUT CPU/MEMORY USAGE | FROM TRAKING | L2-007: reduce cpu and everything for reads | L2-076: FULL ORIG VALUES SAVING | VS JUST IDENTITY,RB01-upper,pending-verified-transcript-after-source-repair
NU-050,NIMG-044,405ad969feea89655bce939e1c55683ce69661fe,2249.816540361133,3993.1813647210133,2723.816540361133,4111.181364721013,948.0,236.0,assets/source-images-added-v002/NIMG-044__405ad969fe.png,L2-075 | L2-044 | L2-042 | L2-074 | L2-120,L2-075: MEMORY OVERHEAD WITH IDENTITY RESOL | COMPARED WITH ASNOTRACKING AND TRACKING | L2-044: asnotrackkingwithidentityresolution | L2-042: use asnotrackingwithidentityresolution for ef core reads by default? | L2-074: ABOUT CPU/MEMORY USAGE | FROM TRAKING | L2-120: can i select from some random table | even if i query from customers dbset,RB01-upper,pending-verified-transcript-after-source-repair
NU-051,NIMG-098,869534ad717d35cb3cb9cbd2c46e758ca5efe080,2264.0827041824414,4248.1947730692045,2724.0827041824414,4380.1947730692045,920.0,264.0,assets/source-images-added-v002/NIMG-098__869534ad71.png,L2-075 | L2-044 | L2-042 | L2-120 | L2-043,L2-075: MEMORY OVERHEAD WITH IDENTITY RESOL | COMPARED WITH ASNOTRACKING AND TRACKING | L2-044: asnotrackkingwithidentityresolution | L2-042: use asnotrackingwithidentityresolution for ef core reads by default? | L2-120: can i select from some random table | even if i query from customers dbset | L2-043: when useful,RB01-upper,pending-verified-transcript-after-source-repair
NU-052,NIMG-178,ec5b64ce1905c9fdfc7f7aaafdcf7fb33e3a4fba,2267.749574299629,4525.028147092642,2730.749574299629,4709.528147092642,926.0,369.0,assets/source-images-added-v002/NIMG-178__ec5b64ce19.png,L2-044 | L2-075 | L2-042 | L2-120 | L2-043,L2-044: asnotrackkingwithidentityresolution | L2-075: MEMORY OVERHEAD WITH IDENTITY RESOL | COMPARED WITH ASNOTRACKING AND TRACKING | L2-042: use asnotrackingwithidentityresolution for ef core reads by default? | L2-120: can i select from some random table | even if i query from customers dbset | L2-043: when useful,RB01-upper,pending-verified-transcript-after-source-repair
NU-053,NIMG-168,d553a7c9e7a77205cf5b2bd1ddda20fc0b0da3a0,7194.96519967323,12057.169722992987,7632.96519967323,12219.169722992987,876.0,324.0,assets/source-images-added-v002/NIMG-168__d553a7c9e7.png,L2-023 | L2-022 | L2-077 | L2-021 | L2-012,L2-023: unique index on comp column | L2-022: filtered unique index | L2-077: db invariant handling | strategies | L2-021: trigger | L2-012: primary key,RB03-middle,pending-verified-transcript-after-source-repair
NU-054,NIMG-021,258a97a7b80868eca93b967be3beaac53c65f983,2609.1903301650855,12006.969415138165,2900.1903301650855,12183.469415138165,582.0,353.0,assets/source-images-added-v002/NIMG-021__258a97a7b8.png,L2-080 | L2-081 | L2-084 | L2-082 | L2-013,"L2-080: isolation level like | serializable can help sometimes | too, but like some addition and | desing choice not replacement for | db constraints | L2-081: when both trans need to have isolation | serializable | to keep invariants | L2-084: about some transaction/isolation | /repo tweaks for keeping invariants | L2-082: !!! | L2-013: native declarative | constraints",RB03-middle,pending-verified-transcript-after-source-repair
NU-055,NIMG-022,29b6d919c667115de7edfb84c4ffcd144c5be0bf,2417.0668381126998,12425.898930153819,2869.5668381126998,12570.398930153819,905.0,289.0,assets/source-images-added-v002/NIMG-022__29b6d919c6.png,L2-081 | L2-080 | L2-084 | L2-082 | L2-024,"L2-081: when both trans need to have isolation | serializable | to keep invariants | L2-080: isolation level like | serializable can help sometimes | too, but like some addition and | desing choice not replacement for | db constraints | L2-084: about some transaction/isolation | /repo tweaks for keeping invariants | L2-082: !!! | L2-024: how to know which | check constraint failed",RB03-middle,pending-verified-transcript-after-source-repair
NU-056,NIMG-029,311adeeccb0495c6f8e43fb25302bb5f33e1c5d2,2263.1604150479216,13110.441588862219,2624.6604150479216,13351.441588862219,723.0,482.0,assets/source-images-added-v002/NIMG-029__311adeeccb.png,L2-081 | L2-082 | L2-080 | L2-024 | L2-084,"L2-081: when both trans need to have isolation | serializable | to keep invariants | L2-082: !!! | L2-080: isolation level like | serializable can help sometimes | too, but like some addition and | desing choice not replacement for | db constraints | L2-024: how to know which | check constraint failed | L2-084: about some transaction/isolation | /repo tweaks for keeping invariants",RB03-middle,pending-verified-transcript-after-source-repair
NU-057,NIMG-103,8abf6e47abe267cc571895bfd9ed6f231366db70,2224.872413657995,13628.30682153754,2708.372413657995,13799.80682153754,967.0,343.0,assets/source-images-added-v002/NIMG-103__8abf6e47ab.png,L2-082 | L2-081 | L2-024 | L2-080 | L2-084,"L2-082: !!! | L2-081: when both trans need to have isolation | serializable | to keep invariants | L2-024: how to know which | check constraint failed | L2-080: isolation level like | serializable can help sometimes | too, but like some addition and | desing choice not replacement for | db constraints | L2-084: about some transaction/isolation | /repo tweaks for keeping invariants",RB03-middle,pending-verified-transcript-after-source-repair
NU-058,NIMG-158,cb1d7ba6c5b2979bf76a99f4c4b649cfad6a53e7,2203.074463207591,13994.012546123677,2664.574463207591,14089.012546123677,923.0,190.0,assets/source-images-added-v002/NIMG-158__cb1d7ba6c5.png,L2-082 | L2-081 | L2-024 | L2-080 | L2-084,"L2-082: !!! | L2-081: when both trans need to have isolation | serializable | to keep invariants | L2-024: how to know which | check constraint failed | L2-080: isolation level like | serializable can help sometimes | too, but like some addition and | desing choice not replacement for | db constraints | L2-084: about some transaction/isolation | /repo tweaks for keeping invariants",RB03-middle,pending-verified-transcript-after-source-repair
NU-059,NIMG-139,b5c7eccce43a73df5d4b01d31694da7f95783c97,5634.679370859976,12487.64085411808,6093.679370859976,12608.14085411808,918.0,241.0,assets/source-images-added-v002/NIMG-139__b5c7eccce4.png,L2-012 | L2-014 | L2-013 | L2-023 | L2-022,L2-012: primary key | L2-014: unique index | L2-013: native declarative | constraints | L2-023: unique index on comp column | L2-022: filtered unique index,RB03-middle,pending-verified-transcript-after-source-repair
NU-060,NIMG-177,ea94868227f781a7bf2bd0855a93cab1f6894469,5650.017493125499,12936.734308604233,6110.017493125499,13069.234308604233,920.0,265.0,assets/source-images-added-v002/NIMG-177__ea94868227.png,L2-014 | L2-012 | L2-023 | L2-015 | L2-022,L2-014: unique index | L2-012: primary key | L2-023: unique index on comp column | L2-015: alternate key | L2-022: filtered unique index,RB03-middle,pending-verified-transcript-after-source-repair
NU-061,NIMG-180,ed165b54366b9f7b6cffc1d8b9a3464b8e9a2b06,5661.355282994449,13421.67967045848,6126.355282994449,13595.67967045848,930.0,348.0,assets/source-images-added-v002/NIMG-180__ed165b5436.png,L2-015 | L2-014 | L2-016 | L2-022 | L2-012,L2-015: alternate key | L2-014: unique index | L2-016: foreign key | L2-022: filtered unique index | L2-012: primary key,RB03-middle,pending-verified-transcript-after-source-repair
NU-062,NIMG-072,66b9657a8d525c5f361ea3dfbf5d0fcf1204bbcf,5668.333316875916,13960.88223321715,6124.333316875916,14118.88223321715,912.0,316.0,assets/source-images-added-v002/NIMG-072__66b9657a8d.png,L2-016 | L2-015 | L2-017 | L2-014 | L2-021,L2-016: foreign key | L2-015: alternate key | L2-017: not null | L2-014: unique index | L2-021: trigger,RB03-middle,pending-verified-transcript-after-source-repair
NU-063,NIMG-149,bd571a53a567f195912e5aa63968d84ada5f30ac,5648.690459733061,14433.263040276304,6107.190459733061,14591.263040276304,917.0,316.0,assets/source-images-added-v002/NIMG-149__bd571a53a5.png,L2-017 | L2-016 | L2-018 | L2-015 | L2-020,L2-017: not null | L2-016: foreign key | L2-018: check constraint | L2-015: alternate key | L2-020: custom db error from stored proc,RB03-middle,pending-verified-transcript-after-source-repair
NU-064,NIMG-084,6f47651fc3439846d05c7770a15e4f4cbad31efb,5620.047602590203,14942.239288881212,6090.047602590203,15101.739288881212,940.0,319.0,assets/source-images-added-v002/NIMG-084__6f47651fc3.png,L2-018 | L2-017 | L2-016 | L2-019 | L2-020,L2-018: check constraint | L2-017: not null | L2-016: foreign key | L2-019: indexed view | L2-020: custom db error from stored proc,RB03-middle,pending-verified-transcript-after-source-repair
NU-065,NIMG-093,83f3ab625d3825a3dee0f658b0a77d3a360961ba,5642.737962523239,15445.834468847732,6086.237962523239,15539.834468847732,887.0,188.0,assets/source-images-added-v002/NIMG-093__83f3ab625d.png,L2-018 | L2-017 | L2-019 | L2-083 | L2-016,L2-018: check constraint | L2-017: not null | L2-019: indexed view | L2-083: !!! | L2-016: foreign key,RB04-lower-middle,pending-verified-transcript-after-source-repair
NU-066,NIMG-012,18161063f2c49a1327df5a18985c4f552f9c2b88,5648.56265614017,15649.154467452647,6080.56265614017,15890.154467452647,864.0,482.0,assets/source-images-added-v002/NIMG-012__18161063f2.png,L2-018 | L2-083 | L2-017 | L2-019 | L2-016,L2-018: check constraint | L2-083: !!! | L2-017: not null | L2-019: indexed view | L2-016: foreign key,RB04-lower-middle,pending-verified-transcript-after-source-repair
NU-067,NIMG-047,4524185a34e7042611adc8f06333b2f1d905d43d,5648.357068271009,16156.19169889796,6093.857068271009,16362.69169889796,891.0,413.0,assets/source-images-added-v002/NIMG-047__4524185a34.png,L2-083 | L2-018 | L2-017 | L2-019 | L2-020,L2-083: !!! | L2-018: check constraint | L2-017: not null | L2-019: indexed view | L2-020: custom db error from stored proc,RB04-lower-middle,pending-verified-transcript-after-source-repair
NU-068,NIMG-095,84ace0cfa581370e336b63118319d89bf6bd7fd0,5625.32792253068,16598.977287238107,6113.32792253068,16676.977287238107,976.0,156.0,assets/source-images-added-v002/NIMG-095__84ace0cfa5.png,L2-083 | L2-018 | L2-017 | L2-019 | L2-025,L2-083: !!! | L2-018: check constraint | L2-017: not null | L2-019: indexed view | L2-025: is custom dberr limited to storproc,RB04-lower-middle,pending-verified-transcript-after-source-repair
NU-069,NIMG-140,b69e3c968959b27b2ea3ad82c2fcb54e47a13294,3795.613575408621,15289.907962274296,4265.613575408621,15387.907962274296,940.0,196.0,assets/source-images-added-v002/NIMG-140__b69e3c9689.png,L2-024 | L2-018 | L2-017 | L2-083 | L2-016,L2-024: how to know which | check constraint failed | L2-018: check constraint | L2-017: not null | L2-083: !!! | L2-016: foreign key,RB04-lower-middle,pending-verified-transcript-after-source-repair
NU-070,NIMG-057,5101fe19f06164d1a3fae074ceb8648e4ab98d2b,3760.7328337442777,15484.88423267747,4243.232833744278,15693.38423267747,965.0,417.0,assets/source-images-added-v002/NIMG-057__5101fe19f0.png,L2-024 | L2-018 | L2-083 | L2-017 | L2-016,L2-024: how to know which | check constraint failed | L2-018: check constraint | L2-083: !!! | L2-017: not null | L2-016: foreign key,RB04-lower-middle,pending-verified-transcript-after-source-repair
NU-071,NIMG-013,1a115239dde9096ccfce7f4eb21847636e7bed46,3777.1853745506414,15927.455726643713,4234.185374550641,16141.455726643713,914.0,428.0,assets/source-images-added-v002/NIMG-013__1a115239dd.png,L2-083 | L2-024 | L2-018 | L2-086 | L2-017,L2-083: !!! | L2-024: how to know which | check constraint failed | L2-018: check constraint | L2-086: transaction + handling db level | error codes with savepoints | L2-017: not null,RB04-lower-middle,pending-verified-transcript-after-source-repair
NU-072,NIMG-143,b912609b7be7294297e108a7a55b5484ff34b7ed,3760.185221962751,16366.455726643713,4239.185221962751,16606.45572664371,958.0,480.0,assets/source-images-added-v002/NIMG-143__b912609b7b.png,L2-083 | L2-086 | L2-024 | L2-089 | L2-018,L2-083: !!! | L2-086: transaction + handling db level | error codes with savepoints | L2-024: how to know which | check constraint failed | L2-089: examples of handling db level shit | L2-018: check constraint,RB04-lower-middle,pending-verified-transcript-after-source-repair
NU-073,NIMG-128,a95c74020e610e2958ee1d6c3959b1647f8a61e9,3744.5898676100733,16843.00322943389,4261.089867610073,16906.00322943389,1033.0,126.0,assets/source-images-added-v002/NIMG-128__a95c74020e.png,L2-086 | L2-083 | L2-089 | L2-085 | L2-024,L2-086: transaction + handling db level | error codes with savepoints | L2-083: !!! | L2-089: examples of handling db level shit | L2-085: transaction + just returning | error result on some db level | error codes | L2-024: how to know which | check constraint failed,RB04-lower-middle,pending-verified-transcript-after-source-repair
NU-074,NIMG-026,2e0968ea95999d7523638a7b4c3ea330087c3fd8,7181.06389641342,12433.289206655247,7507.06389641342,12475.789206655247,652.0,85.0,assets/source-images-added-v002/NIMG-026__2e0968ea95.png,L2-023 | L2-022 | L2-021 | L2-077 | L2-012,L2-023: unique index on comp column | L2-022: filtered unique index | L2-021: trigger | L2-077: db invariant handling | strategies | L2-012: primary key,RB03-middle,pending-verified-transcript-after-source-repair
NU-075,NIMG-151,c00ab039d3dece29b26717557e821185eddc3a6f,7179.730587015441,12519.867626060122,7613.730587015441,12671.867626060122,868.0,304.0,assets/source-images-added-v002/NIMG-151__c00ab039d3.png,L2-023 | L2-022 | L2-021 | L2-077 | L2-012,L2-023: unique index on comp column | L2-022: filtered unique index | L2-021: trigger | L2-077: db invariant handling | strategies | L2-012: primary key,RB03-middle,pending-verified-transcript-after-source-repair
NU-076,NIMG-188,fc9c52224cbfef64e7e81244076a92ec849b7aed,7142.637744254187,13009.902474439436,7585.137744254187,13171.902474439436,885.0,324.0,assets/source-images-added-v002/NIMG-188__fc9c52224c.png,L2-022 | L2-021 | L2-023 | L2-020 | L2-019,L2-022: filtered unique index | L2-021: trigger | L2-023: unique index on comp column | L2-020: custom db error from stored proc | L2-019: indexed view,RB03-middle,pending-verified-transcript-after-source-repair
NU-077,NIMG-117,9fd2c489b8911ef80cd9dd7cf651d5adffb439d4,7162.908512148671,13486.891209445743,7628.408512148671,13636.391209445743,931.0,299.0,assets/source-images-added-v002/NIMG-117__9fd2c489b8.png,L2-021 | L2-022 | L2-020 | L2-023 | L2-019,L2-021: trigger | L2-022: filtered unique index | L2-020: custom db error from stored proc | L2-023: unique index on comp column | L2-019: indexed view,RB03-middle,pending-verified-transcript-after-source-repair
NU-078,NIMG-116,9eabad13a0de46355cfd1dc5456aa73b61cfda91,7160.288105616317,13902.84987626361,7619.788105616317,13997.84987626361,919.0,190.0,assets/source-images-added-v002/NIMG-116__9eabad13a0.png,L2-021 | L2-020 | L2-022 | L2-019 | L2-023,L2-021: trigger | L2-020: custom db error from stored proc | L2-022: filtered unique index | L2-019: indexed view | L2-023: unique index on comp column,RB03-middle,pending-verified-transcript-after-source-repair
NU-079,NIMG-055,4f69727662373cf6cc879b235a5dc44992ebb609,7167.069071060654,14104.76379099428,7517.569071060654,14345.76379099428,701.0,482.0,assets/source-images-added-v002/NIMG-055__4f69727662.png,L2-020 | L2-021 | L2-019 | L2-022 | L2-023,L2-020: custom db error from stored proc | L2-021: trigger | L2-019: indexed view | L2-022: filtered unique index | L2-023: unique index on comp column,RB03-middle,pending-verified-transcript-after-source-repair
NU-080,NIMG-088,767d2cf3e805c865228e7e8ca541bb435f47873b,7131.467239444064,14759.190022044038,7590.467239444064,14861.190022044038,918.0,204.0,assets/source-images-added-v002/NIMG-088__767d2cf3e8.png,L2-019 | L2-020 | L2-021 | L2-022 | L2-025,L2-019: indexed view | L2-020: custom db error from stored proc | L2-021: trigger | L2-022: filtered unique index | L2-025: is custom dberr limited to storproc,RB03-middle,pending-verified-transcript-after-source-repair
NU-081,NIMG-066,5a5dba24a6a2f31800c4d4b465e818cfbd7db6aa,7113.274931751757,15198.459252813258,7562.774931751757,15291.959252813258,899.0,187.0,assets/source-images-added-v002/NIMG-066__5a5dba24a6.png,L2-019 | L2-020 | L2-025 | L2-021 | L2-018,L2-019: indexed view | L2-020: custom db error from stored proc | L2-025: is custom dberr limited to storproc | L2-021: trigger | L2-018: check constraint,RB04-lower-middle,pending-verified-transcript-after-source-repair
NU-082,NIMG-187,fb54d4b88ab8b7ce7889c7cca7140c8bf4107b29,8572.168042288367,14732.13763735333,9023.668042288367,14821.63763735333,903.0,179.0,assets/source-images-added-v002/NIMG-187__fb54d4b88a.png,L2-126 | L2-025 | L2-020 | L2-019 | L2-079,L2-126: cant have overlapping | active bookings | L2-025: is custom dberr limited to storproc | L2-020: custom db error from stored proc | L2-019: indexed view | L2-079: handle invariants with triggers,RB03-middle,pending-verified-transcript-after-source-repair
NU-083,NIMG-081,6da431e11bc4f7516d645fb1d089d86b8d324ef3,8604.583167885676,14928.629512895868,9020.583167885676,15169.629512895868,832.0,482.0,assets/source-images-added-v002/NIMG-081__6da431e11b.png,L2-025 | L2-126 | L2-019 | L2-020 | L2-079,L2-025: is custom dberr limited to storproc | L2-126: cant have overlapping | active bookings | L2-019: indexed view | L2-020: custom db error from stored proc | L2-079: handle invariants with triggers,RB03-middle,pending-verified-transcript-after-source-repair
NU-084,NIMG-086,70c159cac9b6a504887a34c5add43ed9d039a621,8577.757268085947,15420.481319536493,9041.257268085947,15661.481319536493,927.0,482.0,assets/source-images-added-v002/NIMG-086__70c159cac9.png,L2-025 | L2-019 | L2-020 | L2-126 | L2-079,L2-025: is custom dberr limited to storproc | L2-019: indexed view | L2-020: custom db error from stored proc | L2-126: cant have overlapping | active bookings | L2-079: handle invariants with triggers,RB04-lower-middle,pending-verified-transcript-after-source-repair
NU-085,NIMG-108,91dffdc834d7adca6f0e80c498287744994c872c,8576.945820066145,15921.267221771728,9041.445820066145,16131.267221771728,929.0,420.0,assets/source-images-added-v002/NIMG-108__91dffdc834.png,L2-025 | L2-019 | L2-020 | L2-126 | L2-123,L2-025: is custom dberr limited to storproc | L2-019: indexed view | L2-020: custom db error from stored proc | L2-126: cant have overlapping | active bookings | L2-123: view/indexed view,RB04-lower-middle,pending-verified-transcript-after-source-repair
NU-086,NIMG-027,2e16d8e83a732b42045a59f9624975b51e55061e,8583.075445174652,16530.063540673647,9095.075445174652,16719.563540673647,1024.0,379.0,assets/source-images-added-v002/NIMG-027__2e16d8e83a.png,L2-025 | L2-123 | L2-019 | L2-020 | L2-126,L2-025: is custom dberr limited to storproc | L2-123: view/indexed view | L2-019: indexed view | L2-020: custom db error from stored proc | L2-126: cant have overlapping | active bookings,RB04-lower-middle,pending-verified-transcript-after-source-repair
NU-087,NIMG-071,62ca23d639d5d3c6d5af7cc55174b4af8b5bb7e2,8562.001253551389,16931.044999549507,9061.001253551389,17125.044999549507,998.0,388.0,assets/source-images-added-v002/NIMG-071__62ca23d639.png,L2-025 | L2-123 | L2-019 | L2-020 | L2-126,L2-025: is custom dberr limited to storproc | L2-123: view/indexed view | L2-019: indexed view | L2-020: custom db error from stored proc | L2-126: cant have overlapping | active bookings,RB04-lower-middle,pending-verified-transcript-after-source-repair
NU-088,NIMG-105,8e0d1bab52aa1e5f2dbbaec1fda76d8838138e77,8535.186474905555,17335.63756953649,9030.186474905555,17521.63756953649,990.0,372.0,assets/source-images-added-v002/NIMG-105__8e0d1bab52.png,L2-025 | L2-123 | L2-019 | L2-020 | L2-083,L2-025: is custom dberr limited to storproc | L2-123: view/indexed view | L2-019: indexed view | L2-020: custom db error from stored proc | L2-083: !!!,RB04-lower-middle,pending-verified-transcript-after-source-repair
NU-089,NIMG-061,53559e9dd425e45993b21e2dd9255f356c623506,8532.483119328295,17719.860022335975,8996.483119328295,17947.860022335975,928.0,456.0,assets/source-images-added-v002/NIMG-061__53559e9dd4.png,L2-025 | L2-123 | L2-019 | L2-083 | L2-020,L2-025: is custom dberr limited to storproc | L2-123: view/indexed view | L2-019: indexed view | L2-083: !!! | L2-020: custom db error from stored proc,RB04-lower-middle,pending-verified-transcript-after-source-repair
NU-090,NIMG-040,3bcfb73a80c282184074225a5e1962224e053e0a,8552.062417075227,18179.518806748187,9007.562417075227,18371.018806748187,911.0,383.0,assets/source-images-added-v002/NIMG-040__3bcfb73a80.png,L2-025 | L2-123 | L2-019 | L2-083 | L2-070,L2-025: is custom dberr limited to storproc | L2-123: view/indexed view | L2-019: indexed view | L2-083: !!! | L2-070: db/sql shit,RB04-lower-middle,pending-verified-transcript-after-source-repair
NU-091,NIMG-091,7f38906d9589ffcf4291e7471930a2ac4c271208,8543.22904305179,18589.85205870131,9038.22904305179,18688.35205870131,990.0,197.0,assets/source-images-added-v002/NIMG-091__7f38906d95.png,L2-025 | L2-123 | L2-070 | L2-083 | L2-019,L2-025: is custom dberr limited to storproc | L2-123: view/indexed view | L2-070: db/sql shit | L2-083: !!! | L2-019: indexed view,RB04-lower-middle,pending-verified-transcript-after-source-repair
NU-092,NIMG-059,51d9638065fc062a1df7433d888507bd9deba5a1,8523.395791098665,18809.685371689593,9024.895791098665,18941.685371689593,1003.0,264.0,assets/source-images-added-v002/NIMG-059__51d9638065.png,L2-025 | L2-123 | L2-070 | L2-083 | L2-019,L2-025: is custom dberr limited to storproc | L2-123: view/indexed view | L2-070: db/sql shit | L2-083: !!! | L2-019: indexed view,RB04-lower-middle,pending-verified-transcript-after-source-repair
