source_id,sha256,sha256_12,image_file,pixel_width,pixel_height,placement_count,region_id,title,first_x,first_y,nearest_text_groups,nearest_canvas_text,status,transcript_status
S-056,961faf90010b0b753658d41108eb82beeadc05d3f197219748d4115e7a63dcca,961faf90010b,source/images/S-056__961faf90010b.png,976,355,2,R03,ScopeRequirement definition and required scope value,1484.1149682410542,4225.7839313997365,"[""TG-019"", ""TG-018"", ""TG-013""]","[""scope claims"", ""using Microsoft.AspNetCore.Authorization;\nusing System.Security.Claims;\npublic sealed class ScopeRequirementHandler : AuthorizationHandler<ScopeRequirement>\n{\nprotected override Task HandleRequirementAsync(AuthorizationHandlerContext context, ScopeRequirement requirement)\n{\nif (HasScope(context.User, requirement.Scope))\ncontext.Succeed(requirement);\nreturn Task.CompletedTask; // do nothing => not satisfied\n}\nprivate static bool HasScope(ClaimsPrincipal user, string needed)\n{\n// gather all possible scope strings\nvar values = user.FindAll(\""scope\"").Select(c => c.Value)\n.Concat(user.FindAll(\""scp\"").Select(c => c.Value));\nforeach (var v in values)\n{\n// handle both \""a b c\"" and single-value\nvar scopes = v.Split(' ', StringSplitOptions.RemoveEmptyEntries);\nif (scopes.Contains(needed, StringComparer.Ordinal))\nreturn true;\n}\nreturn false;\n}\n}"", ""IAuthoriazationHandler\nmultiple requirements (usually of one type,\nlike scope requirement)""]",visually-reviewed-stage0-v002,pending-near-literal-source-block
S-057,a58a93244dc482f65cc02e01a081a16278f796f6d3797da8698776b6c72ce339,a58a93244dc4,source/images/S-057__a58a93244dc4.png,981,535,2,R03,ScopeRequirementHandler supports scope/scp and repeated claims,1519.1839501790928,4626.088727296589,"[""TG-019"", ""TG-018"", ""TG-027""]","[""scope claims"", ""using Microsoft.AspNetCore.Authorization;\nusing System.Security.Claims;\npublic sealed class ScopeRequirementHandler : AuthorizationHandler<ScopeRequirement>\n{\nprotected override Task HandleRequirementAsync(AuthorizationHandlerContext context, ScopeRequirement requirement)\n{\nif (HasScope(context.User, requirement.Scope))\ncontext.Succeed(requirement);\nreturn Task.CompletedTask; // do nothing => not satisfied\n}\nprivate static bool HasScope(ClaimsPrincipal user, string needed)\n{\n// gather all possible scope strings\nvar values = user.FindAll(\""scope\"").Select(c => c.Value)\n.Concat(user.FindAll(\""scp\"").Select(c => c.Value));\nforeach (var v in values)\n{\n// handle both \""a b c\"" and single-value\nvar scopes = v.Split(' ', StringSplitOptions.RemoveEmptyEntries);\nif (scopes.Contains(needed, StringComparer.Ordinal))\nreturn true;\n}\nreturn false;\n}\n}"", ""different requirement types\none logical domain""]",visually-reviewed-stage0-v002,pending-near-literal-source-block
S-058,d9fa3dcf0f55d0568e451661f01a58b33e86bb8a2233c6929807c4c7dc7dcc37,d9fa3dcf0f55,source/images/S-058__d9fa3dcf0f55.png,947,442,2,R03,HasScope helper parses space-separated scope values,1502.4245448948677,5148.063159114766,"[""TG-018"", ""TG-019"", ""TG-027""]","[""using Microsoft.AspNetCore.Authorization;\nusing System.Security.Claims;\npublic sealed class ScopeRequirementHandler : AuthorizationHandler<ScopeRequirement>\n{\nprotected override Task HandleRequirementAsync(AuthorizationHandlerContext context, ScopeRequirement requirement)\n{\nif (HasScope(context.User, requirement.Scope))\ncontext.Succeed(requirement);\nreturn Task.CompletedTask; // do nothing => not satisfied\n}\nprivate static bool HasScope(ClaimsPrincipal user, string needed)\n{\n// gather all possible scope strings\nvar values = user.FindAll(\""scope\"").Select(c => c.Value)\n.Concat(user.FindAll(\""scp\"").Select(c => c.Value));\nforeach (var v in values)\n{\n// handle both \""a b c\"" and single-value\nvar scopes = v.Split(' ', StringSplitOptions.RemoveEmptyEntries);\nif (scopes.Contains(needed, StringComparer.Ordinal))\nreturn true;\n}\nreturn false;\n}\n}"", ""scope claims"", ""different requirement types\none logical domain""]",visually-reviewed-stage0-v002,pending-near-literal-source-block
S-059,b3d3860e13e13e5c5210c87249094d77347462c24700a04aecb95c8865550142,b3d3860e13e1,source/images/S-059__b3d3860e13e1.png,928,253,1,R03,When a non-generic authorization handler is useful,7075.807743533769,5567.458452533756,"[""TG-026"", ""TG-032"", ""TG-031""]","[""When non generic"", ""even if there is some inher\ncan use generic handler"", ""requirements need\nto be considered\ntogether""]",visually-reviewed-stage0-v002,pending-near-literal-source-block
S-060,2e29e7d75841efcd6920fc3f2938c734016ba5562c0e2c4a3aa7ad6db9407ede,2e29e7d75841,source/images/S-060__2e29e7d75841.png,976,235,1,R03,Generic handler is usually enough for one requirement type,6047.245141808509,5579.106621848986,"[""TG-032"", ""TG-004"", ""TG-030""]","[""even if there is some inher\ncan use generic handler"", ""NON Generic AuthorizationHandler"", ""batching, when we can\ncheck all permissions in\none call to api/method""]",visually-reviewed-stage0-v002,pending-near-literal-source-block
S-061,f3ec0ebfd96d9822d53308aa26254fee18fba61ff289459b683c0ad1393d7011,f3ec0ebfd96d,source/images/S-061__f3ec0ebfd96d.png,952,351,2,R04,Register ScopeRequirementHandler and ProductsRead/ProductsWrite policies,1476.8942048735626,5631.138898195027,"[""TG-018"", ""TG-019"", ""TG-027""]","[""using Microsoft.AspNetCore.Authorization;\nusing System.Security.Claims;\npublic sealed class ScopeRequirementHandler : AuthorizationHandler<ScopeRequirement>\n{\nprotected override Task HandleRequirementAsync(AuthorizationHandlerContext context, ScopeRequirement requirement)\n{\nif (HasScope(context.User, requirement.Scope))\ncontext.Succeed(requirement);\nreturn Task.CompletedTask; // do nothing => not satisfied\n}\nprivate static bool HasScope(ClaimsPrincipal user, string needed)\n{\n// gather all possible scope strings\nvar values = user.FindAll(\""scope\"").Select(c => c.Value)\n.Concat(user.FindAll(\""scp\"").Select(c => c.Value));\nforeach (var v in values)\n{\n// handle both \""a b c\"" and single-value\nvar scopes = v.Split(' ', StringSplitOptions.RemoveEmptyEntries);\nif (scopes.Contains(needed, StringComparer.Ordinal))\nreturn true;\n}\nreturn false;\n}\n}"", ""scope claims"", ""different requirement types\none logical domain""]",visually-reviewed-stage0-v002,pending-near-literal-source-block
S-062,53992f53f0e515fedb2f59f427eed34b9fc152e7ab6da2a218e63503a796b120,53992f53f0e5,source/images/S-062__53992f53f0e5.png,939,147,1,R04,IAuthorizationRequirementData produces requirements from endpoint metadata,17893.53430045916,5635.636239024952,"[""TG-016"", ""TG-015"", ""TG-017""]","[""example"", ""IAuthorizationRequirementData"", ""case in authoriz\nmiddleware""]",visually-reviewed-stage0-v002,pending-near-literal-source-block
S-063,add7639454fb0d2bff8f7a1329a7f33ab80f63b8d623afbd0dd6a9c289a42892,add7639454fb,source/images/S-063__add7639454fb.png,945,583,1,R04,Middleware code combines IAuthorizationRequirementData into effective policy,16908.804574425703,5640.20217733875,"[""TG-017"", ""TG-015"", ""TG-016""]","[""case in authoriz\nmiddleware"", ""IAuthorizationRequirementData"", ""example""]",visually-reviewed-stage0-v002,pending-near-literal-source-block
S-064,33f8b19af7d10d5d9a335100a965d7eb58397f5ea72341bb4d0c79cb93ac9d9f,33f8b19af7d1,source/images/S-064__33f8b19af7d1.png,1033,282,1,R04,Why a policy can still succeed when one handler does nothing,13913.376895639407,5766.794175504916,"[""TG-009"", ""TG-010"", ""TG-011""]","[""when policy might succeed when\none handler didnt call success"", ""can edit requirement\nadmincanedithandler\nscopehandler (IAuthorizaitonHandler not gen)"", ""better to add fallbackpolicy\nand mark allowanonymus where you dont have\nit""]",visually-reviewed-stage0-v002,pending-near-literal-source-block
S-065,d4e2dff67ec6851fa6b8a0beb3cdbe4625057d0e9a33ee6500260e3cb249d5ab,d4e2dff67ec6,source/images/S-065__d4e2dff67ec6.png,1107,403,1,R04,"Succeed, do nothing, and Fail semantics in authorization handlers",11864.056838450162,5871.94361965309,"[""TG-008"", ""TG-006"", ""TG-009""]","[""scope claims"", ""why to not use context.fail everywhere, multiple handlers registered\nfor one requirement"", ""when policy might succeed when\none handler didnt call success""]",visually-reviewed-stage0-v002,pending-near-literal-source-block
S-066,feb930e951d0b4842bfa6653d58ac9504bffcff2ba2e8656145245ce70dfef49,feb930e951d0,source/images/S-066__feb930e951d0.png,997,319,2,R04,Using ProductsRead and ProductsWrite policies in controllers,1451.9698884673126,6013.199522751148,"[""TG-018"", ""TG-019"", ""TG-027""]","[""using Microsoft.AspNetCore.Authorization;\nusing System.Security.Claims;\npublic sealed class ScopeRequirementHandler : AuthorizationHandler<ScopeRequirement>\n{\nprotected override Task HandleRequirementAsync(AuthorizationHandlerContext context, ScopeRequirement requirement)\n{\nif (HasScope(context.User, requirement.Scope))\ncontext.Succeed(requirement);\nreturn Task.CompletedTask; // do nothing => not satisfied\n}\nprivate static bool HasScope(ClaimsPrincipal user, string needed)\n{\n// gather all possible scope strings\nvar values = user.FindAll(\""scope\"").Select(c => c.Value)\n.Concat(user.FindAll(\""scp\"").Select(c => c.Value));\nforeach (var v in values)\n{\n// handle both \""a b c\"" and single-value\nvar scopes = v.Split(' ', StringSplitOptions.RemoveEmptyEntries);\nif (scopes.Contains(needed, StringComparer.Ordinal))\nreturn true;\n}\nreturn false;\n}\n}"", ""scope claims"", ""different requirement types\none logical domain""]",visually-reviewed-stage0-v002,pending-near-literal-source-block
S-067,eb7f882e6cb1d68641ee24948ff2696ce80fce932ffb1f9afc19e27d29bff61d,eb7f882e6cb1,source/images/S-067__eb7f882e6cb1.png,939,312,1,R04,MinimumAge attribute as requirement metadata,17923.53418420172,6030.913883591067,"[""TG-016"", ""TG-015"", ""TG-017""]","[""example"", ""IAuthorizationRequirementData"", ""case in authoriz\nmiddleware""]",visually-reviewed-stage0-v002,pending-near-literal-source-block
S-068,dc5cf22cf3cb22486313e419da963202bbbf8463ba9d06f2de4893c495607bcb,dc5cf22cf3cb,source/images/S-068__dc5cf22cf3cb.png,913,366,1,R04,Shared IPermissionRequirement interface can enable a generic handler,6040.56683777205,6079.8643637578125,"[""TG-032"", ""TG-030"", ""TG-004""]","[""even if there is some inher\ncan use generic handler"", ""batching, when we can\ncheck all permissions in\none call to api/method"", ""NON Generic AuthorizationHandler""]",visually-reviewed-stage0-v002,pending-near-literal-source-block
S-069,ea0842f7788b6e858a027765f18eeee234c035081518dd8d42eaf3e05901f500,ea0842f7788b,source/images/S-069__ea0842f7788b.png,966,217,1,R04,Endpoint metadata requirements are added to the normal policy,16870.03440218442,6130.636137299694,"[""TG-017"", ""TG-015"", ""TG-016""]","[""case in authoriz\nmiddleware"", ""IAuthorizationRequirementData"", ""example""]",visually-reviewed-stage0-v002,pending-near-literal-source-block
S-070,0e8228f66e5dbdbcea6775b0d65be82ffbc00e3f9b84316a1124afb077fe01ac,0e8228f66e5d,source/images/S-070__0e8228f66e5d.png,919,559,1,R04,"Legitimate explicit Fail cases: blocked account, revoked token, tenant violation, MFA, malformed claims",12022.422652212004,6296.319037565054,"[""TG-008"", ""TG-011"", ""TG-006""]","[""scope claims"", ""better to add fallbackpolicy\nand mark allowanonymus where you dont have\nit"", ""why to not use context.fail everywhere, multiple handlers registered\nfor one requirement""]",visually-reviewed-stage0-v002,pending-near-literal-source-block
S-071,53bb0e186368c1f80cf487617c6a6c98c1e807a133ecc86e36965284a43da113,53bb0e186368,source/images/S-071__53bb0e186368.png,973,501,3,R04,Policy config with one CanEditProductRequirement and two alternative handlers,1462.7225562939457,6338.816000023869,"[""TG-018"", ""TG-019"", ""TG-027""]","[""using Microsoft.AspNetCore.Authorization;\nusing System.Security.Claims;\npublic sealed class ScopeRequirementHandler : AuthorizationHandler<ScopeRequirement>\n{\nprotected override Task HandleRequirementAsync(AuthorizationHandlerContext context, ScopeRequirement requirement)\n{\nif (HasScope(context.User, requirement.Scope))\ncontext.Succeed(requirement);\nreturn Task.CompletedTask; // do nothing => not satisfied\n}\nprivate static bool HasScope(ClaimsPrincipal user, string needed)\n{\n// gather all possible scope strings\nvar values = user.FindAll(\""scope\"").Select(c => c.Value)\n.Concat(user.FindAll(\""scp\"").Select(c => c.Value));\nforeach (var v in values)\n{\n// handle both \""a b c\"" and single-value\nvar scopes = v.Split(' ', StringSplitOptions.RemoveEmptyEntries);\nif (scopes.Contains(needed, StringComparer.Ordinal))\nreturn true;\n}\nreturn false;\n}\n}"", ""scope claims"", ""different requirement types\none logical domain""]",visually-reviewed-stage0-v002,pending-near-literal-source-block
S-072,a88dbef74a0d2f9fbff6bb6171bbcf407eff3a0790b46e7670ea476eca17cb54,a88dbef74a0d,source/images/S-072__a88dbef74a0d.png,910,493,1,R04,MinimumAgeAttribute implements IAuthorizationRequirementData,17923.136112735796,6340.04334787677,"[""TG-016"", ""TG-015"", ""TG-017""]","[""example"", ""IAuthorizationRequirementData"", ""case in authoriz\nmiddleware""]",visually-reviewed-stage0-v002,pending-near-literal-source-block
S-073,57a1c9463450016e47cb70ed0b9b0b6e18302e7b733fe7abd54c8bf883d34742,57a1c9463450,source/images/S-073__57a1c9463450.png,848,284,1,R04,Same requirement with multiple handlers gives OR-style satisfaction,13911.393787339286,6377.655591915766,"[""TG-010"", ""TG-009"", ""TG-011""]","[""can edit requirement\nadmincanedithandler\nscopehandler (IAuthorizaitonHandler not gen)"", ""when policy might succeed when\none handler didnt call success"", ""better to add fallbackpolicy\nand mark allowanonymus where you dont have\nit""]",visually-reviewed-stage0-v002,pending-near-literal-source-block
S-074,04334976e0ab409d65f1599c860b494445dbe5e1a4090343df64126e21267d61,04334976e0ab,source/images/S-074__04334976e0ab.png,909,162,1,R04,CanEditProductRequirement marker type,13936.131911641742,6686.274610470457,"[""TG-010"", ""TG-009"", ""TG-011""]","[""can edit requirement\nadmincanedithandler\nscopehandler (IAuthorizaitonHandler not gen)"", ""when policy might succeed when\none handler didnt call success"", ""better to add fallbackpolicy\nand mark allowanonymus where you dont have\nit""]",visually-reviewed-stage0-v002,pending-near-literal-source-block
S-075,a5869fcb8619295b0c76fc4f8cbe9718ab8c5ce48e1f1038ed949a35e39411c5,a5869fcb8619,source/images/S-075__a5869fcb8619.png,822,195,1,R04,When not to call Fail for a missing permission,12073.45561924497,6746.200019010366,"[""TG-011"", ""TG-008"", ""TG-010""]","[""better to add fallbackpolicy\nand mark allowanonymus where you dont have\nit"", ""scope claims"", ""can edit requirement\nadmincanedithandler\nscopehandler (IAuthorizaitonHandler not gen)""]",visually-reviewed-stage0-v002,pending-near-literal-source-block
S-076,176e59d437a2b1a22cd4d4dd9a9b80ac6faf106e20fd3498773079ce9bd0fac6,176e59d437a2,source/images/S-076__176e59d437a2.png,952,357,1,R04,MinimumAgeRequirement class with Age,17913.224718520916,6838.890045002885,"[""TG-016"", ""TG-015"", ""TG-017""]","[""example"", ""IAuthorizationRequirementData"", ""case in authoriz\nmiddleware""]",visually-reviewed-stage0-v002,pending-near-literal-source-block
S-077,a5e708f3becbc7b46134df4bfeecfbc64b76e3d725867ec83cdabc26419720ee,a5e708f3becb,source/images/S-077__a5e708f3becb.png,936,493,1,R05,AdminCanEditHandler role-based alternative,13994.207460868833,6876.985133340929,"[""TG-010"", ""TG-009"", ""TG-011""]","[""can edit requirement\nadmincanedithandler\nscopehandler (IAuthorizaitonHandler not gen)"", ""when policy might succeed when\none handler didnt call success"", ""better to add fallbackpolicy\nand mark allowanonymus where you dont have\nit""]",visually-reviewed-stage0-v002,pending-near-literal-source-block
S-078,6c9ff652a3d2fcbbe4fb6b6b6d506bf27082969b35e3e3dfdb84fbcf70ca39cd,6c9ff652a3d2,source/images/S-078__6c9ff652a3d2.png,918,663,1,R05,"OAuth scopes: meaning, claim formats, least privilege, and roles comparison",12105.81140990139,6963.845397002055,"[""TG-011"", ""TG-008"", ""TG-010""]","[""better to add fallbackpolicy\nand mark allowanonymus where you dont have\nit"", ""scope claims"", ""can edit requirement\nadmincanedithandler\nscopehandler (IAuthorizaitonHandler not gen)""]",visually-reviewed-stage0-v002,pending-near-literal-source-block
S-079,141bd552a656db71554842ca6ef47e0c1e6e3fa98f95621294ef1e66df484f9e,141bd552a656,source/images/S-079__141bd552a656.png,897,606,1,R05,Non-generic handler for unrelated requirement types in one domain,4658.848617750587,6981.89306723546,"[""TG-027"", ""TG-030"", ""TG-032""]","[""different requirement types\none logical domain"", ""batching, when we can\ncheck all permissions in\none call to api/method"", ""even if there is some inher\ncan use generic handler""]",visually-reviewed-stage0-v002,pending-near-literal-source-block
S-080,4c0e5676fdb97848cc02690d01c08d38993b89938459d55e67843aff6f30aa76,4c0e5676fdb9,source/images/S-080__4c0e5676fdb9.png,1043,368,1,R05,Batching is a strong reason for a non-generic handler,6090.307499393144,7105.7159432120225,"[""TG-030"", ""TG-032"", ""TG-031""]","[""batching, when we can\ncheck all permissions in\none call to api/method"", ""even if there is some inher\ncan use generic handler"", ""requirements need\nto be considered\ntogether""]",visually-reviewed-stage0-v002,pending-near-literal-source-block
S-081,88a5bc258634527089b2b85eef986f893b5f821d006354628c7ba9ca110a0bcb,88a5bc258634,source/images/S-081__88a5bc258634.png,883,136,1,R05,Requirements sometimes need to be considered together,7734.307865604082,7199.049500340929,"[""TG-031"", ""TG-035"", ""TG-030""]","[""requirements need\nto be considered\ntogether"", ""!!!!"", ""batching, when we can\ncheck all permissions in\none call to api/method""]",visually-reviewed-stage0-v002,pending-near-literal-source-block
S-082,b73360104c71252199f6ff5238e3f1ac61bd2506f18b0fcb396e663f68c5b645,b73360104c71,source/images/S-082__b73360104c71.png,983,316,1,R05,AuthorizationMiddleware reads requirement-producing endpoint metadata,17919.470759955067,7224.786824381135,"[""TG-016"", ""TG-015"", ""TG-017""]","[""example"", ""IAuthorizationRequirementData"", ""case in authoriz\nmiddleware""]",visually-reviewed-stage0-v002,pending-near-literal-source-block
S-083,cfa71fe6f7a4018639ce7d4876848cd608f83083bc12e6e2a98f1cbddbc5f6de,cfa71fe6f7a4,source/images/S-083__cfa71fe6f7a4.png,935,462,1,R05,ScopeCanEditHandler as alternative to AdminCanEditHandler,13999.815320833055,7271.151812723253,"[""TG-010"", ""TG-009"", ""TG-011""]","[""can edit requirement\nadmincanedithandler\nscopehandler (IAuthorizaitonHandler not gen)"", ""when policy might succeed when\none handler didnt call success"", ""better to add fallbackpolicy\nand mark allowanonymus where you dont have\nit""]",visually-reviewed-stage0-v002,pending-near-literal-source-block
S-084,0b2dd4897d203b398315b02ff79223faab97ea9bfc2ebebe01726e190f2e312e,0b2dd4897d20,source/images/S-084__0b2dd4897d20.png,918,536,1,R05,"Policy with SameTenant, DocumentSensitivity, and Clearance requirements",7728.116047594522,7356.5599373526475,"[""TG-031"", ""TG-035"", ""TG-007""]","[""requirements need\nto be considered\ntogether"", ""!!!!"", ""using Microsoft.AspNetCore.Authorization;\nusing System.Security.Claims;\npublic sealed class ScopeRequirementHandler : AuthorizationHandler<ScopeRequirement>\n{\nprotected override Task HandleRequirementAsync(AuthorizationHandlerContext context, ScopeRequirement requirement)\n{\nif (HasScope(context.User, requirement.Scope))\ncontext.Succeed(requirement);\nreturn Task.CompletedTask; // do nothing => not satisfied\n}\nprivate static bool HasScope(ClaimsPrincipal user, string needed)\n{\n// gather all possible scope strings\nvar values = user.FindAll(\""scope\"").Select(c => c.Value)\n.Concat(user.FindAll(\""scp\"").Select(c => c.Value));\nforeach (var v in values)\n{\n// handle both \""a b c\"" and single-value\nvar scopes = v.Split(' ', StringSplitOptions.RemoveEmptyEntries);\nif (scopes.Contains(needed, StringComparer.Ordinal))\nreturn true;\n}\nreturn false;\n}\n}""]",visually-reviewed-stage0-v002,pending-near-literal-source-block
S-085,da475ed8995fd901e4596ca8f5e9f936f4c0f8daa26f0599ae80c226b404de4e,da475ed8995f,source/images/S-085__da475ed8995f.png,772,280,1,R05,Scope versus role,12116.577206604687,7455.477808413883,"[""TG-011"", ""TG-008"", ""TG-010""]","[""better to add fallbackpolicy\nand mark allowanonymus where you dont have\nit"", ""scope claims"", ""can edit requirement\nadmincanedithandler\nscopehandler (IAuthorizaitonHandler not gen)""]",visually-reviewed-stage0-v002,pending-near-literal-source-block
S-086,79ddc4a4a1078df08091061d93646804a0d11a3581463617d05be64da98a0a23,79ddc4a4a107,source/images/S-086__79ddc4a4a107.png,960,229,1,R05,Unrelated document requirements still belong to one authorization domain,4635.807499393144,7485.8826912588975,"[""TG-027"", ""TG-030"", ""TG-032""]","[""different requirement types\none logical domain"", ""batching, when we can\ncheck all permissions in\none call to api/method"", ""even if there is some inher\ncan use generic handler""]",visually-reviewed-stage0-v002,pending-near-literal-source-block
S-087,4eefadefe8e9795e36998ce74117618550401c3e94ffa6d5e63b33dd0cc01d55,4eefadefe8e9,source/images/S-087__4eefadefe8e9.png,971,313,1,R05,BatchedPermissionHandler dependency and constructor,6076.974125369707,7489.215882176866,"[""TG-030"", ""TG-035"", ""TG-032""]","[""batching, when we can\ncheck all permissions in\none call to api/method"", ""!!!!"", ""even if there is some inher\ncan use generic handler""]",visually-reviewed-stage0-v002,pending-near-literal-source-block
S-088,66d9fafd09036d02080b65bac805a18ae46363781741bc382860d944a72e54b6,66d9fafd0903,source/images/S-088__66d9fafd0903.png,905,219,1,R05,HasScope helper implementation,14027.793102870355,7660.297674004037,"[""TG-010"", ""TG-011"", ""TG-009""]","[""can edit requirement\nadmincanedithandler\nscopehandler (IAuthorizaitonHandler not gen)"", ""better to add fallbackpolicy\nand mark allowanonymus where you dont have\nit"", ""when policy might succeed when\none handler didnt call success""]",visually-reviewed-stage0-v002,pending-near-literal-source-block
S-089,36072269a0f45756017d61343182a4adecf32c83f4dc1d5e52d7b49c04af7d8d,36072269a0f4,source/images/S-089__36072269a0f4.png,1007,527,1,R05,DocumentAuthorizationHandler loads a document once,4637.669041083285,7728.559754247179,"[""TG-027"", ""TG-030"", ""TG-028""]","[""different requirement types\none logical domain"", ""batching, when we can\ncheck all permissions in\none call to api/method"", ""when need to succeed all\nfail all based on one thing""]",visually-reviewed-stage0-v002,pending-near-literal-source-block
S-090,cf0a31a01f5c6b285fe2379a6eb59706b37466818f906f8b76a0b71c7655bea7,cf0a31a01f5c,source/images/S-090__cf0a31a01f5c.png,969,430,1,R05,Batched permission check over all pending IPermissionRequirement items,6092.640873416582,7789.3826912588975,"[""TG-030"", ""TG-035"", ""TG-028""]","[""batching, when we can\ncheck all permissions in\none call to api/method"", ""!!!!"", ""when need to succeed all\nfail all based on one thing""]",visually-reviewed-stage0-v002,pending-near-literal-source-block
S-091,033de3a3aff9857dd7110df6479324480e9803eb62c3164943e36d2eaf4071d2,033de3a3aff9,source/images/S-091__033de3a3aff9.png,960,453,1,R05,Non-generic handler sees the full pending requirement set,7712.750015593734,7852.811445792939,"[""TG-035"", ""TG-031"", ""TG-007""]","[""!!!!"", ""requirements need\nto be considered\ntogether"", ""using Microsoft.AspNetCore.Authorization;\nusing System.Security.Claims;\npublic sealed class ScopeRequirementHandler : AuthorizationHandler<ScopeRequirement>\n{\nprotected override Task HandleRequirementAsync(AuthorizationHandlerContext context, ScopeRequirement requirement)\n{\nif (HasScope(context.User, requirement.Scope))\ncontext.Succeed(requirement);\nreturn Task.CompletedTask; // do nothing => not satisfied\n}\nprivate static bool HasScope(ClaimsPrincipal user, string needed)\n{\n// gather all possible scope strings\nvar values = user.FindAll(\""scope\"").Select(c => c.Value)\n.Concat(user.FindAll(\""scp\"").Select(c => c.Value));\nforeach (var v in values)\n{\n// handle both \""a b c\"" and single-value\nvar scopes = v.Split(' ', StringSplitOptions.RemoveEmptyEntries);\nif (scopes.Contains(needed, StringComparer.Ordinal))\nreturn true;\n}\nreturn false;\n}\n}""]",visually-reviewed-stage0-v002,pending-near-literal-source-block
S-092,5bbc661ec82d1bd546e11c00de9d2cfd822dab459952d79c9c87e61494c8f472,5bbc661ec82d,source/images/S-092__5bbc661ec82d.png,927,524,1,R05,ClaimsPrincipal can satisfy a claim across multiple identities,15336.48021050772,8007.873720051795,"[""TG-010"", ""TG-009"", ""TG-017""]","[""can edit requirement\nadmincanedithandler\nscopehandler (IAuthorizaitonHandler not gen)"", ""when policy might succeed when\none handler didnt call success"", ""case in authoriz\nmiddleware""]",visually-reviewed-stage0-v002,pending-near-literal-source-block
S-093,e275ce3b3e5dfd7addeee0359f9e7ea1ab77cf0ac5c3d97289311e6a12a4c88b,e275ce3b3e5d,source/images/S-093__e275ce3b3e5d.png,867,387,1,R06,Secure-by-default authorization and why AllowAnonymous matters,12182.601237017632,8162.073254319295,"[""TG-011"", ""TG-008"", ""TG-010""]","[""better to add fallbackpolicy\nand mark allowanonymus where you dont have\nit"", ""scope claims"", ""can edit requirement\nadmincanedithandler\nscopehandler (IAuthorizaitonHandler not gen)""]",visually-reviewed-stage0-v002,pending-near-literal-source-block
S-094,1c3aff5862e87cbb3ee8d34ac98dbf2dc8699fc81682288f754084bd0731be7a,1c3aff5862e8,source/images/S-094__1c3aff5862e8.png,917,433,1,R06,Switch over pending document requirements,4642.640873416582,8217.216004247179,"[""TG-027"", ""TG-028"", ""TG-030""]","[""different requirement types\none logical domain"", ""when need to succeed all\nfail all based on one thing"", ""batching, when we can\ncheck all permissions in\none call to api/method""]",visually-reviewed-stage0-v002,pending-near-literal-source-block
S-095,fda2f4c382892c653c304a8cda969db96d808202f1711ce1fdcbfb652d14dd2c,fda2f4c38289,source/images/S-095__fda2f4c38289.png,875,237,1,R06,Succeed every granted permission requirement after one batch lookup,6082.307499393144,8239.215943212022,"[""TG-028"", ""TG-035"", ""TG-030""]","[""when need to succeed all\nfail all based on one thing"", ""!!!!"", ""batching, when we can\ncheck all permissions in\none call to api/method""]",visually-reviewed-stage0-v002,pending-near-literal-source-block
S-096,ed7d40e607c1e45608faf4210423ba369a00d11f31c207f61e65830bddf7f680,ed7d40e607c1,source/images/S-096__ed7d40e607c1.png,941,294,1,R06,Three requirements become one permission-service call,6095.974247440019,8473.382569188585,"[""TG-028"", ""TG-035"", ""TG-030""]","[""when need to succeed all\nfail all based on one thing"", ""!!!!"", ""batching, when we can\ncheck all permissions in\none call to api/method""]",visually-reviewed-stage0-v002,pending-near-literal-source-block
S-097,40395a24e3fd029965020c1888cbfe22796fbe0a5497e06bfd230eb38a4f184a,40395a24e3fd,source/images/S-097__40395a24e3fd.png,901,229,1,R06,Claim can come from an external identity even when app cookie lacks it,15345.939148989874,8511.196611287147,"[""TG-010"", ""TG-011"", ""TG-009""]","[""can edit requirement\nadmincanedithandler\nscopehandler (IAuthorizaitonHandler not gen)"", ""better to add fallbackpolicy\nand mark allowanonymus where you dont have\nit"", ""when policy might succeed when\none handler didnt call success""]",visually-reviewed-stage0-v002,pending-near-literal-source-block
S-098,50c168b40e3513a894259ed6ce234e0827cfcf7a151b4d943b53c43a38d0c3cf,50c168b40e35,source/images/S-098__50c168b40e35.png,1016,528,1,R06,FallbackPolicy secure-by-default configuration,12201.58190129151,8590.607451445418,"[""TG-011"", ""TG-008"", ""TG-007""]","[""better to add fallbackpolicy\nand mark allowanonymus where you dont have\nit"", ""scope claims"", ""using Microsoft.AspNetCore.Authorization;\nusing System.Security.Claims;\npublic sealed class ScopeRequirementHandler : AuthorizationHandler<ScopeRequirement>\n{\nprotected override Task HandleRequirementAsync(AuthorizationHandlerContext context, ScopeRequirement requirement)\n{\nif (HasScope(context.User, requirement.Scope))\ncontext.Succeed(requirement);\nreturn Task.CompletedTask; // do nothing => not satisfied\n}\nprivate static bool HasScope(ClaimsPrincipal user, string needed)\n{\n// gather all possible scope strings\nvar values = user.FindAll(\""scope\"").Select(c => c.Value)\n.Concat(user.FindAll(\""scp\"").Select(c => c.Value));\nforeach (var v in values)\n{\n// handle both \""a b c\"" and single-value\nvar scopes = v.Split(' ', StringSplitOptions.RemoveEmptyEntries);\nif (scopes.Contains(needed, StringComparer.Ordinal))\nreturn true;\n}\nreturn false;\n}\n}""]",visually-reviewed-stage0-v002,pending-near-literal-source-block
