source_id,image_use,href,x,y,width,height,pixel_width,pixel_height,asset_sha1,region,transcript,review_status,review_basis,audit_filename
S-072,U-072,image-3f84c2251c01a8708e7f018008cfa80422859db7,20628.13638217694,1605.82192125637,681.0,419.0,681,419,6c7112e08d44045292b2a8909ae4e6250dc379ae,R05,regions/R05-hashing-theory-salt-pepper-key-stretching-costs.md,processed,visual inspection of extracted screenshot plus canvas context,S-072__image-3f84c2251c01a8708e7f018008cfa80422859db7__6c7112e08d44.png
S-073,U-073,image-e63cd5a667d3ccd90aad914cb0fbbee52c33f861,18983.88161557784,789.2705881391985,973.0,274.0,973,274,a0cbad129c13c97e3166884f7dc3abc4955c6681,R05,regions/R05-hashing-theory-salt-pepper-key-stretching-costs.md,processed,visual inspection of extracted screenshot plus canvas context,S-073__image-e63cd5a667d3ccd90aad914cb0fbbee52c33f861__a0cbad129c13.png
S-074,U-074,image-ac8e496e5896724c27e0d383a8cd8e3b10fbe683,18988.307586714993,1062.770520322355,976.0,447.0,976,447,37766fd5875cba6410fdf96c55fbf111ca58a5e9,R05,regions/R05-hashing-theory-salt-pepper-key-stretching-costs.md,processed,visual inspection of extracted screenshot plus canvas context,S-074__image-ac8e496e5896724c27e0d383a8cd8e3b10fbe683__37766fd5875c.png
S-075,U-075,image-fd68a3cf7ebf1ad17ff7d810498790c8d4da7a94,18990.344533329575,1509.122462596667,886.0,298.0,886,298,270589a2919dc49fa9857855993689842ce148e7,R05,regions/R05-hashing-theory-salt-pepper-key-stretching-costs.md,processed,visual inspection of extracted screenshot plus canvas context,S-075__image-fd68a3cf7ebf1ad17ff7d810498790c8d4da7a94__270589a2919d.png
S-076,U-076,image-de85dd245ef105b40150db3013132c283c71e70d,18971.844533329575,1844.8631581261825,923.0,308.0,923,308,7fd5cfc110b7334be71af0baff7ce0dc55530163,R05,regions/R05-hashing-theory-salt-pepper-key-stretching-costs.md,processed,visual inspection of extracted screenshot plus canvas context,S-076__image-de85dd245ef105b40150db3013132c283c71e70d__7fd5cfc110b7.png
S-077,U-077,image-2ef819e4b2b8a1deb465e3b124aba4508af36c8c,18996.24181144092,2184.3735747928467,833.0,482.0,1048,607,0456074cad3a531913fdf845d747f0049b83adcf,R05,regions/R05-hashing-theory-salt-pepper-key-stretching-costs.md,processed,visual inspection of extracted screenshot plus canvas context,S-077__image-2ef819e4b2b8a1deb465e3b124aba4508af36c8c__0456074cad3a.png
S-078,U-078,image-2063288d433a30abd58cc88111fb031138913665,19012.249668131994,2708.925437978908,679.0,482.0,810,575,6db741cbf04dd926cad5b9326c9118a654ecb241,R05,regions/R05-hashing-theory-salt-pepper-key-stretching-costs.md,processed,visual inspection of extracted screenshot plus canvas context,S-078__image-2063288d433a30abd58cc88111fb031138913665__6db741cbf04d.png
S-079,U-079,image-23c6556a32b01f5c32c20b10e6129c13d5b7f508,18937.98912226793,3212.256329905994,1027.0,222.0,1027,222,ab6c49d20804a975994872e61e4d5c03c45fac05,R05,regions/R05-hashing-theory-salt-pepper-key-stretching-costs.md,processed,visual inspection of extracted screenshot plus canvas context,S-079__image-23c6556a32b01f5c32c20b10e6129c13d5b7f508__ab6c49d20804.png
S-080,U-080,image-7621bf17b7693cf7e6ebd22c43660be738cde86c,18955.155788934593,3446.5340398669314,1026.0,349.0,1026,349,2674c6dcc623bbc70b3a7b796bdca7f0c4631b05,R05,regions/R05-hashing-theory-salt-pepper-key-stretching-costs.md,processed,visual inspection of extracted screenshot plus canvas context,S-080__image-7621bf17b7693cf7e6ebd22c43660be738cde86c__2674c6dcc623.png
S-081,U-081,image-55ed8eeec00a8d49f54bd582e2cd3e01d0f97d24,18956.377977248398,3788.589612376697,1008.0,476.0,1008,476,cdb72d9ec0cdb3f269b8f2674b441b2c2fb17004,R05,regions/R05-hashing-theory-salt-pepper-key-stretching-costs.md,processed,visual inspection of extracted screenshot plus canvas context,S-081__image-55ed8eeec00a8d49f54bd582e2cd3e01d0f97d24__cdb72d9ec0cd.png
S-082,U-082,image-f47c10b0c92e173799254fe6bfc38a3dfcb2068f,16744.050380108536,5291.653214657147,913.0,482.0,1054,557,eac9c4d00b6276ce35b33dd56f7c32cce431633b,R05,regions/R05-hashing-theory-salt-pepper-key-stretching-costs.md,processed,visual inspection of extracted screenshot plus canvas context,S-082__image-f47c10b0c92e173799254fe6bfc38a3dfcb2068f__eac9c4d00b62.png
S-083,U-083,image-35d5c8721dfd2775060936267dd07c7a48d5b617,16727.761268828315,4952.493863491057,1039.0,331.0,1039,331,a0daac3eef2d701dc5d437ec6cfbc1919d59cbcf,R05,regions/R05-hashing-theory-salt-pepper-key-stretching-costs.md,processed,visual inspection of extracted screenshot plus canvas context,S-083__image-35d5c8721dfd2775060936267dd07c7a48d5b617__a0daac3eef2d.png
S-084,U-084,image-73aaafee12162e52f2fc5fb75414eb3fa2f8e4fb,16748.530210792993,4699.0176303000035,785.0,256.0,785,256,ea8bfb4caaf6c61887037f2028ec3544816fa109,R05,regions/R05-hashing-theory-salt-pepper-key-stretching-costs.md,processed,visual inspection of extracted screenshot plus canvas context,S-084__image-73aaafee12162e52f2fc5fb75414eb3fa2f8e4fb__ea8bfb4caaf6.png
S-085,U-085,image-112f146248bd5d43d52958a1cb143559bbf965bc,16704.247317972455,4318.023403524653,1011.0,362.0,1011,362,88661549e15c54f56a7133d5a7dd4078468a81ab,R05,regions/R05-hashing-theory-salt-pepper-key-stretching-costs.md,processed,visual inspection of extracted screenshot plus canvas context,S-085__image-112f146248bd5d43d52958a1cb143559bbf965bc__88661549e15c.png
S-086,U-086,image-e94136877073b8be5337f49dd34caabf4b3c9b8e,16905.802435671,7689.506885413829,984.0,449.0,984,449,644f967482a1f6d0c112f1a466384d7e31ac9b38,R05,regions/R05-hashing-theory-salt-pepper-key-stretching-costs.md,processed,visual inspection of extracted screenshot plus canvas context,S-086__image-e94136877073b8be5337f49dd34caabf4b3c9b8e__644f967482a1.png
S-087,U-087,image-897c2e221573462d930964359fe683341a3969aa,16906.37911944778,7269.903343250552,997.0,411.0,997,411,3aa594b9c8af88e68433cb4a7f6a4b0149a911aa,R05,regions/R05-hashing-theory-salt-pepper-key-stretching-costs.md,processed,visual inspection of extracted screenshot plus canvas context,S-087__image-897c2e221573462d930964359fe683341a3969aa__3aa594b9c8af.png
S-088,U-088,image-bbfce1288b7c202bf45693101b6a3dd202431baf,16839.328135984135,6994.8455091061105,971.0,270.0,971,270,c6d519833d5f2e5ed51538792ed14f32968d17b3,R05,regions/R05-hashing-theory-salt-pepper-key-stretching-costs.md,processed,visual inspection of extracted screenshot plus canvas context,S-088__image-bbfce1288b7c202bf45693101b6a3dd202431baf__c6d519833d5f.png
S-089,U-089,image-272b87b4a6aab8c0b95d82d7697b0f5562ad2564,16794.36614598334,6503.314005143903,995.0,452.0,995,452,e81fb6570a9e0da4a92362574ce3886a9e61a580,R05,regions/R05-hashing-theory-salt-pepper-key-stretching-costs.md,processed,visual inspection of extracted screenshot plus canvas context,S-089__image-272b87b4a6aab8c0b95d82d7697b0f5562ad2564__e81fb6570a9e.png
S-090,U-090,image-afddba6edb11204fe8785c1c6338328d9661b750,16785.679115493094,6079.048604252864,929.0,395.0,969,412,314907a9102016d47e4c46f751ded78f41a6a2a7,R05,regions/R05-hashing-theory-salt-pepper-key-stretching-costs.md,processed,visual inspection of extracted screenshot plus canvas context,S-090__image-afddba6edb11204fe8785c1c6338328d9661b750__314907a91020.png
S-091,U-091,image-9502e85347c675dd520fbfe364ecce79fb3da7b0,15974.13201704828,7660.670066106365,914.0,264.0,914,264,db2f7069283c6443fbe00569dbe8487e74616139,R05,regions/R05-hashing-theory-salt-pepper-key-stretching-costs.md,processed,visual inspection of extracted screenshot plus canvas context,S-091__image-9502e85347c675dd520fbfe364ecce79fb3da7b0__db2f7069283c.png
S-092,U-092,image-1c95d551d0917dab386fd11842a1131398c883ff,5997.934382587423,3677.3960426042786,893.0,482.0,996,538,8c926ad67cc700e8c3e0945484f6a97be61f4954,R03,regions/R03-identity-passwordhasher-format-rehash-user-argument.md,processed,visual inspection of extracted screenshot plus canvas context,S-092__image-1c95d551d0917dab386fd11842a1131398c883ff__8c926ad67cc7.png
S-093,U-093,image-9a013faf9654c56a2325e36ef3b64934fa2fd79b,6001.860373013127,3177.3959663103333,818.0,482.0,901,531,96cc0d96c2a5967ef6516cfff08e28f615c99a82,R03,regions/R03-identity-passwordhasher-format-rehash-user-argument.md,processed,visual inspection of extracted screenshot plus canvas context,S-093__image-9a013faf9654c56a2325e36ef3b64934fa2fd79b__96cc0d96c2a5.png
S-094,U-094,image-5aa7370073009993002689072e1665378fed545e,6007.49881239576,5423.427885517233,885.0,482.0,910,496,550785d1bac35dd874edea8ff59d76ddee713175,R03,regions/R03-identity-passwordhasher-format-rehash-user-argument.md,processed,visual inspection of extracted screenshot plus canvas context,S-094__image-5aa7370073009993002689072e1665378fed545e__550785d1bac3.png
S-095,U-095,image-002dfd58c3992f1d03784ceb77e1e3764e831801,6014.609303748457,5093.583982929343,904.0,312.0,904,312,a2e0e3c8e32e91a60be402bf7819b7c1b3fb0bb4,R03,regions/R03-identity-passwordhasher-format-rehash-user-argument.md,processed,visual inspection of extracted screenshot plus canvas context,S-095__image-002dfd58c3992f1d03784ceb77e1e3764e831801__a2e0e3c8e32e.png
S-096,U-096,image-8e7f9f7835e78b4598d2e464b97ea6666f16c7a7,6019.776021277754,4802.917341693991,907.0,270.0,907,270,8409c0c03a434b414cbb9309ab583a9a6ff2f162,R03,regions/R03-identity-passwordhasher-format-rehash-user-argument.md,processed,visual inspection of extracted screenshot plus canvas context,S-096__image-8e7f9f7835e78b4598d2e464b97ea6666f16c7a7__8409c0c03a43.png
S-097,U-097,image-c123aaac5df8d1d682c0a452f4fe88b21982b6b6,6001.776021277754,4519.25070045864,853.0,264.0,853,264,3fbc3234b16b970b75ed3fb4d1a1bdcaab632b37,R03,regions/R03-identity-passwordhasher-format-rehash-user-argument.md,processed,visual inspection of extracted screenshot plus canvas context,S-097__image-c123aaac5df8d1d682c0a452f4fe88b21982b6b6__3fbc3234b16b.png
S-098,U-098,image-ef2eab9f225bb0a5d937c69b3ffbbdaf65af2c1a,108.0947204968943,5417.244283265462,713.0,430.0,812,490,85bf5a1fedeb2f3d97a54ef8b24590e2fbd84488,R02,regions/R02-manual-pbkdf2-versioned-storage-fixed-time.md,processed,visual inspection of extracted screenshot plus canvas context,S-098__image-ef2eab9f225bb0a5d937c69b3ffbbdaf65af2c1a__85bf5a1fedeb.png
S-099,U-099,image-98c54878d2bad464618a2d68ff6c6eaabc20d113,109.23394370044844,5860.101469719145,638.0,430.0,675,455,ba68281d259b77a4014c95ecaf1ae98689842792,R02,regions/R02-manual-pbkdf2-versioned-storage-fixed-time.md,processed,visual inspection of extracted screenshot plus canvas context,S-099__image-98c54878d2bad464618a2d68ff6c6eaabc20d113__ba68281d259b.png
S-100,U-100,image-292869abdc34e7a0a71b8f0750966fe3079a3165,11.928111958946829,3180.637083187862,743.0,203.0,743,203,052d9a14b1a52aed578d03515287581c4b62a346,R02,regions/R02-manual-pbkdf2-versioned-storage-fixed-time.md,processed,visual inspection of extracted screenshot plus canvas context,S-100__image-292869abdc34e7a0a71b8f0750966fe3079a3165__052d9a14b1a5.png
S-101,U-101,image-3d06f0ce97b8d3d66fcdf0b5877c2b158d0fb79c,11.118646278144297,3398.541772431722,537.0,291.0,537,291,0a17e82703366cb00549a5780fbd42e56c9ba10d,R02,regions/R02-manual-pbkdf2-versioned-storage-fixed-time.md,processed,visual inspection of extracted screenshot plus canvas context,S-101__image-3d06f0ce97b8d3d66fcdf0b5877c2b158d0fb79c__0a17e8270336.png
S-102,U-102,image-82b06fa1018200cc78c8ec488ee54f8ad72f6b68,10.0,3697.6132010031497,749.0,430.0,801,460,e4d26eee0ed7039b95f07758545e7774687abb09,R02,regions/R02-manual-pbkdf2-versioned-storage-fixed-time.md,processed,visual inspection of extracted screenshot plus canvas context,S-102__image-82b06fa1018200cc78c8ec488ee54f8ad72f6b68__e4d26eee0ed7.png
S-103,U-103,image-52f2ae6ad1aabc83cf38eac6d1ed383b254b27b4,21.4656626938704,4119.27989673418,725.0,430.0,835,495,9572ea7aab86ffb2e73dbe48b78a53b9982fe8e4,R02,regions/R02-manual-pbkdf2-versioned-storage-fixed-time.md,processed,visual inspection of extracted screenshot plus canvas context,S-103__image-52f2ae6ad1aabc83cf38eac6d1ed383b254b27b4__9572ea7aab86.png
S-104,U-104,image-65d93b724768659dd81e4877b278ab3bed8839c3,11.737773824181204,4538.041799679561,711.0,402.0,711,402,2ed5936d6118345fe4b4ba39e94620af38a7a450,R02,regions/R02-manual-pbkdf2-versioned-storage-fixed-time.md,processed,visual inspection of extracted screenshot plus canvas context,S-104__image-65d93b724768659dd81e4877b278ab3bed8839c3__2ed5936d6118.png
S-105,U-105,image-3cdf4dac654cbf3395c1cdf20cebd45c2001a9f5,10754.066350912262,5176.159209195054,959.0,201.0,959,201,bb88a48b3365937fee544990ea18967fcda3d32a,R03,regions/R03-identity-passwordhasher-format-rehash-user-argument.md,processed,visual inspection of extracted screenshot plus canvas context,S-105__image-3cdf4dac654cbf3395c1cdf20cebd45c2001a9f5__bb88a48b3365.png
S-106,U-106,image-07cb399e776a0dcd1f6d56ff5b043d3259bc96f2,10780.18517428466,5402.1696258617185,778.0,482.0,1008,625,06a5ac2badb4b6719b15566cb2a34d977c03f2fd,R03,regions/R03-identity-passwordhasher-format-rehash-user-argument.md,processed,visual inspection of extracted screenshot plus canvas context,S-106__image-07cb399e776a0dcd1f6d56ff5b043d3259bc96f2__06a5ac2badb4.png
