source_id,image_use_id,symbol_id,sha256,sha1,x,y,width,height,pixel_width,pixel_height,region_id,restored,coverage_status,assignment_count,asset_path,evidence,nearest_text_nodes_hint_only
S-033,IU-033,image-6f5bc61496997433b4eb208865ab630ebf7daba2,3643f78c048732939cd1ca32867bb96ea2b5e3d528a6befcaa7f64657416e579,855a0c9ac3dd8404219cb9d80bf01c0c68cf9a9c,176.17192442119722,12921.023185163247,958.0,412.0,958,412,R03,True,processed-semantic-transcript,1,assets/source-images-v001/S-033__3643f78c04.png,Visually reviewed screenshot assigned to R03: Manual PATCH DTOs and Optional<T> tri-state field semantics,"[{""text_id"": ""T-021"", ""text"": ""via json manipulations""}, {""text_id"": ""T-038"", ""text"": ""doesnt wokr with""}, {""text_id"": ""T-039"", ""text"": ""typed things""}, {""text_id"": ""T-024"", ""text"": "".net 10 text.json<-- lower""}, {""text_id"": ""T-023"", ""text"": """"}]"
S-034,IU-034,image-ff4bf70f5383a5441cf04019d749ae81af6035d2,fa1504616c1db9f5bbff60a7e59ee85931035614c03509c7e775c1af0e8bddd5,876a9ef61876e16a88376cfe4dc7438f9bc6653b,4329.900717218388,13403.9731231221,1278.0,374.0,1278,374,R03,True,processed-semantic-transcript,1,assets/source-images-v001/S-034__fa1504616c.png,Visually reviewed screenshot assigned to R03: Manual PATCH DTOs and Optional<T> tri-state field semantics,"[{""text_id"": ""T-044"", ""text"": """"}, {""text_id"": ""T-043"", ""text"": ""typeToConvert.IsGenericType && typeToConvert.GetGenericTypeDefinition() == typeof(Optional<>);""}, {""text_id"": ""T-045"", ""text"": ""public override JsonConverter CreateConverter(Type typeToConvert, JsonSerializerOptions options)""}, {""text_id"": ""T-042"", ""text"": ""public override bool CanConvert(Type typeToConvert) =>""}, {""text_id"": ""T-046"", ""text"": ""{""}]"
S-035,IU-035,image-464e9a1666d241fc2383d1b39b9a55bdf0f89e85,f0ae4ee56fca63efb1f63e9552a6dffdd84baa332dba57aab61a68ceb92d56bd,cb4581f5c4b56af9668a5ffc17c8d5d2f8d80d1c,116.60774355398735,13426.607698509599,1285.0,482.0,1313,493,R03,True,processed-semantic-transcript,1,assets/source-images-v001/S-035__f0ae4ee56f.png,Visually reviewed screenshot assigned to R03: Manual PATCH DTOs and Optional<T> tri-state field semantics,"[{""text_id"": ""T-021"", ""text"": ""via json manipulations""}, {""text_id"": ""T-039"", ""text"": ""typed things""}, {""text_id"": ""T-038"", ""text"": ""doesnt wokr with""}, {""text_id"": ""T-077"", ""text"": ""with this need newtonsoft json""}, {""text_id"": ""T-024"", ""text"": "".net 10 text.json<-- lower""}]"
S-036,IU-036,image-eb1c54570455bb2055fa8c2eb3cfa4029c31116a,60e7da19daa41feedf715d88a7935dfca21a5ca1d7ddbf703ff8ad62da0a8507,9ea41cd778cae2bd94f739908ebb2b7c632adfe4,2954.344143408425,13460.012766936487,763.0,369.0,1472,713,R04,True,processed-semantic-transcript,1,assets/source-images-v001/S-036__60e7da19da.png,Visually reviewed screenshot assigned to R04: JSON Patch operations and limits with strongly typed objects,"[{""text_id"": ""T-039"", ""text"": ""typed things""}, {""text_id"": ""T-038"", ""text"": ""doesnt wokr with""}, {""text_id"": ""T-024"", ""text"": "".net 10 text.json<-- lower""}, {""text_id"": ""T-023"", ""text"": """"}, {""text_id"": ""T-077"", ""text"": ""with this need newtonsoft json""}]"
S-037,IU-037,image-96850da62922833fdf0a2190ccee90b47637691e,9b1df57b48bef5477eb37236a95353c860d044ba438b263b5f01c0ca5aa72fe9,9d2c9159aa5da24f405f7d69568b68936e12665f,1683.997096381468,13817.461037593983,789.0,239.0,789,239,R04,True,processed-semantic-transcript,1,assets/source-images-v001/S-037__9b1df57b48.png,Visually reviewed screenshot assigned to R04: JSON Patch operations and limits with strongly typed objects,"[{""text_id"": ""T-039"", ""text"": ""typed things""}, {""text_id"": ""T-038"", ""text"": ""doesnt wokr with""}, {""text_id"": ""T-077"", ""text"": ""with this need newtonsoft json""}, {""text_id"": ""T-078"", ""text"": ""Can get updated object, but default output media type for our api has switched to xml""}, {""text_id"": ""T-079"", ""text"": ""somehow""}]"
S-038,IU-038,image-3dff74c8c8fa79d0da9e8a874e180a7ed6998dab,ac10c797a4420bf12f7368173c391fda36eeacf34d9fd89c094f7b87d05c0b06,217fe8eec1fddeaa254a5b29d994b55a1043aaf0,4349.729086917505,13834.8168731221,865.0,482.0,1372,765,R03,True,processed-semantic-transcript,1,assets/source-images-v001/S-038__ac10c797a4.png,Visually reviewed screenshot assigned to R03: Manual PATCH DTOs and Optional<T> tri-state field semantics,"[{""text_id"": ""T-063"", ""text"": """"}, {""text_id"": ""T-064"", ""text"": ""public override void Write(Utf8JsonWriter writer, Optional<T> value, JsonSerializerOptions options)""}, {""text_id"": ""T-062"", ""text"": ""}""}, {""text_id"": ""T-065"", ""text"": ""{""}, {""text_id"": ""T-061"", ""text"": ""return new Optional<T>(value);""}]"
S-039,IU-039,image-014d87928a5076308ea4a726aea4eaf62631bae8,6bf64277275cad7500e3eee0fd74f112ab6f23d5592d8d9cddaf4f490917e49b,826c250e70f2280729773bb6f87897b7d82898ad,2960.2973600904425,13877.790510964789,753.0,369.0,1490,731,R04,True,processed-semantic-transcript,1,assets/source-images-v001/S-039__6bf6427727.png,Visually reviewed screenshot assigned to R04: JSON Patch operations and limits with strongly typed objects,"[{""text_id"": ""T-077"", ""text"": ""with this need newtonsoft json""}, {""text_id"": ""T-039"", ""text"": ""typed things""}, {""text_id"": ""T-038"", ""text"": ""doesnt wokr with""}, {""text_id"": ""T-078"", ""text"": ""Can get updated object, but default output media type for our api has switched to xml""}, {""text_id"": ""T-079"", ""text"": ""somehow""}]"
S-040,IU-040,image-862a9ddad9f7298d3451d701690fa5fa92c5720c,41abcc361ab7a53b7a10f29cbdb944bc01eda9b4d54f6176294ad73bb8db2e53,9607bd0b2d71641bff8a67bf3619d5f598659f8e,1691.3003151252083,14080.388306771541,884.0,246.0,884,246,R04,True,processed-semantic-transcript,1,assets/source-images-v001/S-040__41abcc361a.png,Visually reviewed screenshot assigned to R04: JSON Patch operations and limits with strongly typed objects,"[{""text_id"": ""T-077"", ""text"": ""with this need newtonsoft json""}, {""text_id"": ""T-039"", ""text"": ""typed things""}, {""text_id"": ""T-038"", ""text"": ""doesnt wokr with""}, {""text_id"": ""T-078"", ""text"": ""Can get updated object, but default output media type for our api has switched to xml""}, {""text_id"": ""T-079"", ""text"": ""somehow""}]"
S-041,IU-041,image-dcdf6871c51330f3bddbc2b2bc6ea07264cfa819,41cf42da653fff8a6353c21541b2b33f099bcb571766bb0fb7dd096b8cb36319,3b8c549371e973ce14fd8b2eeaab734f15add42d,2883.525263098766,14312.658800100127,769.0,80.0,354,37,R05,True,processed-semantic-transcript,1,assets/source-images-v001/S-041__41cf42da65.png,"Visually reviewed screenshot assigned to R05: ASP.NET Core JSON Patch packages, serializers, formatters, and content negotiation","[{""text_id"": ""T-077"", ""text"": ""with this need newtonsoft json""}, {""text_id"": ""T-078"", ""text"": ""Can get updated object, but default output media type for our api has switched to xml""}, {""text_id"": ""T-079"", ""text"": ""somehow""}, {""text_id"": ""T-039"", ""text"": ""typed things""}, {""text_id"": ""T-038"", ""text"": ""doesnt wokr with""}]"
S-042,IU-042,image-c50e31d6ff11caa822700b9b3d32fa5848aef2d8,5d1bc81bccaafdff2cbc0dc5fead7f81c9ffd19170599049912edf71f247df75,db5e30225e58119b393710fcc6138fe07fbe2a94,1681.1336891486458,14341.2216502774,955.0,463.0,955,463,R04,True,processed-semantic-transcript,1,assets/source-images-v001/S-042__5d1bc81bcc.png,Visually reviewed screenshot assigned to R04: JSON Patch operations and limits with strongly typed objects,"[{""text_id"": ""T-077"", ""text"": ""with this need newtonsoft json""}, {""text_id"": ""T-078"", ""text"": ""Can get updated object, but default output media type for our api has switched to xml""}, {""text_id"": ""T-079"", ""text"": ""somehow""}, {""text_id"": ""T-039"", ""text"": ""typed things""}, {""text_id"": ""T-038"", ""text"": ""doesnt wokr with""}]"
S-043,IU-043,image-88b4a3d210ef3755fbe1d8f07df8add3d2988ceb,42267f4ad5b5280866b2b9238aa7aeca0b4658c87f857dd95393683f2a7496d6,0db58ad62c7a3e1e216406bbb2d5122c9152ae68,4332.873062337958,14351.483514357451,1209.0,482.0,1233,492,R03,True,processed-semantic-transcript,1,assets/source-images-v001/S-043__42267f4ad5.png,Visually reviewed screenshot assigned to R03: Manual PATCH DTOs and Optional<T> tri-state field semantics,"[{""text_id"": ""T-076"", ""text"": ""}""}, {""text_id"": ""T-075"", ""text"": ""}""}, {""text_id"": ""T-074"", ""text"": ""}""}, {""text_id"": ""T-073"", ""text"": ""JsonSerializer.Serialize(writer, value.Value, options);""}, {""text_id"": ""T-072"", ""text"": """"}]"
S-044,IU-044,image-036a499dc34ece95dbc78a0f7f12c903cd07be7a,e937628042034fae563bbd2e244c822829b019f24cd9bf098a8f3cfb235aa3b2,db8a74ace6cfc05bf229588d7630f66ac1a5f2e2,2865.490204470083,14539.185008932529,868.0,290.0,868,290,R05,True,processed-semantic-transcript,1,assets/source-images-v001/S-044__e937628042.png,"Visually reviewed screenshot assigned to R05: ASP.NET Core JSON Patch packages, serializers, formatters, and content negotiation","[{""text_id"": ""T-077"", ""text"": ""with this need newtonsoft json""}, {""text_id"": ""T-078"", ""text"": ""Can get updated object, but default output media type for our api has switched to xml""}, {""text_id"": ""T-079"", ""text"": ""somehow""}, {""text_id"": ""T-080"", ""text"": ""system.text.json is first formatter""}, {""text_id"": ""T-081"", ""text"": ""we have changed it to newtonsoftjson,""}]"
S-045,IU-045,image-844faa153e79b376a54c5a5d568a8530eb5ac2e4,a21284d79fdf992f146d19bbdae911f8f26f72a635ecadde76c9a567f778b450,3e4024fc3cef3b13b1500e3829b6450e644ce51d,1713.9670631720833,14807.88833728912,972.0,167.0,972,167,R04,True,processed-semantic-transcript,1,assets/source-images-v001/S-045__a21284d79f.png,Visually reviewed screenshot assigned to R04: JSON Patch operations and limits with strongly typed objects,"[{""text_id"": ""T-078"", ""text"": ""Can get updated object, but default output media type for our api has switched to xml""}, {""text_id"": ""T-079"", ""text"": ""somehow""}, {""text_id"": ""T-077"", ""text"": ""with this need newtonsoft json""}, {""text_id"": ""T-083"", ""text"": ""ADD TO CONTENT NEGOTIATIONS ALL THIS""}, {""text_id"": ""T-080"", ""text"": ""system.text.json is first formatter""}]"
S-046,IU-046,image-5cbb618f37c424cffce095c764a699f123b36dff,2ef8b27dc3df038223200fce7dc6f8b53616b54413f4ef8e761d225237c84b10,ad14c2bc28fc30c560ed61586354b1c5337e3da5,4348.466507410287,14884.816949416045,1334.0,482.0,1361,492,R03,True,processed-semantic-transcript,1,assets/source-images-v001/S-046__2ef8b27dc3.png,Visually reviewed screenshot assigned to R03: Manual PATCH DTOs and Optional<T> tri-state field semantics,"[{""text_id"": ""T-076"", ""text"": ""}""}, {""text_id"": ""T-075"", ""text"": ""}""}, {""text_id"": ""T-074"", ""text"": ""}""}, {""text_id"": ""T-073"", ""text"": ""JsonSerializer.Serialize(writer, value.Value, options);""}, {""text_id"": ""T-072"", ""text"": """"}]"
S-047,IU-047,image-3e41d30af6e243bd77626667849f759d0f3ad077,6f503e024caba8d9b03ecdff79dad48c7541f04a326d8807a84eb318ba76cf50,226be8ae64533edc3699b9d371149fba3a0ed2bf,2828.0929841303123,14964.919362526021,1090.0,259.0,1090,259,R05,True,processed-semantic-transcript,1,assets/source-images-v001/S-047__6f503e024c.png,"Visually reviewed screenshot assigned to R05: ASP.NET Core JSON Patch packages, serializers, formatters, and content negotiation","[{""text_id"": ""T-079"", ""text"": ""somehow""}, {""text_id"": ""T-078"", ""text"": ""Can get updated object, but default output media type for our api has switched to xml""}, {""text_id"": ""T-080"", ""text"": ""system.text.json is first formatter""}, {""text_id"": ""T-081"", ""text"": ""we have changed it to newtonsoftjson,""}, {""text_id"": ""T-077"", ""text"": ""with this need newtonsoft json""}]"
S-048,IU-048,image-634bda87e02374408fd40c1a7b0b3a6768b76a22,d1bf02432b9948cbe0ab8cd9a8337b84ab4245f98a78e541bd34736b3de807de,040fe3641f8cd924996d696ae2b9d542d3376a6e,1684.214628025849,14992.973763424061,922.0,319.0,922,319,R04,True,processed-semantic-transcript,1,assets/source-images-v001/S-048__d1bf02432b.png,Visually reviewed screenshot assigned to R04: JSON Patch operations and limits with strongly typed objects,"[{""text_id"": ""T-079"", ""text"": ""somehow""}, {""text_id"": ""T-078"", ""text"": ""Can get updated object, but default output media type for our api has switched to xml""}, {""text_id"": ""T-083"", ""text"": ""ADD TO CONTENT NEGOTIATIONS ALL THIS""}, {""text_id"": ""T-080"", ""text"": ""system.text.json is first formatter""}, {""text_id"": ""T-081"", ""text"": ""we have changed it to newtonsoftjson,""}]"
S-049,IU-049,image-480e268e246767d724bc6bbc2c2a4967b033b913,20bc45b19d2f7b6d26080c50da0750c4aff8b045fb8278b2854a595089307aa7,ccdc059908e4a5d243b170ce41a5dfb0d726738b,2646.9659778727055,15324.936096092026,1250.0,281.0,1250,281,R05,True,processed-semantic-transcript,1,assets/source-images-v001/S-049__20bc45b19d.png,"Visually reviewed screenshot assigned to R05: ASP.NET Core JSON Patch packages, serializers, formatters, and content negotiation","[{""text_id"": ""T-080"", ""text"": ""system.text.json is first formatter""}, {""text_id"": ""T-081"", ""text"": ""we have changed it to newtonsoftjson,""}, {""text_id"": ""T-082"", ""text"": ""so the first formatter is xml formatter""}, {""text_id"": ""T-079"", ""text"": ""somehow""}, {""text_id"": ""T-078"", ""text"": ""Can get updated object, but default output media type for our api has switched to xml""}]"
S-050,IU-050,image-efd9eb40c8e654d3b3b550ceab7675c7f9506eaa,a07c52dd7c0a5997465d46c1ad0d7d1e445366900be6cefb5dd916334fd44dfc,e9e02d661e91ef2a4cdebd52ab122a2a6bffafd0,4340.4345782026485,15398.150155592803,1196.0,689.0,1147,661,R03,True,processed-semantic-transcript,1,assets/source-images-v001/S-050__a07c52dd7c.png,Visually reviewed screenshot assigned to R03: Manual PATCH DTOs and Optional<T> tri-state field semantics,"[{""text_id"": ""T-076"", ""text"": ""}""}, {""text_id"": ""T-075"", ""text"": ""}""}, {""text_id"": ""T-074"", ""text"": ""}""}, {""text_id"": ""T-073"", ""text"": ""JsonSerializer.Serialize(writer, value.Value, options);""}, {""text_id"": ""T-072"", ""text"": """"}]"
S-051,IU-051,image-1d0871a9079b29e2e3406ea11d5929e6b54c78de,87a68083111ac1819ee33645eae7d2b49223d9257a6c8532cb2396ff9d319d82,d351b9a74c76213e574e123ddb9cbcd2069a5d72,2946.365977497644,15981.885719820026,764.0,260.0,764,260,R05,True,processed-semantic-transcript,1,assets/source-images-v001/S-051__87a6808311.png,"Visually reviewed screenshot assigned to R05: ASP.NET Core JSON Patch packages, serializers, formatters, and content negotiation","[{""text_id"": ""T-088"", ""text"": ""need to do it so""}, {""text_id"": ""T-082"", ""text"": ""so the first formatter is xml formatter""}, {""text_id"": ""T-081"", ""text"": ""we have changed it to newtonsoftjson,""}, {""text_id"": ""T-080"", ""text"": ""system.text.json is first formatter""}, {""text_id"": ""T-083"", ""text"": ""ADD TO CONTENT NEGOTIATIONS ALL THIS""}]"
S-052,IU-052,image-d2398a3b3a304bde9fb670c5648cf8ed528a3b9a,3e2346d51827529ac03ab2e1c81e5381903a3c7709eda58682f6824ccfb0d5d8,e6f7800215dbe125f211ceb5dbcb86d68af05fc0,2934.5112921605287,16394.120853993765,746.0,301.0,746,301,R05,True,processed-semantic-transcript,1,assets/source-images-v001/S-052__3e2346d518.png,"Visually reviewed screenshot assigned to R05: ASP.NET Core JSON Patch packages, serializers, formatters, and content negotiation","[{""text_id"": ""T-088"", ""text"": ""need to do it so""}, {""text_id"": ""T-087"", ""text"": ""and the default one""}, {""text_id"": ""T-089"", ""text"": ""default xml serializer doesnt have""}, {""text_id"": ""T-086"", ""text"": ""so xml is the first formatter""}, {""text_id"": ""T-090"", ""text"": ""to support all types, this - does""}]"
S-053,IU-053,image-a8305896650b8200353f87fb0f5b2d3d969da84f,c4332143be6f7c1ef3445b95f86c85b79cd2cefba42c8e7dba06a767303ca797,ccd524b7e46ed823026912cf0934bf41411de572,2789.127397453559,16922.82254826629,975.0,295.0,975,295,R05,True,processed-semantic-transcript,1,assets/source-images-v001/S-053__c4332143be.png,"Visually reviewed screenshot assigned to R05: ASP.NET Core JSON Patch packages, serializers, formatters, and content negotiation","[{""text_id"": ""T-088"", ""text"": ""need to do it so""}, {""text_id"": ""T-090"", ""text"": ""to support all types, this - does""}, {""text_id"": ""T-089"", ""text"": ""default xml serializer doesnt have""}, {""text_id"": ""T-087"", ""text"": ""and the default one""}, {""text_id"": ""T-086"", ""text"": ""so xml is the first formatter""}]"
S-054,IU-054,image-199893b409ac84a38839189bc5f4ed1fcd19a194,f24a5aaad75b8b515d3b1642fac91146abfeee46d63cc482ca34e323e795f0fa,c095c62e997ced5c66156741bcca19d5c0f2c899,2779.67470907003,17729.059616798208,1061.0,369.0,1421,495,R06,True,processed-semantic-transcript,1,assets/source-images-v001/S-054__f24a5aaad7.png,"Visually reviewed screenshot assigned to R06: Controller implementation: load, patch, validate, map, persist, and optional upsert","[{""text_id"": ""T-092"", ""text"": ""just have coursedto""}, {""text_id"": ""T-093"", ""text"": ""from returned from repo""}, {""text_id"": ""T-090"", ""text"": ""to support all types, this - does""}, {""text_id"": ""T-094"", ""text"": ""now this dto has""}, {""text_id"": ""T-089"", ""text"": ""default xml serializer doesnt have""}]"
S-055,IU-055,image-322860aeb1222425652c4f94f8ebe56319e6e05b,db04397433e5d54ff4acc127d714d02d70140b663c697837a01c34c76a95f891,a171b259f2df5ff0a46e9fd34d354d76a77fb563,1570.3502533046185,17823.88675951639,941.0,196.0,941,196,R05,True,processed-semantic-transcript,1,assets/source-images-v001/S-055__db04397433.png,"Visually reviewed screenshot assigned to R05: ASP.NET Core JSON Patch packages, serializers, formatters, and content negotiation","[{""text_id"": ""T-091"", ""text"": ""dotnet add package Microsoft.AspNetCore.JsonPatch.SystemTextJson --prerelease""}, {""text_id"": ""T-092"", ""text"": ""just have coursedto""}, {""text_id"": ""T-093"", ""text"": ""from returned from repo""}, {""text_id"": ""T-090"", ""text"": ""to support all types, this - does""}, {""text_id"": ""T-089"", ""text"": ""default xml serializer doesnt have""}]"
S-056,IU-056,image-33aefa9a472d9c94877343ea8a3c87098beed63b,687bc17d08ac202d6a7889b569309a9b5a0623dcb54878356e29a1b311c88e56,66641b1fdd5d3ecbb0024374c512845d1f75fb86,1617.1455046336805,18277.026308099776,863.0,254.0,863,254,R06,True,processed-semantic-transcript,1,assets/source-images-v001/S-056__687bc17d08.png,"Visually reviewed screenshot assigned to R06: Controller implementation: load, patch, validate, map, persist, and optional upsert","[{""text_id"": ""T-091"", ""text"": ""dotnet add package Microsoft.AspNetCore.JsonPatch.SystemTextJson --prerelease""}, {""text_id"": ""T-092"", ""text"": ""just have coursedto""}, {""text_id"": ""T-093"", ""text"": ""from returned from repo""}, {""text_id"": ""T-094"", ""text"": ""now this dto has""}, {""text_id"": ""T-095"", ""text"": ""partially updated""}]"
S-057,IU-057,image-8a8ce0fd1d6c0a199b60b5f907ee772d4f5c283e,5ce4b3a509a7119a9c9c7c15cb576e7cf05e87519edc61972c139288df6259d1,74328c2a2b8fdff5f51d93aec1d924264bfca2de,2891.4913540951575,18354.24820669327,941.0,224.0,941,224,R06,True,processed-semantic-transcript,1,assets/source-images-v001/S-057__5ce4b3a509.png,"Visually reviewed screenshot assigned to R06: Controller implementation: load, patch, validate, map, persist, and optional upsert","[{""text_id"": ""T-092"", ""text"": ""just have coursedto""}, {""text_id"": ""T-093"", ""text"": ""from returned from repo""}, {""text_id"": ""T-094"", ""text"": ""now this dto has""}, {""text_id"": ""T-095"", ""text"": ""partially updated""}, {""text_id"": ""T-096"", ""text"": ""values""}]"
S-058,IU-058,image-a24dee563f3d61b8f2eb3f92f9674101f3b14a0e,9da3920e50e791778bbd27308541319460c202cb7d6f629c6138186621c9d3bd,687756e5e78ee0778d62f136a5cd124e283d7ee4,1645.4547955407988,18592.203432123213,636.0,482.0,949,720,R06,True,processed-semantic-transcript,1,assets/source-images-v001/S-058__9da3920e50.png,"Visually reviewed screenshot assigned to R06: Controller implementation: load, patch, validate, map, persist, and optional upsert","[{""text_id"": ""T-092"", ""text"": ""just have coursedto""}, {""text_id"": ""T-093"", ""text"": ""from returned from repo""}, {""text_id"": ""T-094"", ""text"": ""now this dto has""}, {""text_id"": ""T-095"", ""text"": ""partially updated""}, {""text_id"": ""T-096"", ""text"": ""values""}]"
S-059,IU-059,image-6e3c46e65dfe83c95424e5d35b110967924d883c,419dd23d92c385860480fec141ee5d723abdf21f61a812cf4e5159eb841c1c2f,0a748f47ed3932353e3812f0b4f30c3f347f50f5,2908.5507808337834,18630.5967382323,881.0,369.0,899,377,R06,True,processed-semantic-transcript,1,assets/source-images-v001/S-059__419dd23d92.png,"Visually reviewed screenshot assigned to R06: Controller implementation: load, patch, validate, map, persist, and optional upsert","[{""text_id"": ""T-092"", ""text"": ""just have coursedto""}, {""text_id"": ""T-093"", ""text"": ""from returned from repo""}, {""text_id"": ""T-094"", ""text"": ""now this dto has""}, {""text_id"": ""T-095"", ""text"": ""partially updated""}, {""text_id"": ""T-096"", ""text"": ""values""}]"
S-060,IU-060,image-13c912e5c8f600044ffaa301fc3fe5fa60e85e89,1192816b0d93fb9b8587f67eb30b3f1cad133cd52dfb44db93e96dbe69de63db,ab4cd5f38c01c4fb9076a7b39f9faccaf9f319d7,2861.9229290052326,19051.82326512845,995.0,347.0,995,347,R06,True,processed-semantic-transcript,1,assets/source-images-v001/S-060__1192816b0d.png,"Visually reviewed screenshot assigned to R06: Controller implementation: load, patch, validate, map, persist, and optional upsert","[{""text_id"": ""T-101"", ""text"": ""VALIDATOIN""}, {""text_id"": ""T-093"", ""text"": ""from returned from repo""}, {""text_id"": ""T-092"", ""text"": ""just have coursedto""}, {""text_id"": ""T-097"", ""text"": ""mapping updated dto""}, {""text_id"": ""T-098"", ""text"": ""to entity model""}]"
S-061,IU-061,image-4319a15604867b0669dff1a64d01dd8d2b4852b2,060b9157e7f6a4be6b12b6c2ad0d86c86a1f2af23e3c1a0c8f1eeb8ab7b62aef,45aff07f1dcd51843bbe20ffac6ebd247cc1929b,2869.6803228149047,19780.85261084922,930.0,338.0,930,338,R06,True,processed-semantic-transcript,1,assets/source-images-v001/S-061__060b9157e7.png,"Visually reviewed screenshot assigned to R06: Controller implementation: load, patch, validate, map, persist, and optional upsert","[{""text_id"": ""T-101"", ""text"": ""VALIDATOIN""}, {""text_id"": ""T-100"", ""text"": ""resources structure""}, {""text_id"": ""T-099"", ""text"": ""We changing dto, because its outer layer model, consumer shouldnt know about real""}, {""text_id"": ""T-098"", ""text"": ""to entity model""}, {""text_id"": ""T-097"", ""text"": ""mapping updated dto""}]"
S-062,IU-062,image-7581cfbc59df4ce66be421a84cb0dd1d4bb25fe8,8c72403e690dadb935bfb18686236a3bd2a507fccf17b20731e7c97fd2adbe65,5787c44dd6434bfcb0c16497fd045f265f908108,2868.8469313528503,20149.471629403906,825.0,336.0,825,336,R07,True,processed-semantic-transcript,1,assets/source-images-v001/S-062__8c72403e69.png,"Visually reviewed screenshot assigned to R07: Validation architecture: ModelState, ValidationProblem, ActionContext, and InvalidModelStateResponseFactory","[{""text_id"": ""T-101"", ""text"": ""VALIDATOIN""}, {""text_id"": ""T-100"", ""text"": ""resources structure""}, {""text_id"": ""T-099"", ""text"": ""We changing dto, because its outer layer model, consumer shouldnt know about real""}, {""text_id"": ""T-098"", ""text"": ""to entity model""}, {""text_id"": ""T-097"", ""text"": ""mapping updated dto""}]"
S-063,IU-063,image-5f2bc29bfd0ab9a4b638d40386ef5c1abf4cc996,cb438b99eaa21841c0eb2a6c33aa406e82a91e11cef78016d2c6d0c488e18078,1553e8874ca4dce47763a0a422d00a63005f112b,2792.251577000172,20531.923952227567,982.0,253.0,982,253,R07,True,processed-semantic-transcript,1,assets/source-images-v001/S-063__cb438b99ea.png,"Visually reviewed screenshot assigned to R07: Validation architecture: ModelState, ValidationProblem, ActionContext, and InvalidModelStateResponseFactory","[{""text_id"": ""T-101"", ""text"": ""VALIDATOIN""}, {""text_id"": ""T-100"", ""text"": ""resources structure""}, {""text_id"": ""T-099"", ""text"": ""We changing dto, because its outer layer model, consumer shouldnt know about real""}, {""text_id"": ""T-098"", ""text"": ""to entity model""}, {""text_id"": ""T-097"", ""text"": ""mapping updated dto""}]"
S-064,IU-064,image-0cac5e14cbe2774135bade29617300f3dd138f65,aa6971b7a90459eca2151988a4958465fc9c7db9a09f79681e1450c3a24a238c,5da3d44b8b427aefe08a0cf5c6b75fe7e42a465e,2803.275386523981,20875.241538490587,979.0,367.0,979,367,R07,True,processed-semantic-transcript,1,assets/source-images-v001/S-064__aa6971b7a9.png,"Visually reviewed screenshot assigned to R07: Validation architecture: ModelState, ValidationProblem, ActionContext, and InvalidModelStateResponseFactory","[{""text_id"": ""T-102"", ""text"": ""validation problem""}, {""text_id"": ""T-103"", ""text"": ""with reusing invalidmodelstate factory""}, {""text_id"": ""T-101"", ""text"": ""VALIDATOIN""}, {""text_id"": ""T-100"", ""text"": ""resources structure""}, {""text_id"": ""T-099"", ""text"": ""We changing dto, because its outer layer model, consumer shouldnt know about real""}]"
S-065,IU-065,image-17ce08ae90f5393ab1724e8bc102ecb2a10c7442,6d88523c6f14aeba7dd42ede90060b7688cae4ccc922b3b82cc0483c9745492e,05d6483a3f67436bc19b6a8f02b9efd866b5e90e,2809.8624970863793,21315.36301879658,807.0,482.0,940,562,R07,True,processed-semantic-transcript,1,assets/source-images-v001/S-065__6d88523c6f.png,"Visually reviewed screenshot assigned to R07: Validation architecture: ModelState, ValidationProblem, ActionContext, and InvalidModelStateResponseFactory","[{""text_id"": ""T-102"", ""text"": ""validation problem""}, {""text_id"": ""T-103"", ""text"": ""with reusing invalidmodelstate factory""}, {""text_id"": ""T-101"", ""text"": ""VALIDATOIN""}, {""text_id"": ""T-100"", ""text"": ""resources structure""}, {""text_id"": ""T-099"", ""text"": ""We changing dto, because its outer layer model, consumer shouldnt know about real""}]"
S-066,IU-066,image-96fef1d18ddbb0b66519aeafa64551e3761fe2c2,ccd19bf29bdfd49bcfe1210902e9711a37e5bacbf2fe83f51b42f4ae1c6967bd,03cff97cc0cd81b80944a94ecbb08a028cdf5176,2774.0531778651266,21850.68589477314,929.0,209.0,929,209,R01,True,processed-semantic-transcript,1,assets/source-images-v001/S-066__ccd19bf29b.png,"Visually reviewed screenshot assigned to R01: PUT versus PATCH semantics, idempotency, status codes, upsert, and conditional requests","[{""text_id"": ""T-102"", ""text"": ""validation problem""}, {""text_id"": ""T-103"", ""text"": ""with reusing invalidmodelstate factory""}, {""text_id"": ""T-101"", ""text"": ""VALIDATOIN""}, {""text_id"": ""T-100"", ""text"": ""resources structure""}, {""text_id"": ""T-099"", ""text"": ""We changing dto, because its outer layer model, consumer shouldnt know about real""}]"
