"month","day","source","sourcePart","conspectName","planName","status","matchedRow","matchedSvg","matchedFolder","score","originalTopicNote"
"03","5","react or client.js.css area.pdf","2","index sign, keyof, type assertions, records to solve index sign issues","index sign, keyof, type assertions, records to solve index sign issues","MATCH_EXACT","206","index sign, keyof, type assertions, records to solve index sign issues.svg","index sign, keyof, type assertions, records to solve index sign issues","1",";default values of funcs, how to call, rest params in funcs;never type, exhaustion check with discriminated union;type narrowing;index sign, keyof, type assertions, records to solve index sign issues;type aliases, unions,iterfaces"
"03","5","react or client.js.css area.pdf","2","type aliases, unions,iterfaces","type aliases, unions,iterfaces","MATCH_EXACT","132","type aliases, unions,iterfaces.svg","type aliases, unions,iterfaces","1",";default values of funcs, how to call, rest params in funcs;never type, exhaustion check with discriminated union;type narrowing;index sign, keyof, type assertions, records to solve index sign issues;type aliases, unions,iterfaces"
"03","6","area 03 asp.pdf","","- EF CORE GENERAL repo shit entity shit onmodelcreat shit transactions shit dbexceptions db level invariants,protection, trigger","- EF CORE GENERAL repo shit entity shit onmodelcreat shit transactions shit dbexceptions db level invariants,protection, trigger","MATCH_EXACT","152","- EF CORE GENERAL  repo shit   entity shit   onmodelcreat shit  transactions shit  dbexceptions   db level invariants,protection, trigger.svg","ef-core-general-repo-shit-entity-shit-onmodelcreat-shit-transactions-shit-dbexceptions-db-level-invariants-protection-trigger","1","- EF CORE GENERAL repo shit entity shit onmodelcreat shit transactions shit dbexceptions db level invariants,protection, trigger"
"03","6","area 03 asp.pdf","","explicit interface inplementation","explicit interface inplementation","MATCH_EXACT","126","explicit interface inplementation.svg","explicit interface inplementation","1","explicit interface inplementation;lazy loading"
"03","6","area 03 asp.pdf","","lazy loading","lazy loading","MATCH_EXACT","92","lazy loading.svg","lazy loading","1","explicit interface inplementation;lazy loading"
"03","6","react or client.js.css area.pdf","2","redux rtk","redux","MATCH_EXACT","20","redux rtk.svg","redux rtk","1","redux;zustand;useReducer;react state and rerenders, store subscriptions"
"03","6","react or client.js.css area.pdf","2","redux basics","redux","MATCH_EXACT","extra-023","redux basics.svg","redux basics","1","redux;zustand;useReducer;react state and rerenders, store subscriptions"
"03","6","react or client.js.css area.pdf","2","zustand","zustand","MATCH_EXACT","109","zustand.svg","zustand","1","redux;zustand;useReducer;react state and rerenders, store subscriptions"
"03","6","react or client.js.css area.pdf","2","useReducer","useReducer","MATCH_EXACT","extra-065","useReducer.svg","useReducer","1","redux;zustand;useReducer;react state and rerenders, store subscriptions"
"03","6","react or client.js.css area.pdf","2","react state and rerenders, store subscriptions","react state and rerenders, store subscriptions","MATCH_EXACT","extra-019","react state and rerenders, store subscriptions.svg","react state and rerenders, store subscriptions","1","redux;zustand;useReducer;react state and rerenders, store subscriptions"
"03","7","area 03 asp.pdf","","filters","filters","MATCH_EXACT","197","filters.svg","filters","1","filters"
"03","7","area 03 asp.pdf","","ef has conversion, value converte,comparer","ef has conversion, value converte,comparer","MATCH_EXACT","119","ef has conversion, value converte,comparer.svg","ef has conversion, value converte,comparer","1","ef has conversion, value converte,comparer"
"03","7","area 03 asp.pdf","","cookie auth, antiforgery","cookie auth, antiforgery","MATCH_EXACT","75","cookie auth, antiforgery.svg","cookie auth, antiforgery","1","cookie auth, antiforgery;jwt auth;antiforgerytoken;cors vs anti forgery;usesyncexternalstore"
"03","7","area 03 asp.pdf","","jwt auth","jwt auth","MATCH_EXACT","41","jwt auth.svg","jwt auth","1","cookie auth, antiforgery;jwt auth;antiforgerytoken;cors vs anti forgery;usesyncexternalstore"
"03","7","area 03 asp.pdf","","antiforgerytoken","antiforgerytoken","MATCH_EXACT","157","antiforgerytoken.svg","antiforgerytoken","1","cookie auth, antiforgery;jwt auth;antiforgerytoken;cors vs anti forgery;usesyncexternalstore"
"03","7","area 03 asp.pdf","","cors vs anti forgery","cors vs anti forgery","MATCH_EXACT","179","cors vs anti forgery.svg","cors vs anti forgery","1","cookie auth, antiforgery;jwt auth;antiforgerytoken;cors vs anti forgery;usesyncexternalstore"
"03","7","area 03 asp.pdf","","usesyncexternalstore","usesyncexternalstore","MATCH_EXACT","extra-068","usesyncexternalstore.svg","usesyncexternalstore","1","cookie auth, antiforgery;jwt auth;antiforgerytoken;cors vs anti forgery;usesyncexternalstore"
"03","7","react or client.js.css area.pdf","2","usecontext","usecontext","MATCH_EXACT","extra-063","usecontext.svg","usecontext","1","usecontext;utility types;ctor type and instance type"
"03","7","react or client.js.css area.pdf","2","utility types","utility types","MATCH_EXACT","extra-069","utility types.svg","utility types","1","usecontext;utility types;ctor type and instance type"
"03","7","react or client.js.css area.pdf","2","ctor type and instance type","ctor type and instance type","MATCH_EXACT","108","ctor type and instance type.svg","ctor type and instance type","1","usecontext;utility types;ctor type and instance type"
"03","8","area 03 asp.pdf","","authenticaiton ticket, properties, context.User (claimsprincipal)","authenticaiton ticket, properties, context.User (claimsprincipal)","MATCH_EXACT","161","authenticaiton ticket, properties, context.User (claimsprincipal).svg","authenticaiton ticket, properties, context.User (claimsprincipal)","1","authenticaiton ticket, properties, context.User (claimsprincipal); AUTH EVENTS; AUTHORIZATION"
"03","8","area 03 asp.pdf","","AUTH EVENTS","AUTH EVENTS","MATCH_EXACT","160","AUTH EVENTS.svg","AUTH EVENTS","1","authenticaiton ticket, properties, context.User (claimsprincipal); AUTH EVENTS; AUTHORIZATION"
"03","8","area 03 asp.pdf","","AUTHORIZATION","AUTHORIZATION","MATCH_EXACT","164","AUTHORIZATION.svg","AUTHORIZATION","1","authenticaiton ticket, properties, context.User (claimsprincipal); AUTH EVENTS; AUTHORIZATION"
"03","8","react or client.js.css area.pdf","2","xhr","xhr","MATCH_EXACT","extra-074","xhr.svg","xhr","1","xhr;iframe,cross window communication,target;memory vs localstorage vs sessionstorage, session storage and local storage api methods"
"03","8","react or client.js.css area.pdf","2","iframe,cross window communication,target","iframe,cross window communication,target","MATCH_EXACT","64","iframe,cross window communication,target.svg","iframe,cross window communication,target","1","xhr;iframe,cross window communication,target;memory vs localstorage vs sessionstorage, session storage and local storage api methods"
"03","8","react or client.js.css area.pdf","2","memory vs localstorage vs sessionstorage, session storage and local storage api methods","memory vs localstorage vs sessionstorage, session storage and local storage api methods","MATCH_EXACT","30","memory vs localstorage vs sessionstorage, session storage and local storage api methods.svg","memory vs localstorage vs sessionstorage, session storage and local storage api methods","1","xhr;iframe,cross window communication,target;memory vs localstorage vs sessionstorage, session storage and local storage api methods"
"03","9","area 03 asp.pdf","","authentication,, oidc, flows , handlers , forwarding auth events","authentication,, oidc, flows , handlers , forwarding auth events","MATCH_EXACT","162","authentication,, oidc, flows , handlers , forwarding auth events.svg","authentication-oidc-flows-handlers-forwarding-auth-events","1","authentication,, oidc, flows , handlers , forwarding auth events; authorization flow,autorization options, framework, authorizationmiddlewareresulthandler"
"03","9","area 03 asp.pdf","","authorization flow,autorization options, framework, authorizationmiddlewareresulthandler","authorization flow,autorization options, framework, authorizationmiddlewareresulthandler","MATCH_EXACT","163","authorization flow,autorization options, framework, authorizationmiddlewareresulthandler.svg","authorization-flow-autorization-options-framework-authorizationmiddlewareresulthandler","1","authentication,, oidc, flows , handlers , forwarding auth events; authorization flow,autorization options, framework, authorizationmiddlewareresulthandler"
"03","9","react or client.js.css area.pdf","2","react query,rquery","react query,rquery","MATCH_EXACT","workspace","","react query,rquery","1","react query,rquery"
"03","10","area 03 asp.pdf","","hashing","hashing","MATCH_EXACT","201","hashing.svg","hashing","1","hashing;url save base 64 for db, hex string; adddataprotection, encryption, password recovery;account activation;content disposition header;donwloading files, blob,window.location,signed uri, showsavefilepicker createwritable"
"03","10","area 03 asp.pdf","","url save base 64 for db, hex string","url save base 64 for db, hex string","MATCH_EXACT","16","url save base 64 for db, hex string.svg","url save base 64 for db, hex string","1","hashing;url save base 64 for db, hex string; adddataprotection, encryption, password recovery;account activation;content disposition header;donwloading files, blob,window.location,signed uri, showsavefilepicker createwritable"
"03","10","area 03 asp.pdf","","adddataprotection, encryption, password recovery","adddataprotection, encryption, password recovery","MATCH_EXACT","34","adddataprotection, encryption, password recovery.svg","adddataprotection, encryption, password recovery","1","hashing;url save base 64 for db, hex string; adddataprotection, encryption, password recovery;account activation;content disposition header;donwloading files, blob,window.location,signed uri, showsavefilepicker createwritable"
"03","10","area 03 asp.pdf","","account activation","account activation","MATCH_EXACT","154","account activation.svg","account activation","1","hashing;url save base 64 for db, hex string; adddataprotection, encryption, password recovery;account activation;content disposition header;donwloading files, blob,window.location,signed uri, showsavefilepicker createwritable"
"03","10","area 03 asp.pdf","","content disposition header","content disposition header","MATCH_EXACT","48","content disposition header.svg","content disposition header","1","hashing;url save base 64 for db, hex string; adddataprotection, encryption, password recovery;account activation;content disposition header;donwloading files, blob,window.location,signed uri, showsavefilepicker createwritable"
"03","10","area 03 asp.pdf","","donwloading files, blob,window.location,signed uri, showsavefilepicker createwritable","donwloading files, blob,window.location,signed uri, showsavefilepicker createwritable","MATCH_EXACT","185","donwloading files, blob,window.location,signed uri, showsavefilepicker createwritable.svg","donwloading files, blob,window.location,signed uri, showsavefilepicker createwritable","1","hashing;url save base 64 for db, hex string; adddataprotection, encryption, password recovery;account activation;content disposition header;donwloading files, blob,window.location,signed uri, showsavefilepicker createwritable"
"03","10","react or client.js.css area.pdf","2","promise.all","promise.all","MATCH_EXACT","extra-013","promise.all.svg","promise.all","1","promise.all;textdecoder, encoder, streaming and processing chunks, textdecoderstream of transformstream;uintarray,blob, arraybuffer,dataview,endianness;semaphoreslim for ts js, pending promise without resolve"
"03","10","react or client.js.css area.pdf","2","textdecoder, encoder, streaming and processing chunks, textdecoderstream of transformstream","textdecoder, encoder, streaming and processing chunks, textdecoderstream of transformstream","MATCH_EXACT","115","textdecoder, encoder, streaming and processing chunks, textdecoderstream of transformstream.svg","textdecoder, encoder, streaming and processing chunks, textdecoderstream of transformstream","1","promise.all;textdecoder, encoder, streaming and processing chunks, textdecoderstream of transformstream;uintarray,blob, arraybuffer,dataview,endianness;semaphoreslim for ts js, pending promise without resolve"
"03","10","react or client.js.css area.pdf","2","uintarray,blob, arraybuffer,dataview,endianness","uintarray,blob, arraybuffer,dataview,endianness","MATCH_EXACT","50","uintarray,blob, arraybuffer,dataview,endianness.svg","uintarray,blob, arraybuffer,dataview,endianness","1","promise.all;textdecoder, encoder, streaming and processing chunks, textdecoderstream of transformstream;uintarray,blob, arraybuffer,dataview,endianness;semaphoreslim for ts js, pending promise without resolve"
"03","10","react or client.js.css area.pdf","2","semaphoreslim for ts js, pending promise without resolve","semaphoreslim for ts js, pending promise without resolve","MATCH_EXACT","extra-029","semaphoreslim for ts js, pending promise without resolve.svg","semaphoreslim for ts js, pending promise without resolve","1","promise.all;textdecoder, encoder, streaming and processing chunks, textdecoderstream of transformstream;uintarray,blob, arraybuffer,dataview,endianness;semaphoreslim for ts js, pending promise without resolve"
"03","11","area 03 asp.pdf","","google recapcha and recapchas","google recapcha and recapchas","MATCH_EXACT","112","google recapcha and recapchas.svg","google recapcha and recapchas","1","google recapcha and recapchas;mfa;identity;totp, summary,theory;creating base32 secret;"
"03","11","area 03 asp.pdf","","mfa","mfa","MATCH_EXACT","19","mfa.svg","mfa","1","google recapcha and recapchas;mfa;identity;totp, summary,theory;creating base32 secret;"
"03","11","area 03 asp.pdf","","identity","identity","MATCH_EXACT","72","identity.svg","identity","1","google recapcha and recapchas;mfa;identity;totp, summary,theory;creating base32 secret;"
"03","11","area 03 asp.pdf","","totp, summary,theory","totp, summary,theory","MATCH_EXACT","6","totp, summary,theory.svg","totp, summary,theory","1","google recapcha and recapchas;mfa;identity;totp, summary,theory;creating base32 secret;"
"03","11","area 03 asp.pdf","","creating base32 secret","creating base32 secret","MATCH_EXACT","182","creating base32 secret.svg","creating base32 secret","1","google recapcha and recapchas;mfa;identity;totp, summary,theory;creating base32 secret;"
"03","11","react or client.js.css area.pdf","2","pipethrough,transformstream,pipeto,writablestream, readablestream","pipethrough,transformstream,pipeto,writablestream, readablestream","MATCH_EXACT","extra-007","pipethrough,transformstream,pipeto,writablestream, readablestream.svg","pipethrough,transformstream,pipeto,writablestream, readablestream","1","pipethrough,transformstream,pipeto,writablestream, readablestream;js yield, asyncenumerable, finally of generator"
"03","11","react or client.js.css area.pdf","2","js yield, asyncenumerable, finally of generator","js yield, asyncenumerable, finally of generator","MATCH_EXACT","21","js yield, asyncenumerable, finally of generator.svg","js yield, asyncenumerable, finally of generator","1","pipethrough,transformstream,pipeto,writablestream, readablestream;js yield, asyncenumerable, finally of generator"
"03","12","area 03 asp.pdf","","manual account lockout,ratelimiter middleware, idatabase vs idist cache","manual account lockout,ratelimiter middleware, idatabase vs idist cache","MATCH_EXACT","225","manual account lockout,ratelimiter middleware, idatabase vs idist cache.svg","manual account lockout,ratelimiter middleware, idatabase vs idist cache","1","manual account lockout,ratelimiter middleware, idatabase vs idist cache; redis,multiplexer,redis lock; working with bytes, streams to bytes, to array readexactly,readatleast;event source browser;"
"03","12","area 03 asp.pdf","","redis,multiplexer,redis lock","redis,multiplexer,redis lock","MATCH_EXACT","extra-022","redis,multiplexer,redis lock.svg","redis-multiplexer-redis-lock","1","manual account lockout,ratelimiter middleware, idatabase vs idist cache; redis,multiplexer,redis lock; working with bytes, streams to bytes, to array readexactly,readatleast;event source browser;"
"03","12","area 03 asp.pdf","","working with bytes, streams to bytes, to array readexactly,readatleast","working with bytes, streams to bytes, to array readexactly,readatleast","MATCH_EXACT","87","working with bytes, streams to bytes, to array readexactly,readatleast.svg","working with bytes, streams to bytes, to array readexactly,readatleast","1","manual account lockout,ratelimiter middleware, idatabase vs idist cache; redis,multiplexer,redis lock; working with bytes, streams to bytes, to array readexactly,readatleast;event source browser;"
"03","12","area 03 asp.pdf","","event source browser","event source browser","MATCH_EXACT","192","event source browser.svg","event source browser","1","manual account lockout,ratelimiter middleware, idatabase vs idist cache; redis,multiplexer,redis lock; working with bytes, streams to bytes, to array readexactly,readatleast;event source browser;"
"03","12","react or client.js.css area.pdf","2","SVH DVH LVH","SVH DVH LVH","MATCH_EXACT","extra-056","SVH DVH LVH.svg","SVH DVH LVH","1","SVH DVH LVH;react strict mode;"
"03","12","react or client.js.css area.pdf","2","react strict mode","react strict mode","MATCH_EXACT","extra-020","react strict mode.svg","react strict mode","1","SVH DVH LVH;react strict mode;"
"03","13","area 03 asp.pdf","","OIDC,OAUTH, IDENTITY SERVER,BFF,authtoken, authproperties","OIDC,OAUTH, IDENTITY SERVER,BFF,authtoken, authproperties","MATCH_EXACT","229","OIDC,OAUTH, IDENTITY SERVER,BFF,authtoken, authproperties.svg","OIDC,OAUTH, IDENTITY SERVER,BFF,authtoken, authproperties","1","OIDC,OAUTH, IDENTITY SERVER,BFF,authtoken, authproperties; produces, consumes, input output formatters 406 415, vary accept,;windows auth"
"03","13","area 03 asp.pdf","","produces, consumes, input output formatters 406 415, vary accept,","produces, consumes, input output formatters 406 415, vary accept,","MATCH_EXACT","extra-011","produces, consumes, input output formatters 406 415, vary accept.svg","produces-consumes-input-output-formatters-406-415-vary-accept","1","OIDC,OAUTH, IDENTITY SERVER,BFF,authtoken, authproperties; produces, consumes, input output formatters 406 415, vary accept,;windows auth"
"03","13","area 03 asp.pdf","","windows auth","windows auth","MATCH_EXACT","extra-073","windows auth.svg","windows-auth","1","OIDC,OAUTH, IDENTITY SERVER,BFF,authtoken, authproperties; produces, consumes, input output formatters 406 415, vary accept,;windows auth"
"03","13","react or client.js.css area.pdf","2","useTransition full flow, usedebounce, useDefferedvalue","useTransition full flow, usedebounce, useDefferedvalue","MATCH_EXACT","123","useTransition full flow, usedebounce, useDefferedvalue.svg","useTransition full flow, usedebounce, useDefferedvalue","1","useTransition full flow, usedebounce, useDefferedvalue;usetransition,cancelling queries of rquery,cant cancel suspence query, batching transitions"
"03","13","react or client.js.css area.pdf","2","usetransition,cancelling queries of rquery,cant cancel suspence query, batching transitions","usetransition,cancelling queries of rquery,cant cancel suspence query, batching transitions","MATCH_EXACT","133","usetransition,cancelling queries of rquery,cant cancel suspence query, batching transitions.svg","usetransition,cancelling queries of rquery,cant cancel suspence query, batching transitions","1","useTransition full flow, usedebounce, useDefferedvalue;usetransition,cancelling queries of rquery,cant cancel suspence query, batching transitions"
"03","14","area 03 asp.pdf","","websockets","websockets","MATCH_EXACT","extra-072","websockets.svg","websockets","1","websockets;useRef to avoid including into deps array, to avoid rerenders or bad recreations"
"03","14","area 03 asp.pdf","","useRef to avoid including into deps array, to avoid rerenders or bad recreations","useRef to avoid including into deps array, to avoid rerenders or bad recreations","MATCH_EXACT","extra-066","useRef to avoid including into deps array, to avoid rerenders or bad recreations.svg","useRef to avoid including into deps array, to avoid rerenders or bad recreations","1","websockets;useRef to avoid including into deps array, to avoid rerenders or bad recreations"
"03","15","area 03 asp.pdf","","processing data as stream in dif situations, httpclient,endpoint,browser,websockets","processing data as stream in dif situations, httpclient,endpoint,browser,websockets","MATCH_EXACT","extra-010","processing data as stream in dif situations, httpclient,endpoint,browser,websockets.svg","processing data as stream in dif situations, httpclient,endpoint,browser,websockets","1","processing data as stream in dif situations, httpclient,endpoint,browser,websockets;"
"03","16","area 03 asp.pdf","","randomnumbergenerator","randomnumbergenerator","MATCH_EXACT","extra-015","randomnumbergenerator.svg","randomnumbergenerator","1","randomnumbergenerator;encoding, utf8, chunk processing,;returning iqueryable,problems when returning ienumerable without tolist, async enumerable problems,yield;hexadecimal base16 how to convert to bytes easily;decoding, bytes memory, start of x byte character"
"03","16","area 03 asp.pdf","","encoding, utf8, chunk processing,","encoding, utf8, chunk processing,","MATCH_EXACT","189","encoding, utf8, chunk processing.svg","encoding, utf8, chunk processing","1","randomnumbergenerator;encoding, utf8, chunk processing,;returning iqueryable,problems when returning ienumerable without tolist, async enumerable problems,yield;hexadecimal base16 how to convert to bytes easily;decoding, bytes memory, start of x byte character"
"03","16","area 03 asp.pdf","","returning iqueryable,problems when returning ienumerable without tolist, async enumerable problems,yield","returning iqueryable,problems when returning ienumerable without tolist, async enumerable problems,yield","MATCH_EXACT","82","returning iqueryable,problems when returning ienumerable without tolist, async enumerable problems,yield.svg","returning-iqueryable-problems-when-returning-ienumerable-without-tolist-async-enumerable-problems-yield","1","randomnumbergenerator;encoding, utf8, chunk processing,;returning iqueryable,problems when returning ienumerable without tolist, async enumerable problems,yield;hexadecimal base16 how to convert to bytes easily;decoding, bytes memory, start of x byte character"
"03","16","area 03 asp.pdf","","hexadecimal base16 how to convert to bytes easily","hexadecimal base16 how to convert to bytes easily","MATCH_EXACT","137","hexadecimal base16 how  to convert to bytes easily.svg","hexadecimal base16 how  to convert to bytes easily","1","randomnumbergenerator;encoding, utf8, chunk processing,;returning iqueryable,problems when returning ienumerable without tolist, async enumerable problems,yield;hexadecimal base16 how to convert to bytes easily;decoding, bytes memory, start of x byte character"
"03","16","area 03 asp.pdf","","decoding, bytes memory, start of x byte character","decoding, bytes memory, start of x byte character","MATCH_EXACT","97","decoding, bytes memory, start of x byte character.svg","decoding, bytes memory, start of x byte character","1","randomnumbergenerator;encoding, utf8, chunk processing,;returning iqueryable,problems when returning ienumerable without tolist, async enumerable problems,yield;hexadecimal base16 how to convert to bytes easily;decoding, bytes memory, start of x byte character"
"03","16","area 03 asp.pdf","","ETAG, e tag","ETAG, e tag","MATCH_EXACT","96","ETAG, e tag.svg","ETAG, e tag","1","ETAG, e tag"
"03","17","area 03 asp.pdf","","changetracker","changetracker","MATCH_EXACT","170","changetracker.svg","changetracker","1","changetracker;"
"03","18","area 03 asp.pdf","","partially initialized antipattern and possible partial inits inside repositories","partially initialized antipattern and possible partial inits inside repositories","MATCH_EXACT","101","partially initialized antipattern and possible partial inits inside repositories.svg","partially initialized antipattern and possible partial inits inside repositories","1","partially initialized antipattern and possible partial inits inside repositories;"
"03","18","area 03 asp.pdf","","- EF CORE GENERAL repo shit entity shit onmodelcreat shit transactions shit dbexceptions db level invariants,protection, trigger","- EF CORE GENERAL repo shit entity shit onmodelcreat shit transactions shit dbexceptions db level invariants,protection, trigger","MATCH_EXACT","152","- EF CORE GENERAL  repo shit   entity shit   onmodelcreat shit  transactions shit  dbexceptions   db level invariants,protection, trigger.svg","ef-core-general-repo-shit-entity-shit-onmodelcreat-shit-transactions-shit-dbexceptions-db-level-invariants-protection-trigger","1","- EF CORE GENERAL repo shit entity shit onmodelcreat shit transactions shit dbexceptions db level invariants,protection, trigger"
"03","19","area 03 asp.pdf","","linq to sql","linq to sql","MATCH_EXACT","224","linq to sql.svg","linq to sql","1","linq to sql;assplitquery;returning most specific passing most generic;encapsulating dbcontext;abstraction and encapsulation; linq join groupjoin groupby selectmany,selectmany second callback;query syntax"
"03","19","area 03 asp.pdf","","assplitquery","assplitquery","MATCH_EXACT","159","assplitquery.svg","assplitquery","1","linq to sql;assplitquery;returning most specific passing most generic;encapsulating dbcontext;abstraction and encapsulation; linq join groupjoin groupby selectmany,selectmany second callback;query syntax"
"03","19","area 03 asp.pdf","","returning most specific passing most generic","returning most specific passing most generic","MATCH_EXACT","extra-026","returning most specific passing most generic.svg","returning-most-specific-passing-most-generic","1","linq to sql;assplitquery;returning most specific passing most generic;encapsulating dbcontext;abstraction and encapsulation; linq join groupjoin groupby selectmany,selectmany second callback;query syntax"
"03","19","area 03 asp.pdf","","encapsulating dbcontext","encapsulating dbcontext","MATCH_EXACT","188","encapsulating dbcontext.svg","encapsulating-dbcontext","1","linq to sql;assplitquery;returning most specific passing most generic;encapsulating dbcontext;abstraction and encapsulation; linq join groupjoin groupby selectmany,selectmany second callback;query syntax"
"03","19","area 03 asp.pdf","","abstraction and encapsulation","abstraction and encapsulation","MATCH_EXACT","153","abstraction and encapsulation.svg","abstraction-and-encapsulation","1","linq to sql;assplitquery;returning most specific passing most generic;encapsulating dbcontext;abstraction and encapsulation; linq join groupjoin groupby selectmany,selectmany second callback;query syntax"
"03","19","area 03 asp.pdf","","linq join groupjoin groupby selectmany,selectmany second callback","linq join groupjoin groupby selectmany,selectmany second callback","MATCH_EXACT","222","linq join groupjoin groupby selectmany,selectmany second callback.svg","linq-join-groupjoin-groupby-selectmany-selectmany-second-callback","1","linq to sql;assplitquery;returning most specific passing most generic;encapsulating dbcontext;abstraction and encapsulation; linq join groupjoin groupby selectmany,selectmany second callback;query syntax"
"03","19","area 03 asp.pdf","","query syntax","query syntax","MATCH_ACCEPTED","223","linq query syntax.svg","linq-query-syntax","1","linq to sql;assplitquery;returning most specific passing most generic;encapsulating dbcontext;abstraction and encapsulation; linq join groupjoin groupby selectmany,selectmany second callback;query syntax"
"03","20","area 03 asp.pdf","","transaction, isolation","transaction, isolation","MATCH_EXACT","extra-060","transaction, isolation.svg","transaction, isolation","1","transaction, isolation;ef core retry, savepoints"
"03","20","area 03 asp.pdf","","ef core retry, savepoints","ef core retry, savepoints","MATCH_EXACT","187","ef core retry, savepoints.svg","ef core retry, savepoints","1","transaction, isolation;ef core retry, savepoints"
"03","20","area 03 asp.pdf","","- EF CORE GENERAL repo shit entity shit onmodelcreat shit transactions shit dbexceptions db level invariants,protection, trigger","- EF CORE GENERAL repo shit entity shit onmodelcreat shit transactions shit dbexceptions db level invariants,protection, trigger","MATCH_EXACT","152","- EF CORE GENERAL  repo shit   entity shit   onmodelcreat shit  transactions shit  dbexceptions   db level invariants,protection, trigger.svg","ef-core-general-repo-shit-entity-shit-onmodelcreat-shit-transactions-shit-dbexceptions-db-level-invariants-protection-trigger","1","- EF CORE GENERAL repo shit entity shit onmodelcreat shit transactions shit dbexceptions db level invariants,protection, trigger"
"03","21","area 03 asp.pdf","","returning iqueryable,problems when returning ienumerable without tolist, async enumerable problems,yield","returning iqueryable,problems when returning ienumerable without tolist, async enumerable problems,yield","MATCH_EXACT","82","returning iqueryable,problems when returning ienumerable without tolist, async enumerable problems,yield.svg","returning-iqueryable-problems-when-returning-ienumerable-without-tolist-async-enumerable-problems-yield","1","returning iqueryable,problems when returning ienumerable without tolist, async enumerable problems,yield;hashcode;equality;records;ref in out"
"03","21","area 03 asp.pdf","","hashcode","hashcode","MATCH_EXACT","121","hashcode.svg","hashcode","1","returning iqueryable,problems when returning ienumerable without tolist, async enumerable problems,yield;hashcode;equality;records;ref in out"
"03","21","area 03 asp.pdf","","equality","equality","MATCH_EXACT","191","equality.svg","equality","1","returning iqueryable,problems when returning ienumerable without tolist, async enumerable problems,yield;hashcode;equality;records;ref in out"
"03","21","area 03 asp.pdf","","records","records","MATCH_EXACT","extra-021","records.svg","records","1","returning iqueryable,problems when returning ienumerable without tolist, async enumerable problems,yield;hashcode;equality;records;ref in out"
"03","21","area 03 asp.pdf","","ref in out","ref in out","MATCH_EXACT","extra-024","ref in out.svg","ref in out","1","returning iqueryable,problems when returning ienumerable without tolist, async enumerable problems,yield;hashcode;equality;records;ref in out"
"03","22","area 03 asp.pdf","","channel","channel","MATCH_EXACT","171","channel.svg","channel","1","channel; lock, monitor ; semaphoreslim vs channel"
"03","22","area 03 asp.pdf","","lock, monitor","lock, monitor","MATCH_EXACT","53","lock, monitor.svg","lock-monitor","1","channel; lock, monitor ; semaphoreslim vs channel"
"03","22","area 03 asp.pdf","","semaphoreslim vs channel","semaphoreslim vs channel","MATCH_EXACT","extra-030","semaphoreslim vs channel.svg","semaphoreslim vs channel","1","channel; lock, monitor ; semaphoreslim vs channel"
"03","23","area 03 asp.pdf","","primary httphandler optoins, socket","primary httphandler optoins, socket","MATCH_EXACT","extra-008","primary httphandler optoins, socket.svg","primary httphandler optoins, socket","1","primary httphandler optoins, socket;"
"03","24","area 03 asp.pdf","","dbcontext interseptors savechanges , dbcommand","dbcontext interseptors savechanges , dbcommand","MATCH_EXACT","107","dbcontext interseptors savechanges , dbcommand.svg","dbcontext interseptors savechanges , dbcommand","1","dbcontext interseptors savechanges , dbcommand;dbset fromsql fromsqlraw fromsqlinterpolated and LINQ executeupdateasync and executedelete async,database.executesql executeraw,fromsqlquery"
"03","24","area 03 asp.pdf","","dbset fromsql fromsqlraw fromsqlinterpolated and LINQ executeupdateasync and executedelete async,database.executesql executeraw,fromsqlquery","dbset fromsql fromsqlraw fromsqlinterpolated and LINQ executeupdateasync and executedelete async,database.executesql executeraw,fromsqlquery","MATCH_EXACT","183","dbset fromsql fromsqlraw fromsqlinterpolated and LINQ executeupdateasync and executedelete async,database.executesql executeraw,fromsqlquery.svg","dbset fromsql fromsqlraw fromsqlinterpolated and LINQ executeupdateasync and executedelete async,database.executesql executeraw,fromsqlquery","1","dbcontext interseptors savechanges , dbcommand;dbset fromsql fromsqlraw fromsqlinterpolated and LINQ executeupdateasync and executedelete async,database.executesql executeraw,fromsqlquery"
"03","25","area 03 asp.pdf","","span,memory,stackalloc,stackoverflow,calculate bytes, unmanaged types","span,memory,stackalloc,stackoverflow,calculate bytes, unmanaged types","MATCH_EXACT","11","span,memory,stackalloc,stackoverflow,calculate bytes, unmanaged types.svg","span,memory,stackalloc,stackoverflow,calculate bytes, unmanaged types","1","span,memory,stackalloc,stackoverflow,calculate bytes, unmanaged types"
"04","1","react or client.js.css area.pdf","3","pseudoel, pseudo with parents stacking context, darp popup on full screen pseudo el","pseudoel, pseudo with parents stacking context, darp popup on full screen pseudo el","MATCH_EXACT","13","pseudoel, pseudo with parents stacking context, darp popup on full screen pseudo el.svg","pseudoel, pseudo with parents stacking context, darp popup on full screen pseudo el","1","pseudoel, pseudo with parents stacking context, darp popup on full screen pseudo el; useref, when need to have ref from obj created in useeffect + when need to access someting inside effect without incl into dep array"
