"month","day","source","topic","matchedFolders","details","block","anchorCount","foundAnchors","strongAnchors","autoVerdict","finalVerdict","manualNote","anchorEvidence"
"03","16","area 03 asp.pdf","randomnumbergenerator;encoding, utf8, chunk processing,;returning iqueryable,problems when returning ienumerable without tolist, async enumerable problems,yield;hexadecimal base16 how to convert to bytes easily;decoding, bytes memory, start of x byte character","randomnumbergenerator | encoding, utf8, chunk processing | returning-iqueryable-problems-when-returning-ienumerable-without-tolist-async-enumerable-problems-yield | hexadecimal base16 how  to convert to bytes easily | decoding, bytes memory, start of x byte character","","","0","0","0","CLEAR_WHOLE_CONSPECT","CLEAR_WHOLE_CONSPECT","",""
"03","16","area 03 asp.pdf","ETAG, e tag","ETAG, e tag","","e tag for aggregate;etag flow, can browser store for later use or it needs to get etag on each response from server?;if match at client","3","3","3","CLEAR_TARGET_FOUND","CLEAR_TARGET_FOUND","","block: e tag for aggregate => 1.00 ETAG, e tag\00-source-check-and-boundary-review.md || block: etag flow, can browser store for later use or it needs to get etag on each response from server? => 1.00 ETAG, e tag\01-final-transcript.md || block: if match at client => 1.00 ETAG, e tag\01-final-transcript.md"
"03","17","area 03 asp.pdf","changetracker;","changetracker","","","0","0","0","CLEAR_WHOLE_CONSPECT","CLEAR_WHOLE_CONSPECT","",""
"03","18","area 03 asp.pdf","partially initialized antipattern and possible partial inits inside repositories;","partially initialized antipattern and possible partial inits inside repositories","","","0","0","0","CLEAR_WHOLE_CONSPECT","CLEAR_WHOLE_CONSPECT","",""
"03","18","area 03 asp.pdf","- EF CORE GENERAL repo shit entity shit onmodelcreat shit transactions shit dbexceptions db level invariants,protection, trigger","ef-core-general-repo-shit-entity-shit-onmodelcreat-shit-transactions-shit-dbexceptions-db-level-invariants-protection-trigger","","entities shit;nullable relationships;some onmodel creat hshit","3","3","3","CLEAR_TARGET_FOUND","CLEAR_TARGET_FOUND","","block: entities shit => 1.00 ef-core-general-repo-shit-entity-shit-onmodelcreat-shit-transactions-shit-dbexceptions-db-level-invariants-protection-trigger\01-stage0-boundary-review.md || block: nullable relationships => 1.00 ef-core-general-repo-shit-entity-shit-onmodelcreat-shit-transactions-shit-dbexceptions-db-level-invariants-protection-trigger\data\ef-core-general-image-review-ledger-v1.csv || block: some onmodel creat hshit => 1.00 ef-core-general-repo-shit-entity-shit-onmodelcreat-shit-transactions-shit-dbexceptions-db-level-invariants-protection-trigger\data\ef-core-general-image-review-ledger-v1.csv"
"03","19","area 03 asp.pdf","linq to sql;assplitquery;returning most specific passing most generic;encapsulating dbcontext;abstraction and encapsulation; linq join groupjoin groupby selectmany,selectmany second callback;query syntax","linq to sql | assplitquery | returning-most-specific-passing-most-generic | encapsulating-dbcontext | abstraction-and-encapsulation | linq-join-groupjoin-groupby-selectmany-selectmany-second-callback | linq-query-syntax","","","0","0","0","CLEAR_WHOLE_CONSPECT","CLEAR_WHOLE_CONSPECT","",""
"03","20","area 03 asp.pdf","transaction, isolation;ef core retry, savepoints","transaction, isolation | ef core retry, savepoints","","","0","0","0","CLEAR_WHOLE_CONSPECT","CLEAR_WHOLE_CONSPECT","",""
"03","20","area 03 asp.pdf","- EF CORE GENERAL repo shit entity shit onmodelcreat shit transactions shit dbexceptions db level invariants,protection, trigger","ef-core-general-repo-shit-entity-shit-onmodelcreat-shit-transactions-shit-dbexceptions-db-level-invariants-protection-trigger","","transactions;transaction patterns","2","2","2","CLEAR_TARGET_FOUND","CLEAR_TARGET_FOUND","","block: transactions => 1.00 ef-core-general-repo-shit-entity-shit-onmodelcreat-shit-transactions-shit-dbexceptions-db-level-invariants-protection-trigger\00-repo-conspects-check.md || block: transaction patterns => 1.00 ef-core-general-repo-shit-entity-shit-onmodelcreat-shit-transactions-shit-dbexceptions-db-level-invariants-protection-trigger\data\EF05-EF06-combined-boundary-review-stage10-v001.csv"
"03","21","area 03 asp.pdf","returning iqueryable,problems when returning ienumerable without tolist, async enumerable problems,yield;hashcode;equality;records;ref in out","returning-iqueryable-problems-when-returning-ienumerable-without-tolist-async-enumerable-problems-yield | hashcode | equality | records | ref in out","","","0","0","0","CLEAR_WHOLE_CONSPECT","CLEAR_WHOLE_CONSPECT","",""
"03","22","area 03 asp.pdf","channel; lock, monitor ; semaphoreslim vs channel","channel | lock-monitor | semaphoreslim vs channel","","","0","0","0","CLEAR_WHOLE_CONSPECT","CLEAR_WHOLE_CONSPECT","",""
"03","23","area 03 asp.pdf","primary httphandler optoins, socket;","primary httphandler optoins, socket","","","0","0","0","CLEAR_WHOLE_CONSPECT","CLEAR_WHOLE_CONSPECT","",""
"03","24","area 03 asp.pdf","dbcontext interseptors savechanges , dbcommand;dbset fromsql fromsqlraw fromsqlinterpolated and LINQ executeupdateasync and executedelete async,database.executesql executeraw,fromsqlquery","dbcontext interseptors savechanges , dbcommand | dbset fromsql fromsqlraw fromsqlinterpolated and LINQ executeupdateasync and executedelete async,database.executesql executeraw,fromsqlquery","","","0","0","0","CLEAR_WHOLE_CONSPECT","CLEAR_WHOLE_CONSPECT","",""
"03","25","area 03 asp.pdf","span,memory,stackalloc,stackoverflow,calculate bytes, unmanaged types","span,memory,stackalloc,stackoverflow,calculate bytes, unmanaged types","","","0","0","0","CLEAR_WHOLE_CONSPECT","CLEAR_WHOLE_CONSPECT","",""
"04","1","react or client.js.css area.pdf","pseudoel, pseudo with parents stacking context, darp popup on full screen pseudo el; useref, when need to have ref from obj created in useeffect + when need to access someting inside effect without incl into dep array","pseudoel, pseudo with parents stacking context, darp popup on full screen pseudo el | useref, when need to have ref from obj created in useeffect + when need to access someting inside effect without incl into dep array","","","0","0","0","CLEAR_WHOLE_CONSPECT","CLEAR_WHOLE_CONSPECT","",""
"04","1","topic nots asp 4.pdf","interlocked,interlocked.read; objectpool,arraypool,memorypool;dbcontextpool, queryfilter;query filters ef core;","interlocked,interlocked.read | objectpool,arraypool,memorypool | dbcontextpool, queryfilter | query filters ef core","","","0","0","0","CLEAR_WHOLE_CONSPECT","CLEAR_WHOLE_CONSPECT","",""
"04","2","react or client.js.css area.pdf","persistance, zustand,rquery,redux","persistance, zustand,rquery,redux","","","0","0","0","CLEAR_WHOLE_CONSPECT","CLEAR_WHOLE_CONSPECT","",""
"04","2","topic nots asp 4.pdf","stored procedures;rawconnections,dbconnection,sqlconnection,commands","stored procedures | rawconnections,dbconnection,sqlconnection,commands","","","0","0","0","CLEAR_WHOLE_CONSPECT","CLEAR_WHOLE_CONSPECT","",""
"04","3","react or client.js.css area.pdf","inset vs size,margins,formula;","inset vs size,margins,formula","","","0","0","0","CLEAR_WHOLE_CONSPECT","CLEAR_WHOLE_CONSPECT","",""
"04","3","topic nots asp 4.pdf","REFLECTION;time;problem2; jsondocument, jsonnode, jsonelement, utf8jsonwriter","REFLECTION | time | problem2 | jsondocument, jsonnode, jsonelement, utf8jsonwriter","","without utf8jsonwriter part","1","1","1","CLEAR_TARGET_FOUND","CLEAR_TARGET_FOUND","","block: without utf8jsonwriter part => 1.00 jsondocument, jsonnode, jsonelement, utf8jsonwriter\00-source-check-and-boundary-review.md"
"04","4","react or client.js.css area.pdf","set js;splice;not","set js | splice | not","","","0","0","0","CLEAR_WHOLE_CONSPECT","CLEAR_WHOLE_CONSPECT","",""
"04","4","topic nots asp 4.pdf","return new ();headers;basic auth;server resources,multipleinstances,microservices; ascii;","return new () | headers | basic auth | server resources,multipleinstances,microservices | ascii","","","0","0","0","CLEAR_WHOLE_CONSPECT","CLEAR_WHOLE_CONSPECT","",""
"04","5","topic nots asp 4.pdf","CORS","CORS","","","0","0","0","CLEAR_WHOLE_CONSPECT","CLEAR_WHOLE_CONSPECT","",""
"04","6","topic nots asp 4.pdf","ef core context.database, transaction object, savechanges, dbconnection,dbtransaction","ef-core-context-database-transaction-object-savechanges-dbconnection-dbtransaction","","","0","0","0","CLEAR_WHOLE_CONSPECT","CLEAR_WHOLE_CONSPECT","",""
"04","7","topic nots asp 4.pdf","filters","filters","","what wasnt covered before","1","1","0","MOSTLY_LOCATABLE","MOSTLY_LOCATABLE","","block: what wasnt covered before => 0.67 filters\regions\R01-main-filters-theory-ordering-exception-di-factories.md"
"04","7","topic nots asp 4.pdf","- EF CORE GENERAL repo shit entity shit onmodelcreat shit transactions shit dbexceptions db level invariants,protection, trigger","ef-core-general-repo-shit-entity-shit-onmodelcreat-shit-transactions-shit-dbexceptions-db-level-invariants-protection-trigger","","db exceptions concur;different sql server error codes, what can do with each;db/sql shit","3","3","3","CLEAR_TARGET_FOUND","CLEAR_TARGET_FOUND","","block: db exceptions concur => 1.00 ef-core-general-repo-shit-entity-shit-onmodelcreat-shit-transactions-shit-dbexceptions-db-level-invariants-protection-trigger\01-stage0-boundary-review.md || block: different sql server error codes, what can do with each => 1.00 ef-core-general-repo-shit-entity-shit-onmodelcreat-shit-transactions-shit-dbexceptions-db-level-invariants-protection-trigger\data\full-label-coverage-v002.csv || block: db/sql shit => 1.00 ef-core-general-repo-shit-entity-shit-onmodelcreat-shit-transactions-shit-dbexceptions-db-level-invariants-protection-trigger\data\ef-core-general-image-review-ledger-v1.csv"
"04","8","topic nots asp 4.pdf","server browser threads,memory, webworkers , runtime vs compiler , es;pointers; redis, idatabase,iserver;implicit operators explicit operators;","server browser threads,memory, webworkers , runtime vs compiler , es | pointers | redis, idatabase,iserver | implicit operators  explicit operators","","","0","0","0","CLEAR_WHOLE_CONSPECT","CLEAR_WHOLE_CONSPECT","",""
"04","9","topic nots asp 4.pdf","proxy, server, vite dev server proxy; sheet hashset; sheet dict; cache control header,directives, PUBLIC PRIVATE CACHE , RESPONSE CACHE TYPES , E TAG CACHE FLOWS;outputcache layers, to use or not,locking, outputcache vs cdn","proxy, server, vite dev server proxy | sheet hashset | sheet dict | cache control header,directives, PUBLIC PRIVATE CACHE , RESPONSE CACHE TYPES , E TAG CACHE FLOWS | outputcache-layers-to-use-or-not-locking-outputcache-vs-cdn","","","0","0","0","CLEAR_WHOLE_CONSPECT","CLEAR_WHOLE_CONSPECT","",""
"04","10","topic nots asp 4.pdf","SQL SERVER MARS;","sql-server-mars","","","0","0","0","CLEAR_WHOLE_CONSPECT","CLEAR_WHOLE_CONSPECT","",""
"04","11","topic nots asp 4.pdf","ALL ABOUT REQ RES ,,,,,,,TYPES OF REQUEST CONTENT httpclient part, server part, pipereader pipewriter stream reader stream writer","ALL ABOUT REQ RES ,,,,,,,TYPES OF REQUEST CONTENT httpclient part,  server part, pipereader pipewriter stream reader stream writer","","server - trying to inprove performance /memory through streams/pipes in server endpoint for plain json;writing;async enumerable type of optimisation without some ndjson or someting just a very big amount of objects;reading;stream reader;pipereader;sequencereader;stream writer;pipewriter;IBufferwriter, arraybufferwriter note: some duplication in server writing to the left bottom of it, but it shows logical branching to stream writer and pipewriter","10","10","9","MOSTLY_LOCATABLE","MOSTLY_LOCATABLE","","block: server - trying to inprove performance /memory through streams/pipes in server endpoint for plain json => 1.00 ALL ABOUT REQ RES ,,,,,,,TYPES OF REQUEST CONTENT httpclient part,  server part, pipereader pipewriter stream reader stream writer\data\image-uses-stage0-v001.csv || block: writing => 1.00 ALL ABOUT REQ RES ,,,,,,,TYPES OF REQUEST CONTENT httpclient part,  server part, pipereader pipewriter stream reader stream writer\00-source-check-and-boundary-review.md || block: async enumerable type of optimisation without some ndjson or someting just a very big amount of objects => 1.00 ALL ABOUT REQ RES ,,,,,,,TYPES OF REQUEST CONTENT httpclient part,  server part, pipereader pipewriter stream reader stream writer\data\text-elements-stage0-v001.csv || block: reading => 1.00 ALL ABOUT REQ RES ,,,,,,,TYPES OF REQUEST CONTENT httpclient part,  server part, pipereader pipewriter stream reader stream writer\00-source-check-and-boundary-review.md || block: stream reader => 1.00 ALL ABOUT REQ RES ,,,,,,,TYPES OF REQUEST CONTENT httpclient part,  server part, pipereader pipewriter stream reader stream writer\00-source-check-and-boundary-review.md || block: pipereader => 1.00 ALL ABOUT REQ RES ,,,,,,,TYPES OF REQUEST CONTENT httpclient part,  server part, pipereader pipewriter stream reader stream writer\00-source-check-and-boundary-review.md || block: sequencereader => 1.00 ALL ABOUT REQ RES ,,,,,,,TYPES OF REQUEST CONTENT httpclient part,  server part, pipereader pipewriter stream reader stream writer\00-source-check-and-boundary-review.md || block: stream writer => 1.00 ALL ABOUT REQ RES ,,,,,,,TYPES OF REQUEST CONTENT httpclient part,  server part, pipereader pipewriter stream reader stream writer\00-source-check-and-boundary-review.md || block: pipewriter => 1.00 ALL ABOUT REQ RES ,,,,,,,TYPES OF REQUEST CONTENT httpclient part,  server part, pipereader pipewriter stream reader stream writer\00-source-check-and-boundary-review.md || block: IBufferwriter, arraybufferwriter note: some duplication in server writing to the left bottom of it, but it shows logical branching to stream writer and pipewriter => 0.60 ALL ABOUT REQ RES ,,,,,,,TYPES OF REQUEST CONTENT httpclient part,  server part, pipereader pipewriter stream reader stream writer\14-full-transcript.md"
"04","11","topic nots asp 4.pdf","jsondocument, jsonnode, jsonelement, utf8jsonwriter","jsondocument, jsonnode, jsonelement, utf8jsonwriter","","utf8jsonwriter","1","1","1","CLEAR_TARGET_FOUND","CLEAR_TARGET_FOUND","","block: utf8jsonwriter => 1.00 jsondocument, jsonnode, jsonelement, utf8jsonwriter\00-source-check-and-boundary-review.md"
"04","12","topic nots asp 4.pdf","sql syntax. sql server","sql-syntax-sql-server","","","0","0","0","CLEAR_WHOLE_CONSPECT","CLEAR_WHOLE_CONSPECT","",""
"04","13","topic nots asp 4.pdf","onmodelcreating","onmodelcreating","","","0","0","0","CLEAR_WHOLE_CONSPECT","CLEAR_WHOLE_CONSPECT","",""
"04","14","topic nots asp 4.pdf","binary primitives;utf8 string literal;implicit operators explicit operators;actiondescriptor,controlleractiondescriptor,endpoint,metadata, route or endpoint name, iapiendpointmetadata, ordered metadata;apibehavioroptions;xss, csp","binary primitives | utf8 string  literal | implicit operators  explicit operators | actiondescriptor-controlleractiondescriptor-endpoint-metadata-route-or-endpoint-name-iapiendpointmetadata-ordered-metadata | apibehavioroptions | xss, csp","","","0","0","0","CLEAR_WHOLE_CONSPECT","CLEAR_WHOLE_CONSPECT","",""
"04","15","topic nots asp 4.pdf","cookies, general theo, plain cookie options,;cookies vs tokens sheet jswt in cookies;usecookiepolicy;cookies auth ON REDIRECT probmem details returning","cookies-general-theo-plain-cookie-options | cookies vs tokens sheet jswt in cookies | usecookiepolicy | cookies auth ON REDIRECT  probmem details returning","","","0","0","0","CLEAR_WHOLE_CONSPECT","CLEAR_WHOLE_CONSPECT","",""
"04","16","topic nots asp 4.pdf","principles,practises,patterns;events,delegaates,action;conventions;claimstransformation;ef migrations, dotnet-counters;keyless entity type;composite key;alternate key;ef core performance, diagnostics , compiled linq, batching, n + 1","principles,practises,patterns | events,delegaates,action | conventions | claimstransformation | ef migrations, dotnet-counters | keyless entity type | composite-key | alternate-key | ef-core-performance-diagnostics-compiled-linq-batching-n-1","","","0","0","0","CLEAR_WHOLE_CONSPECT","CLEAR_WHOLE_CONSPECT","",""
"04","17","topic nots asp 4.pdf","indexes, onmodel indexes;views, idexed views;searching impl, ef core, full text search,sql server;","indexes, onmodel indexes | views-idexed-views | searching impl, ef core, full text search,sql server","","","0","0","0","CLEAR_WHOLE_CONSPECT","CLEAR_WHOLE_CONSPECT","",""
"04","17","topic nots asp 4.pdf","computed columns;sqlserver,efcore, bulk,sqlbulkcopy;","computed columns | sqlserver-efcore-bulk-sqlbulkcopy","","","0","0","0","CLEAR_WHOLE_CONSPECT","CLEAR_WHOLE_CONSPECT","",""
"04","17","topic nots asp 4.pdf","- EF CORE GENERAL repo shit entity shit onmodelcreat shit transactions shit dbexceptions db level invariants,protection, trigger","ef-core-general-repo-shit-entity-shit-onmodelcreat-shit-transactions-shit-dbexceptions-db-level-invariants-protection-trigger","","db invariant handling strategies;uniqueindex on computed column;handle invariants with triggers note: make sure that at this point there is no unnoticed and unprocessed data left in all given conspects, at this point we should have all conspects fully processed into questions and everything, this part was the last one when big conspect could have some unprocessed area","3","3","2","MOSTLY_LOCATABLE","MOSTLY_LOCATABLE","","block: db invariant handling strategies => 1.00 ef-core-general-repo-shit-entity-shit-onmodelcreat-shit-transactions-shit-dbexceptions-db-level-invariants-protection-trigger\data\ef-core-general-image-review-ledger-v1.csv || block: uniqueindex on computed column => 1.00 ef-core-general-repo-shit-entity-shit-onmodelcreat-shit-transactions-shit-dbexceptions-db-level-invariants-protection-trigger\data\ef-core-general-image-review-ledger-v1.csv || block: handle invariants with triggers note: make sure that at this point there is no unnoticed and unprocessed data left in all given conspects, at this point we should have all conspects fully processed into questions and everything, this part was the last one when big conspect could have some unprocessed area => 0.61 ef-core-general-repo-shit-entity-shit-onmodelcreat-shit-transactions-shit-dbexceptions-db-level-invariants-protection-trigger\regions\EF01A-tracking-identity-map-no-tracking-identity-resolution.md"
