source_id,source_num,fileId,fileId_short,x,y,width,height,rotation,opacity,initial_subregion,combined_pass,initial_meaning,nearest_labels_for_search_only,coverage_status,decision_is_final,review_notes,current_region_decision,must_recheck_before_region_close
S-001,1,0c73cc692afc66ab8a736aa60640d676438bcb86,0c73cc692a,7973.557,541.304,843.0,482.0,0.0,1,R02-entityentry-properties-methods-query-and-values,P02-R02-entityentry-properties-methods-query-and-values,"EntityEntry: State, Entity, Metadata, CurrentValues/OriginalValues, IsKeySet, Context, Entry.Query, navigations/references/collections/properties, Reload/GetDatabaseValues examples.",L-004: changetracker itself | L-005: entityentry | L-006: common tasks | L-103: all navigations - references and | L-104: collections have isloded flag,processed-in-r01-v002-correction,yes-for-r01-v002-correction,Corrected during R02 boundary review; ChangeTracker overview/core members belong to R01.,R01,no-for-r01-v002
S-046,46,d8e9cb05bf062bc993966acddcc8e9b11b4dbb8f,d8e9cb05bf,5302.355,5408.443,854.0,194.0,0.0,1,R01-changetracker-core-methods-detection-cascade-debugview,P01-R01-changetracker-core-methods-detection-cascade-debugview,"ChangeTracker itself: HasChanges, DetectChanges, Clear, AutoDetectChangesEnabled, QueryTrackingBehavior, cascade/delete timings, AcceptAllChanges, DebugView.",L-023: autodetect | L-024: cahnges | L-021: querytacking | L-022: behavior | L-096: full entity entry list,processed-in-r01-v001,yes-for-r01-v001-boundary,R01 processed after local boundary review.,R01,no-for-r01-v001
S-047,47,2b57f9a2a9df60eb67fca00f3a156bb4c9cad4c2,2b57f9a2a9,5281.606,5635.398,722.0,482.0,0.0,1,R01-changetracker-core-methods-detection-cascade-debugview,P01-R01-changetracker-core-methods-detection-cascade-debugview,"ChangeTracker itself: HasChanges, DetectChanges, Clear, AutoDetectChangesEnabled, QueryTrackingBehavior, cascade/delete timings, AcceptAllChanges, DebugView.",L-024: cahnges | L-023: autodetect | L-021: querytacking | L-022: behavior | L-096: full entity entry list,processed-in-r01-v001,yes-for-r01-v001-boundary,R01 processed after local boundary review.,R01,no-for-r01-v001
S-048,48,973bf0656b1b3c7d704ad5e4cd3395f989f0bcf7,973bf0656b,5292.577,6123.61,538.0,217.0,0.0,1,R01-changetracker-core-methods-detection-cascade-debugview,P01-R01-changetracker-core-methods-detection-cascade-debugview,"ChangeTracker itself: HasChanges, DetectChanges, Clear, AutoDetectChangesEnabled, QueryTrackingBehavior, cascade/delete timings, AcceptAllChanges, DebugView.",L-021: querytacking | L-024: cahnges | L-023: autodetect | L-022: behavior | L-096: full entity entry list,processed-in-r01-v001,yes-for-r01-v001-boundary,R01 processed after local boundary review.,R01,no-for-r01-v001
S-049,49,1940c079fa5e9865a2aa6b30bb3949a66be9d029,1940c079fa,5296.466,6352.221,808.0,442.0,0.0,1,R01-changetracker-core-methods-detection-cascade-debugview,P01-R01-changetracker-core-methods-detection-cascade-debugview,"ChangeTracker itself: HasChanges, DetectChanges, Clear, AutoDetectChangesEnabled, QueryTrackingBehavior, cascade/delete timings, AcceptAllChanges, DebugView.",L-021: querytacking | L-022: behavior | L-024: cahnges | L-096: full entity entry list | L-023: autodetect,processed-in-r01-v001,yes-for-r01-v001-boundary,R01 processed after local boundary review.,R01,no-for-r01-v001
S-050,50,32b676f3b6627fd418394bb97783f2fbba98e7c0,32b676f3b6,5285.966,6817.888,809.0,464.0,0.0,1,R01-changetracker-core-methods-detection-cascade-debugview,P01-R01-changetracker-core-methods-detection-cascade-debugview,"ChangeTracker itself: HasChanges, DetectChanges, Clear, AutoDetectChangesEnabled, QueryTrackingBehavior, cascade/delete timings, AcceptAllChanges, DebugView.",L-022: behavior | L-021: querytacking | L-080: state | L-088: ---properties--- | L-096: full entity entry list,processed-in-r01-v001,yes-for-r01-v001-boundary,R01 processed after local boundary review.,R01,no-for-r01-v001
S-051,51,099c2f8cf8fcd4b9c803a01e57693728fcf03a9b,099c2f8cf8,5276.688,7290.721,852.0,445.0,0.0,1,R01-changetracker-core-methods-detection-cascade-debugview,P01-R01-changetracker-core-methods-detection-cascade-debugview,"ChangeTracker itself: HasChanges, DetectChanges, Clear, AutoDetectChangesEnabled, QueryTrackingBehavior, cascade/delete timings, AcceptAllChanges, DebugView.",L-022: behavior | L-080: state | L-021: querytacking | L-088: ---properties--- | L-019: debugview,processed-in-r01-v001,yes-for-r01-v001-boundary,R01 processed after local boundary review.,R01,no-for-r01-v001
S-052,52,924a9c2e43539044eff47adfdc51361269f7f841,924a9c2e43,5263.287,7742.065,883.0,482.0,0.0,1,R01-changetracker-core-methods-detection-cascade-debugview,P01-R01-changetracker-core-methods-detection-cascade-debugview,"ChangeTracker itself: HasChanges, DetectChanges, Clear, AutoDetectChangesEnabled, QueryTrackingBehavior, cascade/delete timings, AcceptAllChanges, DebugView.",L-089: internal logic of attach | L-090: can be useful inside | L-091: trackgraph | L-080: state | L-019: debugview,processed-in-r01-v001,yes-for-r01-v001-boundary,R01 processed after local boundary review.,R01,no-for-r01-v001
S-053,53,08685884000082ac74e663ad3892aca3133da256,0868588400,5254.3,8288.221,679.0,390.0,0.0,1,R01-changetracker-core-methods-detection-cascade-debugview,P01-R01-changetracker-core-methods-detection-cascade-debugview,"ChangeTracker itself: HasChanges, DetectChanges, Clear, AutoDetectChangesEnabled, QueryTrackingBehavior, cascade/delete timings, AcceptAllChanges, DebugView.",L-089: internal logic of attach | L-090: can be useful inside | L-091: trackgraph | L-020: examples | L-019: debugview,processed-in-r01-v001,yes-for-r01-v001-boundary,R01 processed after local boundary review.,R01,no-for-r01-v001
S-054,54,616ade06adab39dca939b902d4b252a99bf79271,616ade06ad,5250.8,8664.888,826.0,330.0,0.0,1,R01-changetracker-core-methods-detection-cascade-debugview,P01-R01-changetracker-core-methods-detection-cascade-debugview,"ChangeTracker itself: HasChanges, DetectChanges, Clear, AutoDetectChangesEnabled, QueryTrackingBehavior, cascade/delete timings, AcceptAllChanges, DebugView.",L-089: internal logic of attach | L-090: can be useful inside | L-091: trackgraph | L-078: iskeyset | L-020: examples,processed-in-r01-v001,yes-for-r01-v001-boundary,R01 processed after local boundary review.,R01,no-for-r01-v001
S-055,55,4c616407a8cd55e5bf4d8000d8a64960d1ad34ff,4c616407a8,5246.633,8997.832,881.0,353.0,0.0,1,R01-changetracker-core-methods-detection-cascade-debugview,P01-R01-changetracker-core-methods-detection-cascade-debugview,"ChangeTracker itself: HasChanges, DetectChanges, Clear, AutoDetectChangesEnabled, QueryTrackingBehavior, cascade/delete timings, AcceptAllChanges, DebugView.",L-091: trackgraph | L-090: can be useful inside | L-089: internal logic of attach | L-077: members | L-078: iskeyset,processed-in-r01-v001,yes-for-r01-v001-boundary,R01 processed after local boundary review.,R01,no-for-r01-v001
S-056,56,dc56474e6249e125cdfac6431964d24578b1ffcd,dc56474e62,3825.935,3634.609,820.0,359.0,0.0,1,R01-changetracker-core-methods-detection-cascade-debugview,P01-R01-changetracker-core-methods-detection-cascade-debugview,"ChangeTracker itself: HasChanges, DetectChanges, Clear, AutoDetectChangesEnabled, QueryTrackingBehavior, cascade/delete timings, AcceptAllChanges, DebugView.",L-018: entities are still tracked | L-017: after savechanges | L-016: clear | L-023: autodetect | L-024: cahnges,processed-in-r01-v001,yes-for-r01-v001-boundary,R01 processed after local boundary review.,R01,no-for-r01-v001
S-057,57,9352417be4c760bddc271fc0c188f3a687094209,9352417be4,3829.092,4004.468,663.0,482.0,0.0,1,R01-changetracker-core-methods-detection-cascade-debugview,P01-R01-changetracker-core-methods-detection-cascade-debugview,"ChangeTracker itself: HasChanges, DetectChanges, Clear, AutoDetectChangesEnabled, QueryTrackingBehavior, cascade/delete timings, AcceptAllChanges, DebugView.",L-018: entities are still tracked | L-017: after savechanges | L-016: clear | L-023: autodetect | L-024: cahnges,processed-in-r01-v001,yes-for-r01-v001-boundary,R01 processed after local boundary review.,R01,no-for-r01-v001
S-058,58,f43fe671c392ae76cf4aa103b5e981bbb7204414,f43fe671c3,3798.92,4521.852,811.0,233.0,0.0,1,R01-changetracker-core-methods-detection-cascade-debugview,P01-R01-changetracker-core-methods-detection-cascade-debugview,"ChangeTracker itself: HasChanges, DetectChanges, Clear, AutoDetectChangesEnabled, QueryTrackingBehavior, cascade/delete timings, AcceptAllChanges, DebugView.",L-023: autodetect | L-024: cahnges | L-018: entities are still tracked | L-017: after savechanges | L-016: clear,processed-in-r01-v001,yes-for-r01-v001-boundary,R01 processed after local boundary review.,R01,no-for-r01-v001
S-059,59,8dc316a38b67a25325086b5284a084b99b635aa7,8dc316a38b,4118.381,8378.864,719.0,200.0,0.0,1,R01-changetracker-core-methods-detection-cascade-debugview,P01-R01-changetracker-core-methods-detection-cascade-debugview,"ChangeTracker itself: HasChanges, DetectChanges, Clear, AutoDetectChangesEnabled, QueryTrackingBehavior, cascade/delete timings, AcceptAllChanges, DebugView.",L-020: examples | L-019: debugview | L-022: behavior | L-021: querytacking | L-065: disable ll for some queries,processed-in-r01-v001,yes-for-r01-v001-boundary,R01 processed after local boundary review.,R01,no-for-r01-v001
S-060,60,8735a81874997e9dd53c7cb9047c6eb943d51761,8735a81874,4106.329,8591.313,819.0,411.0,0.0,1,R01-changetracker-core-methods-detection-cascade-debugview,P01-R01-changetracker-core-methods-detection-cascade-debugview,"ChangeTracker itself: HasChanges, DetectChanges, Clear, AutoDetectChangesEnabled, QueryTrackingBehavior, cascade/delete timings, AcceptAllChanges, DebugView.",L-020: examples | L-019: debugview | L-022: behavior | L-021: querytacking | L-065: disable ll for some queries,processed-in-r01-v001,yes-for-r01-v001-boundary,R01 processed after local boundary review.,R01,no-for-r01-v001
S-061,61,234ca7f99d61bdf1200ef7fb4c51b641ac1cba7c,234ca7f99d,4117.073,9014.185,857.0,355.0,0.0,1,R01-changetracker-core-methods-detection-cascade-debugview,P01-R01-changetracker-core-methods-detection-cascade-debugview,"ChangeTracker itself: HasChanges, DetectChanges, Clear, AutoDetectChangesEnabled, QueryTrackingBehavior, cascade/delete timings, AcceptAllChanges, DebugView.",L-020: examples | L-019: debugview | L-022: behavior | L-021: querytacking | L-061: transactions retry,processed-in-r01-v001,yes-for-r01-v001-boundary,R01 processed after local boundary review.,R01,no-for-r01-v001
S-062,62,4012909cc923f908f2c3fcb19a1a2b2163071a0c,4012909cc9,4122.488,9383.736,625.0,463.0,0.0,1,R01-changetracker-core-methods-detection-cascade-debugview,P01-R01-changetracker-core-methods-detection-cascade-debugview,"ChangeTracker itself: HasChanges, DetectChanges, Clear, AutoDetectChangesEnabled, QueryTrackingBehavior, cascade/delete timings, AcceptAllChanges, DebugView.","L-020: examples | L-019: debugview | L-061: transactions retry | L-060: somelogic with still modified entities after savechanges | L-059: acceptallchanges,",processed-in-r01-v001,yes-for-r01-v001-boundary,R01 processed after local boundary review.,R01,no-for-r01-v001
S-063,63,1029ebd370e5f9b735f72f2d17a52896df3c5955,1029ebd370,1877.348,1302.684,939.0,112.0,0.0,1,R01-changetracker-core-methods-detection-cascade-debugview,P01-R01-changetracker-core-methods-detection-cascade-debugview,"ChangeTracker itself: HasChanges, DetectChanges, Clear, AutoDetectChangesEnabled, QueryTrackingBehavior, cascade/delete timings, AcceptAllChanges, DebugView.",L-027: them then? | L-026: we stop tracking? how we can manually detect | L-025: what if we disable autodetectchanges | L-037: local detection only for | L-038: one entry,processed-in-r01-v001,yes-for-r01-v001-boundary,R01 processed after local boundary review.,R01,no-for-r01-v001
S-064,64,c16db4c848d6c2b9f2f5dd931adb52b4a560c8ee,c16db4c848,1847.681,1447.35,1025.0,196.0,0.0,1,R01-changetracker-core-methods-detection-cascade-debugview,P01-R01-changetracker-core-methods-detection-cascade-debugview,"ChangeTracker itself: HasChanges, DetectChanges, Clear, AutoDetectChangesEnabled, QueryTrackingBehavior, cascade/delete timings, AcceptAllChanges, DebugView.",L-027: them then? | L-026: we stop tracking? how we can manually detect | L-025: what if we disable autodetectchanges | L-037: local detection only for | L-038: one entry,processed-in-r01-v001,yes-for-r01-v001-boundary,R01 processed after local boundary review.,R01,no-for-r01-v001
S-065,65,444be9d1505a1224d37f1ac1c986bf8a91edd54e,444be9d150,1846.348,2189.702,1081.0,415.0,0.0,1,R01-changetracker-core-methods-detection-cascade-debugview,P01-R01-changetracker-core-methods-detection-cascade-debugview,"ChangeTracker itself: HasChanges, DetectChanges, Clear, AutoDetectChangesEnabled, QueryTrackingBehavior, cascade/delete timings, AcceptAllChanges, DebugView.",L-044: how disabling auto detect changes | L-045: can help | L-037: local detection only for | L-038: one entry | L-039: ,processed-in-r01-v001,yes-for-r01-v001-boundary,R01 processed after local boundary review.,R01,no-for-r01-v001
S-066,66,ea0e99f958a9d80df16f457e3a4167d0df8b796a,ea0e99f958,1848.975,1673.083,981.0,482.0,0.0,1,R01-changetracker-core-methods-detection-cascade-debugview,P01-R01-changetracker-core-methods-detection-cascade-debugview,"ChangeTracker itself: HasChanges, DetectChanges, Clear, AutoDetectChangesEnabled, QueryTrackingBehavior, cascade/delete timings, AcceptAllChanges, DebugView.","L-037: local detection only for | L-038: one entry | L-039:  | L-040: entries ,entries<entity>,haschanges,cascadechanges | L-044: how disabling auto detect changes",processed-in-r01-v001,yes-for-r01-v001-boundary,R01 processed after local boundary review.,R01,no-for-r01-v001
S-067,67,2eb581a2035bd1afd5960df80f02cfabc164ae74,2eb581a203,1880.348,2643.147,1013.0,317.0,0.0,1,R01-changetracker-core-methods-detection-cascade-debugview,P01-R01-changetracker-core-methods-detection-cascade-debugview,"ChangeTracker itself: HasChanges, DetectChanges, Clear, AutoDetectChangesEnabled, QueryTrackingBehavior, cascade/delete timings, AcceptAllChanges, DebugView.","L-044: how disabling auto detect changes | L-045: can help | L-041: run full detection | L-040: entries ,entries<entity>,haschanges,cascadechanges | L-039: ",processed-in-r01-v001,yes-for-r01-v001-boundary,R01 processed after local boundary review.,R01,no-for-r01-v001
S-068,68,a88fe9d310ed44f2d8821bf925f94c3c441889c6,a88fe9d310,1866.242,3529.548,990.0,329.0,0.0,1,R01-changetracker-core-methods-detection-cascade-debugview,P01-R01-changetracker-core-methods-detection-cascade-debugview,"ChangeTracker itself: HasChanges, DetectChanges, Clear, AutoDetectChangesEnabled, QueryTrackingBehavior, cascade/delete timings, AcceptAllChanges, DebugView.",L-045: can help | L-044: how disabling auto detect changes | L-042: full detectchanges | L-043: avoid second full detect changes | L-018: entities are still tracked,processed-in-r01-v001,yes-for-r01-v001-boundary,R01 processed after local boundary review.,R01,no-for-r01-v001
S-069,69,2d220a466b407609286233947387004c128e9e54,2d220a466b,1876.269,3914.213,1007.0,426.0,0.0,1,R01-changetracker-core-methods-detection-cascade-debugview,P01-R01-changetracker-core-methods-detection-cascade-debugview,"ChangeTracker itself: HasChanges, DetectChanges, Clear, AutoDetectChangesEnabled, QueryTrackingBehavior, cascade/delete timings, AcceptAllChanges, DebugView.",L-043: avoid second full detect changes | L-045: can help | L-042: full detectchanges | L-044: how disabling auto detect changes | L-028: here it make sense to do,processed-in-r01-v001,yes-for-r01-v001-boundary,R01 processed after local boundary review.,R01,no-for-r01-v001
S-070,70,1e00e0407b8e15c1af0a84b83990992352b73efc,1e00e0407b,1890.14,4321.065,1000.0,276.0,0.0,1,R01-changetracker-core-methods-detection-cascade-debugview,P01-R01-changetracker-core-methods-detection-cascade-debugview,"ChangeTracker itself: HasChanges, DetectChanges, Clear, AutoDetectChangesEnabled, QueryTrackingBehavior, cascade/delete timings, AcceptAllChanges, DebugView.",L-043: avoid second full detect changes | L-028: here it make sense to do | L-029: like | L-042: full detectchanges | L-030: save,processed-in-r01-v001,yes-for-r01-v001-boundary,R01 processed after local boundary review.,R01,no-for-r01-v001
S-071,71,dc71863d6fc39698ce1df493322d1a0a74925ad2,dc71863d6f,1876.01,4607.38,1049.0,133.0,0.0,1,R01-changetracker-core-methods-detection-cascade-debugview,P01-R01-changetracker-core-methods-detection-cascade-debugview,"ChangeTracker itself: HasChanges, DetectChanges, Clear, AutoDetectChangesEnabled, QueryTrackingBehavior, cascade/delete timings, AcceptAllChanges, DebugView.",L-043: avoid second full detect changes | L-028: here it make sense to do | L-029: like | L-030: save | L-031: then restore,processed-in-r01-v001,yes-for-r01-v001-boundary,R01 processed after local boundary review.,R01,no-for-r01-v001
S-072,72,7b1e45ab1990b2219ef94d88cc580531c99866fc,7b1e45ab19,1916.248,4781.279,880.0,482.0,0.0,1,R01-changetracker-core-methods-detection-cascade-debugview,P01-R01-changetracker-core-methods-detection-cascade-debugview,"ChangeTracker itself: HasChanges, DetectChanges, Clear, AutoDetectChangesEnabled, QueryTrackingBehavior, cascade/delete timings, AcceptAllChanges, DebugView.",L-057: deleteorphanstiming | L-028: here it make sense to do | L-029: like | L-030: save | L-031: then restore,processed-in-r01-v001,yes-for-r01-v001-boundary,R01 processed after local boundary review.,R01,no-for-r01-v001
S-073,73,b2ba9e9e4a5b27622058f7ae8538e22ef52aa7b6,b2ba9e9e4a,2090.006,5948.841,1002.0,247.0,0.0,1,R01-changetracker-core-methods-detection-cascade-debugview,P01-R01-changetracker-core-methods-detection-cascade-debugview,"ChangeTracker itself: HasChanges, DetectChanges, Clear, AutoDetectChangesEnabled, QueryTrackingBehavior, cascade/delete timings, AcceptAllChanges, DebugView.",L-058: and cascadechanges() | L-057: deleteorphanstiming | L-062: cascadedeletetiming | L-034: because we alreadyt have state | L-033: so we can avoid second detection,processed-in-r01-v001,yes-for-r01-v001-boundary,R01 processed after local boundary review.,R01,no-for-r01-v001
S-074,74,6f86832511d5119989e69161b69e1955021defb2,6f86832511,2098.34,6224.229,992.0,394.0,0.0,1,R01-changetracker-core-methods-detection-cascade-debugview,P01-R01-changetracker-core-methods-detection-cascade-debugview,"ChangeTracker itself: HasChanges, DetectChanges, Clear, AutoDetectChangesEnabled, QueryTrackingBehavior, cascade/delete timings, AcceptAllChanges, DebugView.",L-058: and cascadechanges() | L-062: cascadedeletetiming | L-057: deleteorphanstiming | L-034: because we alreadyt have state | L-033: so we can avoid second detection,processed-in-r01-v001,yes-for-r01-v001-boundary,R01 processed after local boundary review.,R01,no-for-r01-v001
S-075,75,27b95d9587cc540f98e484f45c08b8d05d9939b0,27b95d9587,2109.34,6632.952,1010.0,301.0,0.0,1,R01-changetracker-core-methods-detection-cascade-debugview,P01-R01-changetracker-core-methods-detection-cascade-debugview,"ChangeTracker itself: HasChanges, DetectChanges, Clear, AutoDetectChangesEnabled, QueryTrackingBehavior, cascade/delete timings, AcceptAllChanges, DebugView.",L-062: cascadedeletetiming | L-058: and cascadechanges() | L-057: deleteorphanstiming | L-064: lazyloadingenabled | L-021: querytacking,processed-in-r01-v001,yes-for-r01-v001-boundary,R01 processed after local boundary review.,R01,no-for-r01-v001
S-076,76,a5819b9a48a9c766a1dd860ffcb6f116e3258d57,a5819b9a48,2159.893,7111.574,857.0,482.0,0.0,1,R01-changetracker-core-methods-detection-cascade-debugview,P01-R01-changetracker-core-methods-detection-cascade-debugview,"ChangeTracker itself: HasChanges, DetectChanges, Clear, AutoDetectChangesEnabled, QueryTrackingBehavior, cascade/delete timings, AcceptAllChanges, DebugView.",L-062: cascadedeletetiming | L-064: lazyloadingenabled | L-065: disable ll for some queries | L-058: and cascadechanges() | L-022: behavior,processed-in-r01-v001,yes-for-r01-v001-boundary,R01 processed after local boundary review.,R01,no-for-r01-v001
S-077,77,04af235121abf7e7913e6e98ea46e5cf3465a963,04af235121,2159.262,7604.73,1005.0,436.0,0.0,1,R01-changetracker-core-methods-detection-cascade-debugview,P01-R01-changetracker-core-methods-detection-cascade-debugview,"ChangeTracker itself: HasChanges, DetectChanges, Clear, AutoDetectChangesEnabled, QueryTrackingBehavior, cascade/delete timings, AcceptAllChanges, DebugView.","L-064: lazyloadingenabled | L-065: disable ll for some queries | L-062: cascadedeletetiming | L-059: acceptallchanges, | L-060: somelogic with still modified entities after savechanges",processed-in-r01-v001,yes-for-r01-v001-boundary,R01 processed after local boundary review.,R01,no-for-r01-v001
S-078,78,6399ad0c31d520a8de6a14f7f38c7c00764ca02d,6399ad0c31,2202.706,8452.23,1007.0,461.0,0.0,1,R01-changetracker-core-methods-detection-cascade-debugview,P01-R01-changetracker-core-methods-detection-cascade-debugview,"ChangeTracker itself: HasChanges, DetectChanges, Clear, AutoDetectChangesEnabled, QueryTrackingBehavior, cascade/delete timings, AcceptAllChanges, DebugView.","L-065: disable ll for some queries | L-059: acceptallchanges, | L-060: somelogic with still modified entities after savechanges | L-061: transactions retry | L-064: lazyloadingenabled",processed-in-r01-v001,yes-for-r01-v001-boundary,R01 processed after local boundary review.,R01,no-for-r01-v001
S-079,79,057ba346641c325d25d3e5954c3c6de7ac51f29f,057ba34664,2253.566,9223.763,983.0,398.0,0.0,1,R01-changetracker-core-methods-detection-cascade-debugview,P01-R01-changetracker-core-methods-detection-cascade-debugview,"ChangeTracker itself: HasChanges, DetectChanges, Clear, AutoDetectChangesEnabled, QueryTrackingBehavior, cascade/delete timings, AcceptAllChanges, DebugView.","L-061: transactions retry | L-060: somelogic with still modified entities after savechanges | L-059: acceptallchanges, | L-047: !!! | L-046: !!!",processed-in-r01-v001,yes-for-r01-v001-boundary,R01 processed after local boundary review.,R01,no-for-r01-v001
S-080,80,9399907682520177be2cf247e7235b5cddbdf80c,9399907682,2248.409,9652.091,982.0,307.0,0.0,1,R01-changetracker-core-methods-detection-cascade-debugview,P01-R01-changetracker-core-methods-detection-cascade-debugview,"ChangeTracker itself: HasChanges, DetectChanges, Clear, AutoDetectChangesEnabled, QueryTrackingBehavior, cascade/delete timings, AcceptAllChanges, DebugView.","L-047: !!! | L-061: transactions retry | L-046: !!! | L-060: somelogic with still modified entities after savechanges | L-059: acceptallchanges,",processed-in-r01-v001,yes-for-r01-v001-boundary,R01 processed after local boundary review.,R01,no-for-r01-v001
S-081,81,60494fd7418e586bcba6035c1d8db83129e87b13,60494fd741,2251.796,9992.09,1034.0,306.0,0.0,1,R03-trackgraph-nodestate-and-member-api,P03-R03R04-trackgraph-member-api-and-events,"TrackGraph and graph traversal: NodeState, manual state assignment, TrackGraph stopping behavior, member/property API helpers.",L-047: !!! | L-046: !!! | L-061: transactions retry | L-060: somelogic with still modified entities after savechanges | L-049: trackgraph,processed-in-r01-v001,yes-for-r01-v001-boundary,R01 processed after local boundary review. Checked again during R03R04; not reprocessed.,R01,no-for-r01-v001
S-082,82,99c62027472092487cc2dbbf4b19b61a8be25abf,99c6202747,2264.018,10337.267,916.0,482.0,0.0,1,R03-trackgraph-nodestate-and-member-api,P03-R03R04-trackgraph-member-api-and-events,"TrackGraph and graph traversal: NodeState, manual state assignment, TrackGraph stopping behavior, member/property API helpers.",L-046: !!! | L-047: !!! | L-049: trackgraph | L-061: transactions retry | L-060: somelogic with still modified entities after savechanges,processed-in-r01-v001,yes-for-r01-v001-boundary,R01 processed after local boundary review. Checked again during R03R04; not reprocessed.,R01,no-for-r01-v001
S-083,83,d73b15cc10544ad6b515f018a40a2519161da81d,d73b15cc10,2128.113,11332.415,772.0,482.0,0.0,1,R03-trackgraph-nodestate-and-member-api,P03-R03R04-trackgraph-member-api-and-events,"TrackGraph and graph traversal: NodeState, manual state assignment, TrackGraph stopping behavior, member/property API helpers.",L-049: trackgraph | L-095: props and methods member | L-046: !!! | L-047: !!! | L-050: need to modifystate by yourself,processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
S-084,84,cbebfed260a152542633759d0d21be63aa1ac204,cbebfed260,2140.031,11852.627,964.0,393.0,0.0,1,R03-trackgraph-nodestate-and-member-api,P03-R03R04-trackgraph-member-api-and-events,"TrackGraph and graph traversal: NodeState, manual state assignment, TrackGraph stopping behavior, member/property API helpers.",L-049: trackgraph | L-095: props and methods member | L-053: wont stop on already tracked entries | L-054: you control the traversal | L-046: !!!,processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
S-085,85,45f0a57b9766fa22f460f828dc973af5797180b3,45f0a57b97,2122.767,12268.712,791.0,482.0,0.0,1,R03-trackgraph-nodestate-and-member-api,P03-R03R04-trackgraph-member-api-and-events,"TrackGraph and graph traversal: NodeState, manual state assignment, TrackGraph stopping behavior, member/property API helpers.",L-053: wont stop on already tracked entries | L-054: you control the traversal | L-095: props and methods member | L-049: trackgraph | L-052: stops on tracked entries,processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
S-086,86,6e0892e5f4c5d451d53b3c282a82cdaf2e1279b9,6e0892e5f4,2091.938,12773.627,995.0,311.0,0.0,1,R03-trackgraph-nodestate-and-member-api,P03-R03R04-trackgraph-member-api-and-events,"TrackGraph and graph traversal: NodeState, manual state assignment, TrackGraph stopping behavior, member/property API helpers.",L-053: wont stop on already tracked entries | L-054: you control the traversal | L-095: props and methods member | L-049: trackgraph | L-048: Nodestate,processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
S-087,87,8d8cdee8e986421eca58ef74cb6d2f6b44d33362,8d8cdee8e9,2083.605,13120.868,985.0,458.0,0.0,1,R03-trackgraph-nodestate-and-member-api,P03-R03R04-trackgraph-member-api-and-events,"TrackGraph and graph traversal: NodeState, manual state assignment, TrackGraph stopping behavior, member/property API helpers.",L-054: you control the traversal | L-053: wont stop on already tracked entries | L-048: Nodestate | L-095: props and methods member | L-049: trackgraph,processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
S-088,88,0362496a78262e48d3f11e1f85de151a1638e737,0362496a78,2048.68,13600.563,779.0,482.0,0.0,1,R03-trackgraph-nodestate-and-member-api,P03-R03R04-trackgraph-member-api-and-events,"TrackGraph and graph traversal: NodeState, manual state assignment, TrackGraph stopping behavior, member/property API helpers.",L-054: you control the traversal | L-053: wont stop on already tracked entries | L-048: Nodestate | L-095: props and methods member | L-052: stops on tracked entries,processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
S-089,89,0dcb4cd22db60ec4993d9a32bf83419434705021,0dcb4cd22d,2002.086,14074.405,911.0,225.0,0.0,1,R03-trackgraph-nodestate-and-member-api,P03-R03R04-trackgraph-member-api-and-events,"TrackGraph and graph traversal: NodeState, manual state assignment, TrackGraph stopping behavior, member/property API helpers.",L-054: you control the traversal | L-053: wont stop on already tracked entries | L-048: Nodestate | L-095: props and methods member | L-052: stops on tracked entries,processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
S-090,90,b4c193eb612f6a92ba5f60f43bb35d26ee1dbaf9,b4c193eb61,865.043,13824.594,912.0,138.0,0.0,1,R03-trackgraph-nodestate-and-member-api,P03-R03R04-trackgraph-member-api-and-events,"TrackGraph and graph traversal: NodeState, manual state assignment, TrackGraph stopping behavior, member/property API helpers.",L-048: Nodestate | L-054: you control the traversal | L-053: wont stop on already tracked entries | L-052: stops on tracked entries | L-051: the only thing trackgraph does auto -,processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
S-091,91,3812ee4f3eb7c910675940943f70d8962ed4f9ff,3812ee4f3e,873.077,13977.953,871.0,463.0,0.0,1,R03-trackgraph-nodestate-and-member-api,P03-R03R04-trackgraph-member-api-and-events,"TrackGraph and graph traversal: NodeState, manual state assignment, TrackGraph stopping behavior, member/property API helpers.",L-048: Nodestate | L-054: you control the traversal | L-053: wont stop on already tracked entries | L-052: stops on tracked entries | L-051: the only thing trackgraph does auto -,processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
