source_id,source_num,fileId,fileId_short,x,y,width,height,rotation,opacity,initial_subregion,combined_pass,initial_meaning,nearest_labels_for_search_only,coverage_status,decision_is_final,review_notes,current_region_decision,must_recheck_before_region_close,r02_boundary_decision,r02_boundary_note
S-004,4,2db4c446a410c49b5cbbb7b4034f36019928562c,2db4c446a4,8838.891,2760.645,778.0,365.0,0.0,1,R02-entityentry-properties-methods-query-and-values,P02-R02-entityentry-properties-methods-query-and-values,"EntityEntry: State, Entity, Metadata, CurrentValues/OriginalValues, IsKeySet, Context, Entry.Query, navigations/references/collections/properties, Reload/GetDatabaseValues examples.",L-005: entityentry | L-006: common tasks | L-104: collections have isloded flag | L-103: all navigations - references and | L-102: enrty types,candidate-needs-boundary-review,no,Coordinate/source-order candidate only; must be visually/semantically checked before transcript.,R02-entityentry-properties-methods-query-and-values,yes,include-r02,Belongs to EntityEntry properties/methods/query/navigation/value API road.
S-104,104,ad490abbbdc6007b87c701a2194188b816ac36c8,ad490abbbd,7200.628,9510.039,989.0,279.0,0.0,1,R02-entityentry-properties-methods-query-and-values,P02-R02-entityentry-properties-methods-query-and-values,"EntityEntry: State, Entity, Metadata, CurrentValues/OriginalValues, IsKeySet, Context, Entry.Query, navigations/references/collections/properties, Reload/GetDatabaseValues examples.",L-077: members | L-076: complexcollectons | L-084: complexproperties | L-085: debugview | L-078: iskeyset,candidate-needs-boundary-review,no,Coordinate/source-order candidate only; must be visually/semantically checked before transcript.,R02-entityentry-properties-methods-query-and-values,yes,include-r02,Belongs to EntityEntry properties/methods/query/navigation/value API road.
S-105,105,96d9cc297315b4bd7e0260a37cfa3168292bc301,96d9cc2973,8364.906,9523.372,1004.0,311.0,0.0,1,R02-entityentry-properties-methods-query-and-values,P02-R02-entityentry-properties-methods-query-and-values,"EntityEntry: State, Entity, Metadata, CurrentValues/OriginalValues, IsKeySet, Context, Entry.Query, navigations/references/collections/properties, Reload/GetDatabaseValues examples.","L-085: debugview | L-084: complexproperties | L-083: currentvalues,origvalues | L-074: reference | L-110: will get row version + some fields that was set from",candidate-needs-boundary-review,no,Coordinate/source-order candidate only; must be visually/semantically checked before transcript.,R02-entityentry-properties-methods-query-and-values,yes,include-r02,Belongs to EntityEntry properties/methods/query/navigation/value API road.
S-106,106,365718de90995493d74454668bc57b1ca4fdaf9d,365718de90,7196.961,9957.261,1007.0,285.0,0.0,1,R02-entityentry-properties-methods-query-and-values,P02-R02-entityentry-properties-methods-query-and-values,"EntityEntry: State, Entity, Metadata, CurrentValues/OriginalValues, IsKeySet, Context, Entry.Query, navigations/references/collections/properties, Reload/GetDatabaseValues examples.",L-076: complexcollectons | L-087: ---methods--- | L-077: members | L-085: debugview | L-075: property,candidate-needs-boundary-review,no,Coordinate/source-order candidate only; must be visually/semantically checked before transcript.,R02-entityentry-properties-methods-query-and-values,yes,include-r02,Belongs to EntityEntry properties/methods/query/navigation/value API road.
S-107,107,a9be27affb2da06adadac381c81dc88113452382,a9be27affb,8372.405,9975.705,997.0,281.0,0.0,1,R02-entityentry-properties-methods-query-and-values,P02-R02-entityentry-properties-methods-query-and-values,"EntityEntry: State, Entity, Metadata, CurrentValues/OriginalValues, IsKeySet, Context, Entry.Query, navigations/references/collections/properties, Reload/GetDatabaseValues examples.","L-085: debugview | L-084: complexproperties | L-074: reference | L-083: currentvalues,origvalues | L-111: another requirest",candidate-needs-boundary-review,no,Coordinate/source-order candidate only; must be visually/semantically checked before transcript.,R02-entityentry-properties-methods-query-and-values,yes,include-r02,Belongs to EntityEntry properties/methods/query/navigation/value API road.
S-108,108,68fa83e271423fbd981eda4d7c303d57264c9c25,68fa83e271,7121.35,10848.705,980.0,387.0,0.0,1,R02-entityentry-properties-methods-query-and-values,P02-R02-entityentry-properties-methods-query-and-values,"EntityEntry: State, Entity, Metadata, CurrentValues/OriginalValues, IsKeySet, Context, Entry.Query, navigations/references/collections/properties, Reload/GetDatabaseValues examples.",L-075: property | L-087: ---methods--- | L-073: collection | L-074: reference | L-072: navigation,candidate-needs-boundary-review,no,Coordinate/source-order candidate only; must be visually/semantically checked before transcript.,R02-entityentry-properties-methods-query-and-values,yes,include-r02,Belongs to EntityEntry properties/methods/query/navigation/value API road.
S-109,109,ec10c5a2afb14362c3d6dcec9f35d1f1481b60dc,ec10c5a2af,8270.85,10853.039,1001.0,357.0,0.0,1,R02-entityentry-properties-methods-query-and-values,P02-R02-entityentry-properties-methods-query-and-values,"EntityEntry: State, Entity, Metadata, CurrentValues/OriginalValues, IsKeySet, Context, Entry.Query, navigations/references/collections/properties, Reload/GetDatabaseValues examples.",L-074: reference | L-072: navigation | L-071: complexproperty | L-085: debugview | L-086: detectchanges,candidate-needs-boundary-review,no,Coordinate/source-order candidate only; must be visually/semantically checked before transcript.,R02-entityentry-properties-methods-query-and-values,yes,include-r02,Belongs to EntityEntry properties/methods/query/navigation/value API road.
S-110,110,149d822fc1bb6a7df98837520f98685aae4a545e,149d822fc1,7130.516,11518.372,999.0,301.0,0.0,1,R02-entityentry-properties-methods-query-and-values,P02-R02-entityentry-properties-methods-query-and-values,"EntityEntry: State, Entity, Metadata, CurrentValues/OriginalValues, IsKeySet, Context, Entry.Query, navigations/references/collections/properties, Reload/GetDatabaseValues examples.",L-073: collection | L-070: member | L-072: navigation | L-071: complexproperty | L-069: complexcollection,candidate-needs-boundary-review,no,Coordinate/source-order candidate only; must be visually/semantically checked before transcript.,R02-entityentry-properties-methods-query-and-values,yes,include-r02,Belongs to EntityEntry properties/methods/query/navigation/value API road.
S-111,111,ee1c23d842c784f4e54779a57375f8bc87932e4c,ee1c23d842,8283.349,11492.039,1056.0,295.0,0.0,1,R02-entityentry-properties-methods-query-and-values,P02-R02-entityentry-properties-methods-query-and-values,"EntityEntry: State, Entity, Metadata, CurrentValues/OriginalValues, IsKeySet, Context, Entry.Query, navigations/references/collections/properties, Reload/GetDatabaseValues examples.",L-071: complexproperty | L-072: navigation | L-086: detectchanges | L-074: reference | L-067: reloadasync,candidate-needs-boundary-review,no,Coordinate/source-order candidate only; must be visually/semantically checked before transcript.,R02-entityentry-properties-methods-query-and-values,yes,include-r02,Belongs to EntityEntry properties/methods/query/navigation/value API road.
S-112,112,951277f1a5da74240ec7291c0447134e13899f67,951277f1a5,7098.016,11956.983,984.0,266.0,0.0,1,R02-entityentry-properties-methods-query-and-values,P02-R02-entityentry-properties-methods-query-and-values,"EntityEntry: State, Entity, Metadata, CurrentValues/OriginalValues, IsKeySet, Context, Entry.Query, navigations/references/collections/properties, Reload/GetDatabaseValues examples.",L-070: member | L-069: complexcollection | L-071: complexproperty | L-073: collection | L-086: detectchanges,candidate-needs-boundary-review,no,Coordinate/source-order candidate only; must be visually/semantically checked before transcript.,R02-entityentry-properties-methods-query-and-values,yes,include-r02,Belongs to EntityEntry properties/methods/query/navigation/value API road.
S-113,113,d878e8e5a1fa581615746c9597ede18214c75e5e,d878e8e5a1,8285.349,11938.039,1012.0,259.0,0.0,1,R02-entityentry-properties-methods-query-and-values,P02-R02-entityentry-properties-methods-query-and-values,"EntityEntry: State, Entity, Metadata, CurrentValues/OriginalValues, IsKeySet, Context, Entry.Query, navigations/references/collections/properties, Reload/GetDatabaseValues examples.",L-086: detectchanges | L-071: complexproperty | L-072: navigation | L-067: reloadasync | L-074: reference,candidate-needs-boundary-review,no,Coordinate/source-order candidate only; must be visually/semantically checked before transcript.,R02-entityentry-properties-methods-query-and-values,yes,include-r02,Belongs to EntityEntry properties/methods/query/navigation/value API road.
S-114,114,eb3c018599fac1d1543ebdb2624238c5ca7e516b,eb3c018599,7193.85,12378.872,1035.0,252.0,0.0,1,R02-entityentry-properties-methods-query-and-values,P02-R02-entityentry-properties-methods-query-and-values,"EntityEntry: State, Entity, Metadata, CurrentValues/OriginalValues, IsKeySet, Context, Entry.Query, navigations/references/collections/properties, Reload/GetDatabaseValues examples.",L-069: complexcollection | L-068: getdatabasevaluesasync | L-086: detectchanges | L-070: member | L-067: reloadasync,candidate-needs-boundary-review,no,Coordinate/source-order candidate only; must be visually/semantically checked before transcript.,R02-entityentry-properties-methods-query-and-values,yes,include-r02,Belongs to EntityEntry properties/methods/query/navigation/value API road.
S-115,115,0a5309251634f5f8f7f2a66b27a5105f56f989fc,0a53092516,8270.905,12343.705,1004.0,345.0,0.0,1,R02-entityentry-properties-methods-query-and-values,P02-R02-entityentry-properties-methods-query-and-values,"EntityEntry: State, Entity, Metadata, CurrentValues/OriginalValues, IsKeySet, Context, Entry.Query, navigations/references/collections/properties, Reload/GetDatabaseValues examples.",L-086: detectchanges | L-067: reloadasync | L-071: complexproperty | L-072: navigation | L-066: examples,candidate-needs-boundary-review,no,Coordinate/source-order candidate only; must be visually/semantically checked before transcript.,R02-entityentry-properties-methods-query-and-values,yes,include-r02,Belongs to EntityEntry properties/methods/query/navigation/value API road.
S-116,116,6aa3fae7cc840b6e20d2a260a880f939bf461e59,6aa3fae7cc,7142.183,12903.039,1045.0,353.0,0.0,1,R02-entityentry-properties-methods-query-and-values,P02-R02-entityentry-properties-methods-query-and-values,"EntityEntry: State, Entity, Metadata, CurrentValues/OriginalValues, IsKeySet, Context, Entry.Query, navigations/references/collections/properties, Reload/GetDatabaseValues examples.",L-068: getdatabasevaluesasync | L-066: examples | L-067: reloadasync | L-069: complexcollection | L-086: detectchanges,candidate-needs-boundary-review,no,Coordinate/source-order candidate only; must be visually/semantically checked before transcript.,R02-entityentry-properties-methods-query-and-values,yes,include-r02,Belongs to EntityEntry properties/methods/query/navigation/value API road.
S-117,117,d4e2d617c2e72f542117c891645f66fe53d96396,d4e2d617c2,8345.016,12940.539,1050.0,246.0,0.0,1,R02-entityentry-properties-methods-query-and-values,P02-R02-entityentry-properties-methods-query-and-values,"EntityEntry: State, Entity, Metadata, CurrentValues/OriginalValues, IsKeySet, Context, Entry.Query, navigations/references/collections/properties, Reload/GetDatabaseValues examples.",L-067: reloadasync | L-086: detectchanges | L-066: examples | L-071: complexproperty | L-072: navigation,candidate-needs-boundary-review,no,Coordinate/source-order candidate only; must be visually/semantically checked before transcript.,R02-entityentry-properties-methods-query-and-values,yes,include-r02,Belongs to EntityEntry properties/methods/query/navigation/value API road.
S-118,118,9baa64223378d7d3e6872885574bfa9dbf7da1b0,9baa642233,7684.683,13879.039,1056.0,433.0,0.0,1,R02-entityentry-properties-methods-query-and-values,P02-R02-entityentry-properties-methods-query-and-values,"EntityEntry: State, Entity, Metadata, CurrentValues/OriginalValues, IsKeySet, Context, Entry.Query, navigations/references/collections/properties, Reload/GetDatabaseValues examples.",L-066: examples | L-067: reloadasync | L-068: getdatabasevaluesasync | L-086: detectchanges | L-069: complexcollection,candidate-needs-boundary-review,no,Coordinate/source-order candidate only; must be visually/semantically checked before transcript.,R02-entityentry-properties-methods-query-and-values,yes,include-r02,Belongs to EntityEntry properties/methods/query/navigation/value API road.
S-119,119,236aae1b8a0922a8c2e3a82e767d4077e64227cd,236aae1b8a,7714.245,14353.938,972.0,482.0,0.0,1,R02-entityentry-properties-methods-query-and-values,P02-R02-entityentry-properties-methods-query-and-values,"EntityEntry: State, Entity, Metadata, CurrentValues/OriginalValues, IsKeySet, Context, Entry.Query, navigations/references/collections/properties, Reload/GetDatabaseValues examples.",L-066: examples | L-067: reloadasync | L-068: getdatabasevaluesasync | L-097: changetracker event | L-086: detectchanges,candidate-needs-boundary-review,no,Coordinate/source-order candidate only; must be visually/semantically checked before transcript.,R02-entityentry-properties-methods-query-and-values,yes,include-r02,Belongs to EntityEntry properties/methods/query/navigation/value API road.
S-120,120,d8559185d597c3156cb3836b169cf9fabe5f018e,d8559185d5,11472.907,7903.634,889.0,482.0,0.0,1,R02-entityentry-properties-methods-query-and-values,P02-R02-entityentry-properties-methods-query-and-values,"EntityEntry: State, Entity, Metadata, CurrentValues/OriginalValues, IsKeySet, Context, Entry.Query, navigations/references/collections/properties, Reload/GetDatabaseValues examples.","L-093: what and why metadata | L-092: props,methods examples | L-112: savechanges also | L-113: sets current values to orig values | L-110: will get row version + some fields that was set from",candidate-needs-boundary-review,no,Coordinate/source-order candidate only; must be visually/semantically checked before transcript.,R02-entityentry-properties-methods-query-and-values,yes,include-r02,Belongs to EntityEntry properties/methods/query/navigation/value API road.
S-121,121,3ce2522a24820a186e264c3777339a3a892aeeb0,3ce2522a24,13601.163,8374.722,996.0,454.0,0.0,1,R02-entityentry-properties-methods-query-and-values,P02-R02-entityentry-properties-methods-query-and-values,"EntityEntry: State, Entity, Metadata, CurrentValues/OriginalValues, IsKeySet, Context, Entry.Query, navigations/references/collections/properties, Reload/GetDatabaseValues examples.","L-092: props,methods examples | L-093: what and why metadata | L-001: .query() | L-003: is entry..... query accessible only from collection? | L-112: savechanges also",candidate-needs-boundary-review,no,Coordinate/source-order candidate only; must be visually/semantically checked before transcript.,R02-entityentry-properties-methods-query-and-values,yes,include-r02,Belongs to EntityEntry properties/methods/query/navigation/value API road.
S-122,122,2d03f78f7a6d06be4a4128f01279566d7fecb2f5,2d03f78f7a,13619.177,8853.899,907.0,482.0,0.0,1,R02-entityentry-properties-methods-query-and-values,P02-R02-entityentry-properties-methods-query-and-values,"EntityEntry: State, Entity, Metadata, CurrentValues/OriginalValues, IsKeySet, Context, Entry.Query, navigations/references/collections/properties, Reload/GetDatabaseValues examples.","L-092: props,methods examples | L-093: what and why metadata | L-001: .query() | L-112: savechanges also | L-113: sets current values to orig values",candidate-needs-boundary-review,no,Coordinate/source-order candidate only; must be visually/semantically checked before transcript.,R02-entityentry-properties-methods-query-and-values,yes,include-r02,Belongs to EntityEntry properties/methods/query/navigation/value API road.
S-123,123,b64b726e0c67dd2b206de8a737fee81e4750aa71,b64b726e0c,11515.866,8431.055,654.0,248.0,0.0,1,R02-entityentry-properties-methods-query-and-values,P02-R02-entityentry-properties-methods-query-and-values,"EntityEntry: State, Entity, Metadata, CurrentValues/OriginalValues, IsKeySet, Context, Entry.Query, navigations/references/collections/properties, Reload/GetDatabaseValues examples.","L-093: what and why metadata | L-092: props,methods examples | L-112: savechanges also | L-113: sets current values to orig values | L-110: will get row version + some fields that was set from",candidate-needs-boundary-review,no,Coordinate/source-order candidate only; must be visually/semantically checked before transcript.,R02-entityentry-properties-methods-query-and-values,yes,include-r02,Belongs to EntityEntry properties/methods/query/navigation/value API road.
S-124,124,24a95acae13d7d12360e0d9f9b64015fc91fcaa1,24a95acae1,12532.014,8768.425,838.0,234.0,0.0,1,R02-entityentry-properties-methods-query-and-values,P02-R02-entityentry-properties-methods-query-and-values,"EntityEntry: State, Entity, Metadata, CurrentValues/OriginalValues, IsKeySet, Context, Entry.Query, navigations/references/collections/properties, Reload/GetDatabaseValues examples.","L-092: props,methods examples | L-093: what and why metadata | L-112: savechanges also | L-113: sets current values to orig values | L-110: will get row version + some fields that was set from",candidate-needs-boundary-review,no,Coordinate/source-order candidate only; must be visually/semantically checked before transcript.,R02-entityentry-properties-methods-query-and-values,yes,include-r02,Belongs to EntityEntry properties/methods/query/navigation/value API road.
S-125,125,c4644c8ad132a0a86d8fb94b394a97e8321e507f,c4644c8ad1,12524.403,7837.518,1031.0,481.0,0.0,1,R02-entityentry-properties-methods-query-and-values,P02-R02-entityentry-properties-methods-query-and-values,"EntityEntry: State, Entity, Metadata, CurrentValues/OriginalValues, IsKeySet, Context, Entry.Query, navigations/references/collections/properties, Reload/GetDatabaseValues examples.","L-092: props,methods examples | L-093: what and why metadata | L-001: .query() | L-112: savechanges also | L-113: sets current values to orig values",candidate-needs-boundary-review,no,Coordinate/source-order candidate only; must be visually/semantically checked before transcript.,R02-entityentry-properties-methods-query-and-values,yes,include-r02,Belongs to EntityEntry properties/methods/query/navigation/value API road.
S-126,126,916fcd8c87a018334b21e83e6e7bac4062f2e420,916fcd8c87,12549.662,8357.555,619.0,395.0,0.0,1,R02-entityentry-properties-methods-query-and-values,P02-R02-entityentry-properties-methods-query-and-values,"EntityEntry: State, Entity, Metadata, CurrentValues/OriginalValues, IsKeySet, Context, Entry.Query, navigations/references/collections/properties, Reload/GetDatabaseValues examples.","L-092: props,methods examples | L-093: what and why metadata | L-112: savechanges also | L-113: sets current values to orig values | L-110: will get row version + some fields that was set from",candidate-needs-boundary-review,no,Coordinate/source-order candidate only; must be visually/semantically checked before transcript.,R02-entityentry-properties-methods-query-and-values,yes,include-r02,Belongs to EntityEntry properties/methods/query/navigation/value API road.
S-127,127,089517c105fc4086da77d787628c7bfc7e1611c2,089517c105,12523.403,9016.259,953.0,405.0,0.0,1,R02-entityentry-properties-methods-query-and-values,P02-R02-entityentry-properties-methods-query-and-values,"EntityEntry: State, Entity, Metadata, CurrentValues/OriginalValues, IsKeySet, Context, Entry.Query, navigations/references/collections/properties, Reload/GetDatabaseValues examples.","L-092: props,methods examples | L-093: what and why metadata | L-112: savechanges also | L-113: sets current values to orig values | L-110: will get row version + some fields that was set from",candidate-needs-boundary-review,no,Coordinate/source-order candidate only; must be visually/semantically checked before transcript.,R02-entityentry-properties-methods-query-and-values,yes,include-r02,Belongs to EntityEntry properties/methods/query/navigation/value API road.
S-161,161,4cd8371579deb26afb0534d69dcdb3e8553be900,4cd8371579,11065.948,10010.206,727.0,341.0,0.0,1,R02-entityentry-properties-methods-query-and-values,P02-R02-entityentry-properties-methods-query-and-values,"EntityEntry: State, Entity, Metadata, CurrentValues/OriginalValues, IsKeySet, Context, Entry.Query, navigations/references/collections/properties, Reload/GetDatabaseValues examples.",L-111: another requirest | L-110: will get row version + some fields that was set from | L-113: sets current values to orig values | L-112: savechanges also | L-093: what and why metadata,candidate-needs-boundary-review,no,Coordinate/source-order candidate only; must be visually/semantically checked before transcript.,R02-entityentry-properties-methods-query-and-values,yes,include-r02,Belongs to EntityEntry properties/methods/query/navigation/value API road.
S-162,162,2e2d51d95b61fb8d55c0fb8ed825b8c28e637008,2e2d51d95b,11086.772,9679.539,712.0,341.0,0.0,1,R02-entityentry-properties-methods-query-and-values,P02-R02-entityentry-properties-methods-query-and-values,"EntityEntry: State, Entity, Metadata, CurrentValues/OriginalValues, IsKeySet, Context, Entry.Query, navigations/references/collections/properties, Reload/GetDatabaseValues examples.",L-113: sets current values to orig values | L-111: another requirest | L-110: will get row version + some fields that was set from | L-112: savechanges also | L-093: what and why metadata,candidate-needs-boundary-review,no,Coordinate/source-order candidate only; must be visually/semantically checked before transcript.,R02-entityentry-properties-methods-query-and-values,yes,include-r02,Belongs to EntityEntry properties/methods/query/navigation/value API road.
S-163,163,f2e7c93b5cf5335f1e19b8888f30897c25d46d00,f2e7c93b5c,9732.738,10562.143,934.0,428.0,0.0,1,R02-entityentry-properties-methods-query-and-values,P02-R02-entityentry-properties-methods-query-and-values,"EntityEntry: State, Entity, Metadata, CurrentValues/OriginalValues, IsKeySet, Context, Entry.Query, navigations/references/collections/properties, Reload/GetDatabaseValues examples.",L-111: another requirest | L-110: will get row version + some fields that was set from | L-113: sets current values to orig values | L-112: savechanges also | L-074: reference,candidate-needs-boundary-review,no,Coordinate/source-order candidate only; must be visually/semantically checked before transcript.,R02-entityentry-properties-methods-query-and-values,yes,include-r02,Belongs to EntityEntry properties/methods/query/navigation/value API road.
S-164,164,8267fab7afe3e8085ccd27eefa6d1f015fb78f82,8267fab7af,9809.238,9805.143,973.0,478.0,0.0,1,R02-entityentry-properties-methods-query-and-values,P02-R02-entityentry-properties-methods-query-and-values,"EntityEntry: State, Entity, Metadata, CurrentValues/OriginalValues, IsKeySet, Context, Entry.Query, navigations/references/collections/properties, Reload/GetDatabaseValues examples.",L-111: another requirest | L-110: will get row version + some fields that was set from | L-113: sets current values to orig values | L-112: savechanges also | L-085: debugview,candidate-needs-boundary-review,no,Coordinate/source-order candidate only; must be visually/semantically checked before transcript.,R02-entityentry-properties-methods-query-and-values,yes,include-r02,Belongs to EntityEntry properties/methods/query/navigation/value API road.
S-001,1,0c73cc692afc66ab8a736aa60640d676438bcb86,0c73cc692a,7973.557,541.304,843.0,482.0,0.0,1,R02-entityentry-properties-methods-query-and-values,P02-R02-entityentry-properties-methods-query-and-values,"EntityEntry: State, Entity, Metadata, CurrentValues/OriginalValues, IsKeySet, Context, Entry.Query, navigations/references/collections/properties, Reload/GetDatabaseValues examples.",L-004: changetracker itself | L-005: entityentry | L-006: common tasks | L-103: all navigations - references and | L-104: collections have isloded flag,checked-not-r01-reserved-for-r02,yes-not-r01,Checked during R01; belongs to EntityEntry/API value navigation pass.,candidate-R02,yes-for-r02,checked-not-r02-correct-r01,"ChangeTracker overview/core member summary; should be corrected into R01, not EntityEntry R02."
S-002,2,3967d5173081bc088fda3833156b983f57c65846,3967d51730,8013.78,1067.971,686.0,482.0,0.0,1,R02-entityentry-properties-methods-query-and-values,P02-R02-entityentry-properties-methods-query-and-values,"EntityEntry: State, Entity, Metadata, CurrentValues/OriginalValues, IsKeySet, Context, Entry.Query, navigations/references/collections/properties, Reload/GetDatabaseValues examples.",L-005: entityentry | L-006: common tasks | L-004: changetracker itself | L-104: collections have isloded flag | L-103: all navigations - references and,candidate-needs-boundary-review,no,Coordinate/source-order candidate only; must be visually/semantically checked before transcript.,R02-entityentry-properties-methods-query-and-values,yes,checked-not-r02-correct-r01,"ChangeTracker overview/core member summary; should be corrected into R01, not EntityEntry R02."
S-003,3,400ca500a9d69ffc81ad0a26648f81a846b32f67,400ca500a9,8029.887,1562.971,717.0,482.0,0.0,1,R02-entityentry-properties-methods-query-and-values,P02-R02-entityentry-properties-methods-query-and-values,"EntityEntry: State, Entity, Metadata, CurrentValues/OriginalValues, IsKeySet, Context, Entry.Query, navigations/references/collections/properties, Reload/GetDatabaseValues examples.",L-005: entityentry | L-006: common tasks | L-004: changetracker itself | L-104: collections have isloded flag | L-103: all navigations - references and,candidate-needs-boundary-review,no,Coordinate/source-order candidate only; must be visually/semantically checked before transcript.,R02-entityentry-properties-methods-query-and-values,yes,checked-not-r02-correct-r01,"ChangeTracker overview/core member summary; should be corrected into R01, not EntityEntry R02."
