source_id,image_use_id,fileId,fileId_short,x,y,x_center,y_center,width,height,source_image_file,nearest_labels_for_search_only
S-001,IU-001,86922be1d4f15948e1cd8d5cd32c96b27bd24e52,86922be1d4,22607.488,1082.042,23081.488,1189.542,948,215,assets/source-images/S-001__86922be1d4.png,L-001: canconnect usage | L-002: canconnect | L-007: ensurecreated | L-012: database methods | L-008: ensuredeleted | L-014: migrations | L-015: migrate() | L-025: getpendingmig/getappliedmigr/getmigr
S-076,IU-076,ffb9f8ba88511bb341811c974cd3a348efc11239,ffb9f8ba88,3968.05,7160.793,4418.55,7211.793,901,102,assets/source-images/S-076__ffb9f8ba88.png,L-054: computed column | L-056: guid with gen on add | L-059: PRACTICAL PATTERN | L-047: trigger handles update | L-046: default sql after insert | L-044: onaddorupdate col | L-038: computed column | L-058: minuses of many save
S-077,IU-077,9d7d49f39ac4ae5dd1b33a83a0a93d0e7d588485,9d7d49f39a,2732.609,7200.049,3230.609,7392.049,996,384,assets/source-images/S-077__9d7d49f39a.png,L-043: value on insert | L-056: guid with gen on add | L-054: computed column | L-040: trigger generated | L-047: trigger handles update | L-046: default sql after insert | L-044: onaddorupdate col | L-059: PRACTICAL PATTERN
S-078,IU-078,9d2282d03d14d7458a41248fa3ffb9214fc301a7,9d2282d03d,9105.722,7278.678,9580.722,7434.678,950,312,assets/source-images/S-078__9d2282d03d.png,"L-060: 2 large import in chunks | L-051: ef cant handle it, idk | L-049: mb dont have nav prop,so | L-048: here we add just an id | L-045: values before the next step | L-042: 1 you need db generated | L-055: bulk | L-050: flushes,multiple queries"
S-079,IU-079,781eb4cb73d72b387365146b0eac40cf87c87726,781eb4cb73,3994.55,7387.293,4426.55,7468.793,864,163,assets/source-images/S-079__781eb4cb73.png,L-059: PRACTICAL PATTERN | L-056: guid with gen on add | L-054: computed column | L-047: trigger handles update | L-046: default sql after insert | L-044: onaddorupdate col | L-038: computed column | L-058: minuses of many save
S-080,IU-080,8336f9e525607afe675e4b835736ce213420972c,8336f9e525,18569.876,7443.615,19046.376,7592.615,953,298,assets/source-images/S-080__8336f9e525.png,L-078: GETDBTRANSACTION | L-033: IDbContextTransaction | L-031: TRANSACTION OBJECT | L-074: EF CORE + ADO.NET COMMANDS | L-075: USETRANSACTION | L-067: WHY GETDBTRANSACTION IS | L-076: LIBRARIES THAT NEED ADO.NET TRANSACTION | L-071: HELPFUL
S-081,IU-081,03485061c8415482e3b4e17b7df03f670333c681,03485061c8,2704.588,7598.068,3185.588,7672.568,962,149,assets/source-images/S-081__03485061c8.png,L-056: guid with gen on add | L-054: computed column | L-043: value on insert | L-040: trigger generated | L-047: trigger handles update | L-046: default sql after insert | L-059: PRACTICAL PATTERN | L-044: onaddorupdate col
S-082,IU-082,d2e78b86e59cebfb799c2d1edf82e25500b5d702,d2e78b86e5,22780.269,7602.451,23270.269,7771.451,980,338,assets/source-images/S-082__d2e78b86e5.png,L-066: getdbconnection | L-053: ensure created/deleted | L-082: openconnection | L-035: haspendingmodelchanges | L-064: usage without openconnection | L-065: with connecttion managed by ef | L-025: getpendingmig/getappliedmigr/getmigr | L-104: get/set connectionstring
S-083,IU-083,f975e8c97ddb0c1fe873f5ea2311713523e9d74d,f975e8c97d,18564.389,7755.128,19026.889,7893.128,925,276,assets/source-images/S-083__f975e8c97d.png,L-078: GETDBTRANSACTION | L-033: IDbContextTransaction | L-031: TRANSACTION OBJECT | L-074: EF CORE + ADO.NET COMMANDS | L-075: USETRANSACTION | L-076: LIBRARIES THAT NEED ADO.NET TRANSACTION | L-077: PROVIDER SPECIFIC TRANSACTION FEATURES | L-067: WHY GETDBTRANSACTION IS
S-084,IU-084,d1f7f3328048b4c9302551576881c74f04e48dc7,d1f7f33280,9126.788,7772.411,9490.788,8013.411,728,482,assets/source-images/S-084__d1f7f33280.png,"L-060: 2 large import in chunks | L-051: ef cant handle it, idk | L-049: mb dont have nav prop,so | L-048: here we add just an id | L-061: performance | L-085: 3 flush/send query before | L-045: values before the next step | L-055: bulk"
S-085,IU-085,f5361fa2b236b83af28d29a36b564dbc045bbb42,f5361fa2b2,4497.741,7787.163,4951.741,7885.163,908,196,assets/source-images/S-085__f5361fa2b2.png,"L-059: PRACTICAL PATTERN | L-062: changes | L-058: minuses of many save | L-068: query for each savechangs | L-056: guid with gen on add | L-054: computed column | L-080: inside long transaction, early | L-081: savechanges may acquire locks"
S-086,IU-086,533c6276733f917522df9f256c1dbe2c24347439,533c627673,5593.947,7808.107,6055.947,7979.607,924,343,assets/source-images/S-086__533c627673.png,"L-062: changes | L-068: query for each savechangs | L-057: performance exact reasons | L-058: minuses of many save | L-070: specific chunk failure recovery | L-063: set up better batches | L-080: inside long transaction, early | L-079: release memory sooner"
S-087,IU-087,7d3bce141dc37836921ecebf94736382e3a1aaf0,7d3bce141d,6805.188,7809.039,7291.188,7998.539,972,379,assets/source-images/S-087__7d3bce141d.png,L-063: set up better batches | L-070: specific chunk failure recovery | L-061: performance | L-057: performance exact reasons | L-079: release memory sooner | L-052: ef/provider generated | L-039: generated ids | L-037: db generated
S-088,IU-088,eb2ba05525ef70c09f643d9ebbe8dbb006f89715,eb2ba05525,8009.987,7826.882,8416.487,8067.882,813,482,assets/source-images/S-088__eb2ba05525.png,"L-061: performance | L-060: 2 large import in chunks | L-051: ef cant handle it, idk | L-049: mb dont have nav prop,so | L-048: here we add just an id | L-085: 3 flush/send query before | L-088: another phase | L-045: values before the next step"
S-089,IU-089,39cb471d3f57015a4be431c0ed94e948924cd0e5,39cb471d3f,4526.482,8010.197,4929.482,8251.197,806,482,assets/source-images/S-089__39cb471d3f.png,"L-068: query for each savechangs | L-059: PRACTICAL PATTERN | L-062: changes | L-058: minuses of many save | L-080: inside long transaction, early | L-081: savechanges may acquire locks | L-083: and hold them until the end | L-056: guid with gen on add"
S-090,IU-090,cff84cf97d82ec637265ebc4a555cec420e81708,cff84cf97d,18559.017,8026.769,19032.017,8198.769,946,344,assets/source-images/S-090__cff84cf97d.png,L-078: GETDBTRANSACTION | L-033: IDbContextTransaction | L-031: TRANSACTION OBJECT | L-074: EF CORE + ADO.NET COMMANDS | L-075: USETRANSACTION | L-076: LIBRARIES THAT NEED ADO.NET TRANSACTION | L-077: PROVIDER SPECIFIC TRANSACTION FEATURES | L-067: WHY GETDBTRANSACTION IS
S-091,IU-091,c3f8ff90828873a6139631e5f2b341add3cbc675,c3f8ff9082,22761.512,8154.936,23254.512,8379.936,986,450,assets/source-images/S-091__c3f8ff9082.png,L-066: getdbconnection | L-082: openconnection | L-053: ensure created/deleted | L-065: with connecttion managed by ef | L-064: usage without openconnection | L-104: get/set connectionstring | L-035: haspendingmodelchanges | L-112: setdbconnection
S-092,IU-092,e8ae905fc4218fe64d2a4920d0e69b61ee00ae66,e8ae905fc4,23954.411,8174.758,24459.911,8352.758,1011,356,assets/source-images/S-092__e8ae905fc4.png,L-065: with connecttion managed by ef | L-064: usage without openconnection | L-066: getdbconnection | L-082: openconnection | L-053: ensure created/deleted | L-035: haspendingmodelchanges | L-104: get/set connectionstring | L-113: can control whether context owns the disposal of the
S-093,IU-093,90eb2b991f11a1a33a34325de24988f51a6d1a12,90eb2b991f,25189.372,8205.25,25674.872,8381.25,971,352,assets/source-images/S-093__90eb2b991f.png,L-065: with connecttion managed by ef | L-064: usage without openconnection | L-066: getdbconnection | L-082: openconnection | L-053: ensure created/deleted | L-113: can control whether context owns the disposal of the | L-115: connection | L-035: haspendingmodelchanges
S-094,IU-094,cc6d62eadd70faaf7da1534465cf720c963fb681,cc6d62eadd,6770.593,8268.873,7253.093,8491.873,965,446,assets/source-images/S-094__cc6d62eadd.png,"L-079: release memory sooner | L-070: specific chunk failure recovery | L-063: set up better batches | L-061: performance | L-057: performance exact reasons | L-052: ef/provider generated | L-068: query for each savechangs | L-080: inside long transaction, early"
S-095,IU-095,5ebbaea51e32498fc87c5834af52b864e883e59a,5ebbaea51e,9114.222,8284.845,9570.722,8491.345,913,413,assets/source-images/S-095__5ebbaea51e.png,"L-060: 2 large import in chunks | L-085: 3 flush/send query before | L-088: another phase | L-089: what is flush | L-092: of savechanges | L-061: performance | L-055: bulk | L-051: ef cant handle it, idk"
S-096,IU-096,5b49ffcbf602b58c50edf4b086669eb04c50fffe,5b49ffcbf6,5604.725,8330.274,6079.725,8557.274,950,454,assets/source-images/S-096__5b49ffcbf6.png,"L-068: query for each savechangs | L-080: inside long transaction, early | L-081: savechanges may acquire locks | L-070: specific chunk failure recovery | L-079: release memory sooner | L-083: and hold them until the end | L-062: changes | L-057: performance exact reasons"
S-097,IU-097,51d31e7291d1542d04c0e78d6feccf75d4ba2891,51d31e7291,18554.645,8362.064,19037.145,8510.564,965,297,assets/source-images/S-097__51d31e7291.png,L-078: GETDBTRANSACTION | L-077: PROVIDER SPECIFIC TRANSACTION FEATURES | L-076: LIBRARIES THAT NEED ADO.NET TRANSACTION | L-075: USETRANSACTION | L-074: EF CORE + ADO.NET COMMANDS | L-071: HELPFUL | L-067: WHY GETDBTRANSACTION IS | L-033: IDbContextTransaction
S-098,IU-098,6b7b85cf15fc20dfde1fd6c48722e5f6c2d06272,6b7b85cf15,4533.108,8532.054,4970.108,8773.054,874,482,assets/source-images/S-098__6b7b85cf15.png,"L-080: inside long transaction, early | L-081: savechanges may acquire locks | L-083: and hold them until the end | L-068: query for each savechangs | L-094: ChangeTracker.Clear | L-096: cler/disposable | L-097: better patterns | L-062: changes"
S-099,IU-099,4165daffb9df0bfe72f59197d0b25c47a4afb340,4165daffb9,15349.206,8534.83,15786.206,8775.83,874,482,assets/source-images/S-099__4165daffb9.png,"L-084: WHAT DO WE GET FROM GETDBTRANSACTION | L-073: DO WE NEED TO CAST? | L-072: PROVIDER SPEC TRANSACTION, | L-069: DB TRANSACTION | L-077: PROVIDER SPECIFIC TRANSACTION FEATURES | L-076: LIBRARIES THAT NEED ADO.NET TRANSACTION | L-075: USETRANSACTION | L-071: HELPFUL"
S-100,IU-100,b157b2150881188493c80249c8b7accb6f8b8863,b157b21508,25209.61,8594.131,25686.11,8745.631,953,303,assets/source-images/S-100__b157b21508.png,L-065: with connecttion managed by ef | L-064: usage without openconnection | L-082: openconnection | L-066: getdbconnection | L-113: can control whether context owns the disposal of the | L-115: connection | L-104: get/set connectionstring | L-053: ensure created/deleted
S-101,IU-101,146aec379d6e658b96f7566f5c646b6684a09ac4,146aec379d,22800.3,8612.315,23253.3,8807.815,906,391,assets/source-images/S-101__146aec379d.png,L-082: openconnection | L-066: getdbconnection | L-104: get/set connectionstring | L-065: with connecttion managed by ef | L-053: ensure created/deleted | L-064: usage without openconnection | L-035: haspendingmodelchanges | L-112: setdbconnection
S-102,IU-102,9bed71cc5e82723bca6086245145d22d130aa780,9bed71cc5e,16616.116,8663.719,17095.616,8809.719,959,292,assets/source-images/S-102__9bed71cc5e.png,L-077: PROVIDER SPECIFIC TRANSACTION FEATURES | L-076: LIBRARIES THAT NEED ADO.NET TRANSACTION | L-075: USETRANSACTION | L-074: EF CORE + ADO.NET COMMANDS | L-071: HELPFUL | L-067: WHY GETDBTRANSACTION IS | L-078: GETDBTRANSACTION | L-084: WHAT DO WE GET FROM GETDBTRANSACTION
S-103,IU-103,5ffee31a205b74811f4830494b9efa6d6535114f,5ffee31a20,9098.468,8732.411,9517.468,8973.411,838,482,assets/source-images/S-103__5ffee31a20.png,"L-085: 3 flush/send query before | L-088: another phase | L-089: what is flush | L-092: of savechanges | L-060: 2 large import in chunks | L-101: 4 dont want to rollback | L-105: everything,savepoints | L-087: one savech, at least one"
S-104,IU-104,6a4b0521e94080ce9005fbb1bc31f7ce824544e1,6a4b0521e9,23964.019,8790.665,24398.519,9031.665,869,482,assets/source-images/S-104__6a4b0521e9.png,L-065: with connecttion managed by ef | L-064: usage without openconnection | L-082: openconnection | L-066: getdbconnection | L-104: get/set connectionstring | L-113: can control whether context owns the disposal of the | L-115: connection | L-053: ensure created/deleted
S-105,IU-105,02d4df4fbdb96c157c50227f0b40538586bd07e6,02d4df4fbd,18560.304,8835.966,19076.804,8999.966,1033,328,assets/source-images/S-105__02d4df4fbd.png,L-078: GETDBTRANSACTION | L-107: why to use one connection | L-111: for multiple operations | L-077: PROVIDER SPECIFIC TRANSACTION FEATURES | L-076: LIBRARIES THAT NEED ADO.NET TRANSACTION | L-075: USETRANSACTION | L-074: EF CORE + ADO.NET COMMANDS | L-071: HELPFUL
S-106,IU-106,f0493553062682d5343189bcb26807282a217859,f049355306,25219.276,8896.369,25632.776,9080.869,827,369,assets/source-images/S-106__f049355306.png,L-065: with connecttion managed by ef | L-064: usage without openconnection | L-113: can control whether context owns the disposal of the | L-115: connection | L-082: openconnection | L-066: getdbconnection | L-104: get/set connectionstring | L-053: ensure created/deleted
S-107,IU-107,6e23c56102b9350bc29f75d120af037bf3be1878,6e23c56102,6862.797,8932.714,7256.297,9014.214,787,163,assets/source-images/S-107__6e23c56102.png,L-079: release memory sooner | L-070: specific chunk failure recovery | L-100: avoid extra cpu cost from | L-063: set up better batches | L-103: from clearing too | L-102: tracking after memory release | L-061: performance | L-057: performance exact reasons
S-108,IU-108,c82aaf7ffdb9c4f2e80292ec8058fea7c099e191,c82aaf7ffd,16640.447,8968.562,17040.947,9209.562,801,482,assets/source-images/S-108__c82aaf7ffd.png,L-077: PROVIDER SPECIFIC TRANSACTION FEATURES | L-076: LIBRARIES THAT NEED ADO.NET TRANSACTION | L-075: USETRANSACTION | L-074: EF CORE + ADO.NET COMMANDS | L-071: HELPFUL | L-067: WHY GETDBTRANSACTION IS | L-084: WHAT DO WE GET FROM GETDBTRANSACTION | L-078: GETDBTRANSACTION
S-109,IU-109,35d258580178ea2eba9a02fa9c68eca9f084bebe,35d2585801,6862.779,9112.963,7247.279,9353.963,769,482,assets/source-images/S-109__35d2585801.png,L-079: release memory sooner | L-100: avoid extra cpu cost from | L-103: from clearing too | L-102: tracking after memory release | L-070: specific chunk failure recovery | L-063: set up better batches | L-083: and hold them until the end | L-081: savechanges may acquire locks
S-110,IU-110,ffd943be3335df78af2c7b0c687f7906d1e27dd1,ffd943be33,22760.981,9173.178,23231.481,9324.178,941,302,assets/source-images/S-110__ffd943be33.png,L-082: openconnection | L-104: get/set connectionstring | L-066: getdbconnection | L-112: setdbconnection | L-065: with connecttion managed by ef | L-113: can control whether context owns the disposal of the | L-064: usage without openconnection | L-115: connection
S-111,IU-111,10ba086a342fb7326ef123b78a087397ce5ca2ed,10ba086a34,5600.175,9186.201,6091.175,9370.701,982,369,assets/source-images/S-111__10ba086a34.png,"L-083: and hold them until the end | L-081: savechanges may acquire locks | L-094: ChangeTracker.Clear | L-080: inside long transaction, early | L-097: better patterns | L-079: release memory sooner | L-100: avoid extra cpu cost from | L-102: tracking after memory release"
S-112,IU-112,cc80b1375b4ae2614d2289438db73c347ffe35c1,cc80b1375b,15397.035,9251.77,15852.035,9492.77,910,482,assets/source-images/S-112__cc80b1375b.png,"L-084: WHAT DO WE GET FROM GETDBTRANSACTION | L-073: DO WE NEED TO CAST? | L-077: PROVIDER SPECIFIC TRANSACTION FEATURES | L-072: PROVIDER SPEC TRANSACTION, | L-076: LIBRARIES THAT NEED ADO.NET TRANSACTION | L-075: USETRANSACTION | L-069: DB TRANSACTION | L-074: EF CORE + ADO.NET COMMANDS"
S-113,IU-113,6c59a8dfba32dd4f7122f35ed3343c43301df15c,6c59a8dfba,25162.824,9267.917,25651.824,9419.917,978,304,assets/source-images/S-113__6c59a8dfba.png,L-065: with connecttion managed by ef | L-064: usage without openconnection | L-113: can control whether context owns the disposal of the | L-115: connection | L-082: openconnection | L-066: getdbconnection | L-104: get/set connectionstring | L-112: setdbconnection
S-114,IU-114,333fb735a61de9bfcc2f12b0c98f4945d00ef26e,333fb735a6,23935.943,9309.084,24429.443,9426.584,987,235,assets/source-images/S-114__333fb735a6.png,L-065: with connecttion managed by ef | L-064: usage without openconnection | L-082: openconnection | L-113: can control whether context owns the disposal of the | L-115: connection | L-104: get/set connectionstring | L-066: getdbconnection | L-112: setdbconnection
S-115,IU-115,06c7a0e20aa968f4b2c198deabaa35d079522f01,06c7a0e20a,16637.237,9462.794,16987.737,9567.294,701,209,assets/source-images/S-115__06c7a0e20a.png,L-077: PROVIDER SPECIFIC TRANSACTION FEATURES | L-076: LIBRARIES THAT NEED ADO.NET TRANSACTION | L-075: USETRANSACTION | L-074: EF CORE + ADO.NET COMMANDS | L-071: HELPFUL | L-067: WHY GETDBTRANSACTION IS | L-084: WHAT DO WE GET FROM GETDBTRANSACTION | L-078: GETDBTRANSACTION
S-116,IU-116,3f576096f7462c946acb60107be4b53be1f1ed2f,3f576096f7,22755.224,9486.118,23215.724,9678.118,921,384,assets/source-images/S-116__3f576096f7.png,L-082: openconnection | L-104: get/set connectionstring | L-066: getdbconnection | L-112: setdbconnection | L-113: can control whether context owns the disposal of the | L-116: (with dbcontextoptoins and | L-115: connection | L-117: manual creation of context)
S-117,IU-117,750c1efee962052c03bda21738773eaaf7ff5eb1,750c1efee9,9116.904,9523.522,9483.904,9764.522,734,482,assets/source-images/S-117__750c1efee9.png,"L-088: another phase | L-085: 3 flush/send query before | L-101: 4 dont want to rollback | L-105: everything,savepoints | L-092: of savechanges | L-089: what is flush | L-114: why disable auto savepoints | L-091: query"
S-118,IU-118,47acb56970996d2bfd854be8c9ddc0d0a8975ccc,47acb56970,10182.284,9611.172,10657.284,9852.172,950,482,assets/source-images/S-118__47acb56970.png,"L-092: of savechanges | L-089: what is flush | L-091: query | L-087: one savech, at least one | L-101: 4 dont want to rollback | L-088: another phase | L-105: everything,savepoints | L-085: 3 flush/send query before"
S-119,IU-119,590cae38cb278b163a2409621731a821b48acb38,590cae38cb,6835.795,9611.196,7279.795,9679.196,888,136,assets/source-images/S-119__590cae38cb.png,L-100: avoid extra cpu cost from | L-103: from clearing too | L-102: tracking after memory release | L-079: release memory sooner | L-070: specific chunk failure recovery | L-088: another phase | L-085: 3 flush/send query before | L-094: ChangeTracker.Clear
S-120,IU-120,d06a83a7603c69d2b9331d4ec18cd1768f78389f,d06a83a760,11264.551,9640.273,11747.051,9854.773,965,429,assets/source-images/S-120__d06a83a760.png,"L-091: query | L-087: one savech, at least one | L-090: lives,rollback after write to db | L-086: where transaction | L-092: of savechanges | L-089: what is flush | L-055: bulk | L-101: 4 dont want to rollback"
S-121,IU-121,a392d44b5319e0e749b553cc8f3eec33e4a9b801,a392d44b53,13511.009,9641.394,13895.509,9882.394,769,482,assets/source-images/S-121__a392d44b53.png,"L-090: lives,rollback after write to db | L-086: where transaction | L-084: WHAT DO WE GET FROM GETDBTRANSACTION | L-073: DO WE NEED TO CAST? | L-072: PROVIDER SPEC TRANSACTION, | L-069: DB TRANSACTION | L-091: query | L-087: one savech, at least one"
S-122,IU-122,d89c0f6504c993f6cd4faf24b60f809da88193fe,d89c0f6504,12348.031,9666.506,12774.031,9907.506,852,482,assets/source-images/S-122__d89c0f6504.png,"L-090: lives,rollback after write to db | L-086: where transaction | L-091: query | L-087: one savech, at least one | L-092: of savechanges | L-089: what is flush | L-084: WHAT DO WE GET FROM GETDBTRANSACTION | L-073: DO WE NEED TO CAST?"
S-123,IU-123,aa6e04d7c10cf52c46831a3a8d8fded5128ba239,aa6e04d7c1,16622.874,9690.31,17071.374,9918.81,897,457,assets/source-images/S-123__aa6e04d7c1.png,L-077: PROVIDER SPECIFIC TRANSACTION FEATURES | L-076: LIBRARIES THAT NEED ADO.NET TRANSACTION | L-075: USETRANSACTION | L-074: EF CORE + ADO.NET COMMANDS | L-084: WHAT DO WE GET FROM GETDBTRANSACTION | L-071: HELPFUL | L-067: WHY GETDBTRANSACTION IS | L-078: GETDBTRANSACTION
S-124,IU-124,e39801aa4d20b09254e7dc0b2d6e78796aba8a81,e39801aa4d,15400.306,9752.611,15770.306,9918.111,740,331,assets/source-images/S-124__e39801aa4d.png,"L-084: WHAT DO WE GET FROM GETDBTRANSACTION | L-073: DO WE NEED TO CAST? | L-077: PROVIDER SPECIFIC TRANSACTION FEATURES | L-072: PROVIDER SPEC TRANSACTION, | L-076: LIBRARIES THAT NEED ADO.NET TRANSACTION | L-069: DB TRANSACTION | L-075: USETRANSACTION | L-074: EF CORE + ADO.NET COMMANDS"
S-125,IU-125,c219f0d31378445c842b901a16dc5b2508baaec7,c219f0d313,6844.436,9814.875,7315.436,9956.375,942,283,assets/source-images/S-125__c219f0d313.png,"L-103: from clearing too | L-100: avoid extra cpu cost from | L-102: tracking after memory release | L-079: release memory sooner | L-101: 4 dont want to rollback | L-105: everything,savepoints | L-088: another phase | L-085: 3 flush/send query before"
S-126,IU-126,1b3829f041a89b4ac04d5a5cfbfea742c32543bd,1b3829f041,22734.224,9880.087,23175.724,10055.087,883,350,assets/source-images/S-126__1b3829f041.png,L-104: get/set connectionstring | L-082: openconnection | L-112: setdbconnection | L-116: (with dbcontextoptoins and | L-113: can control whether context owns the disposal of the | L-115: connection | L-117: manual creation of context) | L-066: getdbconnection
S-127,IU-127,a1d88932a47232bc52f64fb6c39da36d1b59a11f,a1d88932a4,5412.005,9900.705,5874.505,9956.205,925,111,assets/source-images/S-127__a1d88932a4.png,L-097: better patterns | L-094: ChangeTracker.Clear | L-083: and hold them until the end | L-106: separate context for bulk | L-100: avoid extra cpu cost from | L-102: tracking after memory release | L-081: savechanges may acquire locks | L-109: work pattern
S-128,IU-128,37bdbb7312e7253dd6432c709eedf404a236b777,37bdbb7312,4413.968,9937.528,4879.468,10075.028,931,275,assets/source-images/S-128__37bdbb7312.png,L-099: short lived dbcontexts | L-096: cler/disposable | L-097: better patterns | L-094: ChangeTracker.Clear | L-106: separate context for bulk | L-109: work pattern | L-108: short lived context | L-110: pattern
S-129,IU-129,4377c5609b4be91b45f94b17f817030bebb5e669,4377c5609b,3232.207,9949.163,3710.207,10112.663,956,327,assets/source-images/S-129__4377c5609b.png,"L-098: better maintainability,reasoning | L-095: traidoff, | L-099: short lived dbcontexts | L-096: cler/disposable | L-093: short lived dbcontext | L-108: short lived context | L-110: pattern | L-106: separate context for bulk"
S-130,IU-130,3caa7c5c526c14e87cad02f5b68865bc641a8177,3caa7c5c52,5402.466,10027.43,5811.466,10268.43,818,482,assets/source-images/S-130__3caa7c5c52.png,L-097: better patterns | L-106: separate context for bulk | L-094: ChangeTracker.Clear | L-109: work pattern | L-102: tracking after memory release | L-100: avoid extra cpu cost from | L-103: from clearing too | L-083: and hold them until the end
S-131,IU-131,77946d5e24411fd2f74cce3af70b56323b3cd3ab,77946d5e24,9079.055,10034.845,9549.055,10091.345,940,113,assets/source-images/S-131__77946d5e24.png,"L-101: 4 dont want to rollback | L-105: everything,savepoints | L-088: another phase | L-092: of savechanges | L-085: 3 flush/send query before | L-089: what is flush | L-114: why disable auto savepoints | L-091: query"
S-132,IU-132,88eb4730a55cb9734d495437105f57952157b0e8,88eb4730a5,11263.485,10108.283,11708.485,10349.283,890,482,assets/source-images/S-132__88eb4730a5.png,"L-091: query | L-087: one savech, at least one | L-090: lives,rollback after write to db | L-086: where transaction | L-092: of savechanges | L-089: what is flush | L-105: everything,savepoints | L-101: 4 dont want to rollback"
S-133,IU-133,4951060a03c23cb2a8eab033563cff89576bb06b,4951060a03,15401.009,10126.037,15914.009,10324.037,1026,396,assets/source-images/S-133__4951060a03.png,L-084: WHAT DO WE GET FROM GETDBTRANSACTION | L-118: usetransaction | L-119: getdbtransaction | L-077: PROVIDER SPECIFIC TRANSACTION FEATURES | L-076: LIBRARIES THAT NEED ADO.NET TRANSACTION | L-075: USETRANSACTION | L-073: DO WE NEED TO CAST? | L-120: same conection
S-134,IU-134,60f88489319ed2dd41256cd6e3e892ddc0554a3e,60f8848931,12333.995,10154.622,12810.495,10335.122,953,361,assets/source-images/S-134__60f8848931.png,"L-090: lives,rollback after write to db | L-086: where transaction | L-091: query | L-087: one savech, at least one | L-092: of savechanges | L-089: what is flush | L-084: WHAT DO WE GET FROM GETDBTRANSACTION | L-073: DO WE NEED TO CAST?"
S-135,IU-135,339392b7c22ddaac4e05b1c2fe42e1cd25b04cf9,339392b7c2,16612.04,10154.749,17018.04,10392.749,812,476,assets/source-images/S-135__339392b7c2.png,L-077: PROVIDER SPECIFIC TRANSACTION FEATURES | L-084: WHAT DO WE GET FROM GETDBTRANSACTION | L-076: LIBRARIES THAT NEED ADO.NET TRANSACTION | L-118: usetransaction | L-075: USETRANSACTION | L-074: EF CORE + ADO.NET COMMANDS | L-119: getdbtransaction | L-071: HELPFUL
S-136,IU-136,e82cbae5ca047a266e907ff70769089a05caa5ec,e82cbae5ca,10174.595,10184.506,10634.095,10425.506,919,482,assets/source-images/S-136__e82cbae5ca.png,"L-092: of savechanges | L-089: what is flush | L-091: query | L-087: one savech, at least one | L-105: everything,savepoints | L-101: 4 dont want to rollback | L-088: another phase | L-114: why disable auto savepoints"
S-137,IU-137,422cb847c0470dfe5e076461dba4049e54b64ffd,422cb847c0,13503.988,10310.589,13979.988,10505.589,952,390,assets/source-images/S-137__422cb847c0.png,"L-090: lives,rollback after write to db | L-086: where transaction | L-084: WHAT DO WE GET FROM GETDBTRANSACTION | L-118: usetransaction | L-119: getdbtransaction | L-073: DO WE NEED TO CAST? | L-120: same conection | L-072: PROVIDER SPEC TRANSACTION,"
S-138,IU-138,79beee5e397e33d240fa4d02e840bad1d5659b8c,79beee5e39,3240.374,10321.997,3721.874,10500.997,963,358,assets/source-images/S-138__79beee5e39.png,"L-108: short lived context | L-110: pattern | L-098: better maintainability,reasoning | L-099: short lived dbcontexts | L-095: traidoff, | L-096: cler/disposable | L-093: short lived dbcontext | L-106: separate context for bulk"
S-139,IU-139,ddf4f1f5352c1b454932e1f51765dafce67ca99b,ddf4f1f535,6838.868,10347.773,7279.368,10492.273,881,289,assets/source-images/S-139__ddf4f1f535.png,"L-103: from clearing too | L-102: tracking after memory release | L-100: avoid extra cpu cost from | L-105: everything,savepoints | L-101: 4 dont want to rollback | L-079: release memory sooner | L-114: why disable auto savepoints | L-106: separate context for bulk"
S-140,IU-140,b501185d7ea44d04766086071c4dbdcd3f911bf4,b501185d7e,22719.421,10397.542,23185.421,10600.542,932,406,assets/source-images/S-140__b501185d7e.png,L-104: get/set connectionstring | L-112: setdbconnection | L-116: (with dbcontextoptoins and | L-117: manual creation of context) | L-113: can control whether context owns the disposal of the | L-115: connection | L-082: openconnection | L-122: get/set commandtimeout
S-141,IU-141,bd359e5968fd2d9efbae78db48056f8521d034de,bd359e5968,9078.195,10481.855,9427.195,10722.855,698,482,assets/source-images/S-141__bd359e5968.png,"L-105: everything,savepoints | L-101: 4 dont want to rollback | L-114: why disable auto savepoints | L-088: another phase | L-092: of savechanges | L-085: 3 flush/send query before | L-089: what is flush | L-091: query"
S-142,IU-142,c8b6600ab0995bd2bca4176d369aa17dbd74f9cf,c8b6600ab0,16623.328,10611.476,17096.828,10705.476,947,188,assets/source-images/S-142__c8b6600ab0.png,L-118: usetransaction | L-119: getdbtransaction | L-121: requirements to share local | L-120: same conection | L-084: WHAT DO WE GET FROM GETDBTRANSACTION | L-124: transaction | L-077: PROVIDER SPECIFIC TRANSACTION FEATURES | L-076: LIBRARIES THAT NEED ADO.NET TRANSACTION
S-143,IU-143,8eea8882c15f7e7c2e4eed9f10700cd2fba7f4a8,8eea8882c1,13498.655,10715.321,13975.655,10948.321,954,466,assets/source-images/S-143__8eea8882c1.png,"L-090: lives,rollback after write to db | L-118: usetransaction | L-086: where transaction | L-119: getdbtransaction | L-120: same conection | L-084: WHAT DO WE GET FROM GETDBTRANSACTION | L-123: what if we wont | L-125: use one connection per one transaction"
