source_id,fileId,fileId_short,x,y,width,height,initial_candidate_band,coverage_status,current_region_decision,decision_is_final,must_recheck_before_region_close,decision_basis,review_notes
S-080,04d45d7399de7dd4694bbf4aff0e831bcd0b9b48,04d45d7399,2509.169,9940.257,750.0,311.0,R02-candidate-reading-response-stream-and-payload-bytes,processed-in-r02-v001,R02,yes-for-r02-v001-boundary,no-for-r02-v001,Included in R02 v001 after visual/semantic boundary review.,Included in R02 v001 after visual/semantic boundary review.
S-081,75528f39daa1be9944f9c84bceecf668e247fe2e,75528f39da,2603.338,11710.05,724.0,482.0,R02-candidate-reading-response-stream-and-payload-bytes,processed-in-r02-v001,R02,yes-for-r02-v001-boundary,no-for-r02-v001,Included in R02 v001 after visual/semantic boundary review.,Included in R02 v001 after visual/semantic boundary review.
S-082,ac19d1b12b97ec322ab3d94f53ee0c72e92033c6,ac19d1b12b,2595.367,12208.781,729.0,308.0,R02-candidate-reading-response-stream-and-payload-bytes,processed-in-r02-v001,R02,yes-for-r02-v001-boundary,no-for-r02-v001,Included in R02 v001 after visual/semantic boundary review.,Included in R02 v001 after visual/semantic boundary review.
S-083,a4b0c7586ab82265e3ec93c5c25a99a82386a839,a4b0c7586a,698.295,21165.365,920.0,292.0,R06-candidate-streaming-benefits-and-lower-tail,checked-not-r02-candidate-r06,R06,yes-for-r02-exclusion-only,yes-for-r06,"Checked during R02 boundary review; belongs to lower-tail benefits/mental-model area, keep for R06.","Checked during R02 boundary review; belongs to lower-tail benefits/mental-model area, keep for R06."
S-084,97b0b6e8db43c6b013d1c07902a34725115037fd,97b0b6e8db,10139.725,2239.563,731.0,325.0,R04-candidate-asyncenumerable-ndjson-flushasync,checked-not-r03-candidate-r04,R04,yes-for-r03-exclusion-only,yes-for-r04,Checked during R03 boundary review; belongs to R04 NDJSON/IAsyncEnumerable implementation road.,Checked during R03 boundary review; belongs to R04 NDJSON/IAsyncEnumerable implementation road.
S-085,80540280736738d410b6007ac6452db8e571597b,8054028073,10111.506,2571.323,778.0,336.0,R04-candidate-asyncenumerable-ndjson-flushasync,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-086,f1b6a1ce00f2f60b1a6e5578f8ce2dff4adda142,f1b6a1ce00,10120.233,2934.833,679.0,482.0,R04-candidate-asyncenumerable-ndjson-flushasync,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-087,9cde088447d4f69cf92673e2363d388231fc98b5,9cde088447,5721.142,6488.075,809.0,482.0,R03-candidate-streaming-objects-async-iteration-rest-concerns,processed-in-r03-v001,R03,yes-for-r03-v001-boundary,no-for-r03-v001,Included in R03 v001 after visual/semantic boundary review.,Included in R03 v001 after visual/semantic boundary review.
S-088,0455744f1884c39c6c195fe65083164f35e2566e,0455744f18,5668.198,6974.255,971.0,463.0,R03-candidate-streaming-objects-async-iteration-rest-concerns,processed-in-r03-v001,R03,yes-for-r03-v001-boundary,no-for-r03-v001,Included in R03 v001 after visual/semantic boundary review.,Included in R03 v001 after visual/semantic boundary review.
S-089,740ae5b4dac7c05689af6e55dda84a544c824b67,740ae5b4da,5751.143,7473.7,438.0,89.0,R03-candidate-streaming-objects-async-iteration-rest-concerns,processed-in-r03-v001,R03,yes-for-r03-v001-boundary,no-for-r03-v001,Included in R03 v001 after visual/semantic boundary review.,Included in R03 v001 after visual/semantic boundary review.
S-090,398f8379bc700782ec7cc2138a8883ac9ee808b2,398f8379bc,5620.796,6072.921,930.0,369.0,R03-candidate-streaming-objects-async-iteration-rest-concerns,processed-in-r03-v001,R03,yes-for-r03-v001-boundary,no-for-r03-v001,Included in R03 v001; duplicate visible StreamBooks mapping snippet placement recorded.,Included in R03 v001; duplicate visible StreamBooks mapping snippet placement recorded.
S-091,f408caaa47860b17118300de2498d6bd5aa34f82,f408caaa47,5640.494,5522.503,739.0,482.0,R03-candidate-streaming-objects-async-iteration-rest-concerns,processed-in-r03-v001,R03,yes-for-r03-v001-boundary,no-for-r03-v001,Included in R03 v001 after visual/semantic boundary review.,Included in R03 v001 after visual/semantic boundary review.
S-092,6ac838ac6efec1ad628cb1cd3cbf50cecfba6d2d,6ac838ac6e,5627.75,7682.062,853.0,116.0,R03-candidate-streaming-objects-async-iteration-rest-concerns,processed-in-r03-v001,R03,yes-for-r03-v001-boundary,no-for-r03-v001,Included in R03 v001 after visual/semantic boundary review.,Included in R03 v001 after visual/semantic boundary review.
S-093,b4798a97c0871795e4156987ab1dd7b21a7fa41b,b4798a97c0,13370.334,2195.315,681.0,482.0,R04-candidate-asyncenumerable-ndjson-flushasync,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-094,b7c267a310c59363390e6c2b900e3b3af0f164c6,b7c267a310,13375.526,2737.198,701.0,482.0,R04-candidate-asyncenumerable-ndjson-flushasync,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-095,2f9e8a88fe029339f16dc4760ac94ab02eb6aab6,2f9e8a88fe,13190.593,3346.431,768.0,428.0,R04-candidate-asyncenumerable-ndjson-flushasync,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-096,9b6607dda66cb65f4a32d243fa87d61472ef9cf7,9b6607dda6,13180.496,3835.804,745.0,460.0,R04-candidate-asyncenumerable-ndjson-flushasync,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-097,e4054216afd243c697e18c796d68bc647ce9eccd,e4054216af,13138.584,4356.275,705.0,162.0,R04-candidate-asyncenumerable-ndjson-flushasync,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-098,e3c87ff97f4866bd2fbcadfe37430ff85dc9709f,e3c87ff97f,13036.392,4564.71,883.0,482.0,R04-candidate-asyncenumerable-ndjson-flushasync,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-099,5ff04b2d78926a5bf29a1e1d7156325bba574304,5ff04b2d78,13105.068,5073.121,644.0,482.0,R04-candidate-asyncenumerable-ndjson-flushasync,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-100,f1a2378c71e11025433abf50e80b9ebd15891ba8,f1a2378c71,13060.107,5580.414,719.0,388.0,R04-candidate-asyncenumerable-ndjson-flushasync,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-101,bfaeda5fa4b74630c232ad6db91479045671637b,bfaeda5fa4,13020.273,6007.096,817.0,482.0,R04-candidate-asyncenumerable-ndjson-flushasync,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-102,f05b3167b51ded36999ee6371b79bdd8a41588cb,f05b3167b5,18158.797,2757.266,704.0,139.0,R05-candidate-sse-eventsource-writer-heartbeat,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-103,54240017b7c495e6f2d74d1909d1f9ba1638da62,54240017b7,18225.168,2117.839,669.0,105.0,R05-candidate-sse-eventsource-writer-heartbeat,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-104,d3c60f25643c3f939cbd0383f7c563ca2b2499a1,d3c60f2564,18191.896,2235.529,710.0,482.0,R05-candidate-sse-eventsource-writer-heartbeat,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-105,806ee633dbafb5a70ade2a6a87a36822b51cb14b,806ee633db,18112.114,2903.321,829.0,420.0,R05-candidate-sse-eventsource-writer-heartbeat,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-106,2bd3f2c0175b787d42cd218bbe47606cccb23d3e,2bd3f2c017,18160.059,3324.433,710.0,440.0,R05-candidate-sse-eventsource-writer-heartbeat,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-107,1d71e666fe8d1bdf38880433b38d2ba0d8b35ef1,1d71e666fe,18109.8,3761.618,852.0,344.0,R05-candidate-sse-eventsource-writer-heartbeat,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-108,045341d0fbf2d09ae25743ea8916499938ddf971,045341d0fb,18143.513,4162.292,858.0,482.0,R05-candidate-sse-eventsource-writer-heartbeat,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-109,a3064c10a07b7eafc9f4fc26c69eeae6e2dc0307,a3064c10a0,18087.41,4789.987,834.0,442.0,R05-candidate-sse-eventsource-writer-heartbeat,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-110,aa92ae6f48c21ddd1516967e536897e923aa8979,aa92ae6f48,17980.297,6093.476,932.0,356.0,R04-candidate-asyncenumerable-ndjson-flushasync,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-111,5a056ee85383db150ac0d2e7792fecb30c840586,5a056ee853,17996.192,5606.991,834.0,442.0,R04-candidate-asyncenumerable-ndjson-flushasync,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-112,3b405a6984291de0af9d77c07d365b84579fb8b8,3b405a6984,17980.342,6486.132,849.0,472.0,R04-candidate-asyncenumerable-ndjson-flushasync,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-113,e5fd2263509f4012afbcf4b643776cb7f623db0c,e5fd226350,17946.027,6984.947,808.0,224.0,R04-candidate-asyncenumerable-ndjson-flushasync,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-114,0a5df467d40e56675520d79a17d56c0cd08ceff7,0a5df467d4,20369.591,6345.275,720.0,269.0,R05-candidate-sse-eventsource-writer-heartbeat,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-115,7ca9a498edcf46acce6d9e0f06f87e0c155f4c80,7ca9a498ed,20342.84,8012.986,771.0,474.0,R05-candidate-sse-eventsource-writer-heartbeat,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-116,b2d1349559651037f4956555f3b35c843a7c9843,b2d1349559,20354.221,7630.772,753.0,287.0,R05-candidate-sse-eventsource-writer-heartbeat,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-117,8caebae56922545a0ecaa0fdd7d200ac83205f48,8caebae569,20344.086,7118.153,760.0,481.0,R05-candidate-sse-eventsource-writer-heartbeat,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-118,bf1f971474eac914b8c7e1be9092fcbf8bd27499,bf1f971474,20327.432,6667.039,766.0,445.0,R05-candidate-sse-eventsource-writer-heartbeat,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-119,e4cc7e1888e502820e4652320420d1d3adb92d63,e4cc7e1888,20327.745,8530.155,748.0,400.0,R05-candidate-sse-eventsource-writer-heartbeat,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-120,e91e71a660f25e80ac88c03bd2ca194d3c664362,e91e71a660,20234.745,8939.488,794.0,258.0,R05-candidate-sse-eventsource-writer-heartbeat,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-121,4aaf308f2368af0f631caed26ce4e263ee85b473,4aaf308f23,20276.397,9234.303,637.0,482.0,R05-candidate-sse-eventsource-writer-heartbeat,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-122,de54ee307186c8405330174d96ae933b7083c779,de54ee3071,20229.865,10260.749,638.0,482.0,R05-candidate-sse-eventsource-writer-heartbeat,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-123,aff98d4b1484e9d6456c1604a189b19537bd702b,aff98d4b14,20168.13,13049.225,733.0,226.0,R05-candidate-sse-eventsource-writer-heartbeat,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-124,d382641d7b12e18d4cde78a3b24f52ad57938168,d382641d7b,20146.63,13310.225,760.0,312.0,R05-candidate-sse-eventsource-writer-heartbeat,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-125,dd047e3d88a4e5f1bb821f1199705603a3f2fde1,dd047e3d88,20221.035,9733.136,763.0,403.0,R05-candidate-sse-eventsource-writer-heartbeat,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-126,a185bd57a3ddd9ba8d3e4282f36a3667458702f9,a185bd57a3,17896.767,7348.898,822.0,439.0,R04-candidate-asyncenumerable-ndjson-flushasync,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-127,5ab7d64245ed2193ffcfc9272935f831ae140838,5ab7d64245,17858.527,7819.03,857.0,324.0,R04-candidate-asyncenumerable-ndjson-flushasync,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-128,1c70a44ada3df31c7eb29450dd31a0710410652f,1c70a44ada,17884.934,8148.715,819.0,355.0,R04-candidate-asyncenumerable-ndjson-flushasync,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-129,9ce90aa5b1c3a0d7cd0829fa132cc2d5c38a1644,9ce90aa5b1,17863.951,8516.17,760.0,482.0,R04-candidate-asyncenumerable-ndjson-flushasync,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-130,330a68ba8553e86934028f997ef0ab31d4ac28fd,330a68ba85,21760.569,7983.388,614.0,368.0,R05-candidate-sse-eventsource-writer-heartbeat,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-131,83c6b4de37f17641cc190916a7a902fcf7e09ff7,83c6b4de37,21719.539,8415.605,841.0,482.0,R05-candidate-sse-eventsource-writer-heartbeat,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-132,9869c20b4400f84bd6185b6a086248a55a30a839,9869c20b44,21694.711,8932.405,814.0,217.0,R05-candidate-sse-eventsource-writer-heartbeat,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-133,8c592c5ac2c47bf37dc8415e976f0b0df144e92e,8c592c5ac2,19463.106,8016.246,793.0,349.0,R05-candidate-sse-eventsource-writer-heartbeat,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-134,7632708bde03858c4a8dfc5c79f914238040a22a,7632708bde,20084.571,10994.873,953.0,437.0,R05-candidate-sse-eventsource-writer-heartbeat,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-135,3cb7b5abc6187a43ac5ea4bd975f87779930d9d0,3cb7b5abc6,20106.059,11492.057,742.0,335.0,R05-candidate-sse-eventsource-writer-heartbeat,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-136,7c4cfd787433bfbaa6d25aa7103f5d156d9b7fac,7c4cfd7874,20082.234,11894.656,922.0,472.0,R05-candidate-sse-eventsource-writer-heartbeat,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-137,d791c3884d7c64e33c48474991994123cb9b4a32,d791c3884d,20120.53,12402.511,691.0,159.0,R05-candidate-sse-eventsource-writer-heartbeat,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-138,ee4943b25fca5b10ce1ecbb0ec610b676b0e9603,ee4943b25f,20155.635,12619.721,646.0,317.0,R05-candidate-sse-eventsource-writer-heartbeat,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-139,479d44f747ca9900bd5c7933207fe00b955c5c33,479d44f747,21446.225,6158.708,1076.0,313.0,R05-candidate-sse-eventsource-writer-heartbeat,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-140,c3938e81653bc52ca53ab750a2ae635e8da29303,c3938e8165,21488.752,6489.607,843.0,482.0,R05-candidate-sse-eventsource-writer-heartbeat,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-141,c47d4ee129934b9ca98c471a437f13d26b19a826,c47d4ee129,21493.169,6998.485,861.0,429.0,R05-candidate-sse-eventsource-writer-heartbeat,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-142,b94048dc6e18c47d3d05d48f5ecd45bfda93334d,b94048dc6e,21488.336,7433.496,816.0,482.0,R05-candidate-sse-eventsource-writer-heartbeat,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-143,107c5a18e82c27b6677caf9541fe9ef6b4199570,107c5a18e8,22770.542,6171.292,929.0,482.0,R05-candidate-sse-eventsource-writer-heartbeat,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-144,f265f127a8293063227fd53c27abfe74da758e41,f265f127a8,22836.482,6731.919,766.0,482.0,R05-candidate-sse-eventsource-writer-heartbeat,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-145,bb7bc670dc7f8d9028658b7062d41dfca00393fd,bb7bc670dc,22866.948,7222.412,681.0,166.0,R05-candidate-sse-eventsource-writer-heartbeat,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-146,c6f8ccf11d82a51e9a8feb63bd78f48a13503694,c6f8ccf11d,15265.237,2844.633,544.0,484.0,R04-candidate-asyncenumerable-ndjson-flushasync,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-147,098e89f232cd087ff85345e361ae0f00b7d8db2f,098e89f232,15232.66,3344.337,668.0,331.0,R04-candidate-asyncenumerable-ndjson-flushasync,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-148,46e87250a28f8969fea5e7c38ec5eab312eee3b5,46e87250a2,15296.11,2350.189,542.0,482.0,R04-candidate-asyncenumerable-ndjson-flushasync,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-149,52862a66efcc323a622ef44f2a6380ef1f81df32,52862a66ef,16628.679,2553.107,616.0,104.0,R04-candidate-asyncenumerable-ndjson-flushasync,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-150,803b64f76d1eb36d32f2c593461ef5cc9f97f3ad,803b64f76d,16648.306,1922.734,625.0,77.0,R04-candidate-asyncenumerable-ndjson-flushasync,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-151,e53fba018c0d46e0ed7790b0248be1d5fba01b15,e53fba018c,16639.978,2034.645,628.0,482.0,R04-candidate-asyncenumerable-ndjson-flushasync,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-152,3bc66bedb82f51a3f1522db1461666c506b202de,3bc66bedb8,16686.925,4597.218,771.0,412.0,R04-candidate-asyncenumerable-ndjson-flushasync,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-153,cf7a57a0e48489bf9ee741f9923ffb33c88b78ac,cf7a57a0e4,16622.426,4288.107,956.0,248.0,R04-candidate-asyncenumerable-ndjson-flushasync,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-154,f86a58f3fa08534d0da6a459874075cc21daf3a7,f86a58f3fa,16624.203,4001.144,942.0,264.0,R04-candidate-asyncenumerable-ndjson-flushasync,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-155,c30e8e2c2946f6ea08cfc9e84e050b93a4bbcb0a,c30e8e2c29,16594.926,3619.533,985.0,365.0,R04-candidate-asyncenumerable-ndjson-flushasync,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-156,1453af6df0e7726011f8560224d0646de522f881,1453af6df0,16611.648,3260.366,676.0,330.0,R04-candidate-asyncenumerable-ndjson-flushasync,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-157,90cf4f68eac34b538deee12dd8a389bc5fa29554,90cf4f68ea,16564.455,2741.988,908.0,482.0,R04-candidate-asyncenumerable-ndjson-flushasync,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-158,97787eea8b679bb00af1f43b9da7edf6bdba3a83,97787eea8b,15148.599,5569.385,1046.0,210.0,R04-candidate-asyncenumerable-ndjson-flushasync,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-159,136c580575bf2799969face286b6ddd19e20745f,136c580575,15187.098,5222.051,817.0,294.0,R04-candidate-asyncenumerable-ndjson-flushasync,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-160,7a4a612966937d97d385d3f8eb740de669443e86,7a4a612966,15148.043,4754.996,956.0,429.0,R04-candidate-asyncenumerable-ndjson-flushasync,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-161,b241e2a1e856e2179188fec35c21a2357a81a6dd,b241e2a1e8,15171.376,4399.996,796.0,339.0,R04-candidate-asyncenumerable-ndjson-flushasync,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-162,26e960f193d8a638af22adf999c0ab62cc843f44,26e960f193,15072.209,3920.662,1071.0,451.0,R04-candidate-asyncenumerable-ndjson-flushasync,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-163,59bf477f6a598318f07284b117162838f2b5ea51,59bf477f6a,27290.391,10.0,965.0,395.0,R05-candidate-sse-eventsource-writer-heartbeat,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-164,d458216206f59afa883305244f964a9d5208a2d1,d458216206,27354.058,496.833,811.0,368.0,R05-candidate-sse-eventsource-writer-heartbeat,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-165,1480b4187ea7bd226ddf56d09b758c483d4a5e61,1480b4187e,27438.391,922.5,589.0,450.0,R05-candidate-sse-eventsource-writer-heartbeat,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-166,97787eea8b679bb00af1f43b9da7edf6bdba3a83,97787eea8b,26076.627,4491.869,1046.0,210.0,R05-candidate-sse-eventsource-writer-heartbeat,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-167,136c580575bf2799969face286b6ddd19e20745f,136c580575,26115.126,4144.536,817.0,294.0,R05-candidate-sse-eventsource-writer-heartbeat,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-168,7a4a612966937d97d385d3f8eb740de669443e86,7a4a612966,26076.071,3677.48,956.0,429.0,R05-candidate-sse-eventsource-writer-heartbeat,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-169,b241e2a1e856e2179188fec35c21a2357a81a6dd,b241e2a1e8,26099.404,3322.48,796.0,339.0,R05-candidate-sse-eventsource-writer-heartbeat,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-170,26e960f193d8a638af22adf999c0ab62cc843f44,26e960f193,26000.237,2843.147,1071.0,451.0,R05-candidate-sse-eventsource-writer-heartbeat,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-171,3bc66bedb82f51a3f1522db1461666c506b202de,3bc66bedb8,27498.825,3448.282,771.0,412.0,R05-candidate-sse-eventsource-writer-heartbeat,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
