source_id,fileId_short,initial_candidate_band,final_region,coverage_status,coverage_category,decision_is_final,must_recheck_before_region_close,decision_basis,review_notes
S-110,aa92ae6f48,R04-candidate-asyncenumerable-ndjson-flushasync,R05,processed-in-r05-v001,processed,yes-for-r05-v001-boundary,no-for-r05-v001,Included in R05 v001 after visual/semantic boundary review.,Included in R05 v001 after visual/semantic boundary review.
S-111,5a056ee853,R04-candidate-asyncenumerable-ndjson-flushasync,R05,duplicate-content-placement-recorded-in-r05-v001,duplicate-recorded,yes-coverage-only,no-for-r05-v001,Repeated client-handling explanation; recorded as separate placement.,Repeated client-handling explanation; recorded as separate placement.
S-112,3b405a6984,R04-candidate-asyncenumerable-ndjson-flushasync,R05,processed-in-r05-v001,processed,yes-for-r05-v001-boundary,no-for-r05-v001,Included in R05 v001 after visual/semantic boundary review.,Included in R05 v001 after visual/semantic boundary review.
S-113,e5fd226350,R04-candidate-asyncenumerable-ndjson-flushasync,R05,processed-in-r05-v001,processed,yes-for-r05-v001-boundary,no-for-r05-v001,Included in R05 v001 after visual/semantic boundary review.,Included in R05 v001 after visual/semantic boundary review.
S-114,0a5df467d4,R05-candidate-sse-eventsource-writer-heartbeat,R05,processed-in-r05-v001,processed,yes-for-r05-v001-boundary,no-for-r05-v001,Included in R05 v001 after visual/semantic boundary review.,Included in R05 v001 after visual/semantic boundary review.
S-115,7ca9a498ed,R05-candidate-sse-eventsource-writer-heartbeat,R05,processed-in-r05-v001,processed,yes-for-r05-v001-boundary,no-for-r05-v001,Included in R05 v001 after visual/semantic boundary review.,Included in R05 v001 after visual/semantic boundary review.
S-116,b2d1349559,R05-candidate-sse-eventsource-writer-heartbeat,R05,processed-in-r05-v001,processed,yes-for-r05-v001-boundary,no-for-r05-v001,Included in R05 v001 after visual/semantic boundary review.,Included in R05 v001 after visual/semantic boundary review.
S-117,8caebae569,R05-candidate-sse-eventsource-writer-heartbeat,R05,processed-in-r05-v001,processed,yes-for-r05-v001-boundary,no-for-r05-v001,Included in R05 v001 after visual/semantic boundary review.,Included in R05 v001 after visual/semantic boundary review.
S-118,bf1f971474,R05-candidate-sse-eventsource-writer-heartbeat,R05,processed-in-r05-v001,processed,yes-for-r05-v001-boundary,no-for-r05-v001,Included in R05 v001 after visual/semantic boundary review.,Included in R05 v001 after visual/semantic boundary review.
S-119,e4cc7e1888,R05-candidate-sse-eventsource-writer-heartbeat,R05,processed-in-r05-v001,processed,yes-for-r05-v001-boundary,no-for-r05-v001,Included in R05 v001 after visual/semantic boundary review.,Included in R05 v001 after visual/semantic boundary review.
S-120,e91e71a660,R05-candidate-sse-eventsource-writer-heartbeat,R05,processed-in-r05-v001,processed,yes-for-r05-v001-boundary,no-for-r05-v001,Included in R05 v001 after visual/semantic boundary review.,Included in R05 v001 after visual/semantic boundary review.
S-121,4aaf308f23,R05-candidate-sse-eventsource-writer-heartbeat,R05,processed-in-r05-v001,processed,yes-for-r05-v001-boundary,no-for-r05-v001,Included in R05 v001 after visual/semantic boundary review.,Included in R05 v001 after visual/semantic boundary review.
S-122,de54ee3071,R05-candidate-sse-eventsource-writer-heartbeat,R05,processed-in-r05-v001,processed,yes-for-r05-v001-boundary,no-for-r05-v001,Included in R05 v001 after visual/semantic boundary review.,Included in R05 v001 after visual/semantic boundary review.
S-123,aff98d4b14,R05-candidate-sse-eventsource-writer-heartbeat,R05,processed-in-r05-v001,processed,yes-for-r05-v001-boundary,no-for-r05-v001,Included in R05 v001 after visual/semantic boundary review.,Included in R05 v001 after visual/semantic boundary review.
S-124,d382641d7b,R05-candidate-sse-eventsource-writer-heartbeat,R05,processed-in-r05-v001,processed,yes-for-r05-v001-boundary,no-for-r05-v001,Included in R05 v001 after visual/semantic boundary review.,Included in R05 v001 after visual/semantic boundary review.
S-125,dd047e3d88,R05-candidate-sse-eventsource-writer-heartbeat,R05,processed-in-r05-v001,processed,yes-for-r05-v001-boundary,no-for-r05-v001,Included in R05 v001 after visual/semantic boundary review.,Included in R05 v001 after visual/semantic boundary review.
S-126,a185bd57a3,R04-candidate-asyncenumerable-ndjson-flushasync,R05,processed-in-r05-v001,processed,yes-for-r05-v001-boundary,no-for-r05-v001,Included in R05 v001 after visual/semantic boundary review.,Included in R05 v001 after visual/semantic boundary review.
S-127,5ab7d64245,R04-candidate-asyncenumerable-ndjson-flushasync,R05,processed-in-r05-v001,processed,yes-for-r05-v001-boundary,no-for-r05-v001,Included in R05 v001 after visual/semantic boundary review.,Included in R05 v001 after visual/semantic boundary review.
S-128,1c70a44ada,R04-candidate-asyncenumerable-ndjson-flushasync,R05,processed-in-r05-v001,processed,yes-for-r05-v001-boundary,no-for-r05-v001,Included in R05 v001 after visual/semantic boundary review.,Included in R05 v001 after visual/semantic boundary review.
S-129,9ce90aa5b1,R04-candidate-asyncenumerable-ndjson-flushasync,R05,processed-in-r05-v001,processed,yes-for-r05-v001-boundary,no-for-r05-v001,Included in R05 v001 after visual/semantic boundary review.,Included in R05 v001 after visual/semantic boundary review.
S-130,330a68ba85,R05-candidate-sse-eventsource-writer-heartbeat,R05,processed-in-r05-v001,processed,yes-for-r05-v001-boundary,no-for-r05-v001,Included in R05 v001 after visual/semantic boundary review.,Included in R05 v001 after visual/semantic boundary review.
S-131,83c6b4de37,R05-candidate-sse-eventsource-writer-heartbeat,R05,processed-in-r05-v001,processed,yes-for-r05-v001-boundary,no-for-r05-v001,Included in R05 v001 after visual/semantic boundary review.,Included in R05 v001 after visual/semantic boundary review.
S-132,9869c20b44,R05-candidate-sse-eventsource-writer-heartbeat,R05,processed-in-r05-v001,processed,yes-for-r05-v001-boundary,no-for-r05-v001,Included in R05 v001 after visual/semantic boundary review.,Included in R05 v001 after visual/semantic boundary review.
S-133,8c592c5ac2,R05-candidate-sse-eventsource-writer-heartbeat,R05,processed-in-r05-v001,processed,yes-for-r05-v001-boundary,no-for-r05-v001,Included in R05 v001 after visual/semantic boundary review.,Included in R05 v001 after visual/semantic boundary review.
S-134,7632708bde,R05-candidate-sse-eventsource-writer-heartbeat,R05,processed-in-r05-v001,processed,yes-for-r05-v001-boundary,no-for-r05-v001,Included in R05 v001 after visual/semantic boundary review.,Included in R05 v001 after visual/semantic boundary review.
S-135,3cb7b5abc6,R05-candidate-sse-eventsource-writer-heartbeat,R05,processed-in-r05-v001,processed,yes-for-r05-v001-boundary,no-for-r05-v001,Included in R05 v001 after visual/semantic boundary review.,Included in R05 v001 after visual/semantic boundary review.
S-136,7c4cfd7874,R05-candidate-sse-eventsource-writer-heartbeat,R05,processed-in-r05-v001,processed,yes-for-r05-v001-boundary,no-for-r05-v001,Included in R05 v001 after visual/semantic boundary review.,Included in R05 v001 after visual/semantic boundary review.
S-137,d791c3884d,R05-candidate-sse-eventsource-writer-heartbeat,R05,processed-in-r05-v001,processed,yes-for-r05-v001-boundary,no-for-r05-v001,Included in R05 v001 after visual/semantic boundary review.,Included in R05 v001 after visual/semantic boundary review.
S-138,ee4943b25f,R05-candidate-sse-eventsource-writer-heartbeat,R05,processed-in-r05-v001,processed,yes-for-r05-v001-boundary,no-for-r05-v001,Included in R05 v001 after visual/semantic boundary review.,Included in R05 v001 after visual/semantic boundary review.
S-139,479d44f747,R05-candidate-sse-eventsource-writer-heartbeat,R05,processed-in-r05-v001,processed,yes-for-r05-v001-boundary,no-for-r05-v001,Included in R05 v001 after visual/semantic boundary review.,Included in R05 v001 after visual/semantic boundary review.
S-140,c3938e8165,R05-candidate-sse-eventsource-writer-heartbeat,R05,processed-in-r05-v001,processed,yes-for-r05-v001-boundary,no-for-r05-v001,Included in R05 v001 after visual/semantic boundary review.,Included in R05 v001 after visual/semantic boundary review.
S-141,c47d4ee129,R05-candidate-sse-eventsource-writer-heartbeat,R05,processed-in-r05-v001,processed,yes-for-r05-v001-boundary,no-for-r05-v001,Included in R05 v001 after visual/semantic boundary review.,Included in R05 v001 after visual/semantic boundary review.
S-142,b94048dc6e,R05-candidate-sse-eventsource-writer-heartbeat,R05,processed-in-r05-v001,processed,yes-for-r05-v001-boundary,no-for-r05-v001,Included in R05 v001 after visual/semantic boundary review.,Included in R05 v001 after visual/semantic boundary review.
S-143,107c5a18e8,R05-candidate-sse-eventsource-writer-heartbeat,R05,processed-in-r05-v001,processed,yes-for-r05-v001-boundary,no-for-r05-v001,Included in R05 v001 after visual/semantic boundary review.,Included in R05 v001 after visual/semantic boundary review.
S-144,f265f127a8,R05-candidate-sse-eventsource-writer-heartbeat,R05,processed-in-r05-v001,processed,yes-for-r05-v001-boundary,no-for-r05-v001,Included in R05 v001 after visual/semantic boundary review.,Included in R05 v001 after visual/semantic boundary review.
S-145,bb7bc670dc,R05-candidate-sse-eventsource-writer-heartbeat,R05,processed-in-r05-v001,processed,yes-for-r05-v001-boundary,no-for-r05-v001,Included in R05 v001 after visual/semantic boundary review.,Included in R05 v001 after visual/semantic boundary review.
S-146,c6f8ccf11d,R04-candidate-asyncenumerable-ndjson-flushasync,R04,processed-in-r04-v001,processed,yes-for-r04-v001-boundary,no-for-r04-v001,Included in R04 v001 after visual/semantic boundary review.,Included in R04 v001 after visual/semantic boundary review.
S-147,098e89f232,R04-candidate-asyncenumerable-ndjson-flushasync,R04,processed-in-r04-v001,processed,yes-for-r04-v001-boundary,no-for-r04-v001,Included in R04 v001 after visual/semantic boundary review.,Included in R04 v001 after visual/semantic boundary review.
S-148,46e87250a2,R04-candidate-asyncenumerable-ndjson-flushasync,R04,processed-in-r04-v001,processed,yes-for-r04-v001-boundary,no-for-r04-v001,Included in R04 v001 after visual/semantic boundary review.,Included in R04 v001 after visual/semantic boundary review.
S-149,52862a66ef,R04-candidate-asyncenumerable-ndjson-flushasync,R04,processed-in-r04-v001,processed,yes-for-r04-v001-boundary,no-for-r04-v001,Included in R04 v001 after visual/semantic boundary review.,Included in R04 v001 after visual/semantic boundary review.
S-150,803b64f76d,R04-candidate-asyncenumerable-ndjson-flushasync,R04,processed-in-r04-v001,processed,yes-for-r04-v001-boundary,no-for-r04-v001,Included in R04 v001 after visual/semantic boundary review.,Included in R04 v001 after visual/semantic boundary review.
S-151,e53fba018c,R04-candidate-asyncenumerable-ndjson-flushasync,R04,processed-in-r04-v001,processed,yes-for-r04-v001-boundary,no-for-r04-v001,Included in R04 v001 after visual/semantic boundary review.,Included in R04 v001 after visual/semantic boundary review.
S-152,3bc66bedb8,R04-candidate-asyncenumerable-ndjson-flushasync,R04,processed-in-r04-v001,processed,yes-for-r04-v001-boundary,no-for-r04-v001,Included in R04 v001 after visual/semantic boundary review.,Included in R04 v001 after visual/semantic boundary review.
S-153,cf7a57a0e4,R04-candidate-asyncenumerable-ndjson-flushasync,R04,processed-in-r04-v001,processed,yes-for-r04-v001-boundary,no-for-r04-v001,Included in R04 v001 after visual/semantic boundary review.,Included in R04 v001 after visual/semantic boundary review.
S-154,f86a58f3fa,R04-candidate-asyncenumerable-ndjson-flushasync,R04,processed-in-r04-v001,processed,yes-for-r04-v001-boundary,no-for-r04-v001,Included in R04 v001 after visual/semantic boundary review.,Included in R04 v001 after visual/semantic boundary review.
S-155,c30e8e2c29,R04-candidate-asyncenumerable-ndjson-flushasync,R04,processed-in-r04-v001,processed,yes-for-r04-v001-boundary,no-for-r04-v001,Included in R04 v001 after visual/semantic boundary review.,Included in R04 v001 after visual/semantic boundary review.
S-156,1453af6df0,R04-candidate-asyncenumerable-ndjson-flushasync,R04,processed-in-r04-v001,processed,yes-for-r04-v001-boundary,no-for-r04-v001,Included in R04 v001 after visual/semantic boundary review.,Included in R04 v001 after visual/semantic boundary review.
S-157,90cf4f68ea,R04-candidate-asyncenumerable-ndjson-flushasync,R04,processed-in-r04-v001,processed,yes-for-r04-v001-boundary,no-for-r04-v001,Included in R04 v001 after visual/semantic boundary review.,Included in R04 v001 after visual/semantic boundary review.
S-158,97787eea8b,R04-candidate-asyncenumerable-ndjson-flushasync,R04,processed-in-r04-v001,processed,yes-for-r04-v001-boundary,no-for-r04-v001,Included in R04 v001 after visual/semantic boundary review.,Included in R04 v001 after visual/semantic boundary review.
S-159,136c580575,R04-candidate-asyncenumerable-ndjson-flushasync,R04,processed-in-r04-v001,processed,yes-for-r04-v001-boundary,no-for-r04-v001,Included in R04 v001 after visual/semantic boundary review.,Included in R04 v001 after visual/semantic boundary review.
S-160,7a4a612966,R04-candidate-asyncenumerable-ndjson-flushasync,R04,processed-in-r04-v001,processed,yes-for-r04-v001-boundary,no-for-r04-v001,Included in R04 v001 after visual/semantic boundary review.,Included in R04 v001 after visual/semantic boundary review.
S-161,b241e2a1e8,R04-candidate-asyncenumerable-ndjson-flushasync,R04,processed-in-r04-v001,processed,yes-for-r04-v001-boundary,no-for-r04-v001,Included in R04 v001 after visual/semantic boundary review.,Included in R04 v001 after visual/semantic boundary review.
S-162,26e960f193,R04-candidate-asyncenumerable-ndjson-flushasync,R04,processed-in-r04-v001,processed,yes-for-r04-v001-boundary,no-for-r04-v001,Included in R04 v001 after visual/semantic boundary review.,Included in R04 v001 after visual/semantic boundary review.
S-163,59bf477f6a,R05-candidate-sse-eventsource-writer-heartbeat,R04,processed-in-r04-v003,processed,yes-for-r04-v003-boundary,no-for-r04-v003,"Added to R04 v003 after R05 boundary recheck; belongs to manual-writing/FlushAsync decision road, not SSE.","Added to R04 v003 after R05 boundary recheck; belongs to manual-writing/FlushAsync decision road, not SSE."
S-164,d458216206,R05-candidate-sse-eventsource-writer-heartbeat,R04,processed-in-r04-v001-confirmed-in-v003,processed,yes-for-r04-v003-boundary,no-for-r04-v003,Already included in R04 v001; confirmed during R05 boundary recheck.,Already included in R04 v001; confirmed during R05 boundary recheck.
S-165,1480b4187e,R05-candidate-sse-eventsource-writer-heartbeat,R04,processed-in-r04-v003,processed,yes-for-r04-v003-boundary,no-for-r04-v003,"Added to R04 v003 after R05 boundary recheck; belongs to manual-writing/FlushAsync decision road, not SSE.","Added to R04 v003 after R05 boundary recheck; belongs to manual-writing/FlushAsync decision road, not SSE."
S-166,97787eea8b,R05-candidate-sse-eventsource-writer-heartbeat,R04,duplicate-use-recorded-in-r04-v003,duplicate-recorded,yes-coverage-only,no-for-r04-v003,Duplicate image use of S-158 content; recorded during R05 boundary recheck so image use is not lost.,Duplicate image use of S-158 content; recorded during R05 boundary recheck so image use is not lost.
S-167,136c580575,R05-candidate-sse-eventsource-writer-heartbeat,R04,duplicate-use-recorded-in-r04-v003,duplicate-recorded,yes-coverage-only,no-for-r04-v003,Duplicate image use of S-159 content; recorded during R05 boundary recheck so image use is not lost.,Duplicate image use of S-159 content; recorded during R05 boundary recheck so image use is not lost.
S-168,7a4a612966,R05-candidate-sse-eventsource-writer-heartbeat,R04,duplicate-use-recorded-in-r04-v003,duplicate-recorded,yes-coverage-only,no-for-r04-v003,Duplicate image use of S-160 content; recorded during R05 boundary recheck so image use is not lost.,Duplicate image use of S-160 content; recorded during R05 boundary recheck so image use is not lost.
S-169,b241e2a1e8,R05-candidate-sse-eventsource-writer-heartbeat,R04,duplicate-use-recorded-in-r04-v003,duplicate-recorded,yes-coverage-only,no-for-r04-v003,Duplicate image use of S-161 content; recorded during R05 boundary recheck so image use is not lost.,Duplicate image use of S-161 content; recorded during R05 boundary recheck so image use is not lost.
S-170,26e960f193,R05-candidate-sse-eventsource-writer-heartbeat,R04,duplicate-use-recorded-in-r04-v003,duplicate-recorded,yes-coverage-only,no-for-r04-v003,Duplicate image use of S-162 content; recorded during R05 boundary recheck so image use is not lost.,Duplicate image use of S-162 content; recorded during R05 boundary recheck so image use is not lost.
S-171,3bc66bedb8,R05-candidate-sse-eventsource-writer-heartbeat,R04,duplicate-use-recorded-in-r04-v003,duplicate-recorded,yes-coverage-only,no-for-r04-v003,Duplicate image use of S-152 content; recorded during R05 boundary recheck so image use is not lost.,Duplicate image use of S-152 content; recorded during R05 boundary recheck so image use is not lost.
S-172,cf7a57a0e4,R05-candidate-sse-eventsource-writer-heartbeat,R04,duplicate-use-recorded-in-r04-v003,duplicate-recorded,yes-coverage-only,no-for-r04-v003,Duplicate image use of S-153 content; recorded during R05 boundary recheck so image use is not lost.,Duplicate image use of S-153 content; recorded during R05 boundary recheck so image use is not lost.
S-173,f86a58f3fa,R05-candidate-sse-eventsource-writer-heartbeat,R04,duplicate-use-recorded-in-r04-v003,duplicate-recorded,yes-coverage-only,no-for-r04-v003,Duplicate image use of S-154 content; recorded during R05 boundary recheck so image use is not lost.,Duplicate image use of S-154 content; recorded during R05 boundary recheck so image use is not lost.
S-174,c30e8e2c29,R05-candidate-sse-eventsource-writer-heartbeat,R04,duplicate-use-recorded-in-r04-v003,duplicate-recorded,yes-coverage-only,no-for-r04-v003,Duplicate image use of S-155 content; recorded during R05 boundary recheck so image use is not lost.,Duplicate image use of S-155 content; recorded during R05 boundary recheck so image use is not lost.
S-175,1453af6df0,R05-candidate-sse-eventsource-writer-heartbeat,R04,duplicate-use-recorded-in-r04-v003,duplicate-recorded,yes-coverage-only,no-for-r04-v003,Duplicate image use of S-156 content; recorded during R05 boundary recheck so image use is not lost.,Duplicate image use of S-156 content; recorded during R05 boundary recheck so image use is not lost.
S-176,90cf4f68ea,R05-candidate-sse-eventsource-writer-heartbeat,R04,duplicate-use-recorded-in-r04-v003,duplicate-recorded,yes-coverage-only,no-for-r04-v003,Duplicate image use of S-157 content; recorded during R05 boundary recheck so image use is not lost.,Duplicate image use of S-157 content; recorded during R05 boundary recheck so image use is not lost.
S-177,ebbc82eb7f,R05-candidate-sse-eventsource-writer-heartbeat,R05,processed-in-r05-v001,processed,yes-for-r05-v001-boundary,no-for-r05-v001,Included in R05 v001 after visual/semantic boundary review.,Included in R05 v001 after visual/semantic boundary review.
S-178,655c39859c,R05-candidate-sse-eventsource-writer-heartbeat,R05,processed-in-r05-v001,processed,yes-for-r05-v001-boundary,no-for-r05-v001,Included in R05 v001 after visual/semantic boundary review.,Included in R05 v001 after visual/semantic boundary review.
S-179,f265f127a8,R05-candidate-sse-eventsource-writer-heartbeat,R05,duplicate-use-recorded-in-r05-v001,duplicate-recorded,yes-coverage-only,no-for-r05-v001,Duplicate image use/content of S-144 normal domain event with id; recorded so placement is not lost.,Duplicate image use/content of S-144 normal domain event with id; recorded so placement is not lost.
S-180,339a5a7f3d,R05-candidate-sse-eventsource-writer-heartbeat,R05,processed-in-r05-v001,processed,yes-for-r05-v001-boundary,no-for-r05-v001,Included in R05 v001 after visual/semantic boundary review.,Included in R05 v001 after visual/semantic boundary review.
S-181,951fc9d7dc,R05-candidate-sse-eventsource-writer-heartbeat,R05,processed-in-r05-v001,processed,yes-for-r05-v001-boundary,no-for-r05-v001,Included in R05 v001 after visual/semantic boundary review.,Included in R05 v001 after visual/semantic boundary review.
S-182,897686c540,R05-candidate-sse-eventsource-writer-heartbeat,R05,processed-in-r05-v001,processed,yes-for-r05-v001-boundary,no-for-r05-v001,Included in R05 v001 after visual/semantic boundary review.,Included in R05 v001 after visual/semantic boundary review.
S-183,f0ac409e9f,R05-candidate-sse-eventsource-writer-heartbeat,R05,processed-in-r05-v001,processed,yes-for-r05-v001-boundary,no-for-r05-v001,Included in R05 v001 after visual/semantic boundary review.,Included in R05 v001 after visual/semantic boundary review.
S-184,d1393eb82b,R05-candidate-sse-eventsource-writer-heartbeat,R05,processed-in-r05-v001,processed,yes-for-r05-v001-boundary,no-for-r05-v001,Included in R05 v001 after visual/semantic boundary review.,Included in R05 v001 after visual/semantic boundary review.
S-185,1fbd95b878,R05-candidate-sse-eventsource-writer-heartbeat,R05,processed-in-r05-v001,processed,yes-for-r05-v001-boundary,no-for-r05-v001,Included in R05 v001 after visual/semantic boundary review.,Included in R05 v001 after visual/semantic boundary review.
S-186,ac722269e4,R04-candidate-asyncenumerable-ndjson-flushasync,R04,processed-in-r04-v001,processed,yes-for-r04-v001-boundary,no-for-r04-v001,Included in R04 v001 after visual/semantic boundary review.,Included in R04 v001 after visual/semantic boundary review.
S-187,269dd8bffb,R04-candidate-asyncenumerable-ndjson-flushasync,R04,processed-in-r04-v001,processed,yes-for-r04-v001-boundary,no-for-r04-v001,Included in R04 v001 after visual/semantic boundary review.,Included in R04 v001 after visual/semantic boundary review.
S-188,a8f6be5584,R04-candidate-asyncenumerable-ndjson-flushasync,R04,processed-in-r04-v001,processed,yes-for-r04-v001-boundary,no-for-r04-v001,Included in R04 v001 after visual/semantic boundary review.,Included in R04 v001 after visual/semantic boundary review.
S-189,8ebea1a074,R04-candidate-asyncenumerable-ndjson-flushasync,R04,processed-in-r04-v001,processed,yes-for-r04-v001-boundary,no-for-r04-v001,Included in R04 v001 after visual/semantic boundary review.,Included in R04 v001 after visual/semantic boundary review.
S-190,5da2603961,R04-candidate-asyncenumerable-ndjson-flushasync,R04,processed-in-r04-v001,processed,yes-for-r04-v001-boundary,no-for-r04-v001,Included in R04 v001 after visual/semantic boundary review.,Included in R04 v001 after visual/semantic boundary review.
S-191,5e686c81da,R04-candidate-asyncenumerable-ndjson-flushasync,R04,processed-in-r04-v001,processed,yes-for-r04-v001-boundary,no-for-r04-v001,Included in R04 v001 after visual/semantic boundary review.,Included in R04 v001 after visual/semantic boundary review.
S-192,a8946230a1,R04-candidate-asyncenumerable-ndjson-flushasync,R04,processed-in-r04-v001,processed,yes-for-r04-v001-boundary,no-for-r04-v001,Included in R04 v001 after visual/semantic boundary review.,Included in R04 v001 after visual/semantic boundary review.
S-193,02c3d7f372,R04-candidate-asyncenumerable-ndjson-flushasync,R04,processed-in-r04-v001,processed,yes-for-r04-v001-boundary,no-for-r04-v001,Included in R04 v001 after visual/semantic boundary review.,Included in R04 v001 after visual/semantic boundary review.
S-194,e3c87ff97f,R04-candidate-asyncenumerable-ndjson-flushasync,R04,processed-in-r04-v001,processed,yes-for-r04-v001-boundary,no-for-r04-v001,Included in R04 v001 after visual/semantic boundary review.,Included in R04 v001 after visual/semantic boundary review.
