source_kind,source_id,region,transcript_file,status,canvas_x,canvas_y,asset_id,source_text
text-node,T-027,R03,regions/R03-filtering-searching-pagination-sorting.md,reviewed,4892.8033638368515,20571.739465656105,,"sorting applyed to outter facing model, we cant expose entity model,"
text-node,T-028,R03,regions/R03-filtering-searching-pagination-sorting.md,reviewed,4892.8033638368515,20571.739465656105,,so we need to apply sorting to entity model manually
text-node,T-029,R03,regions/R03-filtering-searching-pagination-sorting.md,reviewed,4980.013022511457,19141.857533244773,,basics
text-node,T-030,R04,regions/R04-data-shaping-hateoas-content-negotiation.md,reviewed,5033.325898005209,23367.042696962886,,to basics
text-node,T-031,R04,regions/R04-data-shaping-hateoas-content-negotiation.md,reviewed,3996.8188564729285,24145.01657881975,,can mean just some variants of representations (may ask)
text-node,T-032,R04,regions/R04-data-shaping-hateoas-content-negotiation.md,reviewed,4974.884908756836,27013.221458675827,,"if logic changes, server may not show some link to consumer"
text-node,T-033,R04,regions/R04-data-shaping-hateoas-content-negotiation.md,reviewed,4859.487280728718,25405.89228914145,,"ADD TO BASICS , TO HATEOAS THEORY"
text-node,T-034,R04,regions/R04-data-shaping-hateoas-content-negotiation.md,reviewed,5049.610526648815,38467.35216341986,,returning links for consumer to start interaction with our api
text-node,T-035,R04,regions/R04-data-shaping-hateoas-content-negotiation.md,reviewed,4813.830781180022,35199.62670093505,,"When have hateoas, better to include prev and next page to links,not to metadata"
text-node,T-036,R04,regions/R04-data-shaping-hateoas-content-negotiation.md,reviewed,4813.830781180022,35199.62670093505,,like 
text-node,T-037,R04,regions/R04-data-shaping-hateoas-content-negotiation.md,reviewed,4720.572018610805,36598.59610396695,,!!!
text-node,T-038,R04,regions/R04-data-shaping-hateoas-content-negotiation.md,reviewed,5120.130228727006,41140.254691273745,,there are a lot of ways to impl hateoas
text-node,T-039,R04,regions/R04-data-shaping-hateoas-content-negotiation.md,reviewed,4986.887514989854,41682.890943897844,,Expired
text-node,T-040,R04,regions/R04-data-shaping-hateoas-content-negotiation.md,reviewed,4959.962813025593,42783.351791557376,,goes way beyond hateoas
text-node,T-041,R04,regions/R04-data-shaping-hateoas-content-negotiation.md,reviewed,6214.909714689209,43629.45047766064,,ORIGINAL
text-node,T-042,R02,regions/R02-problem-details-error-contracts.md,reviewed,1814.9856629916367,8019.942971426962,,PROBLEM DETAILS
text-node,T-043,R02,regions/R02-problem-details-error-contracts.md,reviewed,814.029509313124,9055.577877577842,,ALL TITLE AND DETAILS 
text-node,T-044,R02,regions/R02-problem-details-error-contracts.md,reviewed,814.029509313124,9055.577877577842,,AND REFERENCES TO 
text-node,T-045,R02,regions/R02-problem-details-error-contracts.md,reviewed,814.029509313124,9055.577877577842,,A DOCUMENTATION
text-node,T-046,R02,regions/R02-problem-details-error-contracts.md,reviewed,814.029509313124,9055.577877577842,,CAN RELATE 
text-node,T-047,R02,regions/R02-problem-details-error-contracts.md,reviewed,814.029509313124,9055.577877577842,,TO YOUR API AND YOUR API'S DOCUMENTATION
text-node,T-048,R02,regions/R02-problem-details-error-contracts.md,reviewed,814.029509313124,9055.577877577842,,NOT JUST SOME DOCS WITH EXPL
text-node,T-049,R02,regions/R02-problem-details-error-contracts.md,reviewed,814.029509313124,9055.577877577842,,WHAT IS THIS STATUS CODE
text-node,T-050,R02,regions/R02-problem-details-error-contracts.md,reviewed,620.0899674097141,9033.153672144603,,!!!!
text-node,T-051,R02,regions/R02-problem-details-error-contracts.md,reviewed,1107.3676152949483,9390.750546552308,,TRACE ID
text-node,T-052,R02,regions/R02-problem-details-error-contracts.md,reviewed,1051.8120851707067,11006.86164918631,,!!!
text-node,T-053,R05,regions/R05-versioning-deprecation.md,reviewed,5128.954835451686,48657.829210883836,,Cant be applied to all apps so we 
text-node,T-054,R05,regions/R05-versioning-deprecation.md,reviewed,5128.954835451686,48657.829210883836,,can do the following:
text-node,T-055,R05,regions/R05-versioning-deprecation.md,reviewed,5699.132581563394,48827.06006049113,,version 1 still supported
text-node,T-056,R05,regions/R05-versioning-deprecation.md,reviewed,5029.302133941722,46876.640676286566,,VERSIONING
text-node,T-057,R06,regions/R06-http-caching-validators.md,reviewed,7107.6246816071525,54207.98420144546,,"If cache is private, and the same request is send by another client, then "
text-node,T-058,R06,regions/R06-http-caching-validators.md,reviewed,7107.6246816071525,54207.98420144546,,it will stiil hit the api
text-node,T-059,R06,regions/R06-http-caching-validators.md,reviewed,7181.5773326770195,55668.54608113201,,Better to use both etags and last-modified
text-node,T-060,R06,regions/R06-http-caching-validators.md,recorded-empty,7181.5773326770195,55668.54608113201,,
text-node,T-061,R06,regions/R06-http-caching-validators.md,reviewed,7181.5773326770195,55668.54608113201,,but response caching attr doesnt support etags
text-node,T-062,R06,regions/R06-http-caching-validators.md,reviewed,7181.5773326770195,55668.54608113201,,need to do something
text-node,T-063,R06,regions/R06-http-caching-validators.md,reviewed,7143.247171059398,59638.58906314745,,responce wont be stale for specified time in seconds
text-node,T-064,R06,regions/R06-http-caching-validators.md,reviewed,6696.575388414281,59703.02695966019,,age is not greater than 
text-node,T-065,R06,regions/R06-http-caching-validators.md,reviewed,6696.575388414281,59703.02695966019,,spec time in sec
text-node,T-066,R06,regions/R06-http-caching-validators.md,reviewed,7558.188166481328,59791.38497957437,,is stale for specified max time in sec
text-node,T-067,R06,regions/R06-http-caching-validators.md,reviewed,6619.445188651049,58327.86372636644,,cache will be revalidated
text-node,T-068,R06,regions/R06-http-caching-validators.md,reviewed,6619.445188651049,58327.86372636644,,on every request
text-node,T-069,R06,regions/R06-http-caching-validators.md,reviewed,6561.51619043746,58443.396335979414,,will revalidated only 
text-node,T-070,R06,regions/R06-http-caching-validators.md,reviewed,6561.51619043746,58443.396335979414,,if cache is stale
text-node,T-071,R06,regions/R06-http-caching-validators.md,recorded-empty,6561.51619043746,58443.396335979414,,
text-node,T-072,R06,regions/R06-http-caching-validators.md,reviewed,7385.865605048528,60140.911741868666,,usually used when there is a very poor network
text-node,T-073,R06,regions/R06-http-caching-validators.md,reviewed,7385.865605048528,60140.911741868666,,connection
text-node,T-074,R06,regions/R06-http-caching-validators.md,reviewed,7059.589804743326,52605.58235687461,,some original shit
