i,href,x,y,w,h,cx,cy,asset_id,asset_sha256,asset_filename,image_use_id,region,transcript_file,review_status,assignment_count
70,image-4eadba6e8378aae7476710f10e94c3326fd2a99a,4570.971785344066,16160.291365900906,1378.0,369.0,5259.971785344066,16344.791365900906,A-137,d01ebbd99516482504caae21eb9383e6fac2f035b37fd068d6c3f244aebbd8c1,A-137_image-4eadba6e8378aae7476710f10e94c3326fd2a99a_d01ebbd99516.png,IU-070,R03,regions/R03-filtering-searching-pagination-sorting.md,reviewed,1
71,image-2d7f3e086e5fcba04d3e9fa19e737c27ad34cac1,4550.566478785481,16600.29139996828,1381.0,369.0,5241.066478785481,16784.79139996828,A-136,8be49038f23ddd3aa1b338ef9caaf784abaaa11c8627d313b6a2fd0e8b6bf566,A-136_image-2d7f3e086e5fcba04d3e9fa19e737c27ad34cac1_8be49038f23d.png,IU-071,R03,regions/R03-filtering-searching-pagination-sorting.md,reviewed,1
72,image-ab8d2130517db01a1013abd97decbd2cc24f8001,4779.084900057943,16992.51360910399,818.0,453.0,5188.084900057943,17219.01360910399,A-135,b1a7ee0e703f23f4529752bc020865e1504186b46d57d808cf2dcae97f561d5d,A-135_image-ab8d2130517db01a1013abd97decbd2cc24f8001_b1a7ee0e703f.png,IU-072,R03,regions/R03-filtering-searching-pagination-sorting.md,reviewed,1
73,image-e7d42d7379d2d2121281e132c7dfe9e8a8a304e9,4713.793305555455,19319.82018709351,1166.0,175.0,5296.793305555455,19407.32018709351,A-134,46372c896655e1025fdeecbfdaf4b30a9dcce3984056c9780d12322557f77f75,A-134_image-e7d42d7379d2d2121281e132c7dfe9e8a8a304e9_46372c896655.png,IU-073,R03,regions/R03-filtering-searching-pagination-sorting.md,reviewed,1
74,image-d7c132735a07e15efa1e4e2a69cf2ec7f1e7a5d1,4772.2670543233,19660.093691310958,838.0,369.0,5191.2670543233,19844.593691310958,A-133,ea38cf986d0402a97e7604f9d8638eafb440f41c03456340e573dac7f7368bec,A-133_image-d7c132735a07e15efa1e4e2a69cf2ec7f1e7a5d1_ea38cf986d04.png,IU-074,R03,regions/R03-filtering-searching-pagination-sorting.md,reviewed,1
75,image-3f7a5383d16fc315c195fb6065a985ed7033868e,4708.827682455629,20676.760282875734,801.0,369.0,5109.327682455629,20861.260282875734,A-132,60d2513d98ab9e7ec56e05ffdcea2a25829983edef72f1cfccaea650ae4fdf1c,A-132_image-3f7a5383d16fc315c195fb6065a985ed7033868e_60d2513d98ab.png,IU-075,R03,regions/R03-filtering-searching-pagination-sorting.md,reviewed,1
76,image-d45492a30c1bacf04d5b2a619d6a4e04e1ec6a08,4702.500338157695,20138.067711403066,980.0,363.0,5192.500338157695,20319.567711403066,A-131,4751c01602592f4716ce322f4f8385f7f18c5193d9c3805af85332bb76a5dca4,A-131_image-d45492a30c1bacf04d5b2a619d6a4e04e1ec6a08_4751c0160259.png,IU-076,R03,regions/R03-filtering-searching-pagination-sorting.md,reviewed,1
77,image-cf39babe56508aa57447bac9b649db25dbe0d7d1,4579.000185569805,21102.73437038733,1152.0,317.0,5155.000185569805,21261.23437038733,A-130,f86a985d9b4a43781e982649d313ae9a52dac9b511fb50ccc005985fcfe9ce22,A-130_image-cf39babe56508aa57447bac9b649db25dbe0d7d1_f86a985d9b4a.png,IU-077,R03,regions/R03-filtering-searching-pagination-sorting.md,reviewed,1
78,image-4a0d8a613c01ed0a4ec9aa730735baba69d247fa,4564.000185569805,21481.45651671296,1157.0,329.0,5142.500185569805,21645.95651671296,A-129,96fa6726cf6b70e6900b993f1daf7590892d52986d924759c4d7a33d22fc2bee,A-129_image-4a0d8a613c01ed0a4ec9aa730735baba69d247fa_96fa6726cf6b.png,IU-078,R03,regions/R03-filtering-searching-pagination-sorting.md,reviewed,1
79,image-fe0a2ca387bc815547c8b327b6bc4c4e81539b1e,4741.229875445442,22066.65881534345,548.0,376.0,5015.229875445442,22254.65881534345,A-128,3a0994243fe859ea32f55e9e1d4471d718dd08dcb053f4a90f7bc995d3c7a8c0,A-128_image-fe0a2ca387bc815547c8b327b6bc4c4e81539b1e_3a0994243fe8.png,IU-079,R03,regions/R03-filtering-searching-pagination-sorting.md,reviewed,1
80,image-dad27bad233cf7d7ddd4e2ee837fa79847d3e739,4743.89674556263,22658.65881534345,956.0,232.0,5221.89674556263,22774.65881534345,A-127,64916ecd07db5c904247edbb8c56dd017e60386b642b6687fdccb6451547327b,A-127_image-dad27bad233cf7d7ddd4e2ee837fa79847d3e739_64916ecd07db.png,IU-080,R03,regions/R03-filtering-searching-pagination-sorting.md,reviewed,1
81,image-d302aa90bf5bae8fca5350ad517cff9157c6f2cf,5039.159231338543,24261.370510974226,713.0,515.0,5395.659231338543,24518.870510974226,A-126,f5340ee8c3e60e17eb609adf35e475f622f936462aad36113a6a5a7fc8f0e8f9,A-126_image-d302aa90bf5bae8fca5350ad517cff9157c6f2cf_f5340ee8c3e6.png,IU-081,R04,regions/R04-data-shaping-hateoas-content-negotiation.md,reviewed,1
82,image-6f4e2c074e55e1537d7d12d78abdbac1f7b4ce90,4760.937022679687,23421.096133692514,1247.0,181.0,5384.437022679687,23511.596133692514,A-125,750f946d671f7233f85012519761a36bd5d1996fd8c1ffc4031112831f258bc9,A-125_image-6f4e2c074e55e1537d7d12d78abdbac1f7b4ce90_750f946d671f.png,IU-082,R04,regions/R04-data-shaping-hateoas-content-negotiation.md,reviewed,1
83,image-1213966d51228e5cfeb45051775ddc494e0f559f,4756.872062632479,23871.536213222626,1328.0,369.0,5420.872062632479,24056.036213222626,A-124,5219009337cf1f43ff2194ddf79dba2e763310c043401b623ffc4f313ffac313,A-124_image-1213966d51228e5cfeb45051775ddc494e0f559f_5219009337cf.png,IU-083,R04,regions/R04-data-shaping-hateoas-content-negotiation.md,reviewed,1
84,image-d7fac1f4f569e35352d9a4e700ca3699862cf19b,4965.381521377605,24846.741118380563,843.0,270.0,5386.881521377605,24981.741118380563,A-123,52a24bc2f818e208dfb6207f6f671bd20c456073936bf9067224f2dad278f4a2,A-123_image-d7fac1f4f569e35352d9a4e700ca3699862cf19b_52a24bc2f818.png,IU-084,R04,regions/R04-data-shaping-hateoas-content-negotiation.md,reviewed,1
85,image-3aaad97c5a8fe66d33ee1e2fd0ec78819f5da118,4451.7686196952745,23627.03772604817,1089.0,260.0,4996.2686196952745,23757.03772604817,A-122,77859101b1823b201766073b93d4d31846a34055342bcbf132e306d8c078299b,A-122_image-3aaad97c5a8fe66d33ee1e2fd0ec78819f5da118_77859101b182.png,IU-085,R04,regions/R04-data-shaping-hateoas-content-negotiation.md,reviewed,1
86,image-7dd1c5703fb5bf095f02664fe18174c55e12da41,4902.225383232903,29796.281224048915,910.0,447.0,5357.225383232903,30019.781224048915,A-121,009218433f4bd5702166785358397e6ae38c8f7013d9107d98b239b59c8864cd,A-121_image-7dd1c5703fb5bf095f02664fe18174c55e12da41_009218433f4b.png,IU-086,R04,regions/R04-data-shaping-hateoas-content-negotiation.md,reviewed,1
87,image-9a9fcb7d3f8564e89d8db4cb1277d795f0f798a2,4920.272886023082,30289.20989720275,872.0,284.0,5356.272886023082,30431.20989720275,A-120,58bf910e6b40087af71f2691185e232b236e6f68ca6c87cfa2f99eb91bfebe10,A-120_image-9a9fcb7d3f8564e89d8db4cb1277d795f0f798a2_58bf910e6b40.png,IU-087,R04,regions/R04-data-shaping-hateoas-content-negotiation.md,reviewed,1
88,image-06e22a880a461e75f36a1747a2c1730aedc451b1,4957.296811804332,30598.400344328864,977.0,218.0,5445.796811804332,30707.400344328864,A-119,d12e9c722c0e51116bc80242a7fdca501a98624f951d724b0333a963246bbf5c,A-119_image-06e22a880a461e75f36a1747a2c1730aedc451b1_d12e9c722c0e.png,IU-088,R04,regions/R04-data-shaping-hateoas-content-negotiation.md,reviewed,1
89,image-b3b6c76a28b7c17408c2e38568d96c7e53ee4484,4709.852140515464,25487.170416110363,1332.0,176.0,5375.852140515464,25575.170416110363,A-118,d570a373ae6cfd4efb8790d984ec779663c188b6055f6d188585ee487c1aa3ca,A-118_image-b3b6c76a28b7c17408c2e38568d96c7e53ee4484_d570a373ae6c.png,IU-089,R04,regions/R04-data-shaping-hateoas-content-negotiation.md,reviewed,1
90,image-43adac1d56ee6912d41f64c9db48e9789110e967,4769.863479749245,25670.399703504074,1072.0,369.0,5305.863479749245,25854.899703504074,A-117,728960ed247bd1c8659c788a146eb389e2f8d11eaf8074fcab4a57fff1c0ba27,A-117_image-43adac1d56ee6912d41f64c9db48e9789110e967_728960ed247b.png,IU-090,R04,regions/R04-data-shaping-hateoas-content-negotiation.md,reviewed,1
91,image-6809f16855b7182fff7f3175b93e0fc6806c53d5,4932.101382296838,26074.160257301926,655.0,369.0,5259.601382296838,26258.660257301926,A-116,778f9c7633f3c6b137617d7f104859a0329e16809f88afa3d799125e18216755,A-116_image-6809f16855b7182fff7f3175b93e0fc6806c53d5_778f9c7633f3.png,IU-091,R04,regions/R04-data-shaping-hateoas-content-negotiation.md,reviewed,1
92,image-ff3456aa524bb41fb9cabe64481896d40ab5e05d,4942.184516845025,26571.457906237127,655.0,369.0,5269.684516845025,26755.957906237127,A-115,de5b2e5148ed0f64b296c4e0f87311e038c552bda3ae96c328dec81b5240c4bd,A-115_image-ff3456aa524bb41fb9cabe64481896d40ab5e05d_de5b2e5148ed.png,IU-092,R04,regions/R04-data-shaping-hateoas-content-negotiation.md,reviewed,1
93,image-bbc88a3b6144505cf5d79ef3f302f3bd296d04da,4881.268405788387,27085.664146231422,756.0,369.0,5259.268405788387,27270.164146231422,A-114,f9f3ddbf599ae926f190b69a840ed3b8872ef3fbf9fecb2ca4878479fe8a3909,A-114_image-bbc88a3b6144505cf5d79ef3f302f3bd296d04da_f9f3ddbf599a.png,IU-093,R04,regions/R04-data-shaping-hateoas-content-negotiation.md,reviewed,1
94,image-9e73074d59888d82d8b4fd639e73e396d2fe0268,4892.785468154134,27509.552996090344,783.0,369.0,5284.285468154134,27694.052996090344,A-113,5ceccc41f7b8a05d0878676abeb634bac9f3a4b2bdc8c9e923e58ca896f8ca66,A-113_image-9e73074d59888d82d8b4fd639e73e396d2fe0268_5ceccc41f7b8.png,IU-094,R04,regions/R04-data-shaping-hateoas-content-negotiation.md,reviewed,1
95,image-a75f8cb3f393b83b5be2cb34d200482b8236e8f9,4562.121796058229,27943.997474840602,1406.0,369.0,5265.121796058229,28128.497474840602,A-112,3b40cb74752b8ec5dc9db5ab53092ae8272f6223e38889957e5b95a29cb44f50,A-112_image-a75f8cb3f393b83b5be2cb34d200482b8236e8f9_3b40cb74752b.png,IU-095,R04,regions/R04-data-shaping-hateoas-content-negotiation.md,reviewed,1
96,image-c7c0930335ec403d6de3f5b392cef90c68c55bfe,4847.907518464797,28356.40486582359,732.0,369.0,5213.907518464797,28540.90486582359,A-111,c5e058aeed06e0a40f550bebffa4b6c2507372070c5f17c086cfbfbe22c1cdab,A-111_image-c7c0930335ec403d6de3f5b392cef90c68c55bfe_c5e058aeed06.png,IU-096,R04,regions/R04-data-shaping-hateoas-content-negotiation.md,reviewed,1
97,image-455ed3f1f062dfa2e27012b045ab5061cfbc8af1,4893.000436813543,28808.071515933458,585.0,369.0,5185.500436813543,28992.571515933458,A-110,cc20ef955d03b3b16c0b3495489cb015fb48ddf3e97307836b8356d3baf0f47c,A-110_image-455ed3f1f062dfa2e27012b045ab5061cfbc8af1_cc20ef955d03.png,IU-097,R04,regions/R04-data-shaping-hateoas-content-negotiation.md,reviewed,1
98,image-a9feec68f1d3d9baa90522ad88bf612ebe57730b,4822.548708164903,29234.367857705915,861.0,369.0,5253.048708164903,29418.867857705915,A-109,9b5a7f206424fc1946e95c444547afc23be98f1fdb019485972a859e727a2181,A-109_image-a9feec68f1d3d9baa90522ad88bf612ebe57730b_9b5a7f206424.png,IU-098,R04,regions/R04-data-shaping-hateoas-content-negotiation.md,reviewed,1
99,image-23ec40f960d2f7ffe03d532123b1261541ecbb62,4910.376288297079,31168.114477455252,911.0,410.0,5365.876288297079,31373.114477455252,A-108,1c0065ec581d737b69007962cf8028600d221779650b16a9c7e106fbba4f0681,A-108_image-23ec40f960d2f7ffe03d532123b1261541ecbb62_1c0065ec581d.png,IU-099,R04,regions/R04-data-shaping-hateoas-content-negotiation.md,reviewed,1
100,image-c667b2bb55746aca4dce2f20fb2de7a3a3241e9e,4994.164413354426,31661.402756670745,622.0,482.0,5305.164413354426,31902.402756670745,A-107,4e2c7dc3d3ce198343d46c436a7d579b342d2cce2c3a77678d62ae24fe8b5bb6,A-107_image-c667b2bb55746aca4dce2f20fb2de7a3a3241e9e_4e2c7dc3d3ce.png,IU-100,R04,regions/R04-data-shaping-hateoas-content-negotiation.md,reviewed,1
101,image-e688527cbd70f8ee3585b2627bac6d3e0da6839b,4932.136881140898,32229.736039141448,723.0,482.0,5293.636881140898,32470.736039141448,A-106,0767dd25263dc707fd9666d67feb4b1442df044bc798b29e8b13513e0f44d6f5,A-106_image-e688527cbd70f8ee3585b2627bac6d3e0da6839b_0767dd25263d.png,IU-101,R04,regions/R04-data-shaping-hateoas-content-negotiation.md,reviewed,1
102,image-bd89fcf693ee22208707fd526ee1b277845f6c5a,4873.654150845906,32765.059006670745,850.0,445.0,5298.654150845906,32987.559006670745,A-105,9e26dff5df187b1784be1fde91f8b885af01c2228035c3b530c11dcf91e2a8f9,A-105_image-bd89fcf693ee22208707fd526ee1b277845f6c5a_9e26dff5df18.png,IU-102,R04,regions/R04-data-shaping-hateoas-content-negotiation.md,reviewed,1
103,image-4ca83c70170cbc50d01ac580b3e54a798f2ecc13,4879.487280728718,33335.225647906096,695.0,418.0,5226.987280728718,33544.225647906096,A-104,bf5b23821da48b13b59bc0a72ec06305468b6b3ae68224937c9b3ce287181df5,A-104_image-4ca83c70170cbc50d01ac580b3e54a798f2ecc13_bf5b23821da4.png,IU-103,R04,regions/R04-data-shaping-hateoas-content-negotiation.md,reviewed,1
104,image-e4d8e03d0f85abf85150fae0cd970da6cf86fd8d,4861.487280728718,33826.39236543539,711.0,219.0,5216.987280728718,33935.89236543539,A-103,e9596c87aaef8ec9ca2372dbdae8d2766bad3697541e4a5cd2339b8c99338d31,A-103_image-e4d8e03d0f85abf85150fae0cd970da6cf86fd8d_e9596c87aaef.png,IU-104,R04,regions/R04-data-shaping-hateoas-content-negotiation.md,reviewed,1
105,image-bb76244c777bdaa8c3ee3c1fead8f26c8dd3ac9d,4847.653998258015,34084.39236543539,882.0,423.0,5288.653998258015,34295.89236543539,A-102,a4d9fa547f3d0a7304f53fc11be9ea3134c82735e1d51c5b7e98bc8a26f926fa,A-102_image-bb76244c777bdaa8c3ee3c1fead8f26c8dd3ac9d_a4d9fa547f3d.png,IU-105,R04,regions/R04-data-shaping-hateoas-content-negotiation.md,reviewed,1
106,image-b6b04e8358479ff7144a238b2a84593c23a473fb,4802.154150845906,34520.559006670745,793.0,464.0,5198.654150845906,34752.559006670745,A-101,344e0aa99841319bfdfb1560cbe17e620fad3fed552675ba34db5aab899bcaeb,A-101_image-b6b04e8358479ff7144a238b2a84593c23a473fb_344e0aa99841.png,IU-106,R04,regions/R04-data-shaping-hateoas-content-negotiation.md,reviewed,1
107,image-e89f8b4c9ce6e3e1a89a01e981e6c6ea069e50e6,4754.115479625009,38052.467072170875,1278.0,369.0,5393.115479625009,38236.967072170875,A-100,784adcab6bfc73a05ad4a93c967b38d4261d770af682027e14c6df79cca8e80e,A-100_image-e89f8b4c9ce6e3e1a89a01e981e6c6ea069e50e6_784adcab6bfc.png,IU-107,R04,regions/R04-data-shaping-hateoas-content-negotiation.md,reviewed,1
108,image-b7a3f2ea5fe81d4d4ace93f44c27a00a8cabee0c,5000.020972029964,38543.40370741959,711.0,267.0,5355.520972029964,38676.90370741959,A-099,2b57b65c3f38e2a37fc7e5531a10e24dab62a749f141d908b4d311c0f215944d,A-099_image-b7a3f2ea5fe81d4d4ace93f44c27a00a8cabee0c_2b57b65c3f38.png,IU-108,R04,regions/R04-data-shaping-hateoas-content-negotiation.md,reviewed,1
109,image-87125f124fd156787ee474bef3afa7690711b5b1,5061.47626417574,38878.193303276006,594.0,369.0,5358.47626417574,39062.693303276006,A-098,61be6fedb0fb8b9601e627893aaa7c28f36756cbea7096d6d15de63952f5b155,A-098_image-87125f124fd156787ee474bef3afa7690711b5b1_61be6fedb0fb.png,IU-109,R04,regions/R04-data-shaping-hateoas-content-negotiation.md,reviewed,1
110,image-e7541dfa7335a39269bc6c7c04a3de4258322eb7,5076.74264344229,39280.32895724974,366.0,76.0,5259.74264344229,39318.32895724974,A-097,6be80cdaa8f4c338e8e82ef92cc8f2b9d77f45345ee7674696325639c8463eb1,A-097_image-e7541dfa7335a39269bc6c7c04a3de4258322eb7_6be80cdaa8f4.png,IU-110,R04,regions/R04-data-shaping-hateoas-content-negotiation.md,reviewed,1
111,image-b69c966eca5a6d461f3ff9aa6f0d4a141c6ce5e2,4920.833062026197,35872.14156565741,607.0,603.0,5224.333062026197,36173.64156565741,A-096,3b15f69056b0a624f4b2ff8a522829470b7bca249f3a27c5e182144e68e1a17e,A-096_image-b69c966eca5a6d461f3ff9aa6f0d4a141c6ce5e2_3b15f69056b0.png,IU-111,R04,regions/R04-data-shaping-hateoas-content-negotiation.md,reviewed,1
112,image-80d92db3ca1e1aa92dabd06094ca4e10de2d8d5c,4816.724322039931,36506.067098206404,837.0,244.0,5235.224322039931,36628.067098206404,A-095,54f587709d1c3734540bccbe412d643cfa3235a4d78a9a5daa7f22d5c05c97c3,A-095_image-80d92db3ca1e1aa92dabd06094ca4e10de2d8d5c_54f587709d1c.png,IU-112,R04,regions/R04-data-shaping-hateoas-content-negotiation.md,reviewed,1
113,image-a2554e990e0869f3ca5028394fb1e2d62633da8b,4875.648416590773,35321.19644460365,710.0,369.0,5230.648416590773,35505.69644460365,A-094,28a50b9d9ef7eb5f5a3a06eeb3804ee596cd66f47db6b2de28fdd7d2ad1cfd3d,A-094_image-a2554e990e0869f3ca5028394fb1e2d62633da8b_28a50b9d9ef7.png,IU-113,R04,regions/R04-data-shaping-hateoas-content-negotiation.md,reviewed,1
114,image-4f85cb6b18e2394be3d51744e272aa25dcb49444,4857.81210442221,35226.385988451315,435.0,35.0,5075.31210442221,35243.885988451315,A-093,ba79787b6670e2a0411cabfb741b5366c176e68464928bebf4eb83d5a90fc057,A-093_image-4f85cb6b18e2394be3d51744e272aa25dcb49444_ba79787b6670.png,IU-114,R04,regions/R04-data-shaping-hateoas-content-negotiation.md,reviewed,1
115,image-67851252aff8347167ef07d330f2f63763d8f68d,4882.393739776618,36848.44217501017,719.0,482.0,5241.893739776618,37089.44217501017,A-092,0db0975c85f8ab179430f8dd894347ae886c407ab34b35a1e3ec45fe9f5008e8,A-092_image-67851252aff8347167ef07d330f2f63763d8f68d_0db0975c85f8.png,IU-115,R04,regions/R04-data-shaping-hateoas-content-negotiation.md,reviewed,1
116,image-f78a88abd074e220b795d3073be2dde0eb178853,4791.878443265251,37391.26517305704,831.0,330.0,5207.378443265251,37556.26517305704,A-091,d5d2cdd342e31b91dca6273b76700f164fea0428546d210a7fd4dda289ebc35a,A-091_image-f78a88abd074e220b795d3073be2dde0eb178853_d5d2cdd342e3.png,IU-116,R04,regions/R04-data-shaping-hateoas-content-negotiation.md,reviewed,1
117,image-9f4721908ec9212f8adb293c10807f84afcdd944,4759.7035902472435,41257.54565207545,1246.0,355.0,5382.7035902472435,41435.04565207545,A-090,185e59f6ffcf26aef9d01d5c3311cb8943d62049c132eac9cefc4686cbf9a844,A-090_image-9f4721908ec9212f8adb293c10807f84afcdd944_185e59f6ffcf.png,IU-117,R04,regions/R04-data-shaping-hateoas-content-negotiation.md,reviewed,1
118,image-9762f9a668ba2d8549f107efa2ba3f48f3350bb0,4882.68886242718,41810.531197764954,763.0,112.0,5264.18886242718,41866.531197764954,A-089,17781bb979ede86e73a27f8d8287ca4e35271b2e5914a52e060ce3c42d70bf03,A-089_image-9762f9a668ba2d8549f107efa2ba3f48f3350bb0_17781bb979ed.png,IU-118,R04,regions/R04-data-shaping-hateoas-content-negotiation.md,reviewed,1
119,image-cdf4d8623c81a08db5831bf1e8fdce7feb2d05da,4839.990062822299,42067.10245102657,853.0,43.0,5266.490062822299,42088.60245102657,A-088,576f59e768cbe823eeb13b11743843b793badbd5cc0d8af07c70430b52c6a70f,A-088_image-cdf4d8623c81a08db5831bf1e8fdce7feb2d05da_576f59e768cb.png,IU-119,R04,regions/R04-data-shaping-hateoas-content-negotiation.md,reviewed,1
120,image-dbd2f676746e98e20f1dac9c49c3a5b8bc3eaef2,5012.385443810392,42187.690337920896,308.0,124.0,5166.385443810392,42249.690337920896,A-087,28dae49e1c88e348a19937ae599e87ec3aa9346e528c7736717d46a6c8910553,A-087_image-dbd2f676746e98e20f1dac9c49c3a5b8bc3eaef2_28dae49e1c88.png,IU-120,R04,regions/R04-data-shaping-hateoas-content-negotiation.md,reviewed,1
121,image-c6db20ad731df47ab94cbed705c4026181004854,4783.621898622263,42426.19051656603,899.0,197.0,5233.121898622263,42524.69051656603,A-086,c5e02594d1a9e834017a8161755bc26932095d36fd9affc360d5ce8679722b5c,A-086_image-c6db20ad731df47ab94cbed705c4026181004854_c5e02594d1a9.png,IU-121,R04,regions/R04-data-shaping-hateoas-content-negotiation.md,reviewed,1
122,image-2cc5a83c9f4f4f80d9b1e1754ce534283aa21805,4822.347641561197,42823.85381603525,875.0,369.0,5259.847641561197,43008.35381603525,A-085,2aa1b0080b9be6d6311783e175b6fd57658cc894464f1df7a0ff6373abee9acd,A-085_image-2cc5a83c9f4f4f80d9b1e1754ce534283aa21805_2aa1b0080b9b.png,IU-122,R04,regions/R04-data-shaping-hateoas-content-negotiation.md,reviewed,1
123,image-667163b1ceb492c5860f5bbc1a6d5d0018d347b2,4977.885617718313,39509.807253513485,882.0,329.0,5418.885617718313,39674.307253513485,A-084,08fbcbddff79e01a186d2a957968e837d409236c613c031c12b9287e8f3b59cf,A-084_image-667163b1ceb492c5860f5bbc1a6d5d0018d347b2_08fbcbddff79.png,IU-123,R04,regions/R04-data-shaping-hateoas-content-negotiation.md,reviewed,1
124,image-4017e1f24361288bd679fdc6fd8081654af9fd1f,4896.156123025825,39918.86528922776,940.0,610.0,5366.156123025825,40223.86528922776,A-083,0f7f5239e83eeaecd41330a4c71707e91d0b9591acb13ea938f9490637a64a0b,A-083_image-4017e1f24361288bd679fdc6fd8081654af9fd1f_0f7f5239e83e.png,IU-124,R04,regions/R04-data-shaping-hateoas-content-negotiation.md,reviewed,1
125,image-b79a3deb4c4759ab6af061e449edf3dbd45abf82,4796.480628821461,44437.77802943791,813.0,358.0,5202.980628821461,44616.77802943791,A-082,db8b714f42ec55aff72321f60f4a87221104a2416e69694074ffd85bd4f7983c,A-082_image-b79a3deb4c4759ab6af061e449edf3dbd45abf82_db8b714f42ec.png,IU-125,R04,regions/R04-data-shaping-hateoas-content-negotiation.md,reviewed,1
126,image-b3e1ab1e8c0dad3a1c1db3e2ca563d6e1ec5567e,4785.758542232919,44859.055841124115,790.0,351.0,5180.758542232919,45034.555841124115,A-081,5d0df81208ce134e213d4c30567d606beaf28f39b9869b1211bda35cd57a433a,A-081_image-b3e1ab1e8c0dad3a1c1db3e2ca563d6e1ec5567e_5d0df81208ce.png,IU-126,R04,regions/R04-data-shaping-hateoas-content-negotiation.md,reviewed,1
127,image-db7527869ff8259c187b72d2273e0b501e567921,4818.314165605316,45267.83344935979,796.0,369.0,5216.314165605316,45452.33344935979,A-080,a46bcbfef496847a5be8d93c0e658abc3d510975c7d1c82ae23ecd16e2fcf5b8,A-080_image-db7527869ff8259c187b72d2273e0b501e567921_a46bcbfef496.png,IU-127,R04,regions/R04-data-shaping-hateoas-content-negotiation.md,reviewed,1
128,image-30b2955468a7f511428c7c88c5ab6562b605b5ed,4814.078730724983,45688.95511277124,800.0,482.0,5214.078730724983,45929.95511277124,A-079,4a757b5d0ad7434fc46218dbf38b722fc68732b09484afb9830710ea1e746940,A-079_image-30b2955468a7f511428c7c88c5ab6562b605b5ed_4a757b5d0ad7.png,IU-128,R04,regions/R04-data-shaping-hateoas-content-negotiation.md,reviewed,1
129,image-0e39f6b80e74139d962d28d94df72a1bf4bb66dd,4858.214140557679,43759.035439033214,621.0,369.0,5168.714140557679,43943.535439033214,A-078,ccdc6796e4db90fe13588e9af853a8b5da1a539a6541ccc406e1916fe772d646,A-078_image-0e39f6b80e74139d962d28d94df72a1bf4bb66dd_ccdc6796e4db.png,IU-129,R04,regions/R04-data-shaping-hateoas-content-negotiation.md,reviewed,1
130,image-cb8b9f655c484e7e50417326f4c838d0ab29d835,4914.355545541986,46238.52335932952,542.0,334.0,5185.355545541986,46405.52335932952,A-077,4d50a65688cb5cefe7fc40548ececa8528fe70319c8fabd4e4cd1da616a83fc3,A-077_image-cb8b9f655c484e7e50417326f4c838d0ab29d835_4d50a65688cb.png,IU-130,R04,regions/R04-data-shaping-hateoas-content-negotiation.md,reviewed,1
131,image-5d8213f133f55a5c63963f232bb2160d47f389db,5922.793205331149,43742.72929223718,1152.0,369.0,6498.793205331149,43927.22929223718,A-076,230f8185fed690c695e421f03224510513e03829f21d4300ba2ae8144ab75118,A-076_image-5d8213f133f55a5c63963f232bb2160d47f389db_230f8185fed6.png,IU-131,R04,regions/R04-data-shaping-hateoas-content-negotiation.md,reviewed,1
132,image-7390532de6069a9e86595a295972ecef2d5e13f7,6007.812928850481,44195.82178637287,817.0,369.0,6416.312928850481,44380.32178637287,A-075,e26360b9fef9e8f4532efb4b72cd3bee2b73b4605cf3ab6921580c9e80fdff7c,A-075_image-7390532de6069a9e86595a295972ecef2d5e13f7_e26360b9fef9.png,IU-132,R04,regions/R04-data-shaping-hateoas-content-negotiation.md,reviewed,1
133,image-50e1697570eb9f7e9895959a9bcdeed01dfca402,6004.723965778907,44706.67381204214,739.0,369.0,6374.223965778907,44891.17381204214,A-074,25b82b873853b07007446a238b7374237839248c85c949c9e80f94700024e4ba,A-074_image-50e1697570eb9f7e9895959a9bcdeed01dfca402_25b82b873853.png,IU-133,R04,regions/R04-data-shaping-hateoas-content-negotiation.md,reviewed,1
134,image-2e043c0f210025523b05c0ad4d2978a430f0f326,5841.059977184668,45159.76633733078,989.0,369.0,6335.559977184668,45344.26633733078,A-073,e32fa9150b565fecbdb8f9a559db0ae1e40b69c23da1cfd9e06306083ebfc95f,A-073_image-2e043c0f210025523b05c0ad4d2978a430f0f326_e32fa9150b56.png,IU-134,R04,regions/R04-data-shaping-hateoas-content-negotiation.md,reviewed,1
135,image-4906cfee61ec51dc9b2fc688d73a0cec7b88792a,1615.126498013029,8186.253201026016,955.0,440.0,2092.626498013029,8406.253201026015,A-072,0fc409081ce73906a9441dd4010fb31212ff140d8c1139e895e1e8ce678f773e,A-072_image-4906cfee61ec51dc9b2fc688d73a0cec7b88792a_0fc409081ce7.png,IU-135,R02,regions/R02-problem-details-error-contracts.md,reviewed,1
136,image-fee3f8f0859d0cfe74fdce626c85de7006bc04d9,1575.2660431207396,8719.020206117362,972.0,398.0,2061.2660431207396,8918.020206117362,A-071,55a27a999819ab95f32a323aa80de1e37170a53be0f4dc9a07ab2624957dd521,A-071_image-fee3f8f0859d0cfe74fdce626c85de7006bc04d9_55a27a999819.png,IU-136,R02,regions/R02-problem-details-error-contracts.md,reviewed,1
137,image-2bca56f86a635885f5e552d93f3a221fa3b22b07,1604.5804724494092,9167.272331710647,722.0,482.0,1965.5804724494092,9408.272331710647,A-070,36c1f0ae735f1fdc92d610c475ca5b1d603931c169f5f0898cf92f1ddd2d11ab,A-070_image-2bca56f86a635885f5e552d93f3a221fa3b22b07_36c1f0ae735f.png,IU-137,R02,regions/R02-problem-details-error-contracts.md,reviewed,1
