source_id,image_use_id,fileId_short,x,y,width,height,initial_candidate_region,coverage_status,current_region_decision,decision_is_final,must_recheck_before_region_close,decision_basis,nearest_labels,duplicate_use_count,duplicate_source_ids,review_notes
S-001,IU-001,4aec986325,16714.23589728051,731.3790746507166,770.0,482.0,R04,unprocessed-stage0-candidate,R04,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.",manual executiong | custom pipeline | + | provider | passing context to | classic polly,2,"S-001,S-033",
S-081,IU-081,dcd85fd548,30412.287778842267,3636.8508353964844,887.0,201.0,R07,unprocessed-stage0-candidate,R07,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.","mapping | Exception handling | try | { | var resp = await client.GetAsync(url, cancellationToken); | if (resp.StatusCode == HttpStatusCode.NotFound)",1,,
S-082,IU-082,12778194d0,9850.42975386362,3732.180571050329,668.0,326.0,R02,unprocessed-stage0-candidate,R02,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.",hedging priciple of work | need to use pipeline excplicitly with pipeline provider | !!! | using strategyopiton need to acquire | SETTING TRUE/FALSE | BASED ON REQUEST METHOD,1,,
S-083,IU-083,fc8053ad8a,8079.591173180783,3762.874194246773,790.0,482.0,R02,unprocessed-stage0-candidate,R02,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.",need to use pipeline excplicitly with pipeline provider | hedging priciple of work | SETTING TRUE/FALSE | BASED ON REQUEST METHOD | using strategyopiton need to acquire | !!!,2,"S-031,S-083",
S-084,IU-084,6b594bdab1,15244.24238912188,3794.77890389922,916.0,325.0,R03,unprocessed-stage0-candidate,R03,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.",ratelimiterpartition and partitioned rate limiter | 3 scenarios | so we need ratelimitpartition when | 1 we need specific ratelimiter and we need to pass | key (ratelimiter middleware case) | 2 we need to create ratelimiter with callback that has httpcontext,1,,
S-085,IU-085,043ea65a3f,30396.767620485956,3858.9563106859696,818.0,482.0,R07,unprocessed-stage0-candidate,R07,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.","mapping | try | { | var resp = await client.GetAsync(url, cancellationToken); | if (resp.StatusCode == HttpStatusCode.NotFound) | return /* handle 404 */;",1,,
S-086,IU-086,b2e1373c76,22966.988500100502,3866.3039222845455,1021.0,397.0,R05,unprocessed-stage0-candidate,R05,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.",!!! | !!! | !!! | exception bubbling | classic polly httppolicyextensions | 1what counts as  transient http failure,1,,
S-087,IU-087,893dc6acd1,19820.403607562417,3942.445257151876,777.0,283.0,R04,unprocessed-stage0-candidate,R04,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.",!!! | !!! | cheat sheet | how to handle? | !!! | classic polly httppolicyextensions,1,,
S-088,IU-088,7048156b70,9874.152247353206,4091.680571050329,785.0,327.0,R02,unprocessed-stage0-candidate,R02,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.",hedging priciple of work | need to use pipeline excplicitly with pipeline provider | !!! | using strategyopiton need to acquire | SETTING TRUE/FALSE | BASED ON REQUEST METHOD,1,,
S-089,IU-089,9a8b3e8e18,11500.69033158878,4103.746310800383,961.0,406.0,R03,unprocessed-stage0-candidate,R03,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.",!!! | using strategyopiton need to acquire | rate limiter in polly | concur vs addratelimiter | and ratelimiterstrat options | from threading we return our limiter types,1,,
S-090,IU-090,291353b6eb,19846.37980994304,4254.991883290319,757.0,482.0,R04,unprocessed-stage0-candidate,R04,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.",!!! | !!! | how to handle? | cheat sheet | !!! | so we need ratelimitpartition when,1,,
S-091,IU-091,fd03be6790,22975.45894796851,4256.981046307983,887.0,482.0,R05,unprocessed-stage0-candidate,R05,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.",!!! | !!! | !!! | exception bubbling | !!!! | classic polly httppolicyextensions,1,,
S-092,IU-092,c7cf32651d,9835.572452121309,4518.366317958833,922.0,408.0,R02,unprocessed-stage0-candidate,R02,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.",hedging priciple of work | using strategyopiton need to acquire | !!! | need to use pipeline excplicitly with pipeline provider | from threading we return our limiter types | rate limiter in polly,2,"S-022,S-092",
S-093,IU-093,ce589e1564,11515.165176748673,4565.777374583554,932.0,430.0,R03,unprocessed-stage0-candidate,R03,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.",!!! | using strategyopiton need to acquire | rate limiter in polly | concur vs addratelimiter | and ratelimiterstrat options | from threading we return our limiter types,1,,
S-094,IU-094,c51aae1bdb,8097.533301111685,4647.396491286856,880.0,248.0,R02,unprocessed-stage0-candidate,R02,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.",need to use pipeline excplicitly with pipeline provider | hedging priciple of work | SETTING TRUE/FALSE | BASED ON REQUEST METHOD | using strategyopiton need to acquire | !!!,1,,
S-095,IU-095,3c9fb19b6a,13698.819452921549,4671.407136201477,785.0,348.0,R03,unprocessed-stage0-candidate,R03,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.",ratelimiterpartition and partitioned rate limiter | 3 scenarios | rate limiter in polly | concur vs addratelimiter | and ratelimiterstrat options | so we need ratelimitpartition when,1,,
S-096,IU-096,f16a32b44a,28897.45403860789,4710.184026314453,914.0,385.0,R06,unprocessed-stage0-candidate,R06,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.",theory | Exception handling | mapping | in newer | try | {,1,,
S-097,IU-097,46837f4d4d,30205.77267987489,4753.194310738281,794.0,482.0,R07,unprocessed-stage0-candidate,R07,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.","try | { | var resp = await client.GetAsync(url, cancellationToken); | if (resp.StatusCode == HttpStatusCode.NotFound) | return /* handle 404 */; | if ((int)resp.StatusCode >= 500)",1,,
S-098,IU-098,ec6965f4e3,22975.32187412394,4757.303983319702,1007.0,359.0,R05,unprocessed-stage0-candidate,R05,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.",!!! | !!! | !!! | exception bubbling | !!!! | how to handle?,1,,
S-099,IU-099,bc0bef8a0c,19866.661119802953,4773.92140049915,917.0,309.0,R04,unprocessed-stage0-candidate,R04,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.",!!! | how to handle? | !!! | so we need ratelimitpartition when | 1 we need specific ratelimiter and we need to pass | key (ratelimiter middleware case),1,,
S-100,IU-100,347d669f32,27279.217632909236,4830.801197564853,915.0,482.0,R06,unprocessed-stage0-candidate,R06,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.",exception bubbling | !!!! | theory | Exception handling | mapping | in newer,2,"S-027,S-100",
S-101,IU-101,a9581bee93,8152.284040276321,4929.45225289635,705.0,482.0,R02,unprocessed-stage0-candidate,R02,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.",need to use pipeline excplicitly with pipeline provider | hedging priciple of work | SETTING TRUE/FALSE | BASED ON REQUEST METHOD | using strategyopiton need to acquire | !!!,1,,
S-102,IU-102,b408541b04,16114.250273698477,4998.678239163732,709.0,355.0,R03,unprocessed-stage0-candidate,R03,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.",so we need ratelimitpartition when | 1 we need specific ratelimiter and we need to pass | key (ratelimiter middleware case) | 2 we need to create ratelimiter with callback that has httpcontext | as arg | 3 we need to create chained rate limiter -- PARTITIONED RATE LIMITER,1,,
S-103,IU-103,b11e09846e,11517.02797581816,5019.330502668843,778.0,430.0,R03,unprocessed-stage0-candidate,R03,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.",using strategyopiton need to acquire | !!! | from threading we return our limiter types | rate limiter in polly | concur vs addratelimiter | and ratelimiterstrat options,1,,
S-104,IU-104,4fda85091a,19855.927718390787,5045.733121548457,945.0,349.0,R04,unprocessed-stage0-candidate,R04,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.",how to handle? | !!! | !!! | so we need ratelimitpartition when | 1 we need specific ratelimiter and we need to pass | key (ratelimiter middleware case),1,,
S-105,IU-105,8660f1d742,13720.152887980143,5071.907212495423,679.0,357.0,R03,unprocessed-stage0-candidate,R03,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.",ratelimiterpartition and partitioned rate limiter | 3 scenarios | so we need ratelimitpartition when | 1 we need specific ratelimiter and we need to pass | key (ratelimiter middleware case) | 2 we need to create ratelimiter with callback that has httpcontext,1,,
S-106,IU-106,946be8013b,28882.78753470164,5103.017339302734,986.0,410.0,R06,unprocessed-stage0-candidate,R06,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.",theory | in newer | mapping | Exception handling | try | {,1,,
S-107,IU-107,a92f6fd8d2,22999.841102885242,5134.3144203314205,761.0,482.0,R05,unprocessed-stage0-candidate,R05,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.",!!! | how to handle? | !!!! | !!! | !!! | exception bubbling,1,,
S-108,IU-108,d067829fd3,30214.120817172345,5294.183934761719,788.0,355.0,R07,unprocessed-stage0-candidate,R07,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.","in newer | try | { | var resp = await client.GetAsync(url, cancellationToken); | if (resp.StatusCode == HttpStatusCode.NotFound) | return /* handle 404 */;",1,,
S-109,IU-109,427b4f1ead,15199.663461163273,5300.976713404271,794.0,546.0,R03,unprocessed-stage0-candidate,R03,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.",so we need ratelimitpartition when | 1 we need specific ratelimiter and we need to pass | key (ratelimiter middleware case) | 2 we need to create ratelimiter with callback that has httpcontext | as arg | 3 we need to create chained rate limiter -- PARTITIONED RATE LIMITER,1,,
S-110,IU-110,400b773a1d,27295.504673214982,5317.021123218217,921.0,456.0,R06,unprocessed-stage0-candidate,R06,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.",!!!! | exception bubbling | theory | Exception handling | in newer | mapping,1,,
S-111,IU-111,f4fdb2ed48,19894.499070345515,5408.931552961321,600.0,326.0,R04,unprocessed-stage0-candidate,R04,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.",how to handle? | !!! | so we need ratelimitpartition when | 1 we need specific ratelimiter and we need to pass | key (ratelimiter middleware case) | 2 we need to create ratelimiter with callback that has httpcontext,1,,
S-112,IU-112,3f0264fc42,11499.721130606793,5460.8067076772095,957.0,408.0,R03,unprocessed-stage0-candidate,R03,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.",using strategyopiton need to acquire | from threading we return our limiter types | !!! | rate limiter in polly | concur vs addratelimiter | and ratelimiterstrat options,1,,
S-113,IU-113,677d2ecb93,13707.319452921549,5471.907136201477,918.0,317.0,R03,unprocessed-stage0-candidate,R03,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.",so we need ratelimitpartition when | 1 we need specific ratelimiter and we need to pass | key (ratelimiter middleware case) | 2 we need to create ratelimiter with callback that has httpcontext | as arg | 3 we need to create chained rate limiter -- PARTITIONED RATE LIMITER,1,,
S-114,IU-114,e3c053fa6c,8183.640455746201,5522.132897706828,893.0,203.0,R02,unprocessed-stage0-candidate,R02,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.",hedging priciple of work | need to use pipeline excplicitly with pipeline provider | SETTING TRUE/FALSE | BASED ON REQUEST METHOD | using strategyopiton need to acquire | !!!,1,,
S-115,IU-115,94f45be6d3,28973.45403860789,5535.183904244141,810.0,335.0,R06,unprocessed-stage0-candidate,R06,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.",in newer | theory | mapping | Exception handling | try | {,1,,
S-116,IU-116,03e57d9c30,4271.165309862312,5558.312445856076,880.0,400.0,R01,unprocessed-stage0-candidate,R01,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.",need to think about nesting in polly like that | whe nsomeything has multiple retries or hedge attempts | and we put something inside - we wrap each retry with one bulhead | and all retries affect bulkhead | nesting | need to use pipeline excplicitly with pipeline provider,1,,
S-117,IU-117,219d2a4c02,23016.655126077065,5628.470609296264,871.0,470.0,R05,unprocessed-stage0-candidate,R05,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.",how to handle? | !!! | !!!! | choosing pipelines based on something | exception bubbling | !!!,1,,
S-118,IU-118,0dc6095cb3,8203.111015372157,5726.032607029252,784.0,482.0,R02,unprocessed-stage0-candidate,R02,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.",hedging priciple of work | need to use pipeline excplicitly with pipeline provider | using strategyopiton need to acquire | need to think about nesting in polly like that | whe nsomeything has multiple retries or hedge attempts | and we put something inside - we wrap each retry with one bulhead,1,,
S-119,IU-119,b5dc89056b,19920.327993196275,5745.62699348197,847.0,482.0,R04,unprocessed-stage0-candidate,R04,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.",how to handle? | !!! | so we need ratelimitpartition when | 1 we need specific ratelimiter and we need to pass | key (ratelimiter middleware case) | 2 we need to create ratelimiter with callback that has httpcontext,1,,
S-120,IU-120,d52b2f01d7,27323.837925168107,5806.521123218217,955.0,309.0,R06,unprocessed-stage0-candidate,R06,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.",!!!! | exception bubbling | choosing pipelines based on something | in newer | theory | exception bubling,1,,
S-121,IU-121,cb2e22c967,13690.152735392252,5843.740571260071,799.0,350.0,R03,unprocessed-stage0-candidate,R03,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.",from threading we return our limiter types | so we need ratelimitpartition when | 1 we need specific ratelimiter and we need to pass | key (ratelimiter middleware case) | 2 we need to create ratelimiter with callback that has httpcontext | as arg,1,,
S-122,IU-122,4cbe1f2400,11522.41039176265,5863.077384137519,837.0,482.0,R03,unprocessed-stage0-candidate,R03,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.",from threading we return our limiter types | using strategyopiton need to acquire | !!! | rate limiter in polly | concur vs addratelimiter | and ratelimiterstrat options,1,,
S-123,IU-123,471abbd4f5,28980.454282748517,5885.184026314453,940.0,419.0,R06,unprocessed-stage0-candidate,R06,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.","in newer | exception bubling | outer starts call inner one, not throw to inner | theory | mapping | !!!!",1,,
S-124,IU-124,4a75181cc8,15197.74182923819,5894.200536778714,717.0,430.0,R03,unprocessed-stage0-candidate,R03,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.",so we need ratelimitpartition when | 1 we need specific ratelimiter and we need to pass | key (ratelimiter middleware case) | 2 we need to create ratelimiter with callback that has httpcontext | as arg | 3 we need to create chained rate limiter -- PARTITIONED RATE LIMITER,1,,
S-125,IU-125,7ee20c322a,23018.225805014477,6092.980985272827,849.0,482.0,R05,unprocessed-stage0-candidate,R05,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.",how to handle? | !!!! | choosing pipelines based on something | !!! | exception bubbling | !!!,1,,
S-126,IU-126,714b86f673,27335.769210683695,6169.134781578292,694.0,482.0,R06,unprocessed-stage0-candidate,R06,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.","!!!! | choosing pipelines based on something | exception bubling | outer starts call inner one, not throw to inner | so cant tell inner starts to not handle ex from outer because ex | bubble fro miner to outer and outer just call inner ones",1,,
S-127,IU-127,ff7f3e7177,7361.737870434161,6212.186140276526,645.0,449.0,R02,unprocessed-stage0-candidate,R02,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.",need to think about nesting in polly like that | whe nsomeything has multiple retries or hedge attempts | and we put something inside - we wrap each retry with one bulhead | and all retries affect bulkhead | nesting | need to use pipeline excplicitly with pipeline provider,1,,
S-128,IU-128,329903ab42,13685.152735392252,6214.740494966125,959.0,398.0,R03,unprocessed-stage0-candidate,R03,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.",from threading we return our limiter types | so we need ratelimitpartition when | 1 we need specific ratelimiter and we need to pass | key (ratelimiter middleware case) | 2 we need to create ratelimiter with callback that has httpcontext | as arg,1,,
S-129,IU-129,764fb76254,19927.680170276948,6234.013003547179,967.0,320.0,R04,unprocessed-stage0-candidate,R04,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.",how to handle? | !!! | classic polly transient failures | new polly | vs httprequest exception | so we need ratelimitpartition when,1,,
S-130,IU-130,88a43a5e75,30141.009655198603,6257.0569780036585,882.0,479.0,R07,unprocessed-stage0-candidate,R07,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.","in newer | exception bubling | outer starts call inner one, not throw to inner | try | { | var resp = await client.GetAsync(url, cancellationToken);",1,,
S-131,IU-131,0e9d048ae7,15133.488493913317,6346.771965350104,945.0,302.0,R03,unprocessed-stage0-candidate,R03,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.",so we need ratelimitpartition when | 1 we need specific ratelimiter and we need to pass | key (ratelimiter middleware case) | 2 we need to create ratelimiter with callback that has httpcontext | as arg | 3 we need to create chained rate limiter -- PARTITIONED RATE LIMITER,1,,
S-132,IU-132,b9b85c83e8,28995.620786654767,6355.850774361328,899.0,411.0,R06,unprocessed-stage0-candidate,R06,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.","in newer | exception bubling | outer starts call inner one, not throw to inner | so cant tell inner starts to not handle ex from outer because ex | bubble fro miner to outer and outer just call inner ones | !!!!",1,,
S-133,IU-133,7f89e92900,11517.152316858963,6357.437315235609,916.0,101.0,R03,unprocessed-stage0-candidate,R03,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.",from threading we return our limiter types | using strategyopiton need to acquire | !!! | conditional rate limiting | rate limiter in polly | concur vs addratelimiter,1,,
S-134,IU-134,9720169f20,8222.822392564241,6366.414332350198,607.0,482.0,R02,unprocessed-stage0-candidate,R02,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.",need to think about nesting in polly like that | whe nsomeything has multiple retries or hedge attempts | and we put something inside - we wrap each retry with one bulhead | and all retries affect bulkhead | from threading we return our limiter types | using strategyopiton need to acquire,1,,
S-135,IU-135,a03ec19432,11530.245090296463,6448.937383052453,955.0,318.0,R03,unprocessed-stage0-candidate,R03,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.",from threading we return our limiter types | using strategyopiton need to acquire | !!! | conditional rate limiting | rate limiter in polly | concur vs addratelimiter,1,,
S-136,IU-136,26d2f62a54,19950.015366664014,6556.170312830216,920.0,320.0,R04,unprocessed-stage0-candidate,R04,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.",how to handle? | classic polly transient failures | new polly | vs httprequest exception | manually | !!!,1,,
S-137,IU-137,353e736c46,13698.986017862955,6645.573777436828,858.0,343.0,R03,unprocessed-stage0-candidate,R03,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.",from threading we return our limiter types | conditional rate limiting | so we need ratelimitpartition when | 1 we need specific ratelimiter and we need to pass | key (ratelimiter middleware case) | 2 we need to create ratelimiter with callback that has httpcontext,1,,
S-138,IU-138,78311235f1,7377.404435375567,6683.241661923661,647.0,378.0,R02,unprocessed-stage0-candidate,R02,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.",need to think about nesting in polly like that | whe nsomeything has multiple retries or hedge attempts | and we put something inside - we wrap each retry with one bulhead | and all retries affect bulkhead | nesting | need to use pipeline excplicitly with pipeline provider,1,,
S-139,IU-139,0536a69afb,30136.047983526616,6756.1414913500175,877.0,482.0,R07,unprocessed-stage0-candidate,R07,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.","in newer | exception bubling | outer starts call inner one, not throw to inner | so cant tell inner starts to not handle ex from outer because ex | bubble fro miner to outer and outer just call inner ones | try",1,,
S-140,IU-140,556599c61f,11563.02266462372,6780.363286372765,605.0,227.0,R03,unprocessed-stage0-candidate,R03,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.",from threading we return our limiter types | using strategyopiton need to acquire | conditional rate limiting | !!! | for testing | rate limiter in polly,1,,
S-141,IU-141,b6dcef0735,19967.422694951776,6902.61474032045,920.0,456.0,R04,unprocessed-stage0-candidate,R04,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.",how to handle? | classic polly transient failures | new polly | vs httprequest exception | manually | with extension,1,,
S-142,IU-142,abfe206648,28957.324481316224,6921.723712487159,879.0,363.0,R06,unprocessed-stage0-candidate,R06,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.","exception bubling | outer starts call inner one, not throw to inner | so cant tell inner starts to not handle ex from outer because ex | bubble fro miner to outer and outer just call inner ones | in newer | !!!!",1,,
S-143,IU-143,1448630305,13689.986170450846,6994.740494966125,936.0,318.0,R03,unprocessed-stage0-candidate,R03,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.",conditional rate limiting | from threading we return our limiter types | so we need ratelimitpartition when | 1 we need specific ratelimiter and we need to pass | key (ratelimiter middleware case) | 2 we need to create ratelimiter with callback that has httpcontext,1,,
S-144,IU-144,595961545c,8169.687671692975,7000.546542924686,909.0,480.0,R02,unprocessed-stage0-candidate,R02,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.",for testing | from threading we return our limiter types | need to think about nesting in polly like that | whe nsomeything has multiple retries or hedge attempts | and we put something inside - we wrap each retry with one bulhead | and all retries affect bulkhead,1,,
S-145,IU-145,fb3dd4c559,11544.485650192295,7039.048426346722,728.0,320.0,R03,unprocessed-stage0-candidate,R03,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.",from threading we return our limiter types | conditional rate limiting | using strategyopiton need to acquire | !!! | for testing | ratelimiterpartition and partitioned rate limiter,1,,
S-146,IU-146,f77ba847a1,13675.319452921549,7335.4071362014765,922.0,430.0,R03,unprocessed-stage0-candidate,R03,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.",conditional rate limiting | from threading we return our limiter types | so we need ratelimitpartition when | 1 we need specific ratelimiter and we need to pass | key (ratelimiter middleware case) | 2 we need to create ratelimiter with callback that has httpcontext,1,,
S-147,IU-147,b81bec3438,20033.358730108026,7384.064404812028,622.0,263.0,R04,unprocessed-stage0-candidate,R04,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.",how to handle? | classic polly transient failures | new polly | vs httprequest exception | manually | with extension,1,,
S-148,IU-148,b899ea628b,12210.233664038882,7428.215083287065,925.0,363.0,R03,unprocessed-stage0-candidate,R03,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.",conditional rate limiting | from threading we return our limiter types | for testing | using strategyopiton need to acquire | !!! | so we need ratelimitpartition when,1,,
S-149,IU-149,ec40b7bc05,11095.763326244814,7431.881810542691,881.0,421.0,R03,unprocessed-stage0-candidate,R03,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.",conditional rate limiting | from threading we return our limiter types | for testing | using strategyopiton need to acquire | !!! | ratelimiterpartition and partitioned rate limiter,1,,
S-150,IU-150,704a3a0c7e,8202.718798405122,7480.968060755203,930.0,396.0,R02,unprocessed-stage0-candidate,R02,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.",for testing | from threading we return our limiter types | need to think about nesting in polly like that | whe nsomeything has multiple retries or hedge attempts | and we put something inside - we wrap each retry with one bulhead | and all retries affect bulkhead,1,,
S-151,IU-151,b7c836d98c,10019.20149620956,7483.148141757425,794.0,482.0,R02,unprocessed-stage0-candidate,R02,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.",for testing | conditional rate limiting | from threading we return our limiter types | using strategyopiton need to acquire | !!! | rate limiter in polly,1,,
S-152,IU-152,70375a0351,13685.486170450846,7762.573777436828,915.0,319.0,R03,unprocessed-stage0-candidate,R03,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.",conditional rate limiting | from threading we return our limiter types | classic polly transient failures | new polly | vs httprequest exception | for testing,1,,
S-153,IU-153,070fb786e0,12205.733664038882,7817.659510777299,954.0,373.0,R03,unprocessed-stage0-candidate,R03,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.",conditional rate limiting | from threading we return our limiter types | for testing | using strategyopiton need to acquire | !!! | so we need ratelimitpartition when,1,,
S-154,IU-154,e272c21bda,11087.559712963564,7880.585559457617,930.0,291.0,R03,unprocessed-stage0-candidate,R03,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.",conditional rate limiting | for testing | from threading we return our limiter types | using strategyopiton need to acquire | !!! | so we need ratelimitpartition when,1,,
S-155,IU-155,d16b8dae56,27157.458725825047,7891.7475408011505,778.0,482.0,R06,unprocessed-stage0-candidate,R06,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.","choosing pipelines based on something | so cant tell inner starts to not handle ex from outer because ex | bubble fro miner to outer and outer just call inner ones | exception bubling | outer starts call inner one, not throw to inner | !!!!",2,"S-011,S-155",
S-156,IU-156,777d5a578d,9994.012352933538,8003.431112213413,908.0,423.0,R02,unprocessed-stage0-candidate,R02,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.",for testing | conditional rate limiting | from threading we return our limiter types | using strategyopiton need to acquire | !!! | rate limiter in polly,1,,
S-157,IU-157,07eccec90b,29214.188408136564,8157.816899347477,858.0,372.0,R06,unprocessed-stage0-candidate,R06,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.","so cant tell inner starts to not handle ex from outer because ex | bubble fro miner to outer and outer just call inner ones | exception bubling | outer starts call inner one, not throw to inner | choosing pipelines based on something | in newer",1,,
S-158,IU-158,1b0e5519bf,11107.81888180037,8195.937366098242,928.0,324.0,R03,unprocessed-stage0-candidate,R03,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.",conditional rate limiting | for testing | from threading we return our limiter types | using strategyopiton need to acquire | !!! | so we need ratelimitpartition when,1,,
S-159,IU-159,39976fc21a,12224.247640240268,8221.892115757768,866.0,482.0,R03,unprocessed-stage0-candidate,R03,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.",conditional rate limiting | for testing | from threading we return our limiter types | using strategyopiton need to acquire | classic polly transient failures | new polly,1,,
S-160,IU-160,9b8ae90c4d,27095.86728009815,8391.736954592428,956.0,269.0,R06,unprocessed-stage0-candidate,R06,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.","choosing pipelines based on something | so cant tell inner starts to not handle ex from outer because ex | bubble fro miner to outer and outer just call inner ones | exception bubling | outer starts call inner one, not throw to inner | !!!!",1,,
S-161,IU-161,08f7d43a84,10009.020559499444,8443.774913076053,562.0,482.0,R02,unprocessed-stage0-candidate,R02,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.",for testing | conditional rate limiting | from threading we return our limiter types | using strategyopiton need to acquire | !!! | rate limiter in polly,1,,
