source_id,order_in_group,group_key,region,candidate_status,decision,meaning,image_use_id,fileId_short,x,y,width,height,nearest_labels_for_search_only
S-039,9,EFC-R03-model-configuration-relationships-keys,EFC-R03,efc-r03-model-config-candidate-stage0,candidate-not-final-stage0-boundary-only,"OnModelCreating/model mapping: owned required, navigation, check constraints, alternate/composite keys, nullable relationships, complex types, computed columns, indexes/collation.",IU-039,9f752fd7b7,13678.144,5293.284,837.0,431.0,better to have isrequired false too | nullable relationships | coposite key sheet | alternate key sheet | complex types | so its better to do the shit excplicitly | the fact that you have ? for  your fullname  in client can be not enough | efcore can materialise objecteven if all of its columns are null | to create acc with same email | dbset
S-041,10,EFC-R03-model-configuration-relationships-keys,EFC-R03,efc-r03-model-config-candidate-stage0,candidate-not-final-stage0-boundary-only,"OnModelCreating/model mapping: owned required, navigation, check constraints, alternate/composite keys, nullable relationships, complex types, computed columns, indexes/collation.",IU-041,9be28189df,13680.406,5763.355,842.0,308.0,better to have isrequired false too | nullable relationships | complex types | coposite key sheet | alternate key sheet | so its better to do the shit excplicitly | the fact that you have ? for  your fullname  in client can be not enough | efcore can materialise objecteven if all of its columns are null | PLAIN TRANSACTION WITH | BEGINTRANSACTION
S-045,11,EFC-R03-model-configuration-relationships-keys,EFC-R03,efc-r03-model-config-candidate-stage0,candidate-not-final-stage0-boundary-only,"OnModelCreating/model mapping: owned required, navigation, check constraints, alternate/composite keys, nullable relationships, complex types, computed columns, indexes/collation.",IU-045,3945d0f1d7,12335.771,6064.037,1049.0,482.0,"better to have isrequired false too | nullable relationships | complex types | coposite key sheet | alternate key sheet | so in writes we potentially can do some shit when we fetch | something while having something that we have fetched already and | mb have changed? | dont think so, sounds like shit | PLAIN TRANSACTION WITH"
S-046,12,EFC-R03-model-configuration-relationships-keys,EFC-R03,efc-r03-model-config-candidate-stage0,candidate-not-final-stage0-boundary-only,"OnModelCreating/model mapping: owned required, navigation, check constraints, alternate/composite keys, nullable relationships, complex types, computed columns, indexes/collation.",IU-046,dfe76f5f7c,13658.369,6177.797,893.0,296.0,better to have isrequired false too | complex types | nullable relationships | coposite key sheet | alternate key sheet | PLAIN TRANSACTION WITH | BEGINTRANSACTION | ABOUT ROLLBACKS | so its better to do the shit excplicitly | the fact that you have ? for  your fullname  in client can be not enough
S-048,13,EFC-R03-model-configuration-relationships-keys,EFC-R03,efc-r03-model-config-candidate-stage0,candidate-not-final-stage0-boundary-only,"OnModelCreating/model mapping: owned required, navigation, check constraints, alternate/composite keys, nullable relationships, complex types, computed columns, indexes/collation.",IU-048,8d6946160e,13650.793,6453.661,913.0,457.0,better to have isrequired false too | complex types | nullable relationships | coposite key sheet | alternate key sheet | BEGINTRANSACTION | ABOUT ROLLBACKS | PLAIN TRANSACTION WITH | IF THERE IS NO LOGIC | AFTER WE CATCH AND ROLLBACK
S-050,14,EFC-R03-model-configuration-relationships-keys,EFC-R03,efc-r03-model-config-candidate-stage0,candidate-not-final-stage0-boundary-only,"OnModelCreating/model mapping: owned required, navigation, check constraints, alternate/composite keys, nullable relationships, complex types, computed columns, indexes/collation.",IU-050,deb7e62c3f,13635.914,6955.059,681.0,441.0,complex types | better to have isrequired false too | ABOUT ROLLBACKS | nullable relationships | coposite key sheet | IF THERE IS NO LOGIC | AFTER WE CATCH AND ROLLBACK | SO WE DONT STRICTLY NEED | MANUAL ROLLBACK | BECAUSE WITH USING
S-053,15,EFC-R03-model-configuration-relationships-keys,EFC-R03,efc-r03-model-config-candidate-stage0,candidate-not-final-stage0-boundary-only,"OnModelCreating/model mapping: owned required, navigation, check constraints, alternate/composite keys, nullable relationships, complex types, computed columns, indexes/collation.",IU-053,2e1caff84a,13634.013,7822.371,606.0,482.0,complex types | better to have isrequired false too | ABOUT ROLLBACKS | ON DISPOSAL | THERE WILL BE A ROLLBACK | BECAUSE WITH USING | MANUAL ROLLBACK | not all comp columns | SO WE DONT STRICTLY NEED | nullable relationships
S-055,16,EFC-R03-model-configuration-relationships-keys,EFC-R03,efc-r03-model-config-candidate-stage0,candidate-not-final-stage0-boundary-only,"OnModelCreating/model mapping: owned required, navigation, check constraints, alternate/composite keys, nullable relationships, complex types, computed columns, indexes/collation.",IU-055,064840baae,13648.067,8323.253,634.0,482.0,complex types | better to have isrequired false too | not all comp columns | are indexable/persistable | ABOUT ROLLBACKS | DO I NEED TO DISPOSE | EXECUTION STRATEGY? | collation may already solve casing | ON DISPOSAL | THERE WILL BE A ROLLBACK
S-057,17,EFC-R03-model-configuration-relationships-keys,EFC-R03,efc-r03-model-config-candidate-stage0,candidate-not-final-stage0-boundary-only,"OnModelCreating/model mapping: owned required, navigation, check constraints, alternate/composite keys, nullable relationships, complex types, computed columns, indexes/collation.",IU-057,548433edd7,13628.106,8828.861,814.0,376.0,complex types | not all comp columns | better to have isrequired false too | are indexable/persistable | DO I NEED TO DISPOSE | collation may already solve casing | EXECUTION STRATEGY? | want unique value for table after transformation | may need more buisness rules | uniqueindex on computed column
S-059,18,EFC-R03-model-configuration-relationships-keys,EFC-R03,efc-r03-model-config-candidate-stage0,candidate-not-final-stage0-boundary-only,"OnModelCreating/model mapping: owned required, navigation, check constraints, alternate/composite keys, nullable relationships, complex types, computed columns, indexes/collation.",IU-059,685f8e9fda,13674.44,9202.36,798.0,179.0,complex types | not all comp columns | are indexable/persistable | DO I NEED TO DISPOSE | EXECUTION STRATEGY? | collation may already solve casing | better to have isrequired false too | want unique value for table after transformation | may need more buisness rules | uniqueindex on computed column
S-004,1,EFC-R04-transactions-concurrency-execution-strategy,EFC-R04,efc-r04-transactions-candidate-stage0,candidate-not-final-stage0-boundary-only,"Transactions/concurrency/execution strategies: rowversion/concurrency tokens, isolation, reading own changes, retry strategies, transaction patterns, rollback notes.",IU-004,0dc3625229,22437.901,1887.015,847.0,422.0,"isrowversion isconcurrencytoken | concurrency in db  commands | so i have some scenarios when i may need some | transaction or when i may think that i need them | reading your own uncommited changes | 1 when i query something from db, look at it and chose to change it | but at the same time i may have another request that | changes the same thing | dont need manual transaction, can configure rowversion or | isconcurencytoken and ef will throw exceptions"
S-013,2,EFC-R04-transactions-concurrency-execution-strategy,EFC-R04,efc-r04-transactions-candidate-stage0,candidate-not-final-stage0-boundary-only,"Transactions/concurrency/execution strategies: rowversion/concurrency tokens, isolation, reading own changes, retry strategies, transaction patterns, rollback notes.",IU-013,119679e20c,22457.508,2341.303,823.0,482.0,isrowversion isconcurrencytoken | concurrency in db  commands | reading your own uncommited changes | need to wrap everything in one transaction with any isolatoin level but usually with default | 4 when i have some database.executesql  or other like dbset.executeupdate (that is | one savechanges succeds another fails and we get inconsistency | linq based but everything else like executesql) - they all dont care about savechanges | queried entity and each may call savechanges | so if i want them to be in a traqnsaction i need to create transaction | 3 when i have some possible nesting of methods that mutate
S-022,3,EFC-R04-transactions-concurrency-execution-strategy,EFC-R04,efc-r04-transactions-candidate-stage0,candidate-not-final-stage0-boundary-only,"Transactions/concurrency/execution strategies: rowversion/concurrency tokens, isolation, reading own changes, retry strategies, transaction patterns, rollback notes.",IU-022,3710ca8272,20055.974,2978.029,805.0,447.0,"about transactions isolation level for atomicity | veryfies that db has been changed when we lost conn and cant say if transaction was succ of not | need to wrap with createexecutionstrat executeasync or executeintransactionasync for | 6 enableautomaticretryonfailure - retry the whole delegate,isolation level doesnt matter | able to inspect db changes from that isolation | and try again, but only for automatic shit + need to have right isolation level so i will be | i need to catch exception for concurrency and then get entry, load db data | 5 if i have some buisness rule with automatic concurrency conflict resolution | Retries | so if i want them to be in a traqnsaction i need to create transaction"
S-028,4,EFC-R04-transactions-concurrency-execution-strategy,EFC-R04,efc-r04-transactions-candidate-stage0,candidate-not-final-stage0-boundary-only,"Transactions/concurrency/execution strategies: rowversion/concurrency tokens, isolation, reading own changes, retry strategies, transaction patterns, rollback notes.",IU-028,4e35b1cbc9,20027.726,3457.15,787.0,395.0,"about transactions isolation level for atomicity | veryfies that db has been changed when we lost conn and cant say if transaction was succ of not | need to wrap with createexecutionstrat executeasync or executeintransactionasync for | 6 enableautomaticretryonfailure - retry the whole delegate,isolation level doesnt matter | able to inspect db changes from that isolation | and try again, but only for automatic shit + need to have right isolation level so i will be | i need to catch exception for concurrency and then get entry, load db data | 5 if i have some buisness rule with automatic concurrency conflict resolution | Retries | so if i want them to be in a traqnsaction i need to create transaction"
S-030,5,EFC-R04-transactions-concurrency-execution-strategy,EFC-R04,efc-r04-transactions-candidate-stage0,candidate-not-final-stage0-boundary-only,"Transactions/concurrency/execution strategies: rowversion/concurrency tokens, isolation, reading own changes, retry strategies, transaction patterns, rollback notes.",IU-030,b7164244ce,20005.988,3882.198,800.0,223.0,"about transactions isolation level for atomicity | veryfies that db has been changed when we lost conn and cant say if transaction was succ of not | need to wrap with createexecutionstrat executeasync or executeintransactionasync for | 6 enableautomaticretryonfailure - retry the whole delegate,isolation level doesnt matter | able to inspect db changes from that isolation | and try again, but only for automatic shit + need to have right isolation level so i will be | i need to catch exception for concurrency and then get entry, load db data | 5 if i have some buisness rule with automatic concurrency conflict resolution | Retries | so if i want them to be in a traqnsaction i need to create transaction"
S-032,6,EFC-R04-transactions-concurrency-execution-strategy,EFC-R04,efc-r04-transactions-candidate-stage0,candidate-not-final-stage0-boundary-only,"Transactions/concurrency/execution strategies: rowversion/concurrency tokens, isolation, reading own changes, retry strategies, transaction patterns, rollback notes.",IU-032,a9bd2293fc,20017.107,4150.603,897.0,482.0,"about transactions isolation level for atomicity | veryfies that db has been changed when we lost conn and cant say if transaction was succ of not | need to wrap with createexecutionstrat executeasync or executeintransactionasync for | 6 enableautomaticretryonfailure - retry the whole delegate,isolation level doesnt matter | able to inspect db changes from that isolation | and try again, but only for automatic shit + need to have right isolation level so i will be | i need to catch exception for concurrency and then get entry, load db data | 5 if i have some buisness rule with automatic concurrency conflict resolution | Retries | so if i want them to be in a traqnsaction i need to create transaction"
S-061,1,EFC-R05-db-invariants-exceptions-error-handling,EFC-R05,efc-r05-db-exceptions-candidate-stage0,candidate-not-final-stage0-boundary-only,"Database invariants and exceptions: SQL Server error codes, concurrency exceptions, retry exception handling, original values/database values, ETags, and DB-level invariant handling.",IU-061,ea9b1ba7b6,16923.253,12451.13,833.0,482.0,"db exceptions | concur | collation may already solve casing | pos concurrency automatic, | not user view driven | retry logic | place to catch codes | may need more buisness rules | are indexable/persistable | about code of sqlserver that are retryable by"
S-062,2,EFC-R05-db-invariants-exceptions-error-handling,EFC-R05,efc-r05-db-exceptions-candidate-stage0,candidate-not-final-stage0-boundary-only,"Database invariants and exceptions: SQL Server error codes, concurrency exceptions, retry exception handling, original values/database values, ETags, and DB-level invariant handling.",IU-062,5310695bc8,16905.54,12991.786,912.0,391.0,"concur | pos concurrency automatic, | not user view driven | retry logic | place to catch codes | db exceptions | about code of sqlserver that are retryable by | may need more buisness rules | default or not | retry exception"
S-063,3,EFC-R05-db-invariants-exceptions-error-handling,EFC-R05,efc-r05-db-exceptions-candidate-stage0,candidate-not-final-stage0-boundary-only,"Database invariants and exceptions: SQL Server error codes, concurrency exceptions, retry exception handling, original values/database values, ETags, and DB-level invariant handling.",IU-063,bb49429aea,16939.584,13409.463,777.0,482.0,"pos concurrency automatic, | not user view driven | retry logic | place to catch codes | retry exception | concur | default or not | about code of sqlserver that are retryable by | there are a lot of transient error codes and | if you want someting specific- you should i this"
S-064,4,EFC-R05-db-invariants-exceptions-error-handling,EFC-R05,efc-r05-db-exceptions-candidate-stage0,candidate-not-final-stage0-boundary-only,"Database invariants and exceptions: SQL Server error codes, concurrency exceptions, retry exception handling, original values/database values, ETags, and DB-level invariant handling.",IU-064,601cdc59fb,16931.628,13921.13,700.0,482.0,"place to catch codes | retry logic | retry exception | not user view driven | pos concurrency automatic, | iserted | !!!! | have  entries in | dbupdateconcurex | can getdatabasevalues"
S-065,5,EFC-R05-db-invariants-exceptions-error-handling,EFC-R05,efc-r05-db-exceptions-candidate-stage0,candidate-not-final-stage0-boundary-only,"Database invariants and exceptions: SQL Server error codes, concurrency exceptions, retry exception handling, original values/database values, ETags, and DB-level invariant handling.",IU-065,bf9f234ad6,16966.041,14788.12,961.0,465.0,retry exception | place to catch codes | setting orig values | ef will detect changes based | on the fact that | orig values are the values | and then update how you needed | in db | with etag | so if they are not changed
